id,event_id,group_id,speech_window,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_sound,play_bgm,highlight,speaker,set_filter_01,set_camera_shake,fade,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/0/hide_char_id,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/1/hide_char_id,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,characters/2/hide_char_id
event_absolute2_04_s_31,40086,event_absolute2_04_s,Speech,Locale_MainScenario:event_absolute2_04_s_31,True,RuinTechIndoor,31,31,1.0,,,emma_t,emma_t,Grey,,black,eunhwa_t,1,angry,,emma_t,3,angry,,,,,
event_absolute2_04_s_32,40086,event_absolute2_04_s,Speech,Locale_MainScenario:event_absolute2_04_s_32,True,,31,31,1.0,,,emma_t,emma_t,Grey,,,,1,angry,,,3,angry,,,,,
event_absolute2_04_s_33,40086,event_absolute2_04_s,Speech,Locale_MainScenario:event_absolute2_04_s_33,True,,31,31,1.0,,,emma_t,emma_t,Grey,,,,1,angry,,,3,angry,,,,,
event_absolute2_04_s_34,40086,event_absolute2_04_s,Speech,Locale_MainScenario:event_absolute2_04_s_34,True,,31,3,1.0,,,emma_t,emma_t,Grey,,,,1,angry,,,3,angry,,,,,
event_absolute2_04_s_35,40086,event_absolute2_04_s,Speech,Locale_MainScenario:event_absolute2_04_s_35,True,,3,30,1.0,,,emma_t,emma_t,Grey,,,,1,angry,,,3,angry,,,,,
event_absolute2_04_s_36,40086,event_absolute2_04_s,Speech,Locale_MainScenario:event_absolute2_04_s_36,True,,30,30,1.0,,,emma_t,emma_t,Grey,,,,1,angry,,,3,angry,,,,,
event_absolute2_04_s_37,40086,event_absolute2_04_s,Speech,Locale_MainScenario:event_absolute2_04_s_37,True,,30,30,1.0,,,emma_t,emma_t,Grey,,,,1,angry,,,3,angry,,,,,
event_absolute2_04_s_38,40086,event_absolute2_04_s,Speech,Locale_MainScenario:event_absolute2_04_s_38,True,,100,100,1.0,,,eunhwa_t,eunhwa_t,,,black,,1,angry,,,3,angry,,,,,
event_absolute2_04_s_39,40086,event_absolute2_04_s,Speech,Locale_MainScenario:event_absolute2_04_s_39,True,,300,30,0.5,,,emma_t,emma_t,,,,,1,angry,,,3,worry,,,,,
event_absolute2_04_s_40,40086,event_absolute2_04_s,Speech,Locale_MainScenario:event_absolute2_04_s_40,True,,30,31,1.0,,,eunhwa_t,eunhwa_t,,,,,1,angry,,,3,worry,,,,,
event_absolute2_04_s_41,40086,event_absolute2_04_s,Speech,Locale_MainScenario:event_absolute2_04_s_41,True,,31,31,1.0,,,emma_t,emma_t,,,,,1,angry,,,3,worry,,,,,
event_absolute2_04_s_42,40086,event_absolute2_04_s,Speech,Locale_MainScenario:event_absolute2_04_s_42,True,,31,31,1.0,,,eunhwa_t,eunhwa_t,,,,,1,angry,,,3,worry,,,,,
