id,event_id,group_id,speech_window,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,highlight,speaker,fade,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,characters/2/hide_char_id
event_miraclesnow1_06_s_11,40003,event_miraclesnow1_06_s,Speech,Locale_SubScenario:event_miraclesnow1_06_s_11,True,,31,31,1.0,,rupee_w,rupee,,,1,idle_02,,3,surprise,,,,
event_miraclesnow1_06_s_12,40003,event_miraclesnow1_06_s,Self,Locale_SubScenario:event_miraclesnow1_06_s_12,False,,31,31,1.0,,,,,,1,idle_02,,3,surprise,,,,
event_miraclesnow1_06_s_13,40003,event_miraclesnow1_06_s,Speech,Locale_SubScenario:event_miraclesnow1_06_s_13,True,,31,3,1.0,,anne,anne,,,1,idle_02,,3,idle,,,,
event_miraclesnow1_06_s_14,40003,event_miraclesnow1_06_s,Self,Locale_SubScenario:event_miraclesnow1_06_s_14,False,,3,3,1.0,,,,,,1,idle_02,,3,idle,,,,
event_miraclesnow1_06_s_15,40003,event_miraclesnow1_06_s,Speech,Locale_SubScenario:event_miraclesnow1_06_s_15,True,,3,XS_30,1.0,,anne,anne,,,1,idle_02,,3,idle,,,,
event_miraclesnow1_06_s_16,40003,event_miraclesnow1_06_s,Speech,Locale_SubScenario:event_miraclesnow1_06_s_16,True,,XS_30,XS_30,1.0,,anne,anne,,,1,idle_02,,3,idle,,,,
event_miraclesnow1_06_s_17,40003,event_miraclesnow1_06_s,Self,Locale_SubScenario:event_miraclesnow1_06_s_17,False,,XS_30,XS_30,1.0,,,,,,1,idle_02,,3,idle,,,,
event_miraclesnow1_06_s_18,40003,event_miraclesnow1_06_s,Speech,Locale_SubScenario:event_miraclesnow1_06_s_18,True,,XS_30,XS_30,1.0,,anne,anne,,,1,idle_02,,3,idle,,,,
event_miraclesnow1_06_s_19,40003,event_miraclesnow1_06_s,Self,Locale_SubScenario:event_miraclesnow1_06_s_19,False,,XS_30,XS_30,1.0,,,,,,1,idle_02,,3,idle,,,,
event_miraclesnow1_06_s_20,40003,event_miraclesnow1_06_s,Speech,Locale_SubScenario:event_miraclesnow1_06_s_20,True,,XS_30,XS_300,0.5,,anne,anne,,,1,idle_02,,3,idle,,,,
event_miraclesnow1_06_s_21,40003,event_miraclesnow1_06_s,Monologue,Locale_SubScenario:event_miraclesnow1_06_s_21,False,,black,black,1.0,,,,,,1,idle_02,,3,idle,,,,
event_miraclesnow1_06_s_22,40003,event_miraclesnow1_06_s,Monologue,Locale_SubScenario:event_miraclesnow1_06_s_22,False,,black,black,1.0,,,,,,1,idle_02,,3,idle,,,,
event_miraclesnow1_06_s_23,40003,event_miraclesnow1_06_s,Monologue,Locale_SubScenario:event_miraclesnow1_06_s_23,False,,black,black,1.0,,,,,,1,idle_02,,3,idle,,,,
event_miraclesnow1_06_s_24,40003,event_miraclesnow1_06_s,Narration,Locale_SubScenario:event_miraclesnow1_06_s_24,False,IceLand_01,15,15,1.0,none,,,black,,1,idle_02,,3,idle,,,,
event_miraclesnow1_06_s_25,40003,event_miraclesnow1_06_s,Speech,Locale_SubScenario:event_miraclesnow1_06_s_25,True,,15,31,1.0,event_bgm_2022winter_complete,rupee_w,rupee,,,1,idle_02,,3,idle,,,,
event_miraclesnow1_06_s_26,40003,event_miraclesnow1_06_s,Speech,Locale_SubScenario:event_miraclesnow1_06_s_26,True,,31,31,1.0,,anne,anne,,,1,idle_02,,3,idle,,,,
event_miraclesnow1_06_s_27,40003,event_miraclesnow1_06_s,Speech,Locale_SubScenario:event_miraclesnow1_06_s_27,True,,31,31,1.0,,rupee_w,rupee,,,1,idle_02,,3,idle,,,,
event_miraclesnow1_06_s_28,40003,event_miraclesnow1_06_s,Speech,Locale_SubScenario:event_miraclesnow1_06_s_28,True,,31,31,1.0,,anne,anne,,,1,idle_02,,3,idle,,,,
event_miraclesnow1_06_s_29,40003,event_miraclesnow1_06_s,Speech,Locale_SubScenario:event_miraclesnow1_06_s_29,True,,31,31,1.0,,rupee_w,rupee,,,1,idle_02,,3,idle,,,,
event_miraclesnow1_06_s_30,40003,event_miraclesnow1_06_s,Speech,Locale_SubScenario:event_miraclesnow1_06_s_30,True,,31,31,1.0,,anne,anne,,,1,idle_02,,3,idle,,,,
event_miraclesnow1_06_s_31,40003,event_miraclesnow1_06_s,Speech,Locale_SubScenario:event_miraclesnow1_06_s_31,True,,31,31,1.0,,rupee_w,rupee,,,1,idle_02,,3,idle,,,,
event_miraclesnow1_06_s_32,40003,event_miraclesnow1_06_s,Narration,Locale_SubScenario:event_miraclesnow1_06_s_32,False,Park,black,black,1.0,none,,,,,7,idle_02,,5,idle,massproduction01,3,idle,
event_miraclesnow1_06_s_33,40003,event_miraclesnow1_06_s,Monologue,Locale_SubScenario:event_miraclesnow1_06_s_33,False,,100,100,1.0,,,,,,7,idle_02,,5,idle,,3,idle,
event_miraclesnow1_06_s_34,40003,event_miraclesnow1_06_s,Monologue,Locale_SubScenario:event_miraclesnow1_06_s_34,False,,100,300,1.0,,,,,,7,idle_02,,5,idle,,3,idle,
event_miraclesnow1_06_s_35,40003,event_miraclesnow1_06_s,Speech,Locale_SubScenario:event_miraclesnow1_06_s_35,False,,300,3,1.0,,massproduction01,massproduction01,,,7,idle_02,,5,idle,,3,idle,
event_miraclesnow1_06_s_36,40003,event_miraclesnow1_06_s,Speech,Locale_SubScenario:event_miraclesnow1_06_s_36,True,,3,53,1.0,bgm_story_inwonderland,anne,anne,,,7,idle_02,,5,surprise,,3,idle,
event_miraclesnow1_06_s_37,40003,event_miraclesnow1_06_s,Speech,Locale_SubScenario:event_miraclesnow1_06_s_37,False,,53,53,1.0,,massproduction01,massproduction01,,,7,idle_02,,5,surprise,,3,idle,
event_miraclesnow1_06_s_38,40003,event_miraclesnow1_06_s,Speech,Locale_SubScenario:event_miraclesnow1_06_s_38,True,,53,53,1.0,,anne,anne,,,7,idle_02,,5,surprise,,3,idle,
event_miraclesnow1_06_s_39,40003,event_miraclesnow1_06_s,Speech,Locale_SubScenario:event_miraclesnow1_06_s_39,True,,53,53,1.0,,massproduction01,massproduction01,,,7,idle_02,,5,surprise,,3,idle,
event_miraclesnow1_06_s_40,40003,event_miraclesnow1_06_s,Speech,Locale_SubScenario:event_miraclesnow1_06_s_40,True,,53,53,1.0,,anne,anne,,,7,idle_02,,5,idle,,3,idle,
event_miraclesnow1_06_s_41,40003,event_miraclesnow1_06_s,Speech,Locale_SubScenario:event_miraclesnow1_06_s_41,True,,53,53,1.0,,massproduction01,massproduction01,,,7,idle_02,,5,idle,,3,idle,
event_miraclesnow1_06_s_42,40003,event_miraclesnow1_06_s,Speech,Locale_SubScenario:event_miraclesnow1_06_s_42,True,,53,53,1.0,,anne,anne,,,7,idle_02,,5,think,,3,idle,
event_miraclesnow1_06_s_43,40003,event_miraclesnow1_06_s,Speech,Locale_SubScenario:event_miraclesnow1_06_s_43,False,,53,3,1.0,,massproduction01,massproduction01,,,7,idle_02,,5,think,,3,idle,
event_miraclesnow1_06_s_44,40003,event_miraclesnow1_06_s,Speech,Locale_SubScenario:event_miraclesnow1_06_s_44,True,,3,3,1.0,,massproduction01,massproduction01,,,7,idle_02,,5,think,,3,idle,
event_miraclesnow1_06_s_45,40003,event_miraclesnow1_06_s,Speech,Locale_SubScenario:event_miraclesnow1_06_s_45,True,,L_70,L_70,1.0,,rupee_w,rupee,,,7,idle_02,,5,think,,3,idle,
event_miraclesnow1_06_s_46,40003,event_miraclesnow1_06_s,Speech,Locale_SubScenario:event_miraclesnow1_06_s_46,False,,30,30,1.0,,massproduction01,massproduction01,,,7,idle_02,,5,think,,3,idle,
event_miraclesnow1_06_s_47,40003,event_miraclesnow1_06_s,Speech,Locale_SubScenario:event_miraclesnow1_06_s_47,True,,XS_50,XS_50,1.0,,anne,anne,,,7,idle_02,,5,idle,,3,idle,
event_miraclesnow1_06_s_48,40003,event_miraclesnow1_06_s,Speech,Locale_SubScenario:event_miraclesnow1_06_s_48,True,,XS_50,XS_50,1.0,,anne,anne,,,7,idle_02,,5,idle,,3,idle,
event_miraclesnow1_06_s_49,40003,event_miraclesnow1_06_s,Speech,Locale_SubScenario:event_miraclesnow1_06_s_49,True,,30,30,1.0,,massproduction01,massproduction01,,,7,idle_02,,5,idle,,3,idle,
event_miraclesnow1_06_s_50,40003,event_miraclesnow1_06_s,Speech,Locale_SubScenario:event_miraclesnow1_06_s_50,True,,L_70,L_70,1.0,,rupee_w,rupee,,,7,idle_02,,5,idle,,3,idle,
event_miraclesnow1_06_s_51,40003,event_miraclesnow1_06_s,Speech,Locale_SubScenario:event_miraclesnow1_06_s_51,False,,30,30,1.0,,massproduction01,massproduction01,,,7,idle_02,,5,idle,,3,idle,
event_miraclesnow1_06_s_52,40003,event_miraclesnow1_06_s,Speech,Locale_SubScenario:event_miraclesnow1_06_s_52,True,,30,3,1.0,,massproduction01,massproduction01,,,7,idle_02,,5,idle,,3,idle,
event_miraclesnow1_06_s_53,40003,event_miraclesnow1_06_s,Speech,Locale_SubScenario:event_miraclesnow1_06_s_53,True,,3,53,1.0,,anne,anne,,,7,idle_02,,5,idle,,3,idle,
event_miraclesnow1_06_s_54,40003,event_miraclesnow1_06_s,Speech,Locale_SubScenario:event_miraclesnow1_06_s_54,True,,53,53,1.0,,massproduction01,massproduction01,,,7,idle_02,,5,idle,,3,idle,
event_miraclesnow1_06_s_55,40003,event_miraclesnow1_06_s,Speech,Locale_SubScenario:event_miraclesnow1_06_s_55,True,,53,3,1.0,,massproduction01,massproduction01,,,7,idle_02,,5,idle,,3,idle,
event_miraclesnow1_06_s_56,40003,event_miraclesnow1_06_s,Speech,Locale_SubScenario:event_miraclesnow1_06_s_56,True,,3,30,0.5,,massproduction01,massproduction01,,,7,idle_02,,5,idle,,3,idle,
event_miraclesnow1_06_s_57,40003,event_miraclesnow1_06_s,Speech,Locale_SubScenario:event_miraclesnow1_06_s_57,True,,30,30,1.0,,massproduction01,massproduction01,,,7,idle_02,,5,idle,,3,idle,
event_miraclesnow1_06_s_58,40003,event_miraclesnow1_06_s,Speech,Locale_SubScenario:event_miraclesnow1_06_s_58,True,,30,53,1.0,,anne,anne,,,7,idle_02,,5,idle,,3,idle,
event_miraclesnow1_06_s_59,40003,event_miraclesnow1_06_s,Speech,Locale_SubScenario:event_miraclesnow1_06_s_59,True,,53,53,1.0,,massproduction01,massproduction01,,,7,idle_02,,5,idle,,3,idle,
event_miraclesnow1_06_s_60,40003,event_miraclesnow1_06_s,Speech,Locale_SubScenario:event_miraclesnow1_06_s_60,True,,53,53,1.0,,massproduction01,massproduction01,,,7,idle_02,,5,idle,,3,idle,
event_miraclesnow1_06_s_61,40003,event_miraclesnow1_06_s,Speech,Locale_SubScenario:event_miraclesnow1_06_s_61,True,,53,53,1.0,,massproduction01,massproduction01,,,7,idle_02,,5,idle,,3,idle,
event_miraclesnow1_06_s_62,40003,event_miraclesnow1_06_s,Speech,Locale_SubScenario:event_miraclesnow1_06_s_62,False,,53,53,1.0,,anne,anne,,,7,idle_02,,5,think,,3,idle,
event_miraclesnow1_06_s_63,40003,event_miraclesnow1_06_s,Speech,Locale_SubScenario:event_miraclesnow1_06_s_63,True,,53,53,1.0,,anne,anne,,,7,idle_02,,5,think,,3,idle,
event_miraclesnow1_06_s_64,40003,event_miraclesnow1_06_s,Speech,Locale_SubScenario:event_miraclesnow1_06_s_64,True,,53,3,1.0,,massproduction01,massproduction01,,,7,idle_02,,5,think,,3,idle,
event_miraclesnow1_06_s_65,40003,event_miraclesnow1_06_s,Speech,Locale_SubScenario:event_miraclesnow1_06_s_65,True,,3,30,1.0,,massproduction01,massproduction01,,,7,idle_02,,5,think,,3,idle,
event_miraclesnow1_06_s_66,40003,event_miraclesnow1_06_s,Speech,Locale_SubScenario:event_miraclesnow1_06_s_66,True,,30,30,1.0,,massproduction01,massproduction01,,,7,idle_02,,5,think,,3,idle,
event_miraclesnow1_06_s_67,40003,event_miraclesnow1_06_s,Speech,Locale_SubScenario:event_miraclesnow1_06_s_67,True,,30,3,1.0,,massproduction01,massproduction01,,,7,idle_02,,5,think,,3,idle,
event_miraclesnow1_06_s_68,40003,event_miraclesnow1_06_s,Speech,Locale_SubScenario:event_miraclesnow1_06_s_68,True,,3,3,1.0,,massproduction01,massproduction01,,,7,idle_02,,5,think,,3,idle,
event_miraclesnow1_06_s_69,40003,event_miraclesnow1_06_s,Speech,Locale_SubScenario:event_miraclesnow1_06_s_69,True,,3,53,1.0,,anne,anne,,,7,idle_02,,5,surprise,,3,idle,
event_miraclesnow1_06_s_70,40003,event_miraclesnow1_06_s,Speech,Locale_SubScenario:event_miraclesnow1_06_s_70,False,,53,53,1.0,,massproduction01,massproduction01,,,7,idle_02,,5,surprise,,3,idle,
event_miraclesnow1_06_s_71,40003,event_miraclesnow1_06_s,Speech,Locale_SubScenario:event_miraclesnow1_06_s_71,True,,53,53,1.0,,anne,anne,,,7,idle_02,,5,surprise,,3,idle,
event_miraclesnow1_06_s_72,40003,event_miraclesnow1_06_s,Speech,Locale_SubScenario:event_miraclesnow1_06_s_72,False,,53,53,1.0,,massproduction01,massproduction01,,,7,idle_02,,5,surprise,,3,idle,
event_miraclesnow1_06_s_73,40003,event_miraclesnow1_06_s,Speech,Locale_SubScenario:event_miraclesnow1_06_s_73,False,,L_70,L_70,1.0,,rupee_w,rupee,,,7,sad,,5,surprise,,3,idle,
event_miraclesnow1_06_s_74,40003,event_miraclesnow1_06_s,Speech,Locale_SubScenario:event_miraclesnow1_06_s_74,True,,L_70,53,1.0,,anne,anne,,,7,sad,,5,idle,,3,idle,
event_miraclesnow1_06_s_75,40003,event_miraclesnow1_06_s,Speech,Locale_SubScenario:event_miraclesnow1_06_s_75,True,,53,53,1.0,,massproduction01,massproduction01,,,7,sad,,5,idle,,3,idle,
event_miraclesnow1_06_s_76,40003,event_miraclesnow1_06_s,Speech,Locale_SubScenario:event_miraclesnow1_06_s_76,True,,53,53,1.0,,anne,anne,,,7,sad,,5,think,,3,idle,
event_miraclesnow1_06_s_77,40003,event_miraclesnow1_06_s,Speech,Locale_SubScenario:event_miraclesnow1_06_s_77,True,,53,3,1.0,,massproduction01,massproduction01,,,7,sad,,5,think,,3,idle,
event_miraclesnow1_06_s_78,40003,event_miraclesnow1_06_s,Speech,Locale_SubScenario:event_miraclesnow1_06_s_78,True,,3,30,1.0,,massproduction01,massproduction01,,,7,sad,,5,think,,3,idle,
event_miraclesnow1_06_s_79,40003,event_miraclesnow1_06_s,Self,Locale_SubScenario:event_miraclesnow1_06_s_79,False,,30,30,1.0,,,,,,7,sad,,5,think,,3,idle,
event_miraclesnow1_06_s_80,40003,event_miraclesnow1_06_s,Speech,Locale_SubScenario:event_miraclesnow1_06_s_80,True,,30,30,1.0,,massproduction01,massproduction01,,,7,sad,,5,idle,,3,idle,
event_miraclesnow1_06_s_81,40003,event_miraclesnow1_06_s,Self,Locale_SubScenario:event_miraclesnow1_06_s_81,False,,30,30,1.0,,,,,,7,sad,,5,idle,,3,idle,
event_miraclesnow1_06_s_82,40003,event_miraclesnow1_06_s,Speech,Locale_SubScenario:event_miraclesnow1_06_s_82,True,,XS_50,XS_50,1.0,,anne,anne,,,7,sad,,5,delight,,3,idle,
event_miraclesnow1_06_s_83,40003,event_miraclesnow1_06_s,Speech,Locale_SubScenario:event_miraclesnow1_06_s_83,True,,L_70,L_70,1.0,,rupee_w,rupee,,,7,idle_02,,5,delight,,3,idle,
event_miraclesnow1_06_s_84,40003,event_miraclesnow1_06_s,Speech,Locale_SubScenario:event_miraclesnow1_06_s_84,True,,30,30,1.0,,massproduction01,massproduction01,,,7,idle_02,,5,delight,,3,idle,
event_miraclesnow1_06_s_85,40003,event_miraclesnow1_06_s,Speech,Locale_SubScenario:event_miraclesnow1_06_s_85,True,,30,XS_50,1.0,,anne,anne,,,7,idle_02,,5,delight,,3,idle,
event_miraclesnow1_06_s_86,40003,event_miraclesnow1_06_s,Speech,Locale_SubScenario:event_miraclesnow1_06_s_86,True,,XS_50,XS_500,1.0,,anne,anne,,,7,idle_02,,5,delight,,3,idle,
event_miraclesnow1_06_s_87,40003,event_miraclesnow1_06_s,Narration,Locale_SubScenario:event_miraclesnow1_06_s_87,False,IceLand_01,black,black,1.0,none,,,,,1,idle_02,,3,delight,,3,idle,massproduction01
event_miraclesnow1_06_s_88,40003,event_miraclesnow1_06_s,Speech,Locale_SubScenario:event_miraclesnow1_06_s_88,True,,31,31,1.0,event_bgm_2022winter_complete,rupee_w,rupee,,,1,idle_02,,3,delight,,,idle,
event_miraclesnow1_06_s_89,40003,event_miraclesnow1_06_s,Speech,Locale_SubScenario:event_miraclesnow1_06_s_89,True,,31,31,1.0,,anne,anne,,,1,idle_02,,3,delight,,,idle,
event_miraclesnow1_06_s_90,40003,event_miraclesnow1_06_s,Speech,Locale_SubScenario:event_miraclesnow1_06_s_90,True,,L_100,L_100,1.0,,rupee_w,rupee,,,1,idle_02,,3,delight,,,idle,
event_miraclesnow1_06_s_91,40003,event_miraclesnow1_06_s,Speech,Locale_SubScenario:event_miraclesnow1_06_s_91,True,,XS_300,XS_300,1.0,,anne,anne,,,1,idle_02,,3,delight,,,idle,
event_miraclesnow1_06_s_92,40003,event_miraclesnow1_06_s,Self,Locale_SubScenario:event_miraclesnow1_06_s_92,False,,XS_300,XS_300,1.0,,,,,,1,idle_02,,3,delight,,,idle,
event_miraclesnow1_06_s_93,40003,event_miraclesnow1_06_s,Speech,Locale_SubScenario:event_miraclesnow1_06_s_93,True,,L_100,L_100,1.0,,rupee_w,rupee,,,1,idle_02,,3,delight,,,idle,
