id,event_id,group_id,speech_window,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,highlight,speaker,play_sound,set_camera_shake,jump_target,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/0/hide_char_id,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/1/hide_char_id,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,characters/2/hide_char_id,characters/3/show_char_id,characters/3/set_char_position,characters/3/set_char_anim,characters/3/hide_char_id
event_bowwowparadise_06_e_20,40010,event_bowwowparadise_06_e,Speech,Locale_SubScenario:event_bowwowparadise_06_e_20,False,,12,12,1.0,,max,max,sfx_scn_bowwow,,,,,,,,,,,,1,idle,,,13,idle,
event_bowwowparadise_06_e_21,40010,event_bowwowparadise_06_e,Monologue,Locale_SubScenario:event_bowwowparadise_06_e_21,False,,12,31,1.0,,max,,,Low_2,,,,,,max,3,delight,,,1,idle,,,13,idle,
event_bowwowparadise_06_e_22,40010,event_bowwowparadise_06_e,Speech,Locale_SubScenario:event_bowwowparadise_06_e_22,True,,31,31,1.0,,biscuit,biscuit,,,,,,,,,3,delight,,,1,shy,,,13,idle,
event_bowwowparadise_06_e_23,40010,event_bowwowparadise_06_e,Narration,Locale_SubScenario:event_bowwowparadise_06_e_23,False,,31,31,1.0,,biscuit,,sfx_scn_heavytrip,Low_2,,,,,,,3,delight,,,1,shy,,,13,idle,
event_bowwowparadise_06_e_24,40010,event_bowwowparadise_06_e,Narration,Locale_SubScenario:event_bowwowparadise_06_e_24,False,,31,31,1.0,,biscuit,,,,,,,,,,3,delight,,,1,shy,,,13,idle,
event_bowwowparadise_06_e_25,40010,event_bowwowparadise_06_e,Speech,Locale_SubScenario:event_bowwowparadise_06_e_25,False,,31,31,1.0,,max,max,sfx_scn_bowwow,,,,,,,,3,delight,,,1,shy,,,13,idle,
event_bowwowparadise_06_e_26,40010,event_bowwowparadise_06_e,Speech,Locale_SubScenario:event_bowwowparadise_06_e_26,True,,31,31,1.0,,biscuit,biscuit,,,,,,,,,3,delight,,,1,delight,,,13,idle,
event_bowwowparadise_06_e_27,40010,event_bowwowparadise_06_e,Choice,Locale_SubScenario:event_bowwowparadise_06_e_27,False,,31,31,1.0,,biscuit,,,,event_bowwowparadise_06_e_29,,,,,,3,delight,,,1,delight,,,13,idle,
event_bowwowparadise_06_e_28,40010,event_bowwowparadise_06_e,Choice,Locale_SubScenario:event_bowwowparadise_06_e_28,False,,31,31,1.0,,biscuit,,,,event_bowwowparadise_06_e_29,,,,,,3,delight,,,1,delight,,,13,idle,
event_bowwowparadise_06_e_29,40010,event_bowwowparadise_06_e,Speech,Locale_SubScenario:event_bowwowparadise_06_e_29,False,,31,max_30,1.0,,max,max,sfx_scn_growl,,,,,,,,3,angry,,,1,idle,,,13,idle,
event_bowwowparadise_06_e_30,40010,event_bowwowparadise_06_e,Self,Locale_SubScenario:event_bowwowparadise_06_e_30,False,,max_30,max_30,1.0,,max,,,,,,,,,,3,angry,,,1,idle,,,13,idle,
event_bowwowparadise_06_e_31,40010,event_bowwowparadise_06_e,Speech,Locale_SubScenario:event_bowwowparadise_06_e_31,True,,max_30,max_30,1.0,,biscuit,biscuit,,,,,,,,,3,delight,,,1,idle,,,13,idle,
event_bowwowparadise_06_e_32,40010,event_bowwowparadise_06_e,Speech,Locale_SubScenario:event_bowwowparadise_06_e_32,False,none,black,black,1.0,,max,max,sfx_scn_bowwow,,,bowwow_event,event,idle,,,3,delight,max,,1,idle,biscuit,,13,idle,liter
event_bowwowparadise_06_e_33,40010,event_bowwowparadise_06_e,Speech,Locale_SubScenario:event_bowwowparadise_06_e_33,True,,bowwow_01,bowwow_01,2.0,,biscuit,biscuit,,,,,event,idle,,,,,,,,,,,,,
event_bowwowparadise_06_e_34,40010,event_bowwowparadise_06_e,Speech,Locale_SubScenario:event_bowwowparadise_06_e_34,True,,bowwow_01,bowwow_03,2.0,,biscuit,biscuit,,,,,event,idle,,,,,,,,,,,,,
event_bowwowparadise_06_e_35,40010,event_bowwowparadise_06_e,Self,Locale_SubScenario:event_bowwowparadise_06_e_35,False,,bowwow_03,bowwow_03,1.0,,biscuit,,,,,,event,idle,,,,,,,,,,,,,
event_bowwowparadise_06_e_36,40010,event_bowwowparadise_06_e,Speech,Locale_SubScenario:event_bowwowparadise_06_e_36,True,,bowwow_03,bowwow_02,1.0,,liter,liter,,,,,event,idle,,,,,,,,,,,,,
event_bowwowparadise_06_e_37,40010,event_bowwowparadise_06_e,Speech,Locale_SubScenario:event_bowwowparadise_06_e_37,True,,bowwow_02,bowwow_02,1.0,,liter,volt,sfx_scn_howl,,,,event,idle,,,,,,,,,,,,,
event_bowwowparadise_06_e_38,40010,event_bowwowparadise_06_e,Monologue,Locale_SubScenario:event_bowwowparadise_06_e_38,False,,bowwow_02,bowwow_04,2.0,,liter,,,,,,event,idle,,,,,,,,,,,,,
event_bowwowparadise_06_e_39,40010,event_bowwowparadise_06_e,Monologue,Locale_SubScenario:event_bowwowparadise_06_e_39,False,,bowwow_04,bowwow_05,2.0,,liter,,,,,,event,idle,,,,,,,,,,,,,
event_bowwowparadise_06_e_40,40010,event_bowwowparadise_06_e,Monologue,Locale_SubScenario:event_bowwowparadise_06_e_40,False,,bowwow_05,bowwow_01,2.0,,liter,,,,,,event,idle,,,,,,,,,,,,,
event_bowwowparadise_06_e_41,40010,event_bowwowparadise_06_e,Narration,Locale_SubScenario:event_bowwowparadise_06_e_41,False,,black,black,1.0,,liter,,,,,,event,idle,,,,,,,,,,,,,
