id,event_id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,set_filter_01,set_filter_02,set_camera_shake,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim
event_footstepwalkrun2_02_s_51,40066,event_footstepwalkrun2_02_s,Narration,rapi_m,,Locale_MainScenario:event_footstepwalkrun2_02_s_51,False,,100,100,1.0,,Grey,Vignetting,,,1,idle,,13,pain_1
event_footstepwalkrun2_02_s_52,40066,event_footstepwalkrun2_02_s,Narration,rapi_m,,Locale_MainScenario:event_footstepwalkrun2_02_s_52,False,,100,100,1.0,,Grey,Vignetting,,,1,idle,,13,pain_1
event_footstepwalkrun2_02_s_53,40066,event_footstepwalkrun2_02_s,Narration,rapi_m,,Locale_MainScenario:event_footstepwalkrun2_02_s_53,False,,100,100,1.0,,Grey,Vignetting,,,1,idle,,13,pain_1
event_footstepwalkrun2_02_s_54,40066,event_footstepwalkrun2_02_s,Narration,rapi_m,,Locale_MainScenario:event_footstepwalkrun2_02_s_54,False,,100,100,1.0,,Red,Vignetting,Low_2,,1,idle,,13,idle
event_footstepwalkrun2_02_s_55,40066,event_footstepwalkrun2_02_s,Narration,rapi_m,,Locale_MainScenario:event_footstepwalkrun2_02_s_55,False,,black,black,1.0,,,,,,1,idle,,13,idle
event_footstepwalkrun2_02_s_56,40066,event_footstepwalkrun2_02_s,Narration,rapi_m,,Locale_MainScenario:event_footstepwalkrun2_02_s_56,False,,black,black,1.0,,,,,,1,idle,,13,idle
event_footstepwalkrun2_02_s_57,40066,event_footstepwalkrun2_02_s,Narration,rapi_m,,Locale_MainScenario:event_footstepwalkrun2_02_s_57,False,,100,10,1.0,,,,,,1,idle,,13,idle
event_footstepwalkrun2_02_s_58,40066,event_footstepwalkrun2_02_s,Narration,rapi_m,,Locale_MainScenario:event_footstepwalkrun2_02_s_58,False,,10,10,1.0,,,,,,1,idle,,13,idle
event_footstepwalkrun2_02_s_59,40066,event_footstepwalkrun2_02_s,Narration,rapi_m,,Locale_MainScenario:event_footstepwalkrun2_02_s_59,False,,10,10,1.0,,,,,,1,idle,,13,idle
event_footstepwalkrun2_02_s_60,40066,event_footstepwalkrun2_02_s,Speech,rapi_m,rapi_m,Locale_MainScenario:event_footstepwalkrun2_02_s_60,True,,10,113,1.0,,,,,,1,idle,,13,idle
event_footstepwalkrun2_02_s_61,40066,event_footstepwalkrun2_02_s,Speech,redhood,redhood,Locale_MainScenario:event_footstepwalkrun2_02_s_61,True,,113,113,1.0,,,,,,1,idle,,13,idle
event_footstepwalkrun2_02_s_62,40066,event_footstepwalkrun2_02_s,Speech,redhood,redhood,Locale_MainScenario:event_footstepwalkrun2_02_s_62,True,,113,113,1.0,,,,,,1,idle,,13,idle
event_footstepwalkrun2_02_s_63,40066,event_footstepwalkrun2_02_s,Speech,redhood,redhood,Locale_MainScenario:event_footstepwalkrun2_02_s_63,True,,113,113,1.0,,,,,,1,idle,,13,idle
event_footstepwalkrun2_02_s_64,40066,event_footstepwalkrun2_02_s,Narration,rapi_m,,Locale_MainScenario:event_footstepwalkrun2_02_s_64,False,,black,black,1.0,,,,,,1,idle,,13,idle
event_footstepwalkrun2_02_s_65,40066,event_footstepwalkrun2_02_s,Narration,rapi_m,,Locale_MainScenario:event_footstepwalkrun2_02_s_65,False,,black,black,1.0,,,,,,1,idle,,13,idle
event_footstepwalkrun2_02_s_66,40066,event_footstepwalkrun2_02_s,Speech,rapi_m,rapi_m,Locale_MainScenario:event_footstepwalkrun2_02_s_66,True,,100,10,1.0,,,,,,1,idle,,13,worry
event_footstepwalkrun2_02_s_67,40066,event_footstepwalkrun2_02_s,Speech,redhood,redhood,Locale_MainScenario:event_footstepwalkrun2_02_s_67,True,,10,113,1.0,,,,,,1,idle,,13,worry
event_footstepwalkrun2_02_s_68,40066,event_footstepwalkrun2_02_s,Speech,rapi_m,rapi_m,Locale_MainScenario:event_footstepwalkrun2_02_s_68,True,,113,113,1.0,,,,,,1,idle,,13,worry
event_footstepwalkrun2_02_s_69,40066,event_footstepwalkrun2_02_s,Speech,redhood,redhood,Locale_MainScenario:event_footstepwalkrun2_02_s_69,True,,113,113,1.0,,,,,,1,idle,,13,idle
event_footstepwalkrun2_02_s_70,40066,event_footstepwalkrun2_02_s,Speech,rapi_m,rapi_m,Locale_MainScenario:event_footstepwalkrun2_02_s_70,True,,113,113,1.0,,,,,,1,idle,,13,idle
event_footstepwalkrun2_02_s_71,40066,event_footstepwalkrun2_02_s,Speech,redhood,redhood,Locale_MainScenario:event_footstepwalkrun2_02_s_71,True,,113,113,1.0,,,,,,1,idle,,13,worry
event_footstepwalkrun2_02_s_72,40066,event_footstepwalkrun2_02_s,Speech,redhood,redhood,Locale_MainScenario:event_footstepwalkrun2_02_s_72,True,,113,113,1.0,,,,,,1,idle,,13,idle
event_footstepwalkrun2_02_s_73,40066,event_footstepwalkrun2_02_s,Speech,rapi_m,rapi_m,Locale_MainScenario:event_footstepwalkrun2_02_s_73,True,,113,113,1.0,,,,,,1,idle,,13,idle
event_footstepwalkrun2_02_s_74,40066,event_footstepwalkrun2_02_s,Speech,redhood,redhood,Locale_MainScenario:event_footstepwalkrun2_02_s_74,True,,113,113,1.0,,,,,,1,idle,,13,idle
event_footstepwalkrun2_02_s_75,40066,event_footstepwalkrun2_02_s,Speech,redhood,redhood,Locale_MainScenario:event_footstepwalkrun2_02_s_75,True,,113,113,1.0,,,,,,1,idle,,13,idle
event_footstepwalkrun2_02_s_76,40066,event_footstepwalkrun2_02_s,Speech,rapi_m,rapi_m,Locale_MainScenario:event_footstepwalkrun2_02_s_76,False,,113,113,1.0,,,,,,1,idle,,13,idle
event_footstepwalkrun2_02_s_77,40066,event_footstepwalkrun2_02_s,Speech,redhood,redhood,Locale_MainScenario:event_footstepwalkrun2_02_s_77,True,,113,113,1.0,,,,,,1,idle,,13,idle
event_footstepwalkrun2_02_s_78,40066,event_footstepwalkrun2_02_s,Speech,rapi_m,rapi_m,Locale_MainScenario:event_footstepwalkrun2_02_s_78,True,,113,113,1.0,,,,,,1,idle,,13,idle
