id,event_id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,play_sound,set_filter_01,set_filter_02,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/0/hide_char_id,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/1/hide_char_id,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,characters/2/hide_char_id
event_unbreakablesphere2_05_e_26,40076,event_unbreakablesphere2_05_e,Speech,mori,mori,Locale_MainScenario:event_unbreakablesphere2_05_e_26,True,,L_100,S_300,1.0,,,,,,1,surprise,,,3,idle,,,,,
event_unbreakablesphere2_05_e_27,40076,event_unbreakablesphere2_05_e,Speech,mori,mori,Locale_MainScenario:event_unbreakablesphere2_05_e_27,True,,S_300,S_300,1.0,,,,,,1,surprise,,,3,idle,,,,,
event_unbreakablesphere2_05_e_28,40076,event_unbreakablesphere2_05_e,Speech,mori,mori,Locale_MainScenario:event_unbreakablesphere2_05_e_28,True,,S_300,S_300,1.0,,,,,,1,surprise,,,3,idle,,,,,
event_unbreakablesphere2_05_e_29,40076,event_unbreakablesphere2_05_e,Speech,mori,mori,Locale_MainScenario:event_unbreakablesphere2_05_e_29,True,,S_300,S_30,1.0,,,,,,1,surprise,,,3,idle,,,,,
event_unbreakablesphere2_05_e_30,40076,event_unbreakablesphere2_05_e,Speech,littlemermaid,littlemermaid,Locale_MainScenario:event_unbreakablesphere2_05_e_30,True,,S_30,31,1.0,,,,,,1,surprise,,,3,idle,,,,,
event_unbreakablesphere2_05_e_31,40076,event_unbreakablesphere2_05_e,Speech,mori,mori,Locale_MainScenario:event_unbreakablesphere2_05_e_31,True,,31,31,1.0,,,,,,1,surprise,,,3,idle,,,,,
event_unbreakablesphere2_05_e_32,40076,event_unbreakablesphere2_05_e,Speech,mori,mori,Locale_MainScenario:event_unbreakablesphere2_05_e_32,True,,31,31,1.0,,,,,,1,surprise,,,3,idle,,,,,
event_unbreakablesphere2_05_e_33,40076,event_unbreakablesphere2_05_e,Speech,littlemermaid,littlemermaid,Locale_MainScenario:event_unbreakablesphere2_05_e_33,True,,31,31,1.0,,,,,,1,surprise,,,3,idle,,,,,
event_unbreakablesphere2_05_e_34,40076,event_unbreakablesphere2_05_e,Speech,mori,mori,Locale_MainScenario:event_unbreakablesphere2_05_e_34,True,,31,31,1.0,,,,,,1,surprise,,,3,idle,,,,,
event_unbreakablesphere2_05_e_35,40076,event_unbreakablesphere2_05_e,Speech,mori,mori,Locale_MainScenario:event_unbreakablesphere2_05_e_35,True,,31,31,1.0,,,,,,1,surprise,,,3,idle,,,,,
event_unbreakablesphere2_05_e_36,40076,event_unbreakablesphere2_05_e,Speech,mori,mori,Locale_MainScenario:event_unbreakablesphere2_05_e_36,True,,31,31,1.0,,,,,,1,surprise,,,3,idle,,,,,
event_unbreakablesphere2_05_e_37,40076,event_unbreakablesphere2_05_e,Speech,littlemermaid,littlemermaid,Locale_MainScenario:event_unbreakablesphere2_05_e_37,False,,31,31,1.0,,,,,,1,surprise,,,3,idle,,,,,
event_unbreakablesphere2_05_e_38,40076,event_unbreakablesphere2_05_e,Narration,littlemermaid,,Locale_MainScenario:event_unbreakablesphere2_05_e_38,False,,black,black,1.0,,,,,,1,surprise,,,3,idle,,,,,
event_unbreakablesphere2_05_e_39,40076,event_unbreakablesphere2_05_e,Narration,littlemermaid,,Locale_MainScenario:event_unbreakablesphere2_05_e_39,False,,black,black,1.0,,sfx_scn_bottle,,,,1,surprise,,,3,idle,,,,,
event_unbreakablesphere2_05_e_40,40076,event_unbreakablesphere2_05_e,Speech,mori,mori,Locale_MainScenario:event_unbreakablesphere2_05_e_40,True,,S_300,S_30,1.0,,,,,,1,idle,,,3,idle,,,,,
event_unbreakablesphere2_05_e_41,40076,event_unbreakablesphere2_05_e,Speech,littlemermaid,littlemermaid,Locale_MainScenario:event_unbreakablesphere2_05_e_41,True,,S_30,31,1.0,,,,,,1,idle,,,3,idle,,,,,
event_unbreakablesphere2_05_e_42,40076,event_unbreakablesphere2_05_e,Speech,mori,mori,Locale_MainScenario:event_unbreakablesphere2_05_e_42,True,,31,31,1.0,,,,,,1,idle,,,3,idle,,,,,
event_unbreakablesphere2_05_e_43,40076,event_unbreakablesphere2_05_e,Speech,littlemermaid,littlemermaid,Locale_MainScenario:event_unbreakablesphere2_05_e_43,True,,31,31,1.0,,,,,,1,idle,,,3,idle,,,,,
event_unbreakablesphere2_05_e_44,40076,event_unbreakablesphere2_05_e,Speech,mori,mori,Locale_MainScenario:event_unbreakablesphere2_05_e_44,True,,31,31,1.0,,,,,,1,idle,,,3,idle,,,,,
event_unbreakablesphere2_05_e_45,40076,event_unbreakablesphere2_05_e,Speech,littlemermaid,littlemermaid,Locale_MainScenario:event_unbreakablesphere2_05_e_45,True,,31,31,1.0,,,,,,1,delight,,,3,idle,,,,,
event_unbreakablesphere2_05_e_46,40076,event_unbreakablesphere2_05_e,Speech,littlemermaid,littlemermaid,Locale_MainScenario:event_unbreakablesphere2_05_e_46,True,,31,31,1.0,,,,,,1,idle,,,3,idle,,,,,
event_unbreakablesphere2_05_e_47,40076,event_unbreakablesphere2_05_e,Narration,littlemermaid,,Locale_MainScenario:event_unbreakablesphere2_05_e_47,False,,31,L_10,1.0,,,,,,1,idle,,,3,idle,,,,,
event_unbreakablesphere2_05_e_48,40076,event_unbreakablesphere2_05_e,Speech,littlemermaid,littlemermaid,Locale_MainScenario:event_unbreakablesphere2_05_e_48,True,,L_10,L_100,1.0,,,,,,1,idle,,,3,idle,,,,,
event_unbreakablesphere2_05_e_49,40076,event_unbreakablesphere2_05_e,Speech,mori,mori,Locale_MainScenario:event_unbreakablesphere2_05_e_49,True,,S_300,S_300,1.0,,,,,,1,idle,,,3,idle,,,,,
event_unbreakablesphere2_05_e_50,40076,event_unbreakablesphere2_05_e,Speech,littlemermaid,littlemermaid,Locale_MainScenario:event_unbreakablesphere2_05_e_50,True,,L_100,L_100,1.0,,,,,,1,idle,,,3,idle,,,,,
event_unbreakablesphere2_05_e_51,40076,event_unbreakablesphere2_05_e,Speech,littlemermaid,littlemermaid,Locale_MainScenario:event_unbreakablesphere2_05_e_51,True,,L_100,L_100,1.0,,,,,,1,idle,,,3,idle,,,,,
event_unbreakablesphere2_05_e_52,40076,event_unbreakablesphere2_05_e,Speech,mori,mori,Locale_MainScenario:event_unbreakablesphere2_05_e_52,True,,S_300,S_300,1.0,,,,,,1,idle,,,3,idle,,,,,
event_unbreakablesphere2_05_e_53,40076,event_unbreakablesphere2_05_e,Speech,mori,mori,Locale_MainScenario:event_unbreakablesphere2_05_e_53,True,,S_300,S_30,0.5,,,,,,1,idle,,,3,angry,,,,,
event_unbreakablesphere2_05_e_54,40076,event_unbreakablesphere2_05_e,Speech,littlemermaid,littlemermaid,Locale_MainScenario:event_unbreakablesphere2_05_e_54,True,,S_30,L_10,1.0,,,,,,1,idle,,,3,angry,,,,,
event_unbreakablesphere2_05_e_55,40076,event_unbreakablesphere2_05_e,Speech,littlemermaid,littlemermaid,Locale_MainScenario:event_unbreakablesphere2_05_e_55,True,,L_10,L_10,1.0,,,,,,1,idle,,,3,angry,,,,,
event_unbreakablesphere2_05_e_56,40076,event_unbreakablesphere2_05_e,Speech,littlemermaid,littlemermaid,Locale_MainScenario:event_unbreakablesphere2_05_e_56,True,,L_10,L_10,1.0,,,,,,1,idle,,,3,angry,,,,,
event_unbreakablesphere2_05_e_57,40076,event_unbreakablesphere2_05_e,Speech,mori,mori,Locale_MainScenario:event_unbreakablesphere2_05_e_57,True,,L_10,31,1.0,,,,,,1,idle,,,3,idle,,,,,
event_unbreakablesphere2_05_e_58,40076,event_unbreakablesphere2_05_e,Speech,littlemermaid,littlemermaid,Locale_MainScenario:event_unbreakablesphere2_05_e_58,True,,31,31,1.0,,,,,,1,idle,,,3,idle,,,,,
event_unbreakablesphere2_05_e_59,40076,event_unbreakablesphere2_05_e,Speech,littlemermaid,littlemermaid,Locale_MainScenario:event_unbreakablesphere2_05_e_59,True,,31,31,1.0,,,,,,1,idle,,,3,idle,,,,,
event_unbreakablesphere2_05_e_60,40076,event_unbreakablesphere2_05_e,Speech,mori,mori,Locale_MainScenario:event_unbreakablesphere2_05_e_60,True,,31,31,1.0,,,,,,1,idle,,,3,angry,,,,,
event_unbreakablesphere2_05_e_61,40076,event_unbreakablesphere2_05_e,Speech,littlemermaid,littlemermaid,Locale_MainScenario:event_unbreakablesphere2_05_e_61,True,,31,31,1.0,,,,,,1,surprise,,,3,angry,,,,,
event_unbreakablesphere2_05_e_62,40076,event_unbreakablesphere2_05_e,Speech,mori,mori,Locale_MainScenario:event_unbreakablesphere2_05_e_62,True,,31,31,1.0,,,,,,1,surprise,,,3,angry,,,,,
event_unbreakablesphere2_05_e_63,40076,event_unbreakablesphere2_05_e,Speech,mori,mori,Locale_MainScenario:event_unbreakablesphere2_05_e_63,True,,31,31,1.0,,,,,,1,surprise,,,3,angry,,,,,
event_unbreakablesphere2_05_e_64,40076,event_unbreakablesphere2_05_e,Speech,littlemermaid,littlemermaid,Locale_MainScenario:event_unbreakablesphere2_05_e_64,True,,31,31,1.0,,,,,,1,surprise,,,3,angry,,,,,
event_unbreakablesphere2_05_e_65,40076,event_unbreakablesphere2_05_e,Speech,mori,mori,Locale_MainScenario:event_unbreakablesphere2_05_e_65,True,,S_30,S_300,0.5,,,,,,1,surprise,,,3,angry,,,,,
event_unbreakablesphere2_05_e_66,40076,event_unbreakablesphere2_05_e,Speech,mori,mori,Locale_MainScenario:event_unbreakablesphere2_05_e_66,True,,S_300,S_300,1.0,,,,,,1,surprise,,,3,angry,,,,,
event_unbreakablesphere2_05_e_67,40076,event_unbreakablesphere2_05_e,Speech,mori,mori,Locale_MainScenario:event_unbreakablesphere2_05_e_67,True,,S_300,S_300,1.0,,,,,,1,surprise,,,3,angry,,,,,
event_unbreakablesphere2_05_e_68,40076,event_unbreakablesphere2_05_e,Speech,mori,mori,Locale_MainScenario:event_unbreakablesphere2_05_e_68,True,,S_300,S_300,1.0,,,,,,1,surprise,,,3,angry,,,,,
event_unbreakablesphere2_05_e_69,40076,event_unbreakablesphere2_05_e,Speech,littlemermaid,littlemermaid,Locale_MainScenario:event_unbreakablesphere2_05_e_69,True,,S_300,S_300,1.0,,,,,,1,surprise,,,3,angry,,,,,
event_unbreakablesphere2_05_e_70,40076,event_unbreakablesphere2_05_e,Speech,mori,mori,Locale_MainScenario:event_unbreakablesphere2_05_e_70,True,,S_300,S_30,1.0,,,,,,1,surprise,,,3,think,,,,,
event_unbreakablesphere2_05_e_71,40076,event_unbreakablesphere2_05_e,Speech,mori,mori,Locale_MainScenario:event_unbreakablesphere2_05_e_71,True,,S_30,S_30,1.0,,,,,,1,surprise,,,3,think,,,,,
event_unbreakablesphere2_05_e_72,40076,event_unbreakablesphere2_05_e,Speech,mori,mori,Locale_MainScenario:event_unbreakablesphere2_05_e_72,True,,S_30,S_30,1.0,,,,,,1,surprise,,,3,think,,,,,
event_unbreakablesphere2_05_e_73,40076,event_unbreakablesphere2_05_e,Speech,mori,mori,Locale_MainScenario:event_unbreakablesphere2_05_e_73,True,,S_30,S_30,1.0,,,,,,1,surprise,,,3,think,,,,,
event_unbreakablesphere2_05_e_74,40076,event_unbreakablesphere2_05_e,Speech,mori,mori,Locale_MainScenario:event_unbreakablesphere2_05_e_74,True,,S_30,S_30,1.0,,,,,,1,surprise,,,3,think,,,,,
event_unbreakablesphere2_05_e_75,40076,event_unbreakablesphere2_05_e,Speech,mori,mori,Locale_MainScenario:event_unbreakablesphere2_05_e_75,True,,S_30,S_30,1.0,,,,,,1,surprise,,,3,think,,,,,
event_unbreakablesphere2_05_e_76,40076,event_unbreakablesphere2_05_e,Speech,mori,mori,Locale_MainScenario:event_unbreakablesphere2_05_e_76,True,,S_30,S_30,1.0,,,,,,1,surprise,,,3,think,,,,,
event_unbreakablesphere2_05_e_77,40076,event_unbreakablesphere2_05_e,Speech,mori,mori,Locale_MainScenario:event_unbreakablesphere2_05_e_77,True,,S_30,S_30,1.0,,,,,,1,surprise,,,3,think,,,,,
event_unbreakablesphere2_05_e_78,40076,event_unbreakablesphere2_05_e,Speech,mori,mori,Locale_MainScenario:event_unbreakablesphere2_05_e_78,True,,S_30,S_30,1.0,,,,,,1,surprise,,,3,angry,,,,,
event_unbreakablesphere2_05_e_79,40076,event_unbreakablesphere2_05_e,Speech,mori,mori,Locale_MainScenario:event_unbreakablesphere2_05_e_79,True,,S_30,S_300,0.5,,,,,,1,surprise,,,3,angry,,,,,
event_unbreakablesphere2_05_e_80,40076,event_unbreakablesphere2_05_e,Narration,mori,,Locale_MainScenario:event_unbreakablesphere2_05_e_80,False,,S_300,S_300,1.0,,,,,,1,surprise,,,3,angry,,,,,
event_unbreakablesphere2_05_e_81,40076,event_unbreakablesphere2_05_e,Speech,mori,mori,Locale_MainScenario:event_unbreakablesphere2_05_e_81,True,,S_300,S_300,1.0,,,,,,1,surprise,,,3,pain,,,,,
event_unbreakablesphere2_05_e_82,40076,event_unbreakablesphere2_05_e,Speech,mori,mori,Locale_MainScenario:event_unbreakablesphere2_05_e_82,True,,S_300,S_300,1.0,,,,,,1,surprise,,,3,pain,,,,,
event_unbreakablesphere2_05_e_83,40076,event_unbreakablesphere2_05_e,Speech,mori,mori,Locale_MainScenario:event_unbreakablesphere2_05_e_83,True,,S_300,S_300,1.0,,,,,,1,surprise,,,3,pain,,,,,
event_unbreakablesphere2_05_e_84,40076,event_unbreakablesphere2_05_e,Speech,mori,mori,Locale_MainScenario:event_unbreakablesphere2_05_e_84,True,,S_300,S_300,1.0,,,,,,1,surprise,,,3,pain,,,,,
event_unbreakablesphere2_05_e_85,40076,event_unbreakablesphere2_05_e,Speech,mori,mori,Locale_MainScenario:event_unbreakablesphere2_05_e_85,True,,S_300,3,1.0,,,,,,1,surprise,,,3,pain,,,,,
event_unbreakablesphere2_05_e_86,40076,event_unbreakablesphere2_05_e,Speech,mori,mori,Locale_MainScenario:event_unbreakablesphere2_05_e_86,True,,3,31,1.0,,,,,,1,surprise,,,3,pain,,,,,
event_unbreakablesphere2_05_e_87,40076,event_unbreakablesphere2_05_e,Speech,mori,mori,Locale_MainScenario:event_unbreakablesphere2_05_e_87,True,,31,31,1.0,,,,,,1,surprise,,,3,pain,,,,,
event_unbreakablesphere2_05_e_88,40076,event_unbreakablesphere2_05_e,Speech,mori,mori,Locale_MainScenario:event_unbreakablesphere2_05_e_88,True,,31,31,1.0,,,,,,1,surprise,,,3,pain,,,,,
event_unbreakablesphere2_05_e_89,40076,event_unbreakablesphere2_05_e,Speech,mori,mori,Locale_MainScenario:event_unbreakablesphere2_05_e_89,True,,31,31,1.0,,,,,,1,surprise,,,3,pain,,,,,
event_unbreakablesphere2_05_e_90,40076,event_unbreakablesphere2_05_e,Speech,mori,mori,Locale_MainScenario:event_unbreakablesphere2_05_e_90,True,,31,31,1.0,,,,,,1,surprise,,,3,pain,,,,,
event_unbreakablesphere2_05_e_91,40076,event_unbreakablesphere2_05_e,Speech,mori,mori,Locale_MainScenario:event_unbreakablesphere2_05_e_91,True,,31,31,1.0,,,,,,1,surprise,,,3,pain,,,,,
event_unbreakablesphere2_05_e_92,40076,event_unbreakablesphere2_05_e,Speech,mori,mori,Locale_MainScenario:event_unbreakablesphere2_05_e_92,True,,31,31,1.0,,,,,,1,surprise,,,3,pain,,,,,
event_unbreakablesphere2_05_e_93,40076,event_unbreakablesphere2_05_e,Speech,littlemermaid,littlemermaid,Locale_MainScenario:event_unbreakablesphere2_05_e_93,True,,31,31,1.0,,,,,,1,surprise,,,3,pain,,,,,
event_unbreakablesphere2_05_e_94,40076,event_unbreakablesphere2_05_e,Speech,mori,mori,Locale_MainScenario:event_unbreakablesphere2_05_e_94,True,,31,3,1.0,,,,,,1,surprise,,,3,pain,,,,,
event_unbreakablesphere2_05_e_95,40076,event_unbreakablesphere2_05_e,Speech,mori,mori,Locale_MainScenario:event_unbreakablesphere2_05_e_95,True,,3,3,1.0,,,,,,1,surprise,,,3,pain,,,,,
event_unbreakablesphere2_05_e_96,40076,event_unbreakablesphere2_05_e,Speech,mori,mori,Locale_MainScenario:event_unbreakablesphere2_05_e_96,True,,3,S_30,1.0,,,,,,1,surprise,,,3,pain,,,,,
event_unbreakablesphere2_05_e_97,40076,event_unbreakablesphere2_05_e,Speech,mori,mori,Locale_MainScenario:event_unbreakablesphere2_05_e_97,True,,S_30,S_30,1.0,,,,,,1,surprise,,,3,pain,,,,,
event_unbreakablesphere2_05_e_98,40076,event_unbreakablesphere2_05_e,Speech,mori,mori,Locale_MainScenario:event_unbreakablesphere2_05_e_98,True,,S_30,S_300,1.0,,,,,,1,surprise,,,3,pain,,,,,
event_unbreakablesphere2_05_e_99,40076,event_unbreakablesphere2_05_e,Speech,littlemermaid,littlemermaid,Locale_MainScenario:event_unbreakablesphere2_05_e_99,True,,L_100,L_100,1.0,,,,,,1,think,,,3,pain,,,,,
event_unbreakablesphere2_05_e_100,40076,event_unbreakablesphere2_05_e,Speech,mori,mori,Locale_MainScenario:event_unbreakablesphere2_05_e_100,True,,L_100,S_300,1.0,,,,,,1,think,,,3,pain,,,,,
event_unbreakablesphere2_05_e_101,40076,event_unbreakablesphere2_05_e,Speech,mori,mori,Locale_MainScenario:event_unbreakablesphere2_05_e_101,True,,S_300,S_300,1.0,,,,,,1,idle,,,3,pain,,,,,
event_unbreakablesphere2_05_e_102,40076,event_unbreakablesphere2_05_e,Speech,mori,mori,Locale_MainScenario:event_unbreakablesphere2_05_e_102,True,,S_300,S_300,0.5,,,,,,1,idle,,,3,pain,,,,,
event_unbreakablesphere2_05_e_103,40076,event_unbreakablesphere2_05_e,Speech,mori,mori,Locale_MainScenario:event_unbreakablesphere2_05_e_103,True,,S_300,S_300,1.0,,,,,,1,idle,,,3,pain,,,,,
event_unbreakablesphere2_05_e_104,40076,event_unbreakablesphere2_05_e,Speech,mori,mori,Locale_MainScenario:event_unbreakablesphere2_05_e_104,True,,S_300,S_30,1.0,,,,,,1,idle,,,3,pain,,,,,
event_unbreakablesphere2_05_e_105,40076,event_unbreakablesphere2_05_e,Speech,mori,mori,Locale_MainScenario:event_unbreakablesphere2_05_e_105,True,,S_30,S_30,1.0,,,,,,1,idle,,,3,pain,,,,,
event_unbreakablesphere2_05_e_106,40076,event_unbreakablesphere2_05_e,Speech,mori,mori,Locale_MainScenario:event_unbreakablesphere2_05_e_106,True,,S_30,S_30,1.0,,,,,,1,idle,,,3,pain,,,,,
event_unbreakablesphere2_05_e_107,40076,event_unbreakablesphere2_05_e,Speech,mori,mori,Locale_MainScenario:event_unbreakablesphere2_05_e_107,True,,S_30,S_30,1.0,,,,,,1,idle,,,3,pain,,,,,
event_unbreakablesphere2_05_e_108,40076,event_unbreakablesphere2_05_e,Speech,mori,mori,Locale_MainScenario:event_unbreakablesphere2_05_e_108,True,,S_30,3,1.0,,,,,,1,idle,,,3,pain,,,,,
event_unbreakablesphere2_05_e_109,40076,event_unbreakablesphere2_05_e,Narration,,,Locale_MainScenario:event_unbreakablesphere2_05_e_109,False,EventScene_unbreakablesphere_08_1,3,1,1.0,,sfx_scn_clothrustle,,,,1,idle,littlemermaid,,3,pain,mori,,,,
event_unbreakablesphere2_05_e_110,40076,event_unbreakablesphere2_05_e,Speech,mori,mori,Locale_MainScenario:event_unbreakablesphere2_05_e_110,True,,1,100,0.5,,,,,,,,,,,,,,,,
event_unbreakablesphere2_05_e_111,40076,event_unbreakablesphere2_05_e,Narration,,,Locale_MainScenario:event_unbreakablesphere2_05_e_111,False,,100,100,1.0,,,,,,,,,,,,,,,,
event_unbreakablesphere2_05_e_112,40076,event_unbreakablesphere2_05_e,Narration,,,Locale_MainScenario:event_unbreakablesphere2_05_e_112,False,,100,100,1.0,,,,,,,,,,,,,,,,
event_unbreakablesphere2_05_e_113,40076,event_unbreakablesphere2_05_e,Narration,,,Locale_MainScenario:event_unbreakablesphere2_05_e_113,False,,100,100,1.0,,,,,,,,,,,,,,,,
event_unbreakablesphere2_05_e_114,40076,event_unbreakablesphere2_05_e,Narration,,,Locale_MainScenario:event_unbreakablesphere2_05_e_114,False,,100,morihand_01,2.0,,,,,,,,,,,,,,,,
event_unbreakablesphere2_05_e_115,40076,event_unbreakablesphere2_05_e,Narration,,,Locale_MainScenario:event_unbreakablesphere2_05_e_115,False,,morihand_01,morihand_01,1.0,,,,,,,,,,,,,,,,
event_unbreakablesphere2_05_e_116,40076,event_unbreakablesphere2_05_e,Narration,,,Locale_MainScenario:event_unbreakablesphere2_05_e_116,False,,morihand_01,morihand_01,1.0,,,,,,,,,,,,,,,,
event_unbreakablesphere2_05_e_117,40076,event_unbreakablesphere2_05_e,Speech,littlemermaid,littlemermaid,Locale_MainScenario:event_unbreakablesphere2_05_e_117,True,,morihand_01,morihand_01,1.0,,,,,,,,,,,,,,,,
event_unbreakablesphere2_05_e_118,40076,event_unbreakablesphere2_05_e,Narration,,,Locale_MainScenario:event_unbreakablesphere2_05_e_118,False,,black,black,1.0,,,,,,,,,,,,,,,,
event_unbreakablesphere2_05_e_119,40076,event_unbreakablesphere2_05_e,Narration,,,Locale_MainScenario:event_unbreakablesphere2_05_e_119,False,SpaceElevator,black,black,1.0,,,,,,,,,,,,,,,,
