id,event_id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_ambient,play_bgm,play_sound,set_camera_shake,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/0/hide_char_id,characters/1/hide_char_id,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,characters/3/show_char_id,characters/3/set_char_position,characters/3/set_char_anim,characters/4/show_char_id,characters/4/set_char_position,characters/4/set_char_anim,characters/5/show_char_id,characters/5/set_char_position,characters/5/set_char_anim,characters/2/hide_char_id,characters/3/hide_char_id,characters/4/hide_char_id,characters/5/hide_char_id
event_oldtales1_06_s_11,40061,event_oldtales1_06_s,Speech,CGofficer,CGofficer,Locale_MainScenario:event_oldtales1_06_s_11,True,,1,1,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
event_oldtales1_06_s_12,40061,event_oldtales1_06_s,Speech,CGsignaller,CGsignaller,Locale_MainScenario:event_oldtales1_06_s_12,True,,1,1,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
event_oldtales1_06_s_13,40061,event_oldtales1_06_s,Speech,CGsignaller,CGsignaller,Locale_MainScenario:event_oldtales1_06_s_13,False,,1,1,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
event_oldtales1_06_s_14,40061,event_oldtales1_06_s,Speech,CGsignaller,CGsignaller,Locale_MainScenario:event_oldtales1_06_s_14,True,,1,1,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
event_oldtales1_06_s_15,40061,event_oldtales1_06_s,Speech,CGofficer,CGofficer,Locale_MainScenario:event_oldtales1_06_s_15,True,,1,1,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
event_oldtales1_06_s_16,40061,event_oldtales1_06_s,Speech,redshoes,redshoes,Locale_MainScenario:event_oldtales1_06_s_16,True,,black,black,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
event_oldtales1_06_s_17,40061,event_oldtales1_06_s,Narration,redshoes,,Locale_MainScenario:event_oldtales1_06_s_17,False,EventScene_oldtales_09,black,black,1.0,,,sfx_scn_heavyjump,,,,,,,,,,,,,,,,,,,,,,,,,
event_oldtales1_06_s_18,40061,event_oldtales1_06_s,Narration,redshoes,,Locale_MainScenario:event_oldtales1_06_s_18,False,,1,1,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
event_oldtales1_06_s_19,40061,event_oldtales1_06_s,Narration,redshoes,,Locale_MainScenario:event_oldtales1_06_s_19,False,,1,1,1.0,,,sfx_scn_lazerfire1,Low_2,,,,,,,,,,,,,,,,,,,,,,,,
event_oldtales1_06_s_20,40061,event_oldtales1_06_s,Narration,redshoes,,Locale_MainScenario:event_oldtales1_06_s_20,False,,1,1,1.0,,,sfx_scn_redshoeslegfire,,,,,,,,,,,,,,,,,,,,,,,,,
event_oldtales1_06_s_21,40061,event_oldtales1_06_s,Narration,redshoes,,Locale_MainScenario:event_oldtales1_06_s_21,False,,1,1,1.0,,,sfx_scn_lazerflyby,,,,,,,,,,,,,,,,,,,,,,,,,
event_oldtales1_06_s_22,40061,event_oldtales1_06_s,Speech,abe,abe,Locale_MainScenario:event_oldtales1_06_s_22,True,,1,100,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
event_oldtales1_06_s_23,40061,event_oldtales1_06_s,Speech,abe,abe,Locale_MainScenario:event_oldtales1_06_s_23,True,,100,100,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
event_oldtales1_06_s_24,40061,event_oldtales1_06_s,Speech,abe,abe,Locale_MainScenario:event_oldtales1_06_s_24,True,,100,100,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
event_oldtales1_06_s_25,40061,event_oldtales1_06_s,Narration,anarchyorr,,Locale_MainScenario:event_oldtales1_06_s_25,False,,100,1,1.0,,,sfx_scn_redshoeskick,Low_2,,,,,,,,,,,,,,,,,,,,,,,,
event_oldtales1_06_s_26,40061,event_oldtales1_06_s,Narration,anarchyorr,,Locale_MainScenario:event_oldtales1_06_s_26,False,,1,1,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
event_oldtales1_06_s_27,40061,event_oldtales1_06_s,Narration,anarchyorr,,Locale_MainScenario:event_oldtales1_06_s_27,False,,1,1,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
event_oldtales1_06_s_28,40061,event_oldtales1_06_s,Speech,anarchyorr,anarchyorr,Locale_MainScenario:event_oldtales1_06_s_28,False,,1,1,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
event_oldtales1_06_s_29,40061,event_oldtales1_06_s,Speech,redshoes,redshoes,Locale_MainScenario:event_oldtales1_06_s_29,True,,1,1,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
event_oldtales1_06_s_30,40061,event_oldtales1_06_s,Speech,littlemermaid,littlemermaid,Locale_MainScenario:event_oldtales1_06_s_30,True,EventScene_oldtales_10,1,1,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
event_oldtales1_06_s_31,40061,event_oldtales1_06_s,Narration,littlemermaid,,Locale_MainScenario:event_oldtales1_06_s_31,False,,1,1,1.0,,,sfx_scn_mermaidmatter,,,,,,,,,,,,,,,,,,,,,,,,,
event_oldtales1_06_s_32,40061,event_oldtales1_06_s,Narration,littlemermaid,,Locale_MainScenario:event_oldtales1_06_s_32,False,,1,1,1.0,,,sfx_scn_mermaidshot,,,,,,,,,,,,,,,,,,,,,,,,,
event_oldtales1_06_s_33,40061,event_oldtales1_06_s,Speech,abe,abe,Locale_MainScenario:event_oldtales1_06_s_33,True,,1,1,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
event_oldtales1_06_s_34,40061,event_oldtales1_06_s,Speech,abe,abe,Locale_MainScenario:event_oldtales1_06_s_34,True,,1,1,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
event_oldtales1_06_s_35,40061,event_oldtales1_06_s,Narration,anarchyorr,,Locale_MainScenario:event_oldtales1_06_s_35,False,Desert_02,7,7,1.0,,,sfx_scn_mermaidhit,,anarchyorr,7,idle,abe,1,worry,,,,,,,,,,,,,,,,,,
event_oldtales1_06_s_36,40061,event_oldtales1_06_s,Narration,anarchyorr,,Locale_MainScenario:event_oldtales1_06_s_36,False,,7,7,1.0,,,,,,7,idle,,1,worry,,,,,,,,,,,,,,,,,,
event_oldtales1_06_s_37,40061,event_oldtales1_06_s,Narration,anarchyorr,,Locale_MainScenario:event_oldtales1_06_s_37,False,,7,7,1.0,,,sfx_scn_shieldready,,,7,"expression_0,idle_alt",,1,worry,,,,,,,,,,,,,,,,,,
event_oldtales1_06_s_38,40061,event_oldtales1_06_s,Speech,abe,abe,Locale_MainScenario:event_oldtales1_06_s_38,True,,10,10,1.0,,,,,,7,idle_alt,,1,worry,,,,,,,,,,,,,,,,,,
event_oldtales1_06_s_39,40061,event_oldtales1_06_s,Narration,,,Locale_MainScenario:event_oldtales1_06_s_39,False,EventScene_oldtales_21,10,ce_003_03_01,1.0,,,,,,7,idle_alt,,1,worry,anarchyorr,abe,,,,,,,,,,,,,,,,
event_oldtales1_06_s_40,40061,event_oldtales1_06_s,Speech,littlemermaid,littlemermaid,Locale_MainScenario:event_oldtales1_06_s_40,True,,ce_003_03_01,ce_003_03_01,1.0,,,sfx_scn_talkspellon,,,,,,,,,,,,,,,,,,,,,,,,,
event_oldtales1_06_s_41,40061,event_oldtales1_06_s,Speech,anarchyorr,anarchyorr,Locale_MainScenario:event_oldtales1_06_s_41,False,,ce_003_03_01,ce_003_03_01,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
event_oldtales1_06_s_42,40061,event_oldtales1_06_s,Narration,anarchyorr,,Locale_MainScenario:event_oldtales1_06_s_42,False,Desert_02,black,black,1.0,,,sfx_scn_heavydown,,anarchyorr,7,idle_alt,abe,1,worry,,,,,,,,,,,,,,,,,,
event_oldtales1_06_s_43,40061,event_oldtales1_06_s,Narration,anarchyorr,,Locale_MainScenario:event_oldtales1_06_s_43,False,,S_70,S_70,1.0,,,,,,7,idle_alt,,1,worry,,,,,,,,,,,,,,,,,,
event_oldtales1_06_s_44,40061,event_oldtales1_06_s,Speech,abe,abe,Locale_MainScenario:event_oldtales1_06_s_44,True,,10,10,1.0,,,,,,7,idle_alt,,1,worry,,,,,,,,,,,,,,,,,,
event_oldtales1_06_s_45,40061,event_oldtales1_06_s,Speech,abe,abe,Locale_MainScenario:event_oldtales1_06_s_45,True,,10,10,1.0,,,,,,7,idle_alt,,1,worry,,,,,,,,,,,,,,,,,,
event_oldtales1_06_s_46,40061,event_oldtales1_06_s,Speech,gretel,gretel,Locale_MainScenario:event_oldtales1_06_s_46,True,EventScene_oldtales_11_1,10,1,1.0,,,,,,7,idle_alt,,1,worry,anarchyorr,abe,,,,,,,,,,,,,,,,
event_oldtales1_06_s_47,40061,event_oldtales1_06_s,Speech,hansel,hansel,Locale_MainScenario:event_oldtales1_06_s_47,True,,1,1,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
event_oldtales1_06_s_48,40061,event_oldtales1_06_s,Speech,gretel,gretel,Locale_MainScenario:event_oldtales1_06_s_48,True,,1,1,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
event_oldtales1_06_s_49,40061,event_oldtales1_06_s,Speech,hansel,hansel,Locale_MainScenario:event_oldtales1_06_s_49,True,,1,1,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
event_oldtales1_06_s_50,40061,event_oldtales1_06_s,Narration,,,Locale_MainScenario:event_oldtales1_06_s_50,False,EventScene_oldtales_11_2,1,1,1.0,,,sfx_scn_glassmachine,,,,,,,,,,,,,,,,,,,,,,,,,
event_oldtales1_06_s_51,40061,event_oldtales1_06_s,Narration,,,Locale_MainScenario:event_oldtales1_06_s_51,False,,1,1,1.0,,,sfx_scn_glassmachinebubble,,,,,,,,,,,,,,,,,,,,,,,,,
event_oldtales1_06_s_52,40061,event_oldtales1_06_s,Speech,abe,abe,Locale_MainScenario:event_oldtales1_06_s_52,True,,1,1,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
event_oldtales1_06_s_53,40061,event_oldtales1_06_s,Speech,abe,abe,Locale_MainScenario:event_oldtales1_06_s_53,True,,1,1,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
event_oldtales1_06_s_54,40061,event_oldtales1_06_s,Speech,abe,abe,Locale_MainScenario:event_oldtales1_06_s_54,True,,1,1,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
event_oldtales1_06_s_55,40061,event_oldtales1_06_s,Narration,,,Locale_MainScenario:event_oldtales1_06_s_55,False,EventScene_oldtales_11_3,1,1,1.0,ambient_scn_fire,,sfx_scn_firebreath,Low_2,,,,,,,,,,,,,,,,,,,,,,,,
event_oldtales1_06_s_56,40061,event_oldtales1_06_s,Narration,,,Locale_MainScenario:event_oldtales1_06_s_56,False,,1,1,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
event_oldtales1_06_s_57,40061,event_oldtales1_06_s,Narration,,,Locale_MainScenario:event_oldtales1_06_s_57,False,,1,1,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
event_oldtales1_06_s_58,40061,event_oldtales1_06_s,Speech,redshoes,redshoes,Locale_MainScenario:event_oldtales1_06_s_58,True,,1,1,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
event_oldtales1_06_s_59,40061,event_oldtales1_06_s,Speech,littlemermaid,littlemermaid,Locale_MainScenario:event_oldtales1_06_s_59,True,,1,1,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
event_oldtales1_06_s_60,40061,event_oldtales1_06_s,Speech,hansel,hansel,Locale_MainScenario:event_oldtales1_06_s_60,True,,1,1,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
event_oldtales1_06_s_61,40061,event_oldtales1_06_s,Speech,abe,abe,Locale_MainScenario:event_oldtales1_06_s_61,True,,1,1,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
event_oldtales1_06_s_62,40061,event_oldtales1_06_s,Narration,anarchyorr,,Locale_MainScenario:event_oldtales1_06_s_62,False,Desert_02,S_70,S_70,1.0,none,,,,anarchyorr,7,idle_alt,abe,1,worry,,,redshoes,13,smile,hansel,15,no,gretel,17,idle,littlemermaid,19,surprise,,,,
event_oldtales1_06_s_63,40061,event_oldtales1_06_s,Narration,anarchyorr,,Locale_MainScenario:event_oldtales1_06_s_63,False,,S_70,7,1.0,,,,,,7,idle_alt,,1,worry,,,,13,smile,,15,no,,17,idle,,19,surprise,,,,
event_oldtales1_06_s_64,40061,event_oldtales1_06_s,Speech,abe,abe,Locale_MainScenario:event_oldtales1_06_s_64,True,,10,10,1.0,,,,,,7,idle_alt,,1,worry,,,,13,smile,,15,no,,17,idle,,19,surprise,,,,
event_oldtales1_06_s_65,40061,event_oldtales1_06_s,Speech,abe,abe,Locale_MainScenario:event_oldtales1_06_s_65,True,,10,10,1.0,,,,,,7,idle_alt,,1,worry,,,,13,smile,,15,no,,17,idle,,19,surprise,,,,
event_oldtales1_06_s_66,40061,event_oldtales1_06_s,Speech,abe,abe,Locale_MainScenario:event_oldtales1_06_s_66,True,,10,10,1.0,,,,,,7,idle_alt,,1,worry,,,,13,smile,,15,no,,17,idle,,19,surprise,,,,
event_oldtales1_06_s_67,40061,event_oldtales1_06_s,Speech,abe,abe,Locale_MainScenario:event_oldtales1_06_s_67,True,,10,10,1.0,,,,,,7,idle_alt,,1,worry,,,,13,smile,,15,no,,17,idle,,19,surprise,,,,
event_oldtales1_06_s_68,40061,event_oldtales1_06_s,Narration,anarchyorr,,Locale_MainScenario:event_oldtales1_06_s_68,False,,7,7,1.0,,,sfx_scn_heelfootstep,,,7,idle_alt,,1,worry,,,,13,smile,,15,no,,17,idle,,19,surprise,,,,
event_oldtales1_06_s_69,40061,event_oldtales1_06_s,Speech,abe,abe,Locale_MainScenario:event_oldtales1_06_s_69,True,,10,10,1.0,,,,,,7,idle_alt,,1,worry,,,,13,smile,,15,no,,17,idle,,19,surprise,,,,
event_oldtales1_06_s_70,40061,event_oldtales1_06_s,Speech,hansel,hansel,Locale_MainScenario:event_oldtales1_06_s_70,True,,16,16,1.0,,,,,,7,idle_alt,,1,worry,,,,13,smile,,15,void,,17,idle,,19,surprise,,,,
event_oldtales1_06_s_71,40061,event_oldtales1_06_s,Speech,redshoes,redshoes,Locale_MainScenario:event_oldtales1_06_s_71,True,,130,130,1.0,,,,,,7,idle_alt,,1,worry,,,,13,smile,,15,void,,17,idle,,19,surprise,,,,
event_oldtales1_06_s_72,40061,event_oldtales1_06_s,Speech,redshoes,redshoes,Locale_MainScenario:event_oldtales1_06_s_72,True,,130,130,1.0,,,,,,7,idle_alt,,1,worry,,,,13,smile,,15,void,,17,idle,,19,surprise,,,,
event_oldtales1_06_s_73,40061,event_oldtales1_06_s,Speech,littlemermaid,littlemermaid,Locale_MainScenario:event_oldtales1_06_s_73,True,,L_190,L_190,1.0,,,,,,7,idle_alt,,1,worry,,,,13,smile,,15,void,,17,idle,,19,surprise,,,,
event_oldtales1_06_s_74,40061,event_oldtales1_06_s,Speech,hansel,hansel,Locale_MainScenario:event_oldtales1_06_s_74,True,,16,16,1.0,,,,,,7,idle_alt,,1,worry,,,,13,smile,,15,void,,17,idle,,19,surprise,,,,
event_oldtales1_06_s_75,40061,event_oldtales1_06_s,Speech,abe,abe,Locale_MainScenario:event_oldtales1_06_s_75,True,,10,10,1.0,,,,,,7,idle_alt,,1,worry,,,,13,smile,,15,void,,17,idle,,19,surprise,,,,
event_oldtales1_06_s_76,40061,event_oldtales1_06_s,Speech,abe,abe,Locale_MainScenario:event_oldtales1_06_s_76,True,,10,10,1.0,,,,,,7,idle_alt,,1,worry,,,,13,smile,,15,void,,17,idle,,19,surprise,,,,
event_oldtales1_06_s_77,40061,event_oldtales1_06_s,Speech,redshoes,redshoes,Locale_MainScenario:event_oldtales1_06_s_77,True,,10,12,1.0,,,,,,7,idle_alt,,1,worry,,,,13,surprise,,15,void,,17,idle,,19,surprise,,,,
event_oldtales1_06_s_78,40061,event_oldtales1_06_s,Speech,abe,abe,Locale_MainScenario:event_oldtales1_06_s_78,True,,12,12,1.0,,,,,,7,idle_alt,,1,idle,,,,13,surprise,,15,void,,17,idle,,19,surprise,,,,
event_oldtales1_06_s_79,40061,event_oldtales1_06_s,Speech,abe,abe,Locale_MainScenario:event_oldtales1_06_s_79,True,,12,12,1.0,,,,,,7,idle_alt,,1,idle,,,,13,surprise,,15,void,,17,idle,,19,surprise,,,,
event_oldtales1_06_s_80,40061,event_oldtales1_06_s,Speech,abe,abe,Locale_MainScenario:event_oldtales1_06_s_80,True,,12,12,1.0,,,,,,7,idle_alt,,1,idle,,,,13,surprise,,15,void,,17,idle,,19,surprise,,,,
event_oldtales1_06_s_81,40061,event_oldtales1_06_s,Speech,redshoes,redshoes,Locale_MainScenario:event_oldtales1_06_s_81,True,,12,12,1.0,,,,,,7,idle_alt,,1,idle,,,,13,surprise,,15,void,,17,idle,,19,surprise,,,,
event_oldtales1_06_s_82,40061,event_oldtales1_06_s,Speech,abe,abe,Locale_MainScenario:event_oldtales1_06_s_82,True,,12,10,0.7,,,,,,7,idle_alt,,1,surprise,,,,13,surprise,,15,void,,17,idle,,19,surprise,,,,
event_oldtales1_06_s_83,40061,event_oldtales1_06_s,Narration,anarchyorr,,Locale_MainScenario:event_oldtales1_06_s_83,False,,10,7,1.0,,,,,,7,idle_alt,,1,surprise,,,,13,surprise,,15,void,,17,idle,,19,surprise,,,,
event_oldtales1_06_s_84,40061,event_oldtales1_06_s,Narration,anarchyorr,,Locale_MainScenario:event_oldtales1_06_s_84,False,,7,7,1.0,,,sfx_scn_soldierstep,,,7,idle_alt,,1,surprise,,,,13,surprise,,15,void,,17,idle,,19,surprise,,,,
event_oldtales1_06_s_85,40061,event_oldtales1_06_s,Speech,abe,abe,Locale_MainScenario:event_oldtales1_06_s_85,True,,10,100,1.0,,,,Low_2,,7,idle_alt,,1,rage,,,,13,surprise,,15,void,,17,idle,,19,surprise,,,,
event_oldtales1_06_s_86,40061,event_oldtales1_06_s,Speech,redshoes,redshoes,Locale_MainScenario:event_oldtales1_06_s_86,True,,130,130,1.0,,,,,,7,idle_alt,,1,rage,,,,13,surprise,,15,void,,17,idle,,19,surprise,,,,
event_oldtales1_06_s_87,40061,event_oldtales1_06_s,Speech,abe,abe,Locale_MainScenario:event_oldtales1_06_s_87,True,,100,100,1.0,,,,,,7,idle_alt,,1,rage,,,,13,surprise,,15,void,,17,idle,,19,surprise,,,,
event_oldtales1_06_s_88,40061,event_oldtales1_06_s,Narration,,,Locale_MainScenario:event_oldtales1_06_s_88,False,EventScene_redash_09_1,100,ce_003_03_01,1.0,,,sfx_scn_heavyjump,,,7,idle_alt,,1,rage,anarchyorr,abe,,13,surprise,,15,void,,17,idle,,19,surprise,redshoes,hansel,gretel,littlemermaid
event_oldtales1_06_s_89,40061,event_oldtales1_06_s,Narration,,,Locale_MainScenario:event_oldtales1_06_s_89,False,,ce_003_03_01,ce_003_03_01,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
event_oldtales1_06_s_90,40061,event_oldtales1_06_s,Speech,abe,abe,Locale_MainScenario:event_oldtales1_06_s_90,True,,ce_003_03_01,ce_003_03_01,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
event_oldtales1_06_s_91,40061,event_oldtales1_06_s,Speech,abe,abe,Locale_MainScenario:event_oldtales1_06_s_91,True,,ce_003_03_01,ce_003_03_01,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
event_oldtales1_06_s_92,40061,event_oldtales1_06_s,Speech,redshoes,redshoes,Locale_MainScenario:event_oldtales1_06_s_92,True,,ce_003_03_01,ce_003_03_01,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
event_oldtales1_06_s_93,40061,event_oldtales1_06_s,Speech,abe,abe,Locale_MainScenario:event_oldtales1_06_s_93,True,,ce_003_03_01,ce_003_03_01,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
