id,event_id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,jump_target,is_exit_scenario,fade,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim
snowfall_episode_blanc_05_53,80903,snowfall_episode_blanc_05,Speech,blanc_c,blanc_c,Locale_SubScenario:snowfall_episode_blanc_05_53,True,,1,delight,,12,12,1.0,,,,,,13,idle
snowfall_episode_blanc_05_54,80903,snowfall_episode_blanc_05,Self,,,Locale_SubScenario:snowfall_episode_blanc_05_54,False,,1,delight,,12,12,1.0,,,,,,13,idle
snowfall_episode_blanc_05_55,80903,snowfall_episode_blanc_05,Speech,blanc_c,blanc_c,Locale_SubScenario:snowfall_episode_blanc_05_55,True,,1,idle,,12,L_10,1.0,,,,,,13,idle
snowfall_episode_blanc_05_56,80903,snowfall_episode_blanc_05,Speech,blanc_c,blanc_c,Locale_SubScenario:snowfall_episode_blanc_05_56,True,,1,idle,,L_10,L_10,1.0,,,,,,13,idle
snowfall_episode_blanc_05_57,80903,snowfall_episode_blanc_05,Speech,blanc_c,blanc_c,Locale_SubScenario:snowfall_episode_blanc_05_57,True,,1,idle,,L_10,L_10,1.0,,,,,,13,idle
snowfall_episode_blanc_05_58,80903,snowfall_episode_blanc_05,Speech,blanc_c,blanc_c,Locale_SubScenario:snowfall_episode_blanc_05_58,True,,1,idle,,L_10,L_10,1.0,,,,,,13,idle
snowfall_episode_blanc_05_59,80903,snowfall_episode_blanc_05,Speech,blanc_c,blanc_c,Locale_SubScenario:snowfall_episode_blanc_05_59,True,,1,think,,L_10,L_10,1.0,,,,,,13,idle
snowfall_episode_blanc_05_60,80903,snowfall_episode_blanc_05,Speech,blanc_c,blanc_c,Locale_SubScenario:snowfall_episode_blanc_05_60,True,,1,think,,L_10,L_10,1.0,,,,,,13,idle
snowfall_episode_blanc_05_61,80903,snowfall_episode_blanc_05,Speech,blanc_c,blanc_c,Locale_SubScenario:snowfall_episode_blanc_05_61,True,,1,idle,,L_10,12,1.0,,,,,,13,idle
snowfall_episode_blanc_05_62,80903,snowfall_episode_blanc_05,Speech,lumi_01,lumi_01,Locale_SubScenario:snowfall_episode_blanc_05_62,True,,1,idle,,12,12,1.0,,,,,,13,idle
snowfall_episode_blanc_05_63,80903,snowfall_episode_blanc_05,Speech,blanc_c,blanc_c,Locale_SubScenario:snowfall_episode_blanc_05_63,True,,1,idle,,12,12,1.0,,,,,,13,idle
snowfall_episode_blanc_05_64,80903,snowfall_episode_blanc_05,Speech,lumi_01,lumi_01,Locale_SubScenario:snowfall_episode_blanc_05_64,True,,1,idle,,12,12,1.0,,,,,,13,idle
snowfall_episode_blanc_05_65,80903,snowfall_episode_blanc_05,Speech,blanc_c,blanc_c,Locale_SubScenario:snowfall_episode_blanc_05_65,True,,1,idle,,12,12,1.0,,,,,,13,idle
snowfall_episode_blanc_05_66,80903,snowfall_episode_blanc_05,Speech,blanc_c,blanc_c,Locale_SubScenario:snowfall_episode_blanc_05_66,True,,1,idle,,12,12,1.0,,,,,,13,idle
snowfall_episode_blanc_05_67,80903,snowfall_episode_blanc_05,Speech,blanc_c,blanc_c,Locale_SubScenario:snowfall_episode_blanc_05_67,True,,1,idle,,12,12,1.0,,,,,,13,idle
snowfall_episode_blanc_05_68,80903,snowfall_episode_blanc_05,Speech,lumi_01,lumi_01,Locale_SubScenario:snowfall_episode_blanc_05_68,True,,1,idle,,12,12,1.0,,,,,,13,idle
snowfall_episode_blanc_05_69,80903,snowfall_episode_blanc_05,Speech,blanc_c,blanc_c,Locale_SubScenario:snowfall_episode_blanc_05_69,True,,1,delight,,12,12,1.0,,,,,,13,idle
snowfall_episode_blanc_05_70,80903,snowfall_episode_blanc_05,Speech,blanc_c,blanc_c,Locale_SubScenario:snowfall_episode_blanc_05_70,True,,1,delight,,12,12,1.0,,,,,,13,idle
snowfall_episode_blanc_05_71,80903,snowfall_episode_blanc_05,Speech,blanc_c,blanc_c,Locale_SubScenario:snowfall_episode_blanc_05_71,True,,1,delight,,12,12,1.0,,,,,,13,idle
snowfall_episode_blanc_05_72,80903,snowfall_episode_blanc_05,Speech,lumi_01,lumi_01,Locale_SubScenario:snowfall_episode_blanc_05_72,False,,1,delight,,12,12,1.0,,,,,,13,idle
snowfall_episode_blanc_05_73,80903,snowfall_episode_blanc_05,Speech,lumi_01,lumi_01,Locale_SubScenario:snowfall_episode_blanc_05_73,True,,1,delight,,12,12,1.0,,,,,,13,idle
snowfall_episode_blanc_05_74,80903,snowfall_episode_blanc_05,Speech,blanc_c,blanc_c,Locale_SubScenario:snowfall_episode_blanc_05_74,True,,1,idle,,12,12,1.0,,,,,,13,idle
snowfall_episode_blanc_05_75,80903,snowfall_episode_blanc_05,Speech,blanc_c,blanc_c,Locale_SubScenario:snowfall_episode_blanc_05_75,True,,1,idle,,12,12,1.0,,,,,,13,idle
snowfall_episode_blanc_05_76,80903,snowfall_episode_blanc_05,Speech,lumi_01,lumi_01,Locale_SubScenario:snowfall_episode_blanc_05_76,True,,1,idle,,12,130,1.0,,,,,,13,idle
snowfall_episode_blanc_05_77,80903,snowfall_episode_blanc_05,Monologue,,,Locale_SubScenario:snowfall_episode_blanc_05_77,False,,1,idle,,130,130,1.0,,,,,,13,idle
snowfall_episode_blanc_05_78,80903,snowfall_episode_blanc_05,Monologue,,,Locale_SubScenario:snowfall_episode_blanc_05_78,False,,1,idle,,130,130,1.0,,,,,,13,idle
snowfall_episode_blanc_05_79,80903,snowfall_episode_blanc_05,Speech,blanc_c,blanc_c,Locale_SubScenario:snowfall_episode_blanc_05_79,True,,1,think,,130,12,1.0,,,,,,13,idle
snowfall_episode_blanc_05_80,80903,snowfall_episode_blanc_05,Speech,lumi_01,lumi_01,Locale_SubScenario:snowfall_episode_blanc_05_80,True,,1,think,,12,12,1.0,,,,,,13,idle
snowfall_episode_blanc_05_81,80903,snowfall_episode_blanc_05,Speech,blanc_c,blanc_c,Locale_SubScenario:snowfall_episode_blanc_05_81,True,,1,think,,12,12,1.0,,,,,,13,idle
snowfall_episode_blanc_05_82,80903,snowfall_episode_blanc_05,Self,,,Locale_SubScenario:snowfall_episode_blanc_05_82,False,,1,think,,12,12,1.0,,,,,,13,idle
snowfall_episode_blanc_05_83,80903,snowfall_episode_blanc_05,Self,,,Locale_SubScenario:snowfall_episode_blanc_05_83,False,,1,think,,12,12,1.0,,,,,,13,idle
snowfall_episode_blanc_05_84,80903,snowfall_episode_blanc_05,Speech,lumi_01,lumi_01,Locale_SubScenario:snowfall_episode_blanc_05_84,False,,1,think,,12,12,1.0,,,,,,13,idle
snowfall_episode_blanc_05_85,80903,snowfall_episode_blanc_05,Speech,blanc_c,blanc_c,Locale_SubScenario:snowfall_episode_blanc_05_85,True,,1,think,,12,12,1.0,,,,,,13,idle
snowfall_episode_blanc_05_86,80903,snowfall_episode_blanc_05,Speech,blanc_c,blanc_c,Locale_SubScenario:snowfall_episode_blanc_05_86,True,,1,think,,12,12,1.0,,,,,,13,idle
snowfall_episode_blanc_05_87,80903,snowfall_episode_blanc_05,Speech,blanc_c,blanc_c,Locale_SubScenario:snowfall_episode_blanc_05_87,True,,1,think,,12,12,1.0,,,,,,13,idle
snowfall_episode_blanc_05_88,80903,snowfall_episode_blanc_05,Speech,lumi_01,lumi_01,Locale_SubScenario:snowfall_episode_blanc_05_88,True,,1,think,,12,12,1.0,,,,,,13,idle
snowfall_episode_blanc_05_89,80903,snowfall_episode_blanc_05,Speech,blanc_c,blanc_c,Locale_SubScenario:snowfall_episode_blanc_05_89,False,,1,think,,12,L_10,1.0,,,,,,13,idle
snowfall_episode_blanc_05_90,80903,snowfall_episode_blanc_05,Speech,blanc_c,blanc_c,Locale_SubScenario:snowfall_episode_blanc_05_90,True,,1,think,,L_10,L_10,1.0,,,,,,13,idle
snowfall_episode_blanc_05_91,80903,snowfall_episode_blanc_05,Speech,blanc_c,blanc_c,Locale_SubScenario:snowfall_episode_blanc_05_91,True,,1,think,,L_10,L_10,1.0,,,,,,13,idle
snowfall_episode_blanc_05_92,80903,snowfall_episode_blanc_05,Self,,,Locale_SubScenario:snowfall_episode_blanc_05_92,False,,1,think,,L_10,L_10,1.0,,,,,,13,idle
snowfall_episode_blanc_05_93,80903,snowfall_episode_blanc_05,Speech,blanc_c,blanc_c,Locale_SubScenario:snowfall_episode_blanc_05_93,True,,1,think,,L_10,L_10,1.0,,,,,,13,idle
snowfall_episode_blanc_05_94,80903,snowfall_episode_blanc_05,Self,,,Locale_SubScenario:snowfall_episode_blanc_05_94,False,,1,think,,L_10,L_10,1.0,,,,,,13,idle
snowfall_episode_blanc_05_95,80903,snowfall_episode_blanc_05,Monologue,,,Locale_SubScenario:snowfall_episode_blanc_05_95,False,,1,think,,L_10,130,1.0,,,,,,13,idle
snowfall_episode_blanc_05_96,80903,snowfall_episode_blanc_05,Monologue,,,Locale_SubScenario:snowfall_episode_blanc_05_96,False,,1,think,,130,130,1.0,,,,,,13,idle
snowfall_episode_blanc_05_97,80903,snowfall_episode_blanc_05,Monologue,,,Locale_SubScenario:snowfall_episode_blanc_05_97,False,,1,think,,130,130,1.0,,,,,,13,idle
snowfall_episode_blanc_05_98,80903,snowfall_episode_blanc_05,Speech,blanc_c,blanc_c,Locale_SubScenario:snowfall_episode_blanc_05_98,True,,1,think,,130,L_10,1.0,,,,,,13,idle
snowfall_episode_blanc_05_99,80903,snowfall_episode_blanc_05,Speech,blanc_c,blanc_c,Locale_SubScenario:snowfall_episode_blanc_05_99,False,,1,think,,L_10,L_10,1.0,,,,,,13,idle
snowfall_episode_blanc_05_100,80903,snowfall_episode_blanc_05,Speech,blanc_c,blanc_c,Locale_SubScenario:snowfall_episode_blanc_05_100,True,,1,think,,L_10,L_10,1.0,,,,,,13,idle
snowfall_episode_blanc_05_101,80903,snowfall_episode_blanc_05,Speech,blanc_c,blanc_c,Locale_SubScenario:snowfall_episode_blanc_05_101,True,,1,think,,L_10,L_10,1.0,,,,,,13,idle
snowfall_episode_blanc_05_102,80903,snowfall_episode_blanc_05,Speech,blanc_c,blanc_c,Locale_SubScenario:snowfall_episode_blanc_05_102,True,,1,think,,L_10,L_10,1.0,,,,,,13,idle
snowfall_episode_blanc_05_103,80903,snowfall_episode_blanc_05,Speech,blanc_c,blanc_c,Locale_SubScenario:snowfall_episode_blanc_05_103,True,,1,think,,L_10,L_10,1.0,,,,,,13,idle
snowfall_episode_blanc_05_104,80903,snowfall_episode_blanc_05,Speech,blanc_c,blanc_c,Locale_SubScenario:snowfall_episode_blanc_05_104,True,,1,think,,L_10,L_10,1.0,,,,,,13,idle
snowfall_episode_blanc_05_105,80903,snowfall_episode_blanc_05,Self,,,Locale_SubScenario:snowfall_episode_blanc_05_105,False,,1,think,,L_10,L_10,1.0,,,,,,13,idle
snowfall_episode_blanc_05_106,80903,snowfall_episode_blanc_05,Monologue,,,Locale_SubScenario:snowfall_episode_blanc_05_106,False,,1,think,,black,black,1.0,,,,,,13,idle
snowfall_episode_blanc_05_107,80903,snowfall_episode_blanc_05,Monologue,,,Locale_SubScenario:snowfall_episode_blanc_05_107,False,,1,think,,black,black,1.0,,,,,,13,idle
