id,event_id,group_id,speech_window,scenario_localkey,play_lipSync,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,highlight,speaker,play_sound,characters/0/hide_char_id,set_camera_shake,set_filter_01,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,fade,characters/1/hide_char_id,characters/2/hide_char_id,set_filter_02,characters/3/show_char_id,characters/3/set_char_position,characters/3/set_char_anim,characters/3/hide_char_id
event_unbreakablesphere2_intermission_01_19,40076,event_unbreakablesphere2_intermission_01,Speech,Locale_MainScenario:event_unbreakablesphere2_intermission_01_19,True,,,,,1,1,1.0,,littlemermaid,littlemermaid,,,,,,,,,,,,,,,,,,
event_unbreakablesphere2_intermission_01_20,40076,event_unbreakablesphere2_intermission_01,Speech,Locale_MainScenario:event_unbreakablesphere2_intermission_01_20,True,littlemermaid,1,rage,TreeOfWater_r,black,black,1.0,,littlemermaid,littlemermaid,,,Low_2,,,,,,,,,,,,,,,
event_unbreakablesphere2_intermission_01_21,40076,event_unbreakablesphere2_intermission_01,Narration,Locale_MainScenario:event_unbreakablesphere2_intermission_01_21,False,,1,rage,,1,1,1.0,,littlemermaid,,,,,,,,,,,,,,,,,,,
event_unbreakablesphere2_intermission_01_22,40076,event_unbreakablesphere2_intermission_01,Narration,Locale_MainScenario:event_unbreakablesphere2_intermission_01_22,False,,1,rage,,1,1,1.0,,littlemermaid,,,,,,,,,,,,,,,,,,,
event_unbreakablesphere2_intermission_01_23,40076,event_unbreakablesphere2_intermission_01,Speech,Locale_MainScenario:event_unbreakablesphere2_intermission_01_23,True,,1,rage,,1,1,1.0,,littlemermaid,littlemermaid,,,,,,,,,,,,,,,,,,
event_unbreakablesphere2_intermission_01_24,40076,event_unbreakablesphere2_intermission_01,Speech,Locale_MainScenario:event_unbreakablesphere2_intermission_01_24,True,,1,rage,,1,1,1.0,,littlemermaid,littlemermaid,,,,,,,,,,,,,,,,,,
event_unbreakablesphere2_intermission_01_25,40076,event_unbreakablesphere2_intermission_01,Speech,Locale_MainScenario:event_unbreakablesphere2_intermission_01_25,True,,1,rage,,1,L_10,1.0,,littlemermaid,littlemermaid,,,,,,,,,,,,,,,,,,
event_unbreakablesphere2_intermission_01_26,40076,event_unbreakablesphere2_intermission_01,Narration,Locale_MainScenario:event_unbreakablesphere2_intermission_01_26,False,,1,rage,,L_10,L_10,1.0,,littlemermaid,,,,,Blur_Middle,,,,,,,,,,,,,,
event_unbreakablesphere2_intermission_01_27,40076,event_unbreakablesphere2_intermission_01,Narration,Locale_MainScenario:event_unbreakablesphere2_intermission_01_27,False,,1,rage,,L_10,L_10,1.0,,littlemermaid,,,,,Blur_Middle,,,,,,,,,,,,,,
event_unbreakablesphere2_intermission_01_28,40076,event_unbreakablesphere2_intermission_01,Speech,Locale_MainScenario:event_unbreakablesphere2_intermission_01_28,True,,1,rage,,L_10,L_10,1.0,,littlemermaid,littlemermaid,,,,Blur_Middle,,,,,,,,,,,,,,
event_unbreakablesphere2_intermission_01_29,40076,event_unbreakablesphere2_intermission_01,Speech,Locale_MainScenario:event_unbreakablesphere2_intermission_01_29,True,,1,rage,,L_10,L_10,1.0,,littlemermaid,littlemermaid,,,,Blur_Middle,,,,,,,,,,,,,,
event_unbreakablesphere2_intermission_01_30,40076,event_unbreakablesphere2_intermission_01,Narration,Locale_MainScenario:event_unbreakablesphere2_intermission_01_30,False,,1,rage,,L_10,L_10,1.0,,littlemermaid,,,,,Blur_Middle,,,,,,,,,,,,,,
event_unbreakablesphere2_intermission_01_31,40076,event_unbreakablesphere2_intermission_01,Narration,Locale_MainScenario:event_unbreakablesphere2_intermission_01_31,False,mori,1,angry,CityForest_03,black,black,1.0,,littlemermaid,,,littlemermaid,,,yuni_n,15,idle,mihara_b,,,,,,,,,,
event_unbreakablesphere2_intermission_01_32,40076,event_unbreakablesphere2_intermission_01,Narration,Locale_MainScenario:event_unbreakablesphere2_intermission_01_32,False,,1,angry,,S_10,1,1.0,,mori,,,,,,,15,idle,,13,angry,black,,,,,,,
event_unbreakablesphere2_intermission_01_33,40076,event_unbreakablesphere2_intermission_01,Narration,Locale_MainScenario:event_unbreakablesphere2_intermission_01_33,False,,1,angry,,1,1315,1.0,,mori,,,,,,,15,idle,,13,angry,,,,,,,,
event_unbreakablesphere2_intermission_01_34,40076,event_unbreakablesphere2_intermission_01,Narration,Locale_MainScenario:event_unbreakablesphere2_intermission_01_34,False,,1,angry,,1315,1,1.0,,mori,,,,,,,15,idle,,13,angry,,,,,,,,
event_unbreakablesphere2_intermission_01_35,40076,event_unbreakablesphere2_intermission_01,Narration,Locale_MainScenario:event_unbreakablesphere2_intermission_01_35,False,,1,angry,,1,1,1.0,,mori,,,,,,,15,idle,,13,angry,,,,,,,,
event_unbreakablesphere2_intermission_01_36,40076,event_unbreakablesphere2_intermission_01,Narration,Locale_MainScenario:event_unbreakablesphere2_intermission_01_36,False,,1,angry,,1,S_10,1.0,,mori,,,,,,,15,idle,,13,angry,,,,,,,,
event_unbreakablesphere2_intermission_01_37,40076,event_unbreakablesphere2_intermission_01,Narration,Locale_MainScenario:event_unbreakablesphere2_intermission_01_37,False,,1,angry,,S_10,S_100,1.0,,mori,,,,,,,15,idle,,13,angry,,,,,,,,
event_unbreakablesphere2_intermission_01_38,40076,event_unbreakablesphere2_intermission_01,Narration,Locale_MainScenario:event_unbreakablesphere2_intermission_01_38,False,,1,angry,,S_100,S_100,1.0,,mori,,,,,,,15,idle,,13,angry,,,,,,,,
event_unbreakablesphere2_intermission_01_39,40076,event_unbreakablesphere2_intermission_01,Narration,Locale_MainScenario:event_unbreakablesphere2_intermission_01_39,False,,1,angry,,S_100,S_100,1.0,,mori,,,,,,,15,idle,,13,angry,,,,,,,,
event_unbreakablesphere2_intermission_01_40,40076,event_unbreakablesphere2_intermission_01,Narration,Locale_MainScenario:event_unbreakablesphere2_intermission_01_40,False,,1,angry,,S_100,S_100,1.0,,mori,,,,,,,15,idle,,13,angry,,,,,,,,
event_unbreakablesphere2_intermission_01_41,40076,event_unbreakablesphere2_intermission_01,Narration,Locale_MainScenario:event_unbreakablesphere2_intermission_01_41,False,,1,angry,,S_100,S_100,1.0,,mori,,,,,,,15,idle,,13,angry,,,,,,,,
event_unbreakablesphere2_intermission_01_42,40076,event_unbreakablesphere2_intermission_01,Narration,Locale_MainScenario:event_unbreakablesphere2_intermission_01_42,False,,1,angry,,black,black,1.0,,mori,,,,,,,13,idle,,15,angry,,yuni_n,mihara_b,,,,,
event_unbreakablesphere2_intermission_01_43,40076,event_unbreakablesphere2_intermission_01,Narration,Locale_MainScenario:event_unbreakablesphere2_intermission_01_43,False,,1,pain,,S_100,S_10,1.0,,mori,,,,,Vignetting,,,,,,,,,,Red,,,,
event_unbreakablesphere2_intermission_01_44,40076,event_unbreakablesphere2_intermission_01,Narration,Locale_MainScenario:event_unbreakablesphere2_intermission_01_44,False,,1,pain,,S_10,S_10,1.0,,mori,,,,,Vignetting,,,,,,,,,,Red,,,,
event_unbreakablesphere2_intermission_01_45,40076,event_unbreakablesphere2_intermission_01,Narration,Locale_MainScenario:event_unbreakablesphere2_intermission_01_45,False,,1,pain,,S_10,S_10,1.0,,mori,,,,,Vignetting,,,,,,,,,,Red,,,,
event_unbreakablesphere2_intermission_01_46,40076,event_unbreakablesphere2_intermission_01,Narration,Locale_MainScenario:event_unbreakablesphere2_intermission_01_46,False,,1,pain,,S_10,S_10,1.0,,mori,,,,,Vignetting,,,,,,,,,,Red,,,,
event_unbreakablesphere2_intermission_01_47,40076,event_unbreakablesphere2_intermission_01,Narration,Locale_MainScenario:event_unbreakablesphere2_intermission_01_47,False,,1,pain,,S_10,S_10,1.0,,mori,,,,,Vignetting,,,,,,,,,,Red,,,,
event_unbreakablesphere2_intermission_01_48,40076,event_unbreakablesphere2_intermission_01,Narration,Locale_MainScenario:event_unbreakablesphere2_intermission_01_48,False,,1,pain,,black,black,1.0,,mori,,,,,Vignetting,,,,,,,,,,,,,,
event_unbreakablesphere2_intermission_01_49,40076,event_unbreakablesphere2_intermission_01,Narration,Locale_MainScenario:event_unbreakablesphere2_intermission_01_49,False,,1,pain,none,black,black,1.0,,mori,,,mori,,Vignetting,yuni_n,13,sad,mihara_b,15,angry,,,,,littlemermaid,17,delight,
event_unbreakablesphere2_intermission_01_50,40076,event_unbreakablesphere2_intermission_01,Narration,Locale_MainScenario:event_unbreakablesphere2_intermission_01_50,False,,,,,L_1300,L_1300,1.0,,yuni_n,,,,,Vignetting,,13,sad,,15,angry,,,,,,17,delight,
event_unbreakablesphere2_intermission_01_51,40076,event_unbreakablesphere2_intermission_01,Narration,Locale_MainScenario:event_unbreakablesphere2_intermission_01_51,False,,,,,L_1300,1500,1.0,,mihara_b,,,,,Vignetting,,13,sad,,15,angry,,,,,,17,delight,
event_unbreakablesphere2_intermission_01_52,40076,event_unbreakablesphere2_intermission_01,Narration,Locale_MainScenario:event_unbreakablesphere2_intermission_01_52,False,,,,,1500,L_1700,1.0,,littlemermaid,,,,,Vignetting,,13,sad,,15,angry,,,,,,17,delight,
event_unbreakablesphere2_intermission_01_53,40076,event_unbreakablesphere2_intermission_01,Narration,Locale_MainScenario:event_unbreakablesphere2_intermission_01_53,False,,,,,L_1700,L_1700,1.0,,littlemermaid,,,,,Vignetting,,13,sad,,15,angry,,,,,,17,delight,
event_unbreakablesphere2_intermission_01_54,40076,event_unbreakablesphere2_intermission_01,Narration,Locale_MainScenario:event_unbreakablesphere2_intermission_01_54,False,mori,1,think,CityForest_03,black,black,1.0,,littlemermaid,,,,,Vignetting,,13,sad,,15,angry,,yuni_n,mihara_b,,,17,delight,littlemermaid
event_unbreakablesphere2_intermission_01_55,40076,event_unbreakablesphere2_intermission_01,Narration,Locale_MainScenario:event_unbreakablesphere2_intermission_01_55,False,,1,think,,S_100,S_10,0.5,,mori,,,,,,,,,,,,,,,,,,,
event_unbreakablesphere2_intermission_01_56,40076,event_unbreakablesphere2_intermission_01,Narration,Locale_MainScenario:event_unbreakablesphere2_intermission_01_56,False,,1,think,,S_10,S_10,1.0,,mori,,,,,,,,,,,,,,,,,,,
event_unbreakablesphere2_intermission_01_57,40076,event_unbreakablesphere2_intermission_01,Narration,Locale_MainScenario:event_unbreakablesphere2_intermission_01_57,False,,1,think,,S_10,S_10,1.0,,mori,,,,,,,,,,,,,,,,,,,
event_unbreakablesphere2_intermission_01_58,40076,event_unbreakablesphere2_intermission_01,Narration,Locale_MainScenario:event_unbreakablesphere2_intermission_01_58,False,,1,think,,S_10,S_10,1.0,,mori,,,,,,,,,,,,,,,,,,,
event_unbreakablesphere2_intermission_01_59,40076,event_unbreakablesphere2_intermission_01,Narration,Locale_MainScenario:event_unbreakablesphere2_intermission_01_59,False,,1,think,,S_10,S_100,1.0,,mori,,,,,,,,,,,,,,,,,,,
event_unbreakablesphere2_intermission_01_60,40076,event_unbreakablesphere2_intermission_01,Narration,Locale_MainScenario:event_unbreakablesphere2_intermission_01_60,False,,1,think,,black,black,1.0,,mori,,,,,,,,,,,,,,,,,,,
event_unbreakablesphere2_intermission_01_61,40076,event_unbreakablesphere2_intermission_01,Narration,Locale_MainScenario:event_unbreakablesphere2_intermission_01_61,False,,1,think,SilentBeach,black,black,1.0,,mori,,,,,,,,,mihara_b,3,think,,,,,,,,
event_unbreakablesphere2_intermission_01_62,40076,event_unbreakablesphere2_intermission_01,Speech,Locale_MainScenario:event_unbreakablesphere2_intermission_01_62,True,,1,think,,300,300,1.0,,mihara_b,mihara_b,,,,,,,,,3,think,,,,,,,,
event_unbreakablesphere2_intermission_01_63,40076,event_unbreakablesphere2_intermission_01,Speech,Locale_MainScenario:event_unbreakablesphere2_intermission_01_63,True,,1,think,,300,300,1.0,,mihara_b,mihara_b,,,,,,,,,3,think,,,,,,,,
event_unbreakablesphere2_intermission_01_64,40076,event_unbreakablesphere2_intermission_01,Narration,Locale_MainScenario:event_unbreakablesphere2_intermission_01_64,False,,1,think,,black,black,1.0,,mihara_b,,,,,,,,,,3,think,,,,,,,,
event_unbreakablesphere2_intermission_01_65,40076,event_unbreakablesphere2_intermission_01,Speech,Locale_MainScenario:event_unbreakablesphere2_intermission_01_65,True,,1,think,,S_100,S_10,0.5,,mori,mori,,,,,,,,,3,think,,,,,,,,
