id,event_id,group_id,speech_window,highlight,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,speaker,fade,play_sound,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/0/hide_char_id,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/1/hide_char_id,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,characters/2/hide_char_id,characters/3/show_char_id,characters/3/set_char_position,characters/3/set_char_anim,characters/3/hide_char_id,characters/4/show_char_id,characters/4/set_char_position,characters/4/set_char_anim,characters/5/show_char_id,characters/5/set_char_position,characters/5/set_char_anim,characters/5/hide_char_id,characters/6/show_char_id,characters/6/set_char_position,characters/6/set_char_anim,characters/6/hide_char_id,characters/7/show_char_id,characters/7/set_char_position,characters/7/set_char_anim,characters/7/hide_char_id,characters/8/show_char_id,characters/8/set_char_position,characters/8/set_char_anim
event_ce006_2_05_e_20,40080,event_ce006_2_05_e,Speech,ce006_npc_01,Locale_MainScenario:event_ce006_2_05_e_20,True,,12,12,1.0,,ce006_npc_01,,,,1,idle,,,3,angry,,,13,idle,,,,,,,,,,,,,,,,,,,,,,,
event_ce006_2_05_e_21,40080,event_ce006_2_05_e,Speech,ce006_npc_01,Locale_MainScenario:event_ce006_2_05_e_21,True,,12,12,1.0,,ce006_npc_01,,,,1,idle,,,3,angry,,,13,idle,,,,,,,,,,,,,,,,,,,,,,,
event_ce006_2_05_e_22,40080,event_ce006_2_05_e,Speech,hermin,Locale_MainScenario:event_ce006_2_05_e_22,True,,12,12,1.0,,hermin,,,,1,idle,,,3,no,,,13,idle,,,,,,,,,,,,,,,,,,,,,,,
event_ce006_2_05_e_23,40080,event_ce006_2_05_e,Speech,hermin,Locale_MainScenario:event_ce006_2_05_e_23,False,,12,XS_130,1.3,,hermin,,,,1,idle,,,3,no,,,13,idle,,,,,,,,,,,,,,,,,,,,,,,
event_ce006_2_05_e_24,40080,event_ce006_2_05_e,Speech,hermin,Locale_MainScenario:event_ce006_2_05_e_24,True,,XS_130,XS_130,1.0,,hermin,,,,1,idle,,,3,no,,,13,idle,,,,,,,,,,,,,,,,,,,,,,,
event_ce006_2_05_e_25,40080,event_ce006_2_05_e,Speech,hermin,Locale_MainScenario:event_ce006_2_05_e_25,True,,XS_130,XS_130,1.0,,hermin,,,,1,idle,,,3,no,,,13,idle,,,,,,,,,,,,,,,,,,,,,,,
event_ce006_2_05_e_26,40080,event_ce006_2_05_e,Speech,hermin,Locale_MainScenario:event_ce006_2_05_e_26,True,,XS_130,XS_130,1.0,,hermin,,,,1,idle,,,3,no,,,13,idle,,,,,,,,,,,,,,,,,,,,,,,
event_ce006_2_05_e_27,40080,event_ce006_2_05_e,Speech,hermin,Locale_MainScenario:event_ce006_2_05_e_27,True,,XS_130,XS_130,1.0,,hermin,,,,1,idle,,,3,no,,,13,idle,,,,,,,,,,,,,,,,,,,,,,,
event_ce006_2_05_e_28,40080,event_ce006_2_05_e,Speech,hermin,Locale_MainScenario:event_ce006_2_05_e_28,True,,XS_130,XS_130,1.0,,hermin,,,,1,idle,,,3,no,,,13,idle,,,,,,,,,,,,,,,,,,,,,,,
event_ce006_2_05_e_29,40080,event_ce006_2_05_e,Speech,ce006_npc_01,Locale_MainScenario:event_ce006_2_05_e_29,False,,XS_130,12,1.3,,ce006_npc_01,,,,1,idle,,,3,no,,,13,idle,,,,,,,,,,,,,,,,,,,,,,,
event_ce006_2_05_e_30,40080,event_ce006_2_05_e,Speech,ce006_npc_01,Locale_MainScenario:event_ce006_2_05_e_30,True,,12,12,1.0,,ce006_npc_01,,,,1,idle,,,3,no,,,13,idle,,,,,,,,,,,,,,,,,,,,,,,
event_ce006_2_05_e_31,40080,event_ce006_2_05_e,Speech,hermin,Locale_MainScenario:event_ce006_2_05_e_31,True,,12,12,1.0,,hermin,,,,1,idle,,,3,no,,,13,idle,,,,,,,,,,,,,,,,,,,,,,,
event_ce006_2_05_e_32,40080,event_ce006_2_05_e,Speech,hermin,Locale_MainScenario:event_ce006_2_05_e_32,True,,12,12,1.0,,hermin,,,,1,idle,,,3,no,,,13,idle,,,,,,,,,,,,,,,,,,,,,,,
event_ce006_2_05_e_33,40080,event_ce006_2_05_e,Speech,ce006_npc_01,Locale_MainScenario:event_ce006_2_05_e_33,True,,12,12,1.0,,ce006_npc_01,,,,1,idle,,,3,no,,,13,idle,,,,,,,,,,,,,,,,,,,,,,,
event_ce006_2_05_e_34,40080,event_ce006_2_05_e,Speech,hermin,Locale_MainScenario:event_ce006_2_05_e_34,True,,12,12,1.0,,hermin,,,,1,idle,,,3,no,,,13,idle,,,,,,,,,,,,,,,,,,,,,,,
event_ce006_2_05_e_35,40080,event_ce006_2_05_e,Speech,hermin,Locale_MainScenario:event_ce006_2_05_e_35,True,,12,12,1.0,,hermin,,,,1,idle,,,3,no,,,13,idle,,,,,,,,,,,,,,,,,,,,,,,
event_ce006_2_05_e_36,40080,event_ce006_2_05_e,Speech,hermin,Locale_MainScenario:event_ce006_2_05_e_36,True,,12,12,1.0,,hermin,,,,1,idle,,,3,no,,,13,idle,,,,,,,,,,,,,,,,,,,,,,,
event_ce006_2_05_e_37,40080,event_ce006_2_05_e,Speech,hermin,Locale_MainScenario:event_ce006_2_05_e_37,True,,12,12,1.0,,hermin,,,,1,idle,,,3,no,,,13,idle,,,,,,,,,,,,,,,,,,,,,,,
event_ce006_2_05_e_38,40080,event_ce006_2_05_e,Speech,ce006_npc_01,Locale_MainScenario:event_ce006_2_05_e_38,True,,12,12,1.0,,ce006_npc_01,,,,1,idle,,,3,no,,,13,idle,,,,,,,,,,,,,,,,,,,,,,,
event_ce006_2_05_e_39,40080,event_ce006_2_05_e,Speech,ce006_npc_01,Locale_MainScenario:event_ce006_2_05_e_39,True,,12,12,1.0,,ce006_npc_01,,,,1,delight,,,3,no,,,13,idle,,,,,,,,,,,,,,,,,,,,,,,
event_ce006_2_05_e_40,40080,event_ce006_2_05_e,Speech,hermin,Locale_MainScenario:event_ce006_2_05_e_40,False,,12,12,1.0,,hermin,,,,1,delight,,,3,no,,,13,idle,,,,,,,,,,,,,,,,,,,,,,,
event_ce006_2_05_e_41,40080,event_ce006_2_05_e,Speech,ce006_01,Locale_MainScenario:event_ce006_2_05_e_41,True,,12,2,1.3,,ce006_01,,,,1,delight,,,3,no,,,13,idle,,,,,,,,,,,,,,,,,,,,,,,
event_ce006_2_05_e_42,40080,event_ce006_2_05_e,Speech,ce006_01,Locale_MainScenario:event_ce006_2_05_e_42,False,,2,2,1.0,,hermin,,,,1,idle,,,3,no,,,13,idle,,,,,,,,,,,,,,,,,,,,,,,
event_ce006_2_05_e_43,40080,event_ce006_2_05_e,Speech,ce006_01,Locale_MainScenario:event_ce006_2_05_e_43,True,,2,2,1.0,,ce006_01,,,,1,idle,,,3,no,,,13,idle,,,,,,,,,,,,,,,,,,,,,,,
event_ce006_2_05_e_44,40080,event_ce006_2_05_e,Speech,ce006_01,Locale_MainScenario:event_ce006_2_05_e_44,False,,2,2,1.0,,hermin,,,,1,idle,,,3,no,,,13,idle,,,,,,,,,,,,,,,,,,,,,,,
event_ce006_2_05_e_45,40080,event_ce006_2_05_e,Speech,ce006_01,Locale_MainScenario:event_ce006_2_05_e_45,True,,2,2,1.0,,ce006_01,,,,1,idle,,,3,no,,,13,idle,,,,,,,,,,,,,,,,,,,,,,,
event_ce006_2_05_e_46,40080,event_ce006_2_05_e,Speech,hermin,Locale_MainScenario:event_ce006_2_05_e_46,True,,XS_130,XS_130,1.0,,hermin,,,,1,idle,,,3,no,,,13,idle,,,,,,,,,,,,,,,,,,,,,,,
event_ce006_2_05_e_47,40080,event_ce006_2_05_e,Speech,ce006_01,Locale_MainScenario:event_ce006_2_05_e_47,True,,2,2,1.0,,ce006_01,,,,1,idle,,,3,no,,,13,idle,,,,,,,,,,,,,,,,,,,,,,,
event_ce006_2_05_e_48,40080,event_ce006_2_05_e,Speech,hermin,Locale_MainScenario:event_ce006_2_05_e_48,True,,XS_130,XS_130,1.0,,hermin,,,,1,idle,,,3,no,,,13,idle,,,,,,,,,,,,,,,,,,,,,,,
event_ce006_2_05_e_49,40080,event_ce006_2_05_e,Speech,hermin,Locale_MainScenario:event_ce006_2_05_e_49,True,,XS_130,XS_130,1.0,,hermin,,,,1,idle,,,3,no,,,13,idle,,,,,,,,,,,,,,,,,,,,,,,
event_ce006_2_05_e_50,40080,event_ce006_2_05_e,Speech,hermin,Locale_MainScenario:event_ce006_2_05_e_50,True,,XS_130,XS_130,1.0,,hermin,,,,1,idle,,,3,no,,,13,idle,,,,,,,,,,,,,,,,,,,,,,,
event_ce006_2_05_e_51,40080,event_ce006_2_05_e,Speech,ce006_01,Locale_MainScenario:event_ce006_2_05_e_51,True,,30,30,1.0,,ce006_01,,,,1,idle,,,3,idle,,,13,idle,,,,,,,,,,,,,,,,,,,,,,,
event_ce006_2_05_e_52,40080,event_ce006_2_05_e,Speech,hermin,Locale_MainScenario:event_ce006_2_05_e_52,False,,XS_130,XS_130,1.0,,hermin,,,,1,idle,,,3,idle,,,13,idle,,,,,,,,,,,,,,,,,,,,,,,
event_ce006_2_05_e_53,40080,event_ce006_2_05_e,Speech,hermin,Locale_MainScenario:event_ce006_2_05_e_53,True,,XS_130,XS_130,1.0,,hermin,,,,1,idle,,,3,idle,,,13,idle,,,,,,,,,,,,,,,,,,,,,,,
event_ce006_2_05_e_54,40080,event_ce006_2_05_e,Speech,hermin,Locale_MainScenario:event_ce006_2_05_e_54,True,,XS_130,XS_130,1.0,,hermin,,,,1,idle,,,3,idle,,,13,idle,,,,,,,,,,,,,,,,,,,,,,,
event_ce006_2_05_e_55,40080,event_ce006_2_05_e,Self,hermin,Locale_MainScenario:event_ce006_2_05_e_55,False,,XS_130,XS_130,1.0,,,,,,1,idle,,,3,idle,,,13,idle,,,,,,,,,,,,,,,,,,,,,,,
event_ce006_2_05_e_56,40080,event_ce006_2_05_e,Speech,hermin,Locale_MainScenario:event_ce006_2_05_e_56,True,,XS_130,XS_130,1.0,,hermin,,,,1,idle,,,3,idle,,,13,idle,,,,,,,,,,,,,,,,,,,,,,,
event_ce006_2_05_e_57,40080,event_ce006_2_05_e,Speech,hermin,Locale_MainScenario:event_ce006_2_05_e_57,True,,XS_130,XS_130,1.0,,hermin,,,,1,idle,,,3,idle,,,13,idle,,,,,,,,,,,,,,,,,,,,,,,
event_ce006_2_05_e_58,40080,event_ce006_2_05_e,Speech,elegg,Locale_MainScenario:event_ce006_2_05_e_58,True,bunkerofartist,black,black,1.0,,elegg,black,,,15,idle,,,3,idle,ce006_01,,13,idle,hermin,privaty,7,idle,,elegg,5,idle,anis,3,void,,rapi,1,idle,,neon,13,idle,,,,
event_ce006_2_05_e_59,40080,event_ce006_2_05_e,Speech,elegg,Locale_MainScenario:event_ce006_2_05_e_59,True,,6,6,1.0,,elegg,,,,15,idle,,,,,,,,,,,7,idle,,,5,idle,,3,void,,,1,idle,,,13,idle,,,,
event_ce006_2_05_e_60,40080,event_ce006_2_05_e,Speech,privaty,Locale_MainScenario:event_ce006_2_05_e_60,True,,6,6,1.0,,privaty,,,,15,idle,,,,,,,,,,,7,idle,,,5,idle,,3,void,,,1,idle,,,13,idle,,,,
event_ce006_2_05_e_61,40080,event_ce006_2_05_e,Self,privaty,Locale_MainScenario:event_ce006_2_05_e_61,False,,6,6,1.0,,,,,,15,idle,,,,,,,,,,,7,idle,,,5,idle,,3,void,,,1,idle,,,13,idle,,,,
event_ce006_2_05_e_62,40080,event_ce006_2_05_e,Speech,privaty,Locale_MainScenario:event_ce006_2_05_e_62,True,,6,6,1.0,,privaty,,,,15,idle,,,,,,,,,,,7,sad,,,5,idle,,3,void,,,1,idle,,,13,idle,,,,
event_ce006_2_05_e_63,40080,event_ce006_2_05_e,Speech,anis,Locale_MainScenario:event_ce006_2_05_e_63,True,,2,2,1.0,,anis,,,,15,idle,,,,,,,,,,,7,sad,,,5,idle,,3,worry,,,1,idle,,,13,idle,,,,
event_ce006_2_05_e_64,40080,event_ce006_2_05_e,Speech,anis,Locale_MainScenario:event_ce006_2_05_e_64,True,,2,2,1.0,,anis,,,,15,idle,,,,,,,,,,,7,sad,,,5,idle,,3,worry,,,1,idle,,,13,idle,,,,
event_ce006_2_05_e_65,40080,event_ce006_2_05_e,Speech,anis,Locale_MainScenario:event_ce006_2_05_e_65,True,,2,2,1.0,,anis,,,,15,idle,,,,,,,,,,,7,sad,,,5,idle,,3,worry,,,1,idle,,,13,idle,,,,
event_ce006_2_05_e_66,40080,event_ce006_2_05_e,Self,anis,Locale_MainScenario:event_ce006_2_05_e_66,False,,2,2,1.0,,,,,,15,idle,,,,,,,,,,,7,sad,,,5,idle,,3,worry,,,1,idle,,,13,idle,,,,
event_ce006_2_05_e_67,40080,event_ce006_2_05_e,Speech,rapi,Locale_MainScenario:event_ce006_2_05_e_67,True,,2,2,1.0,,rapi,,,,15,idle,,,,,,,,,,,7,sad,,,5,idle,,3,worry,,,1,idle,,,13,idle,,,,
event_ce006_2_05_e_68,40080,event_ce006_2_05_e,Speech,ce006_npc_01,Locale_MainScenario:event_ce006_2_05_e_68,True,,150,150,1.0,,ce006_npc_01,,,,15,idle,,,,,,,,,,,7,sad,,,5,idle,,3,void,,,1,idle,,,13,idle,,,,
event_ce006_2_05_e_69,40080,event_ce006_2_05_e,Speech,rapi,Locale_MainScenario:event_ce006_2_05_e_69,False,,12,12,1.0,,rapi,,,,15,idle,,,,,,,,,,,7,sad,,,5,idle,,3,void,,,1,idle,,,13,idle,,,,
event_ce006_2_05_e_70,40080,event_ce006_2_05_e,Speech,neon,Locale_MainScenario:event_ce006_2_05_e_70,True,,12,12,1.0,,neon,,,,15,idle,,,,,,,,,,,7,sad,,,5,idle,,3,void,,,1,idle,,,13,idle,,,,
event_ce006_2_05_e_71,40080,event_ce006_2_05_e,Speech,rapi,Locale_MainScenario:event_ce006_2_05_e_71,True,,12,12,1.0,,rapi,,,,15,idle,,,,,,,,,,,7,sad,,,5,idle,,3,void,,,1,idle,,,13,idle,,,,
event_ce006_2_05_e_72,40080,event_ce006_2_05_e,Self,rapi,Locale_MainScenario:event_ce006_2_05_e_72,False,,12,12,1.0,,,,,,15,idle,,,,,,,,,,,7,sad,,,5,idle,,3,void,,,1,idle,,,13,idle,,,,
event_ce006_2_05_e_73,40080,event_ce006_2_05_e,Speech,rapi,Locale_MainScenario:event_ce006_2_05_e_73,True,,12,12,1.0,,rapi,,,,15,idle,,,,,,,,,,,7,sad,,,5,idle,,3,void,,,1,idle,,,13,idle,,,,
event_ce006_2_05_e_74,40080,event_ce006_2_05_e,Speech,ce006_npc_01,Locale_MainScenario:event_ce006_2_05_e_74,True,,150,150,1.0,,ce006_npc_01,,,,15,idle,,,,,,,,,,,7,sad,,,5,idle,,3,void,,,1,idle,,,13,idle,,,,
event_ce006_2_05_e_75,40080,event_ce006_2_05_e,Speech,ce006_npc_01,Locale_MainScenario:event_ce006_2_05_e_75,True,,150,150,1.0,,ce006_npc_01,,,,15,idle,,,,,,,,,,,7,sad,,,5,idle,,3,void,,,1,idle,,,13,idle,,,,
event_ce006_2_05_e_76,40080,event_ce006_2_05_e,Speech,elegg,Locale_MainScenario:event_ce006_2_05_e_76,True,,S_50,S_50,1.0,,elegg,,,,15,idle,,,,,,,,,,,7,sad,,,5,idle,,3,void,,,1,idle,,,13,idle,,,,
event_ce006_2_05_e_77,40080,event_ce006_2_05_e,Speech,ce006_npc_01,Locale_MainScenario:event_ce006_2_05_e_77,True,,150,150,1.0,,ce006_npc_01,,,,15,surprise,,,,,,,,,,,7,sad,,,5,idle,,3,void,,,1,idle,,,13,idle,,,,
event_ce006_2_05_e_78,40080,event_ce006_2_05_e,Speech,ce006_03,Locale_MainScenario:event_ce006_2_05_e_78,True,,black,black,1.0,none,ce006_03,black,,,15,surprise,ce006_npc_01,,,,,,,,,,7,sad,privaty,,2,idle,,3,void,anis,,1,idle,rapi,,13,idle,neon,ce006_03,12,no
event_ce006_2_05_e_79,40080,event_ce006_2_05_e,Speech,elegg,Locale_MainScenario:event_ce006_2_05_e_79,True,,1,1,1.0,,elegg,,,,,,,,,,,,,,,,,,,,2,idle,,,,,,,,,,,,,,12,no
event_ce006_2_05_e_80,40080,event_ce006_2_05_e,Speech,ce006_03,Locale_MainScenario:event_ce006_2_05_e_80,True,,1,1,1.0,,ce006_03,,,,,,,,,,,,,,,,,,,,2,idle,,,,,,,,,,,,,,12,sad
event_ce006_2_05_e_81,40080,event_ce006_2_05_e,Speech,elegg,Locale_MainScenario:event_ce006_2_05_e_81,True,,1,1,1.0,,elegg,,,,,,,,,,,,,,,,,,,,2,delight,,,,,,,,,,,,,,12,sad
event_ce006_2_05_e_82,40080,event_ce006_2_05_e,Speech,ce006_03,Locale_MainScenario:event_ce006_2_05_e_82,True,,1,1,1.0,,ce006_03,,,,,,,,,,,,,,,,,,,,2,delight,,,,,,,,,,,,,,12,special
event_ce006_2_05_e_83,40080,event_ce006_2_05_e,Speech,elegg,Locale_MainScenario:event_ce006_2_05_e_83,True,,1,1,1.0,,elegg,,,,,,,,,,,,,,,,,,,,2,idle,,,,,,,,,,,,,,12,special
event_ce006_2_05_e_84,40080,event_ce006_2_05_e,Narration,elegg,Locale_MainScenario:event_ce006_2_05_e_84,False,,1,1,1.0,,,,sfx_scn_waterdropmany,,,,,,,,,,,,,,,,,,2,idle,,,,,,,,,,,,,,12,special
event_ce006_2_05_e_85,40080,event_ce006_2_05_e,Speech,elegg,Locale_MainScenario:event_ce006_2_05_e_85,True,,1,1,1.0,,elegg,,,,,,,,,,,,,,,,,,,,2,surprise,,,,,,,,,,,,,,12,special
event_ce006_2_05_e_86,40080,event_ce006_2_05_e,Speech,ce006_03,Locale_MainScenario:event_ce006_2_05_e_86,True,,1,1,1.0,,ce006_03,,,,,,,,,,,,,,,,,,,,2,surprise,,,,,,,,,,,,,,12,surprise
event_ce006_2_05_e_87,40080,event_ce006_2_05_e,Speech,elegg,Locale_MainScenario:event_ce006_2_05_e_87,True,,1,1,1.0,,elegg,,,,,,,,,,,,,,,,,,,,2,idle,,,,,,,,,,,,,,12,surprise
event_ce006_2_05_e_88,40080,event_ce006_2_05_e,Narration,elegg,Locale_MainScenario:event_ce006_2_05_e_88,False,,1,1,1.0,,,,sfx_scn_waterdropmany,,,,,,,,,,,,,,,,,,2,idle,,,,,,,,,,,,,,12,surprise
event_ce006_2_05_e_89,40080,event_ce006_2_05_e,Speech,elegg,Locale_MainScenario:event_ce006_2_05_e_89,False,,1,1,1.0,,elegg,,,,,,,,,,,,,,,,,,,,2,idle,,,,,,,,,,,,,,12,surprise
event_ce006_2_05_e_90,40080,event_ce006_2_05_e,Speech,ce006_03,Locale_MainScenario:event_ce006_2_05_e_90,True,,1,S_120,1.3,,ce006_03,,,,,,,,,,,,,,,,,,,,2,idle,,,,,,,,,,,,,,12,no
event_ce006_2_05_e_91,40080,event_ce006_2_05_e,Narration,ce006_03,Locale_MainScenario:event_ce006_2_05_e_91,False,,black,black,1.0,,,,sfx_scn_waterdropmany,,,,,,,,,,,,,,,,,,2,idle,,,,,,,,,,,,,,12,no
event_ce006_2_05_e_92,40080,event_ce006_2_05_e,Narration,ce006_03,Locale_MainScenario:event_ce006_2_05_e_92,False,,black,black,1.0,,,,sfx_scn_waterdropandfast,,,,,,,,,,,,,,,,,,2,idle,,,,,,,,,,,,,,12,no
event_ce006_2_05_e_93,40080,event_ce006_2_05_e,Narration,ce006_03,Locale_MainScenario:event_ce006_2_05_e_93,False,,black,black,1.0,bgm_story_armageddon,,,sfx_scn_sinkwater,,,,,,,,,,,,,,,,,,2,idle,,,,,,,,,,,,,,12,no
event_ce006_2_05_e_94,40080,event_ce006_2_05_e,Speech,elegg,Locale_MainScenario:event_ce006_2_05_e_94,True,,2,S_20,0.7,,elegg,,,,,,,,,,,,,,,,,,,,2,surprise,,,,,,,,,,,,,,12,no
event_ce006_2_05_e_95,40080,event_ce006_2_05_e,Speech,ce006_03,Locale_MainScenario:event_ce006_2_05_e_95,True,,S_20,S_120,0.7,,ce006_03,,,,,,,,,,,,,,,,,,,,2,surprise,,,,,,,,,,,,,,12,surprise
event_ce006_2_05_e_96,40080,event_ce006_2_05_e,Narration,ce006_03,Locale_MainScenario:event_ce006_2_05_e_96,False,,black,black,1.0,,,,sfx_scn_groundcreak,,,,,,,,,,,,,,,,,,2,surprise,,,,,,,,,,,,,,12,surprise
event_ce006_2_05_e_97,40080,event_ce006_2_05_e,Speech,elegg,Locale_MainScenario:event_ce006_2_05_e_97,True,,1,1,1.0,,elegg,,,,,,,,,,,,,,,,,,,,2,special,,,,,,,,,,,,,,12,surprise
event_ce006_2_05_e_98,40080,event_ce006_2_05_e,Speech,ce006_03,Locale_MainScenario:event_ce006_2_05_e_98,True,,1,1,1.0,,ce006_03,,,,,,,,,,,,,,,,,,,,2,special,,,,,,,,,,,,,,12,surprise
event_ce006_2_05_e_99,40080,event_ce006_2_05_e,Speech,elegg,Locale_MainScenario:event_ce006_2_05_e_99,False,,1,1,1.0,,elegg,,,,,,,,,,,,,,,,,,,,2,special,,,,,,,,,,,,,,12,surprise
event_ce006_2_05_e_100,40080,event_ce006_2_05_e,Speech,elegg,Locale_MainScenario:event_ce006_2_05_e_100,True,,1,S_20,0.7,,elegg,,,,,,,,,,,,,,,,,,,,2,special,,,,,,,,,,,,,,12,surprise
event_ce006_2_05_e_101,40080,event_ce006_2_05_e,Speech,elegg,Locale_MainScenario:event_ce006_2_05_e_101,True,,S_20,S_200,1.0,,elegg,,,,,,,,,,,,,,,,,,,,2,special,,,,,,,,,,,,,,12,surprise
