id,event_id,group_id,speech_window,highlight,scenario_localkey,play_lipSync,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,characters/3/show_char_id,characters/3/set_char_position,characters/3/set_char_anim,set_background,set_start_camera,set_end_camera,set_camera_duration,play_sound,play_bgm,speaker,characters/4/show_char_id,characters/4/set_char_position,characters/4/set_char_anim,characters/4/hide_char_id,characters/0/hide_char_id,characters/1/hide_char_id,characters/2/hide_char_id,characters/3/hide_char_id,characters/5/show_char_id,characters/5/set_char_position,characters/5/set_char_anim,characters/6/show_char_id,characters/6/set_char_position,characters/6/set_char_anim,characters/7/show_char_id,characters/7/set_char_position,characters/7/set_char_anim,characters/5/hide_char_id,characters/6/hide_char_id,characters/7/hide_char_id,set_filter_01,fade
event_ce004_3_intermission_01_42,40057,event_ce004_3_intermission_01,Speech,ein,Locale_SubScenario:event_ce004_3_intermission_01_42,True,,7,idle,,5,surprise,,1,surprise,,3,idle,,6,6,1.0,,,ein,,,,,,,,,,,,,,,,,,,,,,
event_ce004_3_intermission_01_43,40057,event_ce004_3_intermission_01,Speech,rei,Locale_SubScenario:event_ce004_3_intermission_01_43,True,,7,idle,,5,surprise,,1,surprise,,3,idle,,6,2,1.0,,,rei,,,,,,,,,,,,,,,,,,,,,,
event_ce004_3_intermission_01_44,40057,event_ce004_3_intermission_01,Monologue,rei,Locale_SubScenario:event_ce004_3_intermission_01_44,False,,7,idle,,5,surprise,,1,surprise,,3,idle,,2,16,1.6,,,,,,,,,,,,,,,,,,,,,,,,,
event_ce004_3_intermission_01_45,40057,event_ce004_3_intermission_01,Monologue,rei,Locale_SubScenario:event_ce004_3_intermission_01_45,False,,7,idle,,5,surprise,,1,surprise,,3,idle,,16,16,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
event_ce004_3_intermission_01_46,40057,event_ce004_3_intermission_01,Monologue,rei,Locale_SubScenario:event_ce004_3_intermission_01_46,False,,7,idle,,5,surprise,,1,surprise,,3,idle,,16,16,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
event_ce004_3_intermission_01_47,40057,event_ce004_3_intermission_01,Monologue,rei,Locale_SubScenario:event_ce004_3_intermission_01_47,False,,7,idle,,5,surprise,,1,surprise,,3,idle,,16,16,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
event_ce004_3_intermission_01_48,40057,event_ce004_3_intermission_01,Speech,ein,Locale_SubScenario:event_ce004_3_intermission_01_48,True,,7,no,,5,surprise,,1,surprise,,3,idle,,70,70,1.0,,,ein,,,,,,,,,,,,,,,,,,,,,,
event_ce004_3_intermission_01_49,40057,event_ce004_3_intermission_01,Speech,ein,Locale_SubScenario:event_ce004_3_intermission_01_49,True,,7,no,,5,surprise,,1,surprise,,3,idle,,70,70,1.0,,,ein,,,,,,,,,,,,,,,,,,,,,,
event_ce004_3_intermission_01_50,40057,event_ce004_3_intermission_01,Speech,ein,Locale_SubScenario:event_ce004_3_intermission_01_50,True,,7,no,,5,surprise,,1,surprise,,3,idle,,70,70,1.0,,,ein,,,,,,,,,,,,,,,,,,,,,,
event_ce004_3_intermission_01_51,40057,event_ce004_3_intermission_01,Speech,zwei,Locale_SubScenario:event_ce004_3_intermission_01_51,True,,7,no,,5,pain,,1,surprise,,3,idle,,50,50,1.0,,,zwei,,,,,,,,,,,,,,,,,,,,,,
event_ce004_3_intermission_01_52,40057,event_ce004_3_intermission_01,Speech,zwei,Locale_SubScenario:event_ce004_3_intermission_01_52,True,,7,no,,5,pain,,1,surprise,,3,idle,,50,50,1.0,,,zwei,,,,,,,,,,,,,,,,,,,,,,
event_ce004_3_intermission_01_53,40057,event_ce004_3_intermission_01,Speech,rei,Locale_SubScenario:event_ce004_3_intermission_01_53,True,,7,no,,5,pain,,1,cry,,3,idle,,XS_10,XS_10,1.0,,,rei,,,,,,,,,,,,,,,,,,,,,,
event_ce004_3_intermission_01_54,40057,event_ce004_3_intermission_01,Speech,rei,Locale_SubScenario:event_ce004_3_intermission_01_54,True,,7,no,,5,pain,,1,cry,,3,idle,,XS_10,XS_10,1.0,,,rei,,,,,,,,,,,,,,,,,,,,,,
event_ce004_3_intermission_01_55,40057,event_ce004_3_intermission_01,Speech,marciana,Locale_SubScenario:event_ce004_3_intermission_01_55,True,,7,no,,5,pain,,1,cry,,3,idle,,XS_10,2,1.0,,,marciana,,,,,,,,,,,,,,,,,,,,,,
event_ce004_3_intermission_01_56,40057,event_ce004_3_intermission_01,Speech,marciana,Locale_SubScenario:event_ce004_3_intermission_01_56,True,,7,no,,5,pain,,1,cry,,3,idle,,2,2,1.0,,,marciana,,,,,,,,,,,,,,,,,,,,,,
event_ce004_3_intermission_01_57,40057,event_ce004_3_intermission_01,Speech,marciana,Locale_SubScenario:event_ce004_3_intermission_01_57,True,,7,no,,5,pain,,1,cry,,3,idle,,2,2,1.0,,,marciana,,,,,,,,,,,,,,,,,,,,,,
event_ce004_3_intermission_01_58,40057,event_ce004_3_intermission_01,Speech,marciana,Locale_SubScenario:event_ce004_3_intermission_01_58,True,,7,no,,5,pain,,1,cry,,3,think,,2,2,1.0,,,marciana,,,,,,,,,,,,,,,,,,,,,,
event_ce004_3_intermission_01_59,40057,event_ce004_3_intermission_01,Speech,marciana,Locale_SubScenario:event_ce004_3_intermission_01_59,True,,7,no,,5,pain,,1,cry,,3,think,,2,2,1.0,,,marciana,,,,,,,,,,,,,,,,,,,,,,
event_ce004_3_intermission_01_60,40057,event_ce004_3_intermission_01,Self,marciana,Locale_SubScenario:event_ce004_3_intermission_01_60,False,,7,no,,5,pain,,1,cry,,3,think,,2,2,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
event_ce004_3_intermission_01_61,40057,event_ce004_3_intermission_01,Speech,marciana,Locale_SubScenario:event_ce004_3_intermission_01_61,True,,7,no,,5,pain,,1,cry,,3,think,,2,30,1.0,,,marciana,,,,,,,,,,,,,,,,,,,,,,
event_ce004_3_intermission_01_62,40057,event_ce004_3_intermission_01,Speech,marciana,Locale_SubScenario:event_ce004_3_intermission_01_62,True,,7,no,,5,pain,,1,cry,,3,special,,30,30,1.0,,,marciana,,,,,,,,,,,,,,,,,,,,,,
event_ce004_3_intermission_01_63,40057,event_ce004_3_intermission_01,Speech,marciana,Locale_SubScenario:event_ce004_3_intermission_01_63,True,,7,no,,5,pain,,1,cry,,3,idle,,30,30,1.0,,,marciana,,,,,,,,,,,,,,,,,,,,,,
event_ce004_3_intermission_01_64,40057,event_ce004_3_intermission_01,Speech,marciana,Locale_SubScenario:event_ce004_3_intermission_01_64,True,,7,no,,5,pain,,1,cry,,3,idle,,30,30,1.0,,,marciana,,,,,,,,,,,,,,,,,,,,,,
event_ce004_3_intermission_01_65,40057,event_ce004_3_intermission_01,Speech,marciana,Locale_SubScenario:event_ce004_3_intermission_01_65,True,,7,no,,5,pain,,1,cry,,3,idle,,30,30,1.0,,,marciana,,,,,,,,,,,,,,,,,,,,,,
event_ce004_3_intermission_01_66,40057,event_ce004_3_intermission_01,Speech,marciana,Locale_SubScenario:event_ce004_3_intermission_01_66,True,,7,no,,5,pain,,1,cry,,3,idle,,30,30,1.0,,,marciana,,,,,,,,,,,,,,,,,,,,,,
event_ce004_3_intermission_01_67,40057,event_ce004_3_intermission_01,Speech,marciana,Locale_SubScenario:event_ce004_3_intermission_01_67,True,,7,no,,5,pain,,1,cry,,3,idle,,30,300,1.0,,,marciana,,,,,,,,,,,,,,,,,,,,,,
event_ce004_3_intermission_01_68,40057,event_ce004_3_intermission_01,Speech,marciana,Locale_SubScenario:event_ce004_3_intermission_01_68,True,,7,no,,5,pain,,1,cry,,3,idle,,300,300,1.0,,,marciana,,,,,,,,,,,,,,,,,,,,,,
event_ce004_3_intermission_01_69,40057,event_ce004_3_intermission_01,Speech,marciana,Locale_SubScenario:event_ce004_3_intermission_01_69,True,,7,no,,5,pain,,1,cry,,3,idle,,300,300,1.0,,,marciana,,,,,,,,,,,,,,,,,,,,,,
event_ce004_3_intermission_01_70,40057,event_ce004_3_intermission_01,Speech,marciana,Locale_SubScenario:event_ce004_3_intermission_01_70,True,,7,no,,5,pain,,1,cry,,3,idle,,300,300,1.0,,,marciana,,,,,,,,,,,,,,,,,,,,,,
event_ce004_3_intermission_01_71,40057,event_ce004_3_intermission_01,Speech,marciana,Locale_SubScenario:event_ce004_3_intermission_01_71,True,,7,no,,5,pain,,1,cry,,3,idle,,300,300,1.0,,,marciana,,,,,,,,,,,,,,,,,,,,,,
event_ce004_3_intermission_01_72,40057,event_ce004_3_intermission_01,Speech,marciana,Locale_SubScenario:event_ce004_3_intermission_01_72,True,,7,no,,5,pain,,1,cry,,3,idle,,300,300,1.0,,,marciana,,,,,,,,,,,,,,,,,,,,,,
event_ce004_3_intermission_01_73,40057,event_ce004_3_intermission_01,Speech,ein,Locale_SubScenario:event_ce004_3_intermission_01_73,True,,7,idle,,5,pain,,1,cry,,3,idle,,70,70,1.0,,,ein,,,,,,,,,,,,,,,,,,,,,,
event_ce004_3_intermission_01_74,40057,event_ce004_3_intermission_01,Speech,marciana,Locale_SubScenario:event_ce004_3_intermission_01_74,True,,7,idle,,5,pain,,1,cry,,3,idle,,300,300,1.0,,,marciana,,,,,,,,,,,,,,,,,,,,,,
event_ce004_3_intermission_01_75,40057,event_ce004_3_intermission_01,Speech,ein,Locale_SubScenario:event_ce004_3_intermission_01_75,True,,7,no,,5,pain,,1,cry,,3,idle,,70,70,1.0,,,ein,,,,,,,,,,,,,,,,,,,,,,
event_ce004_3_intermission_01_76,40057,event_ce004_3_intermission_01,Speech,marciana,Locale_SubScenario:event_ce004_3_intermission_01_76,True,,7,no,,5,pain,,1,cry,,3,idle,,300,300,1.0,,,marciana,,,,,,,,,,,,,,,,,,,,,,
event_ce004_3_intermission_01_77,40057,event_ce004_3_intermission_01,Speech,marciana,Locale_SubScenario:event_ce004_3_intermission_01_77,True,,7,no,,5,pain,,1,cry,,3,idle,,300,300,1.0,,,marciana,,,,,,,,,,,,,,,,,,,,,,
event_ce004_3_intermission_01_78,40057,event_ce004_3_intermission_01,Speech,marciana,Locale_SubScenario:event_ce004_3_intermission_01_78,True,,7,no,,5,pain,,1,cry,,3,idle,,300,300,1.0,,,marciana,,,,,,,,,,,,,,,,,,,,,,
event_ce004_3_intermission_01_79,40057,event_ce004_3_intermission_01,Speech,marciana,Locale_SubScenario:event_ce004_3_intermission_01_79,True,,7,no,,5,pain,,1,cry,,3,idle,,300,300,1.0,,,marciana,,,,,,,,,,,,,,,,,,,,,,
event_ce004_3_intermission_01_80,40057,event_ce004_3_intermission_01,Speech,marciana,Locale_SubScenario:event_ce004_3_intermission_01_80,True,,7,no,,5,pain,,1,cry,,3,idle,,300,300,1.0,,,marciana,,,,,,,,,,,,,,,,,,,,,,
event_ce004_3_intermission_01_81,40057,event_ce004_3_intermission_01,Speech,marciana,Locale_SubScenario:event_ce004_3_intermission_01_81,True,,7,no,,5,pain,,1,cry,,3,idle,,300,300,1.0,,,marciana,,,,,,,,,,,,,,,,,,,,,,
event_ce004_3_intermission_01_82,40057,event_ce004_3_intermission_01,Speech,ein,Locale_SubScenario:event_ce004_3_intermission_01_82,True,,7,idle,,5,pain,,1,cry,,3,idle,,70,70,1.0,,,ein,,,,,,,,,,,,,,,,,,,,,,
event_ce004_3_intermission_01_83,40057,event_ce004_3_intermission_01,Speech,marciana,Locale_SubScenario:event_ce004_3_intermission_01_83,True,,7,idle,,5,pain,,1,cry,,3,idle,,300,300,1.0,,,marciana,,,,,,,,,,,,,,,,,,,,,,
event_ce004_3_intermission_01_84,40057,event_ce004_3_intermission_01,Speech,marciana,Locale_SubScenario:event_ce004_3_intermission_01_84,True,,7,idle,,5,pain,,1,cry,,3,idle,,300,300,1.0,,,marciana,,,,,,,,,,,,,,,,,,,,,,
event_ce004_3_intermission_01_85,40057,event_ce004_3_intermission_01,Speech,marciana,Locale_SubScenario:event_ce004_3_intermission_01_85,True,,7,idle,,5,pain,,1,cry,,3,idle,,300,300,1.0,,,marciana,,,,,,,,,,,,,,,,,,,,,,
event_ce004_3_intermission_01_86,40057,event_ce004_3_intermission_01,Speech,marciana,Locale_SubScenario:event_ce004_3_intermission_01_86,True,,7,idle,,5,pain,,1,cry,,3,idle,,300,300,1.0,,,marciana,,,,,,,,,,,,,,,,,,,,,,
event_ce004_3_intermission_01_87,40057,event_ce004_3_intermission_01,Speech,rei,Locale_SubScenario:event_ce004_3_intermission_01_87,True,,7,idle,,5,pain,,1,cry,,3,idle,,300,2,1.0,,,rei,,,,,,,,,,,,,,,,,,,,,,
event_ce004_3_intermission_01_88,40057,event_ce004_3_intermission_01,Speech,rei,Locale_SubScenario:event_ce004_3_intermission_01_88,True,,7,idle,,5,pain,,1,cry,,3,idle,,2,2,1.0,,,rei,,,,,,,,,,,,,,,,,,,,,,
event_ce004_3_intermission_01_89,40057,event_ce004_3_intermission_01,Speech,rei,Locale_SubScenario:event_ce004_3_intermission_01_89,True,,7,idle,,5,pain,,1,cry,,3,idle,,2,2,1.0,,,rei,,,,,,,,,,,,,,,,,,,,,,
event_ce004_3_intermission_01_90,40057,event_ce004_3_intermission_01,Speech,marciana,Locale_SubScenario:event_ce004_3_intermission_01_90,True,,7,idle,,5,pain,,1,cry,,3,special,,2,2,1.0,,,marciana,,,,,,,,,,,,,,,,,,,,,,
event_ce004_3_intermission_01_91,40057,event_ce004_3_intermission_01,Speech,marciana,Locale_SubScenario:event_ce004_3_intermission_01_91,True,,7,idle,,5,pain,,1,cry,,3,special,,2,2,1.0,,,marciana,,,,,,,,,,,,,,,,,,,,,,
event_ce004_3_intermission_01_92,40057,event_ce004_3_intermission_01,Speech,marciana,Locale_SubScenario:event_ce004_3_intermission_01_92,True,,7,idle,,5,pain,,1,cry,,3,special,,2,2,1.0,,,marciana,,,,,,,,,,,,,,,,,,,,,,
event_ce004_3_intermission_01_93,40057,event_ce004_3_intermission_01,Speech,marciana,Locale_SubScenario:event_ce004_3_intermission_01_93,True,,7,idle,,5,pain,,1,cry,,3,special,,2,2,1.0,,,marciana,,,,,,,,,,,,,,,,,,,,,,
event_ce004_3_intermission_01_94,40057,event_ce004_3_intermission_01,Speech,marciana,Locale_SubScenario:event_ce004_3_intermission_01_94,True,,7,idle,,5,pain,,1,cry,,3,think,,2,2,1.0,,,marciana,,,,,,,,,,,,,,,,,,,,,,
event_ce004_3_intermission_01_95,40057,event_ce004_3_intermission_01,Speech,marciana,Locale_SubScenario:event_ce004_3_intermission_01_95,True,,7,idle,,5,pain,,1,cry,,3,think,,2,2,1.0,,,marciana,,,,,,,,,,,,,,,,,,,,,,
event_ce004_3_intermission_01_96,40057,event_ce004_3_intermission_01,Speech,marciana,Locale_SubScenario:event_ce004_3_intermission_01_96,True,,7,idle,,5,pain,,1,cry,,3,think,,2,2,1.0,,,marciana,,,,,,,,,,,,,,,,,,,,,,
event_ce004_3_intermission_01_97,40057,event_ce004_3_intermission_01,Speech,marciana,Locale_SubScenario:event_ce004_3_intermission_01_97,True,,7,idle,,5,pain,,1,cry,,3,think,,2,2,1.0,,,marciana,,,,,,,,,,,,,,,,,,,,,,
event_ce004_3_intermission_01_98,40057,event_ce004_3_intermission_01,Speech,marciana,Locale_SubScenario:event_ce004_3_intermission_01_98,True,,7,idle,,5,pain,,1,cry,,3,think,,2,2,1.0,,,marciana,,,,,,,,,,,,,,,,,,,,,,
