id,event_id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,characters/3/show_char_id,characters/3/set_char_position,characters/3/set_char_anim,characters/4/show_char_id,characters/4/set_char_position,characters/4/set_char_anim,characters/5/show_char_id,characters/5/set_char_position,characters/5/set_char_anim,characters/6/show_char_id,characters/6/set_char_position,characters/6/set_char_anim,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,characters/0/hide_char_id,characters/1/hide_char_id,characters/2/hide_char_id,characters/3/hide_char_id,characters/4/hide_char_id,characters/5/hide_char_id,characters/6/hide_char_id,play_sound,set_camera_shake,characters/7/show_char_id,characters/7/set_char_position,characters/7/set_char_anim,fade,characters/7/hide_char_id
event_ce_01_05_22,40008,event_ce_01_05,Speech,c_3,c_3,Locale_SubScenario:event_ce_01_05_22,True,,7,idle,,5,idle,,3,angry,,1,sad,,13,surprise,,15,idle,,17,idle,,14,14,1.0,,,,,,,,,,,,,,,
event_ce_01_05_23,40008,event_ce_01_05,Speech,c_npc_1,c_npc_1,Locale_SubScenario:event_ce_01_05_23,True,,7,idle,,5,idle,,3,void,,1,sad,,13,surprise,,15,idle,,17,idle,,14,14,1.0,,,,,,,,,,,,,,,
event_ce_01_05_24,40008,event_ce_01_05,Monologue,,Monologue,Locale_SubScenario:event_ce_01_05_24,False,,7,idle,,5,idle,,3,void,,1,sad,,13,idle,,15,idle,,17,idle,,14,150,2.0,,,,,,,,,,,,,,,
event_ce_01_05_25,40008,event_ce_01_05,Monologue,,Monologue,Locale_SubScenario:event_ce_01_05_25,False,,7,idle,,5,idle,,3,void,,1,sad,,13,idle,,15,idle,,17,idle,,150,150,1.0,,,,,,,,,,,,,,,
event_ce_01_05_26,40008,event_ce_01_05,Speech,c_npc_1,c_npc_1,Locale_SubScenario:event_ce_01_05_26,True,,7,idle,,5,idle,,3,void,,1,sad,,13,idle,,15,surprise,,17,idle,,150,150,1.0,,,,,,,,,,,,,,,
event_ce_01_05_27,40008,event_ce_01_05,Speech,anis,anis,Locale_SubScenario:event_ce_01_05_27,True,,7,idle,,5,idle,,3,angry,,1,sad,,13,idle,,15,surprise,,17,idle,,30,30,1.0,,,,,,,,,,,,,,,
event_ce_01_05_28,40008,event_ce_01_05,Speech,rapi,rapi,Locale_SubScenario:event_ce_01_05_28,True,,7,idle,,5,idle,,3,angry,,1,sad,,13,idle,,15,idle,,17,idle,,30,50,2.0,,,,,,,,,,,,,,,
event_ce_01_05_29,40008,event_ce_01_05,Speech,rapi,rapi,Locale_SubScenario:event_ce_01_05_29,True,,7,idle,,5,think,,3,angry,,1,sad,,13,idle,,15,idle,,17,idle,,50,50,1.0,,,,,,,,,,,,,,,
event_ce_01_05_30,40008,event_ce_01_05,Speech,rapi,rapi,Locale_SubScenario:event_ce_01_05_30,False,,7,idle,,5,think,,3,void,,1,sad,,13,idle,,15,idle,,17,idle,,50,50,1.0,,,,,,,,,,,,,,,
event_ce_01_05_31,40008,event_ce_01_05,Speech,rapi,rapi,Locale_SubScenario:event_ce_01_05_31,True,,7,idle,,5,idle,,3,void,,1,sad,,13,idle,,15,idle,,17,idle,,50,5,1.0,,,,,,,,,,,,,,,
event_ce_01_05_32,40008,event_ce_01_05,Self,rapi,Self,Locale_SubScenario:event_ce_01_05_32,False,,7,idle,,5,idle,,3,void,,1,sad,,13,idle,,15,idle,,17,idle,,5,5,1.0,,,,,,,,,,,,,,,
event_ce_01_05_33,40008,event_ce_01_05,Speech,rapi,rapi,Locale_SubScenario:event_ce_01_05_33,True,,7,idle,,5,idle,,3,void,,1,sad,,13,idle,,15,idle,,17,idle,,5,5,1.0,,,,,,,,,,,,,,,
event_ce_01_05_34,40008,event_ce_01_05,Speech,rapi,rapi,Locale_SubScenario:event_ce_01_05_34,True,,7,idle,,5,idle,,3,void,,1,sad,,13,idle,,15,idle,,17,idle,,5,5,1.0,,,,,,,,,,,,,,,
event_ce_01_05_35,40008,event_ce_01_05,Speech,rapi,rapi,Locale_SubScenario:event_ce_01_05_35,True,,7,idle,,5,idle,,3,void,,1,sad,,13,idle,,15,idle,,17,idle,,5,5,1.0,,,,,,,,,,,,,,,
event_ce_01_05_36,40008,event_ce_01_05,Self,rapi,Self,Locale_SubScenario:event_ce_01_05_36,False,,7,idle,,5,idle,,3,void,,1,sad,,13,idle,,15,idle,,17,idle,,5,5,1.0,,,,,,,,,,,,,,,
event_ce_01_05_37,40008,event_ce_01_05,Speech,rapi,rapi,Locale_SubScenario:event_ce_01_05_37,True,,7,idle,,5,idle,,3,void,,1,sad,,13,idle,,15,idle,,17,idle,,5,5,1.0,,,,,,,,,,,,,,,
event_ce_01_05_38,40008,event_ce_01_05,Speech,rapi,rapi,Locale_SubScenario:event_ce_01_05_38,True,,7,idle,,5,think,,3,void,,1,sad,,13,idle,,15,idle,,17,idle,,5,5,1.0,,,,,,,,,,,,,,,
event_ce_01_05_39,40008,event_ce_01_05,Speech,andersen,andersen,Locale_SubScenario:event_ce_01_05_39,True,,7,idle,,5,think,,3,void,,17,sad,,13,idle,,15,idle,,1,idle,Office,1,1,1.0,bgm_inark,neon,rapi,anis,c_2,c_3,c_npc_1,c_npc_2,,,andersen,1,idle,black,
event_ce_01_05_40,40008,event_ce_01_05,Speech,andersen,andersen,Locale_SubScenario:event_ce_01_05_40,True,,,,,,,,,,,,,,,,,,,,,,,1,1,1.0,,,,,,,,,,,,1,idle,,
event_ce_01_05_41,40008,event_ce_01_05,Speech,andersen,andersen,Locale_SubScenario:event_ce_01_05_41,True,,,,,,,,,,,,,,,,,,,,,,,1,1,1.0,,,,,,,,,,,,1,idle,,
event_ce_01_05_42,40008,event_ce_01_05,Speech,andersen,andersen,Locale_SubScenario:event_ce_01_05_42,True,,,,,,,,,,,,,,,,,,,,,,,1,1,1.0,,,,,,,,,,,,1,idle,,
event_ce_01_05_43,40008,event_ce_01_05,Self,,Self,Locale_SubScenario:event_ce_01_05_43,False,,,,,,,,,,,,,,,,,,,,,,,1,1,1.0,,,,,,,,,,,,1,idle,,
event_ce_01_05_44,40008,event_ce_01_05,Speech,andersen,andersen,Locale_SubScenario:event_ce_01_05_44,True,,,,,,,,,,,,,,,,,,,,,,,1,1,1.0,,,,,,,,,,,,1,idle,,
event_ce_01_05_45,40008,event_ce_01_05,Speech,andersen,andersen,Locale_SubScenario:event_ce_01_05_45,True,,,,,,,,,,,,,,,,,,,,,,,1,1,1.0,,,,,,,,,,,,1,idle,,
event_ce_01_05_46,40008,event_ce_01_05,Speech,andersen,andersen,Locale_SubScenario:event_ce_01_05_46,True,,,,,,,,,,,,,,,,,,,,,,,1,1,1.0,,,,,,,,,,,,1,idle,,
event_ce_01_05_47,40008,event_ce_01_05,Speech,andersen,andersen,Locale_SubScenario:event_ce_01_05_47,True,,,,,,,,,,,,,,,,,,,,,,,1,L_10,2.0,,,,,,,,,,,,1,idle,,
event_ce_01_05_48,40008,event_ce_01_05,Speech,andersen,andersen,Locale_SubScenario:event_ce_01_05_48,True,,,,,,,,,,,,,,,,,,,,,,,L_10,L_10,1.0,,,,,,,,,,,,1,idle,,
event_ce_01_05_49,40008,event_ce_01_05,Self,,Self,Locale_SubScenario:event_ce_01_05_49,False,,,,,,,,,,,,,,,,,,,,,,,L_10,L_10,1.0,,,,,,,,,,,,1,idle,,
event_ce_01_05_50,40008,event_ce_01_05,Speech,andersen,andersen,Locale_SubScenario:event_ce_01_05_50,True,,,,,,,,,,,,,,,,,,,,,,,L_10,L_10,1.0,,,,,,,,,,,,1,idle,,
event_ce_01_05_51,40008,event_ce_01_05,Speech,andersen,andersen,Locale_SubScenario:event_ce_01_05_51,True,,,,,,,,,,,,,,,,,,,,,,,L_10,L_10,1.0,,,,,,,,,,,,1,idle,,
event_ce_01_05_52,40008,event_ce_01_05,Speech,andersen,andersen,Locale_SubScenario:event_ce_01_05_52,True,,,,,,,,,,,,,,,,,,,,,,,L_10,L_10,1.0,,,,,,,,,,,,1,idle,,
event_ce_01_05_53,40008,event_ce_01_05,Speech,andersen,andersen,Locale_SubScenario:event_ce_01_05_53,True,,,,,,,,,,,,,,,,,,,,,,,L_10,L_10,1.0,,,,,,,,,,,,1,idle,,
event_ce_01_05_54,40008,event_ce_01_05,Speech,andersen,andersen,Locale_SubScenario:event_ce_01_05_54,True,,,,,,,,,,,,,,,,,,,,,,,L_10,L_10,1.0,,,,,,,,,,,,1,idle,,
event_ce_01_05_55,40008,event_ce_01_05,Speech,andersen,andersen,Locale_SubScenario:event_ce_01_05_55,True,,,,,,,,,,,,,,,,,,,,,,,L_10,L_10,1.0,,,,,,,,,,,,1,idle,,
event_ce_01_05_56,40008,event_ce_01_05,Speech,andersen,andersen,Locale_SubScenario:event_ce_01_05_56,True,,,,,,,,,,,,,,,,,,,,,,,L_10,L_10,1.0,,,,,,,,,,,,1,idle,,
event_ce_01_05_57,40008,event_ce_01_05,Self,,Self,Locale_SubScenario:event_ce_01_05_57,False,,,,,,,,,,,,,,,,,,,,,,,L_10,L_10,1.0,,,,,,,,,,,,1,idle,,
event_ce_01_05_58,40008,event_ce_01_05,Speech,andersen,andersen,Locale_SubScenario:event_ce_01_05_58,True,,,,,,,,,,,,,,,,,,,,,,,L_10,1,2.0,,,,,,,,,,,,1,idle,,
event_ce_01_05_59,40008,event_ce_01_05,Speech,andersen,andersen,Locale_SubScenario:event_ce_01_05_59,True,,,,,,,,,,,,,,,,,,,,,,,1,1,1.0,,,,,,,,,,,,1,idle,,
event_ce_01_05_60,40008,event_ce_01_05,Speech,c_3,c_3,Locale_SubScenario:event_ce_01_05_60,True,neon,7,idle,rapi,5,idle,anis,3,idle,c_2,17,sad,c_3,13,idle,c_npc_1,15,idle,c_npc_2,1,idle,OutpostOut,130,130,1.0,bgm_story_orangepop,,,,,,,,,,,1,idle,black,andersen
event_ce_01_05_61,40008,event_ce_01_05,Self,,Self,Locale_SubScenario:event_ce_01_05_61,False,,7,idle,,5,idle,,3,idle,,17,sad,,13,idle,,15,idle,,1,idle,,130,130,1.0,,,,,,,,,,,,,,,
event_ce_01_05_62,40008,event_ce_01_05,Speech,c_3,c_3,Locale_SubScenario:event_ce_01_05_62,True,,7,idle,,5,idle,,3,idle,,17,sad,,13,good,,15,idle,,1,idle,,130,12,1.0,,,,,,,,,,,,,,,
event_ce_01_05_63,40008,event_ce_01_05,Speech,c_npc_2,c_npc_2,Locale_SubScenario:event_ce_01_05_63,True,,7,idle,,5,idle,,3,idle,,17,sad,,13,good,,15,idle,,1,idle,,12,12,1.0,,,,,,,,,,,,,,,
event_ce_01_05_64,40008,event_ce_01_05,Speech,c_3,c_3,Locale_SubScenario:event_ce_01_05_64,True,,7,idle,,5,idle,,3,idle,,17,sad,,13,good,,15,idle,,1,idle,,12,12,1.0,,,,,,,,,,,,,,,
event_ce_01_05_65,40008,event_ce_01_05,Speech,c_npc_2,c_npc_2,Locale_SubScenario:event_ce_01_05_65,True,,7,idle,,5,idle,,3,idle,,17,sad,,13,good,,15,idle,,1,smile,,12,12,1.0,,,,,,,,,,,,,,,
event_ce_01_05_66,40008,event_ce_01_05,Speech,c_3,c_3,Locale_SubScenario:event_ce_01_05_66,True,,7,idle,,5,idle,,3,idle,,17,sad,,13,good,,15,idle,,1,smile,,12,12,1.0,,,,,,,,,,,,,,,
event_ce_01_05_67,40008,event_ce_01_05,Speech,c_npc_2,c_npc_2,Locale_SubScenario:event_ce_01_05_67,True,,7,idle,,5,idle,,3,idle,,17,sad,,13,good,,15,idle,,1,smile,,12,12,1.0,,,,,,,,,,,,,,,
event_ce_01_05_68,40008,event_ce_01_05,Speech,c_3,c_3,Locale_SubScenario:event_ce_01_05_68,True,,7,idle,,5,idle,,3,idle,,17,sad,,13,smile,,15,idle,,1,smile,,12,12,1.0,,,,,,,,,,,,,,,
event_ce_01_05_69,40008,event_ce_01_05,Speech,c_2,c_2,Locale_SubScenario:event_ce_01_05_69,True,,7,idle,,5,idle,,3,idle,,17,delight,,13,smile,,15,idle,,1,idle,,170,170,1.0,,,,,,,,,,,,,,,
event_ce_01_05_70,40008,event_ce_01_05,Speech,c_3,c_3,Locale_SubScenario:event_ce_01_05_70,True,,7,idle,,5,idle,,3,idle,,17,delight,,13,good,,15,idle,,1,idle,,170,170,1.0,,,,,,,,,,,,,,,
event_ce_01_05_71,40008,event_ce_01_05,Speech,c_npc_1,c_npc_1,Locale_SubScenario:event_ce_01_05_71,True,,7,idle,,5,idle,,3,idle,,17,delight,,13,good,,15,special,,1,idle,,170,16,1.0,,,,,,,,,,,,,,,
event_ce_01_05_72,40008,event_ce_01_05,Speech,c_3,c_3,Locale_SubScenario:event_ce_01_05_72,True,,7,idle,,5,idle,,3,idle,,17,sad,,13,smile,,15,special,,1,idle,,130,130,1.0,,,,,,,,,,,,,,,
event_ce_01_05_73,40008,event_ce_01_05,Speech,c_3,c_3,Locale_SubScenario:event_ce_01_05_73,True,,7,idle,,5,idle,,3,idle,,17,sad,,13,good,,15,idle,,1,idle,,130,130,1.0,,,,,,,,,,,,,,,
event_ce_01_05_74,40008,event_ce_01_05,Speech,c_3,c_3,Locale_SubScenario:event_ce_01_05_74,True,,7,idle,,5,idle,,3,idle,,17,sad,,13,good,,15,idle,,1,idle,,130,12,2.0,,,,,,,,,,,,,,,
event_ce_01_05_75,40008,event_ce_01_05,Narration,,Narration,Locale_SubScenario:event_ce_01_05_75,False,,7,idle,,5,idle,,3,idle,,17,sad,,13,good,,15,idle,,1,idle,,12,12,1.0,,,,,c_2,c_3,c_npc_1,c_npc_2,,,,,,,
event_ce_01_05_76,40008,event_ce_01_05,Self,,Self,Locale_SubScenario:event_ce_01_05_76,False,,7,idle,,5,idle,,3,idle,,,,,,,,,,,,,,12,12,1.0,,,,,,,,,,,,,,,
event_ce_01_05_77,40008,event_ce_01_05,Speech,anis,anis,Locale_SubScenario:event_ce_01_05_77,True,,7,idle,,5,idle,,3,worry,,,,,,,,,,,,,,12,3,2.0,,,,,,,,,,,,,,,
