id,event_id,group_id,speech_window,highlight,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_ambient,play_bgm,jump_target,is_exit_scenario,speaker,fade,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/1/hide_char_id
snowfall_episode_ludmilla_01_37,80903,snowfall_episode_ludmilla_01,Speech,ludmilla_w,Locale_SubScenario:snowfall_episode_ludmilla_01_37,True,,10,10,1.0,,,,,ludmilla_w,,,1,think,,,,
snowfall_episode_ludmilla_01_38,80903,snowfall_episode_ludmilla_01,Self,ludmilla_w,Locale_SubScenario:snowfall_episode_ludmilla_01_38,False,,10,10,1.0,,,,,,,,1,think,,,,
snowfall_episode_ludmilla_01_39,80903,snowfall_episode_ludmilla_01,Speech,ludmilla_w,Locale_SubScenario:snowfall_episode_ludmilla_01_39,True,,10,1,1.0,,,,,ludmilla_w,,,1,idle,,,,
snowfall_episode_ludmilla_01_40,80903,snowfall_episode_ludmilla_01,Monologue,ludmilla_w,Locale_SubScenario:snowfall_episode_ludmilla_01_40,False,,1,1,1.0,,,,,,,,1,idle,,,,
snowfall_episode_ludmilla_01_41,80903,snowfall_episode_ludmilla_01,Monologue,ludmilla_w,Locale_SubScenario:snowfall_episode_ludmilla_01_41,False,,1,1,1.0,,,,,,,,1,idle,,,,
snowfall_episode_ludmilla_01_42,80903,snowfall_episode_ludmilla_01,Speech,ludmilla_w,Locale_SubScenario:snowfall_episode_ludmilla_01_42,True,,10,10,1.0,,,,,ludmilla_w,black,,1,idle,,,,
snowfall_episode_ludmilla_01_43,80903,snowfall_episode_ludmilla_01,Speech,ludmilla_w,Locale_SubScenario:snowfall_episode_ludmilla_01_43,True,,10,10,1.0,,,,,ludmilla_w,,,1,idle,,,,
snowfall_episode_ludmilla_01_44,80903,snowfall_episode_ludmilla_01,Self,ludmilla_w,Locale_SubScenario:snowfall_episode_ludmilla_01_44,False,,10,10,1.0,,,,,,,,1,idle,,,,
snowfall_episode_ludmilla_01_45,80903,snowfall_episode_ludmilla_01,Self,ludmilla_w,Locale_SubScenario:snowfall_episode_ludmilla_01_45,False,,10,10,1.0,,,,,,,,1,idle,,,,
snowfall_episode_ludmilla_01_46,80903,snowfall_episode_ludmilla_01,Speech,ludmilla_w,Locale_SubScenario:snowfall_episode_ludmilla_01_46,True,,10,10,1.0,,,,,ludmilla_w,,,1,idle,,,,
snowfall_episode_ludmilla_01_47,80903,snowfall_episode_ludmilla_01,Self,ludmilla_w,Locale_SubScenario:snowfall_episode_ludmilla_01_47,False,,10,10,1.0,,,,,,,,1,idle,,,,
snowfall_episode_ludmilla_01_48,80903,snowfall_episode_ludmilla_01,Speech,ludmilla_w,Locale_SubScenario:snowfall_episode_ludmilla_01_48,True,,10,10,1.0,,,,,ludmilla_w,,,1,think,,,,
snowfall_episode_ludmilla_01_49,80903,snowfall_episode_ludmilla_01,Speech,ludmilla_w,Locale_SubScenario:snowfall_episode_ludmilla_01_49,True,,10,10,1.0,,,,,ludmilla_w,,,1,think,,,,
snowfall_episode_ludmilla_01_50,80903,snowfall_episode_ludmilla_01,Speech,,Locale_SubScenario:snowfall_episode_ludmilla_01_50,True,,10,10,1.0,,,,,unknown,,,1,think,,,,
snowfall_episode_ludmilla_01_51,80903,snowfall_episode_ludmilla_01,Speech,ludmilla_w,Locale_SubScenario:snowfall_episode_ludmilla_01_51,False,,10,1,0.6,,,,,ludmilla_w,,,1,angry,,,,
snowfall_episode_ludmilla_01_52,80903,snowfall_episode_ludmilla_01,Self,ludmilla_w,Locale_SubScenario:snowfall_episode_ludmilla_01_52,False,,1,1,1.0,,,,,,,,1,angry,,,,
snowfall_episode_ludmilla_01_53,80903,snowfall_episode_ludmilla_01,Speech,ludmilla_w,Locale_SubScenario:snowfall_episode_ludmilla_01_53,True,,1,1,1.0,,,,,ludmilla_w,,,1,angry,,,,
snowfall_episode_ludmilla_01_54,80903,snowfall_episode_ludmilla_01,Monologue,ludmilla_w,Locale_SubScenario:snowfall_episode_ludmilla_01_54,False,,1,1,1.0,,,,,,,,1,angry,,,,
snowfall_episode_ludmilla_01_55,80903,snowfall_episode_ludmilla_01,Speech,,Locale_SubScenario:snowfall_episode_ludmilla_01_55,True,,1,1,1.0,,,,,unknown,,,1,angry,,,,
snowfall_episode_ludmilla_01_56,80903,snowfall_episode_ludmilla_01,Monologue,ludmilla_w,Locale_SubScenario:snowfall_episode_ludmilla_01_56,False,,1,1,1.0,,,,,,,,1,angry,,,,
snowfall_episode_ludmilla_01_57,80903,snowfall_episode_ludmilla_01,Speech,ludmilla_w,Locale_SubScenario:snowfall_episode_ludmilla_01_57,True,,1,1,1.0,,,,,ludmilla_w,,,1,angry,,,,
snowfall_episode_ludmilla_01_58,80903,snowfall_episode_ludmilla_01,Monologue,ludmilla_w,Locale_SubScenario:snowfall_episode_ludmilla_01_58,False,,1,12,1.0,,,,,,,,1,angry,,,,
snowfall_episode_ludmilla_01_59,80903,snowfall_episode_ludmilla_01,Speech,signal,Locale_SubScenario:snowfall_episode_ludmilla_01_59,True,,12,12,1.0,,,,,signal,,,1,angry,signal,13,idle,
snowfall_episode_ludmilla_01_60,80903,snowfall_episode_ludmilla_01,Self,,Locale_SubScenario:snowfall_episode_ludmilla_01_60,False,,12,12,1.0,,,,,,,,1,surprise,,13,idle,
snowfall_episode_ludmilla_01_61,80903,snowfall_episode_ludmilla_01,Speech,ludmilla_w,Locale_SubScenario:snowfall_episode_ludmilla_01_61,False,,12,12,1.0,,,,,ludmilla_w,,,1,surprise,,13,idle,
snowfall_episode_ludmilla_01_62,80903,snowfall_episode_ludmilla_01,Speech,signal,Locale_SubScenario:snowfall_episode_ludmilla_01_62,False,,12,12,1.0,,,,,signal,,,1,surprise,,13,idle,
snowfall_episode_ludmilla_01_63,80903,snowfall_episode_ludmilla_01,Self,,Locale_SubScenario:snowfall_episode_ludmilla_01_63,False,,12,12,1.0,,,,,,,,1,surprise,,13,idle,
snowfall_episode_ludmilla_01_64,80903,snowfall_episode_ludmilla_01,Speech,signal,Locale_SubScenario:snowfall_episode_ludmilla_01_64,True,,12,12,1.0,,,,,signal,,,1,surprise,,13,shy,
snowfall_episode_ludmilla_01_65,80903,snowfall_episode_ludmilla_01,Speech,ludmilla_w,Locale_SubScenario:snowfall_episode_ludmilla_01_65,True,,12,12,1.0,,,,,ludmilla_w,,,1,think,,13,shy,
snowfall_episode_ludmilla_01_66,80903,snowfall_episode_ludmilla_01,Speech,ludmilla_w,Locale_SubScenario:snowfall_episode_ludmilla_01_66,True,,12,12,1.0,,,,,ludmilla_w,,,1,think,,13,shy,
snowfall_episode_ludmilla_01_67,80903,snowfall_episode_ludmilla_01,Speech,ludmilla_w,Locale_SubScenario:snowfall_episode_ludmilla_01_67,True,,12,12,1.0,,,,,ludmilla_w,,,1,think,,13,shy,
snowfall_episode_ludmilla_01_68,80903,snowfall_episode_ludmilla_01,Speech,signal,Locale_SubScenario:snowfall_episode_ludmilla_01_68,True,,12,12,1.0,,,,,signal,,,1,think,,13,shy,
snowfall_episode_ludmilla_01_69,80903,snowfall_episode_ludmilla_01,Speech,ludmilla_w,Locale_SubScenario:snowfall_episode_ludmilla_01_69,True,,12,12,1.0,,,,,ludmilla_w,,,1,think,,13,shy,
snowfall_episode_ludmilla_01_70,80903,snowfall_episode_ludmilla_01,Speech,signal,Locale_SubScenario:snowfall_episode_ludmilla_01_70,True,,12,12,1.0,,,,,signal,,,1,think,,13,shy,
snowfall_episode_ludmilla_01_71,80903,snowfall_episode_ludmilla_01,Speech,ludmilla_w,Locale_SubScenario:snowfall_episode_ludmilla_01_71,True,,12,12,1.0,,,,,ludmilla_w,,,1,idle,,13,shy,
snowfall_episode_ludmilla_01_72,80903,snowfall_episode_ludmilla_01,Speech,ludmilla_w,Locale_SubScenario:snowfall_episode_ludmilla_01_72,True,,12,12,1.0,,,,,ludmilla_w,,,1,idle,,13,shy,
snowfall_episode_ludmilla_01_73,80903,snowfall_episode_ludmilla_01,Speech,signal,Locale_SubScenario:snowfall_episode_ludmilla_01_73,True,,12,12,1.0,,,,,signal,,,1,idle,,13,shy,
snowfall_episode_ludmilla_01_74,80903,snowfall_episode_ludmilla_01,Speech,ludmilla_w,Locale_SubScenario:snowfall_episode_ludmilla_01_74,True,,12,12,1.0,,,,,ludmilla_w,,,1,idle,,13,shy,
snowfall_episode_ludmilla_01_75,80903,snowfall_episode_ludmilla_01,Speech,signal,Locale_SubScenario:snowfall_episode_ludmilla_01_75,True,,12,12,1.0,,,,,signal,,,1,idle,,13,shy,
snowfall_episode_ludmilla_01_76,80903,snowfall_episode_ludmilla_01,Speech,ludmilla_w,Locale_SubScenario:snowfall_episode_ludmilla_01_76,True,,12,12,1.0,,,,,ludmilla_w,,,1,idle,,13,shy,
snowfall_episode_ludmilla_01_77,80903,snowfall_episode_ludmilla_01,Speech,signal,Locale_SubScenario:snowfall_episode_ludmilla_01_77,True,,12,12,1.0,,,,,signal,,,1,idle,,13,idle,
snowfall_episode_ludmilla_01_78,80903,snowfall_episode_ludmilla_01,Speech,signal,Locale_SubScenario:snowfall_episode_ludmilla_01_78,False,,12,S_130,1.0,,,,,signal,,,1,idle,,13,idle,
snowfall_episode_ludmilla_01_79,80903,snowfall_episode_ludmilla_01,Speech,signal,Locale_SubScenario:snowfall_episode_ludmilla_01_79,True,,S_130,S_130,1.0,,,,,signal,,,1,idle,,13,idle,
snowfall_episode_ludmilla_01_80,80903,snowfall_episode_ludmilla_01,Speech,signal,Locale_SubScenario:snowfall_episode_ludmilla_01_80,False,,S_130,13,0.6,,,,,signal,,,1,idle,,13,shy,
snowfall_episode_ludmilla_01_81,80903,snowfall_episode_ludmilla_01,Speech,signal,Locale_SubScenario:snowfall_episode_ludmilla_01_81,True,,13,13,1.0,,,,,signal,,,1,idle,,13,shy,
snowfall_episode_ludmilla_01_82,80903,snowfall_episode_ludmilla_01,Speech,signal,Locale_SubScenario:snowfall_episode_ludmilla_01_82,True,,13,13,1.0,,,,,signal,,,1,idle,,13,shy,
snowfall_episode_ludmilla_01_83,80903,snowfall_episode_ludmilla_01,Monologue,,Locale_SubScenario:snowfall_episode_ludmilla_01_83,False,,13,13,1.0,,,,,,,,1,think,,13,shy,signal
snowfall_episode_ludmilla_01_84,80903,snowfall_episode_ludmilla_01,Self,,Locale_SubScenario:snowfall_episode_ludmilla_01_84,False,,13,1,1.0,,,,,,,,1,think,,,,
snowfall_episode_ludmilla_01_85,80903,snowfall_episode_ludmilla_01,Speech,ludmilla_w,Locale_SubScenario:snowfall_episode_ludmilla_01_85,True,,1,1,1.0,,,,,ludmilla_w,,,1,think,,,,
snowfall_episode_ludmilla_01_86,80903,snowfall_episode_ludmilla_01,Self,,Locale_SubScenario:snowfall_episode_ludmilla_01_86,False,,1,1,1.0,,,,,,,,1,think,,,,
snowfall_episode_ludmilla_01_87,80903,snowfall_episode_ludmilla_01,Speech,ludmilla_w,Locale_SubScenario:snowfall_episode_ludmilla_01_87,True,,1,10,1.0,,,,,ludmilla_w,,,1,think,,,,
snowfall_episode_ludmilla_01_88,80903,snowfall_episode_ludmilla_01,Speech,ludmilla_w,Locale_SubScenario:snowfall_episode_ludmilla_01_88,True,,10,10,1.0,,,,,ludmilla_w,,,1,think,,,,
snowfall_episode_ludmilla_01_89,80903,snowfall_episode_ludmilla_01,Self,,Locale_SubScenario:snowfall_episode_ludmilla_01_89,False,,10,10,1.0,,,,,,,,1,think,,,,
snowfall_episode_ludmilla_01_90,80903,snowfall_episode_ludmilla_01,Speech,ludmilla_w,Locale_SubScenario:snowfall_episode_ludmilla_01_90,True,,10,10,1.0,,,,,ludmilla_w,,,1,think,,,,
snowfall_episode_ludmilla_01_91,80903,snowfall_episode_ludmilla_01,Self,,Locale_SubScenario:snowfall_episode_ludmilla_01_91,False,,10,10,1.0,,,,,,,,1,think,,,,
snowfall_episode_ludmilla_01_92,80903,snowfall_episode_ludmilla_01,Speech,ludmilla_w,Locale_SubScenario:snowfall_episode_ludmilla_01_92,True,,10,10,1.0,,,,,ludmilla_w,,,1,think,,,,
snowfall_episode_ludmilla_01_93,80903,snowfall_episode_ludmilla_01,Self,,Locale_SubScenario:snowfall_episode_ludmilla_01_93,False,,10,10,1.0,,,,,,,,1,think,,,,
snowfall_episode_ludmilla_01_94,80903,snowfall_episode_ludmilla_01,Speech,ludmilla_w,Locale_SubScenario:snowfall_episode_ludmilla_01_94,True,,10,10,1.0,,,,,ludmilla_w,,,1,think,,,,
snowfall_episode_ludmilla_01_95,80903,snowfall_episode_ludmilla_01,Speech,ludmilla_w,Locale_SubScenario:snowfall_episode_ludmilla_01_95,True,,10,10,1.0,,,,,ludmilla_w,,,1,think,,,,
snowfall_episode_ludmilla_01_96,80903,snowfall_episode_ludmilla_01,Self,,Locale_SubScenario:snowfall_episode_ludmilla_01_96,False,,10,10,1.0,,,,,,,,1,think,,,,
snowfall_episode_ludmilla_01_97,80903,snowfall_episode_ludmilla_01,Speech,ludmilla_w,Locale_SubScenario:snowfall_episode_ludmilla_01_97,True,,10,10,1.0,,,,,ludmilla_w,,,1,think,,,,
snowfall_episode_ludmilla_01_98,80903,snowfall_episode_ludmilla_01,Speech,ludmilla_w,Locale_SubScenario:snowfall_episode_ludmilla_01_98,True,,10,10,1.0,,,,,ludmilla_w,,,1,think,,,,
snowfall_episode_ludmilla_01_99,80903,snowfall_episode_ludmilla_01,Speech,ludmilla_w,Locale_SubScenario:snowfall_episode_ludmilla_01_99,True,,10,10,1.0,,,,,ludmilla_w,,,1,think,,,,
snowfall_episode_ludmilla_01_100,80903,snowfall_episode_ludmilla_01,Self,,Locale_SubScenario:snowfall_episode_ludmilla_01_100,False,,10,10,1.0,,,,,,,,1,think,,,,
snowfall_episode_ludmilla_01_101,80903,snowfall_episode_ludmilla_01,Self,,Locale_SubScenario:snowfall_episode_ludmilla_01_101,False,,10,10,1.0,,,,,,,,1,think,,,,
snowfall_episode_ludmilla_01_102,80903,snowfall_episode_ludmilla_01,Speech,ludmilla_w,Locale_SubScenario:snowfall_episode_ludmilla_01_102,True,,10,10,1.0,,,,,ludmilla_w,,,1,idle,,,,
snowfall_episode_ludmilla_01_103,80903,snowfall_episode_ludmilla_01,Speech,ludmilla_w,Locale_SubScenario:snowfall_episode_ludmilla_01_103,True,,10,10,1.0,,,,,ludmilla_w,,,1,idle,,,,
snowfall_episode_ludmilla_01_104,80903,snowfall_episode_ludmilla_01,Speech,ludmilla_w,Locale_SubScenario:snowfall_episode_ludmilla_01_104,True,,10,10,1.0,,,,,ludmilla_w,,,1,idle,,,,
snowfall_episode_ludmilla_01_105,80903,snowfall_episode_ludmilla_01,Speech,ludmilla_w,Locale_SubScenario:snowfall_episode_ludmilla_01_105,True,,10,10,1.0,,,,,ludmilla_w,,,1,idle,,,,
snowfall_episode_ludmilla_01_106,80903,snowfall_episode_ludmilla_01,Speech,ludmilla_w,Locale_SubScenario:snowfall_episode_ludmilla_01_106,False,,10,10,1.0,,,,,ludmilla_w,,,1,think,,,,
snowfall_episode_ludmilla_01_107,80903,snowfall_episode_ludmilla_01,Speech,ludmilla_w,Locale_SubScenario:snowfall_episode_ludmilla_01_107,True,,10,1,1.0,,,,,ludmilla_w,,,1,think,,,,
snowfall_episode_ludmilla_01_108,80903,snowfall_episode_ludmilla_01,Speech,ludmilla_w,Locale_SubScenario:snowfall_episode_ludmilla_01_108,True,,1,1,1.0,,,,,ludmilla_w,,,1,think,,,,
snowfall_episode_ludmilla_01_109,80903,snowfall_episode_ludmilla_01,Self,,Locale_SubScenario:snowfall_episode_ludmilla_01_109,False,,1,1,1.0,,,,,,,,1,think,,,,
snowfall_episode_ludmilla_01_110,80903,snowfall_episode_ludmilla_01,Speech,ludmilla_w,Locale_SubScenario:snowfall_episode_ludmilla_01_110,True,,1,1,1.0,,,,,ludmilla_w,,,1,think,,,,
snowfall_episode_ludmilla_01_111,80903,snowfall_episode_ludmilla_01,Speech,ludmilla_w,Locale_SubScenario:snowfall_episode_ludmilla_01_111,True,,1,1,1.0,,,,,ludmilla_w,,,1,think,,,,
snowfall_episode_ludmilla_01_112,80903,snowfall_episode_ludmilla_01,Speech,ludmilla_w,Locale_SubScenario:snowfall_episode_ludmilla_01_112,True,,1,1,1.0,,,,,ludmilla_w,,,1,think,,,,
snowfall_episode_ludmilla_01_113,80903,snowfall_episode_ludmilla_01,Speech,ludmilla_w,Locale_SubScenario:snowfall_episode_ludmilla_01_113,True,,1,1,1.0,,,,,ludmilla_w,,,1,think,,,,
snowfall_episode_ludmilla_01_114,80903,snowfall_episode_ludmilla_01,Speech,ludmilla_w,Locale_SubScenario:snowfall_episode_ludmilla_01_114,True,,1,1,1.0,,,,,ludmilla_w,,,1,think,,,,
snowfall_episode_ludmilla_01_115,80903,snowfall_episode_ludmilla_01,Speech,ludmilla_w,Locale_SubScenario:snowfall_episode_ludmilla_01_115,True,,1,1,1.0,,,,,ludmilla_w,,,1,think,,,,
snowfall_episode_ludmilla_01_116,80903,snowfall_episode_ludmilla_01,Self,,Locale_SubScenario:snowfall_episode_ludmilla_01_116,False,,1,1,1.0,,,,,,,,1,think,,,,
snowfall_episode_ludmilla_01_117,80903,snowfall_episode_ludmilla_01,Speech,ludmilla_w,Locale_SubScenario:snowfall_episode_ludmilla_01_117,True,,1,1,1.0,,,,,ludmilla_w,,,1,idle,,,,
snowfall_episode_ludmilla_01_118,80903,snowfall_episode_ludmilla_01,Speech,ludmilla_w,Locale_SubScenario:snowfall_episode_ludmilla_01_118,True,,1,1,1.0,,,,,ludmilla_w,,,1,idle,,,,
snowfall_episode_ludmilla_01_119,80903,snowfall_episode_ludmilla_01,Monologue,,Locale_SubScenario:snowfall_episode_ludmilla_01_119,False,,1,1,1.0,,,,,,,,1,idle,,,,
snowfall_episode_ludmilla_01_120,80903,snowfall_episode_ludmilla_01,Monologue,,Locale_SubScenario:snowfall_episode_ludmilla_01_120,False,,1,10,1.0,,,,,,,,1,idle,,,,
snowfall_episode_ludmilla_01_121,80903,snowfall_episode_ludmilla_01,Speech,ludmilla_w,Locale_SubScenario:snowfall_episode_ludmilla_01_121,True,,10,10,1.0,,,,,ludmilla_w,,,1,think,,,,
snowfall_episode_ludmilla_01_122,80903,snowfall_episode_ludmilla_01,Speech,ludmilla_w,Locale_SubScenario:snowfall_episode_ludmilla_01_122,True,,10,10,1.0,,,,,ludmilla_w,,,1,think,,,,
snowfall_episode_ludmilla_01_123,80903,snowfall_episode_ludmilla_01,Self,,Locale_SubScenario:snowfall_episode_ludmilla_01_123,False,,10,10,1.0,,,,,,,,1,think,,,,
snowfall_episode_ludmilla_01_124,80903,snowfall_episode_ludmilla_01,Speech,ludmilla_w,Locale_SubScenario:snowfall_episode_ludmilla_01_124,True,,10,10,1.0,,,,,ludmilla_w,,,1,think,,,,
snowfall_episode_ludmilla_01_125,80903,snowfall_episode_ludmilla_01,Speech,ludmilla_w,Locale_SubScenario:snowfall_episode_ludmilla_01_125,False,,10,10,1.0,,,,,ludmilla_w,,,1,angry,,,,
snowfall_episode_ludmilla_01_126,80903,snowfall_episode_ludmilla_01,Speech,ludmilla_w,Locale_SubScenario:snowfall_episode_ludmilla_01_126,True,,10,1,1.0,,,,,ludmilla_w,,,1,idle,,,,
snowfall_episode_ludmilla_01_127,80903,snowfall_episode_ludmilla_01,Speech,ludmilla_w,Locale_SubScenario:snowfall_episode_ludmilla_01_127,True,,1,1,1.0,,,,,ludmilla_w,,,1,idle,,,,
