id,event_id,group_id,speech_window,scenario_localkey,play_lipSync,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,set_background,set_start_camera,set_end_camera,set_camera_duration,play_sound,play_bgm,highlight,speaker
event_beautyfullshot1_04_s_20,40051,event_beautyfullshot1_04_s,Speech,Locale_MainScenario:event_beautyfullshot1_04_s_20,True,,1,no,,3,angry,,13,idle,,31,31,1.0,,,maiden_s,maiden_s
event_beautyfullshot1_04_s_21,40051,event_beautyfullshot1_04_s,Self,Locale_MainScenario:event_beautyfullshot1_04_s_21,False,,1,no,,3,angry,,13,idle,,31,31,1.0,,,maiden_s,
event_beautyfullshot1_04_s_22,40051,event_beautyfullshot1_04_s,Speech,Locale_MainScenario:event_beautyfullshot1_04_s_22,True,,1,no,,3,angry,,13,idle,,31,31,1.0,,,maiden_s,maiden_s
event_beautyfullshot1_04_s_23,40051,event_beautyfullshot1_04_s,Speech,Locale_MainScenario:event_beautyfullshot1_04_s_23,True,,1,no,,3,angry,,13,idle,,31,31,1.0,,,guilty_s,guilty_s
event_beautyfullshot1_04_s_24,40051,event_beautyfullshot1_04_s,Speech,Locale_MainScenario:event_beautyfullshot1_04_s_24,True,,1,no,,3,angry,,13,idle,,31,S_10,1.0,,,maiden_s,maiden_s
event_beautyfullshot1_04_s_25,40051,event_beautyfullshot1_04_s,Speech,Locale_MainScenario:event_beautyfullshot1_04_s_25,True,,1,no,,3,angry,,13,idle,,S_10,S_100,1.0,,,maiden_s,maiden_s
event_beautyfullshot1_04_s_26,40051,event_beautyfullshot1_04_s,Speech,Locale_MainScenario:event_beautyfullshot1_04_s_26,True,,1,no,,3,angry,,13,idle,,S_100,S_100,1.0,,,maiden_s,maiden_s
event_beautyfullshot1_04_s_27,40051,event_beautyfullshot1_04_s,Speech,Locale_MainScenario:event_beautyfullshot1_04_s_27,True,,1,no,,3,angry,,13,idle,,S_100,1300,1.0,,,sakura_s,sakura_s
event_beautyfullshot1_04_s_28,40051,event_beautyfullshot1_04_s,Speech,Locale_MainScenario:event_beautyfullshot1_04_s_28,True,,1,no,,3,angry,,13,idle,,1300,1300,1.0,,,sakura_s,sakura_s
event_beautyfullshot1_04_s_29,40051,event_beautyfullshot1_04_s,Speech,Locale_MainScenario:event_beautyfullshot1_04_s_29,True,,1,no,,3,angry,,13,idle,,1300,S_100,1.0,,,maiden_s,maiden_s
event_beautyfullshot1_04_s_30,40051,event_beautyfullshot1_04_s,Speech,Locale_MainScenario:event_beautyfullshot1_04_s_30,True,,1,no,,3,angry,,13,idle,,S_100,S_100,1.0,,,maiden_s,maiden_s
event_beautyfullshot1_04_s_31,40051,event_beautyfullshot1_04_s,Speech,Locale_MainScenario:event_beautyfullshot1_04_s_31,True,,1,no,,3,angry,,13,idle,,S_100,S_100,1.0,,,maiden_s,maiden_s
event_beautyfullshot1_04_s_32,40051,event_beautyfullshot1_04_s,Speech,Locale_MainScenario:event_beautyfullshot1_04_s_32,True,,1,no,,3,angry,,13,idle,,S_100,S_100,1.0,,,maiden_s,maiden_s
event_beautyfullshot1_04_s_33,40051,event_beautyfullshot1_04_s,Speech,Locale_MainScenario:event_beautyfullshot1_04_s_33,True,,1,no,,3,angry,,13,idle,,1300,1300,1.0,,,sakura_s,sakura_s
event_beautyfullshot1_04_s_34,40051,event_beautyfullshot1_04_s,Self,Locale_MainScenario:event_beautyfullshot1_04_s_34,False,,1,no,,3,angry,,13,idle,,300,300,1.0,,,guilty_s,
event_beautyfullshot1_04_s_35,40051,event_beautyfullshot1_04_s,Speech,Locale_MainScenario:event_beautyfullshot1_04_s_35,True,,1,no,,3,idle,,13,idle,,300,300,1.0,,,guilty_s,guilty_s
event_beautyfullshot1_04_s_36,40051,event_beautyfullshot1_04_s,Speech,Locale_MainScenario:event_beautyfullshot1_04_s_36,True,,1,no,,3,idle,,13,idle,,1300,1300,1.0,,,sakura_s,sakura_s
event_beautyfullshot1_04_s_37,40051,event_beautyfullshot1_04_s,Speech,Locale_MainScenario:event_beautyfullshot1_04_s_37,True,,1,no,,3,idle,,13,idle,,1300,130,1.0,,,sakura_s,sakura_s
event_beautyfullshot1_04_s_38,40051,event_beautyfullshot1_04_s,Speech,Locale_MainScenario:event_beautyfullshot1_04_s_38,True,,1,no,,3,idle,,13,idle,,130,113,1.0,,,maiden_s,maiden_s
event_beautyfullshot1_04_s_39,40051,event_beautyfullshot1_04_s,Speech,Locale_MainScenario:event_beautyfullshot1_04_s_39,True,,1,no,,3,idle,,13,idle,,113,113,1.0,,,maiden_s,maiden_s
event_beautyfullshot1_04_s_40,40051,event_beautyfullshot1_04_s,Speech,Locale_MainScenario:event_beautyfullshot1_04_s_40,False,,1,no,,3,idle,,13,idle,,113,113,1.0,,,sakura_s,sakura_s
event_beautyfullshot1_04_s_41,40051,event_beautyfullshot1_04_s,Speech,Locale_MainScenario:event_beautyfullshot1_04_s_41,True,,1,no,,3,idle,,13,idle,,113,113,1.0,,,maiden_s,maiden_s
event_beautyfullshot1_04_s_42,40051,event_beautyfullshot1_04_s,Speech,Locale_MainScenario:event_beautyfullshot1_04_s_42,True,,1,no,,3,idle,,13,idle,,30,30,1.0,,,guilty_s,guilty_s
event_beautyfullshot1_04_s_43,40051,event_beautyfullshot1_04_s,Speech,Locale_MainScenario:event_beautyfullshot1_04_s_43,True,,1,no,,3,idle,,13,idle,,130,130,1.0,,,sakura_s,sakura_s
event_beautyfullshot1_04_s_44,40051,event_beautyfullshot1_04_s,Speech,Locale_MainScenario:event_beautyfullshot1_04_s_44,True,,1,no,,3,idle,,13,idle,,130,13,1.0,,,sakura_s,sakura_s
event_beautyfullshot1_04_s_45,40051,event_beautyfullshot1_04_s,Speech,Locale_MainScenario:event_beautyfullshot1_04_s_45,True,,1,no,,3,idle,,13,idle,,13,13,1.0,,,sakura_s,sakura_s
event_beautyfullshot1_04_s_46,40051,event_beautyfullshot1_04_s,Speech,Locale_MainScenario:event_beautyfullshot1_04_s_46,True,,1,no,,3,idle,,13,idle,,13,13,1.0,,,sakura_s,sakura_s
event_beautyfullshot1_04_s_47,40051,event_beautyfullshot1_04_s,Speech,Locale_MainScenario:event_beautyfullshot1_04_s_47,True,,1,no,,3,idle,,13,idle,,13,13,1.0,,,sakura_s,sakura_s
event_beautyfullshot1_04_s_48,40051,event_beautyfullshot1_04_s,Speech,Locale_MainScenario:event_beautyfullshot1_04_s_48,True,,1,no,,3,idle,,13,idle,,13,13,1.0,,,sakura_s,sakura_s
event_beautyfullshot1_04_s_49,40051,event_beautyfullshot1_04_s,Speech,Locale_MainScenario:event_beautyfullshot1_04_s_49,True,,1,no,,3,idle,,13,idle,,13,113,1.0,,,maiden_s,maiden_s
event_beautyfullshot1_04_s_50,40051,event_beautyfullshot1_04_s,Speech,Locale_MainScenario:event_beautyfullshot1_04_s_50,True,,1,no,,3,idle,,13,idle,,113,113,1.0,,,maiden_s,maiden_s
event_beautyfullshot1_04_s_51,40051,event_beautyfullshot1_04_s,Speech,Locale_MainScenario:event_beautyfullshot1_04_s_51,True,,1,no,,3,idle,,13,idle,,113,113,1.0,,,maiden_s,maiden_s
event_beautyfullshot1_04_s_52,40051,event_beautyfullshot1_04_s,Self,Locale_MainScenario:event_beautyfullshot1_04_s_52,False,,1,no,,3,idle,,13,idle,,113,113,1.0,,,maiden_s,
event_beautyfullshot1_04_s_53,40051,event_beautyfullshot1_04_s,Speech,Locale_MainScenario:event_beautyfullshot1_04_s_53,True,,1,no,,3,idle,,13,idle,,113,S_10,1.0,,,maiden_s,maiden_s
event_beautyfullshot1_04_s_54,40051,event_beautyfullshot1_04_s,Speech,Locale_MainScenario:event_beautyfullshot1_04_s_54,True,,1,no,,3,idle,,13,idle,,S_10,S_10,1.0,,,maiden_s,maiden_s
event_beautyfullshot1_04_s_55,40051,event_beautyfullshot1_04_s,Speech,Locale_MainScenario:event_beautyfullshot1_04_s_55,True,,1,no,,3,idle,,13,idle,,S_10,S_10,1.0,,,maiden_s,maiden_s
event_beautyfullshot1_04_s_56,40051,event_beautyfullshot1_04_s,Speech,Locale_MainScenario:event_beautyfullshot1_04_s_56,True,,1,no,,3,idle,,13,idle,,S_10,113,1.0,,,sakura_s,sakura_s
event_beautyfullshot1_04_s_57,40051,event_beautyfullshot1_04_s,Speech,Locale_MainScenario:event_beautyfullshot1_04_s_57,True,,1,no,,3,idle,,13,idle,,113,113,1.0,,,maiden_s,maiden_s
event_beautyfullshot1_04_s_58,40051,event_beautyfullshot1_04_s,Speech,Locale_MainScenario:event_beautyfullshot1_04_s_58,True,,1,no,,3,idle,,13,idle,,113,113,1.0,,,maiden_s,maiden_s
event_beautyfullshot1_04_s_59,40051,event_beautyfullshot1_04_s,Speech,Locale_MainScenario:event_beautyfullshot1_04_s_59,False,,1,no,,3,idle,,13,surprise,,113,113,1.0,,,sakura_s,sakura_s
event_beautyfullshot1_04_s_60,40051,event_beautyfullshot1_04_s,Monologue,Locale_MainScenario:event_beautyfullshot1_04_s_60,False,,1,no,,3,idle,,13,surprise,,113,S_10,1.0,,,maiden_s,
event_beautyfullshot1_04_s_61,40051,event_beautyfullshot1_04_s,Speech,Locale_MainScenario:event_beautyfullshot1_04_s_61,True,,1,no,,3,idle,,13,surprise,,S_10,S_10,1.0,,,maiden_s,maiden_s
event_beautyfullshot1_04_s_62,40051,event_beautyfullshot1_04_s,Speech,Locale_MainScenario:event_beautyfullshot1_04_s_62,True,,1,no,,3,idle,,13,idle,,S_10,S_10,1.0,,,maiden_s,maiden_s
event_beautyfullshot1_04_s_63,40051,event_beautyfullshot1_04_s,Monologue,Locale_MainScenario:event_beautyfullshot1_04_s_63,False,,1,no,,3,idle,,13,idle,,S_10,S_10,1.0,,,maiden_s,
event_beautyfullshot1_04_s_64,40051,event_beautyfullshot1_04_s,Speech,Locale_MainScenario:event_beautyfullshot1_04_s_64,True,,1,no,,3,idle,,13,idle,,S_10,S_10,1.0,,,maiden_s,maiden_s
event_beautyfullshot1_04_s_65,40051,event_beautyfullshot1_04_s,Speech,Locale_MainScenario:event_beautyfullshot1_04_s_65,True,,1,no,,3,idle,,13,idle,,S_10,S_10,1.0,,,maiden_s,maiden_s
event_beautyfullshot1_04_s_66,40051,event_beautyfullshot1_04_s,Self,Locale_MainScenario:event_beautyfullshot1_04_s_66,False,,1,no,,3,idle,,13,idle,,S_10,S_10,1.0,,,maiden_s,
event_beautyfullshot1_04_s_67,40051,event_beautyfullshot1_04_s,Speech,Locale_MainScenario:event_beautyfullshot1_04_s_67,True,,1,no,,3,idle,,13,idle,,S_10,S_100,1.0,,,maiden_s,maiden_s
event_beautyfullshot1_04_s_68,40051,event_beautyfullshot1_04_s,Self,Locale_MainScenario:event_beautyfullshot1_04_s_68,False,,1,no,,3,idle,,13,idle,,S_100,S_100,1.0,,,maiden_s,
event_beautyfullshot1_04_s_69,40051,event_beautyfullshot1_04_s,Speech,Locale_MainScenario:event_beautyfullshot1_04_s_69,True,,1,no,,3,idle,,13,idle,,S_100,S_100,1.0,,,maiden_s,maiden_s
event_beautyfullshot1_04_s_70,40051,event_beautyfullshot1_04_s,Speech,Locale_MainScenario:event_beautyfullshot1_04_s_70,True,,1,no,,3,idle,,13,idle,,S_100,S_100,1.0,,,maiden_s,maiden_s
event_beautyfullshot1_04_s_71,40051,event_beautyfullshot1_04_s,Self,Locale_MainScenario:event_beautyfullshot1_04_s_71,False,,1,no,,3,idle,,13,idle,,S_100,S_100,1.0,,,maiden_s,
event_beautyfullshot1_04_s_72,40051,event_beautyfullshot1_04_s,Speech,Locale_MainScenario:event_beautyfullshot1_04_s_72,True,,1,no,,3,idle,,13,idle,,S_100,S_100,1.0,,,maiden_s,maiden_s
event_beautyfullshot1_04_s_73,40051,event_beautyfullshot1_04_s,Speech,Locale_MainScenario:event_beautyfullshot1_04_s_73,True,,1,no,,3,idle,,13,idle,,S_100,S_100,1.0,,,maiden_s,maiden_s
event_beautyfullshot1_04_s_74,40051,event_beautyfullshot1_04_s,Speech,Locale_MainScenario:event_beautyfullshot1_04_s_74,True,,1,no,,3,idle,,13,idle,,S_100,S_10,1.0,,,maiden_s,maiden_s
event_beautyfullshot1_04_s_75,40051,event_beautyfullshot1_04_s,Monologue,Locale_MainScenario:event_beautyfullshot1_04_s_75,False,,1,no,,3,idle,,13,idle,,S_10,113,1.0,,,maiden_s,
event_beautyfullshot1_04_s_76,40051,event_beautyfullshot1_04_s,Speech,Locale_MainScenario:event_beautyfullshot1_04_s_76,True,,1,no,,3,idle,,13,idle,,113,113,1.0,,,sakura_s,sakura_s
event_beautyfullshot1_04_s_77,40051,event_beautyfullshot1_04_s,Speech,Locale_MainScenario:event_beautyfullshot1_04_s_77,True,,1,no,,3,idle,,13,idle,,113,113,1.0,,,maiden_s,maiden_s
event_beautyfullshot1_04_s_78,40051,event_beautyfullshot1_04_s,Speech,Locale_MainScenario:event_beautyfullshot1_04_s_78,True,,1,no,,3,idle,,13,idle,,113,31,1.0,,,guilty_s,guilty_s
event_beautyfullshot1_04_s_79,40051,event_beautyfullshot1_04_s,Speech,Locale_MainScenario:event_beautyfullshot1_04_s_79,True,,1,no,,3,idle,,13,idle,,31,31,1.0,,,maiden_s,maiden_s
event_beautyfullshot1_04_s_80,40051,event_beautyfullshot1_04_s,Speech,Locale_MainScenario:event_beautyfullshot1_04_s_80,True,,1,no,,3,idle,,13,idle,,31,31,1.0,,,guilty_s,guilty_s
event_beautyfullshot1_04_s_81,40051,event_beautyfullshot1_04_s,Speech,Locale_MainScenario:event_beautyfullshot1_04_s_81,True,,1,no,,3,idle,,13,idle,,31,113,1.0,,,maiden_s,maiden_s
event_beautyfullshot1_04_s_82,40051,event_beautyfullshot1_04_s,Speech,Locale_MainScenario:event_beautyfullshot1_04_s_82,True,,1,no,,3,idle,,13,idle,,113,113,1.0,,,maiden_s,maiden_s
event_beautyfullshot1_04_s_83,40051,event_beautyfullshot1_04_s,Speech,Locale_MainScenario:event_beautyfullshot1_04_s_83,True,,1,no,,3,idle,,13,smile,,113,113,1.0,,,sakura_s,sakura_s
event_beautyfullshot1_04_s_84,40051,event_beautyfullshot1_04_s,Speech,Locale_MainScenario:event_beautyfullshot1_04_s_84,True,,1,no,,3,idle,,13,smile,,113,113,1.0,,,sakura_s,sakura_s
event_beautyfullshot1_04_s_85,40051,event_beautyfullshot1_04_s,Speech,Locale_MainScenario:event_beautyfullshot1_04_s_85,True,,1,no,,3,idle,,13,smile,,113,113,1.0,,,maiden_s,maiden_s
event_beautyfullshot1_04_s_86,40051,event_beautyfullshot1_04_s,Speech,Locale_MainScenario:event_beautyfullshot1_04_s_86,True,,1,no,,3,idle,,13,smile,,113,113,1.0,,,maiden_s,maiden_s
event_beautyfullshot1_04_s_87,40051,event_beautyfullshot1_04_s,Speech,Locale_MainScenario:event_beautyfullshot1_04_s_87,True,,1,no,,3,idle,,13,smile,,113,113,1.0,,,sakura_s,sakura_s
event_beautyfullshot1_04_s_88,40051,event_beautyfullshot1_04_s,Speech,Locale_MainScenario:event_beautyfullshot1_04_s_88,True,,1,no,,3,idle,,13,smile,,113,113,1.0,,,maiden_s,maiden_s
event_beautyfullshot1_04_s_89,40051,event_beautyfullshot1_04_s,Self,Locale_MainScenario:event_beautyfullshot1_04_s_89,False,,1,no,,3,idle,,13,smile,,113,113,1.0,,,maiden_s,
event_beautyfullshot1_04_s_90,40051,event_beautyfullshot1_04_s,Speech,Locale_MainScenario:event_beautyfullshot1_04_s_90,True,,1,no,,3,idle,,13,smile,,113,1,1.0,,,maiden_s,maiden_s
event_beautyfullshot1_04_s_91,40051,event_beautyfullshot1_04_s,Speech,Locale_MainScenario:event_beautyfullshot1_04_s_91,True,,1,no,,3,idle,,13,smile,,1,S_10,1.0,,,maiden_s,maiden_s
event_beautyfullshot1_04_s_92,40051,event_beautyfullshot1_04_s,Self,Locale_MainScenario:event_beautyfullshot1_04_s_92,False,,1,no,,3,idle,,13,smile,,S_10,S_10,1.0,,,maiden_s,
event_beautyfullshot1_04_s_93,40051,event_beautyfullshot1_04_s,Monologue,Locale_MainScenario:event_beautyfullshot1_04_s_93,False,,1,no,,3,idle,,13,smile,,black,black,1.0,,,maiden_s,
