id,event_id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,play_sound,set_filter_01,set_filter_02,set_camera_shake,characters/0/hide_char_id,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,fade,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,characters/3/show_char_id,characters/3/set_char_position,characters/3/set_char_anim,characters/2/hide_char_id,characters/3/hide_char_id
event_redash1_03_e_64,40031,event_redash1_03_e,Speech,commander_op_r,commander_op_r,Locale_MainScenario:event_redash1_03_e_64,True,,1,sad,,130,130,1.0,,,,,,,,13,go,,,OP_leftup,think,,OP_rightup,no,,
event_redash1_03_e_65,40031,event_redash1_03_e,Speech,redhood,redhood,Locale_MainScenario:event_redash1_03_e_65,True,,1,sad,,130,13,1.0,,,,,,,,13,idle,,,OP_leftup,think,,OP_rightup,no,,
event_redash1_03_e_66,40031,event_redash1_03_e,Narration,,,Locale_MainScenario:event_redash1_03_e_66,False,,1,sad,,13,13,1.0,,sfx_scn_connectrobot,,,,,,13,idle,,,OP_leftup,think,,OP_rightup,no,liliweiss_op,commander_op_r
event_redash1_03_e_67,40031,event_redash1_03_e,Speech,redhood,redhood,Locale_MainScenario:event_redash1_03_e_67,True,,1,sad,,13,113,1.0,none,,,,,,,13,idle,,,,,,,,,
event_redash1_03_e_68,40031,event_redash1_03_e,Speech,snowwhite_o,snowwhite_o,Locale_MainScenario:event_redash1_03_e_68,True,,1,sad,,113,113,1.0,,,,,,,,13,idle,,,,,,,,,
event_redash1_03_e_69,40031,event_redash1_03_e,Narration,,,Locale_MainScenario:event_redash1_03_e_69,False,,1,sad,Desert_03,black,black,1.0,,,,,,,,13,idle,,,,,,,,,
event_redash1_03_e_70,40031,event_redash1_03_e,Speech,redhood,redhood,Locale_MainScenario:event_redash1_03_e_70,False,,1,sad,,113,113,1.0,,,,,,,,13,think,,,,,,,,,
event_redash1_03_e_71,40031,event_redash1_03_e,Speech,snowwhite_o,snowwhite_o,Locale_MainScenario:event_redash1_03_e_71,False,,1,sad,,113,113,1.0,,,,,,,,13,think,,,,,,,,,
event_redash1_03_e_72,40031,event_redash1_03_e,Speech,redhood,redhood,Locale_MainScenario:event_redash1_03_e_72,True,,1,sad,,113,113,1.0,,,,,,,,13,idle,,,,,,,,,
event_redash1_03_e_73,40031,event_redash1_03_e,Speech,snowwhite_o,snowwhite_o,Locale_MainScenario:event_redash1_03_e_73,True,,1,sad,,113,113,1.0,,,,,,,,13,idle,,,,,,,,,
event_redash1_03_e_74,40031,event_redash1_03_e,Speech,redhood,redhood,Locale_MainScenario:event_redash1_03_e_74,True,,1,sad,,113,130,1.0,,,,,,,,13,idle,,,,,,,,,
event_redash1_03_e_75,40031,event_redash1_03_e,Speech,redhood,redhood,Locale_MainScenario:event_redash1_03_e_75,True,,1,sad,,130,130,1.0,,,,,,,,13,idle,,,,,,,,,
event_redash1_03_e_76,40031,event_redash1_03_e,Speech,redhood,redhood,Locale_MainScenario:event_redash1_03_e_76,True,,1,sad,,130,130,1.0,,,,,,,,13,idle,,,,,,,,,
event_redash1_03_e_77,40031,event_redash1_03_e,Speech,redhood,redhood,Locale_MainScenario:event_redash1_03_e_77,True,,1,sad,,130,130,1.0,,,,,,,,13,idle,,,,,,,,,
event_redash1_03_e_78,40031,event_redash1_03_e,Speech,snowwhite_o,snowwhite_o,Locale_MainScenario:event_redash1_03_e_78,True,,1,sad,,130,113,1.0,,,,,,,,13,idle,,,,,,,,,
event_redash1_03_e_79,40031,event_redash1_03_e,Narration,,,Locale_MainScenario:event_redash1_03_e_79,False,,1,sad,,113,113,1.0,event_bgm_redash_prologue_loop,,,,,,,13,idle,,,,,,,,,
event_redash1_03_e_80,40031,event_redash1_03_e,Speech,redhood,redhood,Locale_MainScenario:event_redash1_03_e_80,False,,1,sad,,113,113,1.0,,,,,,,,13,think,,,,,,,,,
event_redash1_03_e_81,40031,event_redash1_03_e,Speech,snowwhite_o,snowwhite_o,Locale_MainScenario:event_redash1_03_e_81,False,,1,sad,,113,113,1.0,,,,,,,,13,think,,,,,,,,,
event_redash1_03_e_82,40031,event_redash1_03_e,Speech,redhood,redhood,Locale_MainScenario:event_redash1_03_e_82,True,,1,sad,,113,113,1.0,,,,,,,,13,think,,,,,,,,,
event_redash1_03_e_83,40031,event_redash1_03_e,Speech,snowwhite_o,snowwhite_o,Locale_MainScenario:event_redash1_03_e_83,False,,1,no,,113,113,1.0,,,,,,,,13,think,,,,,,,,,
event_redash1_03_e_84,40031,event_redash1_03_e,Speech,redhood,redhood,Locale_MainScenario:event_redash1_03_e_84,True,,1,no,,113,113,1.0,,,,,,,,13,think,,,,,,,,,
event_redash1_03_e_85,40031,event_redash1_03_e,Speech,snowwhite_o,snowwhite_o,Locale_MainScenario:event_redash1_03_e_85,False,,1,no,,113,113,1.0,,,,,,,,13,think,,,,,,,,,
event_redash1_03_e_86,40031,event_redash1_03_e,Speech,redhood,redhood,Locale_MainScenario:event_redash1_03_e_86,True,,1,no,,113,113,1.0,,,,,,,,13,no,,,,,,,,,
event_redash1_03_e_87,40031,event_redash1_03_e,Speech,snowwhite_o,snowwhite_o,Locale_MainScenario:event_redash1_03_e_87,False,,1,no,,113,113,1.0,,,,,,,,13,no,,,,,,,,,
event_redash1_03_e_88,40031,event_redash1_03_e,Speech,redhood,redhood,Locale_MainScenario:event_redash1_03_e_88,False,,1,no,,113,130,1.0,,,,,,,,13,think,,,,,,,,,
event_redash1_03_e_89,40031,event_redash1_03_e,Speech,redhood,redhood,Locale_MainScenario:event_redash1_03_e_89,True,,1,no,,130,130,1.0,,,,,,,,13,think,,,,,,,,,
event_redash1_03_e_90,40031,event_redash1_03_e,Speech,redhood,redhood,Locale_MainScenario:event_redash1_03_e_90,True,,1,no,,130,1300,0.5,,,,,,,,13,think,,,,,,,,,
event_redash1_03_e_91,40031,event_redash1_03_e,Speech,snowwhite_o,snowwhite_o,Locale_MainScenario:event_redash1_03_e_91,True,,1,sad,,1300,1300,1.0,,,,,,,,13,think,,,,,,,,,
event_redash1_03_e_92,40031,event_redash1_03_e,Speech,redhood,redhood,Locale_MainScenario:event_redash1_03_e_92,True,,1,sad,,1300,130,1.0,,,,,,,,13,think,,,,,,,,,
event_redash1_03_e_93,40031,event_redash1_03_e,Speech,redhood,redhood,Locale_MainScenario:event_redash1_03_e_93,True,,1,sad,,130,130,1.0,,,,,,,,13,think,,,,,,,,,
event_redash1_03_e_94,40031,event_redash1_03_e,Speech,redhood,redhood,Locale_MainScenario:event_redash1_03_e_94,True,,1,sad,,130,130,1.0,,,,,,,,13,think,,,,,,,,,
event_redash1_03_e_95,40031,event_redash1_03_e,Speech,redhood,redhood,Locale_MainScenario:event_redash1_03_e_95,True,,1,sad,,130,130,1.0,,,,,,,,13,think,,,,,,,,,
event_redash1_03_e_96,40031,event_redash1_03_e,Speech,redhood,redhood,Locale_MainScenario:event_redash1_03_e_96,True,,1,sad,,130,130,1.0,,,,,,,,13,think,,,,,,,,,
event_redash1_03_e_97,40031,event_redash1_03_e,Speech,redhood,redhood,Locale_MainScenario:event_redash1_03_e_97,True,,1,sad,,130,130,1.0,,,,,,,,13,think,,,,,,,,,
event_redash1_03_e_98,40031,event_redash1_03_e,Speech,snowwhite_o,snowwhite_o,Locale_MainScenario:event_redash1_03_e_98,False,,1,sad,,130,S_10,1.0,,,,,,,,13,think,,,,,,,,,
event_redash1_03_e_99,40031,event_redash1_03_e,Speech,snowwhite_o,snowwhite_o,Locale_MainScenario:event_redash1_03_e_99,True,,1,sad,,S_10,S_10,1.0,,,,,,,,13,think,,,,,,,,,
event_redash1_03_e_100,40031,event_redash1_03_e,Speech,snowwhite_o,snowwhite_o,Locale_MainScenario:event_redash1_03_e_100,False,,1,sad,,S_10,S_10,1.0,,,,,,,,13,think,,,,,,,,,
event_redash1_03_e_101,40031,event_redash1_03_e,Speech,snowwhite_o,snowwhite_o,Locale_MainScenario:event_redash1_03_e_101,True,,1,sad,,S_10,S_10,1.0,,,,,,,,13,think,,,,,,,,,
event_redash1_03_e_102,40031,event_redash1_03_e,Speech,snowwhite_o,snowwhite_o,Locale_MainScenario:event_redash1_03_e_102,True,,1,sad,,S_10,S_100,1.0,,,,,,,,13,think,,,,,,,,,
event_redash1_03_e_103,40031,event_redash1_03_e,Speech,snowwhite_o,snowwhite_o,Locale_MainScenario:event_redash1_03_e_103,True,,1,sad,,S_100,S_100,1.0,,,,,,,,13,think,,,,,,,,,
event_redash1_03_e_104,40031,event_redash1_03_e,Speech,snowwhite_o,snowwhite_o,Locale_MainScenario:event_redash1_03_e_104,True,,1,sad,,S_100,S_100,1.0,,,,,,,,13,think,,,,,,,,,
event_redash1_03_e_105,40031,event_redash1_03_e,Speech,redhood,redhood,Locale_MainScenario:event_redash1_03_e_105,False,,1,sad,,S_100,1300,1.0,,,,,,,,13,think,,,,,,,,,
event_redash1_03_e_106,40031,event_redash1_03_e,Speech,redhood,redhood,Locale_MainScenario:event_redash1_03_e_106,True,,1,sad,,1300,130,1.0,,,,,,,,13,smile,,,,,,,,,
event_redash1_03_e_107,40031,event_redash1_03_e,Speech,redhood,redhood,Locale_MainScenario:event_redash1_03_e_107,True,,1,sad,,130,130,1.0,,,,,,,,13,smile,,,,,,,,,
event_redash1_03_e_108,40031,event_redash1_03_e,Narration,,,Locale_MainScenario:event_redash1_03_e_108,False,,1,sad,,130,113,1.0,,,,,,,,13,smile,,,,,,,,,
event_redash1_03_e_109,40031,event_redash1_03_e,Speech,redhood,redhood,Locale_MainScenario:event_redash1_03_e_109,True,,1,sad,,113,113,1.0,,,,,,,,13,worry,,,,,,,,,
event_redash1_03_e_110,40031,event_redash1_03_e,Speech,snowwhite_o,snowwhite_o,Locale_MainScenario:event_redash1_03_e_110,False,,1,no,,113,113,1.0,,,,,,,,13,worry,,,,,,,,,
event_redash1_03_e_111,40031,event_redash1_03_e,Speech,redhood,redhood,Locale_MainScenario:event_redash1_03_e_111,True,,1,no,,113,113,1.0,,,,,,,,13,no,,,,,,,,,
event_redash1_03_e_112,40031,event_redash1_03_e,Speech,snowwhite_o,snowwhite_o,Locale_MainScenario:event_redash1_03_e_112,False,,1,no,,113,113,1.0,,,,,,,,13,no,,,,,,,,,
event_redash1_03_e_113,40031,event_redash1_03_e,Speech,redhood,redhood,Locale_MainScenario:event_redash1_03_e_113,False,,1,no,,113,113,1.0,,,,,,,,13,idle,,,,,,,,,
event_redash1_03_e_114,40031,event_redash1_03_e,Speech,snowwhite_o,snowwhite_o,Locale_MainScenario:event_redash1_03_e_114,True,,1,angry,,113,113,1.0,,,,,,,,13,idle,,,,,,,,,
