id,event_id,group_id,speech_window,highlight,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,speaker,play_sound,fade,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/0/hide_char_id,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/1/hide_char_id,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,characters/2/hide_char_id,characters/3/show_char_id,characters/3/set_char_position,characters/3/set_char_anim,characters/3/hide_char_id,characters/4/show_char_id,characters/4/set_char_position,characters/4/set_char_anim,effects/0/play_effect_id,effects/0/set_effect_position,effects/0/is_effect_movable,effects/0/stop_effect_id
event_ce004_1_intermission_01_15,40055,event_ce004_1_intermission_01,Monologue,ce004_04,Locale_SubScenario:event_ce004_1_intermission_01_15,False,TechIndoor,black,black,1.0,,,,,,2,angry,ce004_01,,12,idle,ce004_02,ce004_03,2,idle,,ce004_04,12,idle,,,,,,,,fx_Eventscene_camera_recording
event_ce004_1_intermission_01_16,40055,event_ce004_1_intermission_01,Speech,ce004_04,Locale_SubScenario:event_ce004_1_intermission_01_16,True,,1,1,1.0,,ce004_04,,,,,,,,,,,,2,idle,,,12,idle,,,,,,,,
event_ce004_1_intermission_01_17,40055,event_ce004_1_intermission_01,Speech,ce004_04,Locale_SubScenario:event_ce004_1_intermission_01_17,True,,1,1,1.0,,ce004_04,,,,,,,,,,,,2,idle,,,12,idle,,,,,,,,
event_ce004_1_intermission_01_18,40055,event_ce004_1_intermission_01,Speech,ce004_03,Locale_SubScenario:event_ce004_1_intermission_01_18,True,,1,1,1.0,,ce004_03,,,,,,,,,,,,2,idle,,,12,idle,,,,,,,,
event_ce004_1_intermission_01_19,40055,event_ce004_1_intermission_01,Speech,ce004_03,Locale_SubScenario:event_ce004_1_intermission_01_19,True,,1,1,1.0,,ce004_03,,,,,,,,,,,,2,idle,,,12,idle,,,,,,,,
event_ce004_1_intermission_01_20,40055,event_ce004_1_intermission_01,Speech,ce004_03,Locale_SubScenario:event_ce004_1_intermission_01_20,True,,1,1,1.0,,ce004_03,,,,,,,,,,,,2,idle,,,12,idle,,,,,,,,
event_ce004_1_intermission_01_21,40055,event_ce004_1_intermission_01,Speech,ce004_03,Locale_SubScenario:event_ce004_1_intermission_01_21,False,,1,1,1.0,,announcement,,,,,,,,,,,,2,idle,,,12,idle,,,,,,,,
event_ce004_1_intermission_01_22,40055,event_ce004_1_intermission_01,Speech,ce004_03,Locale_SubScenario:event_ce004_1_intermission_01_22,True,,1,1,1.0,,ce004_03,,,,,,,,,,,,2,idle,,,12,idle,,,,,,,,
event_ce004_1_intermission_01_23,40055,event_ce004_1_intermission_01,Speech,ce004_04,Locale_SubScenario:event_ce004_1_intermission_01_23,True,,1,1,1.0,,ce004_04,,,,,,,,,,,,2,idle,,,12,idle,,,,,,,,
event_ce004_1_intermission_01_24,40055,event_ce004_1_intermission_01,Narration,ce004_04,Locale_SubScenario:event_ce004_1_intermission_01_24,False,,black,black,1.0,,,,,,,,,,,,,,2,idle,,,12,idle,,,,,,,,
event_ce004_1_intermission_01_25,40055,event_ce004_1_intermission_01,Speech,ce004_03,Locale_SubScenario:event_ce004_1_intermission_01_25,False,,1,1,1.0,,ce004_03,,,,,,,,,,,,2,angry,,,12,think,,,,,,,,
event_ce004_1_intermission_01_26,40055,event_ce004_1_intermission_01,Speech,ce004_04,Locale_SubScenario:event_ce004_1_intermission_01_26,False,,1,1,1.0,,ce004_04,,,,,,,,,,,,2,angry,,,12,think,,,,,,,,
event_ce004_1_intermission_01_27,40055,event_ce004_1_intermission_01,Monologue,ce004_04,Locale_SubScenario:event_ce004_1_intermission_01_27,False,,1,1,1.0,,,,,,,,,,,,,,2,angry,,,12,think,,,,,,,,
event_ce004_1_intermission_01_28,40055,event_ce004_1_intermission_01,Narration,ce004_04,Locale_SubScenario:event_ce004_1_intermission_01_28,False,,black,black,1.0,,,sfx_scn_1shot,,,,,,,,,,,2,angry,ce004_03,,12,think,ce004_04,,,,,,,
event_ce004_1_intermission_01_29,40055,event_ce004_1_intermission_01,Self,andersen,Locale_SubScenario:event_ce004_1_intermission_01_29,False,Office,L_10,L_10,1.0,bgm_story_fairytalesend_if,,,black,,,,,,,,,,,,,,,,,andersen,1,idle,,,,
event_ce004_1_intermission_01_30,40055,event_ce004_1_intermission_01,Speech,andersen,Locale_SubScenario:event_ce004_1_intermission_01_30,True,,L_10,L_10,1.0,,andersen,,,,,,,,,,,,,,,,,,,,1,idle,,,,
event_ce004_1_intermission_01_31,40055,event_ce004_1_intermission_01,Speech,andersen,Locale_SubScenario:event_ce004_1_intermission_01_31,True,,L_10,L_10,1.0,,andersen,,,,,,,,,,,,,,,,,,,,1,idle,,,,
event_ce004_1_intermission_01_32,40055,event_ce004_1_intermission_01,Speech,andersen,Locale_SubScenario:event_ce004_1_intermission_01_32,True,,L_10,L_10,1.0,,andersen,,,,,,,,,,,,,,,,,,,,1,idle,,,,
event_ce004_1_intermission_01_33,40055,event_ce004_1_intermission_01,Self,andersen,Locale_SubScenario:event_ce004_1_intermission_01_33,False,,L_10,L_10,1.0,,,,,,,,,,,,,,,,,,,,,,1,idle,,,,
event_ce004_1_intermission_01_34,40055,event_ce004_1_intermission_01,Speech,andersen,Locale_SubScenario:event_ce004_1_intermission_01_34,True,,L_10,L_10,1.0,,andersen,,,,,,,,,,,,,,,,,,,,1,idle,,,,
event_ce004_1_intermission_01_35,40055,event_ce004_1_intermission_01,Speech,andersen,Locale_SubScenario:event_ce004_1_intermission_01_35,True,,L_10,L_10,1.0,,andersen,,,,,,,,,,,,,,,,,,,,1,idle,,,,
event_ce004_1_intermission_01_36,40055,event_ce004_1_intermission_01,Speech,andersen,Locale_SubScenario:event_ce004_1_intermission_01_36,True,,L_10,L_10,1.0,,andersen,,,,,,,,,,,,,,,,,,,,1,idle,,,,
event_ce004_1_intermission_01_37,40055,event_ce004_1_intermission_01,Speech,andersen,Locale_SubScenario:event_ce004_1_intermission_01_37,True,,L_10,L_10,1.0,,andersen,,,,,,,,,,,,,,,,,,,,1,idle,,,,
event_ce004_1_intermission_01_38,40055,event_ce004_1_intermission_01,Speech,andersen,Locale_SubScenario:event_ce004_1_intermission_01_38,True,,L_10,L_10,1.0,,andersen,,,,,,,,,,,,,,,,,,,,1,idle,,,,
event_ce004_1_intermission_01_39,40055,event_ce004_1_intermission_01,Self,andersen,Locale_SubScenario:event_ce004_1_intermission_01_39,False,,L_10,L_10,1.0,,,,,,,,,,,,,,,,,,,,,,1,idle,,,,
event_ce004_1_intermission_01_40,40055,event_ce004_1_intermission_01,Self,andersen,Locale_SubScenario:event_ce004_1_intermission_01_40,False,,L_10,L_10,1.0,,,,,,,,,,,,,,,,,,,,,,1,idle,,,,
event_ce004_1_intermission_01_41,40055,event_ce004_1_intermission_01,Speech,andersen,Locale_SubScenario:event_ce004_1_intermission_01_41,True,,L_10,L_100,1.0,,andersen,,,,,,,,,,,,,,,,,,,,1,idle,,,,
event_ce004_1_intermission_01_42,40055,event_ce004_1_intermission_01,Speech,andersen,Locale_SubScenario:event_ce004_1_intermission_01_42,True,,L_100,L_100,1.0,,andersen,,,,,,,,,,,,,,,,,,,,1,idle,,,,
event_ce004_1_intermission_01_43,40055,event_ce004_1_intermission_01,Speech,andersen,Locale_SubScenario:event_ce004_1_intermission_01_43,True,,L_100,L_100,1.0,,andersen,,,,,,,,,,,,,,,,,,,,1,idle,,,,
event_ce004_1_intermission_01_44,40055,event_ce004_1_intermission_01,Speech,andersen,Locale_SubScenario:event_ce004_1_intermission_01_44,True,,L_100,L_100,1.0,,andersen,,,,,,,,,,,,,,,,,,,,1,idle,,,,
event_ce004_1_intermission_01_45,40055,event_ce004_1_intermission_01,Speech,andersen,Locale_SubScenario:event_ce004_1_intermission_01_45,True,,L_100,L_100,1.0,,andersen,,,,,,,,,,,,,,,,,,,,1,idle,,,,
event_ce004_1_intermission_01_46,40055,event_ce004_1_intermission_01,Self,andersen,Locale_SubScenario:event_ce004_1_intermission_01_46,False,,L_100,L_100,1.0,,,,,,,,,,,,,,,,,,,,,,1,idle,,,,
event_ce004_1_intermission_01_47,40055,event_ce004_1_intermission_01,Speech,andersen,Locale_SubScenario:event_ce004_1_intermission_01_47,True,,L_100,L_10,1.0,,andersen,,,,,,,,,,,,,,,,,,,,1,idle,,,,
event_ce004_1_intermission_01_48,40055,event_ce004_1_intermission_01,Speech,andersen,Locale_SubScenario:event_ce004_1_intermission_01_48,True,,L_10,L_10,1.0,,andersen,,,,,,,,,,,,,,,,,,,,1,idle,,,,
event_ce004_1_intermission_01_49,40055,event_ce004_1_intermission_01,Speech,andersen,Locale_SubScenario:event_ce004_1_intermission_01_49,True,,L_10,L_10,1.0,,andersen,,,,,,,,,,,,,,,,,,,,1,idle,,,,
event_ce004_1_intermission_01_50,40055,event_ce004_1_intermission_01,Speech,andersen,Locale_SubScenario:event_ce004_1_intermission_01_50,True,,L_10,L_10,1.0,,andersen,,,,,,,,,,,,,,,,,,,,1,idle,,,,
event_ce004_1_intermission_01_51,40055,event_ce004_1_intermission_01,Speech,andersen,Locale_SubScenario:event_ce004_1_intermission_01_51,True,,L_10,L_10,1.0,,andersen,,,,,,,,,,,,,,,,,,,,1,idle,,,,
event_ce004_1_intermission_01_52,40055,event_ce004_1_intermission_01,Speech,andersen,Locale_SubScenario:event_ce004_1_intermission_01_52,True,,L_10,L_10,1.0,,andersen,,,,,,,,,,,,,,,,,,,,1,idle,,,,
event_ce004_1_intermission_01_53,40055,event_ce004_1_intermission_01,Speech,andersen,Locale_SubScenario:event_ce004_1_intermission_01_53,True,,L_10,L_10,1.0,,andersen,,,,,,,,,,,,,,,,,,,,1,idle,,,,
