id,event_id,group_id,speech_window,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_sound,play_bgm,set_camera_shake,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,highlight,speaker,characters/0/hide_char_id,characters/1/hide_char_id,play_movie,fade,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,characters/2/hide_char_id
event_icedragonsaga2_06_e_51,40065,event_icedragonsaga2_06_e,Speech,Locale_MainScenario:event_icedragonsaga2_06_e_51,True,,L_140,L_140,1.0,,,,,14,worry,,12,no,maiden_w,maiden_w,,,,,,,,
event_icedragonsaga2_06_e_52,40065,event_icedragonsaga2_06_e,Speech,Locale_MainScenario:event_icedragonsaga2_06_e_52,True,,L_140,L_140,1.0,,,,,14,worry,,12,no,maiden_w,maiden_w,,,,,,,,
event_icedragonsaga2_06_e_53,40065,event_icedragonsaga2_06_e,Self,Locale_MainScenario:event_icedragonsaga2_06_e_53,False,,L_140,L_140,1.0,,,,,14,worry,,12,no,maiden_w,,,,,,,,,
event_icedragonsaga2_06_e_54,40065,event_icedragonsaga2_06_e,Speech,Locale_MainScenario:event_icedragonsaga2_06_e_54,True,,L_140,L_140,1.0,,,,,14,delight,,12,no,maiden_w,maiden_w,,,,,,,,
event_icedragonsaga2_06_e_55,40065,event_icedragonsaga2_06_e,Narration,Locale_MainScenario:event_icedragonsaga2_06_e_55,False,,L_140,L_140,1.0,sfx_scn_spellteleport,,,,14,delight,,12,no,,,maiden_w,,,white,,,,
event_icedragonsaga2_06_e_56,40065,event_icedragonsaga2_06_e,Self,Locale_MainScenario:event_icedragonsaga2_06_e_56,False,,L_140,L_140,1.0,,,,,,,,12,no,guillotine_w,,,,,,,,,
event_icedragonsaga2_06_e_57,40065,event_icedragonsaga2_06_e,Speech,Locale_MainScenario:event_icedragonsaga2_06_e_57,True,,L_140,XS_120,1.0,,,,,,,,12,no,guillotine_w,guillotine_w,,,,,,,,
event_icedragonsaga2_06_e_58,40065,event_icedragonsaga2_06_e,Speech,Locale_MainScenario:event_icedragonsaga2_06_e_58,True,,XS_120,XS_120,1.0,,,,,,,,12,no,guillotine_w,guillotine_w,,,,,,,,
event_icedragonsaga2_06_e_59,40065,event_icedragonsaga2_06_e,Speech,Locale_MainScenario:event_icedragonsaga2_06_e_59,True,,XS_120,XS_120,1.0,,,,,,,,12,no,guillotine_w,guillotine_w,,,,,,,,
event_icedragonsaga2_06_e_60,40065,event_icedragonsaga2_06_e,Self,Locale_MainScenario:event_icedragonsaga2_06_e_60,False,,XS_120,XS_120,1.0,,,,,,,,12,no,guillotine_w,,,,,,,,,
event_icedragonsaga2_06_e_61,40065,event_icedragonsaga2_06_e,Self,Locale_MainScenario:event_icedragonsaga2_06_e_61,False,,XS_120,XS_120,1.0,,,,,,,,12,no,guillotine_w,,,,,,,,,
event_icedragonsaga2_06_e_62,40065,event_icedragonsaga2_06_e,Speech,Locale_MainScenario:event_icedragonsaga2_06_e_62,False,,XS_120,XS_120,1.0,,,,,,,,12,surprise,guillotine_w,guillotine_w,,,,,,,,
event_icedragonsaga2_06_e_63,40065,event_icedragonsaga2_06_e,Speech,Locale_MainScenario:event_icedragonsaga2_06_e_63,False,,XS_120,XS_120,1.0,,,,,,,,12,no,guillotine_w,guillotine_w,,,,,,,,
event_icedragonsaga2_06_e_64,40065,event_icedragonsaga2_06_e,Speech,Locale_MainScenario:event_icedragonsaga2_06_e_64,True,,XS_120,XS_120,1.0,,,,,,,,12,no,guillotine_w,guillotine_w,,,,,,,,
event_icedragonsaga2_06_e_65,40065,event_icedragonsaga2_06_e,Self,Locale_MainScenario:event_icedragonsaga2_06_e_65,False,,XS_120,XS_120,1.0,,,,,,,,12,no,guillotine_w,,,,,,,,,
event_icedragonsaga2_06_e_66,40065,event_icedragonsaga2_06_e,Speech,Locale_MainScenario:event_icedragonsaga2_06_e_66,True,,XS_120,XS_120,1.0,,,,,,,,12,no,guillotine_w,guillotine_w,,,,,,,,
event_icedragonsaga2_06_e_67,40065,event_icedragonsaga2_06_e,Narration,Locale_MainScenario:event_icedragonsaga2_06_e_67,False,,XS_120,XS_120,1.0,sfx_scn_spellteleport,,,,,,,12,no,,,,,,white,,,,
event_icedragonsaga2_06_e_68,40065,event_icedragonsaga2_06_e,Speech,Locale_MainScenario:event_icedragonsaga2_06_e_68,True,,XS_120,1,1.0,,none,,,,,,12,no,guillotine_w,guillotine_w,,,,,,,,
event_icedragonsaga2_06_e_69,40065,event_icedragonsaga2_06_e,Speech,Locale_MainScenario:event_icedragonsaga2_06_e_69,True,,1,1,1.0,,,,,,,,12,idle,guillotine_w,guillotine_w,,,,,chloe_v,2,idle,
event_icedragonsaga2_06_e_70,40065,event_icedragonsaga2_06_e,Speech,Locale_MainScenario:event_icedragonsaga2_06_e_70,True,,1,1,1.0,,bgm_story_sceneofmemory,,,,,,12,idle,chloe_v,chloe_v,,,,,,2,idle,
event_icedragonsaga2_06_e_71,40065,event_icedragonsaga2_06_e,Speech,Locale_MainScenario:event_icedragonsaga2_06_e_71,True,,1,1,1.0,,,,,,,,12,idle,guillotine_w,guillotine_w,,,,,,2,idle,
event_icedragonsaga2_06_e_72,40065,event_icedragonsaga2_06_e,Speech,Locale_MainScenario:event_icedragonsaga2_06_e_72,True,,1,1,1.0,,,,,,,,12,idle,guillotine_w,guillotine_w,,,,,,2,idle,
event_icedragonsaga2_06_e_73,40065,event_icedragonsaga2_06_e,Speech,Locale_MainScenario:event_icedragonsaga2_06_e_73,True,,1,1,1.0,,,,,,,,12,idle,guillotine_w,guillotine_w,,,,,,2,idle,
event_icedragonsaga2_06_e_74,40065,event_icedragonsaga2_06_e,Speech,Locale_MainScenario:event_icedragonsaga2_06_e_74,True,,1,1,1.0,,,,,,,,12,idle,einkk,einkk,,,,white,einkk,2,idle,chloe_v
event_icedragonsaga2_06_e_75,40065,event_icedragonsaga2_06_e,Speech,Locale_MainScenario:event_icedragonsaga2_06_e_75,True,,1,1,1.0,,,,,,,,12,idle,guillotine_w,guillotine_w,,,,,,2,idle,
event_icedragonsaga2_06_e_76,40065,event_icedragonsaga2_06_e,Speech,Locale_MainScenario:event_icedragonsaga2_06_e_76,True,,1,1,1.0,,,,,,,,12,idle,guillotine_w,guillotine_w,,,,,,2,idle,
event_icedragonsaga2_06_e_77,40065,event_icedragonsaga2_06_e,Speech,Locale_MainScenario:event_icedragonsaga2_06_e_77,True,,1,1,1.0,,,,,,,,12,idle,guillotine_w,guillotine_w,,,,,,2,idle,
event_icedragonsaga2_06_e_78,40065,event_icedragonsaga2_06_e,Speech,Locale_MainScenario:event_icedragonsaga2_06_e_78,True,,1,1,1.0,,,,,,,,12,idle,einkk,einkk,,,,,,2,idle,
event_icedragonsaga2_06_e_79,40065,event_icedragonsaga2_06_e,Speech,Locale_MainScenario:event_icedragonsaga2_06_e_79,True,,1,1,1.0,,,,,,,,12,idle,einkk,einkk,,,,,,2,idle,
event_icedragonsaga2_06_e_80,40065,event_icedragonsaga2_06_e,Speech,Locale_MainScenario:event_icedragonsaga2_06_e_80,True,,1,1,1.0,,,,,,,,12,idle,guillotine_w,guillotine_w,,,,,,2,idle,
event_icedragonsaga2_06_e_81,40065,event_icedragonsaga2_06_e,Speech,Locale_MainScenario:event_icedragonsaga2_06_e_81,True,,1,1,1.0,,,,,,,,12,delight,guillotine_w,guillotine_w,,,,,,2,idle,
event_icedragonsaga2_06_e_82,40065,event_icedragonsaga2_06_e,Speech,Locale_MainScenario:event_icedragonsaga2_06_e_82,True,,1,1,1.0,,,,,,,,12,delight,guillotine_w,guillotine_w,,,,,,2,idle,
event_icedragonsaga2_06_e_83,40065,event_icedragonsaga2_06_e,Speech,Locale_MainScenario:event_icedragonsaga2_06_e_83,True,,1,1,1.0,,,,,,,,12,idle,guillotine_w,guillotine_w,,,,,,2,idle,
event_icedragonsaga2_06_e_84,40065,event_icedragonsaga2_06_e,Speech,Locale_MainScenario:event_icedragonsaga2_06_e_84,True,,1,1,1.0,,,,,,,,12,idle,guillotine_w,guillotine_w,,,,,,2,idle,
event_icedragonsaga2_06_e_85,40065,event_icedragonsaga2_06_e,Speech,Locale_MainScenario:event_icedragonsaga2_06_e_85,True,,1,20,1.0,,,,,,,,12,idle,einkk,einkk,,,,,,2,angry,
event_icedragonsaga2_06_e_86,40065,event_icedragonsaga2_06_e,Speech,Locale_MainScenario:event_icedragonsaga2_06_e_86,True,,20,20,1.0,,,,,,,,12,idle,einkk,einkk,,,,,,2,think,
event_icedragonsaga2_06_e_87,40065,event_icedragonsaga2_06_e,Speech,Locale_MainScenario:event_icedragonsaga2_06_e_87,True,,20,20,1.0,,,,,,,,12,idle,einkk,einkk,,,,,,2,special,
event_icedragonsaga2_06_e_88,40065,event_icedragonsaga2_06_e,Speech,Locale_MainScenario:event_icedragonsaga2_06_e_88,True,,20,20,1.0,,,,,,,,12,idle,einkk,einkk,,,,,,2,think,
event_icedragonsaga2_06_e_89,40065,event_icedragonsaga2_06_e,Speech,Locale_MainScenario:event_icedragonsaga2_06_e_89,True,,20,20,1.0,,,,,,,,12,idle,einkk,einkk,,,,,,2,think,
event_icedragonsaga2_06_e_90,40065,event_icedragonsaga2_06_e,Speech,Locale_MainScenario:event_icedragonsaga2_06_e_90,True,,20,20,1.0,,,,,,,,12,idle,einkk,einkk,,,,,,2,think,
event_icedragonsaga2_06_e_91,40065,event_icedragonsaga2_06_e,Speech,Locale_MainScenario:event_icedragonsaga2_06_e_91,True,,20,20,1.0,,,,,,,,12,idle,einkk,einkk,,,,,,2,angry,
event_icedragonsaga2_06_e_92,40065,event_icedragonsaga2_06_e,Speech,Locale_MainScenario:event_icedragonsaga2_06_e_92,True,,20,20,1.0,,,,,,,,12,idle,einkk,einkk,,,,,,2,angry,
event_icedragonsaga2_06_e_93,40065,event_icedragonsaga2_06_e,Speech,Locale_MainScenario:event_icedragonsaga2_06_e_93,True,,20,20,1.0,,,,,,,,12,idle,einkk,einkk,,,,,,2,idle,
event_icedragonsaga2_06_e_94,40065,event_icedragonsaga2_06_e,Speech,Locale_MainScenario:event_icedragonsaga2_06_e_94,False,,20,20,1.0,,,,,,,,12,idle,einkk,guillotine_w,,,,,,2,idle,
event_icedragonsaga2_06_e_95,40065,event_icedragonsaga2_06_e,Speech,Locale_MainScenario:event_icedragonsaga2_06_e_95,True,,20,20,1.0,,,,,,,,12,idle,einkk,einkk,,,,,,2,delight,
event_icedragonsaga2_06_e_96,40065,event_icedragonsaga2_06_e,Speech,Locale_MainScenario:event_icedragonsaga2_06_e_96,True,,20,20,1.0,,,,,,,,12,idle,einkk,einkk,,,,,,2,delight,
event_icedragonsaga2_06_e_97,40065,event_icedragonsaga2_06_e,Speech,Locale_MainScenario:event_icedragonsaga2_06_e_97,True,,20,20,1.0,,,,,,,,12,idle,einkk,einkk,,,,,,2,delight,
event_icedragonsaga2_06_e_98,40065,event_icedragonsaga2_06_e,Narration,Locale_MainScenario:event_icedragonsaga2_06_e_98,False,,black,black,1.0,sfx_scn_spellteleport,,,,,,,12,idle,,,,,,,,2,delight,
