id,event_id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,characters/1/hide_char_id,set_filter_01
event_ce003_2_04_s_13,40042,event_ce003_2_04_s,Speech,epicurean,epicurean,Locale_SubScenario:event_ce003_2_04_s_13,True,,1,idle,,13,idle,,L_1300,L_1300,1.0,,,
event_ce003_2_04_s_14,40042,event_ce003_2_04_s,Speech,epicurean,epicurean,Locale_SubScenario:event_ce003_2_04_s_14,True,,1,idle,,13,idle,,L_1300,L_1300,1.0,,,
event_ce003_2_04_s_15,40042,event_ce003_2_04_s,Speech,epicurean,epicurean,Locale_SubScenario:event_ce003_2_04_s_15,True,,1,idle,,13,idle,,L_1300,L_130,1.0,,,
event_ce003_2_04_s_16,40042,event_ce003_2_04_s,Speech,epicurean,epicurean,Locale_SubScenario:event_ce003_2_04_s_16,True,,1,idle,,13,idle,,L_130,L_130,1.0,,,
event_ce003_2_04_s_17,40042,event_ce003_2_04_s,Speech,epicurean,epicurean,Locale_SubScenario:event_ce003_2_04_s_17,True,,1,idle,,13,idle,,L_130,L_130,1.0,,,
event_ce003_2_04_s_18,40042,event_ce003_2_04_s,Speech,epicurean,epicurean,Locale_SubScenario:event_ce003_2_04_s_18,True,,1,idle,,13,idle,,L_130,L_130,1.0,,,
event_ce003_2_04_s_19,40042,event_ce003_2_04_s,Speech,epicurean,epicurean,Locale_SubScenario:event_ce003_2_04_s_19,True,,1,idle,,13,idle,,L_130,L_130,1.0,,,
event_ce003_2_04_s_20,40042,event_ce003_2_04_s,Speech,epicurean,epicurean,Locale_SubScenario:event_ce003_2_04_s_20,True,,1,idle,,13,idle,,L_130,L_130,1.0,,,
event_ce003_2_04_s_21,40042,event_ce003_2_04_s,Speech,ce_003_03,ce_003_03,Locale_SubScenario:event_ce003_2_04_s_21,True,,1,idle,,13,idle,,L_130,L_130,1.0,,,
event_ce003_2_04_s_22,40042,event_ce003_2_04_s,Speech,epicurean,epicurean,Locale_SubScenario:event_ce003_2_04_s_22,True,,1,idle,,13,idle,,L_130,13,1.0,,,
event_ce003_2_04_s_23,40042,event_ce003_2_04_s,Speech,epicurean,epicurean,Locale_SubScenario:event_ce003_2_04_s_23,True,,1,idle,,13,idle,,13,13,1.0,,,
event_ce003_2_04_s_24,40042,event_ce003_2_04_s,Speech,epicurean,epicurean,Locale_SubScenario:event_ce003_2_04_s_24,True,,1,idle,,13,idle,,13,13,1.0,,,
event_ce003_2_04_s_25,40042,event_ce003_2_04_s,Speech,epicurean,epicurean,Locale_SubScenario:event_ce003_2_04_s_25,True,,1,idle,,13,idle,,13,13,1.0,,,
event_ce003_2_04_s_26,40042,event_ce003_2_04_s,Speech,epicurean,epicurean,Locale_SubScenario:event_ce003_2_04_s_26,True,,1,idle,,13,idle,,13,L_130,1.0,,,
event_ce003_2_04_s_27,40042,event_ce003_2_04_s,Speech,epicurean,epicurean,Locale_SubScenario:event_ce003_2_04_s_27,True,,1,idle,,13,idle,,L_130,L_130,1.0,,,
event_ce003_2_04_s_28,40042,event_ce003_2_04_s,Speech,epicurean,epicurean,Locale_SubScenario:event_ce003_2_04_s_28,True,,1,idle,,13,idle,,L_130,L_130,1.0,,,
event_ce003_2_04_s_29,40042,event_ce003_2_04_s,Speech,epicurean,epicurean,Locale_SubScenario:event_ce003_2_04_s_29,True,,1,idle,,13,idle,,L_130,L_130,1.0,,,
event_ce003_2_04_s_30,40042,event_ce003_2_04_s,Speech,epicurean,epicurean,Locale_SubScenario:event_ce003_2_04_s_30,True,,1,idle,,13,idle,,L_130,L_130,1.0,,,
event_ce003_2_04_s_31,40042,event_ce003_2_04_s,Speech,epicurean,epicurean,Locale_SubScenario:event_ce003_2_04_s_31,True,,1,idle,,13,idle,,L_130,L_130,1.0,,,
event_ce003_2_04_s_32,40042,event_ce003_2_04_s,Narration,epicurean,,Locale_SubScenario:event_ce003_2_04_s_32,False,,1,idle,ce_003_01,13,idle,Corridor,black,black,1.0,none,epicurean,
event_ce003_2_04_s_33,40042,event_ce003_2_04_s,Speech,ce_003_03,ce_003_03,Locale_SubScenario:event_ce003_2_04_s_33,True,,1,idle,,13,idle,,1,1,1.0,,,
event_ce003_2_04_s_34,40042,event_ce003_2_04_s,Speech,ce_003_01,ce_003_01,Locale_SubScenario:event_ce003_2_04_s_34,True,,1,idle,,13,idle,,1,113,1.0,,,
event_ce003_2_04_s_35,40042,event_ce003_2_04_s,Speech,ce_003_03,ce_003_03,Locale_SubScenario:event_ce003_2_04_s_35,True,,1,idle,,13,idle,,113,113,1.0,,,
event_ce003_2_04_s_36,40042,event_ce003_2_04_s,Speech,ce_003_01,ce_003_01,Locale_SubScenario:event_ce003_2_04_s_36,True,,1,idle,,13,idle,,113,113,1.0,,,
event_ce003_2_04_s_37,40042,event_ce003_2_04_s,Speech,ce_003_03,ce_003_03,Locale_SubScenario:event_ce003_2_04_s_37,True,,1,idle,,13,idle,,113,113,1.0,,,
event_ce003_2_04_s_38,40042,event_ce003_2_04_s,Speech,ce_003_01,ce_003_01,Locale_SubScenario:event_ce003_2_04_s_38,True,,1,idle,,13,idle,,113,113,1.0,,,
event_ce003_2_04_s_39,40042,event_ce003_2_04_s,Speech,ce_003_01,ce_003_01,Locale_SubScenario:event_ce003_2_04_s_39,True,,1,idle,,13,idle,,113,113,1.0,,,
event_ce003_2_04_s_40,40042,event_ce003_2_04_s,Speech,ce_003_03,ce_003_03,Locale_SubScenario:event_ce003_2_04_s_40,True,,1,smile,,13,idle,,113,113,1.0,,,
event_ce003_2_04_s_41,40042,event_ce003_2_04_s,Speech,ce_003_03,ce_003_03,Locale_SubScenario:event_ce003_2_04_s_41,True,,1,smile,,13,idle,,113,113,1.0,,,
event_ce003_2_04_s_42,40042,event_ce003_2_04_s,Speech,ce_003_01,ce_003_01,Locale_SubScenario:event_ce003_2_04_s_42,True,,1,idle,,13,surprise,,113,S_130,1.0,,,
event_ce003_2_04_s_43,40042,event_ce003_2_04_s,Speech,ce_003_01,ce_003_01,Locale_SubScenario:event_ce003_2_04_s_43,True,,1,idle,,13,worry,,S_130,S_130,1.0,,,
event_ce003_2_04_s_44,40042,event_ce003_2_04_s,Speech,ce_003_01,ce_003_01,Locale_SubScenario:event_ce003_2_04_s_44,True,,1,idle,,13,worry,,S_130,S_130,1.0,,,
event_ce003_2_04_s_45,40042,event_ce003_2_04_s,Speech,ce_003_01,ce_003_01,Locale_SubScenario:event_ce003_2_04_s_45,True,,1,idle,,13,worry,,S_130,S_130,1.0,,,
event_ce003_2_04_s_46,40042,event_ce003_2_04_s,Speech,ce_003_01,ce_003_01,Locale_SubScenario:event_ce003_2_04_s_46,True,,1,idle,,13,worry,,S_130,S_130,1.0,,,
event_ce003_2_04_s_47,40042,event_ce003_2_04_s,Speech,ce_003_01,ce_003_01,Locale_SubScenario:event_ce003_2_04_s_47,True,,1,idle,,13,worry,,S_130,S_130,1.0,,,
event_ce003_2_04_s_48,40042,event_ce003_2_04_s,Speech,epicurean,epicurean,Locale_SubScenario:event_ce003_2_04_s_48,True,,1,idle,epicurean,13,idle,BuildingLobby,black,black,1.0,bgm_story_inwonderland,ce_003_01,
event_ce003_2_04_s_49,40042,event_ce003_2_04_s,Speech,epicurean,epicurean,Locale_SubScenario:event_ce003_2_04_s_49,True,,1,idle,,13,idle,,13,13,1.0,,,Grey
event_ce003_2_04_s_50,40042,event_ce003_2_04_s,Speech,epicurean,epicurean,Locale_SubScenario:event_ce003_2_04_s_50,True,,1,idle,,13,idle,,13,13,1.0,,,Grey
event_ce003_2_04_s_51,40042,event_ce003_2_04_s,Speech,epicurean,epicurean,Locale_SubScenario:event_ce003_2_04_s_51,True,,1,idle,,13,idle,,13,L_130,1.0,,,Grey
event_ce003_2_04_s_52,40042,event_ce003_2_04_s,Speech,epicurean,epicurean,Locale_SubScenario:event_ce003_2_04_s_52,True,,1,idle,,13,idle,,L_130,L_130,1.0,,,Grey
event_ce003_2_04_s_53,40042,event_ce003_2_04_s,Speech,ce_003_03,ce_003_03,Locale_SubScenario:event_ce003_2_04_s_53,True,,1,smile,ce_003_01,13,worry,Corridor,black,black,1.0,,epicurean,
event_ce003_2_04_s_54,40042,event_ce003_2_04_s,Speech,ce_003_03,ce_003_03,Locale_SubScenario:event_ce003_2_04_s_54,True,,1,smile,,13,worry,,113,113,1.0,,,
event_ce003_2_04_s_55,40042,event_ce003_2_04_s,Speech,ce_003_01,ce_003_01,Locale_SubScenario:event_ce003_2_04_s_55,True,,1,smile,,13,surprise,,113,113,1.0,,,
event_ce003_2_04_s_56,40042,event_ce003_2_04_s,Speech,ce_003_03,ce_003_03,Locale_SubScenario:event_ce003_2_04_s_56,True,,1,smile,,13,surprise,,113,113,1.0,,,
event_ce003_2_04_s_57,40042,event_ce003_2_04_s,Speech,ce_003_03,ce_003_03,Locale_SubScenario:event_ce003_2_04_s_57,True,,1,smile,,13,surprise,,113,113,1.0,,,
event_ce003_2_04_s_58,40042,event_ce003_2_04_s,Speech,ce_003_01,ce_003_01,Locale_SubScenario:event_ce003_2_04_s_58,True,,1,smile,,13,surprise,,113,113,1.0,,,
event_ce003_2_04_s_59,40042,event_ce003_2_04_s,Speech,ce_003_03,ce_003_03,Locale_SubScenario:event_ce003_2_04_s_59,True,,1,delight,,13,surprise,,113,113,1.0,,,
event_ce003_2_04_s_60,40042,event_ce003_2_04_s,Speech,ce_003_03,ce_003_03,Locale_SubScenario:event_ce003_2_04_s_60,True,,1,delight,,13,surprise,,113,113,1.0,,,
event_ce003_2_04_s_61,40042,event_ce003_2_04_s,Speech,ce_003_01,ce_003_01,Locale_SubScenario:event_ce003_2_04_s_61,True,,1,delight,,13,smile,,113,113,1.0,,,
