id,event_id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,characters/3/show_char_id,characters/3/set_char_position,characters/3/set_char_anim,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,play_sound,jump_target
event_neverland2_Intermission_01_22,40035,event_neverland2_Intermission_01,Speech,blanc_c,blanc_c,Locale_MainScenario:event_neverland2_Intermission_01_22,True,,1,no,,3,think,,13,idle,,15,idle,,L_130,L_130,1.0,,,
event_neverland2_Intermission_01_23,40035,event_neverland2_Intermission_01,Speech,blanc_c,blanc_c,Locale_MainScenario:event_neverland2_Intermission_01_23,True,,1,no,,3,think,,13,idle,,15,idle,,L_130,L_130,1.0,,,
event_neverland2_Intermission_01_24,40035,event_neverland2_Intermission_01,Self,,,Locale_MainScenario:event_neverland2_Intermission_01_24,False,,1,no,,3,think,,13,idle,,15,idle,,L_130,L_130,1.0,,,
event_neverland2_Intermission_01_25,40035,event_neverland2_Intermission_01,Speech,blanc_c,blanc_c,Locale_MainScenario:event_neverland2_Intermission_01_25,True,,1,no,,3,think,,13,idle,,15,idle,,L_130,L_1300,1.0,,,
event_neverland2_Intermission_01_26,40035,event_neverland2_Intermission_01,Speech,blanc_c,blanc_c,Locale_MainScenario:event_neverland2_Intermission_01_26,True,,1,no,,3,think,,13,idle,,15,idle,,L_1300,L_1300,1.0,,,
event_neverland2_Intermission_01_27,40035,event_neverland2_Intermission_01,Speech,noir_c,noir_c,Locale_MainScenario:event_neverland2_Intermission_01_27,True,,1,no,,3,think,,13,idle,,15,idle,,L_1500,L_1500,1.0,,,
event_neverland2_Intermission_01_28,40035,event_neverland2_Intermission_01,Speech,ludmilla_w,ludmilla_w,Locale_MainScenario:event_neverland2_Intermission_01_28,True,,1,no,,3,think,,13,idle,,15,idle,,300,300,1.0,,,
event_neverland2_Intermission_01_29,40035,event_neverland2_Intermission_01,Speech,ludmilla_w,ludmilla_w,Locale_MainScenario:event_neverland2_Intermission_01_29,True,,1,no,,3,think,,13,idle,,15,idle,,300,300,1.0,,,
event_neverland2_Intermission_01_30,40035,event_neverland2_Intermission_01,Speech,blanc_c,blanc_c,Locale_MainScenario:event_neverland2_Intermission_01_30,True,,1,no,,3,think,,13,idle,,15,idle,,1315,1315,1.0,,,
event_neverland2_Intermission_01_31,40035,event_neverland2_Intermission_01,Speech,blanc_c,blanc_c,Locale_MainScenario:event_neverland2_Intermission_01_31,True,,1,no,,3,think,,13,idle,,15,idle,,1315,1315,1.0,,,
event_neverland2_Intermission_01_32,40035,event_neverland2_Intermission_01,Speech,noir_c,noir_c,Locale_MainScenario:event_neverland2_Intermission_01_32,True,,1,no,,3,think,,13,idle,,15,idle,,1315,1315,1.0,,,
event_neverland2_Intermission_01_33,40035,event_neverland2_Intermission_01,Narration,,,Locale_MainScenario:event_neverland2_Intermission_01_33,False,,1,no,,3,think,,13,idle,,15,idle,,black,black,1.0,,,
event_neverland2_Intermission_01_34,40035,event_neverland2_Intermission_01,Monologue,,,Locale_MainScenario:event_neverland2_Intermission_01_34,False,,1,no,,3,think,,13,think,,15,idle,,black,black,1.0,,,
event_neverland2_Intermission_01_35,40035,event_neverland2_Intermission_01,Speech,blanc_c,blanc_c,Locale_MainScenario:event_neverland2_Intermission_01_35,True,,1,no,,3,think,,13,think,,15,idle,,13,13,1.0,,,
event_neverland2_Intermission_01_36,40035,event_neverland2_Intermission_01,Speech,blanc_c,blanc_c,Locale_MainScenario:event_neverland2_Intermission_01_36,True,,1,no,,3,think,,13,think,,15,idle,,13,L_130,1.0,,,
event_neverland2_Intermission_01_37,40035,event_neverland2_Intermission_01,Narration,,,Locale_MainScenario:event_neverland2_Intermission_01_37,False,,1,no,,3,think,,13,think,,15,idle,,black,black,1.0,,sfx_scn_fragment,
event_neverland2_Intermission_01_38,40035,event_neverland2_Intermission_01,Speech,mica_w,mica_w,Locale_MainScenario:event_neverland2_Intermission_01_38,False,,1,no,,3,think,,13,think,,15,idle,,1,S_10,1.0,,,
event_neverland2_Intermission_01_39,40035,event_neverland2_Intermission_01,Speech,ludmilla_w,ludmilla_w,Locale_MainScenario:event_neverland2_Intermission_01_39,False,,1,no,,3,think,,13,think,,15,idle,,3,30,1.0,,,
event_neverland2_Intermission_01_40,40035,event_neverland2_Intermission_01,Choice,,,Locale_MainScenario:event_neverland2_Intermission_01_40,False,,1,no,,3,think,,13,think,,15,idle,,1315,1315,1.0,,,event_neverland2_Intermission_01_42
event_neverland2_Intermission_01_41,40035,event_neverland2_Intermission_01,Choice,,,Locale_MainScenario:event_neverland2_Intermission_01_41,False,,1,no,,3,think,,13,think,,15,idle,,1315,1315,1.0,,,event_neverland2_Intermission_01_46
event_neverland2_Intermission_01_42,40035,event_neverland2_Intermission_01,Monologue,,,Locale_MainScenario:event_neverland2_Intermission_01_42,False,,1,no,,3,think,,13,think,,15,idle,,1315,L_130,1.0,,,
event_neverland2_Intermission_01_43,40035,event_neverland2_Intermission_01,Speech,blanc_c,blanc_c,Locale_MainScenario:event_neverland2_Intermission_01_43,True,,1,no,,3,think,,13,think,,15,idle,,L_130,L_130,1.0,,,
event_neverland2_Intermission_01_44,40035,event_neverland2_Intermission_01,Self,,,Locale_MainScenario:event_neverland2_Intermission_01_44,False,,1,no,,3,think,,13,think,,15,idle,,L_130,L_130,1.0,,,
event_neverland2_Intermission_01_45,40035,event_neverland2_Intermission_01,Speech,blanc_c,blanc_c,Locale_MainScenario:event_neverland2_Intermission_01_45,True,,1,no,,3,think,,13,think,,15,idle,,L_130,1315,1.0,,,event_neverland2_Intermission_01_50
event_neverland2_Intermission_01_46,40035,event_neverland2_Intermission_01,Monologue,,,Locale_MainScenario:event_neverland2_Intermission_01_46,False,,1,no,,3,think,,13,think,,15,surprise,,1315,L_150,1.0,,,
event_neverland2_Intermission_01_47,40035,event_neverland2_Intermission_01,Speech,noir_c,noir_c,Locale_MainScenario:event_neverland2_Intermission_01_47,True,,1,no,,3,think,,13,think,,15,surprise,,L_150,L_150,1.0,,,
event_neverland2_Intermission_01_48,40035,event_neverland2_Intermission_01,Self,,,Locale_MainScenario:event_neverland2_Intermission_01_48,False,,1,no,,3,think,,13,think,,15,surprise,,L_150,L_150,1.0,,,
event_neverland2_Intermission_01_49,40035,event_neverland2_Intermission_01,Speech,noir_c,noir_c,Locale_MainScenario:event_neverland2_Intermission_01_49,True,,1,no,,3,think,,13,think,,15,surprise,,L_150,1315,1.0,,,event_neverland2_Intermission_01_50
event_neverland2_Intermission_01_50,40035,event_neverland2_Intermission_01,Self,,,Locale_MainScenario:event_neverland2_Intermission_01_50,False,,1,no,,3,think,,13,think,,15,idle,,1315,1315,1.0,,,
event_neverland2_Intermission_01_51,40035,event_neverland2_Intermission_01,Speech,blanc_c,blanc_c,Locale_MainScenario:event_neverland2_Intermission_01_51,True,,1,no,,3,think,,13,idle,,15,idle,,1315,1315,1.0,,,
event_neverland2_Intermission_01_52,40035,event_neverland2_Intermission_01,Speech,blanc_c,blanc_c,Locale_MainScenario:event_neverland2_Intermission_01_52,True,,1,no,,3,think,,13,idle,,15,idle,,1315,1315,1.0,,,
event_neverland2_Intermission_01_53,40035,event_neverland2_Intermission_01,Speech,blanc_c,blanc_c,Locale_MainScenario:event_neverland2_Intermission_01_53,True,,1,no,,3,think,,13,idle,,15,idle,,1315,1315,1.0,,,
event_neverland2_Intermission_01_54,40035,event_neverland2_Intermission_01,Speech,ludmilla_w,ludmilla_w,Locale_MainScenario:event_neverland2_Intermission_01_54,True,,1,no,,3,think,,13,idle,,15,idle,,30,30,1.0,,,
event_neverland2_Intermission_01_55,40035,event_neverland2_Intermission_01,Speech,ludmilla_w,ludmilla_w,Locale_MainScenario:event_neverland2_Intermission_01_55,True,,1,no,,3,think,,13,idle,,15,idle,,30,30,1.0,,,
event_neverland2_Intermission_01_56,40035,event_neverland2_Intermission_01,Speech,noir_c,noir_c,Locale_MainScenario:event_neverland2_Intermission_01_56,True,,1,no,,3,think,,13,idle,,15,idle,,L_150,L_150,1.0,,,
event_neverland2_Intermission_01_57,40035,event_neverland2_Intermission_01,Speech,noir_c,noir_c,Locale_MainScenario:event_neverland2_Intermission_01_57,True,,1,no,,3,think,,13,idle,,15,idle,,L_150,L_150,1.0,,,
event_neverland2_Intermission_01_58,40035,event_neverland2_Intermission_01,Speech,noir_c,noir_c,Locale_MainScenario:event_neverland2_Intermission_01_58,True,,1,no,,3,think,,13,idle,,15,idle,,L_150,L_150,1.0,,,
event_neverland2_Intermission_01_59,40035,event_neverland2_Intermission_01,Speech,noir_c,noir_c,Locale_MainScenario:event_neverland2_Intermission_01_59,True,,1,no,,3,think,,13,idle,,15,idle,,L_150,L_150,1.0,,,
event_neverland2_Intermission_01_60,40035,event_neverland2_Intermission_01,Speech,ludmilla_w,ludmilla_w,Locale_MainScenario:event_neverland2_Intermission_01_60,True,,1,no,,3,think,,13,idle,,15,idle,,L_150,L_150,1.0,,,
event_neverland2_Intermission_01_61,40035,event_neverland2_Intermission_01,Speech,noir_c,noir_c,Locale_MainScenario:event_neverland2_Intermission_01_61,True,,1,no,,3,think,,13,idle,,15,idle,,L_150,L_150,1.0,,,
event_neverland2_Intermission_01_62,40035,event_neverland2_Intermission_01,Speech,blanc_c,blanc_c,Locale_MainScenario:event_neverland2_Intermission_01_62,True,,1,no,,3,think,,13,idle,,15,idle,,L_150,1315,1.0,,,
event_neverland2_Intermission_01_63,40035,event_neverland2_Intermission_01,Speech,blanc_c,blanc_c,Locale_MainScenario:event_neverland2_Intermission_01_63,True,,1,no,,3,think,,13,idle,,15,idle,,1315,1315,1.0,,,
event_neverland2_Intermission_01_64,40035,event_neverland2_Intermission_01,Narration,,,Locale_MainScenario:event_neverland2_Intermission_01_64,False,,1,no,,3,think,,13,idle,,15,idle,,1315,1315,1.0,,sfx_scn_emptywind,
event_neverland2_Intermission_01_65,40035,event_neverland2_Intermission_01,Speech,ludmilla_w,ludmilla_w,Locale_MainScenario:event_neverland2_Intermission_01_65,True,,1,no,,3,angry,,13,idle,,15,idle,,1315,3,2.0,,,
event_neverland2_Intermission_01_66,40035,event_neverland2_Intermission_01,Speech,ludmilla_w,ludmilla_w,Locale_MainScenario:event_neverland2_Intermission_01_66,True,,1,no,,3,angry,,13,idle,,15,idle,,3,3,1.0,,,
event_neverland2_Intermission_01_67,40035,event_neverland2_Intermission_01,Speech,ludmilla_w,ludmilla_w,Locale_MainScenario:event_neverland2_Intermission_01_67,True,,1,no,,3,angry,,13,idle,,15,idle,,3,3,1.0,,,
event_neverland2_Intermission_01_68,40035,event_neverland2_Intermission_01,Speech,ludmilla_w,ludmilla_w,Locale_MainScenario:event_neverland2_Intermission_01_68,True,,1,no,,3,angry,,13,idle,,15,idle,,3,30,1.0,,,
