id,event_id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,play_sound,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim
event_bowwowparadise_02_e_19,40010,event_bowwowparadise_02_e,Speech,biscuit,biscuit,Locale_SubScenario:event_bowwowparadise_02_e_19,True,,XS_130,113,1.0,,,,1,idle,,13,idle,,15,idle
event_bowwowparadise_02_e_20,40010,event_bowwowparadise_02_e,Speech,biscuit,biscuit,Locale_SubScenario:event_bowwowparadise_02_e_20,True,,113,113,1.0,,,,1,idle,,13,idle,,15,idle
event_bowwowparadise_02_e_21,40010,event_bowwowparadise_02_e,Narration,,,Locale_SubScenario:event_bowwowparadise_02_e_21,False,,113,113,1.0,,sfx_scn_phonenotification,,1,idle,,13,idle,,15,idle
event_bowwowparadise_02_e_22,40010,event_bowwowparadise_02_e,Speech,miranda,miranda,Locale_SubScenario:event_bowwowparadise_02_e_22,True,,113,113,1.0,,,,1,idle,,13,idle,,15,idle
event_bowwowparadise_02_e_23,40010,event_bowwowparadise_02_e,Speech,biscuit,biscuit,Locale_SubScenario:event_bowwowparadise_02_e_23,False,,113,113,1.0,,,,1,idle,,13,idle,,15,idle
event_bowwowparadise_02_e_24,40010,event_bowwowparadise_02_e,Speech,poli,poli,Locale_SubScenario:event_bowwowparadise_02_e_24,True,,113,113,1.0,,,,1,idle,,13,idle,,15,idle
event_bowwowparadise_02_e_25,40010,event_bowwowparadise_02_e,Self,,,Locale_SubScenario:event_bowwowparadise_02_e_25,False,,113,113,1.0,,,,1,idle,,13,idle,,15,idle
event_bowwowparadise_02_e_26,40010,event_bowwowparadise_02_e,Speech,biscuit,biscuit,Locale_SubScenario:event_bowwowparadise_02_e_26,True,,113,113,1.0,,,,1,idle,,13,idle,,15,idle
event_bowwowparadise_02_e_27,40010,event_bowwowparadise_02_e,Speech,poli,poli,Locale_SubScenario:event_bowwowparadise_02_e_27,True,,113,113,1.0,,,,1,idle,,13,idle,,15,idle
event_bowwowparadise_02_e_28,40010,event_bowwowparadise_02_e,Speech,biscuit,biscuit,Locale_SubScenario:event_bowwowparadise_02_e_28,True,,113,113,1.0,,,,1,idle,,13,idle,,15,idle
event_bowwowparadise_02_e_29,40010,event_bowwowparadise_02_e,Speech,biscuit,biscuit,Locale_SubScenario:event_bowwowparadise_02_e_29,True,,113,113,1.0,,,,1,idle,,13,idle,,15,idle
event_bowwowparadise_02_e_30,40010,event_bowwowparadise_02_e,Narration,,,Locale_SubScenario:event_bowwowparadise_02_e_30,False,,113,113,1.0,,sfx_scn_sofasheet,,1,idle,,13,idle,,15,idle
event_bowwowparadise_02_e_31,40010,event_bowwowparadise_02_e,Speech,biscuit,biscuit,Locale_SubScenario:event_bowwowparadise_02_e_31,True,,113,113,1.0,,,,1,delight,,13,idle,,15,idle
event_bowwowparadise_02_e_32,40010,event_bowwowparadise_02_e,Speech,poli,poli,Locale_SubScenario:event_bowwowparadise_02_e_32,True,,113,113,1.0,,,,1,delight,,13,idle,,15,idle
event_bowwowparadise_02_e_33,40010,event_bowwowparadise_02_e,Speech,biscuit,biscuit,Locale_SubScenario:event_bowwowparadise_02_e_33,True,,113,113,1.0,,,,1,idle,,13,idle,,15,idle
event_bowwowparadise_02_e_34,40010,event_bowwowparadise_02_e,Speech,biscuit,biscuit,Locale_SubScenario:event_bowwowparadise_02_e_34,True,,113,113,1.0,,,,1,idle,,13,idle,,15,idle
event_bowwowparadise_02_e_35,40010,event_bowwowparadise_02_e,Speech,miranda,miranda,Locale_SubScenario:event_bowwowparadise_02_e_35,True,,113,113,1.0,,,,1,idle,,13,idle,,15,delight
event_bowwowparadise_02_e_36,40010,event_bowwowparadise_02_e,Speech,poli,poli,Locale_SubScenario:event_bowwowparadise_02_e_36,True,,113,113,1.0,,,,1,idle,,13,delight,,15,delight
event_bowwowparadise_02_e_37,40010,event_bowwowparadise_02_e,Speech,poli,poli,Locale_SubScenario:event_bowwowparadise_02_e_37,True,,113,113,1.0,,,,1,idle,,13,delight,,15,delight
event_bowwowparadise_02_e_38,40010,event_bowwowparadise_02_e,Speech,biscuit,biscuit,Locale_SubScenario:event_bowwowparadise_02_e_38,True,,XS_10,XS_10,1.0,,,,1,delight,,13,delight,,15,delight
event_bowwowparadise_02_e_39,40010,event_bowwowparadise_02_e,Self,,,Locale_SubScenario:event_bowwowparadise_02_e_39,False,,XS_10,XS_10,1.0,,,,1,delight,,13,delight,,15,delight
