id,event_id,group_id,speech_window,highlight,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,speaker,fade,play_sound,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/1/hide_char_id
event_newflavor_04_s_14,40073,event_newflavor_04_s,Speech,andersen,Locale_SubScenario:event_newflavor_04_s_14,True,,L_10,1,1.3,,andersen,,,,,,,1,idle,
event_newflavor_04_s_15,40073,event_newflavor_04_s,Self,andersen,Locale_SubScenario:event_newflavor_04_s_15,False,,1,1,1.0,,,,,,,,,1,idle,
event_newflavor_04_s_16,40073,event_newflavor_04_s,Monologue,,Locale_SubScenario:event_newflavor_04_s_16,False,ElevatorOut,black,black,1.0,none,,,,,,,,1,idle,andersen
event_newflavor_04_s_17,40073,event_newflavor_04_s,Speech,crust,Locale_SubScenario:event_newflavor_04_s_17,True,,1,1,1.0,bgm_story_apricot,crust,black,,bready,2,idle,crust,12,idle,
event_newflavor_04_s_18,40073,event_newflavor_04_s,Self,crust,Locale_SubScenario:event_newflavor_04_s_18,False,,1,1,1.0,,,,,,2,idle,,12,idle,
event_newflavor_04_s_19,40073,event_newflavor_04_s,Self,crust,Locale_SubScenario:event_newflavor_04_s_19,False,,1,1,1.0,,,,,,2,idle,,12,idle,
event_newflavor_04_s_20,40073,event_newflavor_04_s,Speech,crust,Locale_SubScenario:event_newflavor_04_s_20,True,,1,XS_120,1.3,,crust,,,,2,idle,,12,idle,
event_newflavor_04_s_21,40073,event_newflavor_04_s,Speech,crust,Locale_SubScenario:event_newflavor_04_s_21,True,,XS_120,XS_120,1.0,,crust,,,,2,idle,,12,delight,
event_newflavor_04_s_22,40073,event_newflavor_04_s,Speech,crust,Locale_SubScenario:event_newflavor_04_s_22,True,,XS_120,XS_120,1.0,,crust,,,,2,idle,,12,idle,
event_newflavor_04_s_23,40073,event_newflavor_04_s,Speech,crust,Locale_SubScenario:event_newflavor_04_s_23,True,,XS_120,XS_120,1.0,,crust,,,,2,idle,,12,idle,
event_newflavor_04_s_24,40073,event_newflavor_04_s,Speech,crust,Locale_SubScenario:event_newflavor_04_s_24,True,,XS_120,XS_120,1.0,,crust,,,,2,idle,,12,idle,
event_newflavor_04_s_25,40073,event_newflavor_04_s,Self,crust,Locale_SubScenario:event_newflavor_04_s_25,False,,XS_120,XS_120,1.0,,,,,,2,idle,,12,idle,
event_newflavor_04_s_26,40073,event_newflavor_04_s,Speech,crust,Locale_SubScenario:event_newflavor_04_s_26,True,,XS_120,XS_120,1.0,,crust,,,,2,idle,,12,idle,
event_newflavor_04_s_27,40073,event_newflavor_04_s,Speech,crust,Locale_SubScenario:event_newflavor_04_s_27,True,,XS_120,XS_120,1.0,,crust,,,,2,idle,,12,idle,
event_newflavor_04_s_28,40073,event_newflavor_04_s,Self,crust,Locale_SubScenario:event_newflavor_04_s_28,False,,XS_120,XS_120,1.0,,,,,,2,idle,,12,idle,
event_newflavor_04_s_29,40073,event_newflavor_04_s,Self,crust,Locale_SubScenario:event_newflavor_04_s_29,False,,XS_120,XS_120,1.0,,,,,,2,idle,,12,idle,
event_newflavor_04_s_30,40073,event_newflavor_04_s,Speech,bready,Locale_SubScenario:event_newflavor_04_s_30,True,,XS_120,S_20,1.3,,bready,,,,2,idle,,12,idle,
event_newflavor_04_s_31,40073,event_newflavor_04_s,Speech,bready,Locale_SubScenario:event_newflavor_04_s_31,True,,S_20,S_20,1.0,,bready,,,,2,idle,,12,idle,
event_newflavor_04_s_32,40073,event_newflavor_04_s,Speech,bready,Locale_SubScenario:event_newflavor_04_s_32,True,,S_20,S_20,1.0,,bready,,,,2,no,,12,idle,
event_newflavor_04_s_33,40073,event_newflavor_04_s,Self,bready,Locale_SubScenario:event_newflavor_04_s_33,False,,S_20,S_20,1.0,,,,,,2,no,,12,idle,
event_newflavor_04_s_34,40073,event_newflavor_04_s,Self,bready,Locale_SubScenario:event_newflavor_04_s_34,False,,S_20,S_20,1.0,,,,,,2,no,,12,idle,
event_newflavor_04_s_35,40073,event_newflavor_04_s,Speech,crust,Locale_SubScenario:event_newflavor_04_s_35,True,,S_20,1,1.3,,crust,,,,2,no,,12,delight,
event_newflavor_04_s_36,40073,event_newflavor_04_s,Speech,bready,Locale_SubScenario:event_newflavor_04_s_36,True,,1,1,1.0,,bready,,,,2,delight,,12,delight,
event_newflavor_04_s_37,40073,event_newflavor_04_s,Monologue,bready,Locale_SubScenario:event_newflavor_04_s_37,False,CityForest_03_d,black,black,1.0,none,,black,,,2,idle,,15,delight,
event_newflavor_04_s_38,40073,event_newflavor_04_s,Narration,bready,Locale_SubScenario:event_newflavor_04_s_38,False,,2,S_20,1.3,,,,sfx_scn_footstepleaves,,2,idle,,15,idle,
event_newflavor_04_s_39,40073,event_newflavor_04_s,Self,bready,Locale_SubScenario:event_newflavor_04_s_39,False,,S_20,S_20,1.0,bgm_frostpillar,,,,,2,idle,,15,idle,
event_newflavor_04_s_40,40073,event_newflavor_04_s,Speech,bready,Locale_SubScenario:event_newflavor_04_s_40,True,,S_20,S_20,1.0,,bready,,,,2,idle,,15,idle,
event_newflavor_04_s_41,40073,event_newflavor_04_s,Speech,bready,Locale_SubScenario:event_newflavor_04_s_41,True,,S_20,S_20,1.0,,bready,,,,2,idle,,15,idle,
event_newflavor_04_s_42,40073,event_newflavor_04_s,Speech,bready,Locale_SubScenario:event_newflavor_04_s_42,True,,S_20,S_20,1.0,,bready,,,,2,idle,,15,idle,
event_newflavor_04_s_43,40073,event_newflavor_04_s,Self,bready,Locale_SubScenario:event_newflavor_04_s_43,False,,S_20,S_20,1.0,,,,,,2,idle,,15,idle,
event_newflavor_04_s_44,40073,event_newflavor_04_s,Speech,bready,Locale_SubScenario:event_newflavor_04_s_44,True,,S_20,S_20,1.0,,bready,,,,2,idle,,15,idle,
event_newflavor_04_s_45,40073,event_newflavor_04_s,Speech,bready,Locale_SubScenario:event_newflavor_04_s_45,True,,S_20,S_20,1.0,,bready,,,,2,idle,,15,idle,
event_newflavor_04_s_46,40073,event_newflavor_04_s,Speech,bready,Locale_SubScenario:event_newflavor_04_s_46,True,,S_20,S_20,1.0,,bready,,,,2,idle,,15,idle,
event_newflavor_04_s_47,40073,event_newflavor_04_s,Speech,bready,Locale_SubScenario:event_newflavor_04_s_47,True,,S_20,S_20,1.0,,bready,,,,2,idle,,15,idle,
event_newflavor_04_s_48,40073,event_newflavor_04_s,Self,bready,Locale_SubScenario:event_newflavor_04_s_48,False,,S_20,S_20,1.0,,,,,,2,idle,,15,idle,
event_newflavor_04_s_49,40073,event_newflavor_04_s,Speech,bready,Locale_SubScenario:event_newflavor_04_s_49,True,,S_20,S_20,1.0,,bready,,,,2,idle,,15,idle,
event_newflavor_04_s_50,40073,event_newflavor_04_s,Speech,bready,Locale_SubScenario:event_newflavor_04_s_50,False,,S_20,S_200,1.3,,bready,,,,2,idle,,15,idle,
event_newflavor_04_s_51,40073,event_newflavor_04_s,Speech,bready,Locale_SubScenario:event_newflavor_04_s_51,True,,S_200,S_200,1.0,none,bready,,,,2,idle,,15,idle,
event_newflavor_04_s_52,40073,event_newflavor_04_s,Self,bready,Locale_SubScenario:event_newflavor_04_s_52,False,,S_200,S_200,1.0,,,,,,2,idle,,15,idle,
event_newflavor_04_s_53,40073,event_newflavor_04_s,Speech,crust,Locale_SubScenario:event_newflavor_04_s_53,True,,S_200,S_200,1.0,,crust,,,,2,idle,,15,idle,
event_newflavor_04_s_54,40073,event_newflavor_04_s,Speech,crust,Locale_SubScenario:event_newflavor_04_s_54,True,,S_200,S_200,1.0,,crust,,,,2,idle,,15,idle,
event_newflavor_04_s_55,40073,event_newflavor_04_s,Self,crust,Locale_SubScenario:event_newflavor_04_s_55,False,,S_200,S_200,1.0,,,,,,2,idle,,15,idle,
event_newflavor_04_s_56,40073,event_newflavor_04_s,Speech,crust,Locale_SubScenario:event_newflavor_04_s_56,True,,S_200,1,1.5,bgm_story_apricot,crust,,,,2,idle,,12,delight,
event_newflavor_04_s_57,40073,event_newflavor_04_s,Speech,crust,Locale_SubScenario:event_newflavor_04_s_57,True,,1,1,1.0,,crust,,,,2,idle,,12,idle,
event_newflavor_04_s_58,40073,event_newflavor_04_s,Self,crust,Locale_SubScenario:event_newflavor_04_s_58,False,,1,1,1.0,,,,,,2,idle,,12,idle,
event_newflavor_04_s_59,40073,event_newflavor_04_s,Speech,crust,Locale_SubScenario:event_newflavor_04_s_59,True,,1,1,1.0,,crust,,,,2,idle,,12,idle,
event_newflavor_04_s_60,40073,event_newflavor_04_s,Speech,bready,Locale_SubScenario:event_newflavor_04_s_60,True,,1,S_20,1.3,,bready,,,,2,idle,,12,idle,
event_newflavor_04_s_61,40073,event_newflavor_04_s,Narration,bready,Locale_SubScenario:event_newflavor_04_s_61,False,,S_20,S_200,1.3,,,,,,2,idle,,12,idle,
event_newflavor_04_s_62,40073,event_newflavor_04_s,Speech,bready,Locale_SubScenario:event_newflavor_04_s_62,True,,S_200,S_20,1.3,,bready,,,,2,special,,12,idle,
event_newflavor_04_s_63,40073,event_newflavor_04_s,Speech,bready,Locale_SubScenario:event_newflavor_04_s_63,True,,S_20,S_20,1.0,,bready,,,,2,special,,12,idle,
event_newflavor_04_s_64,40073,event_newflavor_04_s,Speech,bready,Locale_SubScenario:event_newflavor_04_s_64,True,,S_20,S_20,1.0,,bready,,,,2,idle,,12,idle,
event_newflavor_04_s_65,40073,event_newflavor_04_s,Speech,bready,Locale_SubScenario:event_newflavor_04_s_65,True,,S_20,S_20,1.0,,bready,,,,2,idle,,12,idle,
event_newflavor_04_s_66,40073,event_newflavor_04_s,Speech,bready,Locale_SubScenario:event_newflavor_04_s_66,True,,S_20,S_20,1.0,,bready,,,,2,idle,,12,idle,
event_newflavor_04_s_67,40073,event_newflavor_04_s,Speech,bready,Locale_SubScenario:event_newflavor_04_s_67,True,,S_20,S_20,1.0,,bready,,,,2,delight,,12,idle,
event_newflavor_04_s_68,40073,event_newflavor_04_s,Speech,crust,Locale_SubScenario:event_newflavor_04_s_68,True,,S_20,XS_120,1.3,,crust,,,,2,delight,,12,delight,
event_newflavor_04_s_69,40073,event_newflavor_04_s,Self,crust,Locale_SubScenario:event_newflavor_04_s_69,False,,XS_120,XS_120,1.0,,,,,,2,delight,,12,delight,
event_newflavor_04_s_70,40073,event_newflavor_04_s,Speech,crust,Locale_SubScenario:event_newflavor_04_s_70,True,,XS_120,XS_120,1.0,,crust,,,,2,delight,,12,idle,
event_newflavor_04_s_71,40073,event_newflavor_04_s,Speech,crust,Locale_SubScenario:event_newflavor_04_s_71,True,,XS_120,XS_120,1.0,,crust,,,,2,delight,,12,sad,
event_newflavor_04_s_72,40073,event_newflavor_04_s,Self,crust,Locale_SubScenario:event_newflavor_04_s_72,False,,XS_120,XS_120,1.0,,,,,,2,delight,,12,sad,
event_newflavor_04_s_73,40073,event_newflavor_04_s,Speech,crust,Locale_SubScenario:event_newflavor_04_s_73,True,,XS_120,XS_120,1.0,,crust,,,,2,delight,,12,think,
event_newflavor_04_s_74,40073,event_newflavor_04_s,Speech,crust,Locale_SubScenario:event_newflavor_04_s_74,True,,XS_120,XS_120,1.0,,crust,,,,2,delight,,12,delight,
