id,event_id,group_id,speech_window,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,highlight,speaker,set_camera_shake,play_sound,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/0/hide_char_id,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/1/hide_char_id,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,characters/2/hide_char_id,characters/3/show_char_id,characters/3/set_char_position,characters/3/set_char_anim,characters/3/hide_char_id,characters/4/show_char_id,characters/4/set_char_position,characters/4/set_char_anim,characters/4/hide_char_id,characters/5/show_char_id,characters/5/set_char_position,characters/5/set_char_anim,characters/5/hide_char_id
event_overzone2_04_e_42,80304,event_overzone2_04_e,Speech,Locale_MainScenario:event_overzone2_04_e_42,True,,L_1700,L_1700,1.0,,rapunzel,rapunzel,,,,3,think,,,1,worry,,,13,sad,,,15,idle,,,17,special,,,5,idle,
event_overzone2_04_e_43,80304,event_overzone2_04_e,Speech,Locale_MainScenario:event_overzone2_04_e_43,True,,L_1700,16,1.0,,hongryeon,hongryeon,,,,3,think,,,1,worry,,,13,sad,,,15,delight,,,17,special,,,5,idle,
event_overzone2_04_e_44,80304,event_overzone2_04_e,Narration,Locale_MainScenario:event_overzone2_04_e_44,False,Desert_05,black,black,1.0,,,,,,,3,think,dorothy,,1,worry,pinne,,13,sad,rapunzel,,15,delight,,,17,special,snowwhite,,5,idle,collectrobot
event_overzone2_04_e_45,80304,event_overzone2_04_e,Speech,Locale_MainScenario:event_overzone2_04_e_45,True,,15,15,1.0,,hongryeon,hongryeon,,,,,,,,,,,,,,,,15,delight,,,,,,,,,
event_overzone2_04_e_46,80304,event_overzone2_04_e,Speech,Locale_MainScenario:event_overzone2_04_e_46,True,,15,2,1.0,,dorothy,dorothy,,,dorothy,3,worry,,pinne,1,idle,,rapunzel,13,idle,,,15,delight,,snowwhite,17,idle,,,,,
event_overzone2_04_e_47,80304,event_overzone2_04_e,Speech,Locale_MainScenario:event_overzone2_04_e_47,True,,15,150,1.0,,hongryeon,hongryeon,,,,3,worry,,,1,idle,,,13,idle,,,15,delight,,,17,idle,,,,,
event_overzone2_04_e_48,80304,event_overzone2_04_e,Speech,Locale_MainScenario:event_overzone2_04_e_48,False,,2,2,1.0,,dorothy,dorothy,,,,3,worry,,,1,idle,,,13,idle,,,15,delight,,,17,idle,,,,,
event_overzone2_04_e_49,80304,event_overzone2_04_e,Speech,Locale_MainScenario:event_overzone2_04_e_49,True,,2,2,1.0,,pinne,pinne,,,,3,worry,,,1,idle,,,13,idle,,,15,delight,,,17,idle,,,,,
event_overzone2_04_e_50,80304,event_overzone2_04_e,Speech,Locale_MainScenario:event_overzone2_04_e_50,True,,2,30,1.0,,dorothy,dorothy,,,,3,worry,,,1,idle,,,13,idle,,,15,delight,,,17,idle,,,,,
event_overzone2_04_e_51,80304,event_overzone2_04_e,Speech,Locale_MainScenario:event_overzone2_04_e_51,True,,150,150,1.0,,hongryeon,hongryeon,,,,3,worry,,,1,idle,,,13,idle,,,15,delight,,,17,idle,,,,,
event_overzone2_04_e_52,80304,event_overzone2_04_e,Speech,Locale_MainScenario:event_overzone2_04_e_52,True,,30,30,1.0,,dorothy,dorothy,,,,3,idle,,,1,idle,,,13,idle,,,15,delight,,,17,idle,,,,,
event_overzone2_04_e_53,80304,event_overzone2_04_e,Speech,Locale_MainScenario:event_overzone2_04_e_53,True,,150,150,1.0,,hongryeon,hongryeon,,,,3,idle,,,1,idle,,,13,idle,,,15,delight,,,17,idle,,,,,
event_overzone2_04_e_54,80304,event_overzone2_04_e,Speech,Locale_MainScenario:event_overzone2_04_e_54,False,,150,16,1.0,,snowwhite,snowwhite,,,,3,idle,,,1,idle,,,13,idle,,,15,delight,,,17,special,,,,,
event_overzone2_04_e_55,80304,event_overzone2_04_e,Speech,Locale_MainScenario:event_overzone2_04_e_55,True,,16,16,1.0,,hongryeon,hongryeon,,,,3,idle,,,1,idle,,,13,idle,,,15,no,,,17,special,,,,,
event_overzone2_04_e_56,80304,event_overzone2_04_e,Speech,Locale_MainScenario:event_overzone2_04_e_56,True,,16,16,1.0,,snowwhite,snowwhite,,,,3,idle,,,1,idle,,,13,idle,,,15,no,,,17,special,,,,,
event_overzone2_04_e_57,80304,event_overzone2_04_e,Speech,Locale_MainScenario:event_overzone2_04_e_57,True,,16,150,1.0,,hongryeon,hongryeon,,,,3,idle,,,1,idle,,,13,idle,,,15,idle,,,17,special,,,,,
event_overzone2_04_e_58,80304,event_overzone2_04_e,Narration,Locale_MainScenario:event_overzone2_04_e_58,False,Tomb_d,black,black,1.0,,,,,,,3,idle,dorothy,,1,idle,pinne,,13,idle,,,15,idle,hongryeon,,17,special,snowwhite,,,,
event_overzone2_04_e_59,80304,event_overzone2_04_e,Speech,Locale_MainScenario:event_overzone2_04_e_59,True,,13,130,1.0,,rapunzel,rapunzel,,,,,,,,,,,,13,sad,,,,,,,,,,,,,
event_overzone2_04_e_60,80304,event_overzone2_04_e,Speech,Locale_MainScenario:event_overzone2_04_e_60,True,,130,130,1.0,,rapunzel,rapunzel,,,,,,,,,,,,13,sad,,,,,,,,,,,,,
event_overzone2_04_e_61,80304,event_overzone2_04_e,Speech,Locale_MainScenario:event_overzone2_04_e_61,True,,130,130,1.0,,rapunzel,rapunzel,,,,,,,,,,,,13,sad,,,,,,,,,,,,,
event_overzone2_04_e_62,80304,event_overzone2_04_e,Speech,Locale_MainScenario:event_overzone2_04_e_62,True,,130,130,1.0,,rapunzel,rapunzel,,,,,,,,,,,,13,sad,,,,,,,,,,,,,
event_overzone2_04_e_63,80304,event_overzone2_04_e,Speech,Locale_MainScenario:event_overzone2_04_e_63,False,,130,130,1.0,,rapunzel,rapunzel,,,,,,,,,,,,13,sad,,,,,,,,,,,,,
event_overzone2_04_e_64,80304,event_overzone2_04_e,Speech,Locale_MainScenario:event_overzone2_04_e_64,True,,130,130,1.0,,rapunzel,rapunzel,,,,,,,,,,,,13,sad,,,,,,,,,,,,,
event_overzone2_04_e_65,80304,event_overzone2_04_e,Speech,Locale_MainScenario:event_overzone2_04_e_65,True,,130,130,1.0,,rapunzel,rapunzel,,,,,,,,,,,,13,sad,,,,,,,,,,,,,
event_overzone2_04_e_66,80304,event_overzone2_04_e,Speech,Locale_MainScenario:event_overzone2_04_e_66,True,,130,130,1.0,,rapunzel,rapunzel,,,,,,,,,,,,13,sad,,,,,,,,,,,,,
event_overzone2_04_e_67,80304,event_overzone2_04_e,Speech,Locale_MainScenario:event_overzone2_04_e_67,True,,130,130,1.0,,rapunzel,rapunzel,,,,,,,,,,,,13,sad,,,,,,,,,,,,,
event_overzone2_04_e_68,80304,event_overzone2_04_e,Speech,Locale_MainScenario:event_overzone2_04_e_68,True,,130,130,1.0,,rapunzel,rapunzel,,,,,,,,,,,,13,sad,,,,,,,,,,,,,
event_overzone2_04_e_69,80304,event_overzone2_04_e,Narration,Locale_MainScenario:event_overzone2_04_e_69,False,RuinIndoor,black,black,1.0,,,,,,dorothy,3,think,,pinne,1,angry,,,13,sad,,hongryeon,15,no,,snowwhite,17,idle,,collectrobot,5,idle,
event_overzone2_04_e_70,80304,event_overzone2_04_e,Speech,Locale_MainScenario:event_overzone2_04_e_70,False,,50,50,1.0,none,,manvoice,,,,3,think,,,1,angry,,,13,sad,,,15,no,,,17,idle,,,5,idle,
event_overzone2_04_e_71,80304,event_overzone2_04_e,Speech,Locale_MainScenario:event_overzone2_04_e_71,False,,50,50,1.0,,,manvoice,,,,3,think,,,1,angry,,,13,sad,,,15,no,,,17,idle,,,5,idle,
event_overzone2_04_e_72,80304,event_overzone2_04_e,Speech,Locale_MainScenario:event_overzone2_04_e_72,False,,50,50,1.0,,,manvoice,,,,3,think,,,1,angry,,,13,sad,,,15,no,,,17,idle,,,5,idle,
event_overzone2_04_e_73,80304,event_overzone2_04_e,Speech,Locale_MainScenario:event_overzone2_04_e_73,False,,50,50,1.0,,,manvoice,,,,3,think,,,1,angry,,,13,sad,,,15,no,,,17,idle,,,5,idle,
event_overzone2_04_e_74,80304,event_overzone2_04_e,Narration,Locale_MainScenario:event_overzone2_04_e_74,False,,50,5,1.0,,,,,,,3,think,,,1,angry,,,13,sad,,,15,no,,,17,idle,,,5,idle,
event_overzone2_04_e_75,80304,event_overzone2_04_e,Narration,Locale_MainScenario:event_overzone2_04_e_75,False,,5,5,1.0,,,,Low_2,sfx_scn_arkdoorclose,,3,think,,,1,angry,,,13,sad,,,15,no,,,17,idle,,,5,idle,
event_overzone2_04_e_76,80304,event_overzone2_04_e,Narration,Locale_MainScenario:event_overzone2_04_e_76,False,,5,5,1.0,,,,,,,3,think,,,1,angry,,,13,sad,,,15,no,,,17,idle,,,5,idle,
event_overzone2_04_e_77,80304,event_overzone2_04_e,Narration,Locale_MainScenario:event_overzone2_04_e_77,False,,5,5,1.0,,,,,,,3,think,,,1,angry,,,13,sad,,,15,no,,,17,idle,,,5,idle,
event_overzone2_04_e_78,80304,event_overzone2_04_e,Speech,Locale_MainScenario:event_overzone2_04_e_78,False,,L_170,L_170,1.0,,snowwhite,snowwhite,,,,3,think,,,1,angry,,,13,sad,,,15,no,,,17,idle,,,5,idle,
event_overzone2_04_e_79,80304,event_overzone2_04_e,Speech,Locale_MainScenario:event_overzone2_04_e_79,False,,130,130,1.0,,rapunzel,rapunzel,,,,3,think,,,1,angry,,,13,sad,,,15,no,,,17,idle,,,5,idle,
event_overzone2_04_e_80,80304,event_overzone2_04_e,Speech,Locale_MainScenario:event_overzone2_04_e_80,False,,150,150,1.0,,hongryeon,hongryeon,,,,3,think,,,1,angry,,,13,sad,,,15,no,,,17,idle,,,5,idle,
event_overzone2_04_e_81,80304,event_overzone2_04_e,Speech,Locale_MainScenario:event_overzone2_04_e_81,True,,30,30,1.0,,dorothy,dorothy,,,,3,think,,,1,angry,,,13,sad,,,15,no,,,17,idle,,,5,idle,
event_overzone2_04_e_82,80304,event_overzone2_04_e,Speech,Locale_MainScenario:event_overzone2_04_e_82,True,,30,2,1.0,,pinne,pinne,,,,3,think,,,1,angry,,,13,sad,,,15,no,,,17,idle,,,5,idle,
event_overzone2_04_e_83,80304,event_overzone2_04_e,Speech,Locale_MainScenario:event_overzone2_04_e_83,True,,2,2,1.0,,dorothy,dorothy,,,,3,idle,,,1,angry,,,13,sad,,,15,no,,,17,idle,,,5,idle,
event_overzone2_04_e_84,80304,event_overzone2_04_e,Speech,Locale_MainScenario:event_overzone2_04_e_84,False,,2,4,1.0,,,manvoice,,,,3,idle,,,1,angry,,,13,sad,,,15,no,,,17,idle,,,5,idle,
event_overzone2_04_e_85,80304,event_overzone2_04_e,Speech,Locale_MainScenario:event_overzone2_04_e_85,False,,4,4,1.0,,,manvoice,,,,3,idle,,,1,angry,,,13,sad,,,15,no,,,17,idle,,,5,idle,
event_overzone2_04_e_86,80304,event_overzone2_04_e,Speech,Locale_MainScenario:event_overzone2_04_e_86,True,,4,4,1.0,,dorothy,dorothy,,,,3,idle,,,1,angry,,,13,sad,,,15,no,,,17,idle,,,5,idle,
event_overzone2_04_e_87,80304,event_overzone2_04_e,Speech,Locale_MainScenario:event_overzone2_04_e_87,True,,4,4,1.0,,dorothy,dorothy,,,,3,idle,,,1,angry,,,13,sad,,,15,no,,,17,idle,,,5,idle,
event_overzone2_04_e_88,80304,event_overzone2_04_e,Speech,Locale_MainScenario:event_overzone2_04_e_88,True,,4,4,1.0,,dorothy,dorothy,,,,3,idle,,,1,angry,,,13,sad,,,15,no,,,17,idle,,,5,idle,
event_overzone2_04_e_89,80304,event_overzone2_04_e,Speech,Locale_MainScenario:event_overzone2_04_e_89,False,,4,50,1.0,,,manvoice,,,,3,idle,,,1,angry,,,13,sad,,,15,no,,,17,idle,,,5,idle,
event_overzone2_04_e_90,80304,event_overzone2_04_e,Speech,Locale_MainScenario:event_overzone2_04_e_90,False,,50,50,1.0,,,manvoice,,,,3,idle,,,1,angry,,,13,sad,,,15,no,,,17,idle,,,5,idle,
event_overzone2_04_e_91,80304,event_overzone2_04_e,Speech,Locale_MainScenario:event_overzone2_04_e_91,False,,50,50,1.0,,,manvoice,,,,3,idle,,,1,angry,,,13,sad,,,15,no,,,17,idle,,,5,idle,
event_overzone2_04_e_92,80304,event_overzone2_04_e,Speech,Locale_MainScenario:event_overzone2_04_e_92,False,,30,30,1.0,,dorothy,dorothy,,,,3,think,,,1,angry,,,13,sad,,,15,no,,,17,idle,,,5,idle,
event_overzone2_04_e_93,80304,event_overzone2_04_e,Speech,Locale_MainScenario:event_overzone2_04_e_93,True,,30,30,1.0,,dorothy,dorothy,,,,3,think,,,1,angry,,,13,sad,,,15,no,,,17,idle,,,5,idle,
event_overzone2_04_e_94,80304,event_overzone2_04_e,Speech,Locale_MainScenario:event_overzone2_04_e_94,False,,50,50,1.0,,,manvoice,,,,3,think,,,1,angry,,,13,sad,,,15,no,,,17,idle,,,5,idle,
event_overzone2_04_e_95,80304,event_overzone2_04_e,Speech,Locale_MainScenario:event_overzone2_04_e_95,True,,30,300,1.0,,dorothy,dorothy,,,,3,think,,,1,angry,,,13,sad,,,15,no,,,17,idle,,,5,idle,
event_overzone2_04_e_96,80304,event_overzone2_04_e,Speech,Locale_MainScenario:event_overzone2_04_e_96,False,,50,50,1.0,,,manvoice,,,,3,think,,,1,angry,,,13,sad,,,15,no,,,17,idle,,,5,idle,
event_overzone2_04_e_97,80304,event_overzone2_04_e,Speech,Locale_MainScenario:event_overzone2_04_e_97,False,,50,5,1.0,bgm_story_signal,,manvoice,,,,3,think,,,1,angry,,,13,sad,,,15,no,,,17,idle,,,5,idle,
event_overzone2_04_e_98,80304,event_overzone2_04_e,Speech,Locale_MainScenario:event_overzone2_04_e_98,True,,5,4,1.0,,dorothy,dorothy,,,,3,think,,,1,angry,,,13,sad,,,15,no,,,17,idle,,,5,idle,
event_overzone2_04_e_99,80304,event_overzone2_04_e,Speech,Locale_MainScenario:event_overzone2_04_e_99,True,,4,4,1.0,,dorothy,dorothy,,,,3,think,,,1,angry,,,13,sad,,,15,no,,,17,idle,,,5,idle,
event_overzone2_04_e_100,80304,event_overzone2_04_e,Speech,Locale_MainScenario:event_overzone2_04_e_100,True,,4,4,1.0,,dorothy,dorothy,,,,3,think,,,1,angry,,,13,sad,,,15,no,,,17,idle,,,5,idle,
event_overzone2_04_e_101,80304,event_overzone2_04_e,Speech,Locale_MainScenario:event_overzone2_04_e_101,True,,4,4,1.0,,dorothy,dorothy,,,,3,think,,,1,angry,,,13,sad,,,15,no,,,17,idle,,,5,idle,
event_overzone2_04_e_102,80304,event_overzone2_04_e,Speech,Locale_MainScenario:event_overzone2_04_e_102,False,,4,4,1.0,,,oswald,,,,3,think,,,1,angry,,,13,sad,,,15,no,,,17,idle,,,5,idle,
event_overzone2_04_e_103,80304,event_overzone2_04_e,Speech,Locale_MainScenario:event_overzone2_04_e_103,True,,4,4,1.0,,dorothy,dorothy,,,,3,think,,,1,angry,,,13,sad,,,15,no,,,17,idle,,,5,idle,
event_overzone2_04_e_104,80304,event_overzone2_04_e,Speech,Locale_MainScenario:event_overzone2_04_e_104,False,,4,4,1.0,,,oswald,,,,3,think,,,1,angry,,,13,sad,,,15,no,,,17,idle,,,5,idle,
event_overzone2_04_e_105,80304,event_overzone2_04_e,Speech,Locale_MainScenario:event_overzone2_04_e_105,True,,4,4,1.0,,dorothy,dorothy,,,,3,think,,,1,angry,,,13,sad,,,15,no,,,17,idle,,,5,idle,
event_overzone2_04_e_106,80304,event_overzone2_04_e,Speech,Locale_MainScenario:event_overzone2_04_e_106,False,,4,4,1.0,,,oswald,,,,3,think,,,1,angry,,,13,sad,,,15,no,,,17,idle,,,5,idle,
event_overzone2_04_e_107,80304,event_overzone2_04_e,Speech,Locale_MainScenario:event_overzone2_04_e_107,True,,4,4,1.0,,dorothy,dorothy,,,,3,think,,,1,angry,,,13,sad,,,15,no,,,17,idle,,,5,idle,
event_overzone2_04_e_108,80304,event_overzone2_04_e,Speech,Locale_MainScenario:event_overzone2_04_e_108,False,,4,4,1.0,,,oswald,,,,3,think,,,1,angry,,,13,sad,,,15,no,,,17,idle,,,5,idle,
event_overzone2_04_e_109,80304,event_overzone2_04_e,Speech,Locale_MainScenario:event_overzone2_04_e_109,True,,4,4,1.0,,dorothy,dorothy,,,,3,think,,,1,angry,,,13,sad,,,15,no,,,17,idle,,,5,idle,
event_overzone2_04_e_110,80304,event_overzone2_04_e,Speech,Locale_MainScenario:event_overzone2_04_e_110,False,,4,4,1.0,,,oswald,,,,3,think,,,1,angry,,,13,sad,,,15,no,,,17,idle,,,5,idle,
event_overzone2_04_e_111,80304,event_overzone2_04_e,Speech,Locale_MainScenario:event_overzone2_04_e_111,True,,4,4,1.0,,dorothy,dorothy,,,,3,think,,,1,angry,,,13,sad,,,15,no,,,17,idle,,,5,idle,
event_overzone2_04_e_112,80304,event_overzone2_04_e,Speech,Locale_MainScenario:event_overzone2_04_e_112,False,,4,4,1.0,,,oswald,,,,3,think,,,1,angry,,,13,sad,,,15,no,,,17,idle,,,5,idle,
event_overzone2_04_e_113,80304,event_overzone2_04_e,Speech,Locale_MainScenario:event_overzone2_04_e_113,True,,4,4,1.0,,dorothy,dorothy,,,,3,think,,,1,angry,,,13,sad,,,15,no,,,17,idle,,,5,idle,
