id,event_id,group_id,speech_window,speaker,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,highlight,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,jump_target,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/0/hide_char_id,characters/1/hide_char_id,characters/2/hide_char_id,play_sound,fade
event_doutsiders_01_e_18,40006,event_doutsiders_01_e,Self,Self,Locale_SubScenario:event_doutsiders_01_e_18,False,,12,12,1.0,,viper,,3,idle,,13,idle,,,1,idle,,,,,
event_doutsiders_01_e_19,40006,event_doutsiders_01_e,Speech,crow,Locale_SubScenario:event_doutsiders_01_e_19,True,,12,1,2.0,,crow,,3,idle,,13,idle,,,1,idle,,,,,
event_doutsiders_01_e_20,40006,event_doutsiders_01_e,Speech,crow,Locale_SubScenario:event_doutsiders_01_e_20,True,,1,1,1.0,,crow,,3,idle,,13,idle,,,1,idle,,,,,
event_doutsiders_01_e_21,40006,event_doutsiders_01_e,Speech,crow,Locale_SubScenario:event_doutsiders_01_e_21,True,,1,1,1.0,,crow,,3,idle,,13,idle,,,1,idle,,,,,
event_doutsiders_01_e_22,40006,event_doutsiders_01_e,Self,Self,Locale_SubScenario:event_doutsiders_01_e_22,False,,1,1,1.0,,crow,,3,idle,,13,idle,,,1,idle,,,,,
event_doutsiders_01_e_23,40006,event_doutsiders_01_e,Speech,crow,Locale_SubScenario:event_doutsiders_01_e_23,True,,1,10,2.0,,crow,,3,idle,,13,idle,,,1,smile,,,,,
event_doutsiders_01_e_24,40006,event_doutsiders_01_e,Speech,crow,Locale_SubScenario:event_doutsiders_01_e_24,True,,10,10,1.0,,crow,,3,idle,,13,idle,,,1,smile,,,,,
event_doutsiders_01_e_25,40006,event_doutsiders_01_e,Speech,crow,Locale_SubScenario:event_doutsiders_01_e_25,True,,10,10,1.0,,crow,,3,idle,,13,idle,,,1,angry,,,,,
event_doutsiders_01_e_26,40006,event_doutsiders_01_e,Self,Self,Locale_SubScenario:event_doutsiders_01_e_26,False,,10,10,1.0,,crow,,3,idle,,13,idle,,,1,angry,,,,,
event_doutsiders_01_e_27,40006,event_doutsiders_01_e,Self,Self,Locale_SubScenario:event_doutsiders_01_e_27,False,,10,10,1.0,,crow,,3,idle,,13,idle,,,1,angry,,,,,
event_doutsiders_01_e_28,40006,event_doutsiders_01_e,Speech,crow,Locale_SubScenario:event_doutsiders_01_e_28,True,,10,10,1.0,,crow,,3,idle,,13,idle,,,1,surprise,,,,,
event_doutsiders_01_e_29,40006,event_doutsiders_01_e,Speech,crow,Locale_SubScenario:event_doutsiders_01_e_29,True,,10,10,1.0,,crow,,3,idle,,13,idle,,,1,idle,,,,,
event_doutsiders_01_e_30,40006,event_doutsiders_01_e,Speech,crow,Locale_SubScenario:event_doutsiders_01_e_30,True,,10,10,1.0,,crow,,3,idle,,13,idle,,,1,idle,,,,,
event_doutsiders_01_e_31,40006,event_doutsiders_01_e,Speech,crow,Locale_SubScenario:event_doutsiders_01_e_31,True,,10,10,1.0,,crow,,3,idle,,13,idle,,,1,idle,,,,,
event_doutsiders_01_e_32,40006,event_doutsiders_01_e,Speech,crow,Locale_SubScenario:event_doutsiders_01_e_32,True,,10,10,1.0,,crow,,3,idle,,13,idle,,,1,smile,,,,,
event_doutsiders_01_e_33,40006,event_doutsiders_01_e,Speech,crow,Locale_SubScenario:event_doutsiders_01_e_33,True,,10,1,0.5,,crow,,3,idle,,13,idle,,,1,smile,,,,,
event_doutsiders_01_e_34,40006,event_doutsiders_01_e,Speech,crow,Locale_SubScenario:event_doutsiders_01_e_34,True,,1,1,1.0,,crow,,3,idle,,13,idle,,,1,smile,,,,,
event_doutsiders_01_e_35,40006,event_doutsiders_01_e,Speech,jackal,Locale_SubScenario:event_doutsiders_01_e_35,True,,S_30,S_30,1.0,,jackal,,3,shy_02,,13,idle,,,1,smile,,,,,
event_doutsiders_01_e_36,40006,event_doutsiders_01_e,Speech,viper,Locale_SubScenario:event_doutsiders_01_e_36,True,,130,130,1.0,,viper,,3,shy_02,,13,delight,,,1,smile,,,,,
event_doutsiders_01_e_37,40006,event_doutsiders_01_e,Self,Self,Locale_SubScenario:event_doutsiders_01_e_37,False,,130,10,2.0,,,,5,shy_02,,15,delight,,,1,idle,jackal,,viper,,
event_doutsiders_01_e_38,40006,event_doutsiders_01_e,Speech,crow,Locale_SubScenario:event_doutsiders_01_e_38,True,,10,10,1.0,,crow,,,,,,,,,1,idle,,,,,
event_doutsiders_01_e_39,40006,event_doutsiders_01_e,Speech,crow,Locale_SubScenario:event_doutsiders_01_e_39,True,,10,10,1.0,,crow,,,,,,,,,1,smile,,,,,
event_doutsiders_01_e_40,40006,event_doutsiders_01_e,Speech,crow,Locale_SubScenario:event_doutsiders_01_e_40,True,,10,100,2.0,,crow,,,,,,,,,1,smile,,,,,
event_doutsiders_01_e_41,40006,event_doutsiders_01_e,Speech,crow,Locale_SubScenario:event_doutsiders_01_e_41,True,,100,100,1.0,,crow,,,,,,,,,1,smile,,,,,
event_doutsiders_01_e_42,40006,event_doutsiders_01_e,Speech,crow,Locale_SubScenario:event_doutsiders_01_e_42,True,,100,100,1.0,,crow,,,,,,,,,1,smile,,,,,
event_doutsiders_01_e_43,40006,event_doutsiders_01_e,Speech,crow,Locale_SubScenario:event_doutsiders_01_e_43,True,,100,100,1.0,,crow,,,,,,,,,1,idle,,,,,
event_doutsiders_01_e_44,40006,event_doutsiders_01_e,Self,Self,Locale_SubScenario:event_doutsiders_01_e_44,False,,100,100,1.0,,crow,,,,,,,,,1,idle,,,,,
event_doutsiders_01_e_45,40006,event_doutsiders_01_e,Speech,crow,Locale_SubScenario:event_doutsiders_01_e_45,True,,100,10,2.0,,crow,,,,,,,,,1,idle,,,,,
