id,event_id,group_id,speech_window,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,highlight,speaker,fade,play_sound,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/0/hide_char_id,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,characters/3/show_char_id,characters/3/set_char_position,characters/3/set_char_anim,characters/4/show_char_id,characters/4/set_char_position,characters/4/set_char_anim
event_lastkingdom1_02_s_14,40045,event_lastkingdom1_02_s,Speech,Locale_MainScenario:event_lastkingdom1_02_s_14,True,,XXS_130,XXS_130,1.0,,chime,chime,,,,3,idle,,,1,idle,,13,idle,,,,,15,idle
event_lastkingdom1_02_s_15,40045,event_lastkingdom1_02_s,Speech,Locale_MainScenario:event_lastkingdom1_02_s_15,True,,XXS_130,113,1.0,,kilo,kilo,,,,3,idle,,,1,idle,,13,idle,,,,,15,idle
event_lastkingdom1_02_s_16,40045,event_lastkingdom1_02_s,Speech,Locale_MainScenario:event_lastkingdom1_02_s_16,True,,113,113,1.0,,chime,chime,,,,3,void,,,1,idle,,13,angry,,,,,15,idle
event_lastkingdom1_02_s_17,40045,event_lastkingdom1_02_s,Speech,Locale_MainScenario:event_lastkingdom1_02_s_17,True,,113,113,1.0,,kilo,kilo,,,,3,void,,,1,idle,,13,angry,,,,,15,idle
event_lastkingdom1_02_s_18,40045,event_lastkingdom1_02_s,Narration,Locale_MainScenario:event_lastkingdom1_02_s_18,False,,113,31,1.0,,kilo,,,,,3,void,,,1,idle,,13,angry,,,,,15,idle
event_lastkingdom1_02_s_19,40045,event_lastkingdom1_02_s,Narration,Locale_MainScenario:event_lastkingdom1_02_s_19,False,,31,31,1.0,,kilo,,,,,3,void,,,1,idle,,13,angry,,,,,15,idle
event_lastkingdom1_02_s_20,40045,event_lastkingdom1_02_s,Speech,Locale_MainScenario:event_lastkingdom1_02_s_20,False,,31,31,1.0,,kilo,kilo,,,,3,void,,,1,surprise,,13,angry,,,,,15,idle
event_lastkingdom1_02_s_21,40045,event_lastkingdom1_02_s,Speech,Locale_MainScenario:event_lastkingdom1_02_s_21,True,,31,S_100,1.0,,kilo,kilo,,,,3,void,,,1,surprise,,13,angry,,,,,15,idle
event_lastkingdom1_02_s_22,40045,event_lastkingdom1_02_s,Speech,Locale_MainScenario:event_lastkingdom1_02_s_22,True,,13,XXS_1300,1.0,,chime,chime,,,,3,void,,,1,surprise,,13,angry_02,,,,,15,idle
event_lastkingdom1_02_s_23,40045,event_lastkingdom1_02_s,Speech,Locale_MainScenario:event_lastkingdom1_02_s_23,True,,XXS_1300,XXS_1300,1.0,,chime,chime,,,,3,void,,,1,surprise,,13,angry_02,,,,,15,idle
event_lastkingdom1_02_s_24,40045,event_lastkingdom1_02_s,Speech,Locale_MainScenario:event_lastkingdom1_02_s_24,True,,300,300,1.0,,marian_q,marian_q,,,,3,idle,,,1,surprise,,13,angry_02,,,,,15,idle
event_lastkingdom1_02_s_25,40045,event_lastkingdom1_02_s,Speech,Locale_MainScenario:event_lastkingdom1_02_s_25,True,,300,300,1.0,,marian_q,marian_q,,,,3,idle,,,1,surprise,,13,angry_02,,,,,15,idle
event_lastkingdom1_02_s_26,40045,event_lastkingdom1_02_s,Speech,Locale_MainScenario:event_lastkingdom1_02_s_26,True,,1500,1500,1.0,,crown,crown,,,,3,idle,,,1,surprise,,13,angry_02,,,,,15,idle
event_lastkingdom1_02_s_27,40045,event_lastkingdom1_02_s,Speech,Locale_MainScenario:event_lastkingdom1_02_s_27,True,,1500,150,1.0,,crown,crown,,,,3,idle,,,1,surprise,,13,angry_02,,,,,15,delight
event_lastkingdom1_02_s_28,40045,event_lastkingdom1_02_s,Speech,Locale_MainScenario:event_lastkingdom1_02_s_28,True,,150,XXS_130,1.0,,chime,chime,,,,3,idle,,,1,surprise,,13,delight,,,,,15,delight
event_lastkingdom1_02_s_29,40045,event_lastkingdom1_02_s,Speech,Locale_MainScenario:event_lastkingdom1_02_s_29,False,,XXS_130,S_10,1.0,,kilo,kilo,,,,3,idle,,,1,idle,,13,delight,,,,,15,delight
event_lastkingdom1_02_s_30,40045,event_lastkingdom1_02_s,Speech,Locale_MainScenario:event_lastkingdom1_02_s_30,True,,150,150,1.0,,crown,crown,,,,3,idle,,,1,idle,,13,delight,,,,,15,idle
event_lastkingdom1_02_s_31,40045,event_lastkingdom1_02_s,Speech,Locale_MainScenario:event_lastkingdom1_02_s_31,True,,300,300,1.0,none,marian_q,marian_q,,,,3,idle,,,1,idle,,13,delight,,,,,15,idle
event_lastkingdom1_02_s_32,40045,event_lastkingdom1_02_s,Speech,Locale_MainScenario:event_lastkingdom1_02_s_32,True,land_d,XXS_130,XXS_130,1.0,event_bgm_lastkingdom_noblemeals,chime,chime,black,,,3,idle,marian_q,,1,idle,,13,void,talos,5,idle,,15,idle
event_lastkingdom1_02_s_33,40045,event_lastkingdom1_02_s,Speech,Locale_MainScenario:event_lastkingdom1_02_s_33,True,,XXS_130,S_10,1.0,,kilo,kilo,,,,,,,,1,smile,,13,void,,5,idle,,15,idle
event_lastkingdom1_02_s_34,40045,event_lastkingdom1_02_s,Speech,Locale_MainScenario:event_lastkingdom1_02_s_34,True,,S_10,S_10,1.0,,kilo,kilo,,,,,,,,1,smile,,13,void,,5,idle,,15,idle
event_lastkingdom1_02_s_35,40045,event_lastkingdom1_02_s,Speech,Locale_MainScenario:event_lastkingdom1_02_s_35,True,,S_10,S_10,1.0,,kilo,kilo,,,,,,,,1,smile,,13,void,,5,idle,,15,idle
event_lastkingdom1_02_s_36,40045,event_lastkingdom1_02_s,Speech,Locale_MainScenario:event_lastkingdom1_02_s_36,True,,S_10,XXS_130,1.0,,chime,chime,,,,,,,,1,smile,,13,void,,5,idle,,15,idle
event_lastkingdom1_02_s_37,40045,event_lastkingdom1_02_s,Speech,Locale_MainScenario:event_lastkingdom1_02_s_37,True,,XXS_130,XXS_130,1.0,,chime,chime,,,,,,,,1,smile,,13,void,,5,idle,,15,idle
event_lastkingdom1_02_s_38,40045,event_lastkingdom1_02_s,Speech,Locale_MainScenario:event_lastkingdom1_02_s_38,True,,XXS_130,S_10,1.0,,kilo,kilo,,,,,,,,1,idle,,13,void,,5,idle,,15,idle
event_lastkingdom1_02_s_39,40045,event_lastkingdom1_02_s,Speech,Locale_MainScenario:event_lastkingdom1_02_s_39,True,,S_10,S_10,1.0,,kilo,kilo,,,,,,,,1,idle,,13,void,,5,idle,,15,idle
event_lastkingdom1_02_s_40,40045,event_lastkingdom1_02_s,Speech,Locale_MainScenario:event_lastkingdom1_02_s_40,True,,S_10,S_10,1.0,,kilo,kilo,,,,,,,,1,idle,,13,void,,5,idle,,15,idle
event_lastkingdom1_02_s_41,40045,event_lastkingdom1_02_s,Speech,Locale_MainScenario:event_lastkingdom1_02_s_41,False,,S_10,1315,1.0,,chime,chime,,,,,,,,1,idle,,13,special,,5,idle,,15,shy
event_lastkingdom1_02_s_42,40045,event_lastkingdom1_02_s,Speech,Locale_MainScenario:event_lastkingdom1_02_s_42,False,,1315,1315,1.0,,crown,crown,,,,,,,,1,idle,,13,special,,5,idle,,15,shy
event_lastkingdom1_02_s_43,40045,event_lastkingdom1_02_s,Speech,Locale_MainScenario:event_lastkingdom1_02_s_43,True,,S_10,S_10,1.0,,kilo,kilo,,,,,,,,1,idle,,13,special,,5,idle,,15,shy
event_lastkingdom1_02_s_44,40045,event_lastkingdom1_02_s,Speech,Locale_MainScenario:event_lastkingdom1_02_s_44,True,,1315,1315,1.0,,chime,chime,,,,,,,,1,idle,,13,special,,5,idle,,15,shy
event_lastkingdom1_02_s_45,40045,event_lastkingdom1_02_s,Speech,Locale_MainScenario:event_lastkingdom1_02_s_45,True,,1315,1315,1.0,,crown,crown,,,,,,,,1,idle,,13,special,,5,idle,,15,delight
event_lastkingdom1_02_s_46,40045,event_lastkingdom1_02_s,Speech,Locale_MainScenario:event_lastkingdom1_02_s_46,True,,S_10,S_10,1.0,,kilo,kilo,,,,,,,,1,idle,,13,special,,5,idle,,15,idle
event_lastkingdom1_02_s_47,40045,event_lastkingdom1_02_s,Speech,Locale_MainScenario:event_lastkingdom1_02_s_47,True,,S_10,113,1.0,,chime,chime,,,,,,,,1,idle,,13,shy,,5,idle,,15,idle
event_lastkingdom1_02_s_48,40045,event_lastkingdom1_02_s,Speech,Locale_MainScenario:event_lastkingdom1_02_s_48,True,,113,113,1.0,,kilo,kilo,,,,,,,,1,idle,,13,shy,,5,idle,,15,idle
event_lastkingdom1_02_s_49,40045,event_lastkingdom1_02_s,Speech,Locale_MainScenario:event_lastkingdom1_02_s_49,True,,113,113,1.0,,chime,chime,,,,,,,,1,idle,,13,angry,,5,idle,,15,idle
event_lastkingdom1_02_s_50,40045,event_lastkingdom1_02_s,Speech,Locale_MainScenario:event_lastkingdom1_02_s_50,True,,113,113,1.0,,chime,chime,,,,,,,,1,idle,,13,idle,,5,idle,,15,idle
event_lastkingdom1_02_s_51,40045,event_lastkingdom1_02_s,Speech,Locale_MainScenario:event_lastkingdom1_02_s_51,True,,113,113,1.0,,chime,chime,,,,,,,,1,idle,,13,idle,,5,idle,,15,idle
event_lastkingdom1_02_s_52,40045,event_lastkingdom1_02_s,Speech,Locale_MainScenario:event_lastkingdom1_02_s_52,True,,113,113,1.0,,kilo,kilo,,,,,,,,1,idle,,13,idle,,5,idle,,15,idle
event_lastkingdom1_02_s_53,40045,event_lastkingdom1_02_s,Speech,Locale_MainScenario:event_lastkingdom1_02_s_53,True,,113,113,1.0,,chime,chime,,,,,,,,1,idle,,13,idle,,5,idle,,15,idle
event_lastkingdom1_02_s_54,40045,event_lastkingdom1_02_s,Speech,Locale_MainScenario:event_lastkingdom1_02_s_54,True,,113,113,1.0,,chime,chime,,,,,,,,1,idle,,13,idle,,5,idle,,15,idle
event_lastkingdom1_02_s_55,40045,event_lastkingdom1_02_s,Speech,Locale_MainScenario:event_lastkingdom1_02_s_55,True,,113,113,1.0,,kilo,kilo,,,,,,,,1,idle,,13,idle,,5,idle,,15,idle
event_lastkingdom1_02_s_56,40045,event_lastkingdom1_02_s,Speech,Locale_MainScenario:event_lastkingdom1_02_s_56,True,,113,XXS_130,1.0,,chime,chime,,,,,,,,1,idle,,13,idle,,5,idle,,15,idle
event_lastkingdom1_02_s_57,40045,event_lastkingdom1_02_s,Speech,Locale_MainScenario:event_lastkingdom1_02_s_57,True,,XXS_130,XXS_130,1.0,,chime,chime,,,,,,,,1,idle,,13,idle,,5,idle,,15,idle
event_lastkingdom1_02_s_58,40045,event_lastkingdom1_02_s,Speech,Locale_MainScenario:event_lastkingdom1_02_s_58,True,,XXS_130,XXS_130,1.0,,chime,chime,,,,,,,,1,idle,,13,idle,,5,idle,,15,idle
event_lastkingdom1_02_s_59,40045,event_lastkingdom1_02_s,Speech,Locale_MainScenario:event_lastkingdom1_02_s_59,True,,S_10,S_10,1.0,,kilo,kilo,,,,,,,,1,idle,,13,idle,,5,idle,,15,idle
event_lastkingdom1_02_s_60,40045,event_lastkingdom1_02_s,Speech,Locale_MainScenario:event_lastkingdom1_02_s_60,True,,XXS_130,XXS_130,1.0,,chime,chime,,,,,,,,1,idle,,13,idle,,5,idle,,15,idle
event_lastkingdom1_02_s_61,40045,event_lastkingdom1_02_s,Speech,Locale_MainScenario:event_lastkingdom1_02_s_61,True,,XXS_130,XXS_130,1.0,,chime,chime,,,,,,,,1,idle,,13,idle,,5,idle,,15,idle
event_lastkingdom1_02_s_62,40045,event_lastkingdom1_02_s,Speech,Locale_MainScenario:event_lastkingdom1_02_s_62,True,,XXS_130,S_10,1.0,,kilo,kilo,,,,,,,,1,idle,,13,idle,,5,idle,,15,idle
event_lastkingdom1_02_s_63,40045,event_lastkingdom1_02_s,Speech,Locale_MainScenario:event_lastkingdom1_02_s_63,True,,S_10,S_10,1.0,,kilo,kilo,,,,,,,,1,idle,,13,idle,,5,idle,,15,idle
event_lastkingdom1_02_s_64,40045,event_lastkingdom1_02_s,Speech,Locale_MainScenario:event_lastkingdom1_02_s_64,True,,S_10,XXS_130,1.0,,chime,chime,,,,,,,,1,idle,,13,idle,,5,idle,,15,idle
event_lastkingdom1_02_s_65,40045,event_lastkingdom1_02_s,Speech,Locale_MainScenario:event_lastkingdom1_02_s_65,True,,XXS_130,150,1.0,,crown,crown,,,,,,,,1,idle,,13,idle,,5,idle,,15,idle
event_lastkingdom1_02_s_66,40045,event_lastkingdom1_02_s,Speech,Locale_MainScenario:event_lastkingdom1_02_s_66,True,,150,150,1.0,,crown,crown,,,,,,,,1,idle,,13,idle,,5,idle,,15,idle
event_lastkingdom1_02_s_67,40045,event_lastkingdom1_02_s,Speech,Locale_MainScenario:event_lastkingdom1_02_s_67,True,,150,113,1.0,,chime,chime,,,,,,,,1,idle,,13,idle,,5,idle,,15,idle
event_lastkingdom1_02_s_68,40045,event_lastkingdom1_02_s,Speech,Locale_MainScenario:event_lastkingdom1_02_s_68,True,,113,1,1.0,,kilo,kilo,,,,,,,,1,idle,,13,idle,,5,idle,,15,idle
event_lastkingdom1_02_s_69,40045,event_lastkingdom1_02_s,Speech,Locale_MainScenario:event_lastkingdom1_02_s_69,True,,1,S_10,1.0,,kilo,kilo,,,,,,,,1,idle,,13,idle,,5,idle,,15,idle
event_lastkingdom1_02_s_70,40045,event_lastkingdom1_02_s,Speech,Locale_MainScenario:event_lastkingdom1_02_s_70,True,,S_10,S_10,1.0,,kilo,kilo,,,,,,,,1,idle,,13,idle,,5,idle,,15,idle
event_lastkingdom1_02_s_71,40045,event_lastkingdom1_02_s,Speech,Locale_MainScenario:event_lastkingdom1_02_s_71,True,,50,50,1.0,,talos,talos,,,,,,,,1,idle,,13,idle,,5,idle,,15,idle
event_lastkingdom1_02_s_72,40045,event_lastkingdom1_02_s,Narration,Locale_MainScenario:event_lastkingdom1_02_s_72,False,,50,50,1.0,,talos,,,sfx_scn_mechasignal,,,,,,1,idle,,13,idle,,5,idle,,15,idle
event_lastkingdom1_02_s_73,40045,event_lastkingdom1_02_s,Speech,Locale_MainScenario:event_lastkingdom1_02_s_73,True,,50,5,1.0,,talos,talos,,,,,,,,1,idle,,13,idle,,5,idle,,15,idle
event_lastkingdom1_02_s_74,40045,event_lastkingdom1_02_s,Speech,Locale_MainScenario:event_lastkingdom1_02_s_74,True,,5,1,1.0,,kilo,kilo,,,,,,,,1,idle,,13,idle,,5,idle,,15,idle
event_lastkingdom1_02_s_75,40045,event_lastkingdom1_02_s,Speech,Locale_MainScenario:event_lastkingdom1_02_s_75,True,,1,113,1.0,,chime,chime,,,,,,,,1,idle,,13,void,,5,idle,,15,idle
event_lastkingdom1_02_s_76,40045,event_lastkingdom1_02_s,Speech,Locale_MainScenario:event_lastkingdom1_02_s_76,True,,113,113,1.0,,kilo,kilo,,,,,,,,1,smile,,13,void,,5,idle,,15,idle
event_lastkingdom1_02_s_77,40045,event_lastkingdom1_02_s,Speech,Locale_MainScenario:event_lastkingdom1_02_s_77,True,,113,113,1.0,,chime,chime,,,,,,,,1,smile,,13,angry,,5,idle,,15,idle
event_lastkingdom1_02_s_78,40045,event_lastkingdom1_02_s,Speech,Locale_MainScenario:event_lastkingdom1_02_s_78,True,,113,113,1.0,,kilo,kilo,,,,,,,,1,smile,,13,angry,,5,idle,,15,idle
event_lastkingdom1_02_s_79,40045,event_lastkingdom1_02_s,Narration,Locale_MainScenario:event_lastkingdom1_02_s_79,False,,black,black,1.0,,kilo,,,,,,,,,1,smile,,13,angry,,5,idle,,15,idle
event_lastkingdom1_02_s_80,40045,event_lastkingdom1_02_s,Narration,Locale_MainScenario:event_lastkingdom1_02_s_80,False,,5,50,1.0,,kilo,,,,,,,,,1,idle,,13,angry,,5,idle,,15,idle
event_lastkingdom1_02_s_81,40045,event_lastkingdom1_02_s,Speech,Locale_MainScenario:event_lastkingdom1_02_s_81,False,,15,150,1.0,,crown,crown,,,,,,,,1,idle,,13,shy,,5,idle,,15,angry
event_lastkingdom1_02_s_82,40045,event_lastkingdom1_02_s,Speech,Locale_MainScenario:event_lastkingdom1_02_s_82,True,,13,XXS_130,1.0,,chime,chime,,,,,,,,1,idle,,13,shy,,5,idle,,15,angry
event_lastkingdom1_02_s_83,40045,event_lastkingdom1_02_s,Speech,Locale_MainScenario:event_lastkingdom1_02_s_83,True,,S_10,S_10,1.0,,kilo,kilo,,,,,,,,1,idle,,13,shy,,5,idle,,15,angry
event_lastkingdom1_02_s_84,40045,event_lastkingdom1_02_s,Speech,Locale_MainScenario:event_lastkingdom1_02_s_84,True,,150,150,1.0,,crown,crown,,,,,,,,1,idle,,13,shy,,5,idle,,15,shy
event_lastkingdom1_02_s_85,40045,event_lastkingdom1_02_s,Speech,Locale_MainScenario:event_lastkingdom1_02_s_85,True,,150,1315,1.0,,chime,chime,,,,,,,,1,idle,,13,shy,,5,idle,,15,shy
event_lastkingdom1_02_s_86,40045,event_lastkingdom1_02_s,Speech,Locale_MainScenario:event_lastkingdom1_02_s_86,True,,1315,1315,1.0,,crown,crown,,,,,,,,1,idle,,13,shy,,5,idle,,15,delight
event_lastkingdom1_02_s_87,40045,event_lastkingdom1_02_s,Speech,Locale_MainScenario:event_lastkingdom1_02_s_87,True,,1315,1315,1.0,,crown,crown,,,,,,,,1,idle,,13,shy,,5,idle,,15,delight
event_lastkingdom1_02_s_88,40045,event_lastkingdom1_02_s,Speech,Locale_MainScenario:event_lastkingdom1_02_s_88,True,,S_10,S_10,1.0,,kilo,kilo,,,,,,,,1,idle,,13,shy,,5,idle,,15,delight
event_lastkingdom1_02_s_89,40045,event_lastkingdom1_02_s,Speech,Locale_MainScenario:event_lastkingdom1_02_s_89,True,CrownCastleFrontYard_d,XXS_130,XXS_130,1.0,,chime,chime,black,,,,,,,1,idle,,13,special,,5,idle,,15,idle
event_lastkingdom1_02_s_90,40045,event_lastkingdom1_02_s,Speech,Locale_MainScenario:event_lastkingdom1_02_s_90,True,,XXS_130,XXS_130,1.0,,chime,chime,,,,,,,,1,idle,,13,special,,5,idle,,15,idle
event_lastkingdom1_02_s_91,40045,event_lastkingdom1_02_s,Speech,Locale_MainScenario:event_lastkingdom1_02_s_91,True,,XXS_130,XXS_130,1.0,,chime,chime,,,,,,,,1,idle,,13,void,,5,idle,,15,idle
event_lastkingdom1_02_s_92,40045,event_lastkingdom1_02_s,Speech,Locale_MainScenario:event_lastkingdom1_02_s_92,True,,XXS_130,XXS_130,1.0,,chime,chime,,,,,,,,1,idle,,13,void,,5,idle,,15,idle
event_lastkingdom1_02_s_93,40045,event_lastkingdom1_02_s,Speech,Locale_MainScenario:event_lastkingdom1_02_s_93,True,,XXS_130,S_10,1.0,,kilo,kilo,,,,,,,,1,idle,,13,void,,5,idle,,15,idle
event_lastkingdom1_02_s_94,40045,event_lastkingdom1_02_s,Speech,Locale_MainScenario:event_lastkingdom1_02_s_94,True,,S_10,S_10,1.0,,kilo,kilo,,,,,,,,1,idle,,13,void,,5,idle,,15,idle
event_lastkingdom1_02_s_95,40045,event_lastkingdom1_02_s,Speech,Locale_MainScenario:event_lastkingdom1_02_s_95,True,,S_10,S_10,1.0,,kilo,kilo,,,,,,,,1,idle,,13,void,,5,idle,,15,idle
event_lastkingdom1_02_s_96,40045,event_lastkingdom1_02_s,Speech,Locale_MainScenario:event_lastkingdom1_02_s_96,True,,5,5,1.0,,talos,talos,,,,,,,,1,idle,,13,void,,5,idle,,15,idle
event_lastkingdom1_02_s_97,40045,event_lastkingdom1_02_s,Narration,Locale_MainScenario:event_lastkingdom1_02_s_97,False,,5,5,1.0,,talos,,,sfx_scn_machineservo,,,,,,1,idle,,13,void,,5,idle,,15,idle
event_lastkingdom1_02_s_98,40045,event_lastkingdom1_02_s,Speech,Locale_MainScenario:event_lastkingdom1_02_s_98,True,,5,50,1.0,,talos,talos,,,,,,,,1,idle,,13,void,,5,idle,,15,idle
event_lastkingdom1_02_s_99,40045,event_lastkingdom1_02_s,Speech,Locale_MainScenario:event_lastkingdom1_02_s_99,True,,50,S_10,1.5,,kilo,kilo,,,,,,,,1,idle,,13,void,,5,idle,,15,idle
event_lastkingdom1_02_s_100,40045,event_lastkingdom1_02_s,Speech,Locale_MainScenario:event_lastkingdom1_02_s_100,True,,XXS_130,XXS_130,1.0,,chime,chime,,,,,,,,1,idle,,13,delight,,5,idle,,15,idle
event_lastkingdom1_02_s_101,40045,event_lastkingdom1_02_s,Speech,Locale_MainScenario:event_lastkingdom1_02_s_101,True,,XXS_130,XXS_1300,1.0,,chime,chime,,,,,,,,1,idle,,13,delight,,5,idle,,15,idle
event_lastkingdom1_02_s_102,40045,event_lastkingdom1_02_s,Speech,Locale_MainScenario:event_lastkingdom1_02_s_102,False,,S_100,S_100,1.0,,kilo,kilo,,,,,,,,1,idle,,13,delight,,5,idle,,15,idle
