id,event_id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,fade,play_sound,set_camera_shake,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/0/hide_char_id,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/1/hide_char_id,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,characters/2/hide_char_id,characters/3/show_char_id,characters/3/set_char_position,characters/3/set_char_anim,characters/3/hide_char_id
event_unbreakablesphere1_02_e_50,40075,event_unbreakablesphere1_02_e,Speech,mori,mori,Locale_MainScenario:event_unbreakablesphere1_02_e_50,True,,S_30,S_300,1.0,,,,,,,,,,3,pain,,,13,idle,,,15,idle,
event_unbreakablesphere1_02_e_51,40075,event_unbreakablesphere1_02_e,Speech,mihara_b,mihara_b,Locale_MainScenario:event_unbreakablesphere1_02_e_51,True,,1300,1300,1.0,,,,,,,,,,3,pain,,,13,idle,,,15,idle,
event_unbreakablesphere1_02_e_52,40075,event_unbreakablesphere1_02_e,Speech,mihara_b,mihara_b,Locale_MainScenario:event_unbreakablesphere1_02_e_52,True,,1300,1300,1.0,,,,,,,,,,3,pain,,,13,think,,,15,idle,
event_unbreakablesphere1_02_e_53,40075,event_unbreakablesphere1_02_e,Speech,mori,mori,Locale_MainScenario:event_unbreakablesphere1_02_e_53,True,,S_300,S_300,1.0,,,,,,,,,,3,pain,,,13,think,,,15,idle,
event_unbreakablesphere1_02_e_54,40075,event_unbreakablesphere1_02_e,Narration,mori,,Locale_MainScenario:event_unbreakablesphere1_02_e_54,False,,black,black,1.0,,,sfx_scn_runaway,,,,,,,13,pain,mori,,13,think,,,15,idle,
event_unbreakablesphere1_02_e_55,40075,event_unbreakablesphere1_02_e,Speech,mihara_b,mihara_b,Locale_MainScenario:event_unbreakablesphere1_02_e_55,True,,1300,130,1.5,,,,,,,,,,,,,,13,think,,,15,idle,
event_unbreakablesphere1_02_e_56,40075,event_unbreakablesphere1_02_e,Speech,yuni_n,yuni_n,Locale_MainScenario:event_unbreakablesphere1_02_e_56,False,,130,1315,1.0,,,,,,,,,,,,,,13,think,,,15,idle,
event_unbreakablesphere1_02_e_57,40075,event_unbreakablesphere1_02_e,Speech,mihara_b,mihara_b,Locale_MainScenario:event_unbreakablesphere1_02_e_57,True,,1315,1315,1.0,,,,,,,,,,,,,,13,think,,,15,idle,
event_unbreakablesphere1_02_e_58,40075,event_unbreakablesphere1_02_e,Speech,yuni_n,yuni_n,Locale_MainScenario:event_unbreakablesphere1_02_e_58,True,,1315,1315,1.0,,,,,,,,,,,,,,13,think,,,15,idle,
event_unbreakablesphere1_02_e_59,40075,event_unbreakablesphere1_02_e,Speech,mihara_b,mihara_b,Locale_MainScenario:event_unbreakablesphere1_02_e_59,True,,1315,1315,1.0,,,,,,,,,,,,,,13,idle,,,15,idle,
event_unbreakablesphere1_02_e_60,40075,event_unbreakablesphere1_02_e,Speech,mihara_b,mihara_b,Locale_MainScenario:event_unbreakablesphere1_02_e_60,True,,1315,1315,1.0,,,,,,,,,,,,,,13,idle,,,15,idle,
event_unbreakablesphere1_02_e_61,40075,event_unbreakablesphere1_02_e,Speech,yuni_n,yuni_n,Locale_MainScenario:event_unbreakablesphere1_02_e_61,True,,1315,1315,1.0,,,,,,,,,,,,,,13,idle,,,15,idle,
event_unbreakablesphere1_02_e_62,40075,event_unbreakablesphere1_02_e,Speech,mihara_b,mihara_b,Locale_MainScenario:event_unbreakablesphere1_02_e_62,True,,1315,1315,1.0,,,,,,,,,,,,,,13,surprise,,,15,idle,
event_unbreakablesphere1_02_e_63,40075,event_unbreakablesphere1_02_e,Speech,mihara_b,mihara_b,Locale_MainScenario:event_unbreakablesphere1_02_e_63,True,,1315,1315,1.0,,,,,,,,,,,,,,13,surprise,,,15,idle,
event_unbreakablesphere1_02_e_64,40075,event_unbreakablesphere1_02_e,Speech,yuni_n,yuni_n,Locale_MainScenario:event_unbreakablesphere1_02_e_64,True,,L_150,L_1500,0.5,,,,,,,,,,,,,,13,surprise,,,15,idle,
event_unbreakablesphere1_02_e_65,40075,event_unbreakablesphere1_02_e,Speech,mihara_b,mihara_b,Locale_MainScenario:event_unbreakablesphere1_02_e_65,True,,1300,1300,1.0,,,,,,,,,,,,,,13,surprise,,,15,idle,
event_unbreakablesphere1_02_e_66,40075,event_unbreakablesphere1_02_e,Speech,mihara_b,mihara_b,Locale_MainScenario:event_unbreakablesphere1_02_e_66,True,,1300,1300,1.0,,,,,,,,,,,,,,13,surprise,,,15,idle,
event_unbreakablesphere1_02_e_67,40075,event_unbreakablesphere1_02_e,Speech,yuni_n,yuni_n,Locale_MainScenario:event_unbreakablesphere1_02_e_67,True,,L_1500,L_1500,1.0,,,,,,,,,,,,,,13,surprise,,,15,idle,
event_unbreakablesphere1_02_e_68,40075,event_unbreakablesphere1_02_e,Speech,mihara_b,mihara_b,Locale_MainScenario:event_unbreakablesphere1_02_e_68,True,,1300,1300,1.0,,,,,,,,,,,,,,13,idle,,,15,idle,
event_unbreakablesphere1_02_e_69,40075,event_unbreakablesphere1_02_e,Speech,mihara_b,mihara_b,Locale_MainScenario:event_unbreakablesphere1_02_e_69,True,,1300,130,1.0,,,,,,,,,,,,,,13,idle,,,15,idle,
event_unbreakablesphere1_02_e_70,40075,event_unbreakablesphere1_02_e,Speech,mihara_b,mihara_b,Locale_MainScenario:event_unbreakablesphere1_02_e_70,True,,130,130,1.0,,,,,,,,,,,,,,13,idle,,,15,idle,
event_unbreakablesphere1_02_e_71,40075,event_unbreakablesphere1_02_e,Speech,yuni_n,yuni_n,Locale_MainScenario:event_unbreakablesphere1_02_e_71,True,,130,1315,1.0,,,,,,,,,,,,,,13,idle,,,15,idle,
event_unbreakablesphere1_02_e_72,40075,event_unbreakablesphere1_02_e,Speech,mihara_b,mihara_b,Locale_MainScenario:event_unbreakablesphere1_02_e_72,True,,1315,1315,1.0,,,,,,,,,,,,,,13,idle,,,15,idle,
event_unbreakablesphere1_02_e_73,40075,event_unbreakablesphere1_02_e,Speech,yuni_n,yuni_n,Locale_MainScenario:event_unbreakablesphere1_02_e_73,True,,1315,1315,1.0,,,,,,,,,,,,,,13,idle,,,15,idle,
event_unbreakablesphere1_02_e_74,40075,event_unbreakablesphere1_02_e,Speech,mihara_b,mihara_b,Locale_MainScenario:event_unbreakablesphere1_02_e_74,True,,1315,1315,1.0,,,,,,,,,,,,,,13,think,,,15,idle,
event_unbreakablesphere1_02_e_75,40075,event_unbreakablesphere1_02_e,Speech,mihara_b,mihara_b,Locale_MainScenario:event_unbreakablesphere1_02_e_75,True,,1315,1315,1.0,,,,,,,,,,,,,,13,think,,,15,idle,
event_unbreakablesphere1_02_e_76,40075,event_unbreakablesphere1_02_e,Speech,mihara_b,mihara_b,Locale_MainScenario:event_unbreakablesphere1_02_e_76,True,,1315,1315,1.0,,,,,,,,,,,,,,13,think,,,15,idle,
event_unbreakablesphere1_02_e_77,40075,event_unbreakablesphere1_02_e,Speech,yuni_n,yuni_n,Locale_MainScenario:event_unbreakablesphere1_02_e_77,True,,1315,1315,1.0,,,,,,,,,,,,,,13,think,,,15,idle,
event_unbreakablesphere1_02_e_78,40075,event_unbreakablesphere1_02_e,Speech,mihara_b,mihara_b,Locale_MainScenario:event_unbreakablesphere1_02_e_78,True,,1315,1315,1.0,,,,,,,,,,,,,,13,idle,,,15,idle,
event_unbreakablesphere1_02_e_79,40075,event_unbreakablesphere1_02_e,Narration,mihara_b,,Locale_MainScenario:event_unbreakablesphere1_02_e_79,False,,1315,1315,1.0,,,,,,,,,,,,,,13,idle,,,15,idle,
event_unbreakablesphere1_02_e_80,40075,event_unbreakablesphere1_02_e,Speech,mihara_b,mihara_b,Locale_MainScenario:event_unbreakablesphere1_02_e_80,True,,1315,1315,1.0,,,,,,,,,,,,,,13,idle,,,15,idle,
event_unbreakablesphere1_02_e_81,40075,event_unbreakablesphere1_02_e,Speech,yuni_n,yuni_n,Locale_MainScenario:event_unbreakablesphere1_02_e_81,True,,1315,1315,1.0,,,,,,,,,,,,,,13,idle,,,15,idle,
event_unbreakablesphere1_02_e_82,40075,event_unbreakablesphere1_02_e,Speech,mihara_b,mihara_b,Locale_MainScenario:event_unbreakablesphere1_02_e_82,True,,1315,1315,1.0,,,,,,,,,,,,,,13,idle,,,15,idle,
event_unbreakablesphere1_02_e_83,40075,event_unbreakablesphere1_02_e,Speech,mihara_b,mihara_b,Locale_MainScenario:event_unbreakablesphere1_02_e_83,True,,1315,130,1.0,,,,,,,,,,,,,,13,idle,,,15,idle,
event_unbreakablesphere1_02_e_84,40075,event_unbreakablesphere1_02_e,Speech,mihara_b,mihara_b,Locale_MainScenario:event_unbreakablesphere1_02_e_84,True,,130,130,1.0,,,,,,,,,,,,,,13,idle,,,15,idle,
event_unbreakablesphere1_02_e_85,40075,event_unbreakablesphere1_02_e,Speech,mihara_b,mihara_b,Locale_MainScenario:event_unbreakablesphere1_02_e_85,True,,130,130,1.0,,,,,,,,,,,,,,13,idle,,,15,idle,
event_unbreakablesphere1_02_e_86,40075,event_unbreakablesphere1_02_e,Speech,yuni_n,yuni_n,Locale_MainScenario:event_unbreakablesphere1_02_e_86,True,,L_150,L_150,1.0,,,,,,,,,,,,,,13,idle,,,15,idle,
event_unbreakablesphere1_02_e_87,40075,event_unbreakablesphere1_02_e,Speech,mihara_b,mihara_b,Locale_MainScenario:event_unbreakablesphere1_02_e_87,True,,L_150,130,1.0,,,,,,,,,,,,,,13,think,,,15,idle,
event_unbreakablesphere1_02_e_88,40075,event_unbreakablesphere1_02_e,Speech,mihara_b,mihara_b,Locale_MainScenario:event_unbreakablesphere1_02_e_88,True,,130,130,1.0,,,,,,,,,,,,,,13,think,,,15,idle,
event_unbreakablesphere1_02_e_89,40075,event_unbreakablesphere1_02_e,Speech,mihara_b,mihara_b,Locale_MainScenario:event_unbreakablesphere1_02_e_89,True,EmptyArea,black,black,1.0,,,,,,,,,,,,,,13,think,,,15,idle,
event_unbreakablesphere1_02_e_90,40075,event_unbreakablesphere1_02_e,Narration,mori,,Locale_MainScenario:event_unbreakablesphere1_02_e_90,False,,S_1300,S_1300,1.0,event_bgm_ubsphere_defectiveproducts,black,sfx_scn_digshovel_2,,,,,,mori,13,think,,,13,think,mihara_b,,15,idle,yuni_n
event_unbreakablesphere1_02_e_91,40075,event_unbreakablesphere1_02_e,Speech,mori,mori,Locale_MainScenario:event_unbreakablesphere1_02_e_91,True,,S_1300,S_130,1.0,,,,,,,,,,13,think,,,,,,,,,
event_unbreakablesphere1_02_e_92,40075,event_unbreakablesphere1_02_e,Narration,mori,,Locale_MainScenario:event_unbreakablesphere1_02_e_92,False,,black,black,1.0,,,,,,,,,,13,think,,,,,,,,,
event_unbreakablesphere1_02_e_93,40075,event_unbreakablesphere1_02_e,Narration,mori,,Locale_MainScenario:event_unbreakablesphere1_02_e_93,False,,black,black,1.0,,,sfx_scn_digshovel,,,,,,,13,think,,,,,,,,,
event_unbreakablesphere1_02_e_94,40075,event_unbreakablesphere1_02_e,Narration,mori,,Locale_MainScenario:event_unbreakablesphere1_02_e_94,False,,black,black,1.0,,,,,,,,,,13,think,,,,,,,,,
event_unbreakablesphere1_02_e_95,40075,event_unbreakablesphere1_02_e,Speech,mori,mori,Locale_MainScenario:event_unbreakablesphere1_02_e_95,True,,S_130,S_130,1.0,,,,,,,,,,13,think,,,,,,,,,
event_unbreakablesphere1_02_e_96,40075,event_unbreakablesphere1_02_e,Speech,mori,mori,Locale_MainScenario:event_unbreakablesphere1_02_e_96,True,,S_130,S_130,1.0,,,,,,,,,,13,think,,,,,,,,,
event_unbreakablesphere1_02_e_97,40075,event_unbreakablesphere1_02_e,Speech,mori,mori,Locale_MainScenario:event_unbreakablesphere1_02_e_97,True,,S_130,S_130,1.0,,,,,,,,,,13,think,,,,,,,,,
event_unbreakablesphere1_02_e_98,40075,event_unbreakablesphere1_02_e,Speech,mori,mori,Locale_MainScenario:event_unbreakablesphere1_02_e_98,True,,S_130,S_130,1.0,,,,,,,,,,13,think,,,,,,,,,
event_unbreakablesphere1_02_e_99,40075,event_unbreakablesphere1_02_e,Narration,,,Locale_MainScenario:event_unbreakablesphere1_02_e_99,False,EventScene_unbreakablesphere_02_1,black,black,1.0,,,sfx_scn_toolgrab,,,,,,,13,think,mori,,,,,,,,
event_unbreakablesphere1_02_e_100,40075,event_unbreakablesphere1_02_e,Narration,,,Locale_MainScenario:event_unbreakablesphere1_02_e_100,False,,moritunnel_01,moritunnel_02,2.0,,,,,,,,,,,,,,,,,,,,
event_unbreakablesphere1_02_e_101,40075,event_unbreakablesphere1_02_e,Narration,,,Locale_MainScenario:event_unbreakablesphere1_02_e_101,False,,moritunnel_02,moritunnel_02,1.0,,,sfx_scn_sit,,,,,,,,,,,,,,,,,
event_unbreakablesphere1_02_e_102,40075,event_unbreakablesphere1_02_e,Narration,,,Locale_MainScenario:event_unbreakablesphere1_02_e_102,False,,moritunnel_02,moritunnel_02,1.0,,,,,,,,,,,,,,,,,,,,
event_unbreakablesphere1_02_e_103,40075,event_unbreakablesphere1_02_e,Speech,mori,mori,Locale_MainScenario:event_unbreakablesphere1_02_e_103,True,,moritunnel_02,moritunnel_02,1.0,,,,,,,,,,,,,,,,,,,,
event_unbreakablesphere1_02_e_104,40075,event_unbreakablesphere1_02_e,Speech,mori,mori,Locale_MainScenario:event_unbreakablesphere1_02_e_104,True,,moritunnel_02,moritunnel_02,1.0,,,,,,,,,,,,,,,,,,,,
event_unbreakablesphere1_02_e_105,40075,event_unbreakablesphere1_02_e,Speech,littlemermaid,littlemermaid,Locale_MainScenario:event_unbreakablesphere1_02_e_105,True,,moritunnel_02,moritunnel_03,2.0,,,,,,,,,,,,,,,,,,,,
event_unbreakablesphere1_02_e_106,40075,event_unbreakablesphere1_02_e,Speech,mori,mori,Locale_MainScenario:event_unbreakablesphere1_02_e_106,True,,moritunnel_03,moritunnel_03,1.0,,,,Low_2,,,,,,,,,,,,,,,,
event_unbreakablesphere1_02_e_107,40075,event_unbreakablesphere1_02_e,Speech,littlemermaid,littlemermaid,Locale_MainScenario:event_unbreakablesphere1_02_e_107,True,,moritunnel_03,moritunnel_03,1.0,,,,,,,,,,,,,,,,,,,,
event_unbreakablesphere1_02_e_108,40075,event_unbreakablesphere1_02_e,Speech,mori,mori,Locale_MainScenario:event_unbreakablesphere1_02_e_108,True,,moritunnel_03,moritunnel_03,1.0,,,,,,,,,,,,,,,,,,,,
event_unbreakablesphere1_02_e_109,40075,event_unbreakablesphere1_02_e,Speech,littlemermaid,littlemermaid,Locale_MainScenario:event_unbreakablesphere1_02_e_109,True,,moritunnel_03,moritunnel_03,1.0,,,,,,,,,,,,,,,,,,,,
