id,event_id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,set_camera_shake,play_sound,fade,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/0/hide_char_id,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/1/hide_char_id,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,characters/3/show_char_id,characters/3/set_char_position,characters/3/set_char_anim,characters/4/show_char_id,characters/4/set_char_position,characters/4/set_char_anim,characters/4/hide_char_id,characters/5/show_char_id,characters/5/set_char_position,characters/5/set_char_anim,characters/5/hide_char_id
event_goldencoinrush2_b02_s_12,40049,event_goldencoinrush2_b02_s,Speech,volume,audience01,Locale_MainScenario:event_goldencoinrush2_b02_s_12,False,,S_130,S_130,1.0,,Low_2,,,,1,idle,,,13,delight,,,,,,,,,,,,,,,
event_goldencoinrush2_b02_s_13,40049,event_goldencoinrush2_b02_s,Speech,volume,volume,Locale_MainScenario:event_goldencoinrush2_b02_s_13,True,,S_130,S_130,1.0,,,,,,1,idle,,,13,idle,,,,,,,,,,,,,,,
event_goldencoinrush2_b02_s_14,40049,event_goldencoinrush2_b02_s,Speech,volume,volume,Locale_MainScenario:event_goldencoinrush2_b02_s_14,True,,S_130,S_130,1.0,,,,,,1,idle,,,13,idle,,,,,,,,,,,,,,,
event_goldencoinrush2_b02_s_15,40049,event_goldencoinrush2_b02_s,Speech,volume,volume,Locale_MainScenario:event_goldencoinrush2_b02_s_15,True,,S_130,S_130,1.0,,,,,,1,idle,,,13,idle,,,,,,,,,,,,,,,
event_goldencoinrush2_b02_s_16,40049,event_goldencoinrush2_b02_s,Speech,volume,volume,Locale_MainScenario:event_goldencoinrush2_b02_s_16,True,,S_130,S_130,1.0,,,,,,1,idle,,,13,idle,,,,,,,,,,,,,,,
event_goldencoinrush2_b02_s_17,40049,event_goldencoinrush2_b02_s,Monologue,,,Locale_MainScenario:event_goldencoinrush2_b02_s_17,False,,S_130,S_130,1.0,,,,,,1,idle,,,13,idle,,,,,,,,,,,,,,,
event_goldencoinrush2_b02_s_18,40049,event_goldencoinrush2_b02_s,Speech,volume,audience01,Locale_MainScenario:event_goldencoinrush2_b02_s_18,False,,S_130,S_130,1.0,,Low_2,sfx_scn_crowdcheer,,,1,idle,,,13,idle,,,,,,,,,,,,,,,
event_goldencoinrush2_b02_s_19,40049,event_goldencoinrush2_b02_s,Monologue,,,Locale_MainScenario:event_goldencoinrush2_b02_s_19,False,,S_130,S_130,1.0,,,,,,1,idle,,,13,idle,,,,,,,,,,,,,,,
event_goldencoinrush2_b02_s_20,40049,event_goldencoinrush2_b02_s,Speech,mustang,mustang,Locale_MainScenario:event_goldencoinrush2_b02_s_20,True,,S_130,L_100,1.0,,,,,,1,idle,,,13,idle,,,,,,,,,,,,,,,
event_goldencoinrush2_b02_s_21,40049,event_goldencoinrush2_b02_s,Speech,mustang,mustang,Locale_MainScenario:event_goldencoinrush2_b02_s_21,True,,L_100,L_100,1.0,,,,,,1,delight,,,13,idle,,,,,,,,,,,,,,,
event_goldencoinrush2_b02_s_22,40049,event_goldencoinrush2_b02_s,Speech,mustang,mustang,Locale_MainScenario:event_goldencoinrush2_b02_s_22,True,,L_100,L_100,1.0,,,,,,1,delight,,,13,idle,,,,,,,,,,,,,,,
event_goldencoinrush2_b02_s_23,40049,event_goldencoinrush2_b02_s,Speech,soda_b,soda_b,Locale_MainScenario:event_goldencoinrush2_b02_s_23,True,,L_100,S_30,1.0,,,,,,1,delight,,,13,idle,,soda_b,3,surprise,,,,,,,,,,,
event_goldencoinrush2_b02_s_24,40049,event_goldencoinrush2_b02_s,Speech,soda_b,soda_b,Locale_MainScenario:event_goldencoinrush2_b02_s_24,True,,S_30,S_30,1.0,,,,,,1,idle,,,13,idle,,,3,serious,,,,,,,,,,,
event_goldencoinrush2_b02_s_25,40049,event_goldencoinrush2_b02_s,Speech,soda_b,alice_b,Locale_MainScenario:event_goldencoinrush2_b02_s_25,False,,S_30,S_30,1.0,,,,,,1,idle,,,13,idle,,,3,serious,,,,,,,,,,,
event_goldencoinrush2_b02_s_26,40049,event_goldencoinrush2_b02_s,Self,,,Locale_MainScenario:event_goldencoinrush2_b02_s_26,False,,S_30,S_30,1.0,,,,,,1,idle,,,13,idle,,,3,serious,,,,,,,,,,,
event_goldencoinrush2_b02_s_27,40049,event_goldencoinrush2_b02_s,Monologue,,,Locale_MainScenario:event_goldencoinrush2_b02_s_27,False,,S_30,S_30,1.0,,,,,,1,idle,,,13,idle,,,3,serious,,,,,,,,,,,
event_goldencoinrush2_b02_s_28,40049,event_goldencoinrush2_b02_s,Speech,soda_b,soda_b,Locale_MainScenario:event_goldencoinrush2_b02_s_28,True,,S_30,S_30,1.0,,,,,,1,idle,,,13,idle,,,3,serious,,,,,,,,,,,
event_goldencoinrush2_b02_s_29,40049,event_goldencoinrush2_b02_s,Speech,soda_b,soda_b,Locale_MainScenario:event_goldencoinrush2_b02_s_29,True,,S_30,S_30,1.0,,,,,,1,idle,,,13,idle,,,3,serious,,,,,,,,,,,
event_goldencoinrush2_b02_s_30,40049,event_goldencoinrush2_b02_s,Speech,soda_b,soda_b,Locale_MainScenario:event_goldencoinrush2_b02_s_30,True,,S_30,S_30,1.0,,,,,,1,idle,,,13,idle,,,3,serious,,,,,,,,,,,
event_goldencoinrush2_b02_s_31,40049,event_goldencoinrush2_b02_s,Speech,soda_b,soda_b,Locale_MainScenario:event_goldencoinrush2_b02_s_31,True,,S_30,S_30,1.0,,,,,,1,idle,,,13,idle,,,3,shy,,,,,,,,,,,
event_goldencoinrush2_b02_s_32,40049,event_goldencoinrush2_b02_s,Speech,soda_b,soda_b,Locale_MainScenario:event_goldencoinrush2_b02_s_32,True,,S_30,S_30,1.0,,,,,,1,idle,,,13,idle,,,3,shy,,,,,,,,,,,
event_goldencoinrush2_b02_s_33,40049,event_goldencoinrush2_b02_s,Speech,soda_b,soda_b,Locale_MainScenario:event_goldencoinrush2_b02_s_33,True,,S_30,S_30,1.0,,,,,,1,idle,,,13,idle,,,3,delight,,,,,,,,,,,
event_goldencoinrush2_b02_s_34,40049,event_goldencoinrush2_b02_s,Speech,soda_b,audience01,Locale_MainScenario:event_goldencoinrush2_b02_s_34,False,,S_30,S_30,1.0,,Low_2,sfx_scn_crowdcheer,,,1,idle,,,13,idle,,,3,delight,,,,,,,,,,,
event_goldencoinrush2_b02_s_35,40049,event_goldencoinrush2_b02_s,Monologue,,,Locale_MainScenario:event_goldencoinrush2_b02_s_35,False,,black,black,1.0,,,,,,1,idle,,,13,idle,,,3,shy,alice_b,5,idle,noise,15,idle,,aria,17,idle,
event_goldencoinrush2_b02_s_36,40049,event_goldencoinrush2_b02_s,Speech,soda_b,soda_b,Locale_MainScenario:event_goldencoinrush2_b02_s_36,True,,4,4,1.0,,,,,,1,idle,,,13,idle,,,3,shy,,5,idle,,15,idle,,,17,idle,
event_goldencoinrush2_b02_s_37,40049,event_goldencoinrush2_b02_s,Speech,soda_b,soda_b,Locale_MainScenario:event_goldencoinrush2_b02_s_37,True,,4,4,1.0,,,,,,1,idle,,,13,idle,,,3,shy,,5,idle,,15,idle,,,17,idle,
event_goldencoinrush2_b02_s_38,40049,event_goldencoinrush2_b02_s,Speech,alice_b,alice_b,Locale_MainScenario:event_goldencoinrush2_b02_s_38,True,,4,4,1.0,,,,,,1,idle,,,13,idle,,,3,shy,,5,idle,,15,idle,,,17,idle,
event_goldencoinrush2_b02_s_39,40049,event_goldencoinrush2_b02_s,Speech,alice_b,alice_b,Locale_MainScenario:event_goldencoinrush2_b02_s_39,True,,4,4,1.0,,,,,,1,idle,,,13,idle,,,3,shy,,5,idle,,15,idle,,,17,idle,
event_goldencoinrush2_b02_s_40,40049,event_goldencoinrush2_b02_s,Speech,soda_b,soda_b,Locale_MainScenario:event_goldencoinrush2_b02_s_40,True,,4,4,1.0,,,,,,1,idle,,,13,idle,,,3,delight,,5,idle,,15,idle,,,17,idle,
event_goldencoinrush2_b02_s_41,40049,event_goldencoinrush2_b02_s,Speech,soda_b,soda_b,Locale_MainScenario:event_goldencoinrush2_b02_s_41,True,,4,4,1.0,,,,,,1,idle,,,13,idle,,,3,delight,,5,idle,,15,idle,,,17,idle,
event_goldencoinrush2_b02_s_42,40049,event_goldencoinrush2_b02_s,Speech,alice_b,alice_b,Locale_MainScenario:event_goldencoinrush2_b02_s_42,True,,4,4,1.0,,,,,,1,idle,,,13,idle,,,3,delight,,5,delight,,15,idle,,,17,idle,
event_goldencoinrush2_b02_s_43,40049,event_goldencoinrush2_b02_s,Speech,noise,noise,Locale_MainScenario:event_goldencoinrush2_b02_s_43,True,,16,16,1.0,,,,,,1,idle,,,13,idle,,,3,delight,,5,delight,,15,idle,,,17,idle,
event_goldencoinrush2_b02_s_44,40049,event_goldencoinrush2_b02_s,Speech,aria,aria,Locale_MainScenario:event_goldencoinrush2_b02_s_44,True,,16,16,1.0,,,,,,1,idle,,,13,idle,,,3,delight,,5,delight,,15,idle,,,17,idle,
event_goldencoinrush2_b02_s_45,40049,event_goldencoinrush2_b02_s,Speech,volume,volume,Locale_MainScenario:event_goldencoinrush2_b02_s_45,True,,16,14,1.0,,,,,,1,idle,,,13,angry,,,3,idle,,5,idle,,15,idle,,,17,idle,
event_goldencoinrush2_b02_s_46,40049,event_goldencoinrush2_b02_s,Speech,volume,volume,Locale_MainScenario:event_goldencoinrush2_b02_s_46,True,,14,14,1.0,,,,,,1,idle,,,13,angry,,,3,idle,,5,idle,,15,idle,,,17,idle,
event_goldencoinrush2_b02_s_47,40049,event_goldencoinrush2_b02_s,Speech,volume,volume,Locale_MainScenario:event_goldencoinrush2_b02_s_47,True,,14,14,1.0,,,,,,1,idle,,,13,angry,,,3,idle,,5,idle,,15,idle,,,17,idle,
event_goldencoinrush2_b02_s_48,40049,event_goldencoinrush2_b02_s,Speech,noise,noise,Locale_MainScenario:event_goldencoinrush2_b02_s_48,True,,14,14,1.0,,,,,,1,idle,,,13,angry,,,3,idle,,5,idle,,15,think,,,17,idle,
event_goldencoinrush2_b02_s_49,40049,event_goldencoinrush2_b02_s,Speech,mustang,mustang,Locale_MainScenario:event_goldencoinrush2_b02_s_49,True,,14,L_10,1.0,,,,,,1,idle,,,13,angry,,,3,idle,,5,idle,,15,think,,,17,idle,
event_goldencoinrush2_b02_s_50,40049,event_goldencoinrush2_b02_s,Speech,mustang,mustang,Locale_MainScenario:event_goldencoinrush2_b02_s_50,True,,L_10,L_10,1.0,,,,,,1,idle,,,13,angry,,,3,idle,,5,idle,,15,idle,,,17,idle,
event_goldencoinrush2_b02_s_51,40049,event_goldencoinrush2_b02_s,Speech,mustang,mustang,Locale_MainScenario:event_goldencoinrush2_b02_s_51,True,,L_10,L_10,1.0,,,,,,1,good,,,13,angry,,,3,idle,,5,idle,,15,idle,,,17,idle,
event_goldencoinrush2_b02_s_52,40049,event_goldencoinrush2_b02_s,Speech,mustang,mustang,Locale_MainScenario:event_goldencoinrush2_b02_s_52,True,,L_10,L_10,1.0,,,,,,1,good,,,13,angry,,,3,idle,,5,idle,,15,idle,,,17,idle,
event_goldencoinrush2_b02_s_53,40049,event_goldencoinrush2_b02_s,Narration,,,Locale_MainScenario:event_goldencoinrush2_b02_s_53,False,,black,black,1.0,,,sfx_scn_stagedown,,,1,good,,,13,angry,,,3,idle,,5,idle,,15,idle,,,17,idle,
event_goldencoinrush2_b02_s_54,40049,event_goldencoinrush2_b02_s,Monologue,,,Locale_MainScenario:event_goldencoinrush2_b02_s_54,False,,black,black,1.0,,,,,,1,good,,,13,angry,,,3,surprise,,5,idle,,15,idle,,,17,idle,
event_goldencoinrush2_b02_s_55,40049,event_goldencoinrush2_b02_s,Speech,soda_b,soda_b,Locale_MainScenario:event_goldencoinrush2_b02_s_55,True,,4,4,1.0,,,,,,1,good,,,13,angry,,,3,surprise,,5,idle,,15,idle,,,17,idle,
event_goldencoinrush2_b02_s_56,40049,event_goldencoinrush2_b02_s,Speech,alice_b,alice_b,Locale_MainScenario:event_goldencoinrush2_b02_s_56,True,,4,4,1.0,,,,,,1,good,,,13,angry,,,3,surprise,,5,idle,,15,idle,,,17,idle,
event_goldencoinrush2_b02_s_57,40049,event_goldencoinrush2_b02_s,Speech,mustang,mustang,Locale_MainScenario:event_goldencoinrush2_b02_s_57,True,,4,L_10,1.0,,,,,,1,good,,,13,angry,,,3,surprise,,5,idle,,15,idle,,,17,idle,
event_goldencoinrush2_b02_s_58,40049,event_goldencoinrush2_b02_s,Speech,mustang,mustang,Locale_MainScenario:event_goldencoinrush2_b02_s_58,True,,L_10,L_10,1.0,,,,,,1,good,,,13,angry,,,3,surprise,,5,idle,,15,idle,,,17,idle,
event_goldencoinrush2_b02_s_59,40049,event_goldencoinrush2_b02_s,Speech,mustang,mustang,Locale_MainScenario:event_goldencoinrush2_b02_s_59,True,,L_10,L_10,1.0,,,,,,1,good,,,13,angry,,,3,surprise,,5,idle,,15,idle,,,17,idle,
event_goldencoinrush2_b02_s_60,40049,event_goldencoinrush2_b02_s,Self,,,Locale_MainScenario:event_goldencoinrush2_b02_s_60,False,,L_10,L_10,1.0,,,,,,1,good,,,13,angry,,,3,surprise,,5,idle,,15,idle,,,17,idle,
event_goldencoinrush2_b02_s_61,40049,event_goldencoinrush2_b02_s,Speech,mustang,mustang,Locale_MainScenario:event_goldencoinrush2_b02_s_61,True,,L_10,L_10,1.0,,,,,,1,good,,,13,angry,,,3,surprise,,5,idle,,15,idle,,,17,idle,
event_goldencoinrush2_b02_s_62,40049,event_goldencoinrush2_b02_s,Speech,mustang,mustang,Locale_MainScenario:event_goldencoinrush2_b02_s_62,True,,L_10,L_10,1.0,,,,,,1,good,,,13,angry,,,3,surprise,,5,idle,,15,idle,,,17,idle,
event_goldencoinrush2_b02_s_63,40049,event_goldencoinrush2_b02_s,Monologue,,,Locale_MainScenario:event_goldencoinrush2_b02_s_63,False,,L_10,L_10,1.0,,,,,,1,good,,,13,angry,,,3,surprise,,5,idle,,15,idle,,,17,idle,
event_goldencoinrush2_b02_s_64,40049,event_goldencoinrush2_b02_s,Self,,,Locale_MainScenario:event_goldencoinrush2_b02_s_64,False,,L_10,L_10,1.0,,,,,,1,good,,,13,angry,,,3,surprise,,5,idle,,15,idle,,,17,idle,
event_goldencoinrush2_b02_s_65,40049,event_goldencoinrush2_b02_s,Speech,mustang,mustang,Locale_MainScenario:event_goldencoinrush2_b02_s_65,True,,L_10,L_10,1.0,,,,,,1,delight,,,13,angry,,,3,surprise,,5,idle,,15,idle,,,17,idle,
event_goldencoinrush2_b02_s_66,40049,event_goldencoinrush2_b02_s,Speech,mustang,mustang,Locale_MainScenario:event_goldencoinrush2_b02_s_66,True,,L_10,L_10,1.0,,,,,,1,delight,,,13,angry,,,3,surprise,,5,idle,,15,idle,,,17,idle,
event_goldencoinrush2_b02_s_67,40049,event_goldencoinrush2_b02_s,Speech,mustang,mustang,Locale_MainScenario:event_goldencoinrush2_b02_s_67,True,,L_10,L_10,1.0,,,,,,1,delight,,,13,angry,,,3,surprise,,5,idle,,15,idle,,,17,idle,
event_goldencoinrush2_b02_s_68,40049,event_goldencoinrush2_b02_s,Speech,mustang,mustang,Locale_MainScenario:event_goldencoinrush2_b02_s_68,True,,L_10,L_10,1.0,,,,,,1,delight,,,13,angry,,,3,surprise,,5,idle,,15,idle,,,17,idle,
event_goldencoinrush2_b02_s_69,40049,event_goldencoinrush2_b02_s,Speech,mustang,mustang,Locale_MainScenario:event_goldencoinrush2_b02_s_69,True,,L_10,L_10,1.0,,,,,,1,delight,,,13,angry,,,3,surprise,,5,idle,,15,idle,,,17,idle,
event_goldencoinrush2_b02_s_70,40049,event_goldencoinrush2_b02_s,Speech,mustang,mustang,Locale_MainScenario:event_goldencoinrush2_b02_s_70,True,,L_10,L_10,1.0,,,,,,1,delight,,,13,angry,,,3,surprise,,5,idle,,15,idle,,,17,idle,
event_goldencoinrush2_b02_s_71,40049,event_goldencoinrush2_b02_s,Speech,mustang,mustang,Locale_MainScenario:event_goldencoinrush2_b02_s_71,True,,L_10,L_10,1.0,,,,,,1,idle,,,13,angry,,,3,surprise,,5,idle,,15,idle,,,17,idle,
event_goldencoinrush2_b02_s_72,40049,event_goldencoinrush2_b02_s,Speech,volume,volume,Locale_MainScenario:event_goldencoinrush2_b02_s_72,True,,L_10,S_130,1.0,,,,,,1,idle,,,13,idle,,,3,surprise,,5,idle,,15,idle,,,17,idle,
event_goldencoinrush2_b02_s_73,40049,event_goldencoinrush2_b02_s,Speech,noise,noise,Locale_MainScenario:event_goldencoinrush2_b02_s_73,True,,S_130,16,1.0,,,,,,1,idle,,,13,idle,,,3,surprise,,5,idle,,15,idle,,,17,idle,
event_goldencoinrush2_b02_s_74,40049,event_goldencoinrush2_b02_s,Speech,aria,aria,Locale_MainScenario:event_goldencoinrush2_b02_s_74,True,,16,16,1.0,,,,,,1,idle,,,13,idle,,,3,surprise,,5,idle,,15,idle,,,17,idle,
event_goldencoinrush2_b02_s_75,40049,event_goldencoinrush2_b02_s,Speech,alice_b,alice_b,Locale_MainScenario:event_goldencoinrush2_b02_s_75,True,,4,4,1.0,,,,,,1,idle,,,13,idle,,,3,surprise,,5,idle,,15,idle,,,17,idle,
event_goldencoinrush2_b02_s_76,40049,event_goldencoinrush2_b02_s,Speech,soda_b,soda_b,Locale_MainScenario:event_goldencoinrush2_b02_s_76,True,,4,4,1.0,,,,,,1,idle,,,13,idle,,,3,serious,,5,idle,,15,idle,,,17,idle,
event_goldencoinrush2_b02_s_77,40049,event_goldencoinrush2_b02_s,Speech,soda_b,soda_b,Locale_MainScenario:event_goldencoinrush2_b02_s_77,True,,4,4,1.0,,,,,,1,idle,,,13,idle,,,3,serious,,5,idle,,15,idle,,,17,idle,
event_goldencoinrush2_b02_s_78,40049,event_goldencoinrush2_b02_s,Self,,,Locale_MainScenario:event_goldencoinrush2_b02_s_78,False,,4,4,1.0,,,,,,1,idle,,,13,idle,,,3,serious,,5,idle,,15,idle,,,17,idle,
event_goldencoinrush2_b02_s_79,40049,event_goldencoinrush2_b02_s,Monologue,,,Locale_MainScenario:event_goldencoinrush2_b02_s_79,False,,black,black,1.0,,,,,,1,idle,,,13,idle,,,3,serious,,5,idle,,15,idle,,,17,idle,
event_goldencoinrush2_b02_s_80,40049,event_goldencoinrush2_b02_s,Monologue,,,Locale_MainScenario:event_goldencoinrush2_b02_s_80,False,,black,black,1.0,,,,,,1,idle,mustang,,13,idle,volume,,2,serious,,12,idle,,15,idle,noise,,17,idle,aria
event_goldencoinrush2_b02_s_81,40049,event_goldencoinrush2_b02_s,Speech,alice_b,mustang,Locale_MainScenario:event_goldencoinrush2_b02_s_81,False,,12,12,1.0,,,,black,,,,,,,,,,2,serious,,12,idle,,,,,,,,
event_goldencoinrush2_b02_s_82,40049,event_goldencoinrush2_b02_s,Speech,alice_b,alice_b,Locale_MainScenario:event_goldencoinrush2_b02_s_82,True,,12,12,1.0,,,,,,,,,,,,,,2,serious,,12,idle,,,,,,,,
event_goldencoinrush2_b02_s_83,40049,event_goldencoinrush2_b02_s,Speech,alice_b,alice_b,Locale_MainScenario:event_goldencoinrush2_b02_s_83,True,,12,12,1.0,,,,,,,,,,,,,,2,serious,,12,idle,,,,,,,,
event_goldencoinrush2_b02_s_84,40049,event_goldencoinrush2_b02_s,Speech,alice_b,alice_b,Locale_MainScenario:event_goldencoinrush2_b02_s_84,True,,12,XS_120,0.7,,,,,,,,,,,,,,2,surprise,,12,surprise,,,,,,,,
event_goldencoinrush2_b02_s_85,40049,event_goldencoinrush2_b02_s,Self,alice_b,,Locale_MainScenario:event_goldencoinrush2_b02_s_85,False,,XS_120,XS_120,1.0,,,,,,,,,,,,,,2,surprise,,12,surprise,,,,,,,,
event_goldencoinrush2_b02_s_86,40049,event_goldencoinrush2_b02_s,Speech,soda_b,soda_b,Locale_MainScenario:event_goldencoinrush2_b02_s_86,True,,S_20,S_20,1.0,,,,,,,,,,,,,,2,surprise,,12,surprise,,,,,,,,
event_goldencoinrush2_b02_s_87,40049,event_goldencoinrush2_b02_s,Speech,alice_b,alice_b,Locale_MainScenario:event_goldencoinrush2_b02_s_87,True,,XS_120,XS_120,1.0,,,,,,,,,,,,,,2,surprise,,12,surprise,,,,,,,,
event_goldencoinrush2_b02_s_88,40049,event_goldencoinrush2_b02_s,Speech,alice_b,alice_b,Locale_MainScenario:event_goldencoinrush2_b02_s_88,True,,XS_120,XS_120,1.0,,,,,,,,,,,,,,2,surprise,,12,surprise,,,,,,,,
event_goldencoinrush2_b02_s_89,40049,event_goldencoinrush2_b02_s,Speech,alice_b,alice_b,Locale_MainScenario:event_goldencoinrush2_b02_s_89,True,,XS_120,XS_120,1.0,,,,,,,,,,,,,,2,surprise,,12,surprise,,,,,,,,
event_goldencoinrush2_b02_s_90,40049,event_goldencoinrush2_b02_s,Monologue,,,Locale_MainScenario:event_goldencoinrush2_b02_s_90,False,,black,black,1.0,,,,,,,,,,,,,,2,worry,,12,surprise,,,,,,,,
event_goldencoinrush2_b02_s_91,40049,event_goldencoinrush2_b02_s,Self,,,Locale_MainScenario:event_goldencoinrush2_b02_s_91,False,,black,black,1.0,,,,,,,,,,,,,,2,worry,,12,worry,,,,,,,,
event_goldencoinrush2_b02_s_92,40049,event_goldencoinrush2_b02_s,Monologue,,,Locale_MainScenario:event_goldencoinrush2_b02_s_92,False,,black,black,1.0,,,,,,,,,,,,,,2,worry,,12,worry,,,,,,,,
event_goldencoinrush2_b02_s_93,40049,event_goldencoinrush2_b02_s,Monologue,,,Locale_MainScenario:event_goldencoinrush2_b02_s_93,False,,black,black,1.0,,,,,,,,,,,,,,2,worry,,12,worry,,,,,,,,
event_goldencoinrush2_b02_s_94,40049,event_goldencoinrush2_b02_s,Monologue,,,Locale_MainScenario:event_goldencoinrush2_b02_s_94,False,,black,black,1.0,,,,,,,,,,,,,,2,worry,,12,worry,,,,,,,,
event_goldencoinrush2_b02_s_95,40049,event_goldencoinrush2_b02_s,Self,soda_b,,Locale_MainScenario:event_goldencoinrush2_b02_s_95,False,,S_20,S_20,1.0,,,,,,,,,,,,,,2,worry,,12,worry,,,,,,,,
event_goldencoinrush2_b02_s_96,40049,event_goldencoinrush2_b02_s,Self,soda_b,,Locale_MainScenario:event_goldencoinrush2_b02_s_96,False,,S_20,S_20,1.0,,,,,,,,,,,,,,2,worry,,12,worry,,,,,,,,
event_goldencoinrush2_b02_s_97,40049,event_goldencoinrush2_b02_s,Speech,soda_b,soda_b,Locale_MainScenario:event_goldencoinrush2_b02_s_97,True,,S_20,S_20,1.0,none,,,,,,,,,,,,,2,serious,,12,worry,,,,,,,,
event_goldencoinrush2_b02_s_98,40049,event_goldencoinrush2_b02_s,Speech,soda_b,soda_b,Locale_MainScenario:event_goldencoinrush2_b02_s_98,True,,S_20,S_20,1.0,,,,,,,,,,,,,,2,serious,,12,worry,,,,,,,,
event_goldencoinrush2_b02_s_99,40049,event_goldencoinrush2_b02_s,Self,,,Locale_MainScenario:event_goldencoinrush2_b02_s_99,False,,S_20,S_20,1.0,bgm_story_lastbullet,,,,,,,,,,,,,2,serious,,12,worry,,,,,,,,
event_goldencoinrush2_b02_s_100,40049,event_goldencoinrush2_b02_s,Speech,soda_b,soda_b,Locale_MainScenario:event_goldencoinrush2_b02_s_100,True,,S_20,S_20,1.0,,,,,,,,,,,,,,2,serious,,12,worry,,,,,,,,
event_goldencoinrush2_b02_s_101,40049,event_goldencoinrush2_b02_s,Self,,,Locale_MainScenario:event_goldencoinrush2_b02_s_101,False,,S_20,S_20,1.0,,,,,,,,,,,,,,2,serious,,12,worry,,,,,,,,
event_goldencoinrush2_b02_s_102,40049,event_goldencoinrush2_b02_s,Speech,soda_b,soda_b,Locale_MainScenario:event_goldencoinrush2_b02_s_102,True,,S_20,S_20,1.0,,,,,,,,,,,,,,2,serious,,12,worry,,,,,,,,
event_goldencoinrush2_b02_s_103,40049,event_goldencoinrush2_b02_s,Speech,soda_b,soda_b,Locale_MainScenario:event_goldencoinrush2_b02_s_103,True,,S_20,S_20,1.0,,,,,,,,,,,,,,2,serious,,12,worry,,,,,,,,
