id,event_id,group_id,speech_window,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,highlight,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,speaker,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/1/hide_char_id,play_sound
event_colorless_05_e_34,40054,event_colorless_05_e,Speech,Locale_SubScenario:event_colorless_05_e_34,True,,10,10,1.0,,zwei,,1,shy,zwei,,3,idle,,
event_colorless_05_e_35,40054,event_colorless_05_e,Speech,Locale_SubScenario:event_colorless_05_e_35,True,,10,10,1.0,,zwei,,1,shy,zwei,,3,idle,,
event_colorless_05_e_36,40054,event_colorless_05_e,Speech,Locale_SubScenario:event_colorless_05_e_36,True,,10,10,1.0,,zwei,,1,shy,zwei,,3,idle,,
event_colorless_05_e_37,40054,event_colorless_05_e,Speech,Locale_SubScenario:event_colorless_05_e_37,True,,10,10,1.0,,zwei,,1,shy,zwei,,3,idle,,
event_colorless_05_e_38,40054,event_colorless_05_e,Speech,Locale_SubScenario:event_colorless_05_e_38,True,,10,10,1.0,,zwei,,1,shy,zwei,,3,idle,,
event_colorless_05_e_39,40054,event_colorless_05_e,Speech,Locale_SubScenario:event_colorless_05_e_39,True,,10,30,1.0,,ein,,1,shy,ein,,3,idle,,
event_colorless_05_e_40,40054,event_colorless_05_e,Speech,Locale_SubScenario:event_colorless_05_e_40,True,,30,30,1.0,,ein,,1,shy,ein,,3,idle,,
event_colorless_05_e_41,40054,event_colorless_05_e,Speech,Locale_SubScenario:event_colorless_05_e_41,True,,30,10,1.0,,zwei,,1,shy,zwei,,3,idle,,
event_colorless_05_e_42,40054,event_colorless_05_e,Speech,Locale_SubScenario:event_colorless_05_e_42,True,,10,10,1.0,,zwei,,1,shy,zwei,,3,idle,,
event_colorless_05_e_43,40054,event_colorless_05_e,Speech,Locale_SubScenario:event_colorless_05_e_43,True,,10,10,1.0,,zwei,,1,shy,zwei,,3,idle,,
event_colorless_05_e_44,40054,event_colorless_05_e,Speech,Locale_SubScenario:event_colorless_05_e_44,True,,10,10,1.0,,zwei,,1,shy,zwei,,3,idle,,
event_colorless_05_e_45,40054,event_colorless_05_e,Speech,Locale_SubScenario:event_colorless_05_e_45,True,,10,10,1.0,,zwei,,1,shy,zwei,,3,idle,,
event_colorless_05_e_46,40054,event_colorless_05_e,Speech,Locale_SubScenario:event_colorless_05_e_46,True,,10,10,1.0,,zwei,,1,shy,zwei,,3,idle,,
event_colorless_05_e_47,40054,event_colorless_05_e,Speech,Locale_SubScenario:event_colorless_05_e_47,True,,10,10,1.0,,zwei,,1,shy,zwei,,3,idle,,
event_colorless_05_e_48,40054,event_colorless_05_e,Speech,Locale_SubScenario:event_colorless_05_e_48,True,,10,10,1.0,,zwei,,1,shy,zwei,,3,idle,,
event_colorless_05_e_49,40054,event_colorless_05_e,Speech,Locale_SubScenario:event_colorless_05_e_49,True,,10,10,1.0,,zwei,,1,shy,zwei,,3,idle,,
event_colorless_05_e_50,40054,event_colorless_05_e,Speech,Locale_SubScenario:event_colorless_05_e_50,True,,10,10,1.0,,zwei,,1,shy,zwei,,3,idle,,
event_colorless_05_e_51,40054,event_colorless_05_e,Speech,Locale_SubScenario:event_colorless_05_e_51,True,,10,10,1.0,,zwei,,1,shy,zwei,,3,angry,,
event_colorless_05_e_52,40054,event_colorless_05_e,Speech,Locale_SubScenario:event_colorless_05_e_52,True,,10,10,1.0,,zwei,,1,shy,zwei,,3,angry,,
event_colorless_05_e_53,40054,event_colorless_05_e,Speech,Locale_SubScenario:event_colorless_05_e_53,True,,10,10,1.0,,zwei,,1,shy,zwei,,3,angry,,
event_colorless_05_e_54,40054,event_colorless_05_e,Speech,Locale_SubScenario:event_colorless_05_e_54,False,,10,10,1.0,,zwei,,1,shy,ein,,3,no,,
event_colorless_05_e_55,40054,event_colorless_05_e,Speech,Locale_SubScenario:event_colorless_05_e_55,True,,10,10,1.0,,zwei,,1,idle,zwei,,3,no,,
event_colorless_05_e_56,40054,event_colorless_05_e,Speech,Locale_SubScenario:event_colorless_05_e_56,True,,10,10,1.0,,zwei,,1,idle,zwei,,3,no,,
event_colorless_05_e_57,40054,event_colorless_05_e,Speech,Locale_SubScenario:event_colorless_05_e_57,True,,10,10,1.0,,zwei,,1,idle,zwei,,3,no,,
event_colorless_05_e_58,40054,event_colorless_05_e,Speech,Locale_SubScenario:event_colorless_05_e_58,True,,10,10,1.0,,zwei,,1,idle,zwei,,3,no,,
event_colorless_05_e_59,40054,event_colorless_05_e,Narration,Locale_SubScenario:event_colorless_05_e_59,False,,10,300,1.0,,zwei,,1,idle,,,3,idle,,
event_colorless_05_e_60,40054,event_colorless_05_e,Speech,Locale_SubScenario:event_colorless_05_e_60,True,,300,300,1.0,,zwei,,1,surprise,zwei,,3,idle,,
event_colorless_05_e_61,40054,event_colorless_05_e,Speech,Locale_SubScenario:event_colorless_05_e_61,True,,300,300,1.0,,ein,,1,surprise,ein,,3,idle,,
event_colorless_05_e_62,40054,event_colorless_05_e,Speech,Locale_SubScenario:event_colorless_05_e_62,True,,300,300,1.0,,ein,,1,surprise,ein,,3,idle,,
event_colorless_05_e_63,40054,event_colorless_05_e,Speech,Locale_SubScenario:event_colorless_05_e_63,True,,300,30,1.0,,ein,,1,surprise,ein,,3,idle,,
event_colorless_05_e_64,40054,event_colorless_05_e,Speech,Locale_SubScenario:event_colorless_05_e_64,True,,30,30,1.0,,ein,,1,surprise,ein,,3,idle,,
event_colorless_05_e_65,40054,event_colorless_05_e,Speech,Locale_SubScenario:event_colorless_05_e_65,True,,30,3,1.0,,ein,,1,surprise,ein,,3,idle,,
event_colorless_05_e_66,40054,event_colorless_05_e,Narration,Locale_SubScenario:event_colorless_05_e_66,False,,3,3,1.0,,zwei,,1,surprise,,,3,idle,ein,sfx_scn_runaway
event_colorless_05_e_67,40054,event_colorless_05_e,Narration,Locale_SubScenario:event_colorless_05_e_67,False,,3,3,1.0,,zwei,,1,surprise,,,,,,
event_colorless_05_e_68,40054,event_colorless_05_e,Speech,Locale_SubScenario:event_colorless_05_e_68,False,,3,10,1.0,none,zwei,,1,shy,zwei,,,,,
event_colorless_05_e_69,40054,event_colorless_05_e,Narration,Locale_SubScenario:event_colorless_05_e_69,False,,10,10,1.0,,zwei,,1,shy,,,,,,
event_colorless_05_e_70,40054,event_colorless_05_e,Narration,Locale_SubScenario:event_colorless_05_e_70,False,,10,30,1.0,,zwei,,1,shy,,,,,,
event_colorless_05_e_71,40054,event_colorless_05_e,Speech,Locale_SubScenario:event_colorless_05_e_71,True,,S_30,S_30,1.0,,privaty,,1,shy,privaty,privaty,3,sad,,
event_colorless_05_e_72,40054,event_colorless_05_e,Speech,Locale_SubScenario:event_colorless_05_e_72,False,,S_30,S_30,1.0,,privaty,,1,surprise,zwei,,3,sad,,
