id,event_id,group_id,speech_window,scenario_localkey,play_lipSync,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,jump_target,is_exit_scenario,highlight,speaker,set_filter_01,set_camera_shake,fade
snowfall_episode_noirblanc_07_11,80903,snowfall_episode_noirblanc_07,Speech,Locale_SubScenario:snowfall_episode_noirblanc_07_11,True,,3,idle,,1,idle,,13,idle,,130,12,1.0,,,,blanc_c,blanc_c,,,
snowfall_episode_noirblanc_07_12,80903,snowfall_episode_noirblanc_07,Speech,Locale_SubScenario:snowfall_episode_noirblanc_07_12,True,,3,idle,,1,idle,,13,idle,,12,12,1.0,,,,blanc_c,blanc_c,,,
snowfall_episode_noirblanc_07_13,80903,snowfall_episode_noirblanc_07,Speech,Locale_SubScenario:snowfall_episode_noirblanc_07_13,True,,3,idle,,1,idle,,13,idle,,12,12,1.0,,,,lumi_01,lumi_01,,,
snowfall_episode_noirblanc_07_14,80903,snowfall_episode_noirblanc_07,Speech,Locale_SubScenario:snowfall_episode_noirblanc_07_14,True,,3,idle,,1,idle,,13,idle,,3,3,1.0,,,,noir_c,noir_c,,,
snowfall_episode_noirblanc_07_15,80903,snowfall_episode_noirblanc_07,Speech,Locale_SubScenario:snowfall_episode_noirblanc_07_15,True,,3,idle,,1,idle,,13,idle,,12,12,1.0,,,,lumi_01,lumi_01,,,
snowfall_episode_noirblanc_07_16,80903,snowfall_episode_noirblanc_07,Speech,Locale_SubScenario:snowfall_episode_noirblanc_07_16,True,,3,idle,,1,idle,,13,idle,,12,12,1.0,,,,blanc_c,blanc_c,,,
snowfall_episode_noirblanc_07_17,80903,snowfall_episode_noirblanc_07,Speech,Locale_SubScenario:snowfall_episode_noirblanc_07_17,True,,3,idle,,1,idle,,13,idle,,12,12,1.0,,,,blanc_c,blanc_c,,,
snowfall_episode_noirblanc_07_18,80903,snowfall_episode_noirblanc_07,Speech,Locale_SubScenario:snowfall_episode_noirblanc_07_18,True,,3,idle,,1,delight,,13,idle,,12,12,1.0,,,,blanc_c,blanc_c,,,
snowfall_episode_noirblanc_07_19,80903,snowfall_episode_noirblanc_07,Self,Locale_SubScenario:snowfall_episode_noirblanc_07_19,False,,3,idle,,1,delight,,13,idle,,12,12,1.0,,,,,,,,
snowfall_episode_noirblanc_07_20,80903,snowfall_episode_noirblanc_07,Speech,Locale_SubScenario:snowfall_episode_noirblanc_07_20,True,,3,delight,,1,delight,,13,idle,,12,2,1.0,,,,noir_c,noir_c,,,
snowfall_episode_noirblanc_07_21,80903,snowfall_episode_noirblanc_07,Monologue,Locale_SubScenario:snowfall_episode_noirblanc_07_21,False,,3,delight,,1,delight,,13,idle,,2,2,1.0,,,,,,,,
snowfall_episode_noirblanc_07_22,80903,snowfall_episode_noirblanc_07,Monologue,Locale_SubScenario:snowfall_episode_noirblanc_07_22,False,,3,delight,,1,delight,,13,idle,,2,2,1.0,,,,,,,,
snowfall_episode_noirblanc_07_23,80903,snowfall_episode_noirblanc_07,Choice,Locale_SubScenario:snowfall_episode_noirblanc_07_23,False,,3,idle,,1,idle,,13,idle,,2,2,1.0,,snowfall_episode_noirblanc_07_26,,,,,,
snowfall_episode_noirblanc_07_24,80903,snowfall_episode_noirblanc_07,Choice,Locale_SubScenario:snowfall_episode_noirblanc_07_24,False,,3,idle,,1,idle,,13,idle,,2,2,1.0,,snowfall_episode_noirblanc_07_29,,,,,,
snowfall_episode_noirblanc_07_25,80903,snowfall_episode_noirblanc_07,Choice,Locale_SubScenario:snowfall_episode_noirblanc_07_25,False,,3,idle,,1,idle,,13,idle,,2,2,1.0,,snowfall_episode_noirblanc_07_32,,,,,,
snowfall_episode_noirblanc_07_26,80903,snowfall_episode_noirblanc_07,Monologue,Locale_SubScenario:snowfall_episode_noirblanc_07_26,False,,3,idle,,1,idle,,13,idle,,2,L_10,1.0,,,,,,,,
snowfall_episode_noirblanc_07_27,80903,snowfall_episode_noirblanc_07,Speech,Locale_SubScenario:snowfall_episode_noirblanc_07_27,True,,3,idle,,1,delight,,13,idle,,L_10,L_10,1.0,,,,blanc_c,blanc_c,,,
snowfall_episode_noirblanc_07_28,80903,snowfall_episode_noirblanc_07,Speech,Locale_SubScenario:snowfall_episode_noirblanc_07_28,True,,3,idle,,1,delight,,13,idle,,L_10,L_10,1.0,,snowfall_episode_noirblanc_07_39,,blanc_c,blanc_c,,,
snowfall_episode_noirblanc_07_29,80903,snowfall_episode_noirblanc_07,Monologue,Locale_SubScenario:snowfall_episode_noirblanc_07_29,False,,3,idle,,1,idle,,13,idle,,2,L_30,1.0,,,,,,,,
snowfall_episode_noirblanc_07_30,80903,snowfall_episode_noirblanc_07,Speech,Locale_SubScenario:snowfall_episode_noirblanc_07_30,True,,3,delight,,1,idle,,13,idle,,L_30,L_30,1.0,,,,noir_c,noir_c,,,
snowfall_episode_noirblanc_07_31,80903,snowfall_episode_noirblanc_07,Speech,Locale_SubScenario:snowfall_episode_noirblanc_07_31,True,,3,delight,,1,idle,,13,idle,,L_30,L_30,1.0,,snowfall_episode_noirblanc_07_39,,noir_c,noir_c,,,
snowfall_episode_noirblanc_07_32,80903,snowfall_episode_noirblanc_07,Monologue,Locale_SubScenario:snowfall_episode_noirblanc_07_32,False,,3,idle,,1,idle,,13,idle,,2,2,1.0,,,,,,,,
snowfall_episode_noirblanc_07_33,80903,snowfall_episode_noirblanc_07,Monologue,Locale_SubScenario:snowfall_episode_noirblanc_07_33,False,,3,idle,,1,idle,,13,idle,,2,2,1.0,,,,,,,,
snowfall_episode_noirblanc_07_34,80903,snowfall_episode_noirblanc_07,Speech,Locale_SubScenario:snowfall_episode_noirblanc_07_34,True,,3,idle,,1,idle,,13,idle,,2,2,1.0,,,,blanc_c,blanc_c,,,
snowfall_episode_noirblanc_07_35,80903,snowfall_episode_noirblanc_07,Speech,Locale_SubScenario:snowfall_episode_noirblanc_07_35,True,,3,delight,,1,idle,,13,idle,,2,2,1.0,,,,noir_c,noir_c,,,
snowfall_episode_noirblanc_07_36,80903,snowfall_episode_noirblanc_07,Speech,Locale_SubScenario:snowfall_episode_noirblanc_07_36,True,,3,delight,,1,idle,,13,idle,,2,2,1.0,,,,noir_c,noir_c,,,
snowfall_episode_noirblanc_07_37,80903,snowfall_episode_noirblanc_07,Speech,Locale_SubScenario:snowfall_episode_noirblanc_07_37,True,,3,delight,,1,delight,,13,idle,,2,2,1.0,,,,blanc_c,blanc_c,,,
snowfall_episode_noirblanc_07_38,80903,snowfall_episode_noirblanc_07,Speech,Locale_SubScenario:snowfall_episode_noirblanc_07_38,True,,3,delight,,1,delight,,13,idle,,2,2,1.0,,snowfall_episode_noirblanc_07_39,,blanc_c,blanc_c,,,
snowfall_episode_noirblanc_07_39,80903,snowfall_episode_noirblanc_07,Monologue,Locale_SubScenario:snowfall_episode_noirblanc_07_39,False,,3,idle,,1,idle,,13,idle,,black,black,1.0,,,,,,,,
snowfall_episode_noirblanc_07_40,80903,snowfall_episode_noirblanc_07,Monologue,Locale_SubScenario:snowfall_episode_noirblanc_07_40,False,,3,idle,,1,idle,,13,idle,,black,black,1.0,,,,,,,,
snowfall_episode_noirblanc_07_41,80903,snowfall_episode_noirblanc_07,Narration,Locale_SubScenario:snowfall_episode_noirblanc_07_41,False,,3,idle,,1,idle,,13,idle,,2,2,1.0,,,,,,,,
snowfall_episode_noirblanc_07_42,80903,snowfall_episode_noirblanc_07,Speech,Locale_SubScenario:snowfall_episode_noirblanc_07_42,True,,3,idle,,1,idle,,13,idle,,2,2,1.0,,,,blanc_c,blanc_c,,,
snowfall_episode_noirblanc_07_43,80903,snowfall_episode_noirblanc_07,Speech,Locale_SubScenario:snowfall_episode_noirblanc_07_43,False,,3,idle,,1,think,,13,idle,,2,2,1.0,,,,blanc_c,blanc_c,,,
snowfall_episode_noirblanc_07_44,80903,snowfall_episode_noirblanc_07,Speech,Locale_SubScenario:snowfall_episode_noirblanc_07_44,False,,3,surprise,,1,think,,13,idle,,2,2,1.0,,,,noir_c,noir_c,,,
snowfall_episode_noirblanc_07_45,80903,snowfall_episode_noirblanc_07,Self,Locale_SubScenario:snowfall_episode_noirblanc_07_45,False,,3,surprise,,1,think,,13,idle,,2,2,1.0,,,,,,,,
snowfall_episode_noirblanc_07_46,80903,snowfall_episode_noirblanc_07,Speech,Locale_SubScenario:snowfall_episode_noirblanc_07_46,True,,3,surprise,,1,think,,13,idle,,2,2,1.0,,,,blanc_c,blanc_c,,,
snowfall_episode_noirblanc_07_47,80903,snowfall_episode_noirblanc_07,Speech,Locale_SubScenario:snowfall_episode_noirblanc_07_47,True,,3,surprise,,1,think,,13,idle,,2,2,1.0,,,,noir_c,noir_c,,,
snowfall_episode_noirblanc_07_48,80903,snowfall_episode_noirblanc_07,Speech,Locale_SubScenario:snowfall_episode_noirblanc_07_48,True,,3,surprise,,1,no,,13,idle,,2,2,1.0,,,,blanc_c,blanc_c,,,
snowfall_episode_noirblanc_07_49,80903,snowfall_episode_noirblanc_07,Speech,Locale_SubScenario:snowfall_episode_noirblanc_07_49,True,,3,surprise,,1,no,,13,idle,,2,2,1.0,,,,blanc_c,blanc_c,,,
snowfall_episode_noirblanc_07_50,80903,snowfall_episode_noirblanc_07,Speech,Locale_SubScenario:snowfall_episode_noirblanc_07_50,True,,3,surprise,,1,no,,13,idle,,2,2,1.0,,,,noir_c,noir_c,,,
snowfall_episode_noirblanc_07_51,80903,snowfall_episode_noirblanc_07,Speech,Locale_SubScenario:snowfall_episode_noirblanc_07_51,True,,3,surprise,,1,no,,13,idle,,2,2,1.0,,,,noir_c,noir_c,,,
snowfall_episode_noirblanc_07_52,80903,snowfall_episode_noirblanc_07,Monologue,Locale_SubScenario:snowfall_episode_noirblanc_07_52,False,,3,surprise,,1,no,,13,idle,BigHotSpring_d,black,black,1.0,event_bgm_neverland_hugme_day,,,,,,,
snowfall_episode_noirblanc_07_53,80903,snowfall_episode_noirblanc_07,Speech,Locale_SubScenario:snowfall_episode_noirblanc_07_53,True,,3,idle,,1,think,,13,idle,,2,2,1.0,,,,blanc_c,blanc_c,Grey,,
snowfall_episode_noirblanc_07_54,80903,snowfall_episode_noirblanc_07,Speech,Locale_SubScenario:snowfall_episode_noirblanc_07_54,True,,3,idle,,1,think,,13,idle,,2,2,1.0,,,,noir_c,noir_c,Grey,,
snowfall_episode_noirblanc_07_55,80903,snowfall_episode_noirblanc_07,Speech,Locale_SubScenario:snowfall_episode_noirblanc_07_55,True,,3,idle,,1,idle,,13,idle,,2,2,1.0,,,,blanc_c,blanc_c,Grey,,
snowfall_episode_noirblanc_07_56,80903,snowfall_episode_noirblanc_07,Speech,Locale_SubScenario:snowfall_episode_noirblanc_07_56,True,,3,idle,,1,idle,,13,idle,,2,2,1.0,,,,blanc_c,blanc_c,Grey,,
snowfall_episode_noirblanc_07_57,80903,snowfall_episode_noirblanc_07,Narration,Locale_SubScenario:snowfall_episode_noirblanc_07_57,False,,3,idle,,1,idle,,13,idle,,2,2,1.0,,,,,,Grey,,
snowfall_episode_noirblanc_07_58,80903,snowfall_episode_noirblanc_07,Speech,Locale_SubScenario:snowfall_episode_noirblanc_07_58,True,,3,idle,,1,idle,,13,idle,,2,2,1.0,,,,blanc_c,blanc_c,Grey,,
snowfall_episode_noirblanc_07_59,80903,snowfall_episode_noirblanc_07,Speech,Locale_SubScenario:snowfall_episode_noirblanc_07_59,True,,3,idle,,1,idle,,13,idle,,2,2,1.0,,,,blanc_c,blanc_c,Grey,,
snowfall_episode_noirblanc_07_60,80903,snowfall_episode_noirblanc_07,Monologue,Locale_SubScenario:snowfall_episode_noirblanc_07_60,False,,3,idle,,1,idle,,13,idle,,2,2,1.0,,,,,,Grey,,
snowfall_episode_noirblanc_07_61,80903,snowfall_episode_noirblanc_07,Self,Locale_SubScenario:snowfall_episode_noirblanc_07_61,False,,3,idle,,1,idle,,13,idle,,2,2,1.0,,,,,,Grey,,
snowfall_episode_noirblanc_07_62,80903,snowfall_episode_noirblanc_07,Monologue,Locale_SubScenario:snowfall_episode_noirblanc_07_62,False,,3,surprise,,1,no,,13,idle,BigHotSpring_s,black,black,1.0,event_bgm_neverland_hugme_sunset,,,,,,,
snowfall_episode_noirblanc_07_63,80903,snowfall_episode_noirblanc_07,Monologue,Locale_SubScenario:snowfall_episode_noirblanc_07_63,False,,3,surprise,,1,no,,13,idle,,black,black,1.0,,,,,,,,
snowfall_episode_noirblanc_07_64,80903,snowfall_episode_noirblanc_07,Monologue,Locale_SubScenario:snowfall_episode_noirblanc_07_64,False,,3,surprise,,1,no,,13,idle,,2,2,1.0,,,,,,,,
snowfall_episode_noirblanc_07_65,80903,snowfall_episode_noirblanc_07,Monologue,Locale_SubScenario:snowfall_episode_noirblanc_07_65,False,,3,surprise,,1,no,,13,idle,,2,2,1.0,,,,,,,,
snowfall_episode_noirblanc_07_66,80903,snowfall_episode_noirblanc_07,Self,Locale_SubScenario:snowfall_episode_noirblanc_07_66,False,,3,surprise,,1,no,,13,idle,,2,2,1.0,,,,,,,,
snowfall_episode_noirblanc_07_67,80903,snowfall_episode_noirblanc_07,Speech,Locale_SubScenario:snowfall_episode_noirblanc_07_67,True,,3,surprise,,1,think,,13,idle,,2,2,1.0,,,,blanc_c,blanc_c,,,
snowfall_episode_noirblanc_07_68,80903,snowfall_episode_noirblanc_07,Speech,Locale_SubScenario:snowfall_episode_noirblanc_07_68,True,,3,surprise,,1,think,,13,idle,,2,2,1.0,,,,blanc_c,blanc_c,,,
snowfall_episode_noirblanc_07_69,80903,snowfall_episode_noirblanc_07,Speech,Locale_SubScenario:snowfall_episode_noirblanc_07_69,True,,3,idle,,1,think,,13,idle,,2,2,1.0,,,,noir_c,noir_c,,,
snowfall_episode_noirblanc_07_70,80903,snowfall_episode_noirblanc_07,Speech,Locale_SubScenario:snowfall_episode_noirblanc_07_70,True,,3,idle,,1,think,,13,idle,,2,2,1.0,,,,noir_c,noir_c,,,
snowfall_episode_noirblanc_07_71,80903,snowfall_episode_noirblanc_07,Speech,Locale_SubScenario:snowfall_episode_noirblanc_07_71,True,,3,idle,,1,idle,,13,idle,,2,2,1.0,,,,blanc_c,blanc_c,,,
snowfall_episode_noirblanc_07_72,80903,snowfall_episode_noirblanc_07,Self,Locale_SubScenario:snowfall_episode_noirblanc_07_72,False,,3,idle,,1,idle,,13,idle,,2,2,1.0,,,,,,,,
snowfall_episode_noirblanc_07_73,80903,snowfall_episode_noirblanc_07,Speech,Locale_SubScenario:snowfall_episode_noirblanc_07_73,True,,3,surprise,,1,no,,13,idle,,2,2,1.0,,,,blanc_c,blanc_c,,,
snowfall_episode_noirblanc_07_74,80903,snowfall_episode_noirblanc_07,Speech,Locale_SubScenario:snowfall_episode_noirblanc_07_74,True,,3,surprise,,1,no,,13,idle,,2,2,1.0,,,,blanc_c,blanc_c,,,
snowfall_episode_noirblanc_07_75,80903,snowfall_episode_noirblanc_07,Speech,Locale_SubScenario:snowfall_episode_noirblanc_07_75,True,,3,surprise,,1,no,,13,idle,,2,2,1.0,,,,noir_c,noir_c,,,
snowfall_episode_noirblanc_07_76,80903,snowfall_episode_noirblanc_07,Self,Locale_SubScenario:snowfall_episode_noirblanc_07_76,False,,3,surprise,,1,no,,13,idle,,2,2,1.0,,,,,,,,
snowfall_episode_noirblanc_07_77,80903,snowfall_episode_noirblanc_07,Speech,Locale_SubScenario:snowfall_episode_noirblanc_07_77,True,,3,surprise,,1,no,,13,idle,,2,2,1.0,,,,noir_c,noir_c,,,
snowfall_episode_noirblanc_07_78,80903,snowfall_episode_noirblanc_07,Speech,Locale_SubScenario:snowfall_episode_noirblanc_07_78,True,,3,surprise,,1,no,,13,idle,,2,2,1.0,,,,noir_c,noir_c,,,
snowfall_episode_noirblanc_07_79,80903,snowfall_episode_noirblanc_07,Self,Locale_SubScenario:snowfall_episode_noirblanc_07_79,False,,3,surprise,,1,no,,13,idle,,2,2,1.0,,,,,,,,
snowfall_episode_noirblanc_07_80,80903,snowfall_episode_noirblanc_07,Narration,Locale_SubScenario:snowfall_episode_noirblanc_07_80,False,,3,surprise,,1,no,,13,idle,,black,black,1.0,,,,,,,,
snowfall_episode_noirblanc_07_81,80903,snowfall_episode_noirblanc_07,Monologue,Locale_SubScenario:snowfall_episode_noirblanc_07_81,False,,3,surprise,,1,no,,13,idle,,black,black,1.0,,,,,,,,
snowfall_episode_noirblanc_07_82,80903,snowfall_episode_noirblanc_07,Monologue,Locale_SubScenario:snowfall_episode_noirblanc_07_82,False,,3,surprise,,1,no,,13,idle,,black,black,1.0,,,,,,,,
snowfall_episode_noirblanc_07_83,80903,snowfall_episode_noirblanc_07,Speech,Locale_SubScenario:snowfall_episode_noirblanc_07_83,True,,3,surprise,,1,shy,,13,idle,,1,L_10,0.6,,,,blanc_c,blanc_c,,Low_2,
snowfall_episode_noirblanc_07_84,80903,snowfall_episode_noirblanc_07,Speech,Locale_SubScenario:snowfall_episode_noirblanc_07_84,True,,3,surprise,,1,shy,,13,idle,,3,L_30,0.6,,,,noir_c,noir_c,,Low_2,
snowfall_episode_noirblanc_07_85,80903,snowfall_episode_noirblanc_07,Speech,Locale_SubScenario:snowfall_episode_noirblanc_07_85,True,,3,surprise,,1,shy,,13,idle,,L_30,2,1.0,,,,blanc_c,blanc_c,,,
snowfall_episode_noirblanc_07_86,80903,snowfall_episode_noirblanc_07,Speech,Locale_SubScenario:snowfall_episode_noirblanc_07_86,True,,3,surprise,,1,shy,,13,idle,,2,2,1.0,,,,blanc_c,blanc_c,,,
snowfall_episode_noirblanc_07_87,80903,snowfall_episode_noirblanc_07,Speech,Locale_SubScenario:snowfall_episode_noirblanc_07_87,True,,3,no,,1,shy,,13,idle,,2,2,1.0,,,,noir_c,noir_c,,,
snowfall_episode_noirblanc_07_88,80903,snowfall_episode_noirblanc_07,Speech,Locale_SubScenario:snowfall_episode_noirblanc_07_88,True,,3,no,,1,shy,,13,idle,,2,2,1.0,,,,noir_c,noir_c,,,
snowfall_episode_noirblanc_07_89,80903,snowfall_episode_noirblanc_07,Self,Locale_SubScenario:snowfall_episode_noirblanc_07_89,False,,3,no,,1,shy,,13,idle,,2,2,1.0,,,,,,,,
snowfall_episode_noirblanc_07_90,80903,snowfall_episode_noirblanc_07,Monologue,Locale_SubScenario:snowfall_episode_noirblanc_07_90,False,,3,no,,1,shy,,13,idle,,2,6,1.0,,,,,,,,
snowfall_episode_noirblanc_07_91,80903,snowfall_episode_noirblanc_07,Narration,Locale_SubScenario:snowfall_episode_noirblanc_07_91,False,,3,no,,1,shy,,13,idle,,black,black,1.0,,,,,,,,black
snowfall_episode_noirblanc_07_92,80903,snowfall_episode_noirblanc_07,Speech,Locale_SubScenario:snowfall_episode_noirblanc_07_92,True,,3,idle,,1,idle,,13,idle,,2,2,1.0,,,,blanc_c,blanc_c,,,
snowfall_episode_noirblanc_07_93,80903,snowfall_episode_noirblanc_07,Speech,Locale_SubScenario:snowfall_episode_noirblanc_07_93,True,,3,idle,,1,idle,,13,idle,,2,2,1.0,,,,blanc_c,blanc_c,,,
snowfall_episode_noirblanc_07_94,80903,snowfall_episode_noirblanc_07,Speech,Locale_SubScenario:snowfall_episode_noirblanc_07_94,True,,3,idle,,1,idle,,13,idle,,2,2,1.0,,,,noir_c,noir_c,,,
snowfall_episode_noirblanc_07_95,80903,snowfall_episode_noirblanc_07,Speech,Locale_SubScenario:snowfall_episode_noirblanc_07_95,True,,3,idle,,1,idle,,13,idle,,2,2,1.0,,,,noir_c,noir_c,,,
snowfall_episode_noirblanc_07_96,80903,snowfall_episode_noirblanc_07,Self,Locale_SubScenario:snowfall_episode_noirblanc_07_96,False,,3,idle,,1,idle,,13,idle,,2,2,1.0,,,,,,,,
snowfall_episode_noirblanc_07_97,80903,snowfall_episode_noirblanc_07,Speech,Locale_SubScenario:snowfall_episode_noirblanc_07_97,True,,3,idle,,1,idle,,13,idle,,2,2,1.0,,,,blanc_c,blanc_c,,,
snowfall_episode_noirblanc_07_98,80903,snowfall_episode_noirblanc_07,Speech,Locale_SubScenario:snowfall_episode_noirblanc_07_98,True,,3,idle,,1,idle,,13,idle,,2,2,1.0,,,,blanc_c,blanc_c,,,
snowfall_episode_noirblanc_07_99,80903,snowfall_episode_noirblanc_07,Speech,Locale_SubScenario:snowfall_episode_noirblanc_07_99,True,,3,delight,,1,idle,,13,idle,,2,2,1.0,,,,noir_c,noir_c,,,
snowfall_episode_noirblanc_07_100,80903,snowfall_episode_noirblanc_07,Speech,Locale_SubScenario:snowfall_episode_noirblanc_07_100,True,,3,delight,,1,idle,,13,idle,,2,2,1.0,,,,noir_c,noir_c,,,
snowfall_episode_noirblanc_07_101,80903,snowfall_episode_noirblanc_07,Speech,Locale_SubScenario:snowfall_episode_noirblanc_07_101,True,,3,delight,,1,delight,,13,idle,,2,2,1.0,,,,blanc_c,blanc_c,,,
snowfall_episode_noirblanc_07_102,80903,snowfall_episode_noirblanc_07,Speech,Locale_SubScenario:snowfall_episode_noirblanc_07_102,True,,3,delight,,1,delight,,13,idle,,2,2,1.0,,,,blanc_c,blanc_c,,,
snowfall_episode_noirblanc_07_103,80903,snowfall_episode_noirblanc_07,Speech,Locale_SubScenario:snowfall_episode_noirblanc_07_103,True,,3,idle,,1,delight,,13,idle,,2,2,1.0,,,,noir_c,noir_c,,,
snowfall_episode_noirblanc_07_104,80903,snowfall_episode_noirblanc_07,Speech,Locale_SubScenario:snowfall_episode_noirblanc_07_104,True,,3,idle,,1,idle,,13,idle,,2,L_10,1.0,,,,blanc_c,blanc_c,,,
snowfall_episode_noirblanc_07_105,80903,snowfall_episode_noirblanc_07,Speech,Locale_SubScenario:snowfall_episode_noirblanc_07_105,True,,3,idle,,1,idle,,13,idle,,L_10,L_10,1.0,,,,blanc_c,blanc_c,,,
snowfall_episode_noirblanc_07_106,80903,snowfall_episode_noirblanc_07,Speech,Locale_SubScenario:snowfall_episode_noirblanc_07_106,True,,3,idle,,1,idle,,13,idle,,L_10,L_10,1.0,,,,blanc_c,blanc_c,,,
snowfall_episode_noirblanc_07_107,80903,snowfall_episode_noirblanc_07,Speech,Locale_SubScenario:snowfall_episode_noirblanc_07_107,True,,3,idle,,1,delight,,13,idle,,L_10,L_10,1.0,,,,blanc_c,blanc_c,,,
snowfall_episode_noirblanc_07_108,80903,snowfall_episode_noirblanc_07,Speech,Locale_SubScenario:snowfall_episode_noirblanc_07_108,True,,3,idle,,1,delight,,13,idle,,L_10,L_10,1.0,,,,blanc_c,blanc_c,,,
snowfall_episode_noirblanc_07_109,80903,snowfall_episode_noirblanc_07,Speech,Locale_SubScenario:snowfall_episode_noirblanc_07_109,True,,3,idle,,1,delight,,13,idle,,L_10,12,1.0,,,,blanc_c,blanc_c,,,
snowfall_episode_noirblanc_07_110,80903,snowfall_episode_noirblanc_07,Speech,Locale_SubScenario:snowfall_episode_noirblanc_07_110,True,,3,idle,,1,delight,,13,idle,,12,12,1.0,,,,blanc_c,blanc_c,,,
snowfall_episode_noirblanc_07_111,80903,snowfall_episode_noirblanc_07,Speech,Locale_SubScenario:snowfall_episode_noirblanc_07_111,True,,3,idle,,1,delight,,13,idle,,12,12,1.0,,,,lumi_01,lumi_01,,,
snowfall_episode_noirblanc_07_112,80903,snowfall_episode_noirblanc_07,Speech,Locale_SubScenario:snowfall_episode_noirblanc_07_112,True,,3,idle,,1,delight,,13,idle,,L_30,L_30,1.0,,,,noir_c,noir_c,,,
snowfall_episode_noirblanc_07_113,80903,snowfall_episode_noirblanc_07,Speech,Locale_SubScenario:snowfall_episode_noirblanc_07_113,True,,3,idle,,1,delight,,13,idle,,L_30,L_30,1.0,,,,noir_c,noir_c,,,
snowfall_episode_noirblanc_07_114,80903,snowfall_episode_noirblanc_07,Speech,Locale_SubScenario:snowfall_episode_noirblanc_07_114,True,,3,idle,,1,delight,,13,idle,,L_30,L_30,1.0,,,,noir_c,noir_c,,,
snowfall_episode_noirblanc_07_115,80903,snowfall_episode_noirblanc_07,Speech,Locale_SubScenario:snowfall_episode_noirblanc_07_115,True,,3,idle,,1,delight,,13,idle,,L_30,L_30,1.0,,,,noir_c,noir_c,,,
snowfall_episode_noirblanc_07_116,80903,snowfall_episode_noirblanc_07,Speech,Locale_SubScenario:snowfall_episode_noirblanc_07_116,False,,3,idle,,1,delight,,13,idle,,L_30,12,1.0,,,,lumi_01,lumi_01,,,
snowfall_episode_noirblanc_07_117,80903,snowfall_episode_noirblanc_07,Speech,Locale_SubScenario:snowfall_episode_noirblanc_07_117,True,,3,idle,,1,delight,,13,idle,,12,12,1.0,,,,lumi_01,lumi_01,,,
snowfall_episode_noirblanc_07_118,80903,snowfall_episode_noirblanc_07,Speech,Locale_SubScenario:snowfall_episode_noirblanc_07_118,True,,3,idle,,1,delight,,13,idle,,12,12,1.0,,,,lumi_01,lumi_01,,,
