id,event_id,group_id,speech_window,scenario_localkey,play_lipSync,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,highlight,speaker,jump_target,fade,play_sound
event_goldenship_03_e_24,40023,event_goldenship_03_e,Speech,Locale_SubScenario:event_goldenship_03_e_24,True,,1,idle2,,13,idle,,3,angry,,XS_300,XS_300,1.0,,anchor,anchor,,,
event_goldenship_03_e_25,40023,event_goldenship_03_e,Choice,Locale_SubScenario:event_goldenship_03_e_25,False,,1,idle2,,13,idle,,3,angry,,XS_300,XS_300,1.0,,,,event_goldenship_03_e_27,,
event_goldenship_03_e_26,40023,event_goldenship_03_e,Choice,Locale_SubScenario:event_goldenship_03_e_26,False,,1,idle2,,13,idle,,3,angry,,XS_300,XS_300,1.0,,,,event_goldenship_03_e_29,,
event_goldenship_03_e_27,40023,event_goldenship_03_e,Speech,Locale_SubScenario:event_goldenship_03_e_27,True,,1,idle2,,13,idle,,3,idle,,XS_300,XS_30,1.0,,anchor,anchor,,,
event_goldenship_03_e_28,40023,event_goldenship_03_e,Speech,Locale_SubScenario:event_goldenship_03_e_28,True,,1,idle2,,13,idle,,3,idle,,XS_30,XS_30,1.0,,anchor,anchor,event_goldenship_03_e_34,,
event_goldenship_03_e_29,40023,event_goldenship_03_e,Speech,Locale_SubScenario:event_goldenship_03_e_29,True,,1,idle2,,13,idle,,3,idle,,XS_300,XS_30,1.0,,anchor,anchor,,,
event_goldenship_03_e_30,40023,event_goldenship_03_e,Speech,Locale_SubScenario:event_goldenship_03_e_30,True,,1,idle2,,13,idle,,3,idle,,XS_30,XS_30,1.0,,anchor,anchor,,,
event_goldenship_03_e_31,40023,event_goldenship_03_e,Self,Locale_SubScenario:event_goldenship_03_e_31,False,,1,idle2,,13,idle,,3,idle,,XS_30,XS_30,1.0,,,,,,
event_goldenship_03_e_32,40023,event_goldenship_03_e,Monologue,Locale_SubScenario:event_goldenship_03_e_32,False,,1,idle2,,13,idle,,3,idle,,XS_30,XS_30,1.0,,,,,,
event_goldenship_03_e_33,40023,event_goldenship_03_e,Speech,Locale_SubScenario:event_goldenship_03_e_33,True,,1,idle2,,13,idle,,3,idle,,XS_30,XS_30,1.0,,anchor,anchor,event_goldenship_03_e_34,,
event_goldenship_03_e_34,40023,event_goldenship_03_e,Speech,Locale_SubScenario:event_goldenship_03_e_34,True,,1,idle2,,13,idle,,3,idle,,XS_30,XS_30,1.0,none,anchor,anchor,,,
event_goldenship_03_e_35,40023,event_goldenship_03_e,Speech,Locale_SubScenario:event_goldenship_03_e_35,True,,1,delight,,13,idle,,3,idle,,XS_30,S_10,1.0,,mast,mast,,,
event_goldenship_03_e_36,40023,event_goldenship_03_e,Speech,Locale_SubScenario:event_goldenship_03_e_36,True,,1,delight,,13,idle,,3,idle,,S_10,S_10,1.0,bgm_story_sundayintheark,mast,mast,,,
event_goldenship_03_e_37,40023,event_goldenship_03_e,Speech,Locale_SubScenario:event_goldenship_03_e_37,True,,1,delight,,13,idle,,3,idle,,S_10,S_10,1.0,,mast,mast,,,
event_goldenship_03_e_38,40023,event_goldenship_03_e,Speech,Locale_SubScenario:event_goldenship_03_e_38,True,,1,delight,,13,idle,,3,idle,,S_10,S_10,1.0,,mast,mast,,,
event_goldenship_03_e_39,40023,event_goldenship_03_e,Speech,Locale_SubScenario:event_goldenship_03_e_39,True,,1,delight,,13,idle,,3,idle,,S_10,S_10,1.0,,mast,mast,,,
event_goldenship_03_e_40,40023,event_goldenship_03_e,Speech,Locale_SubScenario:event_goldenship_03_e_40,True,,1,delight,,13,idle,,3,idle,,S_10,31,1.0,,anchor,anchor,,,
event_goldenship_03_e_41,40023,event_goldenship_03_e,Speech,Locale_SubScenario:event_goldenship_03_e_41,True,,1,idle2,,13,idle,,3,idle,,31,31,1.0,,mast,mast,,,
event_goldenship_03_e_42,40023,event_goldenship_03_e,Speech,Locale_SubScenario:event_goldenship_03_e_42,True,,1,idle2,,13,idle,,3,idle,,31,31,1.0,,mast,mast,,,
event_goldenship_03_e_43,40023,event_goldenship_03_e,Speech,Locale_SubScenario:event_goldenship_03_e_43,False,,1,idle2,,13,idle,,3,surprise,,31,31,1.0,,anchor,anchor,,,
event_goldenship_03_e_44,40023,event_goldenship_03_e,Speech,Locale_SubScenario:event_goldenship_03_e_44,True,,1,idle2,,13,idle,,3,surprise,,31,31,1.0,,anchor,anchor,,,
event_goldenship_03_e_45,40023,event_goldenship_03_e,Speech,Locale_SubScenario:event_goldenship_03_e_45,True,,1,idle2,,13,idle,,3,idle,,31,31,1.0,,anchor,anchor,,,
event_goldenship_03_e_46,40023,event_goldenship_03_e,Monologue,Locale_SubScenario:event_goldenship_03_e_46,False,,1,idle2,,13,idle,,3,idle,,black,black,1.0,,,,,,
event_goldenship_03_e_47,40023,event_goldenship_03_e,Speech,Locale_SubScenario:event_goldenship_03_e_47,False,,1,idle2,,13,idle,,3,surprise,,XS_30,XS_30,1.0,,anchor,anchor,,,
event_goldenship_03_e_48,40023,event_goldenship_03_e,Speech,Locale_SubScenario:event_goldenship_03_e_48,True,,1,idle2,,13,idle,,3,surprise,,XS_30,XS_300,1.0,,anchor,anchor,,,
event_goldenship_03_e_49,40023,event_goldenship_03_e,Self,Locale_SubScenario:event_goldenship_03_e_49,False,,1,idle2,,13,idle,,3,surprise,,XS_300,XS_300,1.0,,,,,,
event_goldenship_03_e_50,40023,event_goldenship_03_e,Speech,Locale_SubScenario:event_goldenship_03_e_50,True,,1,idle2,,13,idle,,3,idle,,XS_300,XS_300,1.0,,anchor,anchor,,,
event_goldenship_03_e_51,40023,event_goldenship_03_e,Speech,Locale_SubScenario:event_goldenship_03_e_51,True,,1,idle2,,13,idle,,3,idle,,XS_300,XS_300,1.0,,anchor,anchor,,,
event_goldenship_03_e_52,40023,event_goldenship_03_e,Speech,Locale_SubScenario:event_goldenship_03_e_52,True,,1,idle2,,13,idle,,3,idle,,XS_300,XS_300,1.0,,anchor,anchor,,,
event_goldenship_03_e_53,40023,event_goldenship_03_e,Speech,Locale_SubScenario:event_goldenship_03_e_53,True,,1,idle,,13,idle,,3,idle,,XS_300,31,1.0,,mast,mast,,,
event_goldenship_03_e_54,40023,event_goldenship_03_e,Speech,Locale_SubScenario:event_goldenship_03_e_54,True,,1,idle,,13,idle,,3,idle,,31,31,1.0,,mast,mast,,,
event_goldenship_03_e_55,40023,event_goldenship_03_e,Speech,Locale_SubScenario:event_goldenship_03_e_55,True,,1,idle,,13,idle,,3,idle,,31,31,1.0,,anchor,anchor,,,
event_goldenship_03_e_56,40023,event_goldenship_03_e,Speech,Locale_SubScenario:event_goldenship_03_e_56,True,,1,idle,,13,idle,,3,idle,,31,31,1.0,,mast,mast,,,
event_goldenship_03_e_57,40023,event_goldenship_03_e,Monologue,Locale_SubScenario:event_goldenship_03_e_57,False,,1,idle,,13,idle,,3,idle,Desert_02,31,31,1.0,,,,,black,
event_goldenship_03_e_58,40023,event_goldenship_03_e,Speech,Locale_SubScenario:event_goldenship_03_e_58,True,,1,idle,,13,idle,,3,angry,,31,31,1.0,,anchor,anchor,,,
event_goldenship_03_e_59,40023,event_goldenship_03_e,Speech,Locale_SubScenario:event_goldenship_03_e_59,True,,1,idle2,,13,idle,,3,angry,,31,31,1.0,,mast,mast,,,
event_goldenship_03_e_60,40023,event_goldenship_03_e,Monologue,Locale_SubScenario:event_goldenship_03_e_60,False,,1,idle2,,13,idle,,3,angry,,31,31,1.0,,,,,,
event_goldenship_03_e_61,40023,event_goldenship_03_e,Speech,Locale_SubScenario:event_goldenship_03_e_61,False,,1,idle2,,13,idle,,3,angry,,31,31,1.0,,mast,mast,,,
event_goldenship_03_e_62,40023,event_goldenship_03_e,Speech,Locale_SubScenario:event_goldenship_03_e_62,True,,1,idle2,,13,delight,,3,angry,,130,130,1.0,,frima_s,frima,,,
event_goldenship_03_e_63,40023,event_goldenship_03_e,Monologue,Locale_SubScenario:event_goldenship_03_e_63,False,,1,idle2,,13,delight,,3,angry,,130,S_10,1.0,,,,,,
event_goldenship_03_e_64,40023,event_goldenship_03_e,Speech,Locale_SubScenario:event_goldenship_03_e_64,True,,1,idle2,,13,delight,,3,angry,,S_10,S_10,1.0,,mast,mast,,,
event_goldenship_03_e_65,40023,event_goldenship_03_e,Speech,Locale_SubScenario:event_goldenship_03_e_65,True,,1,idle2,,13,delight,,3,angry,,S_10,S_10,1.0,,mast,mast,,,
event_goldenship_03_e_66,40023,event_goldenship_03_e,Speech,Locale_SubScenario:event_goldenship_03_e_66,True,,1,idle2,,13,delight,,3,angry,,S_10,S_10,1.0,,frima_s,frima,,,
event_goldenship_03_e_67,40023,event_goldenship_03_e,Speech,Locale_SubScenario:event_goldenship_03_e_67,True,,1,idle2,,13,delight,,3,angry,,S_10,S_10,1.0,,anchor,anchor,,,
event_goldenship_03_e_68,40023,event_goldenship_03_e,Narration,Locale_SubScenario:event_goldenship_03_e_68,False,,1,idle2,,13,delight,,3,idle,,black,black,1.0,,,,,,sfx_scn_wooddissolve
event_goldenship_03_e_69,40023,event_goldenship_03_e,Monologue,Locale_SubScenario:event_goldenship_03_e_69,False,,1,idle2,,13,delight,,3,idle,,black,black,1.0,,,,,,
event_goldenship_03_e_70,40023,event_goldenship_03_e,Monologue,Locale_SubScenario:event_goldenship_03_e_70,False,,1,idle2,,13,delight,,3,idle,,black,black,1.0,,,,,,
event_goldenship_03_e_71,40023,event_goldenship_03_e,Speech,Locale_SubScenario:event_goldenship_03_e_71,True,,1,idle,,13,delight,,3,idle,,S_10,S_10,1.0,,mast,mast,,,
event_goldenship_03_e_72,40023,event_goldenship_03_e,Speech,Locale_SubScenario:event_goldenship_03_e_72,True,,1,idle,,13,delight,,3,idle,,S_10,S_10,1.0,,mast,mast,,,
event_goldenship_03_e_73,40023,event_goldenship_03_e,Speech,Locale_SubScenario:event_goldenship_03_e_73,True,,1,idle,,13,delight,,3,idle,,S_10,S_10,1.0,,mast,mast,,,
event_goldenship_03_e_74,40023,event_goldenship_03_e,Speech,Locale_SubScenario:event_goldenship_03_e_74,True,,1,idle,,13,delight,,3,idle,,130,130,1.0,,frima_s,frima,,,
event_goldenship_03_e_75,40023,event_goldenship_03_e,Speech,Locale_SubScenario:event_goldenship_03_e_75,True,,1,idle,,13,delight,,3,idle,,XS_30,XS_30,1.0,,anchor,anchor,,,
event_goldenship_03_e_76,40023,event_goldenship_03_e,Speech,Locale_SubScenario:event_goldenship_03_e_76,True,,1,idle,,13,delight,,3,idle,,S_10,S_10,1.0,,mast,mast,,,
event_goldenship_03_e_77,40023,event_goldenship_03_e,Monologue,Locale_SubScenario:event_goldenship_03_e_77,False,,1,idle,,13,idle,,3,idle,,S_10,S_10,1.0,,,,,,
event_goldenship_03_e_78,40023,event_goldenship_03_e,Speech,Locale_SubScenario:event_goldenship_03_e_78,True,,1,idle,,13,idle,,3,idle,,S_10,S_100,1.0,,mast,mast,,,
event_goldenship_03_e_79,40023,event_goldenship_03_e,Monologue,Locale_SubScenario:event_goldenship_03_e_79,False,,1,idle,,13,idle,,3,idle,,black,black,1.0,,,,,,
event_goldenship_03_e_80,40023,event_goldenship_03_e,Monologue,Locale_SubScenario:event_goldenship_03_e_80,False,,1,idle,,13,idle,,3,idle,,black,black,1.0,,,,,,
event_goldenship_03_e_81,40023,event_goldenship_03_e,Speech,Locale_SubScenario:event_goldenship_03_e_81,True,,1,idle,,13,idle,,3,idle,,XS_30,XS_30,1.0,,anchor,anchor,,,
event_goldenship_03_e_82,40023,event_goldenship_03_e,Speech,Locale_SubScenario:event_goldenship_03_e_82,True,,1,idle,,13,surprise,,3,idle,,130,130,1.0,,frima_s,frima,,,
event_goldenship_03_e_83,40023,event_goldenship_03_e,Speech,Locale_SubScenario:event_goldenship_03_e_83,True,,1,idle,,13,surprise,,3,idle,,S_10,S_10,1.0,,mast,mast,,,
event_goldenship_03_e_84,40023,event_goldenship_03_e,Speech,Locale_SubScenario:event_goldenship_03_e_84,True,,1,idle,,13,surprise,,3,idle,,S_10,S_10,1.0,,mast,mast,,,
event_goldenship_03_e_85,40023,event_goldenship_03_e,Self,Locale_SubScenario:event_goldenship_03_e_85,False,,1,idle,,13,surprise,,3,idle,,S_10,S_10,1.0,,,,,,
event_goldenship_03_e_86,40023,event_goldenship_03_e,Speech,Locale_SubScenario:event_goldenship_03_e_86,True,,1,idle,,13,idle,,3,idle,,S_10,S_10,1.0,,mast,mast,,,
event_goldenship_03_e_87,40023,event_goldenship_03_e,Speech,Locale_SubScenario:event_goldenship_03_e_87,True,,1,idle,,13,idle,,3,idle,,S_10,S_100,1.0,,mast,mast,,,
event_goldenship_03_e_88,40023,event_goldenship_03_e,Speech,Locale_SubScenario:event_goldenship_03_e_88,True,,1,idle,,13,idle,,3,idle,,S_100,S_100,1.0,,mast,mast,,,
event_goldenship_03_e_89,40023,event_goldenship_03_e,Self,Locale_SubScenario:event_goldenship_03_e_89,False,,1,idle,,13,idle,,3,idle,,S_100,S_100,1.0,,,,,,
event_goldenship_03_e_90,40023,event_goldenship_03_e,Speech,Locale_SubScenario:event_goldenship_03_e_90,True,,1,idle,,13,idle,,3,idle,,S_100,S_10,1.0,,mast,mast,,,
event_goldenship_03_e_91,40023,event_goldenship_03_e,Speech,Locale_SubScenario:event_goldenship_03_e_91,True,,1,idle,,13,idle,,3,idle,,S_10,S_10,1.0,,mast,mast,,,
event_goldenship_03_e_92,40023,event_goldenship_03_e,Speech,Locale_SubScenario:event_goldenship_03_e_92,True,,1,idle,,13,idle,,3,idle,,S_10,S_10,1.0,,mast,mast,,,
event_goldenship_03_e_93,40023,event_goldenship_03_e,Self,Locale_SubScenario:event_goldenship_03_e_93,False,,1,idle,,13,idle,,3,idle,,S_10,S_10,1.0,,,,,,
event_goldenship_03_e_94,40023,event_goldenship_03_e,Speech,Locale_SubScenario:event_goldenship_03_e_94,True,,1,idle,,13,delight,,3,idle,,S_10,S_10,1.0,,frima_s,frima,,,
event_goldenship_03_e_95,40023,event_goldenship_03_e,Speech,Locale_SubScenario:event_goldenship_03_e_95,True,,1,shy2,,13,delight,,3,idle,,S_10,S_10,1.0,,mast,mast,,,
event_goldenship_03_e_96,40023,event_goldenship_03_e,Speech,Locale_SubScenario:event_goldenship_03_e_96,True,,1,idle,,13,delight,,3,idle,,S_10,S_100,0.5,,mast,mast,,,
event_goldenship_03_e_97,40023,event_goldenship_03_e,Speech,Locale_SubScenario:event_goldenship_03_e_97,True,,1,idle,,13,delight,,3,idle,,S_100,S_100,1.0,,mast,mast,,,
event_goldenship_03_e_98,40023,event_goldenship_03_e,Speech,Locale_SubScenario:event_goldenship_03_e_98,True,,1,idle,,13,delight,,3,idle,,S_100,S_100,1.0,,mast,mast,,,
event_goldenship_03_e_99,40023,event_goldenship_03_e,Self,Locale_SubScenario:event_goldenship_03_e_99,False,,1,idle,,13,delight,,3,idle,,S_100,S_100,1.0,,,,,,
