id,event_id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,play_sound,set_camera_shake,characters/0/hide_char_id,characters/1/hide_char_id,characters/2/hide_char_id,fade,characters/6/show_char_id,characters/6/set_char_position,characters/6/set_char_anim,characters/3/show_char_id,characters/3/set_char_position,characters/3/set_char_anim,characters/4/show_char_id,characters/4/set_char_position,characters/4/set_char_anim,characters/5/show_char_id,characters/5/set_char_position,characters/5/set_char_anim,characters/6/hide_char_id,characters/5/hide_char_id,characters/3/hide_char_id,characters/4/hide_char_id,play_movie
event_seayouagain2_06_e_23,40025,event_seayouagain2_06_e,Narration,,,Locale_MainScenario:event_seayouagain2_06_e_23,False,,1,angry,,3,delight,,5,angry,,black,black,1.0,,,,,,,,,,,,,,,,,,,,,,,,
event_seayouagain2_06_e_24,40025,event_seayouagain2_06_e,Speech,helm_s,helm,Locale_MainScenario:event_seayouagain2_06_e_24,False,,1,angry,,3,delight,,5,angry,,1,10,0.5,,,,,,,,,,,,,,,,,,,,,,,,
event_seayouagain2_06_e_25,40025,event_seayouagain2_06_e,Speech,helm_s,helm,Locale_MainScenario:event_seayouagain2_06_e_25,True,,1,angry,,3,delight,,5,angry,,10,10,1.0,,,,,,,,,,,,,,,,,,,,,,,,
event_seayouagain2_06_e_26,40025,event_seayouagain2_06_e,Narration,,,Locale_MainScenario:event_seayouagain2_06_e_26,False,,1,angry,,3,delight,,5,angry,,10,10,1.0,,sfx_scn_krakenshout_2,,,,,,,,,,,,,,,,,,,,,,
event_seayouagain2_06_e_27,40025,event_seayouagain2_06_e,Speech,mast,mast,Locale_MainScenario:event_seayouagain2_06_e_27,True,,1,angry,,3,angry,,5,angry,,10,S_30,1.0,,,,,,,,,,,,,,,,,,,,,,,,
event_seayouagain2_06_e_28,40025,event_seayouagain2_06_e,Speech,mast,mast,Locale_MainScenario:event_seayouagain2_06_e_28,True,,1,angry,,3,angry,,5,angry,,S_30,S_30,1.0,,,,,,,,,,,,,,,,,,,,,,,,
event_seayouagain2_06_e_29,40025,event_seayouagain2_06_e,Speech,helm_s,helm,Locale_MainScenario:event_seayouagain2_06_e_29,True,,1,angry,,3,angry,,5,angry,,S_30,10,1.0,,,,,,,,,,,,,,,,,,,,,,,,
event_seayouagain2_06_e_30,40025,event_seayouagain2_06_e,Narration,,,Locale_MainScenario:event_seayouagain2_06_e_30,False,,1,angry,,3,angry,,5,angry,,10,10,1.0,,sfx_scn_krakenshout_2,,,,,,,,,,,,,,,,,,,,,,
event_seayouagain2_06_e_31,40025,event_seayouagain2_06_e,Monologue,,,Locale_MainScenario:event_seayouagain2_06_e_31,False,,1,angry,,3,angry,,5,angry,,10,10,1.0,,,,,,,,,,,,,,,,,,,,,,,,
event_seayouagain2_06_e_32,40025,event_seayouagain2_06_e,Narration,,,Locale_MainScenario:event_seayouagain2_06_e_32,False,,1,angry,,3,angry,,5,angry,,10,10,1.0,,sfx_scn_sonicexplode,Low_2,,,,,,,,,,,,,,,,,,,,,
event_seayouagain2_06_e_33,40025,event_seayouagain2_06_e,Speech,helm_s,helm,Locale_MainScenario:event_seayouagain2_06_e_33,False,,1,angry,,3,angry,,5,angry,,10,10,1.0,,,,,,,,,,,,,,,,,,,,,,,,
event_seayouagain2_06_e_34,40025,event_seayouagain2_06_e,Speech,anchor,anchor,Locale_MainScenario:event_seayouagain2_06_e_34,True,,1,angry,,3,angry,,5,angry,,XS_50,XS_50,1.0,,,,,,,,,,,,,,,,,,,,,,,,
event_seayouagain2_06_e_35,40025,event_seayouagain2_06_e,Speech,mast,mast,Locale_MainScenario:event_seayouagain2_06_e_35,True,,1,angry,,3,angry,,5,angry,,S_30,S_30,1.0,,,,,,,,,,,,,,,,,,,,,,,,
event_seayouagain2_06_e_36,40025,event_seayouagain2_06_e,Speech,helm_s,helm,Locale_MainScenario:event_seayouagain2_06_e_36,False,,1,angry,,3,angry,,5,angry,,black,black,1.0,none,,,,,,,,,,,,,,,,,,,,,,,
event_seayouagain2_06_e_37,40025,event_seayouagain2_06_e,Speech,helm_s,helm,Locale_MainScenario:event_seayouagain2_06_e_37,False,,1,angry,,3,angry,,5,angry,,black,black,1.0,,,,,,,,,,,,,,,,,,,,,,,,
event_seayouagain2_06_e_38,40025,event_seayouagain2_06_e,Speech,helm_s,helm,Locale_MainScenario:event_seayouagain2_06_e_38,False,,1,angry,,3,angry,,5,angry,,black,black,1.0,,,,,,,,,,,,,,,,,,,,,,,,
event_seayouagain2_06_e_39,40025,event_seayouagain2_06_e,Narration,,,Locale_MainScenario:event_seayouagain2_06_e_39,False,,1,angry,,3,angry,,5,angry,,black,black,1.0,,,,,,,,,,,,,,,,,,,,,,,,
event_seayouagain2_06_e_40,40025,event_seayouagain2_06_e,Narration,,,Locale_MainScenario:event_seayouagain2_06_e_40,False,,1,angry,,3,angry,,5,angry,,black,black,1.0,bgm_story_lastbullet,sfx_scn_admirereload_2,Low_2,,,,,,,,,,,,,,,,,,,,,
event_seayouagain2_06_e_41,40025,event_seayouagain2_06_e,Narration,,,Locale_MainScenario:event_seayouagain2_06_e_41,False,,1,angry,,3,angry,,5,angry,,black,black,1.0,,,,,,,,,,,,,,,,,,,,,,,,
event_seayouagain2_06_e_42,40025,event_seayouagain2_06_e,Speech,helm_s,helm,Locale_MainScenario:event_seayouagain2_06_e_42,False,,1,angry,,3,angry,,5,angry,,10,10,1.0,,,,,,,,,,,,,,,,,,,,,,,,
event_seayouagain2_06_e_43,40025,event_seayouagain2_06_e,Speech,anchor,anchor,Locale_MainScenario:event_seayouagain2_06_e_43,True,,1,surprise,,3,surprise,,5,surprise,,53,53,1.0,,,,,,,,,,,,,,,,,,,,,,,,
event_seayouagain2_06_e_44,40025,event_seayouagain2_06_e,Speech,mast,mast,Locale_MainScenario:event_seayouagain2_06_e_44,True,,1,surprise,,3,surprise,,5,surprise,,53,53,1.0,,,,,,,,,,,,,,,,,,,,,,,,
event_seayouagain2_06_e_45,40025,event_seayouagain2_06_e,Speech,mast,mast,Locale_MainScenario:event_seayouagain2_06_e_45,True,,1,surprise,,3,surprise2,,5,surprise,,53,S_30,1.0,,,,,,,,,,,,,,,,,,,,,,,,
event_seayouagain2_06_e_46,40025,event_seayouagain2_06_e,Speech,mast,mast,Locale_MainScenario:event_seayouagain2_06_e_46,True,,1,surprise,,3,surprise2,,5,surprise,,S_30,S_300,0.5,,,,,,,,,,,,,,,,,,,,,,,,
event_seayouagain2_06_e_47,40025,event_seayouagain2_06_e,Speech,mast,mast,Locale_MainScenario:event_seayouagain2_06_e_47,True,,1,surprise,,3,surprise2,,5,surprise,EventScene_SeaYouAgain_03_3,black,black,1.0,,sfx_scn_admirereload_2,,helm_s,mast,anchor,,,,,,,,,,,,,,,,,,
event_seayouagain2_06_e_48,40025,event_seayouagain2_06_e,Speech,mast,mast,Locale_MainScenario:event_seayouagain2_06_e_48,True,,,,,,,,,,,ezslight02_1,ezslight02_1,1.0,,,,,,,,,,,,,,,,,,,,,,,,
event_seayouagain2_06_e_49,40025,event_seayouagain2_06_e,Speech,mast,mast,Locale_MainScenario:event_seayouagain2_06_e_49,True,,,,,,,,,,,ezslight02_1,ezslight02_1,1.0,,,,,,,,,,,,,,,,,,,,,,,,
event_seayouagain2_06_e_50,40025,event_seayouagain2_06_e,Speech,helm_s,helm,Locale_MainScenario:event_seayouagain2_06_e_50,False,,,,,,,,,,,ezslight02_1,ezslight02_1,1.0,,,,,,,,,,,,,,,,,,,,,,,,
event_seayouagain2_06_e_51,40025,event_seayouagain2_06_e,Speech,helm_s,helm,Locale_MainScenario:event_seayouagain2_06_e_51,True,,,,,,,,,,,ezslight02_1,ezslight02_2,1.0,,,,,,,,,,,,,,,,,,,,,,,,
event_seayouagain2_06_e_52,40025,event_seayouagain2_06_e,Speech,helm_s,helm,Locale_MainScenario:event_seayouagain2_06_e_52,True,,,,,,,,,,,ezslight02_2,ezslight02_2,1.0,,,,,,,,,,,,,,,,,,,,,,,,
event_seayouagain2_06_e_53,40025,event_seayouagain2_06_e,Speech,mast,mast,Locale_MainScenario:event_seayouagain2_06_e_53,True,,,,,,,,,,,ezslight02_2,ezslight02_2,1.0,,,,,,,,,,,,,,,,,,,,,,,,
event_seayouagain2_06_e_54,40025,event_seayouagain2_06_e,Speech,mast,mast,Locale_MainScenario:event_seayouagain2_06_e_54,True,,,,,,,,,,,ezslight02_2,ezslight02_1,1.0,,,,,,,,,,,,,,,,,,,,,,,,
event_seayouagain2_06_e_55,40025,event_seayouagain2_06_e,Narration,,,Locale_MainScenario:event_seayouagain2_06_e_55,False,,,,,,,,,,,ezslight02_1,ezslight02_1,1.0,,sfx_scn_admirereload_2,Low_2,,,,,,,,,,,,,,,,,,,,,
event_seayouagain2_06_e_56,40025,event_seayouagain2_06_e,Speech,mast,mast,Locale_MainScenario:event_seayouagain2_06_e_56,True,,,,,,,,,,,ezslight02_1,ezslight02_1,1.0,,,,,,,,,,,,,,,,,,,,,,,,
event_seayouagain2_06_e_57,40025,event_seayouagain2_06_e,Speech,mast,mast,Locale_MainScenario:event_seayouagain2_06_e_57,True,,,,,,,,,,,ezslight02_1,ezslight02_1,1.0,,,,,,,,,,,,,,,,,,,,,,,,
event_seayouagain2_06_e_58,40025,event_seayouagain2_06_e,Speech,mast,mast,Locale_MainScenario:event_seayouagain2_06_e_58,True,,,,,,,,,,,ezslight02_1,ezslight02_1,1.0,,,,,,,,,,,,,,,,,,,,,,,,
event_seayouagain2_06_e_59,40025,event_seayouagain2_06_e,Speech,mast,mast,Locale_MainScenario:event_seayouagain2_06_e_59,True,,,,,,,,,,,ezslight02_1,ezslight02_3,1.0,,,,,,,,,,,,,,,,,,,,,,,,
event_seayouagain2_06_e_60,40025,event_seayouagain2_06_e,Speech,anchor,anchor,Locale_MainScenario:event_seayouagain2_06_e_60,True,,,,,,,,,,,ezslight02_3,ezslight02_3,1.0,,,,,,,,,,,,,,,,,,,,,,,,
event_seayouagain2_06_e_61,40025,event_seayouagain2_06_e,Speech,helm_s,helm,Locale_MainScenario:event_seayouagain2_06_e_61,False,,,,,,,,,,,ezslight02_3,ezslight02_3,1.0,,,,,,,,,,,,,,,,,,,,,,,,
event_seayouagain2_06_e_62,40025,event_seayouagain2_06_e,Speech,helm_s,helm,Locale_MainScenario:event_seayouagain2_06_e_62,True,,,,,,,,,,,ezslight02_3,ezslight02_4,2.0,,,,,,,,,,,,,,,,,,,,,,,,
event_seayouagain2_06_e_63,40025,event_seayouagain2_06_e,Speech,helm_s,helm,Locale_MainScenario:event_seayouagain2_06_e_63,True,,,,,,,,,,,ezslight02_4,ezslight02_4,1.0,,,,,,,,,,,,,,,,,,,,,,,,
event_seayouagain2_06_e_64,40025,event_seayouagain2_06_e,Narration,,,Locale_MainScenario:event_seayouagain2_06_e_64,False,,,,,,,,,,EventScene_SeaYouAgain_03_4,ezslight02_4,ezslight02_4,1.0,,sfx_scn_admireready_2,,,,,,,,,,,,,,,,,,,,,,
event_seayouagain2_06_e_65,40025,event_seayouagain2_06_e,Narration,,,Locale_MainScenario:event_seayouagain2_06_e_65,False,,,,,,,,,,,ezskraken02_1,ezskraken02_1,1.0,,sfx_scn_admirefire_2,,,,,,,,,,,,,,,,,,,,,,
event_seayouagain2_06_e_66,40025,event_seayouagain2_06_e,Narration,,,Locale_MainScenario:event_seayouagain2_06_e_66,False,,,,,,,,,,,ezskraken02_1,ezskraken02_1,1.0,,,,,,,,,,,,,,,,,,,,,,,,
event_seayouagain2_06_e_67,40025,event_seayouagain2_06_e,Narration,,,Locale_MainScenario:event_seayouagain2_06_e_67,False,,,,,,,,,,,ezskraken02_1,ezskraken02_2,1.0,,sfx_scn_sonicexplode,Low_1,,,,,,,,,,,,,,,,,,,,,
event_seayouagain2_06_e_68,40025,event_seayouagain2_06_e,Speech,helm_s,helm,Locale_MainScenario:event_seayouagain2_06_e_68,False,,,,,,,,,,,ezskraken02_2,ezskraken02_2,1.0,,,,,,,,,,,,,,,,,,,,,,,,
event_seayouagain2_06_e_69,40025,event_seayouagain2_06_e,Speech,mast,mast,Locale_MainScenario:event_seayouagain2_06_e_69,False,,,,,,,,,,,ezskraken02_2,ezskraken02_2,1.0,,,,,,,,,,,,,,,,,,,,,,,,
event_seayouagain2_06_e_70,40025,event_seayouagain2_06_e,Speech,anchor,anchor,Locale_MainScenario:event_seayouagain2_06_e_70,False,,,,,,,,,,,ezskraken02_2,ezskraken02_2,1.0,,,,,,,,,,,,,,,,,,,,,,,,
event_seayouagain2_06_e_71,40025,event_seayouagain2_06_e,Speech,anchor,anchor,Locale_MainScenario:event_seayouagain2_06_e_71,True,helm_s,1,idle,,,,anchor,5,shy,EzsUp,black,black,1.0,,,,,,,,,,,,,,,,,,,,,,,,
event_seayouagain2_06_e_72,40025,event_seayouagain2_06_e,Speech,anchor,anchor,Locale_MainScenario:event_seayouagain2_06_e_72,True,,1,idle,,,,,5,shy,,XS_500,XS_50,1.0,none,,,,,,,,,,,,,,,,,,,,,,,
event_seayouagain2_06_e_73,40025,event_seayouagain2_06_e,Speech,helm_s,helm,Locale_MainScenario:event_seayouagain2_06_e_73,False,,1,idle,,,,,5,shy,,10,10,1.0,,,,,,,,,,,,,,,,,,,,,,,,
event_seayouagain2_06_e_74,40025,event_seayouagain2_06_e,Speech,helm_s,helm,Locale_MainScenario:event_seayouagain2_06_e_74,False,,1,idle,,,,,5,shy,,10,10,1.0,,,,,,,,,,,,,,,,,,,,,,,,
event_seayouagain2_06_e_75,40025,event_seayouagain2_06_e,Speech,helm_s,helm,Locale_MainScenario:event_seayouagain2_06_e_75,False,,1,idle,,,,,5,shy,,10,100,1.0,,,,,,,,,,,,,,,,,,,,,,,,
event_seayouagain2_06_e_76,40025,event_seayouagain2_06_e,Speech,helm_s,helm,Locale_MainScenario:event_seayouagain2_06_e_76,False,,1,idle,,,,,5,shy,EventScene_SeaYouAgain_05,black,black,0.5,,,,helm_s,,anchor,,,,,,,,,,,,,,,,,,
event_seayouagain2_06_e_77,40025,event_seayouagain2_06_e,Speech,helm_s,helm,Locale_MainScenario:event_seayouagain2_06_e_77,False,,,,,,,,,,,ezstear_01,ezstear_01,1.0,bgm_story_impression,,,,,,,,,,,,,,,,,,,,,,,
event_seayouagain2_06_e_78,40025,event_seayouagain2_06_e,Speech,helm_s,helm,Locale_MainScenario:event_seayouagain2_06_e_78,False,,,,,,,,,,,ezstear_01,ezstear_01,1.0,,,,,,,,,,,,,,,,,,,,,,,,
event_seayouagain2_06_e_79,40025,event_seayouagain2_06_e,Speech,helm_s,helm,Locale_MainScenario:event_seayouagain2_06_e_79,False,,,,,,,,,,,ezstear_01,ezstear_02,1.0,,,,,,,,,,,,,,,,,,,,,,,,
event_seayouagain2_06_e_80,40025,event_seayouagain2_06_e,Speech,helm_s,helm,Locale_MainScenario:event_seayouagain2_06_e_80,False,,,,,,,,,,,ezstear_02,ezstear_02,1.0,,,,,,,,,,,,,,,,,,,,,,,,
event_seayouagain2_06_e_81,40025,event_seayouagain2_06_e,Speech,helm_s,helm,Locale_MainScenario:event_seayouagain2_06_e_81,False,,,,,,,,,,,ezstear_02,ezstear_02,1.0,,,,,,,,,,,,,,,,,,,,,,,,
event_seayouagain2_06_e_82,40025,event_seayouagain2_06_e,Narration,,,Locale_MainScenario:event_seayouagain2_06_e_82,False,,,,,,,,,,,ezstear_02,ezstear_01,1.0,,,,,,,,,,,,,,,,,,,,,,,,
event_seayouagain2_06_e_83,40025,event_seayouagain2_06_e,Speech,mast,mast,Locale_MainScenario:event_seayouagain2_06_e_83,True,,,,,,,,,,,ezstear_01,ezstear_01,1.0,,,,,,,,,,,,,,,,,,,,,,,,
event_seayouagain2_06_e_84,40025,event_seayouagain2_06_e,Speech,mast,mast,Locale_MainScenario:event_seayouagain2_06_e_84,True,,,,,,,,,,,ezstear_01,ezstear_01,1.0,,,,,,,,,,,,,,,,,,,,,,,,
event_seayouagain2_06_e_85,40025,event_seayouagain2_06_e,Speech,anchor,anchor,Locale_MainScenario:event_seayouagain2_06_e_85,True,,,,,,,,,,,ezstear_01,ezstear_01,1.0,,,,,,,,,,,,,,,,,,,,,,,,
event_seayouagain2_06_e_86,40025,event_seayouagain2_06_e,Speech,anchor,anchor,Locale_MainScenario:event_seayouagain2_06_e_86,True,,,,,,,,,,,ezstear_01,ezstear_01,1.0,,,,,,,,,,,,,,,,,,,,,,,,
event_seayouagain2_06_e_87,40025,event_seayouagain2_06_e,Speech,mast,mast,Locale_MainScenario:event_seayouagain2_06_e_87,True,,,,,,,,,,,ezstear_01,ezstear_01,1.0,,,,,,,,,,,,,,,,,,,,,,,,
event_seayouagain2_06_e_88,40025,event_seayouagain2_06_e,Speech,mast,mast,Locale_MainScenario:event_seayouagain2_06_e_88,True,,,,,,,,,,,ezstear_01,ezstear_01,1.0,,,,,,,,,,,,,,,,,,,,,,,,
event_seayouagain2_06_e_89,40025,event_seayouagain2_06_e,Speech,anchor,anchor,Locale_MainScenario:event_seayouagain2_06_e_89,True,,,,,,,,,,,ezstear_01,ezstear_01,1.0,,,,,,,,,,,,,,,,,,,,,,,,
event_seayouagain2_06_e_90,40025,event_seayouagain2_06_e,Speech,mast,mast,Locale_MainScenario:event_seayouagain2_06_e_90,True,,,,,,,,,,,ezstear_01,ezstear_03,2.0,,,,,,,,,,,,,,,,,,,,,,,,
event_seayouagain2_06_e_91,40025,event_seayouagain2_06_e,Speech,mast,mast,Locale_MainScenario:event_seayouagain2_06_e_91,True,,,,,,,,,,,ezstear_03,ezstear_03,1.0,,,,,,,,,,,,,,,,,,,,,,,,
event_seayouagain2_06_e_92,40025,event_seayouagain2_06_e,Speech,mast,mast,Locale_MainScenario:event_seayouagain2_06_e_92,True,,,,,,,,,,,ezstear_03,ezstear_03,1.0,,,,,,,,,,,,,,,,,,,,,,,,
event_seayouagain2_06_e_93,40025,event_seayouagain2_06_e,Speech,anchor,anchor,Locale_MainScenario:event_seayouagain2_06_e_93,True,,,,,,,,,,,ezstear_04,ezstear_04,1.0,,,,,,,,,,,,,,,,,,,,,,,,
event_seayouagain2_06_e_94,40025,event_seayouagain2_06_e,Speech,helm_s,helm,Locale_MainScenario:event_seayouagain2_06_e_94,False,,,,,,,,,,,ezstear_04,ezstear_05,2.0,,,,,,,,,,,,,,,,,,,,,,,,
event_seayouagain2_06_e_95,40025,event_seayouagain2_06_e,Speech,helm_s,helm,Locale_MainScenario:event_seayouagain2_06_e_95,False,,,,,,,,,,,ezstear_05,ezstear_05,1.0,,,,,,,,,,,,,,,,,,,,,,,,
event_seayouagain2_06_e_96,40025,event_seayouagain2_06_e,Speech,helm_s,helm,Locale_MainScenario:event_seayouagain2_06_e_96,False,,,,,,,,,,,ezstear_05,ezstear_05,1.0,,,,,,,,,,,,,,,,,,,,,,,,
event_seayouagain2_06_e_97,40025,event_seayouagain2_06_e,Speech,helm_s,helm,Locale_MainScenario:event_seayouagain2_06_e_97,True,,,,,,,,,,,ezstear_05,ezstear_05,1.0,,,,,,,,,,,,,,,,,,,,,,,,
event_seayouagain2_06_e_98,40025,event_seayouagain2_06_e,Speech,helm_s,helm,Locale_MainScenario:event_seayouagain2_06_e_98,False,,,,,,,,,,,ezstear_05,ezstear_02,2.0,,,,,,,,,,,,,,,,,,,,,,,,
event_seayouagain2_06_e_99,40025,event_seayouagain2_06_e,Speech,helm_s,helm,Locale_MainScenario:event_seayouagain2_06_e_99,False,,,,,,,,,,,ezstear_02,ezstear_02,1.0,,,,,,,,,,,,,,,,,,,,,,,,
event_seayouagain2_06_e_100,40025,event_seayouagain2_06_e,Monologue,,,Locale_MainScenario:event_seayouagain2_06_e_100,False,,,,,,,,,,Beach_d,black,black,1.0,,,,,,,black,,,,,,,,,,,,,,,,,
event_seayouagain2_06_e_101,40025,event_seayouagain2_06_e,Monologue,,,Locale_MainScenario:event_seayouagain2_06_e_101,False,,,,,,,,,,,black,black,1.0,,,,,,,,,,,,,,,,,,,,,,,,
event_seayouagain2_06_e_102,40025,event_seayouagain2_06_e,Narration,,,Locale_MainScenario:event_seayouagain2_06_e_102,False,,,,,,,,,,,black,black,1.0,,sfx_scn_crackle,,,,,,,,,,,,,,,,,,,,,,
event_seayouagain2_06_e_103,40025,event_seayouagain2_06_e,Speech,andersen_op_c,andersen_op_c,Locale_MainScenario:event_seayouagain2_06_e_103,True,,,,,,,,,,,1,1,1.0,,,,,,,,andersen_op_c,OP_center,idle,,,,,,,,,,,,,,
event_seayouagain2_06_e_104,40025,event_seayouagain2_06_e,Monologue,,,Locale_MainScenario:event_seayouagain2_06_e_104,False,,,,,,,,,,,1,1,1.0,,,,,,,,,OP_center,idle,,,,,,,,,,,,,,
event_seayouagain2_06_e_105,40025,event_seayouagain2_06_e,Self,,,Locale_MainScenario:event_seayouagain2_06_e_105,False,,,,,,,,,,,1,1,1.0,,,,,,,,,OP_center,idle,,,,,,,,,,,,,,
event_seayouagain2_06_e_106,40025,event_seayouagain2_06_e,Speech,andersen_op_c,andersen_op_c,Locale_MainScenario:event_seayouagain2_06_e_106,True,,,,,,,,,,,1,10,1.0,,,,,,,,,OP_center,idle,,,,,,,,,,,,,,
