id,event_id,group_id,speech_window,highlight,scenario_localkey,play_lipSync,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,speaker,play_sound,characters/0/hide_char_id,characters/1/hide_char_id,characters/2/hide_char_id,characters/3/show_char_id,characters/3/set_char_position,characters/3/set_char_anim,characters/3/hide_char_id,fade,jump_target
event_onemoretime_06_e_29,40044,event_onemoretime_06_e,Speech,clay,Locale_SubScenario:event_onemoretime_06_e_29,True,,1,idle,,3,sad,,5,sad,,4,4,1.0,,clay,,,,,,,,,,
event_onemoretime_06_e_30,40044,event_onemoretime_06_e,Speech,poli_c,Locale_SubScenario:event_onemoretime_06_e_30,True,,1,idle,,3,sad,,5,sad,,4,4,1.0,,poli_c,,,,,,,,,,
event_onemoretime_06_e_31,40044,event_onemoretime_06_e,Monologue,poli_c,Locale_SubScenario:event_onemoretime_06_e_31,False,,1,idle,,3,sad,,5,sad,,4,4,1.0,,,,,,,,,,,,
event_onemoretime_06_e_32,40044,event_onemoretime_06_e,Speech,bay,Locale_SubScenario:event_onemoretime_06_e_32,True,,1,idle,,3,sad,,5,sad,,4,10,1.0,none,bay,,,,,,,,,,
event_onemoretime_06_e_33,40044,event_onemoretime_06_e,Speech,bay,Locale_SubScenario:event_onemoretime_06_e_33,True,,1,idle,,3,idle,,5,idle,,10,10,1.0,bgm_story_inwonderland,bay,,,,,,,,,,
event_onemoretime_06_e_34,40044,event_onemoretime_06_e,Speech,bay,Locale_SubScenario:event_onemoretime_06_e_34,True,,1,idle,,3,idle,,5,idle,,10,10,1.0,,bay,,,,,,,,,,
event_onemoretime_06_e_35,40044,event_onemoretime_06_e,Speech,bay,Locale_SubScenario:event_onemoretime_06_e_35,True,,1,idle,,3,idle,,5,idle,,10,10,1.0,,bay,,,,,,,,,,
event_onemoretime_06_e_36,40044,event_onemoretime_06_e,Speech,bay,Locale_SubScenario:event_onemoretime_06_e_36,True,,1,delight,,3,idle,,5,idle,,10,100,1.0,,bay,,,,,,,,,,
event_onemoretime_06_e_37,40044,event_onemoretime_06_e,Speech,clay,Locale_SubScenario:event_onemoretime_06_e_37,True,,1,delight,,3,sad,,5,idle,,100,100,1.0,,clay,,,,,,,,,,
event_onemoretime_06_e_38,40044,event_onemoretime_06_e,Speech,bay,Locale_SubScenario:event_onemoretime_06_e_38,True,,1,idle,,3,sad,,5,idle,,100,100,1.0,,bay,,,,,,,,,,
event_onemoretime_06_e_39,40044,event_onemoretime_06_e,Speech,poli_c,Locale_SubScenario:event_onemoretime_06_e_39,True,,1,idle,,3,idle,,5,idle,,XS_50,XS_50,1.0,,poli_c,,,,,,,,,,
event_onemoretime_06_e_40,40044,event_onemoretime_06_e,Speech,poli_c,Locale_SubScenario:event_onemoretime_06_e_40,True,,1,idle,,3,idle,,5,idle,,XS_50,XS_50,1.0,,poli_c,,,,,,,,,,
event_onemoretime_06_e_41,40044,event_onemoretime_06_e,Speech,clay,Locale_SubScenario:event_onemoretime_06_e_41,True,,1,idle,,3,idle,,5,idle,,30,30,1.0,,clay,,,,,,,,,,
event_onemoretime_06_e_42,40044,event_onemoretime_06_e,Speech,clay,Locale_SubScenario:event_onemoretime_06_e_42,True,,1,idle,,3,delight,,5,idle,,30,30,1.0,,clay,,,,,,,,,,
event_onemoretime_06_e_43,40044,event_onemoretime_06_e,Speech,bay,Locale_SubScenario:event_onemoretime_06_e_43,True,,1,delight,,3,delight,,5,idle,,10,10,1.0,,bay,,,,,,,,,,
event_onemoretime_06_e_44,40044,event_onemoretime_06_e,Monologue,bay,Locale_SubScenario:event_onemoretime_06_e_44,False,,1,delight,,3,delight,,5,idle,,10,10,1.0,,,,,,,,,,,,
event_onemoretime_06_e_45,40044,event_onemoretime_06_e,Speech,clay,Locale_SubScenario:event_onemoretime_06_e_45,True,,1,delight,,3,no,,5,idle,,4,4,1.0,,clay,,,,,,,,,,
event_onemoretime_06_e_46,40044,event_onemoretime_06_e,Speech,clay,Locale_SubScenario:event_onemoretime_06_e_46,True,,1,idle,,3,idle,,5,idle,,4,4,1.0,,clay,,,,,,,,,,
event_onemoretime_06_e_47,40044,event_onemoretime_06_e,Speech,clay,Locale_SubScenario:event_onemoretime_06_e_47,True,,1,idle,,3,idle,,5,idle,,4,4,1.0,,clay,,,,,,,,,,
event_onemoretime_06_e_48,40044,event_onemoretime_06_e,Speech,poli_c,Locale_SubScenario:event_onemoretime_06_e_48,True,,1,idle,,3,idle,,5,delight,,4,4,1.0,,poli_c,,,,,,,,,,
event_onemoretime_06_e_49,40044,event_onemoretime_06_e,Speech,bay,Locale_SubScenario:event_onemoretime_06_e_49,True,,1,idle,,3,idle,,5,delight,,10,10,1.0,,bay,,,,,,,,,,
event_onemoretime_06_e_50,40044,event_onemoretime_06_e,Self,bay,Locale_SubScenario:event_onemoretime_06_e_50,False,,1,idle,,3,idle,,5,delight,,10,10,1.0,,,,,,,,,,,,
event_onemoretime_06_e_51,40044,event_onemoretime_06_e,Speech,clay,Locale_SubScenario:event_onemoretime_06_e_51,True,,1,idle,,3,delight,,5,idle,,10,30,1.0,,clay,,,,,,,,,,
event_onemoretime_06_e_52,40044,event_onemoretime_06_e,Self,clay,Locale_SubScenario:event_onemoretime_06_e_52,False,,1,idle,,3,delight,,5,idle,,30,30,1.0,,,,,,,,,,,,
event_onemoretime_06_e_53,40044,event_onemoretime_06_e,Speech,clay,Locale_SubScenario:event_onemoretime_06_e_53,True,,1,idle,,3,surprise,,5,idle,,30,30,1.0,,clay,,,,,,,,,,
event_onemoretime_06_e_54,40044,event_onemoretime_06_e,Self,clay,Locale_SubScenario:event_onemoretime_06_e_54,False,,1,idle,,3,surprise,,5,idle,,30,30,1.0,,,,,,,,,,,,
event_onemoretime_06_e_55,40044,event_onemoretime_06_e,Speech,clay,Locale_SubScenario:event_onemoretime_06_e_55,True,,1,idle,,3,special,,5,idle,,30,30,1.0,,clay,,,,,,,,,,
event_onemoretime_06_e_56,40044,event_onemoretime_06_e,Speech,clay,Locale_SubScenario:event_onemoretime_06_e_56,True,,1,idle,,3,delight,,5,idle,,30,30,1.0,,clay,,,,,,,,,,
event_onemoretime_06_e_57,40044,event_onemoretime_06_e,Speech,clay,Locale_SubScenario:event_onemoretime_06_e_57,True,,1,idle,,3,idle,,5,idle,,30,30,1.0,,clay,,,,,,,,,,
event_onemoretime_06_e_58,40044,event_onemoretime_06_e,Monologue,clay,Locale_SubScenario:event_onemoretime_06_e_58,False,,1,idle,,3,idle,,5,idle,Park,black,black,1.0,,,,,,,,,,,,
event_onemoretime_06_e_59,40044,event_onemoretime_06_e,Self,clay,Locale_SubScenario:event_onemoretime_06_e_59,False,,1,idle,,3,idle,,5,idle,,4,4,1.0,,,,,,,,,,,,
event_onemoretime_06_e_60,40044,event_onemoretime_06_e,Speech,clay,Locale_SubScenario:event_onemoretime_06_e_60,True,,1,idle,,3,idle,,5,idle,,4,4,1.0,,clay,,,,,,,,,,
event_onemoretime_06_e_61,40044,event_onemoretime_06_e,Speech,poli_c,Locale_SubScenario:event_onemoretime_06_e_61,True,,1,idle,,3,idle,,5,idle,,4,4,1.0,,poli_c,,,,,,,,,,
event_onemoretime_06_e_62,40044,event_onemoretime_06_e,Speech,clay,Locale_SubScenario:event_onemoretime_06_e_62,True,,1,idle,,3,idle,,5,idle,,4,2,1.0,,clay,,,,,,,,,,
event_onemoretime_06_e_63,40044,event_onemoretime_06_e,Speech,bay,Locale_SubScenario:event_onemoretime_06_e_63,True,,1,idle,,3,idle,,5,idle,,2,2,1.0,,bay,,,,,,,,,,
event_onemoretime_06_e_64,40044,event_onemoretime_06_e,Speech,clay,Locale_SubScenario:event_onemoretime_06_e_64,True,,1,idle,,3,delight,,5,idle,,black,black,1.0,,clay,,bay,clay,poli_c,onemoretime_event,1,idle,,,
event_onemoretime_06_e_65,40044,event_onemoretime_06_e,Speech,poli_c,Locale_SubScenario:event_onemoretime_06_e_65,True,,,,,,,,,,,onemore_02,onemore_02,1.0,,poli_c,,,,,,1,idle,,,
event_onemoretime_06_e_66,40044,event_onemoretime_06_e,Self,poli_c,Locale_SubScenario:event_onemoretime_06_e_66,False,,,,,,,,,,,onemore_02,onemore_02,1.0,,,,,,,,1,idle,,,
event_onemoretime_06_e_67,40044,event_onemoretime_06_e,Self,poli_c,Locale_SubScenario:event_onemoretime_06_e_67,False,,,,,,,,,,,onemore_02,onemore_02,1.0,,,,,,,,1,idle,,,
event_onemoretime_06_e_68,40044,event_onemoretime_06_e,Speech,poli_c,Locale_SubScenario:event_onemoretime_06_e_68,True,,,,,,,,,,,onemore_02,onemore_02,1.0,,poli_c,,,,,,1,idle,,,
event_onemoretime_06_e_69,40044,event_onemoretime_06_e,Speech,clay,Locale_SubScenario:event_onemoretime_06_e_69,True,,,,,,,,,,,onemore_02,onemore_03,1.0,,clay,,,,,,1,idle,,,
event_onemoretime_06_e_70,40044,event_onemoretime_06_e,Speech,poli_c,Locale_SubScenario:event_onemoretime_06_e_70,True,,,,,,,,,,,onemore_03,onemore_03,1.0,,poli_c,,,,,,1,idle,,,
event_onemoretime_06_e_71,40044,event_onemoretime_06_e,Self,poli_c,Locale_SubScenario:event_onemoretime_06_e_71,False,,,,,,,,,,,onemore_03,onemore_03,1.0,,,,,,,,1,idle,,,
event_onemoretime_06_e_72,40044,event_onemoretime_06_e,Speech,clay,Locale_SubScenario:event_onemoretime_06_e_72,True,,,,,,,,,,,onemore_03,onemore_03,1.0,,clay,,,,,,1,idle,,,
event_onemoretime_06_e_73,40044,event_onemoretime_06_e,Speech,bay,Locale_SubScenario:event_onemoretime_06_e_73,True,,,,,,,,,,,onemore_03,onemore_03,1.0,,bay,,,,,,1,idle,,,
event_onemoretime_06_e_74,40044,event_onemoretime_06_e,Speech,poli_c,Locale_SubScenario:event_onemoretime_06_e_74,True,,,,,,,,,,,onemore_03,onemore_03,1.0,,poli_c,,,,,,1,idle,,,
event_onemoretime_06_e_75,40044,event_onemoretime_06_e,Narration,poli_c,Locale_SubScenario:event_onemoretime_06_e_75,False,,,,,,,,,,,onemore_03,onemore_01,1.0,,,sfx_scn_shutter,,,,,1,idle,,,
event_onemoretime_06_e_76,40044,event_onemoretime_06_e,Monologue,poli_c,Locale_SubScenario:event_onemoretime_06_e_76,False,bay,1,idle,clay,3,idle,poli_c,5,idle,Restaurant,black,black,1.0,none,,,,,,,1,idle,onemoretime_event,,
event_onemoretime_06_e_77,40044,event_onemoretime_06_e,Monologue,poli_c,Locale_SubScenario:event_onemoretime_06_e_77,False,,1,idle,,3,idle,,5,idle,,black,black,1.0,,,,,,,,,,,black,
event_onemoretime_06_e_78,40044,event_onemoretime_06_e,Speech,bay,Locale_SubScenario:event_onemoretime_06_e_78,True,,1,idle,,3,idle,,5,idle,,10,10,1.0,bgm_story_leisuretime,bay,,,,,,,,,,
event_onemoretime_06_e_79,40044,event_onemoretime_06_e,Speech,bay,Locale_SubScenario:event_onemoretime_06_e_79,True,,1,idle,,3,idle,,5,idle,,10,10,1.0,,bay,,,,,,,,,,
event_onemoretime_06_e_80,40044,event_onemoretime_06_e,Choice,bay,Locale_SubScenario:event_onemoretime_06_e_80,False,,1,idle,,3,idle,,5,idle,,10,10,1.0,,,,,,,,,,,,event_onemoretime_06_e_82
event_onemoretime_06_e_81,40044,event_onemoretime_06_e,Choice,bay,Locale_SubScenario:event_onemoretime_06_e_81,False,,1,idle,,3,idle,,5,idle,,10,10,1.0,,,,,,,,,,,,event_onemoretime_06_e_82
event_onemoretime_06_e_82,40044,event_onemoretime_06_e,Speech,bay,Locale_SubScenario:event_onemoretime_06_e_82,False,,1,angry,,3,idle,,5,idle,,10,1,1.0,,bay,,,,,,,,,,
event_onemoretime_06_e_83,40044,event_onemoretime_06_e,Self,bay,Locale_SubScenario:event_onemoretime_06_e_83,False,,1,angry,,3,idle,,5,idle,,1,1,1.0,,,,,,,,,,,,
event_onemoretime_06_e_84,40044,event_onemoretime_06_e,Speech,poli_c,Locale_SubScenario:event_onemoretime_06_e_84,True,,1,angry,,3,delight,,5,delight,,4,4,1.0,,poli_c,,,,,,,,,,
event_onemoretime_06_e_85,40044,event_onemoretime_06_e,Speech,clay,Locale_SubScenario:event_onemoretime_06_e_85,True,,1,idle,,3,delight,,5,delight,,4,4,1.0,,clay,,,,,,,,,,
event_onemoretime_06_e_86,40044,event_onemoretime_06_e,Speech,bay,Locale_SubScenario:event_onemoretime_06_e_86,True,,1,idle,,3,delight,,5,delight,,10,10,1.0,,bay,,,,,,,,,,
event_onemoretime_06_e_87,40044,event_onemoretime_06_e,Speech,bay,Locale_SubScenario:event_onemoretime_06_e_87,True,,1,delight,,3,idle,,5,idle,,10,10,1.0,,bay,,,,,,,,,,
event_onemoretime_06_e_88,40044,event_onemoretime_06_e,Speech,bay,Locale_SubScenario:event_onemoretime_06_e_88,True,,1,delight,,3,idle,,5,idle,,10,10,1.0,,bay,,,,,,,,,,
event_onemoretime_06_e_89,40044,event_onemoretime_06_e,Speech,bay,Locale_SubScenario:event_onemoretime_06_e_89,True,,1,delight,,3,idle,,5,idle,,10,10,1.0,,bay,,,,,,,,,,
event_onemoretime_06_e_90,40044,event_onemoretime_06_e,Speech,clay,Locale_SubScenario:event_onemoretime_06_e_90,True,,1,idle,,3,shy,,5,sad,,4,4,1.0,,clay,,,,,,,,,,
event_onemoretime_06_e_91,40044,event_onemoretime_06_e,Speech,poli_c,Locale_SubScenario:event_onemoretime_06_e_91,True,,1,idle,,3,shy,,5,sad,,4,4,1.0,,poli_c,,,,,,,,,,
event_onemoretime_06_e_92,40044,event_onemoretime_06_e,Speech,bay,Locale_SubScenario:event_onemoretime_06_e_92,True,,1,idle,,3,idle,,5,sad,,10,10,1.0,,bay,,,,,,,,,,
event_onemoretime_06_e_93,40044,event_onemoretime_06_e,Speech,bay,Locale_SubScenario:event_onemoretime_06_e_93,True,,1,delight,,3,idle,,5,idle,,10,10,1.0,,bay,,,,,,,,,,
event_onemoretime_06_e_94,40044,event_onemoretime_06_e,Speech,bay,Locale_SubScenario:event_onemoretime_06_e_94,True,,1,delight,,3,idle,,5,idle,,10,10,1.0,,bay,,,,,,,,,,
event_onemoretime_06_e_95,40044,event_onemoretime_06_e,Speech,bay,Locale_SubScenario:event_onemoretime_06_e_95,True,,1,special,,3,idle,,5,idle,,10,10,1.0,,bay,,,,,,,,,,
event_onemoretime_06_e_96,40044,event_onemoretime_06_e,Speech,clay,Locale_SubScenario:event_onemoretime_06_e_96,True,,1,idle,,3,idle,,5,idle,,4,4,1.0,,clay,,,,,,,,,,
event_onemoretime_06_e_97,40044,event_onemoretime_06_e,Speech,clay,Locale_SubScenario:event_onemoretime_06_e_97,True,,1,idle,,3,special,,5,idle,,4,4,1.0,,clay,,,,,,,,,,
event_onemoretime_06_e_98,40044,event_onemoretime_06_e,Speech,poli_c,Locale_SubScenario:event_onemoretime_06_e_98,True,,1,idle,,3,special,,5,delight,,4,4,1.0,,poli_c,,,,,,,,,,
event_onemoretime_06_e_99,40044,event_onemoretime_06_e,Speech,poli_c,Locale_SubScenario:event_onemoretime_06_e_99,True,,1,idle,,3,special,,5,delight,,4,4,1.0,,poli_c,,,,,,,,,,
event_onemoretime_06_e_100,40044,event_onemoretime_06_e,Speech,clay,Locale_SubScenario:event_onemoretime_06_e_100,True,,1,idle,,3,surprise,,5,delight,,4,30,1.0,,clay,,,,,,,,,,
event_onemoretime_06_e_101,40044,event_onemoretime_06_e,Speech,clay,Locale_SubScenario:event_onemoretime_06_e_101,True,,1,idle,,3,idle,,5,idle,,30,30,1.0,,clay,,,,,,,,,,
event_onemoretime_06_e_102,40044,event_onemoretime_06_e,Speech,bay,Locale_SubScenario:event_onemoretime_06_e_102,True,,1,idle,,3,idle,,5,idle,,30,30,1.0,,bay,,,,,,,,,,
event_onemoretime_06_e_103,40044,event_onemoretime_06_e,Speech,poli_c,Locale_SubScenario:event_onemoretime_06_e_103,True,,1,idle,,3,idle,,5,idle,,XS_50,XS_50,1.0,,poli_c,,,,,,,,,,
event_onemoretime_06_e_104,40044,event_onemoretime_06_e,Speech,poli_c,Locale_SubScenario:event_onemoretime_06_e_104,True,,1,idle,,3,idle,,5,sad,,XS_50,XS_50,1.0,,poli_c,,,,,,,,,,
event_onemoretime_06_e_105,40044,event_onemoretime_06_e,Speech,bay,Locale_SubScenario:event_onemoretime_06_e_105,True,,1,delight,,3,idle,,5,sad,,10,10,1.0,,bay,,,,,,,,,,
event_onemoretime_06_e_106,40044,event_onemoretime_06_e,Speech,bay,Locale_SubScenario:event_onemoretime_06_e_106,True,,1,delight,,3,idle,,5,idle,,10,10,1.0,,bay,,,,,,,,,,
event_onemoretime_06_e_107,40044,event_onemoretime_06_e,Speech,poli_c,Locale_SubScenario:event_onemoretime_06_e_107,True,,1,delight,,3,idle,,5,delight,,10,10,1.0,,poli_c,,,,,,,,,,
event_onemoretime_06_e_108,40044,event_onemoretime_06_e,Self,poli_c,Locale_SubScenario:event_onemoretime_06_e_108,False,,1,delight,,3,idle,,5,delight,,10,10,1.0,,,,,,,,,,,,
event_onemoretime_06_e_109,40044,event_onemoretime_06_e,Speech,bay,Locale_SubScenario:event_onemoretime_06_e_109,True,,1,idle,,3,idle,,5,idle,,10,10,1.0,,bay,,,,,,,,,,
event_onemoretime_06_e_110,40044,event_onemoretime_06_e,Speech,bay,Locale_SubScenario:event_onemoretime_06_e_110,True,,1,idle,,3,idle,,5,idle,,10,10,1.0,,bay,,,,,,,,,,
event_onemoretime_06_e_111,40044,event_onemoretime_06_e,Speech,bay,Locale_SubScenario:event_onemoretime_06_e_111,True,,1,delight,,3,idle,,5,idle,,10,10,1.0,,bay,,,,,,,,,,
event_onemoretime_06_e_112,40044,event_onemoretime_06_e,Speech,poli_c,Locale_SubScenario:event_onemoretime_06_e_112,True,,1,idle,,3,idle,,5,idle,,XS_50,XS_50,1.0,,poli_c,,,,,,,,,,
event_onemoretime_06_e_113,40044,event_onemoretime_06_e,Speech,poli_c,Locale_SubScenario:event_onemoretime_06_e_113,True,,1,idle,,3,idle,,5,sad,,XS_50,XS_50,1.0,,poli_c,,,,,,,,,,
event_onemoretime_06_e_114,40044,event_onemoretime_06_e,Speech,poli_c,Locale_SubScenario:event_onemoretime_06_e_114,True,,1,idle,,3,idle,,5,idle,,XS_50,XS_50,1.0,,poli_c,,,,,,,,,,
event_onemoretime_06_e_115,40044,event_onemoretime_06_e,Self,poli_c,Locale_SubScenario:event_onemoretime_06_e_115,False,,1,idle,,3,idle,,5,idle,,XS_50,XS_50,1.0,,,,,,,,,,,,
event_onemoretime_06_e_116,40044,event_onemoretime_06_e,Speech,bay,Locale_SubScenario:event_onemoretime_06_e_116,True,,1,idle,,3,idle,,5,idle,,2,2,1.0,,bay,,,,,,,,,,
event_onemoretime_06_e_117,40044,event_onemoretime_06_e,Speech,bay,Locale_SubScenario:event_onemoretime_06_e_117,True,,1,idle,,3,idle,,5,idle,,2,2,1.0,none,bay,,,,,,,,,,
event_onemoretime_06_e_118,40044,event_onemoretime_06_e,Speech,bay,Locale_SubScenario:event_onemoretime_06_e_118,True,,1,surprise,,3,idle,,5,idle,,2,2,1.0,bgm_story_impression,bay,,,,,,,,,,
event_onemoretime_06_e_119,40044,event_onemoretime_06_e,Speech,clay,Locale_SubScenario:event_onemoretime_06_e_119,True,,1,surprise,,3,delight,,5,idle,,2,2,1.0,,clay,,,,,,,,,,
event_onemoretime_06_e_120,40044,event_onemoretime_06_e,Speech,clay,Locale_SubScenario:event_onemoretime_06_e_120,True,,1,idle,,3,special,,5,idle,,2,2,1.0,,clay,,,,,,,,,,
event_onemoretime_06_e_121,40044,event_onemoretime_06_e,Speech,bay,Locale_SubScenario:event_onemoretime_06_e_121,True,,1,idle,,3,special,,5,idle,,2,2,1.0,,bay,,,,,,,,,,
event_onemoretime_06_e_122,40044,event_onemoretime_06_e,Speech,bay,Locale_SubScenario:event_onemoretime_06_e_122,True,,1,delight,,3,idle,,5,idle,,2,2,1.0,,bay,,,,,,,,,,
event_onemoretime_06_e_123,40044,event_onemoretime_06_e,Speech,bay,Locale_SubScenario:event_onemoretime_06_e_123,False,,1,idle,,3,idle,,5,idle,,2,2,1.0,,bay,,,,,,,,,,
event_onemoretime_06_e_124,40044,event_onemoretime_06_e,Speech,bay,Locale_SubScenario:event_onemoretime_06_e_124,True,,1,special,,3,special,,5,idle,,2,2,1.0,,bay,,,,,,,,,,
event_onemoretime_06_e_125,40044,event_onemoretime_06_e,Speech,clay,Locale_SubScenario:event_onemoretime_06_e_125,True,,1,special,,3,special,,5,idle,,2,2,1.0,,clay,,,,,,,,,,
