id,event_id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,characters/3/show_char_id,characters/3/set_char_position,characters/3/set_char_anim,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,characters/2/hide_char_id,characters/3/hide_char_id,characters/4/show_char_id,characters/4/set_char_position,characters/4/set_char_anim,characters/5/show_char_id,characters/5/set_char_position,characters/5/set_char_anim,characters/6/show_char_id,characters/6/set_char_position,characters/6/set_char_anim,fade,characters/1/hide_char_id,characters/4/hide_char_id,characters/5/hide_char_id,characters/6/hide_char_id,set_camera_shake
event_redash1_04_e_11,40031,event_redash1_04_e,Narration,,,Locale_MainScenario:event_redash1_04_e_11,False,,13,think,,1,sad,,,,,,,,113,113,1.0,,,,,,,,,,,,,,,,,,
event_redash1_04_e_12,40031,event_redash1_04_e,Speech,redhood,redhood,Locale_MainScenario:event_redash1_04_e_12,True,,13,think,,1,sad,,,,,,,,113,113,1.0,,,,,,,,,,,,,,,,,,
event_redash1_04_e_13,40031,event_redash1_04_e,Speech,redhood,redhood,Locale_MainScenario:event_redash1_04_e_13,True,,13,smile_02,,1,sad,,,,,,,,113,113,1.0,,,,,,,,,,,,,,,,,,
event_redash1_04_e_14,40031,event_redash1_04_e,Speech,snowwhite_o,snowwhite_o,Locale_MainScenario:event_redash1_04_e_14,True,,13,smile_02,,1,sad,,,,,,,,113,113,1.0,,,,,,,,,,,,,,,,,,
event_redash1_04_e_15,40031,event_redash1_04_e,Speech,redhood,redhood,Locale_MainScenario:event_redash1_04_e_15,True,,13,smile_02,,1,sad,,,,,,,,113,113,1.0,,,,,,,,,,,,,,,,,,
event_redash1_04_e_16,40031,event_redash1_04_e,Speech,snowwhite_o,snowwhite_o,Locale_MainScenario:event_redash1_04_e_16,True,,13,smile_02,,1,sad,,,,,,,,113,113,1.0,,,,,,,,,,,,,,,,,,
event_redash1_04_e_17,40031,event_redash1_04_e,Speech,redhood,redhood,Locale_MainScenario:event_redash1_04_e_17,True,,13,smile_02,,1,sad,,,,,,,,113,113,1.0,,,,,,,,,,,,,,,,,,
event_redash1_04_e_18,40031,event_redash1_04_e,Speech,snowwhite_o,snowwhite_o,Locale_MainScenario:event_redash1_04_e_18,False,,13,smile_02,,1,sad,,,,,,,,113,113,1.0,,,,,,,,,,,,,,,,,,
event_redash1_04_e_19,40031,event_redash1_04_e,Narration,,,Locale_MainScenario:event_redash1_04_e_19,False,,13,think,,1,sad,rapunzel_o,3,idle,dorothy,5,think,BriefingRoom,black,black,1.0,none,,,hongryeon_o,7,idle,commander,15,no,liliweiss,17,think,black,,,,,
event_redash1_04_e_20,40031,event_redash1_04_e,Speech,commander,commander,Locale_MainScenario:event_redash1_04_e_20,True,,13,think,,1,sad,,3,idle,,5,think,,L_150,L_150,1.0,,,,,7,idle,,15,no,,17,think,,,,,,
event_redash1_04_e_21,40031,event_redash1_04_e,Speech,redhood,redhood,Locale_MainScenario:event_redash1_04_e_21,True,,13,think,,1,sad,,3,idle,,5,think,,L_150,1315,1.0,,,,,7,idle,,15,no,,17,think,,,,,,
event_redash1_04_e_22,40031,event_redash1_04_e,Speech,commander,commander,Locale_MainScenario:event_redash1_04_e_22,False,,13,think,,1,sad,,3,idle,,5,think,,1315,1315,1.0,,,,,7,idle,,15,no,,17,think,,,,,,
event_redash1_04_e_23,40031,event_redash1_04_e,Speech,commander,commander,Locale_MainScenario:event_redash1_04_e_23,True,,13,think,,1,sad,,3,idle,,5,think,,1315,L_150,1.0,,,,,7,idle,,15,no,,17,think,,,,,,
event_redash1_04_e_24,40031,event_redash1_04_e,Speech,liliweiss,liliweiss,Locale_MainScenario:event_redash1_04_e_24,False,,13,think,,1,sad,,3,idle,,5,think,,L_150,L_150,1.0,,,,,7,idle,,15,no,,17,think,,,,,,
event_redash1_04_e_25,40031,event_redash1_04_e,Speech,commander,commander,Locale_MainScenario:event_redash1_04_e_25,True,,13,think,,1,sad,,3,idle,,5,think,,L_150,L_1500,1.0,,,,,7,idle,,15,no,,17,think,,,,,,
event_redash1_04_e_26,40031,event_redash1_04_e,Speech,commander,commander,Locale_MainScenario:event_redash1_04_e_26,True,,13,think,,1,sad,,3,idle,,5,think,,L_1500,L_1500,1.0,event_bgm_redash_ashsmoke,,,,7,idle,,15,no,,17,think,,,,,,
event_redash1_04_e_27,40031,event_redash1_04_e,Speech,redhood,redhood,Locale_MainScenario:event_redash1_04_e_27,True,,13,idle,,1,sad,,3,idle,,5,think,,1300,1300,1.0,,,,,7,idle,,15,no,,17,think,,,,,,
event_redash1_04_e_28,40031,event_redash1_04_e,Speech,dorothy,dorothy,Locale_MainScenario:event_redash1_04_e_28,True,,13,idle,,1,sad,,3,idle,,5,think,,500,500,1.0,,,,,7,idle,,15,no,,17,think,,,,,,
event_redash1_04_e_29,40031,event_redash1_04_e,Speech,rapunzel_o,rapunzel,Locale_MainScenario:event_redash1_04_e_29,True,,13,idle,,1,sad,,3,idle,,5,think,,L_300,L_300,1.0,,,,,7,idle,,15,no,,17,think,,,,,,
event_redash1_04_e_30,40031,event_redash1_04_e,Speech,hongryeon_o,hongryeon_o,Locale_MainScenario:event_redash1_04_e_30,True,,13,idle,,1,sad,,3,idle,,5,think,,700,700,1.0,,,,,7,idle,,15,no,,17,think,,,,,,
event_redash1_04_e_31,40031,event_redash1_04_e,Speech,commander,commander,Locale_MainScenario:event_redash1_04_e_31,True,,13,think,,1,sad,,3,idle,,5,think,,L_1500,L_1500,1.0,,,,,7,idle,,15,no,,17,think,,,,,,
event_redash1_04_e_32,40031,event_redash1_04_e,Speech,commander,commander,Locale_MainScenario:event_redash1_04_e_32,True,,13,think,,1,sad,,3,idle,,5,think,,L_1500,L_150,1.0,,,,,7,idle,,15,no,,17,think,,,,,,
event_redash1_04_e_33,40031,event_redash1_04_e,Speech,commander,commander,Locale_MainScenario:event_redash1_04_e_33,True,,13,think,,1,sad,,3,idle,,5,think,,L_150,L_150,1.0,,,,,7,idle,,15,no,,17,think,,,,,,
event_redash1_04_e_34,40031,event_redash1_04_e,Speech,commander,commander,Locale_MainScenario:event_redash1_04_e_34,True,,13,think,,1,sad,,3,idle,,5,think,,L_150,L_150,1.0,,,,,7,idle,,15,no,,17,think,,,,,,
event_redash1_04_e_35,40031,event_redash1_04_e,Speech,commander,commander,Locale_MainScenario:event_redash1_04_e_35,True,,13,think,,1,sad,,3,idle,,5,think,,L_150,L_150,1.0,,,,,7,idle,,15,no,,17,think,,,,,,
event_redash1_04_e_36,40031,event_redash1_04_e,Speech,commander,commander,Locale_MainScenario:event_redash1_04_e_36,True,,13,think,,1,sad,,3,idle,,5,think,,L_150,L_1500,0.5,,,,,7,idle,,15,no,,17,think,,,,,,
event_redash1_04_e_37,40031,event_redash1_04_e,Speech,rapunzel_o,rapunzel,Locale_MainScenario:event_redash1_04_e_37,True,,13,think,,1,sad,,3,idle,,5,think,,L_30,L_30,1.0,,,,,7,idle,,15,no,,17,think,,,,,,
event_redash1_04_e_38,40031,event_redash1_04_e,Speech,dorothy,dorothy,Locale_MainScenario:event_redash1_04_e_38,True,,13,think,,1,sad,,3,idle,,5,idle,,L_30,53,1.0,,,,,7,idle,,15,no,,17,think,,,,,,
event_redash1_04_e_39,40031,event_redash1_04_e,Speech,rapunzel_o,rapunzel,Locale_MainScenario:event_redash1_04_e_39,True,,13,think,,1,sad,,3,smile,,5,idle,,53,53,1.0,,,,,7,idle,,15,no,,17,think,,,,,,
event_redash1_04_e_40,40031,event_redash1_04_e,Speech,dorothy,dorothy,Locale_MainScenario:event_redash1_04_e_40,True,,13,think,,1,sad,,3,smile,,5,idle,,53,53,1.0,,,,,7,idle,,15,no,,17,think,,,,,,
event_redash1_04_e_41,40031,event_redash1_04_e,Speech,commander,commander,Locale_MainScenario:event_redash1_04_e_41,True,,13,think,,1,sad,,3,smile,,5,idle,,L_150,L_150,1.0,none,,,,7,idle,,15,no,,17,think,,,,,,
event_redash1_04_e_42,40031,event_redash1_04_e,Speech,commander,commander,Locale_MainScenario:event_redash1_04_e_42,True,,13,think,,1,sad,,3,idle,,5,idle,,L_150,L_150,1.0,,,,,7,idle,,15,no,,17,think,,,,,,
event_redash1_04_e_43,40031,event_redash1_04_e,Narration,,,Locale_MainScenario:event_redash1_04_e_43,False,,13,think,,1,sad,,1,idle,,5,idle,TechIndoor,black,black,1.0,,,dorothy,,7,idle,,15,no,,17,think,,snowwhite_o,hongryeon_o,commander,liliweiss,
event_redash1_04_e_44,40031,event_redash1_04_e,Speech,redhood,redhood,Locale_MainScenario:event_redash1_04_e_44,True,,13,think,,,,,1,idle,,,,,113,113,1.0,event_bgm_redash_alldownhill,,,,,,,,,,,,,,,,,
event_redash1_04_e_45,40031,event_redash1_04_e,Speech,rapunzel_o,rapunzel,Locale_MainScenario:event_redash1_04_e_45,True,,13,think,,,,,1,idle,,,,,113,113,1.0,,,,,,,,,,,,,,,,,,
event_redash1_04_e_46,40031,event_redash1_04_e,Speech,redhood,redhood,Locale_MainScenario:event_redash1_04_e_46,True,,13,idle,,,,,1,idle,,,,,113,113,1.0,,,,,,,,,,,,,,,,,,
event_redash1_04_e_47,40031,event_redash1_04_e,Speech,redhood,redhood,Locale_MainScenario:event_redash1_04_e_47,True,,13,idle,,,,,1,idle,,,,,113,113,1.0,,,,,,,,,,,,,,,,,,
event_redash1_04_e_48,40031,event_redash1_04_e,Speech,rapunzel_o,rapunzel,Locale_MainScenario:event_redash1_04_e_48,False,,13,idle,,,,,1,idle,,,,,113,L_10,1.0,,,,,,,,,,,,,,,,,,
event_redash1_04_e_49,40031,event_redash1_04_e,Speech,rapunzel_o,rapunzel,Locale_MainScenario:event_redash1_04_e_49,True,,13,idle,,,,,1,delight,,,,,L_10,L_10,1.0,,,,,,,,,,,,,,,,,,
event_redash1_04_e_50,40031,event_redash1_04_e,Speech,rapunzel_o,rapunzel,Locale_MainScenario:event_redash1_04_e_50,True,,13,idle,,,,,1,smile,,,,,L_10,L_10,1.0,,,,,,,,,,,,,,,,,,
event_redash1_04_e_51,40031,event_redash1_04_e,Speech,redhood,redhood,Locale_MainScenario:event_redash1_04_e_51,True,,13,smile,,,,,1,smile,,,,,L_10,113,1.0,,,,,,,,,,,,,,,,,,
event_redash1_04_e_52,40031,event_redash1_04_e,Speech,rapunzel_o,rapunzel,Locale_MainScenario:event_redash1_04_e_52,True,,13,smile,,,,,1,smile,,,,,113,113,1.0,,,,,,,,,,,,,,,,,,
event_redash1_04_e_53,40031,event_redash1_04_e,Speech,rapunzel_o,rapunzel,Locale_MainScenario:event_redash1_04_e_53,True,,13,smile,,,,,1,smile,,,,,113,113,1.0,,,,,,,,,,,,,,,,,,
event_redash1_04_e_54,40031,event_redash1_04_e,Narration,,,Locale_MainScenario:event_redash1_04_e_54,False,,13,smile,,,,,1,smile,,,,,113,113,1.0,,,,,,,,,,,,,,,,,,
event_redash1_04_e_55,40031,event_redash1_04_e,Speech,rapunzel_o,rapunzel,Locale_MainScenario:event_redash1_04_e_55,False,,13,smile,,,,,1,surprise,,,,,113,113,1.0,,,,,,,,,,,,,,,,,,
event_redash1_04_e_56,40031,event_redash1_04_e,Speech,redhood,redhood,Locale_MainScenario:event_redash1_04_e_56,True,,13,surprise,,,,,1,surprise,,,,,113,113,1.0,,,,,,,,,,,,,,,,,,
event_redash1_04_e_57,40031,event_redash1_04_e,Speech,rapunzel_o,rapunzel,Locale_MainScenario:event_redash1_04_e_57,True,,13,surprise,,,,,1,shy,,,,,113,113,1.0,,,,,,,,,,,,,,,,,,
event_redash1_04_e_58,40031,event_redash1_04_e,Speech,rapunzel_o,rapunzel,Locale_MainScenario:event_redash1_04_e_58,True,,13,surprise,,,,,1,shy,,,,,113,113,1.0,,,,,,,,,,,,,,,,,,
event_redash1_04_e_59,40031,event_redash1_04_e,Speech,rapunzel_o,rapunzel,Locale_MainScenario:event_redash1_04_e_59,True,,13,idle,,,,,1,shy,,,,,113,113,1.0,,,,,,,,,,,,,,,,,,
event_redash1_04_e_60,40031,event_redash1_04_e,Speech,redhood,redhood,Locale_MainScenario:event_redash1_04_e_60,True,,13,idle,,,,,1,shy,,,,,113,113,1.0,,,,,,,,,,,,,,,,,,
event_redash1_04_e_61,40031,event_redash1_04_e,Speech,rapunzel_o,rapunzel,Locale_MainScenario:event_redash1_04_e_61,True,,13,idle,,,,,1,smile,,,,,113,113,1.0,,,,,,,,,,,,,,,,,,
event_redash1_04_e_62,40031,event_redash1_04_e,Speech,redhood,redhood,Locale_MainScenario:event_redash1_04_e_62,True,,13,idle,,,,,1,smile,,,,,113,113,1.0,,,,,,,,,,,,,,,,,,
event_redash1_04_e_63,40031,event_redash1_04_e,Speech,redhood,redhood,Locale_MainScenario:event_redash1_04_e_63,True,,13,idle,,,,,1,smile,,,,,113,113,1.0,,,,,,,,,,,,,,,,,,
event_redash1_04_e_64,40031,event_redash1_04_e,Speech,rapunzel_o,rapunzel,Locale_MainScenario:event_redash1_04_e_64,True,,13,idle,,,,,1,think,,,,,113,113,1.0,,,,,,,,,,,,,,,,,,
event_redash1_04_e_65,40031,event_redash1_04_e,Speech,redhood,redhood,Locale_MainScenario:event_redash1_04_e_65,True,,13,worry,,,,,1,think,,,,,113,113,1.0,,,,,,,,,,,,,,,,,,
event_redash1_04_e_66,40031,event_redash1_04_e,Speech,rapunzel_o,rapunzel,Locale_MainScenario:event_redash1_04_e_66,True,,13,worry,,,,,1,smile,,,,,113,1,1.0,,,,,,,,,,,,,,,,,,
event_redash1_04_e_67,40031,event_redash1_04_e,Speech,rapunzel_o,rapunzel,Locale_MainScenario:event_redash1_04_e_67,False,,13,idle,,,,,1,smile,,,,,1,1,1.0,,,,,,,,,,,,,,,,,,
event_redash1_04_e_68,40031,event_redash1_04_e,Speech,rapunzel_o,rapunzel,Locale_MainScenario:event_redash1_04_e_68,False,,13,idle,,,,,1,idle,,,,,1,1,1.0,,,,,,,,,,,,,,,,,,
event_redash1_04_e_69,40031,event_redash1_04_e,Speech,rapunzel_o,rapunzel,Locale_MainScenario:event_redash1_04_e_69,False,,13,idle,,,,,1,surprise,,,,,1,L_10,1.0,,,,,,,,,,,,,,,,,,
event_redash1_04_e_70,40031,event_redash1_04_e,Speech,rapunzel_o,rapunzel,Locale_MainScenario:event_redash1_04_e_70,False,,13,idle,,,,,1,pain_01,,,,,L_10,L_10,1.0,,,,,,,,,,,,,,,,,,
event_redash1_04_e_71,40031,event_redash1_04_e,Speech,rapunzel_o,rapunzel,Locale_MainScenario:event_redash1_04_e_71,False,,13,idle,,,,,1,pain_01,,,,,L_10,L_100,1.0,none,,,,,,,,,,,,,,,,,
event_redash1_04_e_72,40031,event_redash1_04_e,Narration,,,Locale_MainScenario:event_redash1_04_e_72,False,,13,idle,,,,,1,pain_01,,,,,L_100,1300,1.0,bgm_story_herecomestrouble,,,,,,,,,,,,,,,,,Low_2
event_redash1_04_e_73,40031,event_redash1_04_e,Speech,redhood,redhood,Locale_MainScenario:event_redash1_04_e_73,True,,13,worry,,,,,1,angry,,,,,1300,1300,1.0,,,,,,,,,,,,,,,,,,
event_redash1_04_e_74,40031,event_redash1_04_e,Speech,rapunzel_o,rapunzel,Locale_MainScenario:event_redash1_04_e_74,False,,13,worry,,,,,1,angry,,,,,1300,L_100,1.0,,,,,,,,,,,,,,,,,,
event_redash1_04_e_75,40031,event_redash1_04_e,Speech,rapunzel_o,rapunzel,Locale_MainScenario:event_redash1_04_e_75,False,,13,worry,,,,,1,angry,,,,,L_100,L_10,1.0,,,,,,,,,,,,,,,,,,
event_redash1_04_e_76,40031,event_redash1_04_e,Speech,rapunzel_o,rapunzel,Locale_MainScenario:event_redash1_04_e_76,True,,13,worry,,,,,1,angry,,,,,L_10,1,1.0,,,,,,,,,,,,,,,,,,
event_redash1_04_e_77,40031,event_redash1_04_e,Speech,redhood,redhood,Locale_MainScenario:event_redash1_04_e_77,True,,13,idle,,,,,1,angry,,,,,1,113,1.0,,,,,,,,,,,,,,,,,,
event_redash1_04_e_78,40031,event_redash1_04_e,Speech,rapunzel_o,rapunzel,Locale_MainScenario:event_redash1_04_e_78,True,,13,idle,,,,,1,angry,,,,,113,113,1.0,,,,,,,,,,,,,,,,,,
event_redash1_04_e_79,40031,event_redash1_04_e,Speech,redhood,redhood,Locale_MainScenario:event_redash1_04_e_79,True,,13,idle,,,,,1,angry,,,,,113,113,1.0,,,,,,,,,,,,,,,,,,
event_redash1_04_e_80,40031,event_redash1_04_e,Speech,rapunzel_o,rapunzel,Locale_MainScenario:event_redash1_04_e_80,True,,13,idle,,,,,1,special,,,,,113,113,1.0,,,,,,,,,,,,,,,,,,
event_redash1_04_e_81,40031,event_redash1_04_e,Speech,redhood,redhood,Locale_MainScenario:event_redash1_04_e_81,True,,13,idle,,,,,1,special,,,,,113,113,1.0,,,,,,,,,,,,,,,,,,
event_redash1_04_e_82,40031,event_redash1_04_e,Speech,rapunzel_o,rapunzel,Locale_MainScenario:event_redash1_04_e_82,True,,13,idle,,,,,1,special,,,,,113,113,1.0,,,,,,,,,,,,,,,,,,
event_redash1_04_e_83,40031,event_redash1_04_e,Speech,redhood,redhood,Locale_MainScenario:event_redash1_04_e_83,True,,13,idle,,,,,1,special,,,,,113,130,1.0,,,,,,,,,,,,,,,,,,
event_redash1_04_e_84,40031,event_redash1_04_e,Speech,redhood,redhood,Locale_MainScenario:event_redash1_04_e_84,True,,13,idle,,,,,1,special,,,,,130,130,1.0,none,,,,,,,,,,,,,,,,,
event_redash1_04_e_85,40031,event_redash1_04_e,Speech,redhood,redhood,Locale_MainScenario:event_redash1_04_e_85,True,,13,smile_02,,,,,1,special,,,,,130,130,1.0,bgm_story_marrybad,,,,,,,,,,,,,,,,,
event_redash1_04_e_86,40031,event_redash1_04_e,Speech,redhood,redhood,Locale_MainScenario:event_redash1_04_e_86,True,,13,smile_02,,,,,1,special,,,,,130,130,1.0,,,,,,,,,,,,,,,,,,
event_redash1_04_e_87,40031,event_redash1_04_e,Speech,rapunzel_o,rapunzel,Locale_MainScenario:event_redash1_04_e_87,False,,13,smile_02,,,,,1,think,,,,,130,113,1.0,,,,,,,,,,,,,,,,,,
event_redash1_04_e_88,40031,event_redash1_04_e,Speech,redhood,redhood,Locale_MainScenario:event_redash1_04_e_88,True,,13,smile_02,,,,,1,think,,,,,113,113,1.0,,,,,,,,,,,,,,,,,,
event_redash1_04_e_89,40031,event_redash1_04_e,Speech,rapunzel_o,rapunzel,Locale_MainScenario:event_redash1_04_e_89,True,,13,smile_02,,,,,1,think,,,,,113,113,1.0,,,,,,,,,,,,,,,,,,
event_redash1_04_e_90,40031,event_redash1_04_e,Speech,redhood,redhood,Locale_MainScenario:event_redash1_04_e_90,True,,13,shy,,,,,1,think,,,,,113,113,1.0,,,,,,,,,,,,,,,,,,
event_redash1_04_e_91,40031,event_redash1_04_e,Speech,rapunzel_o,rapunzel,Locale_MainScenario:event_redash1_04_e_91,True,,13,shy,,,,,1,special,,,,,113,113,1.0,,,,,,,,,,,,,,,,,,
event_redash1_04_e_92,40031,event_redash1_04_e,Speech,redhood,redhood,Locale_MainScenario:event_redash1_04_e_92,True,,13,no,,,,,1,special,,,,,113,113,1.0,,,,,,,,,,,,,,,,,,
event_redash1_04_e_93,40031,event_redash1_04_e,Speech,redhood,redhood,Locale_MainScenario:event_redash1_04_e_93,True,,13,idle,,,,,1,special,,,,,113,113,1.0,,,,,,,,,,,,,,,,,,
event_redash1_04_e_94,40031,event_redash1_04_e,Speech,redhood,redhood,Locale_MainScenario:event_redash1_04_e_94,True,,13,smile_02,,,,,1,special,,,,,113,113,1.0,,,,,,,,,,,,,,,,,,
event_redash1_04_e_95,40031,event_redash1_04_e,Speech,redhood,redhood,Locale_MainScenario:event_redash1_04_e_95,True,,13,smile_02,,,,,1,special,,,,,113,113,1.0,,,,,,,,,,,,,,,,,,
event_redash1_04_e_96,40031,event_redash1_04_e,Speech,redhood,redhood,Locale_MainScenario:event_redash1_04_e_96,True,,13,smile_02,,,,,1,special,,,,,113,113,1.0,,,,,,,,,,,,,,,,,,
event_redash1_04_e_97,40031,event_redash1_04_e,Speech,rapunzel_o,rapunzel,Locale_MainScenario:event_redash1_04_e_97,True,,13,smile_02,,,,,1,think,,,,,113,L_10,1.0,,,,,,,,,,,,,,,,,,
event_redash1_04_e_98,40031,event_redash1_04_e,Speech,rapunzel_o,rapunzel,Locale_MainScenario:event_redash1_04_e_98,True,,13,smile_02,,,,,1,think,,,,,L_10,L_10,1.0,,,,,,,,,,,,,,,,,,
event_redash1_04_e_99,40031,event_redash1_04_e,Speech,redhood,redhood,Locale_MainScenario:event_redash1_04_e_99,True,,13,idle,,,,,1,think,,,,,130,130,1.0,,,,,,,,,,,,,,,,,,
event_redash1_04_e_100,40031,event_redash1_04_e,Speech,rapunzel_o,rapunzel,Locale_MainScenario:event_redash1_04_e_100,True,,13,idle,,,,,1,think,,,,,L_10,L_10,1.0,,,,,,,,,,,,,,,,,,
event_redash1_04_e_101,40031,event_redash1_04_e,Speech,rapunzel_o,rapunzel,Locale_MainScenario:event_redash1_04_e_101,False,,13,idle,,,,,1,think,,,,,L_10,L_10,1.0,,,,,,,,,,,,,,,,,,
event_redash1_04_e_102,40031,event_redash1_04_e,Speech,rapunzel_o,rapunzel,Locale_MainScenario:event_redash1_04_e_102,True,,13,idle,,,,,1,think,,,,,L_10,L_100,1.0,,,,,,,,,,,,,,,,,,
event_redash1_04_e_103,40031,event_redash1_04_e,Speech,redhood,redhood,Locale_MainScenario:event_redash1_04_e_103,True,,13,sad_02,,,,,1,think,,,,,1300,1300,1.0,,,,,,,,,,,,,,,,,,
event_redash1_04_e_104,40031,event_redash1_04_e,Speech,rapunzel_o,rapunzel,Locale_MainScenario:event_redash1_04_e_104,True,,13,sad_02,,,,,1,think,,,,,L_100,L_100,1.0,,,,,,,,,,,,,,,,,,
event_redash1_04_e_105,40031,event_redash1_04_e,Speech,rapunzel_o,rapunzel,Locale_MainScenario:event_redash1_04_e_105,True,,13,sad_02,,,,,1,think,,,,,L_100,L_10,1.0,,,,,,,,,,,,,,,,,,
event_redash1_04_e_106,40031,event_redash1_04_e,Speech,redhood,redhood,Locale_MainScenario:event_redash1_04_e_106,True,,13,sad_02,,,,,1,think,,,,,130,130,1.0,,,,,,,,,,,,,,,,,,
event_redash1_04_e_107,40031,event_redash1_04_e,Speech,rapunzel_o,rapunzel,Locale_MainScenario:event_redash1_04_e_107,True,,13,sad_02,,,,,1,think,,,,,L_10,L_10,1.0,,,,,,,,,,,,,,,,,,
event_redash1_04_e_108,40031,event_redash1_04_e,Speech,rapunzel_o,rapunzel,Locale_MainScenario:event_redash1_04_e_108,True,,13,sad_02,,,,,1,sad,,,,,L_10,L_10,1.0,,,,,,,,,,,,,,,,,,
event_redash1_04_e_109,40031,event_redash1_04_e,Speech,rapunzel_o,rapunzel,Locale_MainScenario:event_redash1_04_e_109,True,,13,sad_02,,,,,1,sad,,,,,L_10,L_10,1.0,,,,,,,,,,,,,,,,,,
event_redash1_04_e_110,40031,event_redash1_04_e,Speech,rapunzel_o,rapunzel,Locale_MainScenario:event_redash1_04_e_110,True,,13,sad_02,,,,,1,sad,,,,,L_10,L_10,1.0,,,,,,,,,,,,,,,,,,
event_redash1_04_e_111,40031,event_redash1_04_e,Speech,redhood,redhood,Locale_MainScenario:event_redash1_04_e_111,True,,13,sad_02,,,,,1,sad,,,,,L_10,113,1.0,,,,,,,,,,,,,,,,,,
event_redash1_04_e_112,40031,event_redash1_04_e,Speech,redhood,redhood,Locale_MainScenario:event_redash1_04_e_112,True,,13,sad_02,,,,,1,sad,,,,,113,113,1.0,,,,,,,,,,,,,,,,,,
event_redash1_04_e_113,40031,event_redash1_04_e,Speech,redhood,redhood,Locale_MainScenario:event_redash1_04_e_113,True,,13,sad_02,,,,,1,sad,,,,,113,113,1.0,,,,,,,,,,,,,,,,,,
event_redash1_04_e_114,40031,event_redash1_04_e,Speech,rapunzel_o,rapunzel,Locale_MainScenario:event_redash1_04_e_114,True,,13,sad_02,,,,,1,idle,,,,,113,113,1.0,,,,,,,,,,,,,,,,,,
event_redash1_04_e_115,40031,event_redash1_04_e,Speech,redhood,redhood,Locale_MainScenario:event_redash1_04_e_115,True,,13,think,,,,,1,idle,,,,,113,113,1.0,,,,,,,,,,,,,,,,,,
