id,event_id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,characters/1/hide_char_id,jump_target,play_sound,characters/3/show_char_id,characters/3/set_char_position,characters/3/set_char_anim,characters/4/show_char_id,characters/4/set_char_position,characters/4/set_char_anim
event_BunnyX777_05_s_17,40014,event_BunnyX777_05_s,Speech,rouge,rouge,Locale_SubScenario:event_BunnyX777_05_s_17,True,,1,idle,,,,,10,10,1.0,,,13,idle,,,,,,,,,
event_BunnyX777_05_s_18,40014,event_BunnyX777_05_s,Speech,rouge,rouge,Locale_SubScenario:event_BunnyX777_05_s_18,True,,1,idle,,,,,10,10,1.0,,,13,idle,,,,,,,,,
event_BunnyX777_05_s_19,40014,event_BunnyX777_05_s,Choice,,,Locale_SubScenario:event_BunnyX777_05_s_19,False,,1,idle,,,,,10,10,1.0,,,13,idle,,event_BunnyX777_05_s_21,,,,,,,
event_BunnyX777_05_s_20,40014,event_BunnyX777_05_s,Choice,,,Locale_SubScenario:event_BunnyX777_05_s_20,False,,1,idle,,,,,10,10,1.0,,,13,idle,,event_BunnyX777_05_s_23,,,,,,,
event_BunnyX777_05_s_21,40014,event_BunnyX777_05_s,Speech,rouge,rouge,Locale_SubScenario:event_BunnyX777_05_s_21,True,,1,idle,,,,,10,10,1.0,,,13,idle,,,,,,,,,
event_BunnyX777_05_s_22,40014,event_BunnyX777_05_s,Speech,rouge,rouge,Locale_SubScenario:event_BunnyX777_05_s_22,True,,1,idle,,,,,10,10,1.0,,,13,idle,,event_BunnyX777_05_s_24,,,,,,,
event_BunnyX777_05_s_23,40014,event_BunnyX777_05_s,Speech,rouge,rouge,Locale_SubScenario:event_BunnyX777_05_s_23,True,,1,idle,,,,,10,10,1.0,,,13,idle,,event_BunnyX777_05_s_24,,,,,,,
event_BunnyX777_05_s_24,40014,event_BunnyX777_05_s,Monologue,,,Locale_SubScenario:event_BunnyX777_05_s_24,False,,1,idle,,,,,10,100,2.0,,,13,idle,,,,,,,,,
event_BunnyX777_05_s_25,40014,event_BunnyX777_05_s,Speech,rouge,rouge,Locale_SubScenario:event_BunnyX777_05_s_25,True,,1,idle,,,,,100,100,1.0,,,13,idle,,,,,,,,,
event_BunnyX777_05_s_26,40014,event_BunnyX777_05_s,Speech,rouge,rouge,Locale_SubScenario:event_BunnyX777_05_s_26,True,,1,idle,,,,,100,100,1.0,,,13,idle,,,,,,,,,
event_BunnyX777_05_s_27,40014,event_BunnyX777_05_s,Speech,rouge,rouge,Locale_SubScenario:event_BunnyX777_05_s_27,True,,1,idle,,,,,100,100,1.0,,,13,idle,,,,,,,,,
event_BunnyX777_05_s_28,40014,event_BunnyX777_05_s,Speech,rouge,rouge,Locale_SubScenario:event_BunnyX777_05_s_28,True,,1,idle,,,,,100,100,1.0,,,13,idle,,,,,,,,,
event_BunnyX777_05_s_29,40014,event_BunnyX777_05_s,Speech,rouge,rouge,Locale_SubScenario:event_BunnyX777_05_s_29,True,,1,idle,,,,,100,10,0.5,,,13,idle,,,,,,,,,
event_BunnyX777_05_s_30,40014,event_BunnyX777_05_s,Speech,rouge,rouge,Locale_SubScenario:event_BunnyX777_05_s_30,True,,1,idle,,,,,10,10,1.0,,,13,idle,,,,,,,,,
event_BunnyX777_05_s_31,40014,event_BunnyX777_05_s,Speech,rouge,rouge,Locale_SubScenario:event_BunnyX777_05_s_31,True,,1,idle,,,,,10,113,1.0,,,13,idle,,,,,,,,,
event_BunnyX777_05_s_32,40014,event_BunnyX777_05_s,Self,,,Locale_SubScenario:event_BunnyX777_05_s_32,False,,1,idle,,,,,113,113,1.0,,,13,idle,,,,,,,,,
event_BunnyX777_05_s_33,40014,event_BunnyX777_05_s,Speech,sullenman,sullenman,Locale_SubScenario:event_BunnyX777_05_s_33,True,,1,idle,,,,,113,113,1.0,,,13,idle,,,,,,,,,
event_BunnyX777_05_s_34,40014,event_BunnyX777_05_s,Speech,rouge,rouge,Locale_SubScenario:event_BunnyX777_05_s_34,True,,1,idle,,,,,113,113,1.0,,,13,idle,,,,,,,,,
event_BunnyX777_05_s_35,40014,event_BunnyX777_05_s,Speech,rouge,rouge,Locale_SubScenario:event_BunnyX777_05_s_35,True,,1,idle,,,,,113,113,1.0,,,13,idle,,,,,,,,,
event_BunnyX777_05_s_36,40014,event_BunnyX777_05_s,Narration,,,Locale_SubScenario:event_BunnyX777_05_s_36,False,,1,idle,,,,,black,black,1.0,,,13,idle,,,sfx_scn_button,,,,,,
event_BunnyX777_05_s_37,40014,event_BunnyX777_05_s,Narration,,,Locale_SubScenario:event_BunnyX777_05_s_37,False,,1,idle,,,,,black,black,1.0,,,13,idle,,,sfx_scn_screenturn,,,,,,
event_BunnyX777_05_s_38,40014,event_BunnyX777_05_s,Monologue,,,Locale_SubScenario:event_BunnyX777_05_s_38,False,,1,idle,,,,,5,5,1.0,,,13,idle,,,,,,,,,
event_BunnyX777_05_s_39,40014,event_BunnyX777_05_s,Speech,rouge,rouge,Locale_SubScenario:event_BunnyX777_05_s_39,True,,1,idle,,,,,5,5,1.0,,,13,idle,,,,,,,,,
event_BunnyX777_05_s_40,40014,event_BunnyX777_05_s,Narration,,,Locale_SubScenario:event_BunnyX777_05_s_40,False,,1,idle,,,,,5,50,1.0,,,13,idle,,,sfx_scn_button,,,,,,
event_BunnyX777_05_s_41,40014,event_BunnyX777_05_s,Monologue,,,Locale_SubScenario:event_BunnyX777_05_s_41,False,,1,idle,,,,,50,50,1.0,,,13,idle,,,,,,,,,
event_BunnyX777_05_s_42,40014,event_BunnyX777_05_s,Monologue,,,Locale_SubScenario:event_BunnyX777_05_s_42,False,,1,idle,,,,,50,50,1.0,,,13,idle,,,,,,,,,
event_BunnyX777_05_s_43,40014,event_BunnyX777_05_s,Speech,rouge,rouge,Locale_SubScenario:event_BunnyX777_05_s_43,True,,1,idle,,,,,50,113,2.0,,,13,idle,,,,,,,,,
event_BunnyX777_05_s_44,40014,event_BunnyX777_05_s,Speech,rouge,rouge,Locale_SubScenario:event_BunnyX777_05_s_44,True,,1,idle,,,,,113,113,1.0,,,13,idle,,,,,,,,,
event_BunnyX777_05_s_45,40014,event_BunnyX777_05_s,Speech,sullenman,sullenman,Locale_SubScenario:event_BunnyX777_05_s_45,True,,1,idle,,,,,113,113,1.0,,,13,idle,,,,,,,,,
event_BunnyX777_05_s_46,40014,event_BunnyX777_05_s,Monologue,,,Locale_SubScenario:event_BunnyX777_05_s_46,False,,1,idle,,,,,113,113,1.0,,,13,idle,,,,,,,,,
event_BunnyX777_05_s_47,40014,event_BunnyX777_05_s,Self,,,Locale_SubScenario:event_BunnyX777_05_s_47,False,,1,idle,,,,,113,113,1.0,,,13,idle,,,,,,,,,
event_BunnyX777_05_s_48,40014,event_BunnyX777_05_s,Speech,rouge,rouge,Locale_SubScenario:event_BunnyX777_05_s_48,True,,1,idle,,,,,113,113,1.0,,,13,idle,,,,,,,,,
event_BunnyX777_05_s_49,40014,event_BunnyX777_05_s,Narration,,,Locale_SubScenario:event_BunnyX777_05_s_49,False,,1,idle,,,,,black,black,1.0,,,13,idle,,,sfx_scn_button,,,,,,
event_BunnyX777_05_s_50,40014,event_BunnyX777_05_s,Narration,,,Locale_SubScenario:event_BunnyX777_05_s_50,False,,1,idle,,,,,black,black,1.0,,,13,idle,,,sfx_scn_screenturn,,,,,,
event_BunnyX777_05_s_51,40014,event_BunnyX777_05_s,Monologue,,,Locale_SubScenario:event_BunnyX777_05_s_51,False,,1,idle,,,,,5,5,1.0,,,13,idle,,,,,,,,,
event_BunnyX777_05_s_52,40014,event_BunnyX777_05_s,Monologue,,,Locale_SubScenario:event_BunnyX777_05_s_52,False,,1,idle,,,,,5,5,1.0,,,13,idle,,,,,,,,,
event_BunnyX777_05_s_53,40014,event_BunnyX777_05_s,Speech,rouge,rouge,Locale_SubScenario:event_BunnyX777_05_s_53,True,,1,idle,,,,,5,1,2.0,,,13,idle,,,,,,,,,
event_BunnyX777_05_s_54,40014,event_BunnyX777_05_s,Speech,rouge,rouge,Locale_SubScenario:event_BunnyX777_05_s_54,True,,1,idle,,,,,1,10,1.0,,,13,idle,,,,,,,,,
event_BunnyX777_05_s_55,40014,event_BunnyX777_05_s,Monologue,,,Locale_SubScenario:event_BunnyX777_05_s_55,False,,1,idle,,,,,10,10,1.0,,,13,idle,,,,,,,,,
event_BunnyX777_05_s_56,40014,event_BunnyX777_05_s,Speech,rouge,rouge,Locale_SubScenario:event_BunnyX777_05_s_56,True,,1,idle,,,,,10,113,1.0,,,13,idle,,,,,,,,,
event_BunnyX777_05_s_57,40014,event_BunnyX777_05_s,Speech,sullenman,sullenman,Locale_SubScenario:event_BunnyX777_05_s_57,True,,1,idle,,,,,113,113,1.0,,,13,idle,,,,,,,,,
event_BunnyX777_05_s_58,40014,event_BunnyX777_05_s,Monologue,,,Locale_SubScenario:event_BunnyX777_05_s_58,False,,1,idle,,,,,113,113,1.0,,,13,idle,,,,,,,,,
event_BunnyX777_05_s_59,40014,event_BunnyX777_05_s,Choice,,,Locale_SubScenario:event_BunnyX777_05_s_59,False,,1,idle,,,,,113,113,1.0,,,13,idle,,event_BunnyX777_05_s_61,,,,,,,
event_BunnyX777_05_s_60,40014,event_BunnyX777_05_s,Choice,,,Locale_SubScenario:event_BunnyX777_05_s_60,False,,1,idle,,,,,113,113,1.0,,,13,idle,,event_BunnyX777_05_s_69,,,,,,,
event_BunnyX777_05_s_61,40014,event_BunnyX777_05_s,Speech,rouge,rouge,Locale_SubScenario:event_BunnyX777_05_s_61,True,,1,idle,,,,,113,113,1.0,,,13,idle,,,,,,,,,
event_BunnyX777_05_s_62,40014,event_BunnyX777_05_s,Speech,rouge,rouge,Locale_SubScenario:event_BunnyX777_05_s_62,True,,1,idle,,,,,113,113,1.0,,,13,idle,,,,,,,,,
event_BunnyX777_05_s_63,40014,event_BunnyX777_05_s,Narration,,,Locale_SubScenario:event_BunnyX777_05_s_63,False,,1,idle,,,,,black,black,1.0,,,13,idle,,,sfx_scn_2button,,,,,,
event_BunnyX777_05_s_64,40014,event_BunnyX777_05_s,Narration,,,Locale_SubScenario:event_BunnyX777_05_s_64,False,,1,idle,,,,,black,black,1.0,,,13,idle,,,sfx_scn_screenturn,,,,,,
event_BunnyX777_05_s_65,40014,event_BunnyX777_05_s,Monologue,,,Locale_SubScenario:event_BunnyX777_05_s_65,False,,1,think,,,,,5,5,1.0,,,13,idle,,,,,,,,,
event_BunnyX777_05_s_66,40014,event_BunnyX777_05_s,Monologue,,,Locale_SubScenario:event_BunnyX777_05_s_66,False,,1,think,,,,,5,5,1.0,,,13,idle,,,,,,,,,
event_BunnyX777_05_s_67,40014,event_BunnyX777_05_s,Monologue,,,Locale_SubScenario:event_BunnyX777_05_s_67,False,,1,think,,,,,5,50,1.0,,,13,idle,,,,,,,,,
event_BunnyX777_05_s_68,40014,event_BunnyX777_05_s,Monologue,,,Locale_SubScenario:event_BunnyX777_05_s_68,False,,1,think,,,,,50,50,1.0,,,13,idle,,event_BunnyX777_05_s_76,,,,,,,
event_BunnyX777_05_s_69,40014,event_BunnyX777_05_s,Speech,rouge,rouge,Locale_SubScenario:event_BunnyX777_05_s_69,True,,1,idle,,,,,113,113,1.0,,,13,idle,,,,,,,,,
event_BunnyX777_05_s_70,40014,event_BunnyX777_05_s,Speech,rouge,rouge,Locale_SubScenario:event_BunnyX777_05_s_70,True,,1,idle,,,,,113,113,1.0,,,13,idle,,,,,,,,,
event_BunnyX777_05_s_71,40014,event_BunnyX777_05_s,Narration,,,Locale_SubScenario:event_BunnyX777_05_s_71,False,,1,idle,,,,,black,black,1.0,,,13,idle,,,sfx_scn_2button,,,,,,
event_BunnyX777_05_s_72,40014,event_BunnyX777_05_s,Narration,,,Locale_SubScenario:event_BunnyX777_05_s_72,False,,1,idle,,,,,black,black,1.0,,,13,idle,,,sfx_scn_screenturn,,,,,,
event_BunnyX777_05_s_73,40014,event_BunnyX777_05_s,Monologue,,,Locale_SubScenario:event_BunnyX777_05_s_73,False,,1,idle,,,,,5,5,1.0,,,13,idle,,,,,,,,,
event_BunnyX777_05_s_74,40014,event_BunnyX777_05_s,Monologue,,,Locale_SubScenario:event_BunnyX777_05_s_74,False,,1,idle,,,,,5,5,1.0,,,13,idle,,,,,,,,,
event_BunnyX777_05_s_75,40014,event_BunnyX777_05_s,Monologue,,,Locale_SubScenario:event_BunnyX777_05_s_75,False,,1,idle,,,,,5,50,1.0,,,13,idle,,event_BunnyX777_05_s_76,,,,,,,
event_BunnyX777_05_s_76,40014,event_BunnyX777_05_s,Monologue,,,Locale_SubScenario:event_BunnyX777_05_s_76,False,,1,think,,,,,50,50,1.0,,,13,idle,,,,,,,,,
event_BunnyX777_05_s_77,40014,event_BunnyX777_05_s,Speech,rouge,rouge,Locale_SubScenario:event_BunnyX777_05_s_77,True,,1,think,,,,,10,10,1.0,,,13,idle,,,,,,,,,
event_BunnyX777_05_s_78,40014,event_BunnyX777_05_s,Speech,rouge,rouge,Locale_SubScenario:event_BunnyX777_05_s_78,True,,1,think,,,,,10,10,1.0,,,13,idle,,,,,,,,,
event_BunnyX777_05_s_79,40014,event_BunnyX777_05_s,Speech,rouge,rouge,Locale_SubScenario:event_BunnyX777_05_s_79,True,,1,think,,,,,10,10,1.0,,,13,idle,,,,,,,,,
event_BunnyX777_05_s_80,40014,event_BunnyX777_05_s,Speech,rouge,rouge,Locale_SubScenario:event_BunnyX777_05_s_80,True,,1,idle,,,,,10,10,1.0,,,13,idle,,,,,,,,,
event_BunnyX777_05_s_81,40014,event_BunnyX777_05_s,Monologue,,,Locale_SubScenario:event_BunnyX777_05_s_81,False,,1,idle,,,,,10,50,1.0,,,13,idle,,,,,,,,,
event_BunnyX777_05_s_82,40014,event_BunnyX777_05_s,Monologue,,,Locale_SubScenario:event_BunnyX777_05_s_82,False,,1,idle,,,,,50,50,1.0,,,13,idle,,,,,,,,,
event_BunnyX777_05_s_83,40014,event_BunnyX777_05_s,Speech,rouge,rouge,Locale_SubScenario:event_BunnyX777_05_s_83,True,,1,idle,,,,,50,50,1.0,,,13,idle,,,,,,,,,
event_BunnyX777_05_s_84,40014,event_BunnyX777_05_s,Narration,,,Locale_SubScenario:event_BunnyX777_05_s_84,False,,1,idle,,,,,black,black,1.0,,,13,idle,,,sfx_scn_button,,,,,,
event_BunnyX777_05_s_85,40014,event_BunnyX777_05_s,Narration,,,Locale_SubScenario:event_BunnyX777_05_s_85,False,,1,idle,,,,,black,black,1.0,,,13,idle,,,sfx_scn_screenturn,,,,,,
event_BunnyX777_05_s_86,40014,event_BunnyX777_05_s,Speech,rouge,rouge,Locale_SubScenario:event_BunnyX777_05_s_86,True,,1,idle,,,,,100,100,1.0,,,13,idle,,,,,,,,,
event_BunnyX777_05_s_87,40014,event_BunnyX777_05_s,Narration,,,Locale_SubScenario:event_BunnyX777_05_s_87,False,,1,idle,,,,,black,black,1.0,,,13,idle,,,sfx_scn_button,,,,,,
event_BunnyX777_05_s_88,40014,event_BunnyX777_05_s,Narration,,,Locale_SubScenario:event_BunnyX777_05_s_88,False,,1,idle,,,,,black,black,1.0,,,13,idle,,,sfx_scn_screenturn,,,,,,
event_BunnyX777_05_s_89,40014,event_BunnyX777_05_s,Speech,rouge,rouge,Locale_SubScenario:event_BunnyX777_05_s_89,True,,1,idle,,,,,100,100,1.0,,,13,idle,,,,,,,,,
event_BunnyX777_05_s_90,40014,event_BunnyX777_05_s,Speech,rouge,rouge,Locale_SubScenario:event_BunnyX777_05_s_90,True,,1,idle,,,,,100,100,1.0,,,13,idle,,,,,,,,,
event_BunnyX777_05_s_91,40014,event_BunnyX777_05_s,Speech,rouge,rouge,Locale_SubScenario:event_BunnyX777_05_s_91,True,,1,idle,,,,,100,113,2.0,,,13,idle,,,,,,,,,
event_BunnyX777_05_s_92,40014,event_BunnyX777_05_s,Speech,sullenman,sullenman,Locale_SubScenario:event_BunnyX777_05_s_92,True,,1,idle,,,,,113,113,1.0,,,13,idle,,,,,,,,,
event_BunnyX777_05_s_93,40014,event_BunnyX777_05_s,Monologue,,,Locale_SubScenario:event_BunnyX777_05_s_93,False,,1,idle,,,,,113,113,1.0,,,13,idle,,,,,,,,,
event_BunnyX777_05_s_94,40014,event_BunnyX777_05_s,Self,,,Locale_SubScenario:event_BunnyX777_05_s_94,False,,1,idle,,,,,113,113,1.0,,,13,idle,,,,,,,,,
event_BunnyX777_05_s_95,40014,event_BunnyX777_05_s,Speech,rouge,rouge,Locale_SubScenario:event_BunnyX777_05_s_95,True,,1,idle,,,,,113,1,1.0,,,13,idle,,,,,,,,,
event_BunnyX777_05_s_96,40014,event_BunnyX777_05_s,Speech,rouge,rouge,Locale_SubScenario:event_BunnyX777_05_s_96,True,,1,idle,,,,,1,10,2.0,,,13,idle,,,,,,,,,
event_BunnyX777_05_s_97,40014,event_BunnyX777_05_s,Narration,,,Locale_SubScenario:event_BunnyX777_05_s_97,False,,1,idle,,,,,black,black,1.0,,,13,idle,,,sfx_scn_2button,,,,,,
event_BunnyX777_05_s_98,40014,event_BunnyX777_05_s,Narration,,,Locale_SubScenario:event_BunnyX777_05_s_98,False,,1,idle,,,,,black,black,1.0,,,13,idle,,,sfx_scn_screenturn,,,,,,
event_BunnyX777_05_s_99,40014,event_BunnyX777_05_s,Monologue,,,Locale_SubScenario:event_BunnyX777_05_s_99,False,,1,idle,,,,,50,50,1.0,,,13,idle,,,,,,,,,
event_BunnyX777_05_s_100,40014,event_BunnyX777_05_s,Monologue,,,Locale_SubScenario:event_BunnyX777_05_s_100,False,,1,idle,,,,,50,50,1.0,,,13,idle,,,,,,,,,
event_BunnyX777_05_s_101,40014,event_BunnyX777_05_s,Speech,sullenman,sullenman,Locale_SubScenario:event_BunnyX777_05_s_101,True,,1,idle,,,,,130,130,1.0,,,13,idle,,,,,,,,,
event_BunnyX777_05_s_102,40014,event_BunnyX777_05_s,Monologue,,,Locale_SubScenario:event_BunnyX777_05_s_102,False,,1,idle,,,,,130,130,1.0,,,13,idle,,,,,,,,,
event_BunnyX777_05_s_103,40014,event_BunnyX777_05_s,Speech,rouge,rouge,Locale_SubScenario:event_BunnyX777_05_s_103,True,,1,idle,,,,,130,10,1.0,,,13,idle,,,,,,,,,
event_BunnyX777_05_s_104,40014,event_BunnyX777_05_s,Speech,rouge,rouge,Locale_SubScenario:event_BunnyX777_05_s_104,True,,1,idle,,,,,10,10,1.0,,,13,idle,,,,,,,,,
event_BunnyX777_05_s_105,40014,event_BunnyX777_05_s,Monologue,,,Locale_SubScenario:event_BunnyX777_05_s_105,False,,1,idle,,,,,10,10,1.0,,,13,idle,,,,,,,,,
event_BunnyX777_05_s_106,40014,event_BunnyX777_05_s,Monologue,,,Locale_SubScenario:event_BunnyX777_05_s_106,False,,1,idle,,,,,10,113,1.0,,,13,idle,,,,,,,,,
event_BunnyX777_05_s_107,40014,event_BunnyX777_05_s,Monologue,,,Locale_SubScenario:event_BunnyX777_05_s_107,False,,1,idle,,,,,113,113,1.0,none,,13,idle,,,,,,,,,
event_BunnyX777_05_s_108,40014,event_BunnyX777_05_s,Speech,rouge,rouge,Locale_SubScenario:event_BunnyX777_05_s_108,True,,1,idle,,,,,113,113,1.0,,,13,idle,,,,,,,,,
event_BunnyX777_05_s_109,40014,event_BunnyX777_05_s,Self,,,Locale_SubScenario:event_BunnyX777_05_s_109,False,,1,idle,,,,,113,113,1.0,bgm_story_fairytalesend_if,,13,idle,,,,,,,,,
event_BunnyX777_05_s_110,40014,event_BunnyX777_05_s,Speech,rouge,rouge,Locale_SubScenario:event_BunnyX777_05_s_110,True,,1,idle,,,,,113,113,1.0,,,13,idle,,,,,,,,,
event_BunnyX777_05_s_111,40014,event_BunnyX777_05_s,Self,,,Locale_SubScenario:event_BunnyX777_05_s_111,False,,1,idle,,,,,113,113,1.0,,,13,idle,,,,,,,,,
event_BunnyX777_05_s_112,40014,event_BunnyX777_05_s,Speech,sullenman,sullenman,Locale_SubScenario:event_BunnyX777_05_s_112,True,,1,idle,,,,,113,130,0.5,,,13,idle,,,,,,,,,
event_BunnyX777_05_s_113,40014,event_BunnyX777_05_s,Speech,sullenman,sullenman,Locale_SubScenario:event_BunnyX777_05_s_113,True,,1,idle,,,,,130,130,1.0,,,13,idle,,,,,,,,,
event_BunnyX777_05_s_114,40014,event_BunnyX777_05_s,Speech,rouge,rouge,Locale_SubScenario:event_BunnyX777_05_s_114,True,,1,think,,,,,130,10,2.0,,,13,idle,,,,,,,,,
event_BunnyX777_05_s_115,40014,event_BunnyX777_05_s,Speech,rouge,rouge,Locale_SubScenario:event_BunnyX777_05_s_115,True,,1,think,,,,,10,10,1.0,,,13,idle,,,,,,,,,
event_BunnyX777_05_s_116,40014,event_BunnyX777_05_s,Speech,rouge,rouge,Locale_SubScenario:event_BunnyX777_05_s_116,True,,1,think,,,,,10,10,1.0,,,13,idle,,,,,,,,,
event_BunnyX777_05_s_117,40014,event_BunnyX777_05_s,Speech,rouge,rouge,Locale_SubScenario:event_BunnyX777_05_s_117,True,,1,think,,,,,10,10,1.0,,,13,idle,,,,,,,,,
event_BunnyX777_05_s_118,40014,event_BunnyX777_05_s,Speech,sullenman,sullenman,Locale_SubScenario:event_BunnyX777_05_s_118,True,,1,think,,,,,10,130,1.0,,,13,idle,,,,,,,,,
event_BunnyX777_05_s_119,40014,event_BunnyX777_05_s,Speech,sullenman,sullenman,Locale_SubScenario:event_BunnyX777_05_s_119,True,,1,think,,,,,130,130,1.0,,,13,idle,,,,,,,,,
event_BunnyX777_05_s_120,40014,event_BunnyX777_05_s,Speech,sullenman,sullenman,Locale_SubScenario:event_BunnyX777_05_s_120,True,,1,think,,,,,130,130,1.0,,,13,idle,,,,,,,,,
event_BunnyX777_05_s_121,40014,event_BunnyX777_05_s,Speech,rouge,rouge,Locale_SubScenario:event_BunnyX777_05_s_121,True,,1,think,,,,,130,113,1.0,,,13,idle,,,,,,,,,
event_BunnyX777_05_s_122,40014,event_BunnyX777_05_s,Speech,rouge,rouge,Locale_SubScenario:event_BunnyX777_05_s_122,True,,1,think,,,,,113,113,1.0,,,13,idle,,,,,,,,,
event_BunnyX777_05_s_123,40014,event_BunnyX777_05_s,Speech,sullenman,sullenman,Locale_SubScenario:event_BunnyX777_05_s_123,True,,1,think,,,,,113,113,1.0,,,13,idle,,,,,,,,,
event_BunnyX777_05_s_124,40014,event_BunnyX777_05_s,Monologue,,,Locale_SubScenario:event_BunnyX777_05_s_124,False,,1,think,,,,,113,113,1.0,,,13,idle,,,,,,,,,
event_BunnyX777_05_s_125,40014,event_BunnyX777_05_s,Speech,sullenman,sullenman,Locale_SubScenario:event_BunnyX777_05_s_125,True,,1,think,,,,,113,113,1.0,,,13,idle,,,,,,,,,
event_BunnyX777_05_s_126,40014,event_BunnyX777_05_s,Speech,sullenman,sullenman,Locale_SubScenario:event_BunnyX777_05_s_126,True,,1,think,,,,,113,113,1.0,,,13,idle,,,,,,,,,
event_BunnyX777_05_s_127,40014,event_BunnyX777_05_s,Speech,rouge,rouge,Locale_SubScenario:event_BunnyX777_05_s_127,True,,1,think,,,,,113,10,1.0,,,13,idle,,,,,,,,,
event_BunnyX777_05_s_128,40014,event_BunnyX777_05_s,Narration,,,Locale_SubScenario:event_BunnyX777_05_s_128,False,,1,think,,,,,10,10,1.0,,,13,idle,,,,,,,,,
event_BunnyX777_05_s_129,40014,event_BunnyX777_05_s,Speech,rouge,rouge,Locale_SubScenario:event_BunnyX777_05_s_129,True,,1,think,,,,,10,100,1.0,,,13,idle,,,,,,,,,
