id,event_id,group_id,speech_window,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,highlight,speaker,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,fade,characters/3/show_char_id,characters/3/set_char_position,characters/3/set_char_anim,characters/4/show_char_id,characters/4/set_char_position,characters/4/set_char_anim,jump_target,characters/4/hide_char_id,play_sound,set_camera_shake
event_romanticvalentine_04_s_11,40069,event_romanticvalentine_04_s,Speech,Locale_SubScenario:event_romanticvalentine_04_s_11,True,,S_10,S_10,1.0,,mast_m,mast_m,,1,idle2,,3,smile,,13,idle,,,5,no,,15,idle,,,,
event_romanticvalentine_04_s_12,40069,event_romanticvalentine_04_s,Speech,Locale_SubScenario:event_romanticvalentine_04_s_12,True,,150,150,1.0,,sweetjohnny214,sweetjohnny214,,1,idle2,,3,smile,,13,idle,,,5,no,,15,idle,,,,
event_romanticvalentine_04_s_13,40069,event_romanticvalentine_04_s,Speech,Locale_SubScenario:event_romanticvalentine_04_s_13,True,,150,150,1.0,,sweetjohnny214,sweetjohnny214,,1,idle2,,3,smile,,13,idle,,,5,no,,15,idle,,,,
event_romanticvalentine_04_s_14,40069,event_romanticvalentine_04_s,Speech,Locale_SubScenario:event_romanticvalentine_04_s_14,True,,S_10,S_10,1.0,,mast_m,mast_m,,1,idle,,3,smile,,13,idle,,,5,no,,15,idle,,,,
event_romanticvalentine_04_s_15,40069,event_romanticvalentine_04_s,Speech,Locale_SubScenario:event_romanticvalentine_04_s_15,True,,S_10,S_10,1.0,,mast_m,mast_m,,1,idle,,3,smile,,13,idle,,,5,no,,15,idle,,,,
event_romanticvalentine_04_s_16,40069,event_romanticvalentine_04_s,Self,Locale_SubScenario:event_romanticvalentine_04_s_16,False,,S_10,S_10,1.0,,mast_m,,,1,idle,,3,smile,,13,idle,,,5,no,,15,idle,,,,
event_romanticvalentine_04_s_17,40069,event_romanticvalentine_04_s,Speech,Locale_SubScenario:event_romanticvalentine_04_s_17,True,,S_10,S_10,1.0,,mast_m,mast_m,,1,idle,,3,smile,,13,idle,,,5,no,,15,idle,,,,
event_romanticvalentine_04_s_18,40069,event_romanticvalentine_04_s,Speech,Locale_SubScenario:event_romanticvalentine_04_s_18,True,,S_10,S_10,1.0,,mast_m,mast_m,,1,idle,,3,smile,,13,idle,,,5,no,,15,idle,,,,
event_romanticvalentine_04_s_19,40069,event_romanticvalentine_04_s,Self,Locale_SubScenario:event_romanticvalentine_04_s_19,False,,S_10,S_10,1.0,,mast_m,,,1,idle,,3,smile,,13,idle,,,5,no,,15,idle,,,,
event_romanticvalentine_04_s_20,40069,event_romanticvalentine_04_s,Speech,Locale_SubScenario:event_romanticvalentine_04_s_20,True,,S_10,S_10,1.0,,mast_m,mast_m,,1,idle,,3,smile,,13,idle,,,5,no,,15,idle,,,,
event_romanticvalentine_04_s_21,40069,event_romanticvalentine_04_s,Speech,Locale_SubScenario:event_romanticvalentine_04_s_21,True,,S_10,S_100,1.0,,mast_m,mast_m,,1,delight,,3,smile,,13,idle,,,5,no,,15,idle,,,,
event_romanticvalentine_04_s_22,40069,event_romanticvalentine_04_s,Speech,Locale_SubScenario:event_romanticvalentine_04_s_22,True,,S_100,S_100,1.0,,mast_m,mast_m,,1,delight,,3,smile,,13,idle,,,5,no,,15,idle,,,,
event_romanticvalentine_04_s_23,40069,event_romanticvalentine_04_s,Speech,Locale_SubScenario:event_romanticvalentine_04_s_23,True,,S_100,S_100,1.0,,mast_m,mast_m,,1,delight,,3,smile,,13,idle,,,5,no,,15,idle,,,,
event_romanticvalentine_04_s_24,40069,event_romanticvalentine_04_s,Speech,Locale_SubScenario:event_romanticvalentine_04_s_24,True,,S_100,S_100,1.0,,mast_m,mast_m,,1,delight,,3,smile,,13,idle,,,5,no,,15,idle,,,,
event_romanticvalentine_04_s_25,40069,event_romanticvalentine_04_s,Speech,Locale_SubScenario:event_romanticvalentine_04_s_25,True,,S_100,S_100,1.0,,mast_m,mast_m,,1,delight,,3,smile,,13,idle,,,5,no,,15,idle,,,,
event_romanticvalentine_04_s_26,40069,event_romanticvalentine_04_s,Self,Locale_SubScenario:event_romanticvalentine_04_s_26,False,,S_100,S_100,1.0,,mast_m,,,1,delight,,3,smile,,13,idle,,,5,no,,15,idle,,,,
event_romanticvalentine_04_s_27,40069,event_romanticvalentine_04_s,Speech,Locale_SubScenario:event_romanticvalentine_04_s_27,True,,S_100,S_10,1.0,,mast_m,mast_m,,1,delight,,3,smile,,13,idle,,,5,no,,15,idle,,,,
event_romanticvalentine_04_s_28,40069,event_romanticvalentine_04_s,Monologue,Locale_SubScenario:event_romanticvalentine_04_s_28,False,,black,black,1.0,,,,,1,idle,,3,smile,,13,idle,,,5,no,,15,idle,,,,
event_romanticvalentine_04_s_29,40069,event_romanticvalentine_04_s,Monologue,Locale_SubScenario:event_romanticvalentine_04_s_29,False,,black,black,1.0,,,,,1,idle,,3,smile,,13,idle,,,5,no,,15,idle,,,,
event_romanticvalentine_04_s_30,40069,event_romanticvalentine_04_s,Monologue,Locale_SubScenario:event_romanticvalentine_04_s_30,False,,black,black,1.0,,,,,1,idle,,3,smile,,13,idle,,,5,no,,15,idle,,,,
event_romanticvalentine_04_s_31,40069,event_romanticvalentine_04_s,Monologue,Locale_SubScenario:event_romanticvalentine_04_s_31,False,,black,black,1.0,,,,,1,idle,,3,smile,,13,idle,,,5,no,,15,idle,,,,
event_romanticvalentine_04_s_32,40069,event_romanticvalentine_04_s,Speech,Locale_SubScenario:event_romanticvalentine_04_s_32,True,,50,500,1.5,none,trony_m,trony_m,,1,idle,,3,smile,,13,idle,,,5,no,,15,idle,,,,
event_romanticvalentine_04_s_33,40069,event_romanticvalentine_04_s,Self,Locale_SubScenario:event_romanticvalentine_04_s_33,False,,500,500,1.0,,trony_m,,,1,idle,,3,smile,,13,idle,,,5,no,,15,idle,,,,
event_romanticvalentine_04_s_34,40069,event_romanticvalentine_04_s,Self,Locale_SubScenario:event_romanticvalentine_04_s_34,False,,500,500,1.0,,trony_m,,,1,idle,,3,smile,,13,idle,,,5,no,,15,idle,,,,
event_romanticvalentine_04_s_35,40069,event_romanticvalentine_04_s,Speech,Locale_SubScenario:event_romanticvalentine_04_s_35,True,,500,500,1.0,,trony_m,trony_m,,1,idle,,3,smile,,13,idle,,,5,no,,15,idle,,,,
event_romanticvalentine_04_s_36,40069,event_romanticvalentine_04_s,Speech,Locale_SubScenario:event_romanticvalentine_04_s_36,True,,500,500,1.0,,trony_m,trony_m,,1,idle,,3,smile,,13,idle,,,5,no,,15,idle,,,,
event_romanticvalentine_04_s_37,40069,event_romanticvalentine_04_s,Speech,Locale_SubScenario:event_romanticvalentine_04_s_37,True,,500,500,1.0,,trony_m,trony_m,,1,idle,,3,smile,,13,idle,,,5,surprise,,15,idle,,,,
event_romanticvalentine_04_s_38,40069,event_romanticvalentine_04_s,Speech,Locale_SubScenario:event_romanticvalentine_04_s_38,False,,500,500,1.0,,trony_m,trony_m,,1,idle,,3,smile,,13,idle,,,5,surprise2,,15,idle,,,,
event_romanticvalentine_04_s_39,40069,event_romanticvalentine_04_s,Speech,Locale_SubScenario:event_romanticvalentine_04_s_39,True,,500,500,1.0,,trony_m,trony_m,,1,idle,,3,smile,,13,idle,,,5,surprise,,15,idle,,,,
event_romanticvalentine_04_s_40,40069,event_romanticvalentine_04_s,Self,Locale_SubScenario:event_romanticvalentine_04_s_40,False,,500,500,1.0,,trony_m,,,1,idle,,3,smile,,13,idle,,,5,surprise,,15,idle,,,,
event_romanticvalentine_04_s_41,40069,event_romanticvalentine_04_s,Speech,Locale_SubScenario:event_romanticvalentine_04_s_41,True,,S_10,S_10,1.0,bgm_story_orangepop,mast_m,mast_m,,1,delight,,3,smile,,13,idle,,,5,surprise,,15,idle,,,,
event_romanticvalentine_04_s_42,40069,event_romanticvalentine_04_s,Speech,Locale_SubScenario:event_romanticvalentine_04_s_42,True,,S_10,S_10,1.0,,mast_m,mast_m,,1,idle,,3,smile,,13,idle,,,5,surprise,,15,idle,,,,
event_romanticvalentine_04_s_43,40069,event_romanticvalentine_04_s,Self,Locale_SubScenario:event_romanticvalentine_04_s_43,False,,S_10,S_10,1.0,,mast_m,,,1,idle,,3,smile,,13,idle,,,5,surprise,,15,idle,,,,
event_romanticvalentine_04_s_44,40069,event_romanticvalentine_04_s,Speech,Locale_SubScenario:event_romanticvalentine_04_s_44,True,,S_10,S_10,1.0,,mast_m,mast_m,,1,idle,,3,smile,,13,idle,,,5,surprise,,15,idle,,,,
event_romanticvalentine_04_s_45,40069,event_romanticvalentine_04_s,Self,Locale_SubScenario:event_romanticvalentine_04_s_45,False,,S_10,S_10,1.0,,mast_m,,,1,idle,,3,smile,,13,idle,,,5,surprise,,15,idle,,,,
event_romanticvalentine_04_s_46,40069,event_romanticvalentine_04_s,Speech,Locale_SubScenario:event_romanticvalentine_04_s_46,True,,150,150,1.0,,sweetjohnny214,sweetjohnny214,,1,idle,,3,smile,,13,idle,,,5,surprise,,15,idle,,,,
event_romanticvalentine_04_s_47,40069,event_romanticvalentine_04_s,Speech,Locale_SubScenario:event_romanticvalentine_04_s_47,True,,150,150,1.0,,sweetjohnny214,sweetjohnny214,,1,idle,,3,smile,,13,idle,,,5,surprise,,15,idle,,,,
event_romanticvalentine_04_s_48,40069,event_romanticvalentine_04_s,Speech,Locale_SubScenario:event_romanticvalentine_04_s_48,True,,S_100,S_100,1.0,,mast_m,mast_m,,1,delight,,3,smile,,13,idle,,,5,surprise,,15,idle,,,,
event_romanticvalentine_04_s_49,40069,event_romanticvalentine_04_s,Speech,Locale_SubScenario:event_romanticvalentine_04_s_49,True,,S_100,S_100,1.0,,mast_m,mast_m,,1,delight,,3,smile,,13,idle,,,5,surprise,,15,idle,,,,
event_romanticvalentine_04_s_50,40069,event_romanticvalentine_04_s,Speech,Locale_SubScenario:event_romanticvalentine_04_s_50,True,,S_100,S_100,1.0,,mast_m,mast_m,,1,delight,,3,smile,,13,idle,,,5,surprise,,15,idle,,,,
event_romanticvalentine_04_s_51,40069,event_romanticvalentine_04_s,Speech,Locale_SubScenario:event_romanticvalentine_04_s_51,True,,XS_1300,XS_1300,1.0,,anchor_m,anchor_m,,1,delight,,3,smile,,13,delight,,,5,surprise,,15,idle,,,,
event_romanticvalentine_04_s_52,40069,event_romanticvalentine_04_s,Speech,Locale_SubScenario:event_romanticvalentine_04_s_52,True,,300,300,1.0,,sin_m,sin_m,,1,delight,,3,smile,,13,delight,,,5,surprise,,15,idle,,,,
event_romanticvalentine_04_s_53,40069,event_romanticvalentine_04_s,Speech,Locale_SubScenario:event_romanticvalentine_04_s_53,True,,50,50,1.0,,trony_m,trony_m,,1,delight,,3,smile,,13,delight,,,5,surprise,,15,idle,,,,
event_romanticvalentine_04_s_54,40069,event_romanticvalentine_04_s,Speech,Locale_SubScenario:event_romanticvalentine_04_s_54,True,,50,500,1.0,,trony_m,trony_m,,1,delight,,3,smile,,13,delight,,,5,special,,15,idle,,,,
event_romanticvalentine_04_s_55,40069,event_romanticvalentine_04_s,Self,Locale_SubScenario:event_romanticvalentine_04_s_55,False,,500,500,1.0,,trony_m,,,1,delight,,3,smile,,13,delight,,,5,special,,15,idle,,,,
event_romanticvalentine_04_s_56,40069,event_romanticvalentine_04_s,Speech,Locale_SubScenario:event_romanticvalentine_04_s_56,True,,150,150,1.0,,sweetjohnny214,sweetjohnny214,,1,delight,,3,smile,,13,delight,,,5,special,,15,idle,,,,
event_romanticvalentine_04_s_57,40069,event_romanticvalentine_04_s,Speech,Locale_SubScenario:event_romanticvalentine_04_s_57,True,,150,150,1.0,,sweetjohnny214,sweetjohnny214,,1,delight,,3,smile,,13,delight,,,5,special,,15,idle,,,,
event_romanticvalentine_04_s_58,40069,event_romanticvalentine_04_s,Speech,Locale_SubScenario:event_romanticvalentine_04_s_58,True,,150,150,1.0,,sweetjohnny214,sweetjohnny214,,1,delight,,3,smile,,13,delight,,,5,special,,15,idle,,,,
event_romanticvalentine_04_s_59,40069,event_romanticvalentine_04_s,Speech,Locale_SubScenario:event_romanticvalentine_04_s_59,False,,12,12,1.0,none,mast_m,mast_m,,1,shy1,,3,smile,,13,delight,black,,5,special,,15,idle,,,,
event_romanticvalentine_04_s_60,40069,event_romanticvalentine_04_s,Speech,Locale_SubScenario:event_romanticvalentine_04_s_60,True,,12,12,1.0,bgm_story_languor,mast_m,mast_m,,1,shy1,,3,smile,,13,delight,,,5,special,,15,idle,,,,
event_romanticvalentine_04_s_61,40069,event_romanticvalentine_04_s,Speech,Locale_SubScenario:event_romanticvalentine_04_s_61,True,,12,12,1.0,,anchor_m,anchor_m,,1,shy1,,3,smile,,13,delight,,,5,special,,15,idle,,,,
event_romanticvalentine_04_s_62,40069,event_romanticvalentine_04_s,Speech,Locale_SubScenario:event_romanticvalentine_04_s_62,True,,12,12,1.0,,mast_m,mast_m,,1,shy2,,3,smile,,13,delight,,,5,special,,15,idle,,,,
event_romanticvalentine_04_s_63,40069,event_romanticvalentine_04_s,Speech,Locale_SubScenario:event_romanticvalentine_04_s_63,True,,12,12,1.0,,mast_m,mast_m,,1,shy2,,3,smile,,13,delight,,,5,special,,15,idle,,,,
event_romanticvalentine_04_s_64,40069,event_romanticvalentine_04_s,Speech,Locale_SubScenario:event_romanticvalentine_04_s_64,True,,50,50,1.0,,trony_m,trony_m,,1,shy2,,3,smile,,13,delight,,,5,no,,15,idle,,,,
event_romanticvalentine_04_s_65,40069,event_romanticvalentine_04_s,Speech,Locale_SubScenario:event_romanticvalentine_04_s_65,True,,S_10,S_10,1.0,,mast_m,mast_m,,1,shy2,,3,smile,,13,delight,,,5,no,,15,idle,,,,
event_romanticvalentine_04_s_66,40069,event_romanticvalentine_04_s,Speech,Locale_SubScenario:event_romanticvalentine_04_s_66,True,,S_10,2,1.0,,sin_m,sin_m,,1,shy2,,3,delight,,13,delight,,,5,no,,15,idle,,,,
event_romanticvalentine_04_s_67,40069,event_romanticvalentine_04_s,Speech,Locale_SubScenario:event_romanticvalentine_04_s_67,True,,2,2,1.0,,sin_m,sin_m,,1,shy2,,3,delight,,13,delight,,,5,no,,15,idle,,,,
event_romanticvalentine_04_s_68,40069,event_romanticvalentine_04_s,Choice,Locale_SubScenario:event_romanticvalentine_04_s_68,False,,2,2,1.0,,sin_m,,,1,shy2,,3,delight,,13,delight,,,5,no,,15,idle,event_romanticvalentine_04_s_70,,,
event_romanticvalentine_04_s_69,40069,event_romanticvalentine_04_s,Choice,Locale_SubScenario:event_romanticvalentine_04_s_69,False,,2,2,1.0,,sin_m,,,1,shy2,,3,delight,,13,delight,,,5,no,,15,idle,event_romanticvalentine_04_s_70,,,
event_romanticvalentine_04_s_70,40069,event_romanticvalentine_04_s,Speech,Locale_SubScenario:event_romanticvalentine_04_s_70,True,,2,2,1.0,,mast_m,mast_m,,1,idle2,,3,delight,,13,delight,,,5,no,,15,idle,,,,
event_romanticvalentine_04_s_71,40069,event_romanticvalentine_04_s,Speech,Locale_SubScenario:event_romanticvalentine_04_s_71,True,,50,50,1.0,,trony_m,trony_m,,1,idle2,,3,delight,,13,delight,,,5,no,,15,idle,,,,
event_romanticvalentine_04_s_72,40069,event_romanticvalentine_04_s,Self,Locale_SubScenario:event_romanticvalentine_04_s_72,False,,50,50,1.0,,trony_m,,,1,idle2,,3,delight,,13,delight,,,5,no,,15,idle,,,,
event_romanticvalentine_04_s_73,40069,event_romanticvalentine_04_s,Speech,Locale_SubScenario:event_romanticvalentine_04_s_73,True,,50,30,1.0,,sin_m,sin_m,,1,idle2,,3,delight,,13,delight,,,5,no,,15,idle,,,,
event_romanticvalentine_04_s_74,40069,event_romanticvalentine_04_s,Self,Locale_SubScenario:event_romanticvalentine_04_s_74,False,,30,30,1.0,,sin_m,,,1,idle2,,3,delight,,13,delight,,,5,no,,15,idle,,,,
event_romanticvalentine_04_s_75,40069,event_romanticvalentine_04_s,Self,Locale_SubScenario:event_romanticvalentine_04_s_75,False,,30,30,1.0,,sin_m,,,1,idle2,,3,delight,,13,delight,,,5,no,,15,idle,,,,
event_romanticvalentine_04_s_76,40069,event_romanticvalentine_04_s,Speech,Locale_SubScenario:event_romanticvalentine_04_s_76,True,,30,30,1.0,,sin_m,sin_m,,1,idle2,,3,smile,,13,delight,,,5,no,,15,idle,,sweetjohnny214,,
event_romanticvalentine_04_s_77,40069,event_romanticvalentine_04_s,Speech,Locale_SubScenario:event_romanticvalentine_04_s_77,True,,30,30,1.0,,sin_m,sin_m,,1,idle2,,3,smile,,13,delight,,,5,no,,,,,,,
event_romanticvalentine_04_s_78,40069,event_romanticvalentine_04_s,Narration,Locale_SubScenario:event_romanticvalentine_04_s_78,False,,black,black,1.0,,,,,1,idle2,,3,smile,,13,delight,,,5,no,,,,,,sfx_scn_putdown,
event_romanticvalentine_04_s_79,40069,event_romanticvalentine_04_s,Monologue,Locale_SubScenario:event_romanticvalentine_04_s_79,False,,black,black,1.0,none,,,,1,idle,,3,smile,,13,delight,,,5,no,,,,,,,
event_romanticvalentine_04_s_80,40069,event_romanticvalentine_04_s,Speech,Locale_SubScenario:event_romanticvalentine_04_s_80,True,,170,170,1.0,bgm_story_orangepop,privaty_m,privaty_m,,1,idle,,3,surprise,,13,delight,,,5,shy,privaty_m,17,sad2,,,,
event_romanticvalentine_04_s_81,40069,event_romanticvalentine_04_s,Speech,Locale_SubScenario:event_romanticvalentine_04_s_81,True,,170,170,1.0,,privaty_m,privaty_m,,1,idle,,3,surprise,,13,delight,,,5,shy,,17,no,,,,
event_romanticvalentine_04_s_82,40069,event_romanticvalentine_04_s,Self,Locale_SubScenario:event_romanticvalentine_04_s_82,False,,170,170,1.0,,privaty_m,,,1,idle,,3,surprise,,13,delight,,,5,shy,,17,no,,,,
event_romanticvalentine_04_s_83,40069,event_romanticvalentine_04_s,Monologue,Locale_SubScenario:event_romanticvalentine_04_s_83,False,,170,170,1.0,,privaty_m,,,1,idle,,3,surprise,,13,delight,,,5,shy,,17,no,,,,
event_romanticvalentine_04_s_84,40069,event_romanticvalentine_04_s,Narration,Locale_SubScenario:event_romanticvalentine_04_s_84,False,,170,170,1.0,,privaty_m,,,1,idle,,3,surprise,,13,delight,,,5,shy,,17,no,,,,
event_romanticvalentine_04_s_85,40069,event_romanticvalentine_04_s,Narration,Locale_SubScenario:event_romanticvalentine_04_s_85,False,,170,170,1.0,,privaty_m,,,1,idle,,3,surprise,,13,delight,,,5,shy,,17,no,,,,
event_romanticvalentine_04_s_86,40069,event_romanticvalentine_04_s,Narration,Locale_SubScenario:event_romanticvalentine_04_s_86,False,,170,170,1.0,,privaty_m,,,1,idle,,3,surprise,,13,delight,,,5,shy,,17,no,,,,
event_romanticvalentine_04_s_87,40069,event_romanticvalentine_04_s,Narration,Locale_SubScenario:event_romanticvalentine_04_s_87,False,,170,170,1.0,,privaty_m,,,1,idle,,3,surprise,,13,delight,,,5,shy,,17,no,,,,
event_romanticvalentine_04_s_88,40069,event_romanticvalentine_04_s,Self,Locale_SubScenario:event_romanticvalentine_04_s_88,False,,170,170,1.0,,privaty_m,,,1,idle,,3,surprise,,13,delight,,,5,shy,,17,no,,,,
event_romanticvalentine_04_s_89,40069,event_romanticvalentine_04_s,Speech,Locale_SubScenario:event_romanticvalentine_04_s_89,True,,170,170,1.0,,privaty_m,privaty_m,,1,idle,,3,surprise,,13,delight,,,5,shy,,17,no,,,,
event_romanticvalentine_04_s_90,40069,event_romanticvalentine_04_s,Monologue,Locale_SubScenario:event_romanticvalentine_04_s_90,False,,170,170,1.0,,privaty_m,,,1,idle,,3,surprise,,13,delight,,,5,shy,,17,sad,,,,
event_romanticvalentine_04_s_91,40069,event_romanticvalentine_04_s,Monologue,Locale_SubScenario:event_romanticvalentine_04_s_91,False,,170,1700,1.5,,privaty_m,,,1,idle,,3,surprise,,13,delight,,,5,shy,,17,sad,,,sfx_scn_waterpour,
event_romanticvalentine_04_s_92,40069,event_romanticvalentine_04_s,Speech,Locale_SubScenario:event_romanticvalentine_04_s_92,True,,S_10,S_10,1.0,,mast_m,mast_m,,1,idle,,3,surprise,,13,delight,,,5,shy,,17,sad,,,,
event_romanticvalentine_04_s_93,40069,event_romanticvalentine_04_s,Speech,Locale_SubScenario:event_romanticvalentine_04_s_93,True,,170,170,1.0,,privaty_m,privaty_m,,1,idle,,3,surprise,,13,delight,,,5,shy,,17,sad,,,,
event_romanticvalentine_04_s_94,40069,event_romanticvalentine_04_s,Speech,Locale_SubScenario:event_romanticvalentine_04_s_94,True,,170,170,1.0,,privaty_m,privaty_m,,1,idle,,3,surprise,,13,delight,,,5,shy,,17,sad,,,,
event_romanticvalentine_04_s_95,40069,event_romanticvalentine_04_s,Self,Locale_SubScenario:event_romanticvalentine_04_s_95,False,,170,170,1.0,,privaty_m,,,1,idle,,3,surprise,,13,delight,,,5,shy,,17,sad,,,,
event_romanticvalentine_04_s_96,40069,event_romanticvalentine_04_s,Speech,Locale_SubScenario:event_romanticvalentine_04_s_96,True,,170,170,1.0,,privaty_m,privaty_m,,1,idle,,3,idle,,13,delight,,,5,shy,,17,sad,,,,
event_romanticvalentine_04_s_97,40069,event_romanticvalentine_04_s,Speech,Locale_SubScenario:event_romanticvalentine_04_s_97,True,,170,170,1.0,,privaty_m,privaty_m,,1,idle,,3,idle,,13,delight,,,5,shy,,17,sad,,,,
event_romanticvalentine_04_s_98,40069,event_romanticvalentine_04_s,Speech,Locale_SubScenario:event_romanticvalentine_04_s_98,True,,170,170,1.0,,privaty_m,privaty_m,,1,idle,,3,idle,,13,delight,,,5,shy,,17,sad,,,,
event_romanticvalentine_04_s_99,40069,event_romanticvalentine_04_s,Speech,Locale_SubScenario:event_romanticvalentine_04_s_99,True,,170,170,1.0,,privaty_m,privaty_m,,1,idle,,3,idle,,13,delight,,,5,shy,,17,sad,,,,
event_romanticvalentine_04_s_100,40069,event_romanticvalentine_04_s,Self,Locale_SubScenario:event_romanticvalentine_04_s_100,False,,170,170,1.0,,privaty_m,,,1,idle,,3,idle,,13,delight,,,5,shy,,17,sad,,,,
event_romanticvalentine_04_s_101,40069,event_romanticvalentine_04_s,Speech,Locale_SubScenario:event_romanticvalentine_04_s_101,True,,170,170,1.0,,privaty_m,privaty_m,,1,idle,,3,idle,,13,delight,,,5,shy,,17,sad2,,,,
event_romanticvalentine_04_s_102,40069,event_romanticvalentine_04_s,Speech,Locale_SubScenario:event_romanticvalentine_04_s_102,True,,170,170,1.0,,privaty_m,privaty_m,,1,idle,,3,idle,,13,delight,,,5,shy,,17,sad2,,,,
event_romanticvalentine_04_s_103,40069,event_romanticvalentine_04_s,Speech,Locale_SubScenario:event_romanticvalentine_04_s_103,True,,170,170,1.0,,privaty_m,privaty_m,,1,idle,,3,idle,,13,delight,,,5,shy,,17,sad2,,,,
event_romanticvalentine_04_s_104,40069,event_romanticvalentine_04_s,Self,Locale_SubScenario:event_romanticvalentine_04_s_104,False,,170,170,1.0,,privaty_m,,,1,idle,,3,idle,,13,delight,,,5,shy,,17,sad2,,,,
event_romanticvalentine_04_s_105,40069,event_romanticvalentine_04_s,Self,Locale_SubScenario:event_romanticvalentine_04_s_105,False,,170,170,1.0,,privaty_m,,,1,idle,,3,idle,,13,delight,,,5,shy,,17,sad2,,,,
event_romanticvalentine_04_s_106,40069,event_romanticvalentine_04_s,Speech,Locale_SubScenario:event_romanticvalentine_04_s_106,True,,170,1700,1.0,,privaty_m,privaty_m,,1,idle,,3,idle,,13,delight,,,5,shy,,17,surprise,,,,
event_romanticvalentine_04_s_107,40069,event_romanticvalentine_04_s,Self,Locale_SubScenario:event_romanticvalentine_04_s_107,False,,1700,1700,1.0,,privaty_m,,,1,idle,,3,idle,,13,delight,,,5,shy,,17,surprise,,,,
event_romanticvalentine_04_s_108,40069,event_romanticvalentine_04_s,Speech,Locale_SubScenario:event_romanticvalentine_04_s_108,True,,1700,17,1.0,,privaty_m,privaty_m,,1,idle,,3,delight,,13,delight,,,5,shy,,17,idle,,,,
event_romanticvalentine_04_s_109,40069,event_romanticvalentine_04_s,Monologue,Locale_SubScenario:event_romanticvalentine_04_s_109,False,,17,12,1.0,,,,,1,idle,,3,delight,,13,surprise,,,5,shy,,17,idle,,,,
event_romanticvalentine_04_s_110,40069,event_romanticvalentine_04_s,Speech,Locale_SubScenario:event_romanticvalentine_04_s_110,True,,12,12,1.0,,mast_m,mast_m,,1,idle,,3,delight,,13,surprise,,,5,shy,,17,idle,,,,
event_romanticvalentine_04_s_111,40069,event_romanticvalentine_04_s,Speech,Locale_SubScenario:event_romanticvalentine_04_s_111,True,,12,12,1.0,,anchor_m,anchor_m,,1,idle,,3,delight,,13,surprise,,,5,shy,,17,idle,,,,
