id,event_id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,set_filter_01,set_filter_02,set_camera_shake
event_dirtybackyard_03_s_18,40038,event_dirtybackyard_03_s,Speech,sugar_g,sugar_g,Locale_SubScenario:event_dirtybackyard_03_s_18,True,,5,worry,,3,idle,,1,idle,,S_10,S_10,1.0,,,,
event_dirtybackyard_03_s_19,40038,event_dirtybackyard_03_s,Monologue,,,Locale_SubScenario:event_dirtybackyard_03_s_19,False,,5,worry,,3,idle,,1,idle,,S_10,1,1.0,,,,
event_dirtybackyard_03_s_20,40038,event_dirtybackyard_03_s,Speech,sugar_g,sugar_g,Locale_SubScenario:event_dirtybackyard_03_s_20,True,,5,think,,3,idle,,1,idle,,1,1,1.0,,,,
event_dirtybackyard_03_s_21,40038,event_dirtybackyard_03_s,Speech,sugar_g,sugar_g,Locale_SubScenario:event_dirtybackyard_03_s_21,True,,5,think,,3,idle,,1,idle,,1,1,1.0,,,,
event_dirtybackyard_03_s_22,40038,event_dirtybackyard_03_s,Speech,sugar_g,sugar_g,Locale_SubScenario:event_dirtybackyard_03_s_22,True,,5,think,,3,idle,,1,idle,,1,1,1.0,,,,
event_dirtybackyard_03_s_23,40038,event_dirtybackyard_03_s,Speech,sugar_g,sugar_g,Locale_SubScenario:event_dirtybackyard_03_s_23,True,,5,think,,3,idle,,1,idle,,1,1,1.0,,,,
event_dirtybackyard_03_s_24,40038,event_dirtybackyard_03_s,Speech,jin,jin,Locale_SubScenario:event_dirtybackyard_03_s_24,True,,5,think,,3,idle,,1,idle,,1,3,1.0,,,,
event_dirtybackyard_03_s_25,40038,event_dirtybackyard_03_s,Speech,jin,jin,Locale_SubScenario:event_dirtybackyard_03_s_25,True,,5,think,,3,idle,,1,idle,OuterrimWall,3,150,1.0,,Grey,,
event_dirtybackyard_03_s_26,40038,event_dirtybackyard_03_s,Speech,jin,jin,Locale_SubScenario:event_dirtybackyard_03_s_26,True,,5,think,,3,idle,,1,idle,,150,150,1.0,,Grey,,
event_dirtybackyard_03_s_27,40038,event_dirtybackyard_03_s,Speech,jin,jin,Locale_SubScenario:event_dirtybackyard_03_s_27,True,,5,think,,3,idle,,1,idle,,150,150,1.0,,Grey,,
event_dirtybackyard_03_s_28,40038,event_dirtybackyard_03_s,Speech,jin,jin,Locale_SubScenario:event_dirtybackyard_03_s_28,True,,5,think,,3,idle,,1,idle,,150,150,1.0,,Grey,,
event_dirtybackyard_03_s_29,40038,event_dirtybackyard_03_s,Self,,,Locale_SubScenario:event_dirtybackyard_03_s_29,False,,5,think,,3,idle,,1,idle,Backstreet_n,150,3,1.0,,,,
event_dirtybackyard_03_s_30,40038,event_dirtybackyard_03_s,Self,,,Locale_SubScenario:event_dirtybackyard_03_s_30,False,,5,think,,3,idle,,1,idle,,3,3,1.0,,,,
event_dirtybackyard_03_s_31,40038,event_dirtybackyard_03_s,Speech,jin,jin,Locale_SubScenario:event_dirtybackyard_03_s_31,True,,5,think,,3,idle,,1,idle,,3,3,1.0,,,,
event_dirtybackyard_03_s_32,40038,event_dirtybackyard_03_s,Speech,jin,jin,Locale_SubScenario:event_dirtybackyard_03_s_32,True,,5,think,,3,idle,,1,idle,,3,3,1.0,,,,
event_dirtybackyard_03_s_33,40038,event_dirtybackyard_03_s,Speech,jin,jin,Locale_SubScenario:event_dirtybackyard_03_s_33,True,,5,think,,3,idle,,1,idle,,3,3,1.0,,,,
event_dirtybackyard_03_s_34,40038,event_dirtybackyard_03_s,Speech,jin,jin,Locale_SubScenario:event_dirtybackyard_03_s_34,True,,5,think,,3,idle,,1,idle,OuterrimWall,3,150,1.0,,Grey,,
event_dirtybackyard_03_s_35,40038,event_dirtybackyard_03_s,Speech,jin,jin,Locale_SubScenario:event_dirtybackyard_03_s_35,True,,5,think,,3,idle,,1,idle,,150,150,1.0,,Grey,,
event_dirtybackyard_03_s_36,40038,event_dirtybackyard_03_s,Speech,jin,jin,Locale_SubScenario:event_dirtybackyard_03_s_36,True,,5,think,,3,idle,,1,idle,,150,150,1.0,,Grey,,
event_dirtybackyard_03_s_37,40038,event_dirtybackyard_03_s,Self,,,Locale_SubScenario:event_dirtybackyard_03_s_37,False,,5,think,,3,idle,,1,idle,,150,150,1.0,,Grey,,
event_dirtybackyard_03_s_38,40038,event_dirtybackyard_03_s,Speech,jin,jin,Locale_SubScenario:event_dirtybackyard_03_s_38,True,,5,think,,3,idle,,1,idle,Backstreet_n,150,3,1.0,,,,
event_dirtybackyard_03_s_39,40038,event_dirtybackyard_03_s,Speech,jin,jin,Locale_SubScenario:event_dirtybackyard_03_s_39,True,,5,think,,3,idle,,1,idle,,3,3,1.0,,,,
event_dirtybackyard_03_s_40,40038,event_dirtybackyard_03_s,Speech,jin,jin,Locale_SubScenario:event_dirtybackyard_03_s_40,True,,5,think,,3,idle,,1,idle,,3,3,1.0,,,,
event_dirtybackyard_03_s_41,40038,event_dirtybackyard_03_s,Speech,jin,jin,Locale_SubScenario:event_dirtybackyard_03_s_41,True,,5,think,,3,idle,,1,idle,,3,L_30,1.0,,,,
event_dirtybackyard_03_s_42,40038,event_dirtybackyard_03_s,Self,,,Locale_SubScenario:event_dirtybackyard_03_s_42,False,,5,think,,3,idle,,1,idle,,L_30,L_30,1.0,,,,
event_dirtybackyard_03_s_43,40038,event_dirtybackyard_03_s,Speech,jin,jin,Locale_SubScenario:event_dirtybackyard_03_s_43,True,,5,think,,3,idle,,1,idle,,L_30,L_30,1.0,,,,
event_dirtybackyard_03_s_44,40038,event_dirtybackyard_03_s,Speech,jin,jin,Locale_SubScenario:event_dirtybackyard_03_s_44,True,,5,think,,3,idle,,1,idle,,L_30,L_30,1.0,,,,
event_dirtybackyard_03_s_45,40038,event_dirtybackyard_03_s,Speech,jin,jin,Locale_SubScenario:event_dirtybackyard_03_s_45,True,,5,think,,3,idle,,1,idle,,L_30,3,1.0,,,,
event_dirtybackyard_03_s_46,40038,event_dirtybackyard_03_s,Speech,moran,moran,Locale_SubScenario:event_dirtybackyard_03_s_46,False,,5,think,,3,idle,,1,idle,,5,50,0.7,,,,Low_2
event_dirtybackyard_03_s_47,40038,event_dirtybackyard_03_s,Speech,moran,moran,Locale_SubScenario:event_dirtybackyard_03_s_47,True,,5,think,,3,idle,,1,idle,,50,50,1.0,,,,
event_dirtybackyard_03_s_48,40038,event_dirtybackyard_03_s,Speech,moran,moran,Locale_SubScenario:event_dirtybackyard_03_s_48,True,,5,think,,3,idle,,1,idle,,50,50,1.0,,,,
event_dirtybackyard_03_s_49,40038,event_dirtybackyard_03_s,Speech,jin,jin,Locale_SubScenario:event_dirtybackyard_03_s_49,True,,5,think,,3,idle,,1,idle,,L_30,L_30,1.0,,,,
event_dirtybackyard_03_s_50,40038,event_dirtybackyard_03_s,Speech,jin,jin,Locale_SubScenario:event_dirtybackyard_03_s_50,True,,5,think,,3,idle,,1,idle,,L_30,3,1.0,,,,
event_dirtybackyard_03_s_51,40038,event_dirtybackyard_03_s,Speech,jin,jin,Locale_SubScenario:event_dirtybackyard_03_s_51,True,,5,think,,3,idle,,1,idle,,3,3,1.0,,,,
event_dirtybackyard_03_s_52,40038,event_dirtybackyard_03_s,Speech,jin,jin,Locale_SubScenario:event_dirtybackyard_03_s_52,True,,5,think,,3,idle,,1,idle,,3,3,1.0,,,,
event_dirtybackyard_03_s_53,40038,event_dirtybackyard_03_s,Speech,moran,moran,Locale_SubScenario:event_dirtybackyard_03_s_53,True,,5,angry,,3,idle,,1,idle,,50,50,1.0,,,,Low_2
