id,event_id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,characters/3/show_char_id,characters/3/set_char_position,characters/3/set_char_anim,characters/4/show_char_id,characters/4/set_char_position,characters/4/set_char_anim,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,set_camera_shake,characters/3/hide_char_id
event_freezeacpu_02_e_27,40030,event_freezeacpu_02_e,Speech,drake,drake,Locale_SubScenario:event_freezeacpu_02_e_27,True,,9,idle,,7,idle,,5,idle,,3,idle,,1,idle,,3,3,1.0,,,
event_freezeacpu_02_e_28,40030,event_freezeacpu_02_e,Self,,Self,Locale_SubScenario:event_freezeacpu_02_e_28,False,,9,idle,,7,idle,,5,idle,,3,idle,,1,idle,,3,3,1.0,,,
event_freezeacpu_02_e_29,40030,event_freezeacpu_02_e,Speech,drake,drake,Locale_SubScenario:event_freezeacpu_02_e_29,True,,9,idle,,7,idle,,5,idle,,3,no,,1,idle,,3,3,1.0,,,
event_freezeacpu_02_e_30,40030,event_freezeacpu_02_e,Self,,Self,Locale_SubScenario:event_freezeacpu_02_e_30,False,,9,idle,,7,idle,,5,idle,,3,no,,1,idle,,3,3,1.0,,,
event_freezeacpu_02_e_31,40030,event_freezeacpu_02_e,Speech,drake,drake,Locale_SubScenario:event_freezeacpu_02_e_31,True,,9,idle,,7,idle,,5,idle,,3,idle,,1,idle,,3,3,1.0,,,
event_freezeacpu_02_e_32,40030,event_freezeacpu_02_e,Speech,drake,drake,Locale_SubScenario:event_freezeacpu_02_e_32,True,,9,idle,,7,idle,,5,idle,,3,delight,,1,idle,,3,30,0.5,,Low_2,
event_freezeacpu_02_e_33,40030,event_freezeacpu_02_e,Speech,anis,anis,Locale_SubScenario:event_freezeacpu_02_e_33,True,,9,idle,,7,idle,,5,idle,,3,delight,,1,idle,,6,6,1.0,,,
event_freezeacpu_02_e_34,40030,event_freezeacpu_02_e,Speech,anis,anis,Locale_SubScenario:event_freezeacpu_02_e_34,True,,9,idle,,7,idle,,5,idle,,3,delight,,1,idle,,6,6,1.0,,,
event_freezeacpu_02_e_35,40030,event_freezeacpu_02_e,Speech,neon,neon,Locale_SubScenario:event_freezeacpu_02_e_35,True,,9,idle,,7,idle,,5,idle,,3,idle,,1,idle,,6,6,1.0,,,
event_freezeacpu_02_e_36,40030,event_freezeacpu_02_e,Speech,neon,neon,Locale_SubScenario:event_freezeacpu_02_e_36,True,,9,idle,,7,no,,5,idle,,3,idle,,1,idle,,6,6,1.0,,,
event_freezeacpu_02_e_37,40030,event_freezeacpu_02_e,Speech,drake,drake,Locale_SubScenario:event_freezeacpu_02_e_37,True,,9,idle,,7,no,,5,idle,,3,no,,1,idle,,300,300,1.0,,Low_2,
event_freezeacpu_02_e_38,40030,event_freezeacpu_02_e,Speech,drake,drake,Locale_SubScenario:event_freezeacpu_02_e_38,True,,9,idle,,7,idle,,5,idle,,3,no,,1,idle,,300,300,1.0,,Low_2,
event_freezeacpu_02_e_39,40030,event_freezeacpu_02_e,Speech,neon,neon,Locale_SubScenario:event_freezeacpu_02_e_39,False,,9,idle,,7,worry,,5,idle,,3,idle,,1,idle,,6,6,1.0,,,
event_freezeacpu_02_e_40,40030,event_freezeacpu_02_e,Speech,anis,anis,Locale_SubScenario:event_freezeacpu_02_e_40,True,,9,idle,,7,worry,,5,void,,3,void,,1,idle,,6,6,1.0,,,
event_freezeacpu_02_e_41,40030,event_freezeacpu_02_e,Speech,drake,drake,Locale_SubScenario:event_freezeacpu_02_e_41,True,,9,idle,,7,idle,,5,void,,3,delight,,1,idle,,30,30,1.0,,,
event_freezeacpu_02_e_42,40030,event_freezeacpu_02_e,Speech,drake,drake,Locale_SubScenario:event_freezeacpu_02_e_42,True,,9,idle,,7,idle,,5,void,,3,delight,,1,idle,,30,30,1.0,,,
event_freezeacpu_02_e_43,40030,event_freezeacpu_02_e,Speech,anis,anis,Locale_SubScenario:event_freezeacpu_02_e_43,True,,9,idle,,7,idle,,5,no,,3,no,,1,idle,,5,5,1.0,,,
event_freezeacpu_02_e_44,40030,event_freezeacpu_02_e,Speech,drake,drake,Locale_SubScenario:event_freezeacpu_02_e_44,False,,9,idle,,7,idle,,5,no,,3,angry,,1,idle,,30,300,0.5,,Low_2,
event_freezeacpu_02_e_45,40030,event_freezeacpu_02_e,Speech,drake,drake,Locale_SubScenario:event_freezeacpu_02_e_45,True,,9,idle,,7,idle,,5,no,,3,no,,1,idle,,300,300,1.0,,,
event_freezeacpu_02_e_46,40030,event_freezeacpu_02_e,Speech,anis,anis,Locale_SubScenario:event_freezeacpu_02_e_46,True,,9,idle,,7,idle,,5,void,,3,no,,1,idle,,50,50,1.0,,,
event_freezeacpu_02_e_47,40030,event_freezeacpu_02_e,Speech,drake,drake,Locale_SubScenario:event_freezeacpu_02_e_47,False,,9,idle,,7,idle,,5,void,,3,no,,1,idle,,30,30,1.0,,,
event_freezeacpu_02_e_48,40030,event_freezeacpu_02_e,Speech,drake,drake,Locale_SubScenario:event_freezeacpu_02_e_48,True,,9,idle,,7,idle,,5,idle,,3,idle,,1,idle,,30,30,1.0,,,
event_freezeacpu_02_e_49,40030,event_freezeacpu_02_e,Speech,candyman,candyman,Locale_SubScenario:event_freezeacpu_02_e_49,True,,9,idle,,7,idle,,5,idle,,3,idle,,1,idle,,30,31,1.0,,,
event_freezeacpu_02_e_50,40030,event_freezeacpu_02_e,Speech,drake,drake,Locale_SubScenario:event_freezeacpu_02_e_50,True,,9,idle,,7,idle,,5,idle,,3,idle,,1,idle,,31,31,1.0,,,
event_freezeacpu_02_e_51,40030,event_freezeacpu_02_e,Speech,candyman,candyman,Locale_SubScenario:event_freezeacpu_02_e_51,True,,9,idle,,7,idle,,5,idle,,3,idle,,1,idle,,31,31,1.0,,,
event_freezeacpu_02_e_52,40030,event_freezeacpu_02_e,Speech,candyman,candyman,Locale_SubScenario:event_freezeacpu_02_e_52,True,,9,idle,,7,idle,,5,idle,,3,idle,,1,idle,,31,31,1.0,,,
event_freezeacpu_02_e_53,40030,event_freezeacpu_02_e,Speech,drake,drake,Locale_SubScenario:event_freezeacpu_02_e_53,True,,9,idle,,7,idle,,5,idle,,3,idle,,1,idle,,31,31,1.0,,,
event_freezeacpu_02_e_54,40030,event_freezeacpu_02_e,Speech,anis,anis,Locale_SubScenario:event_freezeacpu_02_e_54,True,,9,idle,,7,idle,,5,angry,,3,idle,,1,idle,,31,4,1.0,,,
event_freezeacpu_02_e_55,40030,event_freezeacpu_02_e,Speech,drake,drake,Locale_SubScenario:event_freezeacpu_02_e_55,True,,9,idle,,7,idle,,5,angry,,3,delight,,1,idle,,4,4,1.0,,Low_2,
event_freezeacpu_02_e_56,40030,event_freezeacpu_02_e,Speech,drake,drake,Locale_SubScenario:event_freezeacpu_02_e_56,True,,9,idle,,7,idle,,5,idle,,3,delight,,1,idle,,4,4,1.0,,,
event_freezeacpu_02_e_57,40030,event_freezeacpu_02_e,Speech,quiry,quiry,Locale_SubScenario:event_freezeacpu_02_e_57,False,,9,surprise,,7,idle,,5,idle,,3,delight,,1,idle,,9,9,1.0,,,
event_freezeacpu_02_e_58,40030,event_freezeacpu_02_e,Self,,Self,Locale_SubScenario:event_freezeacpu_02_e_58,False,,9,surprise,,7,idle,,5,idle,,3,delight,,1,idle,,9,9,1.0,,,
event_freezeacpu_02_e_59,40030,event_freezeacpu_02_e,Speech,quiry,quiry,Locale_SubScenario:event_freezeacpu_02_e_59,True,,9,delight,,7,idle,,5,idle,,3,delight,,1,idle,,9,9,1.0,,,
event_freezeacpu_02_e_60,40030,event_freezeacpu_02_e,Speech,quiry,quiry,Locale_SubScenario:event_freezeacpu_02_e_60,True,,9,delight,,7,idle,,5,idle,,3,delight,,1,idle,,9,9,1.0,,,
event_freezeacpu_02_e_61,40030,event_freezeacpu_02_e,Speech,quiry,quiry,Locale_SubScenario:event_freezeacpu_02_e_61,True,,9,delight,,7,idle,,5,idle,,3,delight,,1,idle,,9,S_90,1.0,,,
event_freezeacpu_02_e_62,40030,event_freezeacpu_02_e,Speech,quiry,quiry,Locale_SubScenario:event_freezeacpu_02_e_62,True,,9,special_02,,7,idle,,5,idle,,3,delight,,1,idle,,S_90,S_90,1.0,,,
event_freezeacpu_02_e_63,40030,event_freezeacpu_02_e,Speech,drake,drake,Locale_SubScenario:event_freezeacpu_02_e_63,True,,9,special_02,,7,idle,,5,idle,,3,delight,,1,idle,,3,3,1.0,,,
event_freezeacpu_02_e_64,40030,event_freezeacpu_02_e,Speech,drake,drake,Locale_SubScenario:event_freezeacpu_02_e_64,True,,9,idle,,7,idle,,5,idle,,3,delight,,1,idle,,3,30,0.7,,Low_2,
event_freezeacpu_02_e_65,40030,event_freezeacpu_02_e,Speech,drake,drake,Locale_SubScenario:event_freezeacpu_02_e_65,True,,9,special_02,,7,idle,,5,idle,,3,angry,,1,idle,,30,30,1.0,,,
event_freezeacpu_02_e_66,40030,event_freezeacpu_02_e,Speech,quiry,quiry,Locale_SubScenario:event_freezeacpu_02_e_66,True,,9,sad,,7,idle,,5,idle,,3,angry,,1,idle,,9,9,1.0,,,
event_freezeacpu_02_e_67,40030,event_freezeacpu_02_e,Speech,quiry,quiry,Locale_SubScenario:event_freezeacpu_02_e_67,True,,9,sad,,7,idle,,5,idle,,3,angry,,1,idle,,9,9,1.0,,,
event_freezeacpu_02_e_68,40030,event_freezeacpu_02_e,Speech,drake,drake,Locale_SubScenario:event_freezeacpu_02_e_68,True,,9,sad,,7,idle,,5,idle,,3,no,,1,idle,,30,30,1.0,,,
event_freezeacpu_02_e_69,40030,event_freezeacpu_02_e,Speech,candyman,candyman,Locale_SubScenario:event_freezeacpu_02_e_69,True,,9,idle,,7,idle,,5,idle,,3,idle,,1,idle,,30,30,1.0,,,
event_freezeacpu_02_e_70,40030,event_freezeacpu_02_e,Speech,drake,drake,Locale_SubScenario:event_freezeacpu_02_e_70,True,,9,idle,,7,idle,,5,idle,,3,idle,,1,idle,,30,30,1.0,,,
event_freezeacpu_02_e_71,40030,event_freezeacpu_02_e,Speech,drake,drake,Locale_SubScenario:event_freezeacpu_02_e_71,True,,9,idle,,7,idle,,5,idle,,3,idle,,1,idle,,30,3,1.0,,,
event_freezeacpu_02_e_72,40030,event_freezeacpu_02_e,Speech,drake,drake,Locale_SubScenario:event_freezeacpu_02_e_72,True,,9,idle,,7,idle,,5,idle,,17,delight,,1,idle,,3,3,1.0,,Low_2,
event_freezeacpu_02_e_73,40030,event_freezeacpu_02_e,Speech,anis,anis,Locale_SubScenario:event_freezeacpu_02_e_73,False,,9,idle,,7,idle,,5,no,,17,delight,,1,idle,,6,6,1.0,,,drake
event_freezeacpu_02_e_74,40030,event_freezeacpu_02_e,Speech,anis,anis,Locale_SubScenario:event_freezeacpu_02_e_74,True,,9,idle,,7,idle,,5,no,,,,,1,idle,,6,6,1.0,,,
event_freezeacpu_02_e_75,40030,event_freezeacpu_02_e,Speech,neon,neon,Locale_SubScenario:event_freezeacpu_02_e_75,True,,9,idle,,7,worry,,5,no,,,,,1,idle,,6,6,1.0,,,
event_freezeacpu_02_e_76,40030,event_freezeacpu_02_e,Speech,anis,anis,Locale_SubScenario:event_freezeacpu_02_e_76,True,,9,idle,,7,worry,,5,no,,,,,1,idle,,6,6,1.0,,,
event_freezeacpu_02_e_77,40030,event_freezeacpu_02_e,Speech,anis,anis,Locale_SubScenario:event_freezeacpu_02_e_77,True,,9,idle,,7,worry,,5,worry,,,,,1,idle,,6,6,1.0,,,
event_freezeacpu_02_e_78,40030,event_freezeacpu_02_e,Speech,anis,anis,Locale_SubScenario:event_freezeacpu_02_e_78,True,,9,idle,,7,idle,,5,worry,,,,,1,idle,,6,6,1.0,,,
event_freezeacpu_02_e_79,40030,event_freezeacpu_02_e,Self,,Self,Locale_SubScenario:event_freezeacpu_02_e_79,False,,9,idle,,7,idle,,5,worry,,,,,1,idle,,6,6,1.0,,,
event_freezeacpu_02_e_80,40030,event_freezeacpu_02_e,Speech,anis,anis,Locale_SubScenario:event_freezeacpu_02_e_80,True,,9,idle,,7,idle,,5,idle,,,,,1,idle,,6,6,1.0,,,
event_freezeacpu_02_e_81,40030,event_freezeacpu_02_e,Speech,neon,neon,Locale_SubScenario:event_freezeacpu_02_e_81,True,,9,idle,,7,idle,,5,idle,,,,,1,idle,,6,6,1.0,,,
event_freezeacpu_02_e_82,40030,event_freezeacpu_02_e,Self,,Self,Locale_SubScenario:event_freezeacpu_02_e_82,False,,9,idle,,7,idle,,5,idle,,,,,1,idle,,6,6,1.0,,,
event_freezeacpu_02_e_83,40030,event_freezeacpu_02_e,Speech,candyman,candyman,Locale_SubScenario:event_freezeacpu_02_e_83,True,,9,idle,,7,idle,,5,idle,,,,,1,idle,,6,6,1.0,,,
event_freezeacpu_02_e_84,40030,event_freezeacpu_02_e,Monologue,,Monologue,Locale_SubScenario:event_freezeacpu_02_e_84,False,,9,idle,,7,idle,,5,idle,,,,,1,idle,,black,black,1.0,,,
event_freezeacpu_02_e_85,40030,event_freezeacpu_02_e,Monologue,,Monologue,Locale_SubScenario:event_freezeacpu_02_e_85,False,,9,idle,,7,idle,,5,idle,,,,,1,idle,,black,black,1.0,,,
event_freezeacpu_02_e_86,40030,event_freezeacpu_02_e,Speech,quiry,quiry,Locale_SubScenario:event_freezeacpu_02_e_86,True,,9,sad,,7,idle,,5,idle,,,,,1,idle,,S_90,S_90,1.0,,,
event_freezeacpu_02_e_87,40030,event_freezeacpu_02_e,Self,,Self,Locale_SubScenario:event_freezeacpu_02_e_87,False,,9,sad,,7,idle,,5,idle,,,,,1,idle,,S_90,S_90,1.0,,,
event_freezeacpu_02_e_88,40030,event_freezeacpu_02_e,Speech,anis,anis,Locale_SubScenario:event_freezeacpu_02_e_88,True,,9,sad,,7,idle,,5,idle,,,,,1,idle,,S_90,6,1.0,,,
event_freezeacpu_02_e_89,40030,event_freezeacpu_02_e,Speech,neon,neon,Locale_SubScenario:event_freezeacpu_02_e_89,True,,9,sad,,7,delight,,5,idle,,,,,1,idle,,6,6,1.0,,,
event_freezeacpu_02_e_90,40030,event_freezeacpu_02_e,Speech,quiry,quiry,Locale_SubScenario:event_freezeacpu_02_e_90,True,,9,idle,,7,delight,,5,idle,,,,,1,idle,,6,9,1.0,,,
event_freezeacpu_02_e_91,40030,event_freezeacpu_02_e,Speech,quiry,quiry,Locale_SubScenario:event_freezeacpu_02_e_91,True,,9,delight,,7,idle,,5,idle,,,,,1,idle,,9,9,1.0,,,
event_freezeacpu_02_e_92,40030,event_freezeacpu_02_e,Speech,quiry,quiry,Locale_SubScenario:event_freezeacpu_02_e_92,True,,9,delight,,7,idle,,5,idle,,,,,1,idle,,9,9,1.0,,,
event_freezeacpu_02_e_93,40030,event_freezeacpu_02_e,Speech,anis,anis,Locale_SubScenario:event_freezeacpu_02_e_93,True,,9,delight,,7,idle,,5,idle,,,,,1,idle,,5,5,1.0,,,
event_freezeacpu_02_e_94,40030,event_freezeacpu_02_e,Speech,anis,anis,Locale_SubScenario:event_freezeacpu_02_e_94,True,,9,delight,,7,idle,,5,delight,,,,,1,idle,,5,5,1.0,,,
event_freezeacpu_02_e_95,40030,event_freezeacpu_02_e,Speech,quiry,quiry,Locale_SubScenario:event_freezeacpu_02_e_95,True,,9,delight,,7,idle,,5,delight,,,,,1,idle,,9,9,1.0,,,
event_freezeacpu_02_e_96,40030,event_freezeacpu_02_e,Self,,Self,Locale_SubScenario:event_freezeacpu_02_e_96,False,,9,delight,,7,idle,,5,delight,,,,,1,idle,,9,9,1.0,,,
event_freezeacpu_02_e_97,40030,event_freezeacpu_02_e,Speech,quiry,quiry,Locale_SubScenario:event_freezeacpu_02_e_97,True,,9,delight,,7,idle,,5,delight,,,,,1,idle,,9,S_90,0.7,,,
