id,event_id,group_id,speech_window,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,highlight,speaker,characters/4/show_char_id,characters/4/set_char_position,characters/4/set_char_anim,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/4/hide_char_id,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,characters/2/hide_char_id,characters/3/show_char_id,characters/3/set_char_position,characters/3/set_char_anim,characters/3/hide_char_id,characters/0/hide_char_id,characters/1/hide_char_id,play_sound,set_camera_shake,fade
event_ce004_3_05_s_12,40057,event_ce004_3_05_s,Speech,Locale_SubScenario:event_ce004_3_05_s_12,True,,ce004_06_01,ce004_06_01,1.0,,ce004_04_op_r,ce004_04_op_r,,OP_rightup,idle,,,,,,,,,,,,,,,,,,,,
event_ce004_3_05_s_13,40057,event_ce004_3_05_s,Speech,Locale_SubScenario:event_ce004_3_05_s_13,True,,ce004_06_01,ce004_06_01,1.0,,ce004_03_op,ce004_03_op,,OP_rightup,idle,,,,,,,,,,,,,,,,,,,,
event_ce004_3_05_s_14,40057,event_ce004_3_05_s,Speech,Locale_SubScenario:event_ce004_3_05_s_14,True,,ce004_06_01,ce004_06_03,1.5,,ce004_04_op_r,ce004_04_op_r,,OP_rightup,idle,,,,,,,,,,,,,,,,,,,,
event_ce004_3_05_s_15,40057,event_ce004_3_05_s,Speech,Locale_SubScenario:event_ce004_3_05_s_15,True,,ce004_06_03,ce004_06_03,1.0,,ce004_04_op_r,ce004_04_op_r,,OP_rightup,idle,,,,,,,,,,,,,,,,,,,,
event_ce004_3_05_s_16,40057,event_ce004_3_05_s,Speech,Locale_SubScenario:event_ce004_3_05_s_16,True,,ce004_06_03,ce004_06_03,1.0,,rei,rei,,OP_rightup,idle,,,,,,,,,,,,,,,,,,,,
event_ce004_3_05_s_17,40057,event_ce004_3_05_s,Speech,Locale_SubScenario:event_ce004_3_05_s_17,True,SchoolCommandCenter_d,black,black,1.0,none,ce004_04,ce004_04,,OP_rightup,idle,ce004_04,1,think,marciana,13,idle,ce004_04_op_r,,,,,,,,,,,,,
event_ce004_3_05_s_18,40057,event_ce004_3_05_s,Speech,Locale_SubScenario:event_ce004_3_05_s_18,True,,10,100,0.5,event_bgm_ce004_nouvellesortie,ce004_04,ce004_04,,,,,1,go,,13,idle,,,,,,,,,,,,,,
event_ce004_3_05_s_19,40057,event_ce004_3_05_s,Speech,Locale_SubScenario:event_ce004_3_05_s_19,True,,100,100,1.0,,ce004_04,ce004_04,,,,,1,go,,13,idle,,,,,,,,,,,,,,
event_ce004_3_05_s_20,40057,event_ce004_3_05_s,Speech,Locale_SubScenario:event_ce004_3_05_s_20,True,,100,1300,1.0,,marciana,marciana,,,,,1,go,,13,idle,,,,,,,,,,,,,,
event_ce004_3_05_s_21,40057,event_ce004_3_05_s,Speech,Locale_SubScenario:event_ce004_3_05_s_21,True,,1300,130,0.7,,marciana,marciana,,,,,1,go,,13,idle,,,,,,,,,,,,,,
event_ce004_3_05_s_22,40057,event_ce004_3_05_s,Speech,Locale_SubScenario:event_ce004_3_05_s_22,True,,130,130,1.0,,womanoperator_op,womanoperator_op,,,,,1,go,,13,idle,,womanoperator_op,OP_leftup,idle,,,,,,,,,,
event_ce004_3_05_s_23,40057,event_ce004_3_05_s,Speech,Locale_SubScenario:event_ce004_3_05_s_23,True,,130,130,1.0,,ce004_product23_op_r,ce004_product23_op_r,,,,,1,go,,13,idle,,,OP_leftup,idle,womanoperator_op,ce004_product23_op_r,OP_rightup,idle,,,,,,
event_ce004_3_05_s_24,40057,event_ce004_3_05_s,Speech,Locale_SubScenario:event_ce004_3_05_s_24,True,,130,130,1.0,,ce004_soldierow_op,ce004_soldierow_op,,,,,1,go,,13,idle,,ce004_soldierow_op,OP_leftup,idle,,,OP_rightup,idle,ce004_product23_op_r,,,,,
event_ce004_3_05_s_25,40057,event_ce004_3_05_s,Speech,Locale_SubScenario:event_ce004_3_05_s_25,True,,130,130,1.0,,ce004_idollflower_op_r,ce004_idollflower_op_r,,,,,1,go,,13,idle,,,OP_leftup,idle,ce004_soldierow_op,ce004_idollflower_op_r,OP_rightup,idle,,,,,,
event_ce004_3_05_s_26,40057,event_ce004_3_05_s,Speech,Locale_SubScenario:event_ce004_3_05_s_26,True,,130,130,1.0,,ce004_soldierfa_op,ce004_soldierfa_op,,,,,1,go,,13,idle,,ce004_soldierfa_op,OP_leftup,idle,,,OP_rightup,idle,ce004_idollflower_op_r,,,,,
event_ce004_3_05_s_27,40057,event_ce004_3_05_s,Speech,Locale_SubScenario:event_ce004_3_05_s_27,True,,130,113,1.0,,marciana,marciana,,,,,1,go,,13,idle,,,OP_leftup,idle,ce004_soldierfa_op,,,,,,,,,
event_ce004_3_05_s_28,40057,event_ce004_3_05_s,Speech,Locale_SubScenario:event_ce004_3_05_s_28,True,,113,113,1.0,,ce004_04,ce004_04,,,,,1,go,,13,idle,,,,,,,,,,,,,,
event_ce004_3_05_s_29,40057,event_ce004_3_05_s,Speech,Locale_SubScenario:event_ce004_3_05_s_29,True,,113,113,1.0,,ce004_product23_op_r,ce004_product23_op_r,,,,,1,go,,13,idle,,,,,,ce004_product23_op_r,OP_rightup,idle,,,,,,
event_ce004_3_05_s_30,40057,event_ce004_3_05_s,Speech,Locale_SubScenario:event_ce004_3_05_s_30,True,,113,113,1.0,,ce004_soldierow_op,ce004_soldierow_op,,,,,1,go,,13,idle,,ce004_soldierow_op,OP_leftup,idle,,,OP_rightup,idle,ce004_product23_op_r,,,,,
event_ce004_3_05_s_31,40057,event_ce004_3_05_s,Speech,Locale_SubScenario:event_ce004_3_05_s_31,True,,113,113,1.0,,ce004_idollflower_op_r,ce004_idollflower_op_r,,,,,1,go,,13,idle,,,OP_leftup,idle,ce004_soldierow_op,ce004_idollflower_op_r,OP_rightup,idle,,,,,,
event_ce004_3_05_s_32,40057,event_ce004_3_05_s,Speech,Locale_SubScenario:event_ce004_3_05_s_32,True,,113,113,1.0,,ce004_soldierfa_op,ce004_soldierfa_op,,,,,1,go,,13,idle,,ce004_soldierfa_op,OP_leftup,idle,,,OP_rightup,idle,ce004_idollflower_op_r,,,,,
event_ce004_3_05_s_33,40057,event_ce004_3_05_s,Speech,Locale_SubScenario:event_ce004_3_05_s_33,True,,113,113,1.0,,ce004_soldierfa_op,ce004_soldierfa_op,,,,,1,go,,13,idle,,,OP_leftup,idle,,,,,,,,,,
event_ce004_3_05_s_34,40057,event_ce004_3_05_s,Speech,Locale_SubScenario:event_ce004_3_05_s_34,True,,113,113,1.0,,ce004_soldierfa_op,ce004_soldierfa_op,,,,,1,go,,13,idle,,,OP_leftup,idle,,,,,,,,,,
event_ce004_3_05_s_35,40057,event_ce004_3_05_s,Speech,Locale_SubScenario:event_ce004_3_05_s_35,True,,113,113,1.0,,ce004_soldierfa_op,ce004_soldierfa_op,,,,,1,go,,13,idle,,,OP_leftup,idle,,,,,,,,,,
event_ce004_3_05_s_36,40057,event_ce004_3_05_s,Speech,Locale_SubScenario:event_ce004_3_05_s_36,True,,113,113,1.0,,ce004_soldierfa_op,ce004_soldierfa_op,,,,,1,go,,13,idle,,,OP_leftup,idle,,,,,,,,,,
event_ce004_3_05_s_37,40057,event_ce004_3_05_s,Speech,Locale_SubScenario:event_ce004_3_05_s_37,True,,113,130,1.0,,marciana,marciana,,,,,1,go,,13,idle,,,OP_leftup,idle,ce004_soldierfa_op,,,,,,,,,
event_ce004_3_05_s_38,40057,event_ce004_3_05_s,Speech,Locale_SubScenario:event_ce004_3_05_s_38,True,,130,130,1.0,,womanoperator_op,womanoperator_op,,,,,1,go,,13,idle,,womanoperator_op,OP_leftup,idle,,,,,,,,,,
event_ce004_3_05_s_39,40057,event_ce004_3_05_s,Speech,Locale_SubScenario:event_ce004_3_05_s_39,True,,130,130,1.0,,womanoperator_op,womanoperator_op,,,,,1,go,,13,idle,,,OP_leftup,idle,,,,,,,,,,
event_ce004_3_05_s_40,40057,event_ce004_3_05_s,Speech,Locale_SubScenario:event_ce004_3_05_s_40,True,,130,113,1.0,,ce004_04,ce004_04,,,,,1,go,,13,idle,,,OP_leftup,idle,womanoperator_op,,,,,,,,,
event_ce004_3_05_s_41,40057,event_ce004_3_05_s,Speech,Locale_SubScenario:event_ce004_3_05_s_41,True,,113,113,1.0,,marciana,marciana,,,,,1,go,,13,idle,,,,,,,,,,,,,,
event_ce004_3_05_s_42,40057,event_ce004_3_05_s,Speech,Locale_SubScenario:event_ce004_3_05_s_42,True,,113,130,1.0,,marciana,marciana,,,,,1,go,,13,idle,,,,,,,,,,,,,,
event_ce004_3_05_s_43,40057,event_ce004_3_05_s,Speech,Locale_SubScenario:event_ce004_3_05_s_43,True,,130,130,1.0,,marciana,marciana,,,,,1,go,,13,idle,,,,,,,,,,,,,,
event_ce004_3_05_s_44,40057,event_ce004_3_05_s,Speech,Locale_SubScenario:event_ce004_3_05_s_44,False,,130,1300,1.0,none,womanoperator_op,womanoperator_op,,,,,1,go,,13,idle,,womanoperator_op,OP_leftup,idle,,,,,,,,,,
event_ce004_3_05_s_45,40057,event_ce004_3_05_s,Speech,Locale_SubScenario:event_ce004_3_05_s_45,True,,1300,1300,1.0,event_bgm_ce004_nereculepas,womanoperator_op,womanoperator_op,,,,,1,go,,13,idle,,,OP_leftup,idle,,,,,,,,,,
event_ce004_3_05_s_46,40057,event_ce004_3_05_s,Speech,Locale_SubScenario:event_ce004_3_05_s_46,True,,1300,1300,1.0,,womanoperator_op,womanoperator_op,,,,,1,go,,13,idle,,,OP_leftup,idle,,,,,,,,,,
event_ce004_3_05_s_47,40057,event_ce004_3_05_s,Speech,Locale_SubScenario:event_ce004_3_05_s_47,True,,1300,100,1.0,,ce004_04,ce004_04,,,,,1,think,,13,idle,,,OP_leftup,idle,,,,,,,,,,
event_ce004_3_05_s_48,40057,event_ce004_3_05_s,Speech,Locale_SubScenario:event_ce004_3_05_s_48,True,,100,100,1.0,,womanoperator_op,womanoperator_op,,,,,1,think,,13,idle,,,OP_leftup,idle,,,,,,,,,,
event_ce004_3_05_s_49,40057,event_ce004_3_05_s,Speech,Locale_SubScenario:event_ce004_3_05_s_49,True,,100,100,1.0,,womanoperator_op,womanoperator_op,,,,,1,think,,13,idle,,,OP_leftup,idle,,,,,,,,,,
event_ce004_3_05_s_50,40057,event_ce004_3_05_s,Speech,Locale_SubScenario:event_ce004_3_05_s_50,True,,100,10,1.0,,ce004_04,ce004_04,,,,,1,think,,13,idle,,,OP_leftup,idle,womanoperator_op,,,,,,,,,
event_ce004_3_05_s_51,40057,event_ce004_3_05_s,Speech,Locale_SubScenario:event_ce004_3_05_s_51,True,GiantParticleCannon,black,black,1.0,,ce004_04,ce004_04,,,,,1,think,,13,idle,,,,,,,,,,ce004_04,marciana,,,
event_ce004_3_05_s_52,40057,event_ce004_3_05_s,Speech,Locale_SubScenario:event_ce004_3_05_s_52,True,,XS_10,XS_10,1.0,,ce004_04_op_r,ce004_04_op_r,,,,ce004_04_op_r,OP_rightup,think,rei,1,surprise,,,,,,,,,,,,,,
event_ce004_3_05_s_53,40057,event_ce004_3_05_s,Speech,Locale_SubScenario:event_ce004_3_05_s_53,True,,XS_10,XS_10,1.0,,rei,rei,,,,,OP_rightup,think,,1,surprise,,,,,,,,,,,,,,
event_ce004_3_05_s_54,40057,event_ce004_3_05_s,Speech,Locale_SubScenario:event_ce004_3_05_s_54,True,,XS_10,XS_10,1.0,,ce004_03_op,ce004_03_op,,,,,OP_rightup,think,,1,surprise,,ce004_03_op,OP_leftup,angry,,,,,,,,,,
event_ce004_3_05_s_55,40057,event_ce004_3_05_s,Speech,Locale_SubScenario:event_ce004_3_05_s_55,True,,XS_10,XS_10,1.0,,ce004_04_op_r,ce004_04_op_r,,,,,OP_rightup,think,,1,surprise,,,OP_leftup,angry,,,,,,,,,,
event_ce004_3_05_s_56,40057,event_ce004_3_05_s,Speech,Locale_SubScenario:event_ce004_3_05_s_56,True,,XS_10,XS_10,1.0,,rei,rei,,,,,OP_rightup,think,,1,surprise,,,OP_leftup,angry,,,,,,,,,,
event_ce004_3_05_s_57,40057,event_ce004_3_05_s,Speech,Locale_SubScenario:event_ce004_3_05_s_57,True,,XS_10,XS_100,1.0,,rei,rei,,,,,OP_rightup,think,,1,surprise,,,OP_leftup,angry,ce004_03_op,,,,,ce004_04_op_r,,,,
event_ce004_3_05_s_58,40057,event_ce004_3_05_s,Monologue,Locale_SubScenario:event_ce004_3_05_s_58,False,,XS_100,XS_100,1.0,,rei,,,,,,,,,1,surprise,,,,,,,,,,,,,,
event_ce004_3_05_s_59,40057,event_ce004_3_05_s,Speech,Locale_SubScenario:event_ce004_3_05_s_59,True,,XS_100,XS_10,1.0,,rei,rei,,,,,,,,1,angry,,,,,,,,,,,,,,
event_ce004_3_05_s_60,40057,event_ce004_3_05_s,Monologue,Locale_SubScenario:event_ce004_3_05_s_60,False,,black,black,1.0,,rei,,,,,,,,,1,angry,,,,,,,,,,,,sfx_scn_dronemany,,
event_ce004_3_05_s_61,40057,event_ce004_3_05_s,Monologue,Locale_SubScenario:event_ce004_3_05_s_61,False,,black,black,1.0,,rei,,,,,,,,,1,angry,,,,,,,,,,,,,,
event_ce004_3_05_s_62,40057,event_ce004_3_05_s,Narration,Locale_SubScenario:event_ce004_3_05_s_62,False,,black,black,1.0,,rei,,,,,,,,,1,angry,,,,,,,,,,,,sfx_scn_eba004move,,
event_ce004_3_05_s_63,40057,event_ce004_3_05_s,Speech,Locale_SubScenario:event_ce004_3_05_s_63,True,,XS_100,XS_10,1.0,,womanoperator_op,womanoperator_op,,,,womanoperator_op,OP_leftup,idle,,1,angry,,,,,,,,,,,,,,
event_ce004_3_05_s_64,40057,event_ce004_3_05_s,Speech,Locale_SubScenario:event_ce004_3_05_s_64,True,,XS_10,XS_10,1.0,,womanoperator_op,womanoperator_op,,,,,OP_leftup,idle,,1,angry,,,,,,,,,,,,,,
event_ce004_3_05_s_65,40057,event_ce004_3_05_s,Speech,Locale_SubScenario:event_ce004_3_05_s_65,True,,XS_10,XS_10,1.0,,rei,rei,,,,,OP_leftup,idle,,1,angry,,,,,,,,,,womanoperator_op,,,,
event_ce004_3_05_s_66,40057,event_ce004_3_05_s,Speech,Locale_SubScenario:event_ce004_3_05_s_66,True,,XS_10,XS_10,1.0,,rei,rei,,,,,,,,1,angry,,,,,,,,,,,,,,
event_ce004_3_05_s_67,40057,event_ce004_3_05_s,Monologue,Locale_SubScenario:event_ce004_3_05_s_67,False,,black,black,1.0,,rei,,,,,,,,,1,angry,,,,,,,,,,,rei,,,
event_ce004_3_05_s_68,40057,event_ce004_3_05_s,Narration,Locale_SubScenario:event_ce004_3_05_s_68,False,,black,black,1.0,,rei,,,,,,,,,,,,,,,,,,,,,,sfx_scn_heavybeam,,
event_ce004_3_05_s_69,40057,event_ce004_3_05_s,Monologue,Locale_SubScenario:event_ce004_3_05_s_69,False,,black,black,1.0,,rei,,,,,,,,,,,,,,,,,,,,,,,,
event_ce004_3_05_s_70,40057,event_ce004_3_05_s,Narration,Locale_SubScenario:event_ce004_3_05_s_70,False,EventScene_ce004_06,black,black,1.0,,rei,,,,,,,,,,,,,,,,,,,,,,sfx_scn_explosionhuge,,
event_ce004_3_05_s_71,40057,event_ce004_3_05_s,Speech,Locale_SubScenario:event_ce004_3_05_s_71,True,,ce004_06_01,ce004_06_03,1.0,,rei,rei,,,,,,,,,,,,,,,,,,,,,,,
event_ce004_3_05_s_72,40057,event_ce004_3_05_s,Speech,Locale_SubScenario:event_ce004_3_05_s_72,True,,ce004_06_03,ce004_06_03,1.0,,ce004_03,ce004_03,,,,,,,,,,,,,,,,,,,,,,,
event_ce004_3_05_s_73,40057,event_ce004_3_05_s,Speech,Locale_SubScenario:event_ce004_3_05_s_73,True,,ce004_06_03,ce004_06_03,1.0,,ce004_04_op_r,ce004_04_op_r,,,,ce004_04_op_r,OP_rightup,go,,,,,,,,,,,,,,,,,
event_ce004_3_05_s_74,40057,event_ce004_3_05_s,Speech,Locale_SubScenario:event_ce004_3_05_s_74,True,,ce004_06_03,ce004_06_03,1.0,,marciana_op,marciana_op,,,,,OP_rightup,go,marciana_op,OP_leftup,idle,,,,,,,,,,,,,,
event_ce004_3_05_s_75,40057,event_ce004_3_05_s,Speech,Locale_SubScenario:event_ce004_3_05_s_75,True,,ce004_06_03,ce004_06_03,1.0,,ce004_04_op_r,ce004_04_op_r,,,,,OP_rightup,go,,OP_leftup,idle,,,,,,,,,,,,,,
event_ce004_3_05_s_76,40057,event_ce004_3_05_s,Speech,Locale_SubScenario:event_ce004_3_05_s_76,True,,ce004_06_03,ce004_06_02,1.0,,ce004_03,ce004_03,,,,,OP_rightup,go,,OP_leftup,idle,,,,,,,,,,,marciana_op,,,
event_ce004_3_05_s_77,40057,event_ce004_3_05_s,Speech,Locale_SubScenario:event_ce004_3_05_s_77,True,,ce004_06_02,ce004_06_02,1.0,,ce004_03,ce004_03,,,,,OP_rightup,go,,,,,,,,,,,,,,,,,
event_ce004_3_05_s_78,40057,event_ce004_3_05_s,Monologue,Locale_SubScenario:event_ce004_3_05_s_78,False,,ce004_06_02,ce004_06_02,1.0,,ce004_03,,,,,,OP_rightup,go,,,,,,,,,,,,,,,,,
event_ce004_3_05_s_79,40057,event_ce004_3_05_s,Speech,Locale_SubScenario:event_ce004_3_05_s_79,True,,ce004_06_02,ce004_06_02,1.0,,ce004_03,ce004_03,,,,,OP_rightup,go,,,,,,,,,,,,,,,sfx_scn_lockon,,
event_ce004_3_05_s_80,40057,event_ce004_3_05_s,Speech,Locale_SubScenario:event_ce004_3_05_s_80,True,,ce004_06_02,ce004_06_02,1.0,,ce004_04_op_r,ce004_04_op_r,,,,,OP_rightup,go,,,,,,,,,,,,,,,,,
event_ce004_3_05_s_81,40057,event_ce004_3_05_s,Speech,Locale_SubScenario:event_ce004_3_05_s_81,True,,ce004_06_02,ce004_06_02,1.0,,ce004_03,ce004_03,,,,,OP_rightup,go,,,,,,,,,,,,,ce004_04_op_r,,,,
event_ce004_3_05_s_82,40057,event_ce004_3_05_s,Monologue,Locale_SubScenario:event_ce004_3_05_s_82,False,,ce004_06_02,1,0.7,,ce004_03,,,,,,,,,,,,,,,,,,,,,,,,
event_ce004_3_05_s_83,40057,event_ce004_3_05_s,Narration,Locale_SubScenario:event_ce004_3_05_s_83,False,,1,1,1.0,,ce004_03,,,,,,,,,,,,,,,,,,,,,,sfx_scn_cannontrigger,,
event_ce004_3_05_s_84,40057,event_ce004_3_05_s,Narration,Locale_SubScenario:event_ce004_3_05_s_84,False,,1,1,1.0,,ce004_03,,,,,,,,,,,,,,,,,,,,,,sfx_scn_cannon,Low_2,
event_ce004_3_05_s_85,40057,event_ce004_3_05_s,Monologue,Locale_SubScenario:event_ce004_3_05_s_85,False,,black,black,1.0,,ce004_03,,,,,,,,,,,,,,,,,,,,,,,,
event_ce004_3_05_s_86,40057,event_ce004_3_05_s,Monologue,Locale_SubScenario:event_ce004_3_05_s_86,False,,black,black,1.0,,ce004_03,,,,,,,,,,,,,,,,,,,,,,,,
event_ce004_3_05_s_87,40057,event_ce004_3_05_s,Narration,Locale_SubScenario:event_ce004_3_05_s_87,False,,black,black,1.0,,ce004_03,,,,,,,,,,,,,,,,,,,,,,sfx_scn_hugecrystalexp,Low_2,
event_ce004_3_05_s_88,40057,event_ce004_3_05_s,Monologue,Locale_SubScenario:event_ce004_3_05_s_88,False,,black,black,1.0,,ce004_03,,,,,,,,,,,,,,,,,,,,,,,,
event_ce004_3_05_s_89,40057,event_ce004_3_05_s,Speech,Locale_SubScenario:event_ce004_3_05_s_89,True,SchoolCommandCenter_d,113,113,1.0,,ce004_04,ce004_04,,,,ce004_04,1,think,marciana,13,idle,,,,,,,,,,,,,,black
event_ce004_3_05_s_90,40057,event_ce004_3_05_s,Speech,Locale_SubScenario:event_ce004_3_05_s_90,True,,113,113,1.0,,marciana,marciana,,,,,1,think,,13,idle,,,,,,,,,,,,,,
event_ce004_3_05_s_91,40057,event_ce004_3_05_s,Speech,Locale_SubScenario:event_ce004_3_05_s_91,True,,113,113,1.0,,marciana,marciana,,,,,1,think,,13,idle,,,,,,,,,,,,,,
event_ce004_3_05_s_92,40057,event_ce004_3_05_s,Speech,Locale_SubScenario:event_ce004_3_05_s_92,True,,113,113,1.0,,marciana,marciana,,,,,1,think,,13,idle,,,,,,,,,,,,,,
event_ce004_3_05_s_93,40057,event_ce004_3_05_s,Speech,Locale_SubScenario:event_ce004_3_05_s_93,True,,113,113,1.0,,ce004_03_op,ce004_03_op,,,,,1,think,,13,idle,,ce004_03_op,OP_leftup,angry,,rei_op_r,OP_rightup,surprise,,,,,,
event_ce004_3_05_s_94,40057,event_ce004_3_05_s,Speech,Locale_SubScenario:event_ce004_3_05_s_94,True,,113,113,1.0,,rei_op_r,rei_op_r,,,,,1,think,,13,idle,,,OP_leftup,angry,,,OP_rightup,surprise,,,,,,
event_ce004_3_05_s_95,40057,event_ce004_3_05_s,Speech,Locale_SubScenario:event_ce004_3_05_s_95,True,,113,113,1.0,,ce004_04,ce004_04,,,,,1,think,,13,idle,,,OP_leftup,angry,,,OP_rightup,surprise,,,,,,
event_ce004_3_05_s_96,40057,event_ce004_3_05_s,Speech,Locale_SubScenario:event_ce004_3_05_s_96,True,,113,130,1.0,,marciana,marciana,,,,,1,think,,13,idle,,,OP_leftup,angry,,,OP_rightup,surprise,,,,,,
event_ce004_3_05_s_97,40057,event_ce004_3_05_s,Speech,Locale_SubScenario:event_ce004_3_05_s_97,True,,130,130,1.0,,marciana,marciana,,,,,1,think,,13,idle,,,OP_leftup,angry,,,OP_rightup,surprise,,,,,,
event_ce004_3_05_s_98,40057,event_ce004_3_05_s,Speech,Locale_SubScenario:event_ce004_3_05_s_98,True,,130,10,1.0,,ce004_04,ce004_04,,,,,1,think,,13,idle,,,OP_leftup,angry,ce004_03_op,,OP_rightup,surprise,rei_op_r,,,,,
event_ce004_3_05_s_99,40057,event_ce004_3_05_s,Speech,Locale_SubScenario:event_ce004_3_05_s_99,True,,10,10,1.0,,ce004_04,ce004_04,,,,,1,think,,13,idle,,,,,,,,,,,,,,
event_ce004_3_05_s_100,40057,event_ce004_3_05_s,Speech,Locale_SubScenario:event_ce004_3_05_s_100,True,,10,10,1.0,,ce004_04,ce004_04,,,,,1,go,,13,idle,,,,,,,,,,,,,,
event_ce004_3_05_s_101,40057,event_ce004_3_05_s,Speech,Locale_SubScenario:event_ce004_3_05_s_101,True,,10,100,0.7,,ce004_04,ce004_04,,,,,1,go,,13,idle,,,,,,,,,,,,,,
