id,event_id,group_id,speech_window,speaker,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,highlight,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,conversation_id
event_dazzlingcupid_06_s_21,40029,event_dazzlingcupid_06_s,Speech,tia,Locale_SubScenario:event_dazzlingcupid_06_s_21,True,,50,50,1.0,,tia,,5,delight,,3,idle,
event_dazzlingcupid_06_s_22,40029,event_dazzlingcupid_06_s,Speech,naga,Locale_SubScenario:event_dazzlingcupid_06_s_22,True,,50,50,1.0,,naga,,5,delight,,3,void,
event_dazzlingcupid_06_s_23,40029,event_dazzlingcupid_06_s,Speech,tia,Locale_SubScenario:event_dazzlingcupid_06_s_23,True,,50,50,1.0,,tia,,5,idle,,3,void,
event_dazzlingcupid_06_s_24,40029,event_dazzlingcupid_06_s,Speech,naga,Locale_SubScenario:event_dazzlingcupid_06_s_24,True,,30,30,1.0,,naga,,5,idle,,3,void,
event_dazzlingcupid_06_s_25,40029,event_dazzlingcupid_06_s,Speech,naga,Locale_SubScenario:event_dazzlingcupid_06_s_25,True,,30,30,1.0,,naga,,5,idle,,3,delight,
event_dazzlingcupid_06_s_26,40029,event_dazzlingcupid_06_s,Speech,tia,Locale_SubScenario:event_dazzlingcupid_06_s_26,True,,30,50,0.7,,tia,,5,delight,,3,delight,
event_dazzlingcupid_06_s_27,40029,event_dazzlingcupid_06_s,Speech,tia,Locale_SubScenario:event_dazzlingcupid_06_s_27,True,,50,50,1.0,,tia,,5,sad,,3,idle,
event_dazzlingcupid_06_s_28,40029,event_dazzlingcupid_06_s,Speech,tia,Locale_SubScenario:event_dazzlingcupid_06_s_28,True,,50,50,1.0,,tia,,5,worry,,3,idle,
event_dazzlingcupid_06_s_29,40029,event_dazzlingcupid_06_s,Speech,tia,Locale_SubScenario:event_dazzlingcupid_06_s_29,True,,50,50,1.0,,tia,,5,worry,,3,idle,
event_dazzlingcupid_06_s_30,40029,event_dazzlingcupid_06_s,Speech,tia,Locale_SubScenario:event_dazzlingcupid_06_s_30,True,,50,500,0.7,,tia,,5,delight,,3,idle,
event_dazzlingcupid_06_s_31,40029,event_dazzlingcupid_06_s,Speech,naga,Locale_SubScenario:event_dazzlingcupid_06_s_31,True,,30,300,0.7,,naga,,5,delight,,3,surprise,
event_dazzlingcupid_06_s_32,40029,event_dazzlingcupid_06_s,Speech,naga,Locale_SubScenario:event_dazzlingcupid_06_s_32,True,,300,300,1.0,,naga,,5,delight,,3,surprise,
event_dazzlingcupid_06_s_33,40029,event_dazzlingcupid_06_s,Speech,naga,Locale_SubScenario:event_dazzlingcupid_06_s_33,True,,300,300,1.0,,naga,,5,delight,,3,delight,
event_dazzlingcupid_06_s_34,40029,event_dazzlingcupid_06_s,Speech,tia,Locale_SubScenario:event_dazzlingcupid_06_s_34,True,,300,500,0.7,,tia,,5,idle,,3,delight,
event_dazzlingcupid_06_s_35,40029,event_dazzlingcupid_06_s,Speech,tia,Locale_SubScenario:event_dazzlingcupid_06_s_35,True,,500,500,1.0,,tia,,5,idle,,3,delight,
event_dazzlingcupid_06_s_36,40029,event_dazzlingcupid_06_s,Speech,naga,Locale_SubScenario:event_dazzlingcupid_06_s_36,True,,500,300,0.7,,naga,,5,idle,,3,angry,
event_dazzlingcupid_06_s_37,40029,event_dazzlingcupid_06_s,Speech,naga,Locale_SubScenario:event_dazzlingcupid_06_s_37,True,,300,300,1.0,,naga,,5,idle,,3,angry,
event_dazzlingcupid_06_s_38,40029,event_dazzlingcupid_06_s,Speech,naga,Locale_SubScenario:event_dazzlingcupid_06_s_38,True,,300,300,1.0,,naga,,5,idle,,3,void,
event_dazzlingcupid_06_s_39,40029,event_dazzlingcupid_06_s,Speech,tia,Locale_SubScenario:event_dazzlingcupid_06_s_39,True,,300,50,0.7,,tia,,5,worry,,3,idle,
event_dazzlingcupid_06_s_40,40029,event_dazzlingcupid_06_s,Speech,tia,Locale_SubScenario:event_dazzlingcupid_06_s_40,True,,50,50,1.0,,tia,,5,worry,,3,idle,
event_dazzlingcupid_06_s_41,40029,event_dazzlingcupid_06_s,Speech,naga,Locale_SubScenario:event_dazzlingcupid_06_s_41,True,,30,30,1.0,,naga,,5,worry,,3,delight,
event_dazzlingcupid_06_s_42,40029,event_dazzlingcupid_06_s,Speech,tia,Locale_SubScenario:event_dazzlingcupid_06_s_42,True,,50,50,1.0,,tia,,5,delight,,3,delight,
event_dazzlingcupid_06_s_43,40029,event_dazzlingcupid_06_s,Speech,tia,Locale_SubScenario:event_dazzlingcupid_06_s_43,True,,50,500,0.7,,tia,,5,delight,,3,delight,
event_dazzlingcupid_06_s_44,40029,event_dazzlingcupid_06_s,Speech,naga,Locale_SubScenario:event_dazzlingcupid_06_s_44,True,,30,30,1.0,,naga,,5,delight,,3,delight,
event_dazzlingcupid_06_s_45,40029,event_dazzlingcupid_06_s,Speech,naga,Locale_SubScenario:event_dazzlingcupid_06_s_45,True,,30,300,0.7,,naga,,5,delight,,3,delight,
event_dazzlingcupid_06_s_46,40029,event_dazzlingcupid_06_s,Monologue,Monologue,Locale_SubScenario:event_dazzlingcupid_06_s_46,False,,black,black,1.0,,,,5,delight,,3,delight,
event_dazzlingcupid_06_s_47,40029,event_dazzlingcupid_06_s,Speech,tia,Locale_SubScenario:event_dazzlingcupid_06_s_47,True,,4,4,1.0,,tia,,5,worry,,3,worry,
event_dazzlingcupid_06_s_48,40029,event_dazzlingcupid_06_s,Speech,naga,Locale_SubScenario:event_dazzlingcupid_06_s_48,True,,4,4,1.0,,naga,,5,worry,,3,worry,
event_dazzlingcupid_06_s_49,40029,event_dazzlingcupid_06_s,Narration,Narration,Locale_SubScenario:event_dazzlingcupid_06_s_49,False,,black,black,1.0,,,,5,worry,,3,worry,
event_dazzlingcupid_06_s_50,40029,event_dazzlingcupid_06_s,Monologue,Monologue,Locale_SubScenario:event_dazzlingcupid_06_s_50,False,,13,13,1.0,,,,,,,,,
event_dazzlingcupid_06_s_51,40029,event_dazzlingcupid_06_s,Self,Self,Locale_SubScenario:event_dazzlingcupid_06_s_51,False,,13,15,0.7,,,,,,,,,
event_dazzlingcupid_06_s_52,40029,event_dazzlingcupid_06_s,Self,Self,Locale_SubScenario:event_dazzlingcupid_06_s_52,False,,15,13,0.7,,,,,,,,,
event_dazzlingcupid_06_s_53,40029,event_dazzlingcupid_06_s,Monologue,Monologue,Locale_SubScenario:event_dazzlingcupid_06_s_53,False,,13,13,1.0,,,,,,,,,
event_dazzlingcupid_06_s_54,40029,event_dazzlingcupid_06_s,Monologue,Monologue,Locale_SubScenario:event_dazzlingcupid_06_s_54,False,,13,13,1.0,,,,,,,,,
event_dazzlingcupid_06_s_55,40029,event_dazzlingcupid_06_s,Monologue,Monologue,Locale_SubScenario:event_dazzlingcupid_06_s_55,False,,black,black,1.0,,,,,,,,,
event_dazzlingcupid_06_s_56,40029,event_dazzlingcupid_06_s,Narration,Narration,Locale_SubScenario:event_dazzlingcupid_06_s_56,False,Office,19,19,1.0,,,,,,,,,
event_dazzlingcupid_06_s_57,40029,event_dazzlingcupid_06_s,Narration,Narration,Locale_SubScenario:event_dazzlingcupid_06_s_57,False,,19,19,1.0,,,,,,,,,
event_dazzlingcupid_06_s_58,40029,event_dazzlingcupid_06_s,Monologue,Monologue,Locale_SubScenario:event_dazzlingcupid_06_s_58,False,,19,19,1.0,,,,,,,,,
event_dazzlingcupid_06_s_59,40029,event_dazzlingcupid_06_s,Monologue,Monologue,Locale_SubScenario:event_dazzlingcupid_06_s_59,False,,19,19,1.0,,,,,,,,,
event_dazzlingcupid_06_s_60,40029,event_dazzlingcupid_06_s,Monologue,Monologue,Locale_SubScenario:event_dazzlingcupid_06_s_60,False,,19,19,1.0,,,,,,,,,m_event_dazzlingcupid_06_s
event_dazzlingcupid_06_s_61,40029,event_dazzlingcupid_06_s,Monologue,Monologue,Locale_SubScenario:event_dazzlingcupid_06_s_61,False,,19,19,1.0,,,,,,,,,
event_dazzlingcupid_06_s_62,40029,event_dazzlingcupid_06_s,Monologue,Monologue,Locale_SubScenario:event_dazzlingcupid_06_s_62,False,,19,19,1.0,,,,,,,,,
