id,event_id,group_id,speech_window,highlight,scenario_localkey,play_lipSync,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,set_background,set_start_camera,set_end_camera,set_camera_duration,play_sound,play_bgm,speaker
event_absolute1_03_e_24,40086,event_absolute1_03_e,Narration,tove,Locale_MainScenario:event_absolute1_03_e_24,False,,3,special,,1,think,,13,idle,,black,black,1.0,sfx_scn_walkiesignal,none,
event_absolute1_03_e_25,40086,event_absolute1_03_e,Speech,tove,Locale_MainScenario:event_absolute1_03_e_25,True,,3,surprise,,1,think,,13,idle,,S_30,S_30,1.0,,,tove
event_absolute1_03_e_26,40086,event_absolute1_03_e,Speech,tove,Locale_MainScenario:event_absolute1_03_e_26,True,,3,sad,,1,think,,13,idle,,S_30,S_30,1.0,,,tove
event_absolute1_03_e_27,40086,event_absolute1_03_e,Speech,tove,Locale_MainScenario:event_absolute1_03_e_27,True,,3,sad,,1,think,,13,idle,,S_30,S_30,1.0,,,tove
event_absolute1_03_e_28,40086,event_absolute1_03_e,Speech,tove,Locale_MainScenario:event_absolute1_03_e_28,True,,3,think,,1,think,,13,idle,,S_30,S_30,1.0,,,tove
event_absolute1_03_e_29,40086,event_absolute1_03_e,Speech,ludmilla,Locale_MainScenario:event_absolute1_03_e_29,True,,3,think,,1,think,,13,idle,,S_30,2,1.3,,,ludmilla
event_absolute1_03_e_30,40086,event_absolute1_03_e,Speech,ludmilla,Locale_MainScenario:event_absolute1_03_e_30,False,,3,think,,1,think,,13,idle,,2,2,1.0,,,ludmilla
event_absolute1_03_e_31,40086,event_absolute1_03_e,Speech,ludmilla,Locale_MainScenario:event_absolute1_03_e_31,True,,3,think,,1,think,,13,idle,,2,2,1.0,,,ludmilla
event_absolute1_03_e_32,40086,event_absolute1_03_e,Speech,ludmilla,Locale_MainScenario:event_absolute1_03_e_32,True,,3,think,,1,think,,13,idle,,2,2,1.0,,,ludmilla
event_absolute1_03_e_33,40086,event_absolute1_03_e,Speech,tove,Locale_MainScenario:event_absolute1_03_e_33,True,,3,special,,1,think,,13,idle,,2,2,1.0,,,tove
event_absolute1_03_e_34,40086,event_absolute1_03_e,Narration,tove,Locale_MainScenario:event_absolute1_03_e_34,False,,3,special,,1,think,,13,idle,,black,black,1.0,sfx_scn_walkiesignal,,
event_absolute1_03_e_35,40086,event_absolute1_03_e,Speech,tove,Locale_MainScenario:event_absolute1_03_e_35,True,,3,special,,1,think,,13,idle,,S_30,S_30,1.0,,,tove
event_absolute1_03_e_36,40086,event_absolute1_03_e,Speech,tove,Locale_MainScenario:event_absolute1_03_e_36,True,,3,special,,1,think,,13,idle,,S_30,S_30,1.0,,,tove
event_absolute1_03_e_37,40086,event_absolute1_03_e,Speech,tove,Locale_MainScenario:event_absolute1_03_e_37,False,,3,special,,1,think,,13,idle,,S_30,S_30,1.0,,,scarecommander
event_absolute1_03_e_38,40086,event_absolute1_03_e,Speech,tove,Locale_MainScenario:event_absolute1_03_e_38,True,,3,idle,,1,think,,13,idle,,S_30,S_30,1.0,,,tove
event_absolute1_03_e_39,40086,event_absolute1_03_e,Speech,alice,Locale_MainScenario:event_absolute1_03_e_39,True,,3,idle,,1,think,,13,surprise,,S_130,S_130,1.0,,,alice
event_absolute1_03_e_40,40086,event_absolute1_03_e,Speech,tove,Locale_MainScenario:event_absolute1_03_e_40,True,,3,idle,,1,think,,13,surprise,,S_30,S_30,1.0,,,tove
event_absolute1_03_e_41,40086,event_absolute1_03_e,Speech,tove,Locale_MainScenario:event_absolute1_03_e_41,True,,3,idle,,1,think,,13,surprise,,S_30,S_30,1.0,,,tove
event_absolute1_03_e_42,40086,event_absolute1_03_e,Speech,tove,Locale_MainScenario:event_absolute1_03_e_42,False,,3,idle,,1,think,,13,surprise,,black,black,1.0,,bgm_story_ambush,scarecommander
event_absolute1_03_e_43,40086,event_absolute1_03_e,Speech,tove,Locale_MainScenario:event_absolute1_03_e_43,False,,3,surprise,,1,think,,13,surprise,,S_30,S_30,1.0,,,tove
event_absolute1_03_e_44,40086,event_absolute1_03_e,Speech,tove,Locale_MainScenario:event_absolute1_03_e_44,False,,3,surprise,,1,think,,13,surprise,,black,black,1.0,,,scarecommander
event_absolute1_03_e_45,40086,event_absolute1_03_e,Narration,tove,Locale_MainScenario:event_absolute1_03_e_45,False,,3,surprise,,1,think,,13,surprise,,black,black,1.0,sfx_scn_walkiesignal,,
event_absolute1_03_e_46,40086,event_absolute1_03_e,Speech,tove,Locale_MainScenario:event_absolute1_03_e_46,False,,3,surprise,,1,think,,13,surprise,,2,2,1.0,,,signal
event_absolute1_03_e_47,40086,event_absolute1_03_e,Speech,tove,Locale_MainScenario:event_absolute1_03_e_47,False,,3,surprise,,1,think,,13,surprise,,2,2,1.0,,,signal
event_absolute1_03_e_48,40086,event_absolute1_03_e,Speech,ludmilla,Locale_MainScenario:event_absolute1_03_e_48,True,,3,surprise,,1,think,,13,idle,,2,2,1.0,,,ludmilla
event_absolute1_03_e_49,40086,event_absolute1_03_e,Speech,ludmilla,Locale_MainScenario:event_absolute1_03_e_49,True,,3,surprise,,1,think,,13,idle,,2,2,1.0,,,ludmilla
event_absolute1_03_e_50,40086,event_absolute1_03_e,Speech,ludmilla,Locale_MainScenario:event_absolute1_03_e_50,True,,3,surprise,,1,think,,13,idle,,2,2,1.0,,,ludmilla
event_absolute1_03_e_51,40086,event_absolute1_03_e,Speech,tove,Locale_MainScenario:event_absolute1_03_e_51,False,,3,surprise,,1,think,,13,idle,,2,2,1.0,,,signal
event_absolute1_03_e_52,40086,event_absolute1_03_e,Speech,tove,Locale_MainScenario:event_absolute1_03_e_52,False,,3,surprise,,1,think,,13,idle,,2,2,1.0,,,signal
event_absolute1_03_e_53,40086,event_absolute1_03_e,Speech,tove,Locale_MainScenario:event_absolute1_03_e_53,False,,3,surprise,,1,think,,13,idle,,2,2,1.0,,,signal
event_absolute1_03_e_54,40086,event_absolute1_03_e,Speech,tove,Locale_MainScenario:event_absolute1_03_e_54,True,,3,surprise,,1,think,,13,idle,,2,2,1.0,,,tove
event_absolute1_03_e_55,40086,event_absolute1_03_e,Speech,ludmilla,Locale_MainScenario:event_absolute1_03_e_55,True,,3,surprise,,1,think,,13,idle,,2,2,1.0,,,ludmilla
event_absolute1_03_e_56,40086,event_absolute1_03_e,Speech,tove,Locale_MainScenario:event_absolute1_03_e_56,True,,3,surprise,,1,think,,13,idle,,2,2,1.0,,,tove
event_absolute1_03_e_57,40086,event_absolute1_03_e,Speech,tove,Locale_MainScenario:event_absolute1_03_e_57,False,,3,surprise,,1,think,,13,idle,,2,2,1.0,,,signal
event_absolute1_03_e_58,40086,event_absolute1_03_e,Speech,tove,Locale_MainScenario:event_absolute1_03_e_58,False,,3,surprise,,1,think,,13,idle,,2,2,1.0,,,signal
event_absolute1_03_e_59,40086,event_absolute1_03_e,Speech,tove,Locale_MainScenario:event_absolute1_03_e_59,False,,3,surprise,,1,think,,13,idle,,2,2,1.0,,,signal
event_absolute1_03_e_60,40086,event_absolute1_03_e,Narration,tove,Locale_MainScenario:event_absolute1_03_e_60,False,,3,surprise,,1,think,,13,idle,,2,2,1.0,sfx_scn_walkiesignal,,
event_absolute1_03_e_61,40086,event_absolute1_03_e,Speech,tove,Locale_MainScenario:event_absolute1_03_e_61,False,,3,surprise,,1,think,,13,idle,,2,2,1.0,,,signal
event_absolute1_03_e_62,40086,event_absolute1_03_e,Speech,tove,Locale_MainScenario:event_absolute1_03_e_62,False,,3,surprise,,1,think,,13,idle,,2,2,1.0,,,signal
event_absolute1_03_e_63,40086,event_absolute1_03_e,Narration,tove,Locale_MainScenario:event_absolute1_03_e_63,False,,3,surprise,,1,think,,13,idle,,2,2,1.0,sfx_scn_walkiesignal,,
event_absolute1_03_e_64,40086,event_absolute1_03_e,Speech,tove,Locale_MainScenario:event_absolute1_03_e_64,False,,3,surprise,,1,think,,13,idle,,2,2,1.0,,,signal
event_absolute1_03_e_65,40086,event_absolute1_03_e,Narration,tove,Locale_MainScenario:event_absolute1_03_e_65,False,,3,surprise,,1,think,,13,idle,,black,black,1.0,sfx_scn_walkiesignal,,
event_absolute1_03_e_66,40086,event_absolute1_03_e,Speech,tove,Locale_MainScenario:event_absolute1_03_e_66,True,,3,sad,,1,think,,13,idle,,2,2,1.0,,,tove
event_absolute1_03_e_67,40086,event_absolute1_03_e,Speech,ludmilla,Locale_MainScenario:event_absolute1_03_e_67,True,,3,sad,,1,think,,13,idle,,2,2,1.0,,,ludmilla
event_absolute1_03_e_68,40086,event_absolute1_03_e,Speech,tove,Locale_MainScenario:event_absolute1_03_e_68,True,,3,think,,1,think,,13,idle,,2,2,1.0,,,tove
event_absolute1_03_e_69,40086,event_absolute1_03_e,Speech,tove,Locale_MainScenario:event_absolute1_03_e_69,True,,3,think,,1,think,,13,idle,,2,2,1.0,,,tove
event_absolute1_03_e_70,40086,event_absolute1_03_e,Speech,ludmilla,Locale_MainScenario:event_absolute1_03_e_70,True,,3,think,,1,idle,,13,idle,,2,10,1.3,,,ludmilla
event_absolute1_03_e_71,40086,event_absolute1_03_e,Speech,ludmilla,Locale_MainScenario:event_absolute1_03_e_71,True,,3,think,,1,idle,,13,idle,,10,10,1.0,,,ludmilla
event_absolute1_03_e_72,40086,event_absolute1_03_e,Speech,ludmilla,Locale_MainScenario:event_absolute1_03_e_72,False,,3,think,,1,idle,,13,idle,,10,10,1.0,,,ludmilla
event_absolute1_03_e_73,40086,event_absolute1_03_e,Speech,ludmilla,Locale_MainScenario:event_absolute1_03_e_73,True,,3,think,,1,idle,,13,idle,,10,10,1.0,,,ludmilla
event_absolute1_03_e_74,40086,event_absolute1_03_e,Speech,ludmilla,Locale_MainScenario:event_absolute1_03_e_74,True,,3,think,,1,idle,,13,idle,,10,10,1.0,,,ludmilla
event_absolute1_03_e_75,40086,event_absolute1_03_e,Speech,ludmilla,Locale_MainScenario:event_absolute1_03_e_75,True,,3,think,,1,idle,,13,idle,,10,10,1.0,,,ludmilla
event_absolute1_03_e_76,40086,event_absolute1_03_e,Speech,ludmilla,Locale_MainScenario:event_absolute1_03_e_76,True,,3,think,,1,idle,,13,idle,,10,10,1.0,,,ludmilla
event_absolute1_03_e_77,40086,event_absolute1_03_e,Speech,tove,Locale_MainScenario:event_absolute1_03_e_77,True,,3,idle,,1,idle,,13,idle,,S_30,S_30,1.0,,,tove
event_absolute1_03_e_78,40086,event_absolute1_03_e,Speech,ludmilla,Locale_MainScenario:event_absolute1_03_e_78,True,,3,idle,,1,idle,,13,idle,,10,10,1.0,,,ludmilla
event_absolute1_03_e_79,40086,event_absolute1_03_e,Speech,ludmilla,Locale_MainScenario:event_absolute1_03_e_79,True,,3,idle,,1,idle,,13,idle,,10,10,1.0,,,ludmilla
event_absolute1_03_e_80,40086,event_absolute1_03_e,Speech,ludmilla,Locale_MainScenario:event_absolute1_03_e_80,True,,3,idle,,1,idle,,13,idle,,10,10,1.0,,,ludmilla
event_absolute1_03_e_81,40086,event_absolute1_03_e,Speech,alice,Locale_MainScenario:event_absolute1_03_e_81,True,,3,idle,,1,idle,,13,delight,,10,12,1.3,,,alice
event_absolute1_03_e_82,40086,event_absolute1_03_e,Speech,ludmilla,Locale_MainScenario:event_absolute1_03_e_82,True,,3,idle,,1,idle,,13,delight,,12,12,1.0,,,ludmilla
