id,event_id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/3/show_char_id,characters/3/set_char_position,characters/3/set_char_anim,characters/4/show_char_id,characters/4/set_char_position,characters/4/set_char_anim,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim
event_bluewaterisland2_02_s_11,40021,event_bluewaterisland2_02_s,Speech,liter_s,liter_s,Locale_SubScenario:event_bluewaterisland2_02_s_11,True,,4,idle,,2,idle,,14,idle,,17,idle,,XS_20,XS_20,1.0,,,12,idle
event_bluewaterisland2_02_s_12,40021,event_bluewaterisland2_02_s,Speech,liter_s,liter_s,Locale_SubScenario:event_bluewaterisland2_02_s_12,True,,4,idle,,2,idle,,14,idle,,17,idle,,XS_20,XS_20,1.0,,,12,idle
event_bluewaterisland2_02_s_13,40021,event_bluewaterisland2_02_s,Speech,liter_s,liter_s,Locale_SubScenario:event_bluewaterisland2_02_s_13,True,,4,idle,,2,idle,,14,idle,,17,idle,,XS_20,XS_20,1.0,,,12,idle
event_bluewaterisland2_02_s_14,40021,event_bluewaterisland2_02_s,Speech,liter_s,liter_s,Locale_SubScenario:event_bluewaterisland2_02_s_14,True,,4,idle,,2,idle,,14,idle,,17,idle,,XS_20,XS_20,1.0,,,12,idle
event_bluewaterisland2_02_s_15,40021,event_bluewaterisland2_02_s,Speech,liter_s,liter_s,Locale_SubScenario:event_bluewaterisland2_02_s_15,True,,4,idle,,2,idle,,14,idle,,17,idle,,XS_20,XS_200,1.0,,,12,idle
event_bluewaterisland2_02_s_16,40021,event_bluewaterisland2_02_s,Speech,neon_s,neon_s,Locale_SubScenario:event_bluewaterisland2_02_s_16,False,,4,idle,,2,idle,,14,idle,,17,idle,,XS_120,XS_120,1.0,,,12,surprise
event_bluewaterisland2_02_s_17,40021,event_bluewaterisland2_02_s,Speech,yan_s,yan_s,Locale_SubScenario:event_bluewaterisland2_02_s_17,True,,4,surprise,,2,idle,,14,idle,,17,idle,,S_40,S_40,1.0,,,12,surprise
event_bluewaterisland2_02_s_18,40021,event_bluewaterisland2_02_s,Speech,liter_s,liter_s,Locale_SubScenario:event_bluewaterisland2_02_s_18,True,,4,surprise,,2,delight,,14,idle,,17,idle,,S_40,3,1.0,,,12,idle
event_bluewaterisland2_02_s_19,40021,event_bluewaterisland2_02_s,Speech,yan_s,yan_s,Locale_SubScenario:event_bluewaterisland2_02_s_19,True,,4,surprise,,2,delight,,14,idle,,17,idle,,3,3,1.0,,,12,idle
event_bluewaterisland2_02_s_20,40021,event_bluewaterisland2_02_s,Speech,liter_s,liter_s,Locale_SubScenario:event_bluewaterisland2_02_s_20,True,,4,surprise,,2,sorrow,,14,idle,,17,idle,,3,3,1.0,,,12,idle
event_bluewaterisland2_02_s_21,40021,event_bluewaterisland2_02_s,Speech,liter_s,liter_s,Locale_SubScenario:event_bluewaterisland2_02_s_21,True,,4,idle,,2,sorrow,,14,idle,,17,idle,,3,3,1.0,,,12,idle
event_bluewaterisland2_02_s_22,40021,event_bluewaterisland2_02_s,Speech,neon_s,neon_s,Locale_SubScenario:event_bluewaterisland2_02_s_22,True,,4,idle,,2,sorrow,,14,idle,,17,idle,,3,1,0.5,,,12,idle
event_bluewaterisland2_02_s_23,40021,event_bluewaterisland2_02_s,Speech,liter_s,liter_s,Locale_SubScenario:event_bluewaterisland2_02_s_23,True,,4,idle,,2,delight,,14,idle,,17,idle,,1,1,1.0,,,12,idle
event_bluewaterisland2_02_s_24,40021,event_bluewaterisland2_02_s,Self,,Self,Locale_SubScenario:event_bluewaterisland2_02_s_24,False,,4,idle,,2,delight,,14,idle,,17,idle,,1,1,1.0,,,12,idle
event_bluewaterisland2_02_s_25,40021,event_bluewaterisland2_02_s,Speech,liter_s,liter_s,Locale_SubScenario:event_bluewaterisland2_02_s_25,True,,4,idle,,2,idle,,14,idle,,17,idle,,1,1,1.0,,,12,idle
event_bluewaterisland2_02_s_26,40021,event_bluewaterisland2_02_s,Speech,yan_s,yan_s,Locale_SubScenario:event_bluewaterisland2_02_s_26,True,,4,idle,,2,idle,,14,idle,,17,idle,,1,3,0.5,,,12,idle
event_bluewaterisland2_02_s_27,40021,event_bluewaterisland2_02_s,Speech,yan_s,yan_s,Locale_SubScenario:event_bluewaterisland2_02_s_27,True,,4,idle,,2,idle,,14,idle,,17,idle,,3,3,1.0,,,12,idle
event_bluewaterisland2_02_s_28,40021,event_bluewaterisland2_02_s,Speech,neon_s,neon_s,Locale_SubScenario:event_bluewaterisland2_02_s_28,True,,4,idle,,2,idle,,14,idle,,17,idle,,3,1,0.7,,,12,idle
event_bluewaterisland2_02_s_29,40021,event_bluewaterisland2_02_s,Self,,Self,Locale_SubScenario:event_bluewaterisland2_02_s_29,False,,4,idle,,2,idle,,14,idle,,17,idle,,1,1,1.0,,,12,idle
event_bluewaterisland2_02_s_30,40021,event_bluewaterisland2_02_s,Speech,rapi_s,rapi_s,Locale_SubScenario:event_bluewaterisland2_02_s_30,True,,4,idle,,2,idle,,14,delight,,17,idle,,1,13,1.0,,,12,idle
event_bluewaterisland2_02_s_31,40021,event_bluewaterisland2_02_s,Speech,neon_s,neon_s,Locale_SubScenario:event_bluewaterisland2_02_s_31,True,,4,idle,,2,idle,,14,delight,,17,idle,,13,13,1.0,,,12,shy
event_bluewaterisland2_02_s_32,40021,event_bluewaterisland2_02_s,Speech,mary_s,mary_s,Locale_SubScenario:event_bluewaterisland2_02_s_32,False,,4,idle,,2,idle,,14,idle,,17,sad,,13,17,2.0,,,12,shy
event_bluewaterisland2_02_s_33,40021,event_bluewaterisland2_02_s,Speech,mary_s,mary_s,Locale_SubScenario:event_bluewaterisland2_02_s_33,True,,4,idle,,2,idle,,14,idle,,17,sad,,17,17,1.0,,,12,idle
event_bluewaterisland2_02_s_34,40021,event_bluewaterisland2_02_s,Speech,mary_s,mary_s,Locale_SubScenario:event_bluewaterisland2_02_s_34,True,,4,idle,,2,idle,,14,idle,,17,sad,,17,17,1.0,,,12,idle
event_bluewaterisland2_02_s_35,40021,event_bluewaterisland2_02_s,Speech,liter_s,liter_s,Locale_SubScenario:event_bluewaterisland2_02_s_35,True,,4,idle,,2,no,,14,idle,,17,sad,,XS_20,XS_20,1.0,,,12,idle
event_bluewaterisland2_02_s_36,40021,event_bluewaterisland2_02_s,Speech,liter_s,liter_s,Locale_SubScenario:event_bluewaterisland2_02_s_36,True,,4,idle,,2,delight,,14,idle,,17,sad,,XS_20,XS_20,1.0,,,12,idle
event_bluewaterisland2_02_s_37,40021,event_bluewaterisland2_02_s,Speech,mary_s,mary_s,Locale_SubScenario:event_bluewaterisland2_02_s_37,True,,4,idle,,2,delight,,14,idle,,17,surprise,,170,170,1.0,,,12,idle
event_bluewaterisland2_02_s_38,40021,event_bluewaterisland2_02_s,Speech,liter_s,liter_s,Locale_SubScenario:event_bluewaterisland2_02_s_38,True,,4,idle,,2,delight,,14,idle,,17,surprise,,170,170,1.0,,,12,idle
event_bluewaterisland2_02_s_39,40021,event_bluewaterisland2_02_s,Speech,mary_s,mary_s,Locale_SubScenario:event_bluewaterisland2_02_s_39,False,,4,idle,,2,idle,,14,idle,,17,think,,170,170,1.0,,,12,idle
event_bluewaterisland2_02_s_40,40021,event_bluewaterisland2_02_s,Speech,mary_s,mary_s,Locale_SubScenario:event_bluewaterisland2_02_s_40,True,,4,idle,,2,idle,,14,idle,,17,think,,170,170,1.0,,,12,idle
event_bluewaterisland2_02_s_41,40021,event_bluewaterisland2_02_s,Speech,mary_s,mary_s,Locale_SubScenario:event_bluewaterisland2_02_s_41,True,,4,idle,,2,idle,,14,idle,,17,idle,,170,170,1.0,,,12,idle
event_bluewaterisland2_02_s_42,40021,event_bluewaterisland2_02_s,Speech,mary_s,mary_s,Locale_SubScenario:event_bluewaterisland2_02_s_42,True,,4,idle,,2,idle,,14,idle,,17,idle,,170,1700,2.0,,,12,idle
