id,event_id,group_id,speech_window,highlight,scenario_localkey,play_lipSync,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,characters/3/show_char_id,characters/3/set_char_position,characters/3/set_char_anim,characters/4/show_char_id,characters/4/set_char_position,characters/4/set_char_anim,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,speaker,characters/1/hide_char_id,characters/2/hide_char_id,characters/4/hide_char_id,characters/5/show_char_id,characters/5/set_char_position,characters/5/set_char_anim,characters/6/show_char_id,characters/6/set_char_position,characters/6/set_char_anim,fade
event_ce006_2_intermission_01_11,40080,event_ce006_2_intermission_01,Speech,privaty,Locale_MainScenario:event_ce006_2_intermission_01_11,True,,1,idle,,3,idle,,5,idle,,13,idle,,15,idle,,14,14,1.0,,privaty,,,,,,,,,,
event_ce006_2_intermission_01_12,40080,event_ce006_2_intermission_01,Speech,hermin,Locale_MainScenario:event_ce006_2_intermission_01_12,True,,1,idle,,3,idle,,5,idle,,13,idle,,15,idle,,14,14,1.0,,hermin,,,,,,,,,,
event_ce006_2_intermission_01_13,40080,event_ce006_2_intermission_01,Speech,privaty,Locale_MainScenario:event_ce006_2_intermission_01_13,True,,1,idle,,3,idle,,5,idle,,13,idle,,15,idle,,14,14,1.0,,privaty,,,,,,,,,,
event_ce006_2_intermission_01_14,40080,event_ce006_2_intermission_01,Speech,privaty,Locale_MainScenario:event_ce006_2_intermission_01_14,True,,1,idle,,3,idle,,5,idle,,13,idle,,15,idle,,14,14,1.0,,privaty,,,,,,,,,,
event_ce006_2_intermission_01_15,40080,event_ce006_2_intermission_01,Speech,privaty,Locale_MainScenario:event_ce006_2_intermission_01_15,True,,1,idle,,3,idle,,5,idle,,13,idle,,15,idle,,14,14,1.0,,privaty,,,,,,,,,,
event_ce006_2_intermission_01_16,40080,event_ce006_2_intermission_01,Speech,privaty,Locale_MainScenario:event_ce006_2_intermission_01_16,True,,1,idle,,3,idle,,5,idle,,13,idle,,15,idle,,14,14,1.0,,privaty,,,,,,,,,,
event_ce006_2_intermission_01_17,40080,event_ce006_2_intermission_01,Speech,hermin,Locale_MainScenario:event_ce006_2_intermission_01_17,False,,1,idle,,3,idle,,5,idle,,13,idle,,15,idle,,14,14,1.0,,hermin,,,,,,,,,,
event_ce006_2_intermission_01_18,40080,event_ce006_2_intermission_01,Speech,anis,Locale_MainScenario:event_ce006_2_intermission_01_18,True,,1,worry,,3,idle,,5,idle,,13,idle,,15,idle,,2,2,1.0,,anis,,,,,,,,,,
event_ce006_2_intermission_01_19,40080,event_ce006_2_intermission_01,Speech,rapi,Locale_MainScenario:event_ce006_2_intermission_01_19,True,,1,worry,,3,idle,,5,idle,,13,idle,,15,idle,,2,4,1.3,,rapi,,,,,,,,,,
event_ce006_2_intermission_01_20,40080,event_ce006_2_intermission_01,Speech,neon,Locale_MainScenario:event_ce006_2_intermission_01_20,True,,1,worry,,3,surprise,,5,idle,,13,idle,,15,idle,,4,4,1.0,,neon,,,,,,,,,,
event_ce006_2_intermission_01_21,40080,event_ce006_2_intermission_01,Speech,privaty,Locale_MainScenario:event_ce006_2_intermission_01_21,True,,1,void,,3,surprise,,5,idle,,13,idle,,15,idle,,14,14,1.0,,privaty,,,,,,,,,,
event_ce006_2_intermission_01_22,40080,event_ce006_2_intermission_01,Speech,privaty,Locale_MainScenario:event_ce006_2_intermission_01_22,True,,1,void,,3,surprise,,5,idle,,13,idle,,15,idle,,14,14,1.0,,privaty,,,,,,,,,,
event_ce006_2_intermission_01_23,40080,event_ce006_2_intermission_01,Speech,hermin,Locale_MainScenario:event_ce006_2_intermission_01_23,False,,1,void,,3,idle,,5,idle,,13,idle,,15,idle,,14,14,1.0,,hermin,,,,,,,,,,
event_ce006_2_intermission_01_24,40080,event_ce006_2_intermission_01,Speech,hermin,Locale_MainScenario:event_ce006_2_intermission_01_24,True,,1,void,,3,idle,,5,idle,,13,idle,,15,idle,,14,14,1.0,,hermin,,,,,,,,,,
event_ce006_2_intermission_01_25,40080,event_ce006_2_intermission_01,Speech,privaty,Locale_MainScenario:event_ce006_2_intermission_01_25,True,,1,void,,3,idle,,5,idle,,13,idle,,15,idle,,14,14,1.0,,privaty,,,,,,,,,,
event_ce006_2_intermission_01_26,40080,event_ce006_2_intermission_01,Speech,hermin,Locale_MainScenario:event_ce006_2_intermission_01_26,True,,1,void,,3,idle,,5,idle,,13,idle,,15,idle,,14,14,1.0,,hermin,,,,,,,,,,
event_ce006_2_intermission_01_27,40080,event_ce006_2_intermission_01,Speech,privaty,Locale_MainScenario:event_ce006_2_intermission_01_27,True,,1,void,,3,idle,,5,idle,,13,idle,,15,idle,,14,14,1.0,,privaty,,,,,,,,,,
event_ce006_2_intermission_01_28,40080,event_ce006_2_intermission_01,Speech,hermin,Locale_MainScenario:event_ce006_2_intermission_01_28,True,,1,void,,3,idle,,5,idle,,13,idle,,15,idle,,14,XS_150,1.3,,hermin,,,,,,,,,,
event_ce006_2_intermission_01_29,40080,event_ce006_2_intermission_01,Speech,hermin,Locale_MainScenario:event_ce006_2_intermission_01_29,True,,1,void,,3,idle,,5,idle,,13,idle,,15,idle,,XS_150,XS_150,1.0,,hermin,,,,,,,,,,
event_ce006_2_intermission_01_30,40080,event_ce006_2_intermission_01,Speech,hermin,Locale_MainScenario:event_ce006_2_intermission_01_30,True,,1,void,,3,idle,,5,idle,,13,idle,,15,idle,,XS_150,XS_150,1.0,,hermin,,,,,,,,,,
event_ce006_2_intermission_01_31,40080,event_ce006_2_intermission_01,Speech,hermin,Locale_MainScenario:event_ce006_2_intermission_01_31,True,,1,void,,3,idle,,5,idle,,13,idle,,15,idle,,XS_150,XS_150,1.0,,hermin,,,,,,,,,,
event_ce006_2_intermission_01_32,40080,event_ce006_2_intermission_01,Speech,hermin,Locale_MainScenario:event_ce006_2_intermission_01_32,True,,1,void,,3,idle,,5,idle,,13,idle,,15,idle,,XS_150,XS_150,1.0,,hermin,,,,,,,,,,
event_ce006_2_intermission_01_33,40080,event_ce006_2_intermission_01,Speech,hermin,Locale_MainScenario:event_ce006_2_intermission_01_33,True,,1,void,,3,idle,,5,idle,,13,idle,,15,idle,,XS_150,XS_1500,1.3,,hermin,,,,,,,,,,
event_ce006_2_intermission_01_34,40080,event_ce006_2_intermission_01,Speech,hermin,Locale_MainScenario:event_ce006_2_intermission_01_34,True,,1,void,,3,idle,,5,idle,,13,idle,,15,idle,,XS_1500,XS_1500,1.0,,hermin,,,,,,,,,,
event_ce006_2_intermission_01_35,40080,event_ce006_2_intermission_01,Speech,hermin,Locale_MainScenario:event_ce006_2_intermission_01_35,True,,1,void,,3,idle,,5,idle,,13,idle,,15,idle,,XS_1500,XS_1500,1.0,,hermin,,,,,,,,,,
event_ce006_2_intermission_01_36,40080,event_ce006_2_intermission_01,Speech,hermin,Locale_MainScenario:event_ce006_2_intermission_01_36,False,,1,void,,3,idle,,5,idle,,13,idle,,15,idle,,XS_1500,XS_1500,1.0,,privaty,,,,,,,,,,
event_ce006_2_intermission_01_37,40080,event_ce006_2_intermission_01,Speech,hermin,Locale_MainScenario:event_ce006_2_intermission_01_37,True,,1,void,,3,idle,,5,idle,,13,idle,,15,idle,,XS_1500,XS_150,1.0,,hermin,,,,,,,,,,
event_ce006_2_intermission_01_38,40080,event_ce006_2_intermission_01,Speech,hermin,Locale_MainScenario:event_ce006_2_intermission_01_38,True,,1,void,,3,idle,,5,idle,,13,idle,,15,idle,,XS_150,XS_150,1.0,,hermin,,,,,,,,,,
event_ce006_2_intermission_01_39,40080,event_ce006_2_intermission_01,Speech,hermin,Locale_MainScenario:event_ce006_2_intermission_01_39,True,,1,void,,3,idle,,5,idle,,13,idle,,15,idle,,XS_150,XS_150,1.0,,hermin,,,,,,,,,,
event_ce006_2_intermission_01_40,40080,event_ce006_2_intermission_01,Speech,hermin,Locale_MainScenario:event_ce006_2_intermission_01_40,True,,1,void,,3,idle,,5,idle,,13,idle,,15,idle,,XS_150,XS_150,1.0,,hermin,,,,,,,,,,
event_ce006_2_intermission_01_41,40080,event_ce006_2_intermission_01,Speech,hermin,Locale_MainScenario:event_ce006_2_intermission_01_41,True,,1,void,,3,idle,,5,idle,,13,idle,,15,idle,,XS_150,XS_150,1.0,,hermin,,,,,,,,,,
event_ce006_2_intermission_01_42,40080,event_ce006_2_intermission_01,Speech,hermin,Locale_MainScenario:event_ce006_2_intermission_01_42,True,,1,void,,3,idle,,5,idle,,13,idle,,15,idle,,XS_150,XS_150,1.0,,hermin,,,,,,,,,,
event_ce006_2_intermission_01_43,40080,event_ce006_2_intermission_01,Speech,hermin,Locale_MainScenario:event_ce006_2_intermission_01_43,True,,1,void,,3,idle,,5,idle,,13,idle,,15,idle,,XS_150,XS_150,1.0,,hermin,,,,,,,,,,
event_ce006_2_intermission_01_44,40080,event_ce006_2_intermission_01,Speech,privaty,Locale_MainScenario:event_ce006_2_intermission_01_44,False,,1,void,,3,idle,,5,idle,,13,idle,,15,idle,,XS_150,S_130,1.3,,privaty,,,,,,,,,,
event_ce006_2_intermission_01_45,40080,event_ce006_2_intermission_01,Speech,privaty,Locale_MainScenario:event_ce006_2_intermission_01_45,True,,1,void,,3,idle,,5,idle,,13,idle,,15,idle,,S_130,S_130,1.0,,privaty,,,,,,,,,,
event_ce006_2_intermission_01_46,40080,event_ce006_2_intermission_01,Speech,privaty,Locale_MainScenario:event_ce006_2_intermission_01_46,True,,1,void,,3,idle,,5,idle,,13,idle,,15,idle,,S_130,S_130,1.0,,privaty,,,,,,,,,,
event_ce006_2_intermission_01_47,40080,event_ce006_2_intermission_01,Speech,privaty,Locale_MainScenario:event_ce006_2_intermission_01_47,True,,1,void,,3,idle,,5,idle,,13,idle,,15,idle,,S_130,S_130,1.0,,privaty,,,,,,,,,,
event_ce006_2_intermission_01_48,40080,event_ce006_2_intermission_01,Speech,privaty,Locale_MainScenario:event_ce006_2_intermission_01_48,True,,1,void,,3,idle,,5,idle,,13,idle,,15,idle,,S_130,S_130,1.0,,privaty,,,,,,,,,,
event_ce006_2_intermission_01_49,40080,event_ce006_2_intermission_01,Speech,privaty,Locale_MainScenario:event_ce006_2_intermission_01_49,True,,1,void,,3,idle,,5,idle,,13,idle,,15,idle,,S_130,S_130,1.0,,privaty,,,,,,,,,,
event_ce006_2_intermission_01_50,40080,event_ce006_2_intermission_01,Speech,hermin,Locale_MainScenario:event_ce006_2_intermission_01_50,False,,1,void,,3,idle,,5,idle,,13,idle,,15,idle,,S_130,14,1.3,,hermin,,,,,,,,,,
event_ce006_2_intermission_01_51,40080,event_ce006_2_intermission_01,Speech,hermin,Locale_MainScenario:event_ce006_2_intermission_01_51,True,,1,void,,3,idle,,5,idle,,13,idle,,15,idle,,14,14,1.0,,hermin,,,,,,,,,,
event_ce006_2_intermission_01_52,40080,event_ce006_2_intermission_01,Speech,privaty,Locale_MainScenario:event_ce006_2_intermission_01_52,True,,1,void,,3,idle,,5,idle,,13,idle,,15,idle,,14,14,1.0,,privaty,,,,,,,,,,
event_ce006_2_intermission_01_53,40080,event_ce006_2_intermission_01,Speech,hermin,Locale_MainScenario:event_ce006_2_intermission_01_53,True,,1,void,,3,idle,,5,idle,,13,idle,,15,idle,,14,14,1.0,,hermin,,,,,,,,,,
event_ce006_2_intermission_01_54,40080,event_ce006_2_intermission_01,Speech,privaty,Locale_MainScenario:event_ce006_2_intermission_01_54,False,,1,void,,3,idle,,5,idle,,13,idle,,15,idle,,14,14,1.0,,privaty,,,,,,,,,,
event_ce006_2_intermission_01_55,40080,event_ce006_2_intermission_01,Speech,privaty,Locale_MainScenario:event_ce006_2_intermission_01_55,True,,1,void,,3,idle,,5,idle,,13,idle,,15,idle,,14,14,1.0,,privaty,,,,,,,,,,
event_ce006_2_intermission_01_56,40080,event_ce006_2_intermission_01,Speech,privaty,Locale_MainScenario:event_ce006_2_intermission_01_56,True,,1,void,,3,idle,,5,idle,,13,idle,,15,idle,,14,14,1.0,,privaty,,,,,,,,,,
event_ce006_2_intermission_01_57,40080,event_ce006_2_intermission_01,Speech,privaty,Locale_MainScenario:event_ce006_2_intermission_01_57,True,,1,void,,3,idle,,5,idle,,13,idle,,15,idle,,14,14,1.0,,privaty,,,,,,,,,,
event_ce006_2_intermission_01_58,40080,event_ce006_2_intermission_01,Speech,privaty,Locale_MainScenario:event_ce006_2_intermission_01_58,True,,1,void,,3,idle,,5,idle,,13,idle,,15,idle,,14,14,1.0,,privaty,,,,,,,,,,
event_ce006_2_intermission_01_59,40080,event_ce006_2_intermission_01,Speech,hermin,Locale_MainScenario:event_ce006_2_intermission_01_59,False,,1,void,,3,idle,,5,idle,,13,idle,,15,idle,,14,14,1.0,,hermin,,,,,,,,,,
event_ce006_2_intermission_01_60,40080,event_ce006_2_intermission_01,Speech,hermin,Locale_MainScenario:event_ce006_2_intermission_01_60,True,,1,void,,3,idle,,5,idle,,13,idle,,15,idle,,14,14,1.0,,hermin,,,,,,,,,,
event_ce006_2_intermission_01_61,40080,event_ce006_2_intermission_01,Speech,privaty,Locale_MainScenario:event_ce006_2_intermission_01_61,False,,1,void,,3,idle,,5,idle,,13,idle,,15,idle,,14,14,1.0,,privaty,,,,,,,,,,
event_ce006_2_intermission_01_62,40080,event_ce006_2_intermission_01,Speech,privaty,Locale_MainScenario:event_ce006_2_intermission_01_62,True,,1,void,,3,idle,,5,idle,,13,idle,,15,idle,,14,14,1.0,,privaty,,,,,,,,,,
event_ce006_2_intermission_01_63,40080,event_ce006_2_intermission_01,Speech,privaty,Locale_MainScenario:event_ce006_2_intermission_01_63,True,,1,void,,3,idle,,5,idle,,13,idle,,15,idle,,14,14,1.0,,privaty,,,,,,,,,,
event_ce006_2_intermission_01_64,40080,event_ce006_2_intermission_01,Speech,hermin,Locale_MainScenario:event_ce006_2_intermission_01_64,False,,1,void,,3,idle,,5,idle,,13,idle,,15,idle,,14,14,1.0,,hermin,,,,,,,,,,
event_ce006_2_intermission_01_65,40080,event_ce006_2_intermission_01,Speech,privaty,Locale_MainScenario:event_ce006_2_intermission_01_65,True,,1,void,,3,idle,,5,idle,,13,idle,,15,idle,,14,14,1.0,,privaty,,,,,,,,,,
event_ce006_2_intermission_01_66,40080,event_ce006_2_intermission_01,Speech,privaty,Locale_MainScenario:event_ce006_2_intermission_01_66,True,,1,void,,3,idle,,5,idle,,13,idle,,15,idle,,14,14,1.0,,privaty,,,,,,,,,,
event_ce006_2_intermission_01_67,40080,event_ce006_2_intermission_01,Speech,privaty,Locale_MainScenario:event_ce006_2_intermission_01_67,True,,1,void,,3,idle,,5,idle,,13,idle,,15,idle,,14,14,1.0,,privaty,,,,,,,,,,
event_ce006_2_intermission_01_68,40080,event_ce006_2_intermission_01,Speech,privaty,Locale_MainScenario:event_ce006_2_intermission_01_68,True,,1,void,,3,idle,,5,idle,,13,idle,,15,idle,,14,14,1.0,,privaty,,,,,,,,,,
event_ce006_2_intermission_01_69,40080,event_ce006_2_intermission_01,Speech,privaty,Locale_MainScenario:event_ce006_2_intermission_01_69,True,,1,void,,3,idle,,5,idle,,13,idle,,15,idle,,14,14,1.0,,privaty,,,,,,,,,,
event_ce006_2_intermission_01_70,40080,event_ce006_2_intermission_01,Speech,privaty,Locale_MainScenario:event_ce006_2_intermission_01_70,True,,1,void,,3,idle,,5,idle,,13,idle,,15,idle,,14,14,1.0,,privaty,,,,,,,,,,
event_ce006_2_intermission_01_71,40080,event_ce006_2_intermission_01,Speech,hermin,Locale_MainScenario:event_ce006_2_intermission_01_71,False,,1,void,,3,idle,,5,idle,,13,idle,,15,idle,,14,14,1.0,,hermin,,,,,,,,,,
event_ce006_2_intermission_01_72,40080,event_ce006_2_intermission_01,Speech,hermin,Locale_MainScenario:event_ce006_2_intermission_01_72,True,,1,void,,3,idle,,5,idle,,13,idle,,15,idle,,14,14,1.0,,hermin,,,,,,,,,,
event_ce006_2_intermission_01_73,40080,event_ce006_2_intermission_01,Speech,privaty,Locale_MainScenario:event_ce006_2_intermission_01_73,True,,1,void,,3,idle,,5,idle,,13,idle,,15,idle,,14,14,1.0,,privaty,,,,,,,,,,
event_ce006_2_intermission_01_74,40080,event_ce006_2_intermission_01,Speech,privaty,Locale_MainScenario:event_ce006_2_intermission_01_74,True,,1,void,,3,idle,,5,idle,,13,idle,,15,idle,,14,14,1.0,,privaty,,,,,,,,,,
event_ce006_2_intermission_01_75,40080,event_ce006_2_intermission_01,Speech,hermin,Locale_MainScenario:event_ce006_2_intermission_01_75,True,,1,void,,3,idle,,5,idle,,13,idle,,15,sad,,14,XS_150,1.3,,hermin,,,,,,,,,,
event_ce006_2_intermission_01_76,40080,event_ce006_2_intermission_01,Speech,hermin,Locale_MainScenario:event_ce006_2_intermission_01_76,True,,1,void,,3,idle,,5,idle,,13,idle,,15,sad,,XS_150,XS_150,1.0,,hermin,,,,,,,,,,
event_ce006_2_intermission_01_77,40080,event_ce006_2_intermission_01,Speech,hermin,Locale_MainScenario:event_ce006_2_intermission_01_77,False,,1,void,,3,idle,,5,idle,,13,idle,,15,sad,,XS_150,XS_150,1.0,,hermin,,,,,,,,,,
event_ce006_2_intermission_01_78,40080,event_ce006_2_intermission_01,Speech,hermin,Locale_MainScenario:event_ce006_2_intermission_01_78,True,,1,void,,3,idle,,5,idle,,13,idle,,15,idle,,XS_150,XS_150,1.0,,hermin,,,,,,,,,,
event_ce006_2_intermission_01_79,40080,event_ce006_2_intermission_01,Speech,hermin,Locale_MainScenario:event_ce006_2_intermission_01_79,True,,1,void,,3,idle,,5,idle,,13,idle,,15,idle,,XS_150,XS_150,1.0,,hermin,,,,,,,,,,
event_ce006_2_intermission_01_80,40080,event_ce006_2_intermission_01,Speech,hermin,Locale_MainScenario:event_ce006_2_intermission_01_80,True,,1,void,,3,idle,,5,idle,,13,idle,,15,idle,,XS_150,XS_150,1.0,,hermin,,,,,,,,,,
event_ce006_2_intermission_01_81,40080,event_ce006_2_intermission_01,Speech,privaty,Locale_MainScenario:event_ce006_2_intermission_01_81,True,,1,void,,3,idle,,5,idle,,13,idle,,15,idle,,XS_150,S_130,1.3,,privaty,,,,,,,,,,
event_ce006_2_intermission_01_82,40080,event_ce006_2_intermission_01,Self,privaty,Locale_MainScenario:event_ce006_2_intermission_01_82,False,,1,void,,3,idle,,5,idle,,13,idle,,15,idle,,12,12,1.0,,,neon,rapi,hermin,elegg,3,idle,ce006_03,15,no,black
event_ce006_2_intermission_01_83,40080,event_ce006_2_intermission_01,Speech,anis,Locale_MainScenario:event_ce006_2_intermission_01_83,True,,1,void,,,,,,,,13,idle,,,,,12,12,1.0,,anis,,,,,3,idle,,15,no,
event_ce006_2_intermission_01_84,40080,event_ce006_2_intermission_01,Speech,privaty,Locale_MainScenario:event_ce006_2_intermission_01_84,True,,1,void,,,,,,,,13,sad,,,,,12,12,1.0,,privaty,,,,,3,idle,,15,no,
event_ce006_2_intermission_01_85,40080,event_ce006_2_intermission_01,Speech,privaty,Locale_MainScenario:event_ce006_2_intermission_01_85,True,,1,void,,,,,,,,13,sad,,,,,12,12,1.0,,privaty,,,,,3,idle,,15,no,
event_ce006_2_intermission_01_86,40080,event_ce006_2_intermission_01,Speech,privaty,Locale_MainScenario:event_ce006_2_intermission_01_86,True,,1,void,,,,,,,,13,idle,,,,,12,12,1.0,,privaty,,,,,3,idle,,15,no,
event_ce006_2_intermission_01_87,40080,event_ce006_2_intermission_01,Speech,privaty,Locale_MainScenario:event_ce006_2_intermission_01_87,True,,1,void,,,,,,,,13,idle,,,,,12,12,1.0,,privaty,,,,,3,idle,,15,no,
event_ce006_2_intermission_01_88,40080,event_ce006_2_intermission_01,Speech,privaty,Locale_MainScenario:event_ce006_2_intermission_01_88,False,,1,void,,,,,,,,13,idle,,,,,12,12,1.0,,privaty,,,,,3,idle,,15,no,
event_ce006_2_intermission_01_89,40080,event_ce006_2_intermission_01,Speech,privaty,Locale_MainScenario:event_ce006_2_intermission_01_89,True,,1,void,,,,,,,,13,idle,,,,,12,12,1.0,,privaty,,,,,3,idle,,15,no,
event_ce006_2_intermission_01_90,40080,event_ce006_2_intermission_01,Speech,privaty,Locale_MainScenario:event_ce006_2_intermission_01_90,True,,1,void,,,,,,,,13,idle,,,,,12,12,1.0,,privaty,,,,,3,idle,,15,no,
event_ce006_2_intermission_01_91,40080,event_ce006_2_intermission_01,Speech,privaty,Locale_MainScenario:event_ce006_2_intermission_01_91,True,,1,void,,,,,,,,13,idle,,,,,12,12,1.0,,privaty,,,,,3,idle,,15,no,
event_ce006_2_intermission_01_92,40080,event_ce006_2_intermission_01,Speech,privaty,Locale_MainScenario:event_ce006_2_intermission_01_92,True,,1,void,,,,,,,,13,idle,,,,,12,12,1.0,,privaty,,,,,3,idle,,15,no,
event_ce006_2_intermission_01_93,40080,event_ce006_2_intermission_01,Speech,privaty,Locale_MainScenario:event_ce006_2_intermission_01_93,True,,1,void,,,,,,,,13,idle,,,,,12,12,1.0,,privaty,,,,,3,idle,,15,no,
event_ce006_2_intermission_01_94,40080,event_ce006_2_intermission_01,Speech,privaty,Locale_MainScenario:event_ce006_2_intermission_01_94,True,,1,void,,,,,,,,13,idle,,,,,12,12,1.0,,privaty,,,,,3,idle,,15,no,
event_ce006_2_intermission_01_95,40080,event_ce006_2_intermission_01,Speech,privaty,Locale_MainScenario:event_ce006_2_intermission_01_95,True,,1,void,,,,,,,,13,idle,,,,,12,12,1.0,,privaty,,,,,3,idle,,15,no,
event_ce006_2_intermission_01_96,40080,event_ce006_2_intermission_01,Speech,privaty,Locale_MainScenario:event_ce006_2_intermission_01_96,True,,1,void,,,,,,,,13,idle,,,,,12,12,1.0,,privaty,,,,,3,idle,,15,no,
event_ce006_2_intermission_01_97,40080,event_ce006_2_intermission_01,Speech,anis,Locale_MainScenario:event_ce006_2_intermission_01_97,True,,1,delight,,,,,,,,13,idle,,,,,12,12,1.0,,anis,,,,,3,idle,,15,no,
event_ce006_2_intermission_01_98,40080,event_ce006_2_intermission_01,Speech,privaty,Locale_MainScenario:event_ce006_2_intermission_01_98,True,,1,delight,,,,,,,,13,sad,,,,,12,12,1.0,,privaty,,,,,3,idle,,15,no,
event_ce006_2_intermission_01_99,40080,event_ce006_2_intermission_01,Speech,elegg,Locale_MainScenario:event_ce006_2_intermission_01_99,True,,1,void,,,,,,,,13,sad,,,,,S_30,S_30,1.0,,elegg,,,,,3,idle,,15,no,
event_ce006_2_intermission_01_100,40080,event_ce006_2_intermission_01,Speech,privaty,Locale_MainScenario:event_ce006_2_intermission_01_100,True,,1,void,,,,,,,,13,idle,,,,,12,12,1.0,,privaty,,,,,3,idle,,15,no,
event_ce006_2_intermission_01_101,40080,event_ce006_2_intermission_01,Speech,ce006_03,Locale_MainScenario:event_ce006_2_intermission_01_101,True,,1,void,,,,,,,,13,idle,,,,,12,14,1.3,,ce006_03,,,,,3,idle,,15,no,
event_ce006_2_intermission_01_102,40080,event_ce006_2_intermission_01,Speech,privaty,Locale_MainScenario:event_ce006_2_intermission_01_102,True,,1,void,,,,,,,,13,idle,,,,,14,14,1.0,,privaty,,,,,3,idle,,15,no,
event_ce006_2_intermission_01_103,40080,event_ce006_2_intermission_01,Speech,privaty,Locale_MainScenario:event_ce006_2_intermission_01_103,True,,1,void,,,,,,,,13,idle,,,,,14,14,1.0,,privaty,,,,,3,idle,,15,no,
event_ce006_2_intermission_01_104,40080,event_ce006_2_intermission_01,Speech,privaty,Locale_MainScenario:event_ce006_2_intermission_01_104,True,,1,void,,,,,,,,13,idle,,,,,14,14,1.0,,privaty,,,,,3,idle,,15,no,
event_ce006_2_intermission_01_105,40080,event_ce006_2_intermission_01,Speech,ce006_03,Locale_MainScenario:event_ce006_2_intermission_01_105,True,,1,void,,,,,,,,13,idle,,,,,14,14,1.0,,ce006_03,,,,,3,idle,,15,no,
event_ce006_2_intermission_01_106,40080,event_ce006_2_intermission_01,Speech,ce006_03,Locale_MainScenario:event_ce006_2_intermission_01_106,True,,1,void,,,,,,,,13,idle,,,,,14,14,1.0,,ce006_03,,,,,3,idle,,15,no,
event_ce006_2_intermission_01_107,40080,event_ce006_2_intermission_01,Speech,ce006_03,Locale_MainScenario:event_ce006_2_intermission_01_107,True,,1,void,,,,,,,,13,idle,,,,,14,14,1.0,,ce006_03,,,,,3,idle,,15,no,
