id,event_id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,play_sound,set_camera_shake,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/0/hide_char_id,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/1/hide_char_id,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,characters/2/hide_char_id,characters/3/show_char_id,characters/3/set_char_position,characters/3/set_char_anim
event_1yearalready_04_32,130003,event_1yearalready_04,Speech,privaty_d,privaty_d,Locale_SubScenario:event_1yearalready_04_32,True,,13,13,1.0,,,,,3,idle,,,5,idle,,,1,idle,,,13,idle
event_1yearalready_04_33,130003,event_1yearalready_04,Speech,eunhwa,eunhwa,Locale_SubScenario:event_1yearalready_04_33,True,,2,2,1.0,,,,,3,idle,,,5,idle,,,1,idle,,,13,idle
event_1yearalready_04_34,130003,event_1yearalready_04,Speech,emma,emma,Locale_SubScenario:event_1yearalready_04_34,True,,2,2,1.0,,,,,3,idle,,,5,shy,,,1,surprise,,,13,idle
event_1yearalready_04_35,130003,event_1yearalready_04,Speech,vesti,vesti,Locale_SubScenario:event_1yearalready_04_35,True,,2,4,1.0,,,,,3,idle,,,5,shy,,,1,surprise,,,13,idle
event_1yearalready_04_36,130003,event_1yearalready_04,Speech,privaty_d,privaty_d,Locale_SubScenario:event_1yearalready_04_36,False,,13,S_130,0.6,,,,,3,idle,,,5,shy,,,1,surprise,,,13,surprise
event_1yearalready_04_37,130003,event_1yearalready_04,Speech,privaty_d,privaty_d,Locale_SubScenario:event_1yearalready_04_37,True,,S_130,S_130,1.0,,,,,3,idle,,,5,shy,,,1,surprise,,,13,surprise
event_1yearalready_04_38,130003,event_1yearalready_04,Speech,privaty_d,privaty_d,Locale_SubScenario:event_1yearalready_04_38,True,,S_130,S_130,1.0,,,,,3,idle,,,5,idle,,,1,surprise,,,13,surprise
event_1yearalready_04_39,130003,event_1yearalready_04,Self,,,Locale_SubScenario:event_1yearalready_04_39,False,,S_130,S_130,1.0,,,,,3,idle,,,5,idle,,,1,surprise,,,13,surprise
event_1yearalready_04_40,130003,event_1yearalready_04,Speech,privaty_d,privaty_d,Locale_SubScenario:event_1yearalready_04_40,True,,S_130,S_130,1.0,,,,,3,idle,,,5,idle,,,1,surprise,,,13,surprise
event_1yearalready_04_41,130003,event_1yearalready_04,Speech,privaty_d,privaty_d,Locale_SubScenario:event_1yearalready_04_41,True,,S_130,S_130,1.0,,,,,3,idle,,,5,idle,,,1,surprise,,,13,surprise
event_1yearalready_04_42,130003,event_1yearalready_04,Speech,privaty_d,privaty_d,Locale_SubScenario:event_1yearalready_04_42,True,,S_130,S_130,1.0,,,,,3,idle,,,5,idle,,,1,surprise,,,13,surprise
event_1yearalready_04_43,130003,event_1yearalready_04,Self,,,Locale_SubScenario:event_1yearalready_04_43,False,,S_130,S_130,1.0,,,,,3,idle,,,5,idle,,,1,surprise,,,13,surprise
event_1yearalready_04_44,130003,event_1yearalready_04,Self,,,Locale_SubScenario:event_1yearalready_04_44,False,,S_130,S_130,1.0,,,,,3,idle,,,5,idle,,,1,surprise,,,13,surprise
event_1yearalready_04_45,130003,event_1yearalready_04,Speech,privaty_d,privaty_d,Locale_SubScenario:event_1yearalready_04_45,True,,S_130,S_130,1.0,,,,,3,idle,,,5,idle,,,1,surprise,,,13,shy
event_1yearalready_04_46,130003,event_1yearalready_04,Speech,privaty_d,privaty_d,Locale_SubScenario:event_1yearalready_04_46,True,,S_130,S_130,1.0,,,,,3,idle,,,5,idle,,,1,surprise,,,13,shy
event_1yearalready_04_47,130003,event_1yearalready_04,Speech,privaty_d,privaty_d,Locale_SubScenario:event_1yearalready_04_47,True,,S_130,S_130,1.0,,,,,3,idle,,,5,idle,,,1,surprise,,,13,shy
event_1yearalready_04_48,130003,event_1yearalready_04,Speech,privaty_d,privaty_d,Locale_SubScenario:event_1yearalready_04_48,True,,S_130,S_130,1.0,,,,,3,idle,,,5,idle,,,1,surprise,,,13,shy
event_1yearalready_04_49,130003,event_1yearalready_04,Speech,privaty_d,privaty_d,Locale_SubScenario:event_1yearalready_04_49,True,,S_130,S_130,1.0,,,,,3,idle,,,5,idle,,,1,surprise,,,13,shy
event_1yearalready_04_50,130003,event_1yearalready_04,Speech,emma,emma,Locale_SubScenario:event_1yearalready_04_50,True,,S_130,12,1.0,,,,,3,idle,,,5,idle,,,1,idle,,,13,shy
event_1yearalready_04_51,130003,event_1yearalready_04,Speech,emma,emma,Locale_SubScenario:event_1yearalready_04_51,True,,12,12,1.0,,,,,3,idle,,,5,idle,,,1,idle,,,13,shy
event_1yearalready_04_52,130003,event_1yearalready_04,Speech,privaty_d,privaty_d,Locale_SubScenario:event_1yearalready_04_52,True,,12,12,1.0,,,,,3,idle,,,5,idle,,,1,idle,,,13,surprise
event_1yearalready_04_53,130003,event_1yearalready_04,Speech,privaty_d,privaty_d,Locale_SubScenario:event_1yearalready_04_53,True,,12,12,1.0,,,,,3,idle,,,5,idle,,,1,idle,,,13,surprise
event_1yearalready_04_54,130003,event_1yearalready_04,Speech,privaty_d,privaty_d,Locale_SubScenario:event_1yearalready_04_54,True,,12,12,1.0,,,,,3,idle,,,5,idle,,,1,idle,,,13,shy
event_1yearalready_04_55,130003,event_1yearalready_04,Speech,privaty_d,privaty_d,Locale_SubScenario:event_1yearalready_04_55,True,,12,S_130,1.0,,,,,3,idle,,,5,idle,,,1,idle,,,13,shy
event_1yearalready_04_56,130003,event_1yearalready_04,Self,,,Locale_SubScenario:event_1yearalready_04_56,False,,S_130,S_130,1.0,,,,,3,idle,,,5,idle,,,1,idle,,,13,shy
event_1yearalready_04_57,130003,event_1yearalready_04,Speech,privaty_d,privaty_d,Locale_SubScenario:event_1yearalready_04_57,False,,S_130,13,0.6,,,Low_2,,3,idle,,,5,idle,,,1,idle,,,13,surprise
event_1yearalready_04_58,130003,event_1yearalready_04,Speech,privaty_d,privaty_d,Locale_SubScenario:event_1yearalready_04_58,True,,13,13,1.0,,,,,3,idle,,,5,idle,,,1,idle,,,13,shy
event_1yearalready_04_59,130003,event_1yearalready_04,Speech,privaty_d,privaty_d,Locale_SubScenario:event_1yearalready_04_59,True,,13,13,1.0,,,,,3,idle,,,5,idle,,,1,idle,,,13,shy
event_1yearalready_04_60,130003,event_1yearalready_04,Speech,privaty_d,privaty_d,Locale_SubScenario:event_1yearalready_04_60,True,,13,13,1.0,,,,,3,idle,,,5,idle,,,1,idle,,,13,shy
event_1yearalready_04_61,130003,event_1yearalready_04,Speech,emma,emma,Locale_SubScenario:event_1yearalready_04_61,True,,13,1,1.0,,,,,3,idle,,,5,idle,,,1,idle,,,13,shy
event_1yearalready_04_62,130003,event_1yearalready_04,Self,,,Locale_SubScenario:event_1yearalready_04_62,False,,1,1,1.0,,,,,3,idle,,,5,idle,,,1,idle,,,13,shy
event_1yearalready_04_63,130003,event_1yearalready_04,Self,,,Locale_SubScenario:event_1yearalready_04_63,False,,1,1,1.0,,,,,3,idle,,,5,idle,,,1,idle,,,13,shy
event_1yearalready_04_64,130003,event_1yearalready_04,Speech,emma,emma,Locale_SubScenario:event_1yearalready_04_64,True,,1,10,1.0,,,,,3,idle,,,5,idle,,,1,delight,,,13,shy
event_1yearalready_04_65,130003,event_1yearalready_04,Speech,emma,emma,Locale_SubScenario:event_1yearalready_04_65,True,,10,10,1.0,,,,,3,idle,,,5,idle,,,1,delight,emma,,13,shy
event_1yearalready_04_66,130003,event_1yearalready_04,Speech,eunhwa,eunhwa,Locale_SubScenario:event_1yearalready_04_66,True,,4,4,1.0,,,,,3,idle,,,5,idle,,,,,,,13,shy
event_1yearalready_04_67,130003,event_1yearalready_04,Speech,vesti,vesti,Locale_SubScenario:event_1yearalready_04_67,True,,4,4,1.0,,,,,3,idle,,,5,idle,,,,,,,13,idle
event_1yearalready_04_68,130003,event_1yearalready_04,Speech,privaty_d,privaty_d,Locale_SubScenario:event_1yearalready_04_68,True,,13,13,1.0,,,,,3,idle,,,5,idle,,,,,,,13,idle
event_1yearalready_04_69,130003,event_1yearalready_04,Self,,,Locale_SubScenario:event_1yearalready_04_69,False,,13,13,1.0,,,,,3,idle,,,5,idle,,,,,,,13,idle
event_1yearalready_04_70,130003,event_1yearalready_04,Self,,,Locale_SubScenario:event_1yearalready_04_70,False,,13,13,1.0,,,,,3,idle,,,5,idle,,,,,,,13,idle
event_1yearalready_04_71,130003,event_1yearalready_04,Self,,,Locale_SubScenario:event_1yearalready_04_71,False,,13,13,1.0,,,,,3,idle,,,5,idle,,,,,,,13,idle
event_1yearalready_04_72,130003,event_1yearalready_04,Speech,eunhwa,eunhwa,Locale_SubScenario:event_1yearalready_04_72,True,,4,4,1.0,,,,,3,delight,,,5,idle,,,,,,,13,idle
event_1yearalready_04_73,130003,event_1yearalready_04,Speech,eunhwa,eunhwa,Locale_SubScenario:event_1yearalready_04_73,True,,4,4,1.0,,,,,3,delight,,,5,idle,,,,,,,13,idle
event_1yearalready_04_74,130003,event_1yearalready_04,Speech,vesti,vesti,Locale_SubScenario:event_1yearalready_04_74,True,,4,4,1.0,,,,,3,delight,,,5,idle,,,,,,,13,idle
event_1yearalready_04_75,130003,event_1yearalready_04,Speech,privaty_d,privaty_d,Locale_SubScenario:event_1yearalready_04_75,True,,13,S_130,1.0,,,,,3,delight,eunhwa,,5,idle,vesti,,,,,,13,shy
event_1yearalready_04_76,130003,event_1yearalready_04,Self,,,Locale_SubScenario:event_1yearalready_04_76,False,,S_130,S_130,1.0,,,,,,,,,,,,,,,,,13,shy
event_1yearalready_04_77,130003,event_1yearalready_04,Speech,privaty_d,privaty_d,Locale_SubScenario:event_1yearalready_04_77,True,,S_130,S_130,1.0,,,,,,,,,,,,,,,,,13,shy
event_1yearalready_04_78,130003,event_1yearalready_04,Narration,,,Locale_SubScenario:event_1yearalready_04_78,False,,S_130,S_130,1.0,,,,,,,,,,,,,,,,,13,shy
event_1yearalready_04_79,130003,event_1yearalready_04,Speech,privaty_d,privaty_d,Locale_SubScenario:event_1yearalready_04_79,False,,S_130,13,0.6,,,Low_2,,,,,,,,,,,,,,13,surprise
event_1yearalready_04_80,130003,event_1yearalready_04,Self,,,Locale_SubScenario:event_1yearalready_04_80,False,,13,13,1.0,,,,,,,,,,,,,,,,,13,surprise
event_1yearalready_04_81,130003,event_1yearalready_04,Monologue,,,Locale_SubScenario:event_1yearalready_04_81,False,,black,black,1.0,,,,,,,,,,,,,,,,,13,surprise
