id,event_id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,characters/3/show_char_id,characters/3/set_char_position,characters/3/set_char_anim,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,play_sound,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,characters/3/hide_char_id,characters/0/hide_char_id,characters/1/hide_char_id,characters/2/hide_char_id,characters/4/show_char_id,characters/4/set_char_position,characters/4/set_char_anim,characters/5/show_char_id,characters/5/set_char_position,characters/5/set_char_anim,fade,characters/4/hide_char_id,characters/5/hide_char_id,set_filter_01
event_ce006_2_01_s_36,40080,event_ce006_2_01_s,Speech,rapi,rapi,Locale_MainScenario:event_ce006_2_01_s_36,False,,14,idle,,3,3,1.0,collab_bgm_sb_field_floodedcs_inst,,,4,idle,,2,idle,,12,idle,,,,,,16,idle,,6,angry,,,,
event_ce006_2_01_s_37,40080,event_ce006_2_01_s,Speech,anis,anis,Locale_MainScenario:event_ce006_2_01_s_37,False,,14,idle,,3,5,1.3,,,,4,idle,,2,idle,,12,idle,,,,,,16,idle,,6,angry,,,,
event_ce006_2_01_s_38,40080,event_ce006_2_01_s,Speech,neon,neon,Locale_MainScenario:event_ce006_2_01_s_38,False,,14,idle,,5,5,1.0,,,,4,idle,,2,idle,,12,idle,,,,,,16,idle,,6,angry,,,,
event_ce006_2_01_s_39,40080,event_ce006_2_01_s,Speech,rapi,rapi,Locale_MainScenario:event_ce006_2_01_s_39,True,,14,idle,,20,20,1.0,,,,4,idle,,2,idle,,12,idle,,,,,,16,idle,,6,angry,,,,
event_ce006_2_01_s_40,40080,event_ce006_2_01_s,Speech,anis,anis,Locale_MainScenario:event_ce006_2_01_s_40,True,,14,idle,,5,5,1.0,,,,4,idle,,2,idle,,12,idle,,,,,,16,idle,,6,worry,,,,
event_ce006_2_01_s_41,40080,event_ce006_2_01_s,Speech,neon,neon,Locale_MainScenario:event_ce006_2_01_s_41,True,,14,idle,,5,5,1.0,,,,4,idle,,2,idle,,12,idle,,,,,,16,idle,,6,worry,,,,
event_ce006_2_01_s_42,40080,event_ce006_2_01_s,Speech,anis,anis,Locale_MainScenario:event_ce006_2_01_s_42,True,,14,idle,,5,5,1.0,,,,4,idle,,2,idle,,12,idle,,,,,,16,idle,,6,worry,,,,
event_ce006_2_01_s_43,40080,event_ce006_2_01_s,Speech,neon,neon,Locale_MainScenario:event_ce006_2_01_s_43,True,,14,idle,,5,5,1.0,,,,4,idle,,2,idle,,12,idle,,,,,,16,idle,,6,worry,,,,
event_ce006_2_01_s_44,40080,event_ce006_2_01_s,Speech,anis,anis,Locale_MainScenario:event_ce006_2_01_s_44,True,,14,idle,,5,5,1.0,,,,4,idle,,2,idle,,12,idle,,,,,,16,idle,,6,worry,,,,
event_ce006_2_01_s_45,40080,event_ce006_2_01_s,Speech,neon,neon,Locale_MainScenario:event_ce006_2_01_s_45,True,,14,idle,,5,5,1.0,,,,4,worry,,2,idle,,12,idle,,,,,,16,idle,,6,worry,,,,
event_ce006_2_01_s_46,40080,event_ce006_2_01_s,Speech,anis,anis,Locale_MainScenario:event_ce006_2_01_s_46,True,,14,idle,,5,5,1.0,,,,4,worry,,2,idle,,12,idle,,,,,,16,idle,,6,worry,,,,
event_ce006_2_01_s_47,40080,event_ce006_2_01_s,Speech,rapi,rapi,Locale_MainScenario:event_ce006_2_01_s_47,True,,14,idle,,5,3,1.3,,,,4,worry,,2,idle,,12,idle,,,,,,16,idle,,6,worry,,,,
event_ce006_2_01_s_48,40080,event_ce006_2_01_s,Speech,rapi,rapi,Locale_MainScenario:event_ce006_2_01_s_48,True,,14,idle,,3,3,1.0,,,,4,worry,,2,idle,,12,idle,,,,,,16,idle,,6,worry,,,,
event_ce006_2_01_s_49,40080,event_ce006_2_01_s,Speech,rapi,rapi,Locale_MainScenario:event_ce006_2_01_s_49,True,,14,idle,,3,3,1.0,,,,4,worry,,2,idle,,12,idle,,,,,,16,idle,,6,worry,,,,
event_ce006_2_01_s_50,40080,event_ce006_2_01_s,Self,rapi,,Locale_MainScenario:event_ce006_2_01_s_50,False,,14,idle,,3,3,1.0,,,,4,worry,,2,idle,,12,idle,,,,,,16,idle,,6,worry,,,,
event_ce006_2_01_s_51,40080,event_ce006_2_01_s,Speech,rapi,rapi,Locale_MainScenario:event_ce006_2_01_s_51,False,,14,idle,,3,3,1.0,,,,4,worry,,2,think,,12,idle,,,,,,16,idle,,6,worry,,,,
event_ce006_2_01_s_52,40080,event_ce006_2_01_s,Speech,rapi,privaty,Locale_MainScenario:event_ce006_2_01_s_52,False,,14,idle,,3,3,1.0,,,,4,worry,,2,think,,12,idle,,,,,,16,idle,,6,worry,,,,
event_ce006_2_01_s_53,40080,event_ce006_2_01_s,Monologue,privaty,,Locale_MainScenario:event_ce006_2_01_s_53,False,,14,idle,,black,black,1.0,,,,4,idle,,2,idle,,12,idle,,,,,,16,idle,,6,void,,,,
event_ce006_2_01_s_54,40080,event_ce006_2_01_s,Self,privaty,,Locale_MainScenario:event_ce006_2_01_s_54,False,,14,idle,,14,S_140,1.3,,,,4,idle,,2,idle,,12,idle,,,,,,16,idle,,6,void,,,,
event_ce006_2_01_s_55,40080,event_ce006_2_01_s,Speech,privaty,privaty,Locale_MainScenario:event_ce006_2_01_s_55,True,,14,idle,,S_140,S_140,1.0,,,,4,idle,,2,idle,,12,idle,,,,,,16,idle,,6,void,,,,
event_ce006_2_01_s_56,40080,event_ce006_2_01_s,Speech,privaty,privaty,Locale_MainScenario:event_ce006_2_01_s_56,True,,14,idle,,S_140,S_140,1.0,,,,4,idle,,2,idle,,12,idle,,,,,,16,idle,,6,void,,,,
event_ce006_2_01_s_57,40080,event_ce006_2_01_s,Speech,privaty,privaty,Locale_MainScenario:event_ce006_2_01_s_57,True,,14,idle,,S_140,S_140,1.0,,,,4,idle,,2,idle,,12,idle,,,,,,16,idle,,6,void,,,,
event_ce006_2_01_s_58,40080,event_ce006_2_01_s,Self,privaty,,Locale_MainScenario:event_ce006_2_01_s_58,False,,14,idle,,S_140,S_140,1.0,,,,4,idle,,2,idle,,12,idle,,,,,,16,idle,,6,void,,,,
event_ce006_2_01_s_59,40080,event_ce006_2_01_s,Speech,privaty,privaty,Locale_MainScenario:event_ce006_2_01_s_59,True,,14,idle,,S_140,S_140,1.0,,,,4,idle,,2,idle,,12,idle,,,,,,16,idle,,6,void,,,,
event_ce006_2_01_s_60,40080,event_ce006_2_01_s,Speech,privaty,privaty,Locale_MainScenario:event_ce006_2_01_s_60,True,,14,idle,,S_140,S_140,1.0,,,,4,idle,,2,idle,,12,idle,,,,,,16,idle,,6,void,,,,
event_ce006_2_01_s_61,40080,event_ce006_2_01_s,Speech,roam,roam,Locale_MainScenario:event_ce006_2_01_s_61,True,,14,idle,,S_140,15,1.3,,,,4,idle,,2,idle,,12,idle,,,,,,16,idle,,6,void,,,,
event_ce006_2_01_s_62,40080,event_ce006_2_01_s,Speech,privaty,privaty,Locale_MainScenario:event_ce006_2_01_s_62,True,,14,idle,,15,15,1.0,,,,4,idle,,2,idle,,12,idle,,,,,,16,idle,,6,void,,,,
event_ce006_2_01_s_63,40080,event_ce006_2_01_s,Speech,roam,roam,Locale_MainScenario:event_ce006_2_01_s_63,True,,14,idle,,15,15,1.0,,,,4,idle,,2,idle,,12,idle,,,,,,16,idle,,6,void,,,,
event_ce006_2_01_s_64,40080,event_ce006_2_01_s,Speech,privaty,privaty,Locale_MainScenario:event_ce006_2_01_s_64,True,,14,idle,,15,15,1.0,,,,4,idle,,2,idle,,12,idle,,,,,,16,idle,,6,void,,,,
event_ce006_2_01_s_65,40080,event_ce006_2_01_s,Speech,rapi,rapi,Locale_MainScenario:event_ce006_2_01_s_65,True,,14,idle,,15,1,1.5,,,,4,idle,,2,idle,,12,idle,,,,,,16,idle,,6,void,,,,
event_ce006_2_01_s_66,40080,event_ce006_2_01_s,Speech,ce006_01,ce006_01,Locale_MainScenario:event_ce006_2_01_s_66,True,,14,idle,,1,1,1.0,,,,4,idle,,2,idle,,12,idle,,,,,,16,idle,,6,void,,,,
event_ce006_2_01_s_67,40080,event_ce006_2_01_s,Speech,rapunzel,rapunzel,Locale_MainScenario:event_ce006_2_01_s_67,True,,14,idle,Desert_04,5,5,1.0,bgm_story_thepilgrimacv,,rapunzel,4,idle,hongryeon,2,idle,,12,idle,privaty,neon,rapi,ce006_01,,16,idle,snowwhite,6,idle,black,roam,anis,Grey
event_ce006_2_01_s_68,40080,event_ce006_2_01_s,Speech,snowwhite,snowwhite,Locale_MainScenario:event_ce006_2_01_s_68,True,,,,,5,5,1.0,,,,4,idle,,2,idle,,,,,,,,,,,,6,idle,,,,Grey
event_ce006_2_01_s_69,40080,event_ce006_2_01_s,Speech,rapunzel,rapunzel,Locale_MainScenario:event_ce006_2_01_s_69,True,,,,,5,5,1.0,,,,4,no,,2,idle,,,,,,,,,,,,6,idle,,,,Grey
event_ce006_2_01_s_70,40080,event_ce006_2_01_s,Speech,rapunzel,rapunzel,Locale_MainScenario:event_ce006_2_01_s_70,True,,,,,5,5,1.0,,,,4,no,,2,idle,,,,,,,,,,,,6,idle,,,,Grey
event_ce006_2_01_s_71,40080,event_ce006_2_01_s,Speech,snowwhite,snowwhite,Locale_MainScenario:event_ce006_2_01_s_71,True,,,,,5,5,1.0,,,,4,no,,2,idle,,,,,,,,,,,,6,idle,,,,Grey
event_ce006_2_01_s_72,40080,event_ce006_2_01_s,Speech,snowwhite,snowwhite,Locale_MainScenario:event_ce006_2_01_s_72,True,,,,,5,5,1.0,,,,4,no,,2,idle,,,,,,,,,,,,6,idle,,,,Grey
event_ce006_2_01_s_73,40080,event_ce006_2_01_s,Speech,rapunzel,rapunzel,Locale_MainScenario:event_ce006_2_01_s_73,True,,,,,5,5,1.0,,,,4,sad,,2,idle,,,,,,,,,,,,6,idle,,,,Grey
event_ce006_2_01_s_74,40080,event_ce006_2_01_s,Speech,hongryeon,hongryeon,Locale_MainScenario:event_ce006_2_01_s_74,True,,,,,5,3,1.3,,,,4,sad,,2,idle,,,,,,,,,,,,6,idle,,,,Grey
event_ce006_2_01_s_75,40080,event_ce006_2_01_s,Speech,rapunzel,rapunzel,Locale_MainScenario:event_ce006_2_01_s_75,True,,,,,3,3,1.0,,,,4,idle,,2,idle,,,,,,,,,,,,6,idle,,,,Grey
event_ce006_2_01_s_76,40080,event_ce006_2_01_s,Speech,rapunzel,rapunzel,Locale_MainScenario:event_ce006_2_01_s_76,True,,,,,3,3,1.0,,,,4,idle,,2,idle,,,,,,,,,,,,6,idle,,,,Grey
event_ce006_2_01_s_77,40080,event_ce006_2_01_s,Speech,rapunzel,rapunzel,Locale_MainScenario:event_ce006_2_01_s_77,True,,,,,3,3,1.0,,,,4,idle,,2,idle,,,,,,,,,,,,6,idle,,,,Grey
event_ce006_2_01_s_78,40080,event_ce006_2_01_s,Speech,snowwhite,snowwhite,Locale_MainScenario:event_ce006_2_01_s_78,True,,,,,L_60,L_60,1.0,,,,4,idle,,2,idle,,,,,,,,,,,,6,idle,,,,Grey
event_ce006_2_01_s_79,40080,event_ce006_2_01_s,Speech,hongryeon,hongryeon,Locale_MainScenario:event_ce006_2_01_s_79,True,,,,,3,3,1.0,,,,4,idle,,2,idle,,,,,,,,,,,,6,idle,,,,Grey
event_ce006_2_01_s_80,40080,event_ce006_2_01_s,Speech,rapunzel,rapunzel,Locale_MainScenario:event_ce006_2_01_s_80,True,,,,,3,3,1.0,,,,4,idle,,2,idle,,,,,,,,,,,,6,idle,,,,Grey
event_ce006_2_01_s_81,40080,event_ce006_2_01_s,Speech,snowwhite,snowwhite,Locale_MainScenario:event_ce006_2_01_s_81,True,,,,,L_60,L_60,1.0,,,,4,idle,,2,idle,,,,,,,,,,,,6,idle,,,,Grey
event_ce006_2_01_s_82,40080,event_ce006_2_01_s,Speech,hongryeon,hongryeon,Locale_MainScenario:event_ce006_2_01_s_82,True,,,,,3,3,1.0,,,,4,idle,,2,idle,,,,,,,,,,,,6,idle,,,,Grey
event_ce006_2_01_s_83,40080,event_ce006_2_01_s,Speech,hongryeon,hongryeon,Locale_MainScenario:event_ce006_2_01_s_83,True,,,,,3,3,1.0,,,,4,idle,,2,no,,,,,,,,,,,,6,idle,,,,Grey
event_ce006_2_01_s_84,40080,event_ce006_2_01_s,Speech,hongryeon,hongryeon,Locale_MainScenario:event_ce006_2_01_s_84,True,,,,,3,3,1.0,,,,4,idle,,2,sad,,,,,,,,,,,,6,idle,,,,Grey
event_ce006_2_01_s_85,40080,event_ce006_2_01_s,Speech,ce006_01,ce006_01,Locale_MainScenario:event_ce006_2_01_s_85,True,,,,,3,1,1.3,,,,4,idle,,2,sad,ce006_01,12,idle,,,,,,,,,6,idle,,,,Grey
event_ce006_2_01_s_86,40080,event_ce006_2_01_s,Speech,hongryeon,hongryeon,Locale_MainScenario:event_ce006_2_01_s_86,True,,,,,1,1,1.0,,,,4,idle,,2,idle,,12,idle,,,,,,,,,6,idle,,,,Grey
event_ce006_2_01_s_87,40080,event_ce006_2_01_s,Speech,ce006_01,ce006_01,Locale_MainScenario:event_ce006_2_01_s_87,True,,,,,1,1,1.0,,,,4,idle,,2,idle,,12,idle,,,,,,,,,6,idle,,,,Grey
event_ce006_2_01_s_88,40080,event_ce006_2_01_s,Speech,hongryeon,hongryeon,Locale_MainScenario:event_ce006_2_01_s_88,True,,,,,1,1,1.0,,,,4,idle,,2,surprise,,12,idle,,,,,,,,,6,idle,,,,Grey
event_ce006_2_01_s_89,40080,event_ce006_2_01_s,Speech,ce006_01,ce006_01,Locale_MainScenario:event_ce006_2_01_s_89,True,,,,,1,1,1.0,,,,4,idle,,2,surprise,,12,no,,,,,,,,,6,idle,,,,Grey
event_ce006_2_01_s_90,40080,event_ce006_2_01_s,Speech,hongryeon,hongryeon,Locale_MainScenario:event_ce006_2_01_s_90,False,,,,,1,1,1.0,,,,4,idle,,2,idle,,12,no,,,,,,,,,6,idle,,,,Grey
event_ce006_2_01_s_91,40080,event_ce006_2_01_s,Speech,ce006_01,ce006_01,Locale_MainScenario:event_ce006_2_01_s_91,False,,,,,1,1,1.0,,,,4,idle,,2,idle,,12,no,,,,,,,,,6,idle,,,,Grey
event_ce006_2_01_s_92,40080,event_ce006_2_01_s,Speech,hongryeon,hongryeon,Locale_MainScenario:event_ce006_2_01_s_92,True,,,,,1,1,1.0,,,,4,idle,,2,idle,,12,no,,,,,,,,,6,idle,,,,Grey
event_ce006_2_01_s_93,40080,event_ce006_2_01_s,Speech,ce006_01,ce006_01,Locale_MainScenario:event_ce006_2_01_s_93,True,,,,,1,1,1.0,,,,4,idle,,2,idle,,12,idle,,,,,,,,,6,idle,,,,Grey
event_ce006_2_01_s_94,40080,event_ce006_2_01_s,Speech,hongryeon,hongryeon,Locale_MainScenario:event_ce006_2_01_s_94,True,,,,,1,20,1.3,,,,4,idle,,2,idle,,12,idle,,,,,,,,,6,idle,,,,Grey
event_ce006_2_01_s_95,40080,event_ce006_2_01_s,Speech,hongryeon,hongryeon,Locale_MainScenario:event_ce006_2_01_s_95,True,,,,,20,20,1.0,,,,4,idle,,2,idle,,12,idle,,,,,,,,,6,idle,,,,Grey
event_ce006_2_01_s_96,40080,event_ce006_2_01_s,Speech,rapunzel,rapunzel,Locale_MainScenario:event_ce006_2_01_s_96,True,,,,,20,3,1.3,,,,4,no,,2,idle,,12,idle,,,,,,,,,6,idle,,,,Grey
event_ce006_2_01_s_97,40080,event_ce006_2_01_s,Speech,hongryeon,hongryeon,Locale_MainScenario:event_ce006_2_01_s_97,False,,,,,3,3,1.0,,,,4,no,,2,surprise,,12,idle,,,,,,,,,6,idle,,,,Grey
event_ce006_2_01_s_98,40080,event_ce006_2_01_s,Speech,hongryeon,hongryeon,Locale_MainScenario:event_ce006_2_01_s_98,True,,,,,3,3,1.0,,,,4,no,,2,idle,,12,idle,,,,,,,,,6,idle,,,,Grey
event_ce006_2_01_s_99,40080,event_ce006_2_01_s,Speech,hongryeon,hongryeon,Locale_MainScenario:event_ce006_2_01_s_99,True,,,,,3,3,1.0,,,,4,no,,2,idle,,12,idle,,,,,,,,,6,idle,,,,Grey
event_ce006_2_01_s_100,40080,event_ce006_2_01_s,Speech,ce006_01,ce006_01,Locale_MainScenario:event_ce006_2_01_s_100,True,,,,,120,120,1.0,,,,4,idle,,2,idle,,12,idle,,,,,,,,,6,idle,,,,Grey
event_ce006_2_01_s_101,40080,event_ce006_2_01_s,Speech,hongryeon,hongryeon,Locale_MainScenario:event_ce006_2_01_s_101,True,,,,,3,3,1.0,,,,4,idle,,2,idle,,12,idle,,,,,,,,,6,idle,,,,Grey
event_ce006_2_01_s_102,40080,event_ce006_2_01_s,Speech,rapunzel,rapunzel,Locale_MainScenario:event_ce006_2_01_s_102,True,,,,,3,3,1.0,,,,4,idle,,2,idle,,12,idle,,,,,,,,,6,idle,,,,Grey
event_ce006_2_01_s_103,40080,event_ce006_2_01_s,Speech,rapunzel,rapunzel,Locale_MainScenario:event_ce006_2_01_s_103,True,,,,,3,3,1.0,,,,4,idle,,2,idle,,12,idle,,,,,,,,,6,idle,,,,Grey
event_ce006_2_01_s_104,40080,event_ce006_2_01_s,Speech,ce006_01,ce006_01,Locale_MainScenario:event_ce006_2_01_s_104,True,,,,,3,1,1.3,,,,4,idle,,2,idle,,12,idle,,,,,,,,,6,idle,,,,Grey
event_ce006_2_01_s_105,40080,event_ce006_2_01_s,Speech,hongryeon,hongryeon,Locale_MainScenario:event_ce006_2_01_s_105,True,,,,,1,1,1.0,,,,4,idle,,2,idle,,12,idle,,,,,,,,,6,idle,,,,Grey
event_ce006_2_01_s_106,40080,event_ce006_2_01_s,Speech,hongryeon,hongryeon,Locale_MainScenario:event_ce006_2_01_s_106,True,,,,,1,1,1.0,,,,4,idle,,2,idle,,12,idle,,,,,,,,,6,idle,,,,Grey
event_ce006_2_01_s_107,40080,event_ce006_2_01_s,Speech,ce006_01,ce006_01,Locale_MainScenario:event_ce006_2_01_s_107,True,,,,,1,1,1.0,,,,4,idle,,2,idle,,12,delight,,,,,,,,,6,idle,,,,Grey
event_ce006_2_01_s_108,40080,event_ce006_2_01_s,Speech,ce006_01,ce006_01,Locale_MainScenario:event_ce006_2_01_s_108,True,privaty,14,idle,artcity_d,13,13,1.0,none,,,4,idle,,2,idle,,12,no,,rapunzel,hongryeon,,roam,16,idle,,6,idle,black,,snowwhite,
