id,event_id,group_id,speech_window,scenario_localkey,play_lipSync,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,highlight,speaker,characters/0/hide_char_id,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,fade,play_sound
event_neverland2_04_s_27,40035,event_neverland2_04_s,Speech,Locale_MainScenario:event_neverland2_04_s_27,True,,,,,1,13,2.0,,belorta,belorta,,,1,worry,,
event_neverland2_04_s_28,40035,event_neverland2_04_s,Speech,Locale_MainScenario:event_neverland2_04_s_28,True,,,,,13,1,2.0,,belorta,belorta,,,1,worry,,
event_neverland2_04_s_29,40035,event_neverland2_04_s,Speech,Locale_MainScenario:event_neverland2_04_s_29,True,,,,,1,XS_10,1.0,,belorta,belorta,,,1,worry,,
event_neverland2_04_s_30,40035,event_neverland2_04_s,Monologue,Locale_MainScenario:event_neverland2_04_s_30,False,,,,,XS_10,XS_10,1.0,,,,,,1,worry,,
event_neverland2_04_s_31,40035,event_neverland2_04_s,Speech,Locale_MainScenario:event_neverland2_04_s_31,False,,,,,XS_10,XS_10,1.0,,belorta,belorta,,,1,worry,,
event_neverland2_04_s_32,40035,event_neverland2_04_s,Speech,Locale_MainScenario:event_neverland2_04_s_32,True,,,,,XS_10,XS_10,1.0,,belorta,belorta,,,1,worry,,
event_neverland2_04_s_33,40035,event_neverland2_04_s,Speech,Locale_MainScenario:event_neverland2_04_s_33,True,,,,,XS_10,XS_10,1.0,,belorta,belorta,,,1,worry,,
event_neverland2_04_s_34,40035,event_neverland2_04_s,Monologue,Locale_MainScenario:event_neverland2_04_s_34,False,,,,,XS_10,XS_100,1.0,,,,,,1,worry,,
event_neverland2_04_s_35,40035,event_neverland2_04_s,Narration,Locale_MainScenario:event_neverland2_04_s_35,False,,,,,XS_100,XS_100,1.0,,,,,,1,worry,,sfx_scn_ankle_creak
event_neverland2_04_s_36,40035,event_neverland2_04_s,Speech,Locale_MainScenario:event_neverland2_04_s_36,True,,,,,XS_100,XS_100,1.0,,belorta,belorta,,,1,worry,,
event_neverland2_04_s_37,40035,event_neverland2_04_s,Speech,Locale_MainScenario:event_neverland2_04_s_37,True,,,,,XS_100,XS_100,1.0,,belorta,belorta,,,1,worry,,
event_neverland2_04_s_38,40035,event_neverland2_04_s,Narration,Locale_MainScenario:event_neverland2_04_s_38,False,,,,,XS_100,XS_10,1.0,,,,,,1,worry,,sfx_scn_down
event_neverland2_04_s_39,40035,event_neverland2_04_s,Speech,Locale_MainScenario:event_neverland2_04_s_39,True,,,,,XS_10,XS_10,1.0,,belorta,belorta,,,1,worry,,
event_neverland2_04_s_40,40035,event_neverland2_04_s,Speech,Locale_MainScenario:event_neverland2_04_s_40,True,,,,,XS_10,XS_10,1.0,,belorta,belorta,,,1,worry,,
event_neverland2_04_s_41,40035,event_neverland2_04_s,Speech,Locale_MainScenario:event_neverland2_04_s_41,True,,,,,XS_10,XS_10,1.0,,belorta,belorta,,,1,worry,,
event_neverland2_04_s_42,40035,event_neverland2_04_s,Speech,Locale_MainScenario:event_neverland2_04_s_42,True,,,,,XS_10,XS_10,1.0,,belorta,belorta,,,1,worry,,
event_neverland2_04_s_43,40035,event_neverland2_04_s,Speech,Locale_MainScenario:event_neverland2_04_s_43,True,,,,,XS_10,XS_10,1.0,,belorta,belorta,,,1,worry,,
event_neverland2_04_s_44,40035,event_neverland2_04_s,Speech,Locale_MainScenario:event_neverland2_04_s_44,True,,,,,XS_10,XS_10,1.0,,belorta,belorta,,,1,worry,,
event_neverland2_04_s_45,40035,event_neverland2_04_s,Speech,Locale_MainScenario:event_neverland2_04_s_45,True,,,,,XS_10,XS_10,1.0,,belorta,belorta,,,1,worry,,
event_neverland2_04_s_46,40035,event_neverland2_04_s,Speech,Locale_MainScenario:event_neverland2_04_s_46,True,,,,,XS_10,XS_10,1.0,,belorta,belorta,,,1,worry,,
event_neverland2_04_s_47,40035,event_neverland2_04_s,Speech,Locale_MainScenario:event_neverland2_04_s_47,True,,,,,XS_10,XS_10,1.0,,belorta,belorta,,,1,worry,,
event_neverland2_04_s_48,40035,event_neverland2_04_s,Speech,Locale_MainScenario:event_neverland2_04_s_48,True,,,,,XS_10,XS_10,1.0,,belorta,belorta,,,1,worry,,
event_neverland2_04_s_49,40035,event_neverland2_04_s,Speech,Locale_MainScenario:event_neverland2_04_s_49,True,,,,,XS_10,XS_10,1.0,,belorta,belorta,,,1,worry,,
event_neverland2_04_s_50,40035,event_neverland2_04_s,Speech,Locale_MainScenario:event_neverland2_04_s_50,False,,,,,XS_10,XS_100,2.0,,belorta,belorta,,,1,worry,,
event_neverland2_04_s_51,40035,event_neverland2_04_s,Speech,Locale_MainScenario:event_neverland2_04_s_51,False,,,,,XS_100,XS_100,1.0,,belorta,belorta,,,1,worry,,
event_neverland2_04_s_52,40035,event_neverland2_04_s,Speech,Locale_MainScenario:event_neverland2_04_s_52,True,,,,,XS_100,XS_100,1.0,,belorta,belorta,,,1,worry,,
event_neverland2_04_s_53,40035,event_neverland2_04_s,Speech,Locale_MainScenario:event_neverland2_04_s_53,True,,,,,XS_100,XS_100,1.0,,belorta,belorta,,,1,worry,,
event_neverland2_04_s_54,40035,event_neverland2_04_s,Speech,Locale_MainScenario:event_neverland2_04_s_54,False,,,,,XS_100,XS_100,1.0,,belorta,belorta,,,1,worry,,
event_neverland2_04_s_55,40035,event_neverland2_04_s,Speech,Locale_MainScenario:event_neverland2_04_s_55,False,,,,,XS_100,XS_10,2.0,,belorta,belorta,,,1,worry,,
event_neverland2_04_s_56,40035,event_neverland2_04_s,Speech,Locale_MainScenario:event_neverland2_04_s_56,True,,,,,XS_10,XS_10,1.0,,belorta,belorta,,,1,worry,,
event_neverland2_04_s_57,40035,event_neverland2_04_s,Speech,Locale_MainScenario:event_neverland2_04_s_57,False,,,,,XS_10,XS_10,1.0,,belorta,belorta,,,1,worry,,
event_neverland2_04_s_58,40035,event_neverland2_04_s,Speech,Locale_MainScenario:event_neverland2_04_s_58,True,,,,,XS_10,XS_10,1.0,,belorta,belorta,,,1,worry,,
event_neverland2_04_s_59,40035,event_neverland2_04_s,Speech,Locale_MainScenario:event_neverland2_04_s_59,True,,,,,XS_10,XS_10,1.0,,belorta,belorta,,,1,worry,,
event_neverland2_04_s_60,40035,event_neverland2_04_s,Speech,Locale_MainScenario:event_neverland2_04_s_60,False,,,,,XS_10,XS_100,2.0,,belorta,belorta,,,1,worry,,
event_neverland2_04_s_61,40035,event_neverland2_04_s,Speech,Locale_MainScenario:event_neverland2_04_s_61,True,,,,,XS_100,XS_100,1.0,,belorta,belorta,,,1,angry,,
event_neverland2_04_s_62,40035,event_neverland2_04_s,Speech,Locale_MainScenario:event_neverland2_04_s_62,True,,,,,XS_100,XS_100,1.0,,belorta,belorta,,,1,angry,,
event_neverland2_04_s_63,40035,event_neverland2_04_s,Speech,Locale_MainScenario:event_neverland2_04_s_63,True,,,,,XS_100,XS_100,1.0,,belorta,belorta,,,1,angry,,
event_neverland2_04_s_64,40035,event_neverland2_04_s,Speech,Locale_MainScenario:event_neverland2_04_s_64,True,,,,,XS_100,XS_100,1.0,,belorta,belorta,,,1,angry,,
event_neverland2_04_s_65,40035,event_neverland2_04_s,Speech,Locale_MainScenario:event_neverland2_04_s_65,False,,,,,XS_100,XS_10,2.0,,belorta,belorta,,,1,angry,,
event_neverland2_04_s_66,40035,event_neverland2_04_s,Speech,Locale_MainScenario:event_neverland2_04_s_66,True,,,,,XS_10,XS_10,1.0,,belorta,belorta,,,1,angry,,
event_neverland2_04_s_67,40035,event_neverland2_04_s,Speech,Locale_MainScenario:event_neverland2_04_s_67,True,,,,,XS_10,XS_100,1.0,,belorta,belorta,,,1,angry,,
