id,event_id,group_id,speech_window,speaker,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,highlight,play_sound,set_camera_shake,characters/1/hide_char_id,characters/0/hide_char_id
event_icedragonsaga2_03_s_43,40065,event_icedragonsaga2_03_s,Speech,guillotine_w,Locale_MainScenario:event_icedragonsaga2_03_s_43,True,,1,1,1.0,,,2,idle,,12,shy,guillotine_w,,,,
event_icedragonsaga2_03_s_44,40065,event_icedragonsaga2_03_s,Speech,maiden_w,Locale_MainScenario:event_icedragonsaga2_03_s_44,True,,1,1,1.0,,,2,idle,,12,no,maiden_w,,,,
event_icedragonsaga2_03_s_45,40065,event_icedragonsaga2_03_s,Speech,guillotine_w,Locale_MainScenario:event_icedragonsaga2_03_s_45,True,,1,1,1.0,,,2,surprise,,12,no,guillotine_w,,,,
event_icedragonsaga2_03_s_46,40065,event_icedragonsaga2_03_s,Speech,maiden_w,Locale_MainScenario:event_icedragonsaga2_03_s_46,True,,1,1,1.0,,,2,surprise,,12,no,maiden_w,,,,
event_icedragonsaga2_03_s_47,40065,event_icedragonsaga2_03_s,Speech,maiden_w,Locale_MainScenario:event_icedragonsaga2_03_s_47,True,,1,1,1.0,,,2,surprise,,12,worry,maiden_w,,,,
event_icedragonsaga2_03_s_48,40065,event_icedragonsaga2_03_s,Speech,guillotine_w,Locale_MainScenario:event_icedragonsaga2_03_s_48,True,,1,1,1.0,,,2,sad,,12,worry,guillotine_w,,,,
event_icedragonsaga2_03_s_49,40065,event_icedragonsaga2_03_s,Speech,maiden_w,Locale_MainScenario:event_icedragonsaga2_03_s_49,True,,1,1,1.0,,,2,sad,,12,worry,maiden_w,,,,
event_icedragonsaga2_03_s_50,40065,event_icedragonsaga2_03_s,Speech,guillotine_w,Locale_MainScenario:event_icedragonsaga2_03_s_50,True,,1,1,1.0,,,2,sad,,12,worry,guillotine_w,,,,
event_icedragonsaga2_03_s_51,40065,event_icedragonsaga2_03_s,Speech,guillotine_w,Locale_MainScenario:event_icedragonsaga2_03_s_51,True,,1,1,1.0,,,2,sad,,12,worry,guillotine_w,,,,
event_icedragonsaga2_03_s_52,40065,event_icedragonsaga2_03_s,Speech,maiden_w,Locale_MainScenario:event_icedragonsaga2_03_s_52,True,,1,1,1.0,,,2,sad,,12,worry,maiden_w,,,,
event_icedragonsaga2_03_s_53,40065,event_icedragonsaga2_03_s,Speech,maiden_w,Locale_MainScenario:event_icedragonsaga2_03_s_53,True,,1,1,1.0,,,2,sad,,12,worry,maiden_w,,,,
event_icedragonsaga2_03_s_54,40065,event_icedragonsaga2_03_s,Speech,maiden_w,Locale_MainScenario:event_icedragonsaga2_03_s_54,True,,1,1,1.0,,,2,sad,,12,worry,maiden_w,,,,
event_icedragonsaga2_03_s_55,40065,event_icedragonsaga2_03_s,Speech,maiden_w,Locale_MainScenario:event_icedragonsaga2_03_s_55,True,,1,1,1.0,,,2,sad,,12,worry,maiden_w,,,,
event_icedragonsaga2_03_s_56,40065,event_icedragonsaga2_03_s,Speech,maiden_w,Locale_MainScenario:event_icedragonsaga2_03_s_56,True,,1,1,1.0,,,2,sad,,12,worry,maiden_w,,,,
event_icedragonsaga2_03_s_57,40065,event_icedragonsaga2_03_s,Speech,maiden_w,Locale_MainScenario:event_icedragonsaga2_03_s_57,True,,1,1,1.0,,,2,sad,,12,worry,maiden_w,,,,
event_icedragonsaga2_03_s_58,40065,event_icedragonsaga2_03_s,Speech,maiden_w,Locale_MainScenario:event_icedragonsaga2_03_s_58,True,,1,1,1.0,,,2,sad,,12,worry,maiden_w,,,,
event_icedragonsaga2_03_s_59,40065,event_icedragonsaga2_03_s,Speech,guillotine_w,Locale_MainScenario:event_icedragonsaga2_03_s_59,False,,1,1,1.0,,,2,sad,,12,worry,guillotine_w,,,,
event_icedragonsaga2_03_s_60,40065,event_icedragonsaga2_03_s,Speech,maiden_w,Locale_MainScenario:event_icedragonsaga2_03_s_60,True,,1,1,1.0,,,2,sad,,12,shy,maiden_w,,,,
event_icedragonsaga2_03_s_61,40065,event_icedragonsaga2_03_s,Speech,maiden_w,Locale_MainScenario:event_icedragonsaga2_03_s_61,True,,1,1,1.0,,,2,sad,,12,shy,maiden_w,,,,
event_icedragonsaga2_03_s_62,40065,event_icedragonsaga2_03_s,Speech,maiden_w,Locale_MainScenario:event_icedragonsaga2_03_s_62,True,,1,1,1.0,,,2,sad,,12,shy,maiden_w,,,,
event_icedragonsaga2_03_s_63,40065,event_icedragonsaga2_03_s,Speech,maiden_w,Locale_MainScenario:event_icedragonsaga2_03_s_63,True,,1,1,1.0,,,2,sad,,12,shy,maiden_w,,,,
event_icedragonsaga2_03_s_64,40065,event_icedragonsaga2_03_s,Speech,maiden_w,Locale_MainScenario:event_icedragonsaga2_03_s_64,True,,1,1,1.0,,,2,sad,,12,shy,maiden_w,,,,
event_icedragonsaga2_03_s_65,40065,event_icedragonsaga2_03_s,Speech,maiden_w,Locale_MainScenario:event_icedragonsaga2_03_s_65,True,,1,1,1.0,,,2,sad,,12,shy,maiden_w,,,,
event_icedragonsaga2_03_s_66,40065,event_icedragonsaga2_03_s,Speech,guillotine_w,Locale_MainScenario:event_icedragonsaga2_03_s_66,True,,1,1,1.0,,,2,surprise,,12,shy,guillotine_w,,,,
event_icedragonsaga2_03_s_67,40065,event_icedragonsaga2_03_s,Speech,guillotine_w,Locale_MainScenario:event_icedragonsaga2_03_s_67,True,,1,1,1.0,,,2,surprise,,12,shy,guillotine_w,,,,
event_icedragonsaga2_03_s_68,40065,event_icedragonsaga2_03_s,Speech,maiden_w,Locale_MainScenario:event_icedragonsaga2_03_s_68,True,,1,L_120,1.0,,,2,surprise,,12,idle,maiden_w,,,,
event_icedragonsaga2_03_s_69,40065,event_icedragonsaga2_03_s,Speech,maiden_w,Locale_MainScenario:event_icedragonsaga2_03_s_69,True,,L_120,L_120,1.0,,,2,surprise,,12,idle,maiden_w,,,,
event_icedragonsaga2_03_s_70,40065,event_icedragonsaga2_03_s,Speech,maiden_w,Locale_MainScenario:event_icedragonsaga2_03_s_70,True,,L_120,L_120,1.0,,,2,surprise,,12,idle,maiden_w,,,,
event_icedragonsaga2_03_s_71,40065,event_icedragonsaga2_03_s,Speech,maiden_w,Locale_MainScenario:event_icedragonsaga2_03_s_71,True,,L_120,L_120,1.0,,,2,surprise,,12,delight,maiden_w,,,,
event_icedragonsaga2_03_s_72,40065,event_icedragonsaga2_03_s,Speech,narration,Locale_MainScenario:event_icedragonsaga2_03_s_72,False,,L_120,15,1.4,,,2,surprise,,12,delight,maiden_w,,,maiden_w,
event_icedragonsaga2_03_s_73,40065,event_icedragonsaga2_03_s,Speech,narration,Locale_MainScenario:event_icedragonsaga2_03_s_73,False,,black,black,1.0,,,2,surprise,,,,,,,,
event_icedragonsaga2_03_s_74,40065,event_icedragonsaga2_03_s,Narration,,Locale_MainScenario:event_icedragonsaga2_03_s_74,False,,black,black,1.0,,,2,surprise,,,,,sfx_scn_magicwallhit,Low_2,,guillotine_w
event_icedragonsaga2_03_s_75,40065,event_icedragonsaga2_03_s,Narration,,Locale_MainScenario:event_icedragonsaga2_03_s_75,False,,black,black,1.0,,,,,,,,,sfx_scn_magicwallhit,Low_2,,
event_icedragonsaga2_03_s_76,40065,event_icedragonsaga2_03_s,Narration,,Locale_MainScenario:event_icedragonsaga2_03_s_76,False,EventScene_icedragonsaga_08_1,black,black,1.0,,,,,,,,,sfx_scn_magicwallhit,Low_2,,
event_icedragonsaga2_03_s_77,40065,event_icedragonsaga2_03_s,Speech,narration,Locale_MainScenario:event_icedragonsaga2_03_s_77,False,,black,black,1.0,,,,,,,,,,,,
event_icedragonsaga2_03_s_78,40065,event_icedragonsaga2_03_s,Speech,narration,Locale_MainScenario:event_icedragonsaga2_03_s_78,False,,black,black,1.0,,,,,,,,,,,,
event_icedragonsaga2_03_s_79,40065,event_icedragonsaga2_03_s,Speech,narration,Locale_MainScenario:event_icedragonsaga2_03_s_79,False,,black,black,1.0,,,,,,,,,,,,
event_icedragonsaga2_03_s_80,40065,event_icedragonsaga2_03_s,Speech,narration,Locale_MainScenario:event_icedragonsaga2_03_s_80,False,,black,black,1.0,,,,,,,,,,,,
event_icedragonsaga2_03_s_81,40065,event_icedragonsaga2_03_s,Speech,narration,Locale_MainScenario:event_icedragonsaga2_03_s_81,False,,black,black,1.0,none,,,,,,,,,,,
event_icedragonsaga2_03_s_82,40065,event_icedragonsaga2_03_s,Speech,narration,Locale_MainScenario:event_icedragonsaga2_03_s_82,False,,black,black,1.0,,,,,,,,,,,,
event_icedragonsaga2_03_s_83,40065,event_icedragonsaga2_03_s,Speech,chloe,Locale_MainScenario:event_icedragonsaga2_03_s_83,False,,black,black,1.0,,,,,,,,,,,,
event_icedragonsaga2_03_s_84,40065,event_icedragonsaga2_03_s,Speech,guillotine_w,Locale_MainScenario:event_icedragonsaga2_03_s_84,False,,1,1,1.0,,,,,,,,,,,,
event_icedragonsaga2_03_s_85,40065,event_icedragonsaga2_03_s,Speech,guillotine_w,Locale_MainScenario:event_icedragonsaga2_03_s_85,False,,1,1,1.0,,,,,,,,,,,,
event_icedragonsaga2_03_s_86,40065,event_icedragonsaga2_03_s,Speech,guillotine_w,Locale_MainScenario:event_icedragonsaga2_03_s_86,False,,1,1,1.0,,,,,,,,,,,,
event_icedragonsaga2_03_s_87,40065,event_icedragonsaga2_03_s,Speech,guillotine_w,Locale_MainScenario:event_icedragonsaga2_03_s_87,False,,1,1,1.0,,,,,,,,,,,,
event_icedragonsaga2_03_s_88,40065,event_icedragonsaga2_03_s,Speech,ingrid,Locale_MainScenario:event_icedragonsaga2_03_s_88,False,,1,1,1.0,,,,,,,,,,,,
event_icedragonsaga2_03_s_89,40065,event_icedragonsaga2_03_s,Speech,ingrid,Locale_MainScenario:event_icedragonsaga2_03_s_89,False,,1,1,1.0,,,,,,,,,,,,
event_icedragonsaga2_03_s_90,40065,event_icedragonsaga2_03_s,Speech,guillotine_w,Locale_MainScenario:event_icedragonsaga2_03_s_90,False,,1,1,1.0,,,,,,,,,,,,
