id,event_id,group_id,speech_window,speaker,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,set_camera_shake,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,highlight,play_sound
d_ex_seayouagain_14_16,80600,d_ex_seayouagain_14,Speech,pepper_s,Locale_SuddenStory:d_ex_seayouagain_14_16,True,,XS_30,XS_30,1.0,,,,3,angry,,1,etc,pepper_s,
d_ex_seayouagain_14_17,80600,d_ex_seayouagain_14,Speech,yan_s,Locale_SuddenStory:d_ex_seayouagain_14_17,True,,XS_30,S_10,0.7,,,,3,angry,,1,etc,yan_s,
d_ex_seayouagain_14_18,80600,d_ex_seayouagain_14,Speech,yan_s,Locale_SuddenStory:d_ex_seayouagain_14_18,True,,S_10,S_10,1.0,,,,3,angry,,1,idle,yan_s,
d_ex_seayouagain_14_19,80600,d_ex_seayouagain_14,Speech,yan_s,Locale_SuddenStory:d_ex_seayouagain_14_19,True,,S_10,S_10,1.0,,,,3,idle,,1,idle,yan_s,
d_ex_seayouagain_14_20,80600,d_ex_seayouagain_14,Speech,pepper_s,Locale_SuddenStory:d_ex_seayouagain_14_20,True,,S_10,2,1.0,,,,3,idle,,1,idle,pepper_s,
d_ex_seayouagain_14_21,80600,d_ex_seayouagain_14,Speech,pepper_s,Locale_SuddenStory:d_ex_seayouagain_14_21,True,,2,2,1.0,,,,3,angry,,1,idle,pepper_s,
d_ex_seayouagain_14_22,80600,d_ex_seayouagain_14,Speech,yan_s,Locale_SuddenStory:d_ex_seayouagain_14_22,True,,2,S_10,0.7,,,,3,angry,,1,etc,yan_s,
d_ex_seayouagain_14_23,80600,d_ex_seayouagain_14,Speech,yan_s,Locale_SuddenStory:d_ex_seayouagain_14_23,True,,S_10,S_10,1.0,,,,3,angry,,1,etc,yan_s,
d_ex_seayouagain_14_24,80600,d_ex_seayouagain_14,Speech,yan_s,Locale_SuddenStory:d_ex_seayouagain_14_24,True,,S_10,S_10,1.0,,,,3,idle,,1,etc,yan_s,
d_ex_seayouagain_14_25,80600,d_ex_seayouagain_14,Speech,yan_s,Locale_SuddenStory:d_ex_seayouagain_14_25,True,,S_10,S_100,0.7,,,,3,idle,,1,etc,yan_s,
d_ex_seayouagain_14_26,80600,d_ex_seayouagain_14,Speech,yan_s,Locale_SuddenStory:d_ex_seayouagain_14_26,True,,S_100,S_100,1.0,,,,3,idle,,1,etc,yan_s,
d_ex_seayouagain_14_27,80600,d_ex_seayouagain_14,Speech,yan_s,Locale_SuddenStory:d_ex_seayouagain_14_27,True,,S_100,S_100,1.0,,,,3,idle,,1,etc,yan_s,
d_ex_seayouagain_14_28,80600,d_ex_seayouagain_14,Speech,yan_s,Locale_SuddenStory:d_ex_seayouagain_14_28,True,,S_100,S_10,1.0,,,,3,idle,,1,etc,yan_s,
d_ex_seayouagain_14_29,80600,d_ex_seayouagain_14,Speech,yan_s,Locale_SuddenStory:d_ex_seayouagain_14_29,True,,S_10,S_10,1.0,,,,3,idle,,1,etc,yan_s,
d_ex_seayouagain_14_30,80600,d_ex_seayouagain_14,Speech,pepper_s,Locale_SuddenStory:d_ex_seayouagain_14_30,True,,S_10,XS_30,0.7,,,,3,surprise,,1,etc,pepper_s,
d_ex_seayouagain_14_31,80600,d_ex_seayouagain_14,Speech,pepper_s,Locale_SuddenStory:d_ex_seayouagain_14_31,True,,XS_30,XS_300,0.5,,Low_2,,3,surprise,,1,etc,pepper_s,
d_ex_seayouagain_14_32,80600,d_ex_seayouagain_14,Speech,pepper_s,Locale_SuddenStory:d_ex_seayouagain_14_32,True,,XS_300,XS_300,1.0,,,,3,good,,1,etc,pepper_s,
d_ex_seayouagain_14_33,80600,d_ex_seayouagain_14,Monologue,Monologue,Locale_SuddenStory:d_ex_seayouagain_14_33,False,,XS_300,3,1.0,,,,9,good,,1,etc,,
d_ex_seayouagain_14_34,80600,d_ex_seayouagain_14,Self,Self,Locale_SuddenStory:d_ex_seayouagain_14_34,False,,3,1,1.0,,,,9,idle,,1,etc,,
d_ex_seayouagain_14_35,80600,d_ex_seayouagain_14,Speech,yan_s,Locale_SuddenStory:d_ex_seayouagain_14_35,True,,1,1,1.0,,,,9,idle,,1,idle,yan_s,
d_ex_seayouagain_14_36,80600,d_ex_seayouagain_14,Speech,yan_s,Locale_SuddenStory:d_ex_seayouagain_14_36,True,,1,1,1.0,,,,9,idle,,1,delight,yan_s,
d_ex_seayouagain_14_37,80600,d_ex_seayouagain_14,Monologue,Monologue,Locale_SuddenStory:d_ex_seayouagain_14_37,False,,1,1,1.0,,,,9,idle,,1,delight,,
d_ex_seayouagain_14_38,80600,d_ex_seayouagain_14,Speech,pepper_s,Locale_SuddenStory:d_ex_seayouagain_14_38,True,,1,2,1.0,,,,3,good,,1,delight,pepper_s,
d_ex_seayouagain_14_39,80600,d_ex_seayouagain_14,Speech,yan_s,Locale_SuddenStory:d_ex_seayouagain_14_39,True,,2,2,1.0,,,,3,good,,1,idle,yan_s,
d_ex_seayouagain_14_40,80600,d_ex_seayouagain_14,Speech,yan_s,Locale_SuddenStory:d_ex_seayouagain_14_40,True,,2,2,1.0,,,,3,good,,1,idle,yan_s,
d_ex_seayouagain_14_41,80600,d_ex_seayouagain_14,Speech,pepper_s,Locale_SuddenStory:d_ex_seayouagain_14_41,True,,2,2,1.0,,,,3,good,,1,idle,pepper_s,
d_ex_seayouagain_14_42,80600,d_ex_seayouagain_14,Speech,pepper_s,Locale_SuddenStory:d_ex_seayouagain_14_42,True,,2,2,1.0,,,,3,idle,,1,idle,pepper_s,
d_ex_seayouagain_14_43,80600,d_ex_seayouagain_14,Speech,yan_s,Locale_SuddenStory:d_ex_seayouagain_14_43,True,,2,2,1.0,,,,3,idle,,1,idle,yan_s,
d_ex_seayouagain_14_44,80600,d_ex_seayouagain_14,Speech,pepper_s,Locale_SuddenStory:d_ex_seayouagain_14_44,True,,2,2,1.0,,,,3,idle,,1,idle,pepper_s,
d_ex_seayouagain_14_45,80600,d_ex_seayouagain_14,Narration,Narration,Locale_SuddenStory:d_ex_seayouagain_14_45,False,,black,black,1.0,,,,3,idle,,1,idle,,sfx_scn_swallow
d_ex_seayouagain_14_46,80600,d_ex_seayouagain_14,Speech,yan_s,Locale_SuddenStory:d_ex_seayouagain_14_46,True,,1,S_10,0.7,,,,3,idle,,1,idle,yan_s,
d_ex_seayouagain_14_47,80600,d_ex_seayouagain_14,Speech,yan_s,Locale_SuddenStory:d_ex_seayouagain_14_47,True,,S_10,S_10,1.0,,,,3,idle,,1,idle,yan_s,
d_ex_seayouagain_14_48,80600,d_ex_seayouagain_14,Speech,pepper_s,Locale_SuddenStory:d_ex_seayouagain_14_48,True,,S_10,2,1.0,,,,3,idle,,1,idle,pepper_s,
d_ex_seayouagain_14_49,80600,d_ex_seayouagain_14,Speech,yan_s,Locale_SuddenStory:d_ex_seayouagain_14_49,True,,2,1,1.0,,,,3,idle,,1,etc,yan_s,
d_ex_seayouagain_14_50,80600,d_ex_seayouagain_14,Speech,yan_s,Locale_SuddenStory:d_ex_seayouagain_14_50,True,,1,1,1.0,,,,3,idle,,1,etc,yan_s,
d_ex_seayouagain_14_51,80600,d_ex_seayouagain_14,Speech,yan_s,Locale_SuddenStory:d_ex_seayouagain_14_51,True,,1,S_10,1.0,,,,3,idle,,1,idle,yan_s,
d_ex_seayouagain_14_52,80600,d_ex_seayouagain_14,Speech,yan_s,Locale_SuddenStory:d_ex_seayouagain_14_52,True,,S_10,S_10,1.0,,,,3,idle,,1,delight,yan_s,
d_ex_seayouagain_14_53,80600,d_ex_seayouagain_14,Speech,pepper_s,Locale_SuddenStory:d_ex_seayouagain_14_53,True,,S_10,XS_30,0.7,,Low_2,,3,idle,,1,delight,pepper_s,
d_ex_seayouagain_14_54,80600,d_ex_seayouagain_14,Speech,pepper_s,Locale_SuddenStory:d_ex_seayouagain_14_54,True,,XS_30,XS_30,1.0,,,,3,idle,,1,idle,pepper_s,
d_ex_seayouagain_14_55,80600,d_ex_seayouagain_14,Speech,pepper_s,Locale_SuddenStory:d_ex_seayouagain_14_55,True,,XS_30,XS_30,1.0,,,,3,delight,,1,idle,pepper_s,
d_ex_seayouagain_14_56,80600,d_ex_seayouagain_14,Speech,yan_s,Locale_SuddenStory:d_ex_seayouagain_14_56,True,,XS_30,S_10,1.0,,,,3,delight,,1,delight,yan_s,
d_ex_seayouagain_14_57,80600,d_ex_seayouagain_14,Speech,yan_s,Locale_SuddenStory:d_ex_seayouagain_14_57,True,,S_10,S_10,0.7,,,,3,delight,,1,delight,yan_s,
d_ex_seayouagain_14_58,80600,d_ex_seayouagain_14,Speech,pepper_s,Locale_SuddenStory:d_ex_seayouagain_14_58,True,,S_10,XS_30,1.0,,,,3,surprise,,1,delight,pepper_s,
d_ex_seayouagain_14_59,80600,d_ex_seayouagain_14,Speech,pepper_s,Locale_SuddenStory:d_ex_seayouagain_14_59,True,,XS_30,XS_30,1.0,,Low_2,,3,angry,,1,delight,pepper_s,
d_ex_seayouagain_14_60,80600,d_ex_seayouagain_14,Speech,yan_s,Locale_SuddenStory:d_ex_seayouagain_14_60,True,,XS_30,2,1.0,,,,3,angry,,1,etc,yan_s,
d_ex_seayouagain_14_61,80600,d_ex_seayouagain_14,Speech,yan_s,Locale_SuddenStory:d_ex_seayouagain_14_61,True,,2,2,1.0,,,,3,angry,,1,etc,yan_s,
d_ex_seayouagain_14_62,80600,d_ex_seayouagain_14,Speech,yan_s,Locale_SuddenStory:d_ex_seayouagain_14_62,True,,2,2,1.0,,,,3,angry,,1,etc,yan_s,
d_ex_seayouagain_14_63,80600,d_ex_seayouagain_14,Speech,pepper_s,Locale_SuddenStory:d_ex_seayouagain_14_63,True,,2,2,1.0,,,,3,surprise,,1,etc,pepper_s,
d_ex_seayouagain_14_64,80600,d_ex_seayouagain_14,Self,Self,Locale_SuddenStory:d_ex_seayouagain_14_64,False,,2,2,1.0,,,,3,surprise,,1,etc,,
d_ex_seayouagain_14_65,80600,d_ex_seayouagain_14,Speech,yan_s,Locale_SuddenStory:d_ex_seayouagain_14_65,False,,2,2,1.0,,,,3,surprise,,1,no,yan_s,
d_ex_seayouagain_14_66,80600,d_ex_seayouagain_14,Speech,yan_s,Locale_SuddenStory:d_ex_seayouagain_14_66,True,,2,2,1.0,,,,3,surprise,,1,sad,yan_s,
d_ex_seayouagain_14_67,80600,d_ex_seayouagain_14,Speech,yan_s,Locale_SuddenStory:d_ex_seayouagain_14_67,True,,2,2,1.0,,,,3,surprise,,1,sad,yan_s,
d_ex_seayouagain_14_68,80600,d_ex_seayouagain_14,Speech,pepper_s,Locale_SuddenStory:d_ex_seayouagain_14_68,True,,2,2,1.0,,,,3,idle,,1,sad,pepper_s,
d_ex_seayouagain_14_69,80600,d_ex_seayouagain_14,Speech,pepper_s,Locale_SuddenStory:d_ex_seayouagain_14_69,True,,2,2,1.0,,,,3,idle,,1,sad,pepper_s,
d_ex_seayouagain_14_70,80600,d_ex_seayouagain_14,Self,Self,Locale_SuddenStory:d_ex_seayouagain_14_70,False,,2,2,1.0,,,,3,idle,,1,sad,,
d_ex_seayouagain_14_71,80600,d_ex_seayouagain_14,Speech,yan_s,Locale_SuddenStory:d_ex_seayouagain_14_71,True,,1,S_10,0.3,,,,3,angry,,1,no,yan_s,
d_ex_seayouagain_14_72,80600,d_ex_seayouagain_14,Speech,pepper_s,Locale_SuddenStory:d_ex_seayouagain_14_72,True,,3,XS_30,0.3,,,,3,angry,,1,no,pepper_s,
d_ex_seayouagain_14_73,80600,d_ex_seayouagain_14,Self,Self,Locale_SuddenStory:d_ex_seayouagain_14_73,False,,2,2,1.0,,,,3,angry,,1,no,,
