id,event_id,group_id,speech_window,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,highlight,speaker,fade,play_sound,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim
event_footstepwalkrun2_04_e_11,40066,event_footstepwalkrun2_04_e,Speech,Locale_MainScenario:event_footstepwalkrun2_04_e_11,True,,1300,1300,1.0,,redhood,redhood,,,,1,idle,,13,idle
event_footstepwalkrun2_04_e_12,40066,event_footstepwalkrun2_04_e,Speech,Locale_MainScenario:event_footstepwalkrun2_04_e_12,True,,1300,130,1.0,,redhood,redhood,,,,1,idle,,13,idle
event_footstepwalkrun2_04_e_13,40066,event_footstepwalkrun2_04_e,Speech,Locale_MainScenario:event_footstepwalkrun2_04_e_13,True,,130,130,1.0,,redhood,redhood,,,,1,idle,,13,idle
event_footstepwalkrun2_04_e_14,40066,event_footstepwalkrun2_04_e,Speech,Locale_MainScenario:event_footstepwalkrun2_04_e_14,True,,130,130,1.0,,redhood,redhood,,,,1,idle,,13,idle
event_footstepwalkrun2_04_e_15,40066,event_footstepwalkrun2_04_e,Speech,Locale_MainScenario:event_footstepwalkrun2_04_e_15,True,,130,130,1.0,,redhood,redhood,,,,1,idle,,13,idle
event_footstepwalkrun2_04_e_16,40066,event_footstepwalkrun2_04_e,Speech,Locale_MainScenario:event_footstepwalkrun2_04_e_16,True,,130,1300,1.0,,redhood,redhood,,,,1,idle,,13,idle
event_footstepwalkrun2_04_e_17,40066,event_footstepwalkrun2_04_e,Speech,Locale_MainScenario:event_footstepwalkrun2_04_e_17,True,,100,100,1.0,,rapi_m,rapi_m,,,,1,idle,,13,idle
event_footstepwalkrun2_04_e_18,40066,event_footstepwalkrun2_04_e,Speech,Locale_MainScenario:event_footstepwalkrun2_04_e_18,True,,1300,1300,1.0,,redhood,redhood,,,,1,idle,,13,worry
event_footstepwalkrun2_04_e_19,40066,event_footstepwalkrun2_04_e,Speech,Locale_MainScenario:event_footstepwalkrun2_04_e_19,True,,1300,130,0.7,,redhood,redhood,,,,1,idle,,13,idle
event_footstepwalkrun2_04_e_20,40066,event_footstepwalkrun2_04_e,Speech,Locale_MainScenario:event_footstepwalkrun2_04_e_20,True,,130,130,1.0,,redhood,redhood,,,,1,idle,,13,idle
event_footstepwalkrun2_04_e_21,40066,event_footstepwalkrun2_04_e,Speech,Locale_MainScenario:event_footstepwalkrun2_04_e_21,True,,130,130,1.0,,redhood,redhood,,,,1,idle,,13,idle
event_footstepwalkrun2_04_e_22,40066,event_footstepwalkrun2_04_e,Speech,Locale_MainScenario:event_footstepwalkrun2_04_e_22,True,,130,130,1.0,,redhood,redhood,,,,1,idle,,13,idle
event_footstepwalkrun2_04_e_23,40066,event_footstepwalkrun2_04_e,Speech,Locale_MainScenario:event_footstepwalkrun2_04_e_23,True,,130,113,1.0,,rapi_m,rapi_m,,,,1,idle,,13,idle
event_footstepwalkrun2_04_e_24,40066,event_footstepwalkrun2_04_e,Speech,Locale_MainScenario:event_footstepwalkrun2_04_e_24,True,,113,113,1.0,,redhood,redhood,,,,1,idle,,13,idle
event_footstepwalkrun2_04_e_25,40066,event_footstepwalkrun2_04_e,Speech,Locale_MainScenario:event_footstepwalkrun2_04_e_25,False,,113,113,1.0,,rapi_m,rapi_m,,,,1,idle,,13,idle
event_footstepwalkrun2_04_e_26,40066,event_footstepwalkrun2_04_e,Speech,Locale_MainScenario:event_footstepwalkrun2_04_e_26,True,,113,113,1.0,,redhood,redhood,,,,1,idle,,13,think
event_footstepwalkrun2_04_e_27,40066,event_footstepwalkrun2_04_e,Speech,Locale_MainScenario:event_footstepwalkrun2_04_e_27,True,,113,113,1.0,,redhood,redhood,,,,1,idle,,13,think
event_footstepwalkrun2_04_e_28,40066,event_footstepwalkrun2_04_e,Speech,Locale_MainScenario:event_footstepwalkrun2_04_e_28,True,,113,13,1.0,,redhood,redhood,,,,1,idle,,13,think
event_footstepwalkrun2_04_e_29,40066,event_footstepwalkrun2_04_e,Speech,Locale_MainScenario:event_footstepwalkrun2_04_e_29,True,,13,130,1.0,,redhood,redhood,,,,1,idle,,13,smile_02
event_footstepwalkrun2_04_e_30,40066,event_footstepwalkrun2_04_e,Speech,Locale_MainScenario:event_footstepwalkrun2_04_e_30,True,,130,130,1.0,,redhood,redhood,,,,1,idle,,13,smile_02
event_footstepwalkrun2_04_e_31,40066,event_footstepwalkrun2_04_e,Speech,Locale_MainScenario:event_footstepwalkrun2_04_e_31,True,,130,10,1.0,,rapi_m,rapi_m,,,,1,idle,,13,smile_02
event_footstepwalkrun2_04_e_32,40066,event_footstepwalkrun2_04_e,Speech,Locale_MainScenario:event_footstepwalkrun2_04_e_32,True,,10,113,1.0,,redhood,redhood,,,,1,idle,,13,smile_02
event_footstepwalkrun2_04_e_33,40066,event_footstepwalkrun2_04_e,Speech,Locale_MainScenario:event_footstepwalkrun2_04_e_33,True,,113,113,1.0,,redhood,redhood,,,,1,idle,,13,smile
event_footstepwalkrun2_04_e_34,40066,event_footstepwalkrun2_04_e,Speech,Locale_MainScenario:event_footstepwalkrun2_04_e_34,True,,113,113,1.0,,rapi_m,rapi_m,,,,1,idle,,13,smile
event_footstepwalkrun2_04_e_35,40066,event_footstepwalkrun2_04_e,Speech,Locale_MainScenario:event_footstepwalkrun2_04_e_35,True,,113,113,1.0,,redhood,redhood,,,,1,idle,,13,idle
event_footstepwalkrun2_04_e_36,40066,event_footstepwalkrun2_04_e,Speech,Locale_MainScenario:event_footstepwalkrun2_04_e_36,True,,113,113,1.0,,rapi_m,rapi_m,,,,1,idle,,13,idle
event_footstepwalkrun2_04_e_37,40066,event_footstepwalkrun2_04_e,Speech,Locale_MainScenario:event_footstepwalkrun2_04_e_37,True,,113,113,1.0,,redhood,redhood,,,,1,idle,,13,idle
event_footstepwalkrun2_04_e_38,40066,event_footstepwalkrun2_04_e,Speech,Locale_MainScenario:event_footstepwalkrun2_04_e_38,True,,113,113,1.0,,rapi_m,rapi_m,,,,1,idle,,13,idle
event_footstepwalkrun2_04_e_39,40066,event_footstepwalkrun2_04_e,Speech,Locale_MainScenario:event_footstepwalkrun2_04_e_39,True,,113,113,1.0,,redhood,redhood,,,,1,idle,,13,idle
event_footstepwalkrun2_04_e_40,40066,event_footstepwalkrun2_04_e,Speech,Locale_MainScenario:event_footstepwalkrun2_04_e_40,True,,113,113,1.0,,rapi_m,rapi_m,,,,1,idle,,13,idle
event_footstepwalkrun2_04_e_41,40066,event_footstepwalkrun2_04_e,Speech,Locale_MainScenario:event_footstepwalkrun2_04_e_41,True,,113,113,1.0,,redhood,redhood,,,,1,idle,,13,idle
event_footstepwalkrun2_04_e_42,40066,event_footstepwalkrun2_04_e,Speech,Locale_MainScenario:event_footstepwalkrun2_04_e_42,True,,113,113,1.0,,rapi_m,rapi_m,,,,1,idle,,13,idle
event_footstepwalkrun2_04_e_43,40066,event_footstepwalkrun2_04_e,Speech,Locale_MainScenario:event_footstepwalkrun2_04_e_43,True,,113,113,1.0,,redhood,redhood,,,,1,idle,,13,idle
event_footstepwalkrun2_04_e_44,40066,event_footstepwalkrun2_04_e,Speech,Locale_MainScenario:event_footstepwalkrun2_04_e_44,False,,113,113,1.0,,rapi_m,rapi_m,,,,1,idle,,13,idle
event_footstepwalkrun2_04_e_45,40066,event_footstepwalkrun2_04_e,Speech,Locale_MainScenario:event_footstepwalkrun2_04_e_45,True,,113,113,1.0,,rapi_m,rapi_m,,,,1,idle,,13,idle
event_footstepwalkrun2_04_e_46,40066,event_footstepwalkrun2_04_e,Speech,Locale_MainScenario:event_footstepwalkrun2_04_e_46,True,,113,113,1.0,,redhood,redhood,,,,1,idle,,13,idle
event_footstepwalkrun2_04_e_47,40066,event_footstepwalkrun2_04_e,Speech,Locale_MainScenario:event_footstepwalkrun2_04_e_47,True,,113,113,1.0,,redhood,redhood,,,,1,idle,,13,idle
event_footstepwalkrun2_04_e_48,40066,event_footstepwalkrun2_04_e,Speech,Locale_MainScenario:event_footstepwalkrun2_04_e_48,True,,113,113,1.0,,redhood,redhood,,,,1,idle,,13,idle
event_footstepwalkrun2_04_e_49,40066,event_footstepwalkrun2_04_e,Speech,Locale_MainScenario:event_footstepwalkrun2_04_e_49,False,,113,113,1.0,,rapi_m,rapi_m,,,,1,idle,,13,idle
event_footstepwalkrun2_04_e_50,40066,event_footstepwalkrun2_04_e,Speech,Locale_MainScenario:event_footstepwalkrun2_04_e_50,True,,113,130,1.0,,redhood,redhood,,,,1,idle,,13,idle
event_footstepwalkrun2_04_e_51,40066,event_footstepwalkrun2_04_e,Speech,Locale_MainScenario:event_footstepwalkrun2_04_e_51,True,,130,130,1.0,,redhood,redhood,,,,1,idle,,13,idle
event_footstepwalkrun2_04_e_52,40066,event_footstepwalkrun2_04_e,Speech,Locale_MainScenario:event_footstepwalkrun2_04_e_52,True,WasteLand_03,130,1300,0.7,,redhood,redhood,black,,,1,idle,,13,go
event_footstepwalkrun2_04_e_53,40066,event_footstepwalkrun2_04_e,Speech,Locale_MainScenario:event_footstepwalkrun2_04_e_53,True,,1300,1300,1.0,,redhood,redhood,,,,1,idle,,13,go
event_footstepwalkrun2_04_e_54,40066,event_footstepwalkrun2_04_e,Speech,Locale_MainScenario:event_footstepwalkrun2_04_e_54,True,,100,100,1.0,,rapi_m,rapi_m,,,,1,idle,,13,go
event_footstepwalkrun2_04_e_55,40066,event_footstepwalkrun2_04_e,Speech,Locale_MainScenario:event_footstepwalkrun2_04_e_55,True,,1300,1300,1.0,,redhood,redhood,,,,1,idle,,13,worry
event_footstepwalkrun2_04_e_56,40066,event_footstepwalkrun2_04_e,Speech,Locale_MainScenario:event_footstepwalkrun2_04_e_56,False,,100,100,1.0,,rapi_m,rapi_m,,,,1,idle,,13,worry
event_footstepwalkrun2_04_e_57,40066,event_footstepwalkrun2_04_e,Speech,Locale_MainScenario:event_footstepwalkrun2_04_e_57,True,,100,10,1.0,,rapi_m,rapi_m,,sfx_scn_riflemovement,,1,idle,,13,worry
event_footstepwalkrun2_04_e_58,40066,event_footstepwalkrun2_04_e,Speech,Locale_MainScenario:event_footstepwalkrun2_04_e_58,True,,10,113,1.0,,redhood,redhood,,sfx_scn_riflegrab,,1,idle,,13,think
event_footstepwalkrun2_04_e_59,40066,event_footstepwalkrun2_04_e,Narration,Locale_MainScenario:event_footstepwalkrun2_04_e_59,False,,black,black,1.0,,redhood,,,sfx_scn_runandgun,,1,idle,,13,think
event_footstepwalkrun2_04_e_60,40066,event_footstepwalkrun2_04_e,Narration,Locale_MainScenario:event_footstepwalkrun2_04_e_60,False,,black,black,1.0,,redhood,,,,,1,idle,,13,think
event_footstepwalkrun2_04_e_61,40066,event_footstepwalkrun2_04_e,Speech,Locale_MainScenario:event_footstepwalkrun2_04_e_61,False,,113,113,1.0,,rapi_m,rapi_m,,,,1,idle,,13,think
event_footstepwalkrun2_04_e_62,40066,event_footstepwalkrun2_04_e,Speech,Locale_MainScenario:event_footstepwalkrun2_04_e_62,True,,113,113,1.0,,redhood,redhood,,,,1,idle,,13,idle
event_footstepwalkrun2_04_e_63,40066,event_footstepwalkrun2_04_e,Speech,Locale_MainScenario:event_footstepwalkrun2_04_e_63,True,,113,113,1.0,,redhood,redhood,,,,1,idle,,13,idle
event_footstepwalkrun2_04_e_64,40066,event_footstepwalkrun2_04_e,Speech,Locale_MainScenario:event_footstepwalkrun2_04_e_64,True,,113,113,1.0,,rapi_m,rapi_m,,,,1,idle,,13,idle
event_footstepwalkrun2_04_e_65,40066,event_footstepwalkrun2_04_e,Speech,Locale_MainScenario:event_footstepwalkrun2_04_e_65,True,,113,113,1.0,,redhood,redhood,,,,1,idle,,13,idle
event_footstepwalkrun2_04_e_66,40066,event_footstepwalkrun2_04_e,Speech,Locale_MainScenario:event_footstepwalkrun2_04_e_66,True,,113,113,1.0,,rapi_m,rapi_m,,,,1,idle,,13,idle
event_footstepwalkrun2_04_e_67,40066,event_footstepwalkrun2_04_e,Speech,Locale_MainScenario:event_footstepwalkrun2_04_e_67,True,,1300,130,1.0,,redhood,redhood,black,,,1,idle,,13,idle
event_footstepwalkrun2_04_e_68,40066,event_footstepwalkrun2_04_e,Speech,Locale_MainScenario:event_footstepwalkrun2_04_e_68,True,,130,130,1.0,,redhood,redhood,,,,1,idle,,13,idle
event_footstepwalkrun2_04_e_69,40066,event_footstepwalkrun2_04_e,Speech,Locale_MainScenario:event_footstepwalkrun2_04_e_69,True,,130,130,1.0,,redhood,redhood,,,,1,idle,,13,idle
event_footstepwalkrun2_04_e_70,40066,event_footstepwalkrun2_04_e,Speech,Locale_MainScenario:event_footstepwalkrun2_04_e_70,True,,130,113,1.0,,rapi_m,rapi_m,,,,1,idle,,13,idle
event_footstepwalkrun2_04_e_71,40066,event_footstepwalkrun2_04_e,Speech,Locale_MainScenario:event_footstepwalkrun2_04_e_71,True,,113,113,1.0,,redhood,redhood,,,,1,idle,,13,idle
event_footstepwalkrun2_04_e_72,40066,event_footstepwalkrun2_04_e,Speech,Locale_MainScenario:event_footstepwalkrun2_04_e_72,True,,113,113,1.0,,rapi_m,rapi_m,,,,1,idle,,13,idle
event_footstepwalkrun2_04_e_73,40066,event_footstepwalkrun2_04_e,Speech,Locale_MainScenario:event_footstepwalkrun2_04_e_73,True,,113,113,1.0,,redhood,redhood,,,,1,idle,,13,idle
event_footstepwalkrun2_04_e_74,40066,event_footstepwalkrun2_04_e,Speech,Locale_MainScenario:event_footstepwalkrun2_04_e_74,True,,113,113,1.0,,redhood,redhood,,,,1,idle,,13,idle
event_footstepwalkrun2_04_e_75,40066,event_footstepwalkrun2_04_e,Speech,Locale_MainScenario:event_footstepwalkrun2_04_e_75,True,,113,113,1.0,,redhood,redhood,,,,1,idle,,13,idle
event_footstepwalkrun2_04_e_76,40066,event_footstepwalkrun2_04_e,Speech,Locale_MainScenario:event_footstepwalkrun2_04_e_76,True,,113,113,1.0,,redhood,redhood,,,,1,idle,,13,idle
event_footstepwalkrun2_04_e_77,40066,event_footstepwalkrun2_04_e,Speech,Locale_MainScenario:event_footstepwalkrun2_04_e_77,True,,113,113,1.0,,rapi_m,rapi_m,,,,1,idle,,13,idle
event_footstepwalkrun2_04_e_78,40066,event_footstepwalkrun2_04_e,Speech,Locale_MainScenario:event_footstepwalkrun2_04_e_78,True,,113,113,1.0,,redhood,redhood,,,,1,idle,,13,surprise
event_footstepwalkrun2_04_e_79,40066,event_footstepwalkrun2_04_e,Speech,Locale_MainScenario:event_footstepwalkrun2_04_e_79,True,,10,100,1.0,,rapi_m,rapi_m,,,,1,idle,,13,surprise
event_footstepwalkrun2_04_e_80,40066,event_footstepwalkrun2_04_e,Speech,Locale_MainScenario:event_footstepwalkrun2_04_e_80,True,,130,1300,1.0,,redhood,redhood,,,,1,idle,,13,surprise_02
event_footstepwalkrun2_04_e_81,40066,event_footstepwalkrun2_04_e,Speech,Locale_MainScenario:event_footstepwalkrun2_04_e_81,True,,100,10,1.0,,rapi_m,rapi_m,,,,1,idle,,13,surprise_02
event_footstepwalkrun2_04_e_82,40066,event_footstepwalkrun2_04_e,Speech,Locale_MainScenario:event_footstepwalkrun2_04_e_82,True,,1300,130,1.0,,redhood,redhood,,,,1,idle,,13,surprise_02
event_footstepwalkrun2_04_e_83,40066,event_footstepwalkrun2_04_e,Speech,Locale_MainScenario:event_footstepwalkrun2_04_e_83,True,,130,113,1.0,,rapi_m,rapi_m,,,,1,idle,,13,surprise_02
event_footstepwalkrun2_04_e_84,40066,event_footstepwalkrun2_04_e,Speech,Locale_MainScenario:event_footstepwalkrun2_04_e_84,True,,113,113,1.0,,redhood,redhood,,,,1,idle,,13,smile
event_footstepwalkrun2_04_e_85,40066,event_footstepwalkrun2_04_e,Speech,Locale_MainScenario:event_footstepwalkrun2_04_e_85,True,,113,113,1.0,,redhood,redhood,,,,1,idle,,13,idle
event_footstepwalkrun2_04_e_86,40066,event_footstepwalkrun2_04_e,Speech,Locale_MainScenario:event_footstepwalkrun2_04_e_86,False,,113,1,1.0,,rapi_m,rapi_m,,,,1,idle,,13,idle
event_footstepwalkrun2_04_e_87,40066,event_footstepwalkrun2_04_e,Speech,Locale_MainScenario:event_footstepwalkrun2_04_e_87,True,,1,10,1.0,,rapi_m,rapi_m,,,,1,idle,,13,idle
event_footstepwalkrun2_04_e_88,40066,event_footstepwalkrun2_04_e,Speech,Locale_MainScenario:event_footstepwalkrun2_04_e_88,True,,130,130,1.0,,redhood,redhood,,,,1,idle,,13,smile
event_footstepwalkrun2_04_e_89,40066,event_footstepwalkrun2_04_e,Speech,Locale_MainScenario:event_footstepwalkrun2_04_e_89,True,,130,130,1.0,,redhood,redhood,,,,1,idle,,13,idle
event_footstepwalkrun2_04_e_90,40066,event_footstepwalkrun2_04_e,Speech,Locale_MainScenario:event_footstepwalkrun2_04_e_90,True,,130,130,1.0,,redhood,redhood,,,,1,idle,,13,idle
event_footstepwalkrun2_04_e_91,40066,event_footstepwalkrun2_04_e,Speech,Locale_MainScenario:event_footstepwalkrun2_04_e_91,True,,130,1300,1.0,,redhood,redhood,,,,1,idle,,13,idle
event_footstepwalkrun2_04_e_92,40066,event_footstepwalkrun2_04_e,Speech,Locale_MainScenario:event_footstepwalkrun2_04_e_92,True,,100,100,1.0,,rapi_m,rapi_m,,,,1,idle,,13,idle
event_footstepwalkrun2_04_e_93,40066,event_footstepwalkrun2_04_e,Speech,Locale_MainScenario:event_footstepwalkrun2_04_e_93,True,,1300,1300,1.0,,redhood,redhood,,,,1,idle,,13,idle
event_footstepwalkrun2_04_e_94,40066,event_footstepwalkrun2_04_e,Speech,Locale_MainScenario:event_footstepwalkrun2_04_e_94,True,Wasteland_03_n,113,113,1.0,,rapi_m,rapi_m,black,,,1,idle,,13,idle
event_footstepwalkrun2_04_e_95,40066,event_footstepwalkrun2_04_e,Speech,Locale_MainScenario:event_footstepwalkrun2_04_e_95,True,,113,113,1.0,,redhood,redhood,,,,1,idle,,13,idle
event_footstepwalkrun2_04_e_96,40066,event_footstepwalkrun2_04_e,Speech,Locale_MainScenario:event_footstepwalkrun2_04_e_96,True,,113,113,1.0,,rapi_m,rapi_m,,,,1,idle,,13,idle
event_footstepwalkrun2_04_e_97,40066,event_footstepwalkrun2_04_e,Speech,Locale_MainScenario:event_footstepwalkrun2_04_e_97,True,,113,113,1.0,,rapi_m,rapi_m,,,,1,idle,,13,idle
event_footstepwalkrun2_04_e_98,40066,event_footstepwalkrun2_04_e,Speech,Locale_MainScenario:event_footstepwalkrun2_04_e_98,True,,113,113,1.0,,redhood,redhood,,,,1,idle,,13,idle
event_footstepwalkrun2_04_e_99,40066,event_footstepwalkrun2_04_e,Speech,Locale_MainScenario:event_footstepwalkrun2_04_e_99,True,,113,113,1.0,,rapi_m,rapi_m,,,,1,idle,,13,idle
event_footstepwalkrun2_04_e_100,40066,event_footstepwalkrun2_04_e,Speech,Locale_MainScenario:event_footstepwalkrun2_04_e_100,True,,113,113,1.0,,redhood,redhood,,,,1,idle,,13,idle
event_footstepwalkrun2_04_e_101,40066,event_footstepwalkrun2_04_e,Speech,Locale_MainScenario:event_footstepwalkrun2_04_e_101,True,,113,113,1.0,,redhood,redhood,,,,1,idle,,13,no
event_footstepwalkrun2_04_e_102,40066,event_footstepwalkrun2_04_e,Speech,Locale_MainScenario:event_footstepwalkrun2_04_e_102,True,,113,113,1.0,,redhood,redhood,,,,1,idle,,13,no
event_footstepwalkrun2_04_e_103,40066,event_footstepwalkrun2_04_e,Speech,Locale_MainScenario:event_footstepwalkrun2_04_e_103,True,,113,113,1.0,,redhood,redhood,,,,1,idle,,13,no
event_footstepwalkrun2_04_e_104,40066,event_footstepwalkrun2_04_e,Speech,Locale_MainScenario:event_footstepwalkrun2_04_e_104,True,,113,113,1.0,,rapi_m,rapi_m,,,,1,idle,,13,no
event_footstepwalkrun2_04_e_105,40066,event_footstepwalkrun2_04_e,Speech,Locale_MainScenario:event_footstepwalkrun2_04_e_105,True,,113,13,1.0,,redhood,redhood,,,,1,idle,,13,smile_02
event_footstepwalkrun2_04_e_106,40066,event_footstepwalkrun2_04_e,Speech,Locale_MainScenario:event_footstepwalkrun2_04_e_106,True,,13,13,1.0,,redhood,redhood,,,,1,idle,,13,smile_02
event_footstepwalkrun2_04_e_107,40066,event_footstepwalkrun2_04_e,Speech,Locale_MainScenario:event_footstepwalkrun2_04_e_107,True,,13,13,1.0,,redhood,redhood,,,,1,idle,,13,smile_02
event_footstepwalkrun2_04_e_108,40066,event_footstepwalkrun2_04_e,Speech,Locale_MainScenario:event_footstepwalkrun2_04_e_108,True,,13,130,1.0,,redhood,redhood,,,,1,idle,,13,smile_02
event_footstepwalkrun2_04_e_109,40066,event_footstepwalkrun2_04_e,Speech,Locale_MainScenario:event_footstepwalkrun2_04_e_109,True,,130,130,1.0,,redhood,redhood,,,,1,idle,,13,smile_02
event_footstepwalkrun2_04_e_110,40066,event_footstepwalkrun2_04_e,Speech,Locale_MainScenario:event_footstepwalkrun2_04_e_110,True,,130,130,1.0,,redhood,redhood,,,,1,idle,,13,smile_02
event_footstepwalkrun2_04_e_111,40066,event_footstepwalkrun2_04_e,Speech,Locale_MainScenario:event_footstepwalkrun2_04_e_111,True,,130,130,1.0,,redhood,redhood,,,,1,idle,,13,smile_02
event_footstepwalkrun2_04_e_112,40066,event_footstepwalkrun2_04_e,Speech,Locale_MainScenario:event_footstepwalkrun2_04_e_112,False,,130,130,1.0,,redhood,rapi_m,,,,1,idle,,13,smile_02
event_footstepwalkrun2_04_e_113,40066,event_footstepwalkrun2_04_e,Speech,Locale_MainScenario:event_footstepwalkrun2_04_e_113,True,,130,1300,1.0,,redhood,redhood,,,,1,idle,,13,smile_02
event_footstepwalkrun2_04_e_114,40066,event_footstepwalkrun2_04_e,Speech,Locale_MainScenario:event_footstepwalkrun2_04_e_114,True,,1300,1300,1.0,,redhood,redhood,,,,1,idle,,13,smile_02
event_footstepwalkrun2_04_e_115,40066,event_footstepwalkrun2_04_e,Speech,Locale_MainScenario:event_footstepwalkrun2_04_e_115,True,,1300,1300,1.0,,redhood,redhood,,,,1,idle,,13,smile_02
event_footstepwalkrun2_04_e_116,40066,event_footstepwalkrun2_04_e,Speech,Locale_MainScenario:event_footstepwalkrun2_04_e_116,True,,100,100,1.0,,rapi_m,rapi_m,,,,1,idle,,13,smile_02
event_footstepwalkrun2_04_e_117,40066,event_footstepwalkrun2_04_e,Speech,Locale_MainScenario:event_footstepwalkrun2_04_e_117,True,,1300,130,1.0,,redhood,redhood,,,,1,idle,,13,smile_02
event_footstepwalkrun2_04_e_118,40066,event_footstepwalkrun2_04_e,Speech,Locale_MainScenario:event_footstepwalkrun2_04_e_118,True,,130,130,1.0,,redhood,redhood,,,,1,idle,,13,smile_02
event_footstepwalkrun2_04_e_119,40066,event_footstepwalkrun2_04_e,Speech,Locale_MainScenario:event_footstepwalkrun2_04_e_119,False,,130,113,1.0,,rapi_m,rapi_m,,,,1,idle,,13,smile_02
event_footstepwalkrun2_04_e_120,40066,event_footstepwalkrun2_04_e,Speech,Locale_MainScenario:event_footstepwalkrun2_04_e_120,True,,113,113,1.0,,redhood,redhood,,,,1,idle,,13,smile_02
event_footstepwalkrun2_04_e_121,40066,event_footstepwalkrun2_04_e,Speech,Locale_MainScenario:event_footstepwalkrun2_04_e_121,True,,113,113,1.0,,rapi_m,rapi_m,,,,1,idle,,13,smile_02
event_footstepwalkrun2_04_e_122,40066,event_footstepwalkrun2_04_e,Speech,Locale_MainScenario:event_footstepwalkrun2_04_e_122,True,,113,113,1.0,,redhood,redhood,,,,1,idle,,13,worry
event_footstepwalkrun2_04_e_123,40066,event_footstepwalkrun2_04_e,Speech,Locale_MainScenario:event_footstepwalkrun2_04_e_123,True,,113,113,1.0,,rapi_m,rapi_m,,,,1,idle,,13,worry
event_footstepwalkrun2_04_e_124,40066,event_footstepwalkrun2_04_e,Speech,Locale_MainScenario:event_footstepwalkrun2_04_e_124,True,,113,113,1.0,,redhood,redhood,,,,1,idle,,13,worry
event_footstepwalkrun2_04_e_125,40066,event_footstepwalkrun2_04_e,Speech,Locale_MainScenario:event_footstepwalkrun2_04_e_125,True,,113,113,1.0,,rapi_m,rapi_m,,,,1,idle,,13,worry
event_footstepwalkrun2_04_e_126,40066,event_footstepwalkrun2_04_e,Speech,Locale_MainScenario:event_footstepwalkrun2_04_e_126,True,,113,113,1.0,,redhood,redhood,,,,1,idle,,13,smile_02
event_footstepwalkrun2_04_e_127,40066,event_footstepwalkrun2_04_e,Speech,Locale_MainScenario:event_footstepwalkrun2_04_e_127,True,WasteLand_03,1300,1300,1.0,none,redhood,redhood,black,,,1,idle,,13,smile_02
event_footstepwalkrun2_04_e_128,40066,event_footstepwalkrun2_04_e,Speech,Locale_MainScenario:event_footstepwalkrun2_04_e_128,True,,1300,1300,1.0,,redhood,redhood,,,,1,idle,,13,smile_02
event_footstepwalkrun2_04_e_129,40066,event_footstepwalkrun2_04_e,Speech,Locale_MainScenario:event_footstepwalkrun2_04_e_129,True,,100,100,1.0,,rapi_m,rapi_m,,,,1,idle,,13,smile_02
