id,event_id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,fade,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/1/hide_char_id,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,characters/2/hide_char_id
d_contents_madeinrush_07_42,82501,d_contents_madeinrush_07,Speech,ade_b,ade_b,Locale_SubScenario:d_contents_madeinrush_07_42,False,,10,10,1.0,,,,1,special,,13,delight,,,15,shy,
d_contents_madeinrush_07_43,82501,d_contents_madeinrush_07,Speech,soda_b,soda_b,Locale_SubScenario:d_contents_madeinrush_07_43,True,,S_150,S_150,1.0,,,,1,special,,13,delight,,,15,surprise,
d_contents_madeinrush_07_44,82501,d_contents_madeinrush_07,Speech,soda_b,soda_b,Locale_SubScenario:d_contents_madeinrush_07_44,True,,S_150,S_150,1.0,,,,1,special,,13,delight,,,15,surprise,
d_contents_madeinrush_07_45,82501,d_contents_madeinrush_07,Speech,ade_b,ade_b,Locale_SubScenario:d_contents_madeinrush_07_45,True,,10,10,1.0,,,,1,surprise2,,13,delight,,,15,surprise,
d_contents_madeinrush_07_46,82501,d_contents_madeinrush_07,Speech,ade_b,ade_b,Locale_SubScenario:d_contents_madeinrush_07_46,True,,10,10,1.0,,,,1,shy2,,13,delight,,,15,surprise,
d_contents_madeinrush_07_47,82501,d_contents_madeinrush_07,Speech,ade_b,ade_b,Locale_SubScenario:d_contents_madeinrush_07_47,True,,10,10,1.0,,,,1,shy2,,13,delight,,,15,surprise,
d_contents_madeinrush_07_48,82501,d_contents_madeinrush_07,Speech,soda_b,soda_b,Locale_SubScenario:d_contents_madeinrush_07_48,True,,10,14,1.0,,,,1,shy2,,13,delight,,,15,delight,
d_contents_madeinrush_07_49,82501,d_contents_madeinrush_07,Speech,alice_b,alice_b,Locale_SubScenario:d_contents_madeinrush_07_49,True,,14,14,1.0,,,,1,shy2,,13,delight,,,15,delight,
d_contents_madeinrush_07_50,82501,d_contents_madeinrush_07,Speech,ade_b,ade_b,Locale_SubScenario:d_contents_madeinrush_07_50,False,,10,10,1.0,,black,,1,shy2,,13,delight,alice_b,,15,delight,soda_b
d_contents_madeinrush_07_51,82501,d_contents_madeinrush_07,Speech,ade_b,ade_b,Locale_SubScenario:d_contents_madeinrush_07_51,True,,10,10,1.0,,,,1,shy2,,,,,,,,
d_contents_madeinrush_07_52,82501,d_contents_madeinrush_07,Speech,ade_b,ade_b,Locale_SubScenario:d_contents_madeinrush_07_52,False,,10,10,1.0,,,,1,shy2,,,,,,,,
d_contents_madeinrush_07_53,82501,d_contents_madeinrush_07,Speech,ade_b,ade_b,Locale_SubScenario:d_contents_madeinrush_07_53,True,,10,10,1.0,,,,1,shy2,,,,,,,,
