id,event_id,group_id,speech_window,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,play_sound,highlight,speaker,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,fade,jump_target,set_filter_01
event_neverland2_epilogue_29,40035,event_neverland2_epilogue,Self,Locale_MainScenario:event_neverland2_epilogue_29,False,,1315,1315,1.0,,,,,,1,idle,,13,idle,,15,delight,,,
event_neverland2_epilogue_30,40035,event_neverland2_epilogue,Speech,Locale_MainScenario:event_neverland2_epilogue_30,True,,1315,1315,1.0,,,mica,mica,,1,idle,,13,idle,,15,delight,,,
event_neverland2_epilogue_31,40035,event_neverland2_epilogue,Speech,Locale_MainScenario:event_neverland2_epilogue_31,True,,1315,1315,1.0,,,belorta,belorta,,1,idle,,13,idle,,15,idle,,,
event_neverland2_epilogue_32,40035,event_neverland2_epilogue,Speech,Locale_MainScenario:event_neverland2_epilogue_32,True,,1315,1315,1.0,,,belorta,belorta,,1,idle,,13,idle,,15,idle,,,
event_neverland2_epilogue_33,40035,event_neverland2_epilogue,Speech,Locale_MainScenario:event_neverland2_epilogue_33,True,,1315,113,1.0,,,ludmilla,ludmilla,,1,idle,,13,idle,,15,idle,,,
event_neverland2_epilogue_34,40035,event_neverland2_epilogue,Speech,Locale_MainScenario:event_neverland2_epilogue_34,True,,113,113,1.0,,,ludmilla,ludmilla,,1,idle,,13,idle,,15,idle,,,
event_neverland2_epilogue_35,40035,event_neverland2_epilogue,Speech,Locale_MainScenario:event_neverland2_epilogue_35,True,,113,113,1.0,,,ludmilla,ludmilla,,1,idle,,13,idle,,15,idle,,,
event_neverland2_epilogue_36,40035,event_neverland2_epilogue,Speech,Locale_MainScenario:event_neverland2_epilogue_36,True,,113,XS_130,1.0,,,belorta,belorta,,1,idle,,13,idle,,15,idle,,,
event_neverland2_epilogue_37,40035,event_neverland2_epilogue,Speech,Locale_MainScenario:event_neverland2_epilogue_37,True,,XS_150,XS_150,1.0,,,mica,mica,,1,idle,,13,idle,,15,idle,,,
event_neverland2_epilogue_38,40035,event_neverland2_epilogue,Speech,Locale_MainScenario:event_neverland2_epilogue_38,True,,10,10,1.0,,,ludmilla,ludmilla,,1,idle,,13,idle,,15,idle,,,
event_neverland2_epilogue_39,40035,event_neverland2_epilogue,Speech,Locale_MainScenario:event_neverland2_epilogue_39,True,,10,113,1.0,,,belorta,belorta,,1,idle,,13,idle,,15,idle,,,
event_neverland2_epilogue_40,40035,event_neverland2_epilogue,Speech,Locale_MainScenario:event_neverland2_epilogue_40,True,,113,113,1.0,,,belorta,belorta,,1,idle,,13,idle,,15,idle,,,
event_neverland2_epilogue_41,40035,event_neverland2_epilogue,Speech,Locale_MainScenario:event_neverland2_epilogue_41,True,,113,113,1.0,,,ludmilla,ludmilla,,1,idle,,13,idle,,15,idle,,,
event_neverland2_epilogue_42,40035,event_neverland2_epilogue,Speech,Locale_MainScenario:event_neverland2_epilogue_42,True,,113,113,1.0,,,ludmilla,ludmilla,,1,idle,,13,idle,,15,idle,,,
event_neverland2_epilogue_43,40035,event_neverland2_epilogue,Speech,Locale_MainScenario:event_neverland2_epilogue_43,True,,113,10,1.0,,,ludmilla,ludmilla,,1,idle,,13,idle,,15,idle,,,
event_neverland2_epilogue_44,40035,event_neverland2_epilogue,Speech,Locale_MainScenario:event_neverland2_epilogue_44,True,,10,XS_130,1.0,,,belorta,belorta,,1,idle,,13,idle,,15,idle,,,
event_neverland2_epilogue_45,40035,event_neverland2_epilogue,Speech,Locale_MainScenario:event_neverland2_epilogue_45,True,,XS_130,XS_130,1.0,,,belorta,belorta,,1,idle,,13,idle,,15,idle,,,
event_neverland2_epilogue_46,40035,event_neverland2_epilogue,Speech,Locale_MainScenario:event_neverland2_epilogue_46,True,,XS_130,XS_130,1.0,,,belorta,belorta,,1,idle,,13,idle,,15,idle,,,
event_neverland2_epilogue_47,40035,event_neverland2_epilogue,Speech,Locale_MainScenario:event_neverland2_epilogue_47,True,,XS_130,1315,1.0,,,belorta,belorta,,1,idle,,13,idle,,15,idle,,,
event_neverland2_epilogue_48,40035,event_neverland2_epilogue,Speech,Locale_MainScenario:event_neverland2_epilogue_48,True,,1315,1315,1.0,,,mica,mica,,1,idle,,13,idle,,15,delight,,,
event_neverland2_epilogue_49,40035,event_neverland2_epilogue,Speech,Locale_MainScenario:event_neverland2_epilogue_49,True,,1315,XS_130,1.0,,,belorta,belorta,,1,idle,,13,idle,,15,delight,,,
event_neverland2_epilogue_50,40035,event_neverland2_epilogue,Self,Locale_MainScenario:event_neverland2_epilogue_50,False,,XS_130,XS_130,1.0,,,,,,1,idle,,13,idle,,15,idle,,,
event_neverland2_epilogue_51,40035,event_neverland2_epilogue,Speech,Locale_MainScenario:event_neverland2_epilogue_51,True,,XS_130,XS_130,1.0,,,belorta,belorta,,1,idle,,13,idle,,15,idle,,,
event_neverland2_epilogue_52,40035,event_neverland2_epilogue,Choice,Locale_MainScenario:event_neverland2_epilogue_52,False,,XS_130,XS_130,1.0,,,,,,1,idle,,13,idle,,15,idle,,event_neverland2_epilogue_54,
event_neverland2_epilogue_53,40035,event_neverland2_epilogue,Choice,Locale_MainScenario:event_neverland2_epilogue_53,False,,XS_130,XS_130,1.0,,,,,,1,idle,,13,idle,,15,idle,,event_neverland2_epilogue_55,
event_neverland2_epilogue_54,40035,event_neverland2_epilogue,Speech,Locale_MainScenario:event_neverland2_epilogue_54,True,,XS_130,XS_130,1.0,,,belorta,belorta,,1,idle,,13,idle,,15,idle,,event_neverland2_epilogue_56,
event_neverland2_epilogue_55,40035,event_neverland2_epilogue,Speech,Locale_MainScenario:event_neverland2_epilogue_55,True,,XS_130,XS_130,1.0,,,belorta,belorta,,1,idle,,13,idle,,15,idle,,event_neverland2_epilogue_56,
event_neverland2_epilogue_56,40035,event_neverland2_epilogue,Self,Locale_MainScenario:event_neverland2_epilogue_56,False,,XS_130,XS_130,1.0,,,,,,1,idle,,13,idle,,15,idle,,,
event_neverland2_epilogue_57,40035,event_neverland2_epilogue,Speech,Locale_MainScenario:event_neverland2_epilogue_57,True,,XS_130,10,1.0,,,ludmilla,ludmilla,,1,delight,,13,idle,,15,idle,,,
event_neverland2_epilogue_58,40035,event_neverland2_epilogue,Speech,Locale_MainScenario:event_neverland2_epilogue_58,True,,10,10,1.0,,,ludmilla,ludmilla,,1,idle,,13,idle,,15,idle,,,
event_neverland2_epilogue_59,40035,event_neverland2_epilogue,Speech,Locale_MainScenario:event_neverland2_epilogue_59,True,,10,10,1.0,,,ludmilla,ludmilla,,1,idle,,13,idle,,15,idle,,,
event_neverland2_epilogue_60,40035,event_neverland2_epilogue,Speech,Locale_MainScenario:event_neverland2_epilogue_60,True,,10,113,1.0,,,belorta,belorta,,1,idle,,13,idle,,15,idle,,,
event_neverland2_epilogue_61,40035,event_neverland2_epilogue,Speech,Locale_MainScenario:event_neverland2_epilogue_61,True,,113,113,1.0,,,ludmilla,ludmilla,,1,idle,,13,idle,,15,idle,,,
event_neverland2_epilogue_62,40035,event_neverland2_epilogue,Speech,Locale_MainScenario:event_neverland2_epilogue_62,True,,113,113,1.0,,,belorta,belorta,,1,idle,,13,idle,,15,idle,,,
event_neverland2_epilogue_63,40035,event_neverland2_epilogue,Speech,Locale_MainScenario:event_neverland2_epilogue_63,True,,113,113,1.0,,,belorta,belorta,,1,idle,,13,idle,,15,idle,,,
event_neverland2_epilogue_64,40035,event_neverland2_epilogue,Speech,Locale_MainScenario:event_neverland2_epilogue_64,True,,113,113,1.0,,,ludmilla,ludmilla,,1,idle,,13,idle,,15,idle,,,
event_neverland2_epilogue_65,40035,event_neverland2_epilogue,Self,Locale_MainScenario:event_neverland2_epilogue_65,False,,113,113,1.0,,,,,,1,idle,,13,idle,,15,idle,,,
event_neverland2_epilogue_66,40035,event_neverland2_epilogue,Speech,Locale_MainScenario:event_neverland2_epilogue_66,True,,113,XS_130,1.0,,,belorta,belorta,,1,idle,,13,delight,,15,idle,,,
event_neverland2_epilogue_67,40035,event_neverland2_epilogue,Speech,Locale_MainScenario:event_neverland2_epilogue_67,True,,XS_130,XS_130,1.0,,,belorta,belorta,,1,idle,,13,delight,,15,idle,,,
event_neverland2_epilogue_68,40035,event_neverland2_epilogue,Speech,Locale_MainScenario:event_neverland2_epilogue_68,True,,XS_130,XS_130,1.0,,,belorta,belorta,,1,idle,,13,idle,,15,idle,,,
event_neverland2_epilogue_69,40035,event_neverland2_epilogue,Speech,Locale_MainScenario:event_neverland2_epilogue_69,True,,XS_130,XS_130,1.0,,,belorta,belorta,,1,idle,,13,idle,,15,idle,,,
event_neverland2_epilogue_70,40035,event_neverland2_epilogue,Speech,Locale_MainScenario:event_neverland2_epilogue_70,True,,XS_130,1315,1.0,,,mica,mica,,1,idle,,13,idle,,15,idle,,,
event_neverland2_epilogue_71,40035,event_neverland2_epilogue,Speech,Locale_MainScenario:event_neverland2_epilogue_71,True,,1315,1315,1.0,,,belorta,belorta,,1,idle,,13,idle,,15,idle,,,
event_neverland2_epilogue_72,40035,event_neverland2_epilogue,Speech,Locale_MainScenario:event_neverland2_epilogue_72,True,,1315,1315,1.0,,,mica,mica,,1,idle,,13,idle,,15,idle,,,
event_neverland2_epilogue_73,40035,event_neverland2_epilogue,Speech,Locale_MainScenario:event_neverland2_epilogue_73,True,,1315,1315,1.0,,,belorta,belorta,,1,idle,,13,idle,,15,idle,,,
event_neverland2_epilogue_74,40035,event_neverland2_epilogue,Speech,Locale_MainScenario:event_neverland2_epilogue_74,True,,1315,1315,1.0,,,belorta,belorta,,1,idle,,13,idle,,15,idle,,,
event_neverland2_epilogue_75,40035,event_neverland2_epilogue,Speech,Locale_MainScenario:event_neverland2_epilogue_75,True,,1315,1315,1.0,,,mica,mica,,1,idle,,13,idle,,15,delight,,,
event_neverland2_epilogue_76,40035,event_neverland2_epilogue,Speech,Locale_MainScenario:event_neverland2_epilogue_76,True,,1315,1315,1.0,,,mica,mica,,1,idle,,13,idle,,15,delight,,,
event_neverland2_epilogue_77,40035,event_neverland2_epilogue,Speech,Locale_MainScenario:event_neverland2_epilogue_77,True,,1315,1315,1.0,,,mica,mica,,1,idle,,13,idle,,15,delight,,,
event_neverland2_epilogue_78,40035,event_neverland2_epilogue,Speech,Locale_MainScenario:event_neverland2_epilogue_78,False,,1315,13,1.0,,,belorta,belorta,,1,idle,,13,idle,,15,delight,,,
event_neverland2_epilogue_79,40035,event_neverland2_epilogue,Speech,Locale_MainScenario:event_neverland2_epilogue_79,True,,13,13,1.0,,,belorta,belorta,,1,idle,,13,idle,,15,idle,,,
event_neverland2_epilogue_80,40035,event_neverland2_epilogue,Speech,Locale_MainScenario:event_neverland2_epilogue_80,True,,13,XS_130,1.0,,,belorta,belorta,,1,idle,,13,idle,,15,idle,,,
event_neverland2_epilogue_81,40035,event_neverland2_epilogue,Speech,Locale_MainScenario:event_neverland2_epilogue_81,True,,XS_130,XS_150,1.0,,,mica,mica,,1,idle,,13,idle,,15,idle,,,
event_neverland2_epilogue_82,40035,event_neverland2_epilogue,Speech,Locale_MainScenario:event_neverland2_epilogue_82,True,,XS_150,XS_150,1.0,,,mica,mica,,1,idle,,13,idle,,15,delight,,,
event_neverland2_epilogue_83,40035,event_neverland2_epilogue,Speech,Locale_MainScenario:event_neverland2_epilogue_83,True,,XS_150,XS_150,1.0,,,mica,mica,,1,idle,,13,idle,,15,delight,,,
event_neverland2_epilogue_84,40035,event_neverland2_epilogue,Speech,Locale_MainScenario:event_neverland2_epilogue_84,True,,XS_150,XS_150,1.0,,,mica,mica,,1,idle,,13,idle,,15,delight,,,
event_neverland2_epilogue_85,40035,event_neverland2_epilogue,Speech,Locale_MainScenario:event_neverland2_epilogue_85,True,,XS_150,XS_150,1.0,,,mica,mica,,1,idle,,13,idle,,15,delight,,,
event_neverland2_epilogue_86,40035,event_neverland2_epilogue,Speech,Locale_MainScenario:event_neverland2_epilogue_86,False,,XS_150,XS_130,1.0,,,belorta,belorta,,1,idle,,13,idle,,15,delight,,,
event_neverland2_epilogue_87,40035,event_neverland2_epilogue,Speech,Locale_MainScenario:event_neverland2_epilogue_87,True,,XS_1500,XS_1500,1.0,,,mica,mica,,1,idle,,13,idle,,15,sad,black,,Grey
event_neverland2_epilogue_88,40035,event_neverland2_epilogue,Speech,Locale_MainScenario:event_neverland2_epilogue_88,True,,XS_1500,XS_1500,1.0,,,mica,mica,,1,idle,,13,idle,,15,sad,,,Grey
event_neverland2_epilogue_89,40035,event_neverland2_epilogue,Speech,Locale_MainScenario:event_neverland2_epilogue_89,True,,XS_1500,XS_1500,1.0,,,mica,mica,,1,idle,,13,idle,,15,sad,,,Grey
event_neverland2_epilogue_90,40035,event_neverland2_epilogue,Speech,Locale_MainScenario:event_neverland2_epilogue_90,True,,1315,1315,1.0,,,mica,mica,,1,idle,,13,idle,,15,idle,black,,
event_neverland2_epilogue_91,40035,event_neverland2_epilogue,Speech,Locale_MainScenario:event_neverland2_epilogue_91,True,,1315,XS_130,1.0,,,belorta,belorta,,1,idle,,13,idle,,15,idle,,,
event_neverland2_epilogue_92,40035,event_neverland2_epilogue,Speech,Locale_MainScenario:event_neverland2_epilogue_92,True,,XS_130,XS_130,1.0,,,belorta,belorta,,1,idle,,13,idle,,15,idle,,,
event_neverland2_epilogue_93,40035,event_neverland2_epilogue,Speech,Locale_MainScenario:event_neverland2_epilogue_93,True,,XS_130,XS_130,1.0,,,belorta,belorta,,1,idle,,13,idle,,15,idle,,,
event_neverland2_epilogue_94,40035,event_neverland2_epilogue,Speech,Locale_MainScenario:event_neverland2_epilogue_94,True,,XS_130,XS_130,1.0,,,belorta,belorta,,1,idle,,13,idle,,15,idle,,,
event_neverland2_epilogue_95,40035,event_neverland2_epilogue,Speech,Locale_MainScenario:event_neverland2_epilogue_95,True,,XS_130,1315,1.0,,,mica,mica,,1,idle,,13,idle,,15,delight,,,
event_neverland2_epilogue_96,40035,event_neverland2_epilogue,Speech,Locale_MainScenario:event_neverland2_epilogue_96,True,,1315,1315,1.0,,,belorta,belorta,,1,idle,,13,shy,,15,delight,,,
event_neverland2_epilogue_97,40035,event_neverland2_epilogue,Speech,Locale_MainScenario:event_neverland2_epilogue_97,True,,1315,1315,1.0,,,belorta,belorta,,1,idle,,13,delight,,15,delight,,,
event_neverland2_epilogue_98,40035,event_neverland2_epilogue,Narration,Locale_MainScenario:event_neverland2_epilogue_98,False,,black,black,1.0,,,,,,1,idle,,13,idle,,15,delight,,,
