id,event_id,group_id,speech_window,scenario_localkey,play_lipSync,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,play_sound,highlight,speaker,characters/0/hide_char_id,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,characters/1/hide_char_id,characters/2/hide_char_id,characters/3/show_char_id,characters/3/set_char_position,characters/3/set_char_anim,characters/4/show_char_id,characters/4/set_char_position,characters/4/set_char_anim,characters/5/show_char_id,characters/5/set_char_position,characters/5/set_char_anim,effects/0/play_effect_id,effects/0/set_effect_position,effects/0/is_effect_movable,fade,effects/0/stop_effect_id,characters/3/hide_char_id,characters/4/hide_char_id,characters/5/hide_char_id,characters/6/show_char_id,characters/6/set_char_position,characters/6/set_char_anim,characters/6/hide_char_id
event_secretgarden_06_e_11,40063,event_secretgarden_06_e,Speech,Locale_SubScenario:event_secretgarden_06_e_11,True,,,,,53,53,1.0,,,elegantman,elegantman,,,1,idle,,13,sad,,,,,,,,,,,,,,,,,,,,,,,
event_secretgarden_06_e_12,40063,event_secretgarden_06_e,Speech,Locale_SubScenario:event_secretgarden_06_e_12,True,,,,,53,53,1.0,,,elegantman,elegantman,,,1,idle,,13,sad,,,,,,,,,,,,,,,,,,,,,,,
event_secretgarden_06_e_13,40063,event_secretgarden_06_e,Speech,Locale_SubScenario:event_secretgarden_06_e_13,True,,,,,53,53,1.0,,,elegantwoman,elegantwoman,,,1,idle,,13,sad,,,,,,,,,,,,,,,,,,,,,,,
event_secretgarden_06_e_14,40063,event_secretgarden_06_e,Speech,Locale_SubScenario:event_secretgarden_06_e_14,True,,,,,53,1,1.0,,,biscuit,biscuit,,,1,delight,,13,sad,,,,,,,,,,,,,,,,,,,,,,,
event_secretgarden_06_e_15,40063,event_secretgarden_06_e,Speech,Locale_SubScenario:event_secretgarden_06_e_15,True,,,,,1,1,1.0,,,elegantman,elegantman,,,1,delight,,13,sad,,,,,,,,,,,,,,,,,,,,,,,
event_secretgarden_06_e_16,40063,event_secretgarden_06_e,Speech,Locale_SubScenario:event_secretgarden_06_e_16,True,,,,,1,XS_10,1.0,,,biscuit,biscuit,,,1,delight,,13,sad,,,,,,,,,,,,,,,,,,,,,,,
event_secretgarden_06_e_17,40063,event_secretgarden_06_e,Speech,Locale_SubScenario:event_secretgarden_06_e_17,True,,,,,XS_10,XS_10,1.0,,,biscuit,biscuit,,,1,delight,,13,sad,,,,,,,,,,,,,,,,,,,,,,,
event_secretgarden_06_e_18,40063,event_secretgarden_06_e,Speech,Locale_SubScenario:event_secretgarden_06_e_18,True,,,,,XS_10,XS_10,1.0,,,biscuit,biscuit,,,1,delight,,13,sad,,,,,,,,,,,,,,,,,,,,,,,
event_secretgarden_06_e_19,40063,event_secretgarden_06_e,Speech,Locale_SubScenario:event_secretgarden_06_e_19,True,,,,,XS_10,XS_10,1.0,,,biscuit,biscuit,,,1,delight,,13,sad,,,,,,,,,,,,,,,,,,,,,,,
event_secretgarden_06_e_20,40063,event_secretgarden_06_e,Speech,Locale_SubScenario:event_secretgarden_06_e_20,True,,,,,XS_10,L_130,1.0,,,nero,nero,,,1,delight,,13,sad,,,,,,,,,,,,,,,,,,,,,,,
event_secretgarden_06_e_21,40063,event_secretgarden_06_e,Speech,Locale_SubScenario:event_secretgarden_06_e_21,True,,,,,L_130,L_130,1.0,,,nero,nero,,,1,delight,,13,sad,,,,,,,,,,,,,,,,,,,,,,,
event_secretgarden_06_e_22,40063,event_secretgarden_06_e,Speech,Locale_SubScenario:event_secretgarden_06_e_22,True,,,,,L_130,L_1300,1.0,,,nero,nero,,,1,delight,,13,sad,,,,,,,,,,,,,,,,,,,,,,,
event_secretgarden_06_e_23,40063,event_secretgarden_06_e,Self,Locale_SubScenario:event_secretgarden_06_e_23,False,,,,,L_1300,L_1300,1.0,,,nero,,,,1,delight,,13,sad,,,,,,,,,,,,,,,,,,,,,,,
event_secretgarden_06_e_24,40063,event_secretgarden_06_e,Speech,Locale_SubScenario:event_secretgarden_06_e_24,True,,,,,L_500,L_500,1.0,,,rupee,rupee,,,1,delight,,13,sad,biscuit,nero,rupee,5,idle,leona_no,3,idle,timi,1,sad,fx_Eventscene_camera_recording,rec,True,black,,,,,,,,
event_secretgarden_06_e_25,40063,event_secretgarden_06_e,Speech,Locale_SubScenario:event_secretgarden_06_e_25,True,,,,,L_500,L_50,1.0,,,rupee,rupee,,,,,,,,,,,5,idle,,3,idle,,1,sad,,,,,,,,,,,,
event_secretgarden_06_e_26,40063,event_secretgarden_06_e,Speech,Locale_SubScenario:event_secretgarden_06_e_26,True,,,,,L_50,53,1.0,,,rupee,rupee,,,,,,,,,,,5,idle,,3,idle,,1,sad,,,,,,,,,,,,
event_secretgarden_06_e_27,40063,event_secretgarden_06_e,Speech,Locale_SubScenario:event_secretgarden_06_e_27,True,,,,,XS_10,XS_100,1.0,,sfx_scn_lionroar,timi,timi,,,,,,,,,,,5,idle,,3,idle,,1,sad,,,,,,,,,,,,
event_secretgarden_06_e_28,40063,event_secretgarden_06_e,Speech,Locale_SubScenario:event_secretgarden_06_e_28,True,,,,,XS_100,XS_100,1.0,,,leona_no,leona_no,,,,,,,,,,,5,idle,,3,idle,,1,sad,,,,,,,,,,,,
event_secretgarden_06_e_29,40063,event_secretgarden_06_e,Speech,Locale_SubScenario:event_secretgarden_06_e_29,True,,,,,XS_100,XS_100,1.0,,,rupee,rupee,,,,,,,,,,,5,idle,,3,idle,,1,shy,,,,,,,,,,,,
event_secretgarden_06_e_30,40063,event_secretgarden_06_e,Speech,Locale_SubScenario:event_secretgarden_06_e_30,True,,,,,L_500,L_500,1.0,,,rupee,rupee,,,,,,,,,,,5,idle,,3,idle,,1,shy,,,,,,,,,,,,
event_secretgarden_06_e_31,40063,event_secretgarden_06_e,Speech,Locale_SubScenario:event_secretgarden_06_e_31,True,,,,,L_500,L_500,1.0,,,rupee,rupee,,,,,,,,,,,5,idle,,3,idle,,1,shy,,,,,,,,,,,,
event_secretgarden_06_e_32,40063,event_secretgarden_06_e,Speech,Locale_SubScenario:event_secretgarden_06_e_32,True,,,,,L_500,L_500,1.0,,,rupee,rupee,,,,,,,,,,,5,idle,,3,idle,,1,shy,,,,,,,,,,,,
event_secretgarden_06_e_33,40063,event_secretgarden_06_e,Speech,Locale_SubScenario:event_secretgarden_06_e_33,True,,,,,L_500,L_500,1.0,,,rupee,rupee,,,,,,,,,,,5,idle,,3,idle,,1,shy,,,,,,,,,,,,
event_secretgarden_06_e_34,40063,event_secretgarden_06_e,Speech,Locale_SubScenario:event_secretgarden_06_e_34,True,,,,,L_500,L_50,1.0,,,rupee,rupee,,,,,,,,,,,5,idle,,3,idle,,1,shy,,,,,,,,,,,,
event_secretgarden_06_e_35,40063,event_secretgarden_06_e,Speech,Locale_SubScenario:event_secretgarden_06_e_35,True,,,,,L_50,L_50,1.0,,,rupee,rupee,,,,,,,,,,,5,idle,,3,idle,,1,shy,,,,,,,,,,,,
event_secretgarden_06_e_36,40063,event_secretgarden_06_e,Speech,Locale_SubScenario:event_secretgarden_06_e_36,True,,,,,L_50,L_50,1.0,,,rupee,rupee,,,,,,,,,,,5,idle,,3,idle,,1,shy,,,,,,,,,,,,
event_secretgarden_06_e_37,40063,event_secretgarden_06_e,Speech,Locale_SubScenario:event_secretgarden_06_e_37,True,,,,,L_50,L_50,1.0,,,rupee,rupee,,,,,,,,,,,5,surprise,,3,idle,,1,shy,,,,,,,,,,,,
event_secretgarden_06_e_38,40063,event_secretgarden_06_e,Speech,Locale_SubScenario:event_secretgarden_06_e_38,True,,,,,XS_10,XS_10,1.0,,sfx_scn_lionroar,timi,timi,,,,,,,,,,,5,surprise,,3,idle,,1,sad,,,,,fx_Eventscene_camera_recording,,,,,,,
event_secretgarden_06_e_39,40063,event_secretgarden_06_e,Speech,Locale_SubScenario:event_secretgarden_06_e_39,True,,,,,XS_10,31,1.0,,,leona_no,leona_no,,,,,,,,,,,5,surprise,,3,delight,,1,sad,,,,,,,,,,,,
event_secretgarden_06_e_40,40063,event_secretgarden_06_e,Monologue,Locale_SubScenario:event_secretgarden_06_e_40,False,,,,,black,black,1.0,,,leona_no,,,,,,,,,,,,5,surprise,,3,delight,,1,sad,,,,,,,,,,,,
event_secretgarden_06_e_41,40063,event_secretgarden_06_e,Narration,Locale_SubScenario:event_secretgarden_06_e_41,False,,,,,black,black,1.0,none,,,,,,,,,,,,,,5,surprise,,15,delight,,17,sad,,,,black,,rupee,leona_no,timi,activemalereporter,5,idle,
event_secretgarden_06_e_42,40063,event_secretgarden_06_e,Speech,Locale_SubScenario:event_secretgarden_06_e_42,True,,,,,50,50,1.0,bgm_story_flipflop,,activemalereporter,activemalereporter,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,idle,
event_secretgarden_06_e_43,40063,event_secretgarden_06_e,Speech,Locale_SubScenario:event_secretgarden_06_e_43,True,,,,,50,50,1.0,,,activemalereporter,activemalereporter,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,idle,
event_secretgarden_06_e_44,40063,event_secretgarden_06_e,Speech,Locale_SubScenario:event_secretgarden_06_e_44,True,,,,,50,50,1.0,,,activemalereporter,activemalereporter,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,idle,
event_secretgarden_06_e_45,40063,event_secretgarden_06_e,Monologue,Locale_SubScenario:event_secretgarden_06_e_45,False,,,,,black,black,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,idle,activemalereporter
event_secretgarden_06_e_46,40063,event_secretgarden_06_e,Monologue,Locale_SubScenario:event_secretgarden_06_e_46,False,,,,,black,black,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
event_secretgarden_06_e_47,40063,event_secretgarden_06_e,Speech,Locale_SubScenario:event_secretgarden_06_e_47,True,flora,5,idle,,50,50,1.0,,,flora,flora,,biscuit,1,sad,nero,13,idle,,,,,,leona_no,15,sad,timi,17,sad,,,,,,,,,,,,
event_secretgarden_06_e_48,40063,event_secretgarden_06_e,Self,Locale_SubScenario:event_secretgarden_06_e_48,False,,5,idle,,50,50,1.0,,,flora,,,,1,sad,,13,idle,,,,,,,15,sad,,17,sad,,,,,,,,,,,,
event_secretgarden_06_e_49,40063,event_secretgarden_06_e,Speech,Locale_SubScenario:event_secretgarden_06_e_49,False,,5,idle,,50,50,1.0,none,,flora,flora,,,1,sad,,13,idle,,,,,,,15,sad,,17,sad,,,,,,,,,,,,
event_secretgarden_06_e_50,40063,event_secretgarden_06_e,Self,Locale_SubScenario:event_secretgarden_06_e_50,False,,5,idle,,50,50,1.0,,,flora,,,,1,sad,,13,idle,,,,,,,15,sad,,17,sad,,,,,,,,,,,,
event_secretgarden_06_e_51,40063,event_secretgarden_06_e,Speech,Locale_SubScenario:event_secretgarden_06_e_51,True,,5,idle,,XS_10,XS_10,1.0,,,biscuit,biscuit,,,1,sad,,13,idle,,,,,,,15,sad,,17,sad,,,,,,,,,,,,
event_secretgarden_06_e_52,40063,event_secretgarden_06_e,Speech,Locale_SubScenario:event_secretgarden_06_e_52,True,,5,idle,,XS_10,XS_10,1.0,,,biscuit,biscuit,,,1,sad,,13,idle,,,,,,,15,sad,,17,sad,,,,,,,,,,,,
event_secretgarden_06_e_53,40063,event_secretgarden_06_e,Speech,Locale_SubScenario:event_secretgarden_06_e_53,True,,5,idle,,XS_10,L_130,1.0,,,nero,nero,,,1,sad,,13,idle,,,,,,,15,sad,,17,sad,,,,,,,,,,,,
event_secretgarden_06_e_54,40063,event_secretgarden_06_e,Speech,Locale_SubScenario:event_secretgarden_06_e_54,True,,5,idle,,L_130,1517,1.0,,,leona_no,leona_no,,,1,sad,,13,idle,,,,,,,15,sad,,17,sad,,,,,,,,,,,,
event_secretgarden_06_e_55,40063,event_secretgarden_06_e,Speech,Locale_SubScenario:event_secretgarden_06_e_55,False,,5,idle,,50,50,1.0,,,flora,flora,,,1,sad,,13,idle,,,,,,,15,sad,,17,sad,,,,,,,,,,,,
event_secretgarden_06_e_56,40063,event_secretgarden_06_e,Self,Locale_SubScenario:event_secretgarden_06_e_56,False,,5,idle,,50,50,1.0,,,flora,,,,1,sad,,13,idle,,,,,,,15,sad,,17,sad,,,,,,,,,,,,
event_secretgarden_06_e_57,40063,event_secretgarden_06_e,Narration,Locale_SubScenario:event_secretgarden_06_e_57,False,,5,idle,,black,black,1.0,,sfx_scn_autodooropen,flora,,,,1,sad,,13,idle,,,,,,,15,sad,,17,sad,,,,,,,,,,,,
event_secretgarden_06_e_58,40063,event_secretgarden_06_e,Monologue,Locale_SubScenario:event_secretgarden_06_e_58,False,,5,idle,,black,black,1.0,,,flora,,,,1,sad,,13,idle,,,,,,,15,sad,,17,sad,,,,,,,,,,,,
event_secretgarden_06_e_59,40063,event_secretgarden_06_e,Self,Locale_SubScenario:event_secretgarden_06_e_59,False,,5,idle,,3,3,1.0,,,flora,,,,1,sad,,13,idle,,,,,,,15,sad,,17,sad,,,,,,,,,,,,
event_secretgarden_06_e_60,40063,event_secretgarden_06_e,Monologue,Locale_SubScenario:event_secretgarden_06_e_60,False,,5,shy,,3,300,1.0,bgm_story_flipflop,,flora,,,,1,sad,,13,idle,,,,,,,15,sad,,17,sad,,,,,,,,,,,,
event_secretgarden_06_e_61,40063,event_secretgarden_06_e,Speech,Locale_SubScenario:event_secretgarden_06_e_61,True,,5,shy,,XS_10,XS_10,1.0,,,biscuit,biscuit,,,1,angry,,13,idle,,,,,,,15,idle,,17,shy,,,,,,,,,,,,
event_secretgarden_06_e_62,40063,event_secretgarden_06_e,Speech,Locale_SubScenario:event_secretgarden_06_e_62,True,,5,shy,,50,50,1.0,,,flora,flora,,,1,angry,,13,idle,,,,,,,15,idle,,17,shy,,,,,,,,,,,,
event_secretgarden_06_e_63,40063,event_secretgarden_06_e,Speech,Locale_SubScenario:event_secretgarden_06_e_63,True,,5,shy,,50,50,1.0,,,flora,flora,,,1,angry,,13,idle,,,,,,,15,idle,,17,shy,,,,,,,,,,,,
event_secretgarden_06_e_64,40063,event_secretgarden_06_e,Speech,Locale_SubScenario:event_secretgarden_06_e_64,True,,5,shy,,50,500,1.0,,,flora,flora,,,1,angry,,13,idle,,,,,,,15,idle,,17,shy,,,,,,,,,,,,
event_secretgarden_06_e_65,40063,event_secretgarden_06_e,Speech,Locale_SubScenario:event_secretgarden_06_e_65,True,,5,shy,,Leo_1500,Leo_1500,1.0,,,leona_no,leona_no,,,1,angry,,13,idle,,,,,,,15,idle,,17,shy,,,,,,,,,,,,
event_secretgarden_06_e_66,40063,event_secretgarden_06_e,Speech,Locale_SubScenario:event_secretgarden_06_e_66,True,,5,shy,,L_1300,L_1300,1.0,,,nero,nero,,,1,angry,,13,idle,,,,,,,15,idle,,17,shy,,,,,,,,,,,,
event_secretgarden_06_e_67,40063,event_secretgarden_06_e,Speech,Locale_SubScenario:event_secretgarden_06_e_67,True,,5,shy,,500,500,1.0,,,flora,flora,,,1,angry,,13,idle,,,,,,,15,idle,,17,shy,,,,,,,,,,,,
event_secretgarden_06_e_68,40063,event_secretgarden_06_e,Speech,Locale_SubScenario:event_secretgarden_06_e_68,True,,5,shy,,500,500,1.0,,,flora,flora,,,1,angry,,13,idle,,,,,,,15,idle,,17,shy,,,,,,,,,,,,
event_secretgarden_06_e_69,40063,event_secretgarden_06_e,Speech,Locale_SubScenario:event_secretgarden_06_e_69,True,,5,shy,,500,500,1.0,,,flora,flora,,,1,angry,,13,idle,,,,,,,15,idle,,17,shy,,,,,,,,,,,,
event_secretgarden_06_e_70,40063,event_secretgarden_06_e,Speech,Locale_SubScenario:event_secretgarden_06_e_70,True,,5,shy,,500,50,1.0,,,flora,flora,,,1,angry,,13,idle,,,,,,,15,idle,,17,shy,,,,,,,,,,,,
event_secretgarden_06_e_71,40063,event_secretgarden_06_e,Speech,Locale_SubScenario:event_secretgarden_06_e_71,True,,5,shy,,XS_10,XS_10,1.0,,,biscuit,biscuit,,,1,idle,,13,idle,,,,,,,15,idle,,17,shy,,,,,,,,,,,,
event_secretgarden_06_e_72,40063,event_secretgarden_06_e,Speech,Locale_SubScenario:event_secretgarden_06_e_72,True,,5,shy,,50,50,1.0,,,flora,flora,,,1,idle,,13,idle,,,,,,,15,idle,,17,shy,,,,,,,,,,,,
event_secretgarden_06_e_73,40063,event_secretgarden_06_e,Speech,Locale_SubScenario:event_secretgarden_06_e_73,True,,5,shy,,50,50,1.0,,,flora,flora,,,1,idle,,13,idle,,,,,,,15,idle,,17,shy,,,,,,,,,,,,
event_secretgarden_06_e_74,40063,event_secretgarden_06_e,Speech,Locale_SubScenario:event_secretgarden_06_e_74,True,,5,shy,,Leo_1500,Leo_1500,1.0,,,leona_no,leona_no,,,1,idle,,13,idle,,,,,,,15,idle,,17,shy,,,,,,,,,,,,
event_secretgarden_06_e_75,40063,event_secretgarden_06_e,Speech,Locale_SubScenario:event_secretgarden_06_e_75,True,,5,shy,,XS_10,XS_10,1.0,,,biscuit,biscuit,,,1,delight,,13,idle,,,,,,,15,idle,,17,shy,,,,,,,,,,,,
event_secretgarden_06_e_76,40063,event_secretgarden_06_e,Speech,Locale_SubScenario:event_secretgarden_06_e_76,True,,5,shy,,50,50,1.0,,,flora,flora,,,1,delight,,13,idle,,,,,,,15,idle,,17,shy,,,,,,,,,,,,
event_secretgarden_06_e_77,40063,event_secretgarden_06_e,Speech,Locale_SubScenario:event_secretgarden_06_e_77,True,,5,shy,,50,53,1.0,,,rian,rian,,,1,delight,,13,idle,,,rian,3,idle,,15,idle,,17,shy,,,,,,,,,,,,
event_secretgarden_06_e_78,40063,event_secretgarden_06_e,Speech,Locale_SubScenario:event_secretgarden_06_e_78,False,,5,surprise,,53,53,1.0,,,flora,flora,,,1,idle,,13,idle,,,,3,idle,,15,idle,,17,special,,,,,,,,,max,19,idle,
event_secretgarden_06_e_79,40063,event_secretgarden_06_e,Speech,Locale_SubScenario:event_secretgarden_06_e_79,True,,5,surprise,,L_130,L_1300,0.7,,,nero,nero,,,1,idle,,13,sad,,,,3,idle,,15,idle,,17,special,,,,,,,,,,19,idle,
event_secretgarden_06_e_80,40063,event_secretgarden_06_e,Speech,Locale_SubScenario:event_secretgarden_06_e_80,True,,5,surprise,,XXS_190,XXS_1900,0.7,,sfx_scn_bowwow,max,max,,,1,idle,,13,sad,,,,3,idle,,15,idle,,17,special,,,,,,,,,,19,idle,
event_secretgarden_06_e_81,40063,event_secretgarden_06_e,Speech,Locale_SubScenario:event_secretgarden_06_e_81,True,,5,surprise,,XS_170,XS_1700,0.7,,sfx_scn_lionroar,timi,timi,,,1,idle,,13,sad,,,,3,idle,,15,idle,,17,special,,,,,,,,,,19,idle,
event_secretgarden_06_e_82,40063,event_secretgarden_06_e,Self,Locale_SubScenario:event_secretgarden_06_e_82,False,,5,surprise,,30,30,1.0,,,rian,,,,1,idle,,13,sad,,,,3,idle,,15,idle,,17,special,,,,,,,,,,19,idle,
event_secretgarden_06_e_83,40063,event_secretgarden_06_e,Speech,Locale_SubScenario:event_secretgarden_06_e_83,True,,5,surprise,,30,30,1.0,,,rian,rian,,,1,idle,,13,idle,,,,3,idle,,15,idle,,17,angry,,,,,,,,,,19,idle,max
event_secretgarden_06_e_84,40063,event_secretgarden_06_e,Speech,Locale_SubScenario:event_secretgarden_06_e_84,True,,5,surprise,,30,30,1.0,,,rian,rian,,,1,idle,,13,idle,,,,3,idle,,15,idle,,17,angry,,,,,,,,,,,,
event_secretgarden_06_e_85,40063,event_secretgarden_06_e,Speech,Locale_SubScenario:event_secretgarden_06_e_85,True,,5,surprise,,30,30,1.0,,,rian,rian,,,1,idle,,13,idle,,,,3,idle,,15,idle,,17,angry,,,,,,,,,,,,
event_secretgarden_06_e_86,40063,event_secretgarden_06_e,Speech,Locale_SubScenario:event_secretgarden_06_e_86,True,,5,surprise,,30,30,1.0,,,rian,rian,,,1,idle,,13,idle,,,,3,idle,,15,idle,,17,angry,,,,,,,,,,,,
event_secretgarden_06_e_87,40063,event_secretgarden_06_e,Speech,Locale_SubScenario:event_secretgarden_06_e_87,True,,5,angry,,30,53,1.0,,,flora,flora,,,1,idle,,13,idle,,,,3,idle,,15,idle,,17,angry,,,,,,,,,,,,
event_secretgarden_06_e_88,40063,event_secretgarden_06_e,Speech,Locale_SubScenario:event_secretgarden_06_e_88,True,,5,angry,,53,53,1.0,,,rian,rian,,,1,idle,,13,idle,,,,3,idle,,15,idle,,17,angry,,,,,,,,,,,,
event_secretgarden_06_e_89,40063,event_secretgarden_06_e,Speech,Locale_SubScenario:event_secretgarden_06_e_89,True,,5,angry,,53,53,1.0,,,flora,flora,,,1,idle,,13,idle,,,,3,idle,,15,idle,,17,angry,,,,,,,,,,,,
event_secretgarden_06_e_90,40063,event_secretgarden_06_e,Speech,Locale_SubScenario:event_secretgarden_06_e_90,True,,5,angry,,53,53,1.0,,,rian,rian,,,1,idle,,13,idle,,,,3,idle,,15,idle,,17,angry,,,,,,,,,,,,
event_secretgarden_06_e_91,40063,event_secretgarden_06_e,Speech,Locale_SubScenario:event_secretgarden_06_e_91,True,,5,angry,,53,53,1.0,,,flora,flora,,,1,idle,,13,idle,,,,3,idle,,15,idle,,17,angry,,,,,,,,,,,,
event_secretgarden_06_e_92,40063,event_secretgarden_06_e,Speech,Locale_SubScenario:event_secretgarden_06_e_92,True,,5,angry,,53,53,1.0,,,flora,flora,,,1,idle,,13,idle,,,,3,idle,,15,idle,,17,angry,,,,,,,,,,,,
event_secretgarden_06_e_93,40063,event_secretgarden_06_e,Speech,Locale_SubScenario:event_secretgarden_06_e_93,True,,5,angry,,53,53,1.0,,,rian,rian,,,1,idle,,13,idle,,,,3,idle,,15,idle,,17,angry,,,,,,,,,,,,
event_secretgarden_06_e_94,40063,event_secretgarden_06_e,Speech,Locale_SubScenario:event_secretgarden_06_e_94,True,,5,angry,,53,30,1.0,,,rian,rian,,,1,idle,,13,idle,,,,3,idle,,15,idle,,17,angry,,,,,,,,,,,,
event_secretgarden_06_e_95,40063,event_secretgarden_06_e,Speech,Locale_SubScenario:event_secretgarden_06_e_95,True,,5,angry,,30,300,1.0,,,rian,rian,,,1,idle,,13,idle,,,,3,idle,,15,idle,,17,angry,,,,,,,,,,,,
event_secretgarden_06_e_96,40063,event_secretgarden_06_e,Speech,Locale_SubScenario:event_secretgarden_06_e_96,False,,5,surprise,,300,300,1.0,,,flora,flora,,,1,idle,,13,idle,,,,3,idle,,15,idle,,17,angry,,,,,,,,,,,,
event_secretgarden_06_e_97,40063,event_secretgarden_06_e,Speech,Locale_SubScenario:event_secretgarden_06_e_97,True,,5,surprise,,300,300,1.0,,,rian,rian,,,1,idle,,13,idle,,,,3,idle,,15,idle,,17,angry,,,,,,,,,,,,
event_secretgarden_06_e_98,40063,event_secretgarden_06_e,Speech,Locale_SubScenario:event_secretgarden_06_e_98,True,,5,surprise,,300,300,1.0,,,rian,rian,,,1,idle,,13,idle,,,,3,idle,,15,idle,,17,angry,,,,,,,,,,,,
event_secretgarden_06_e_99,40063,event_secretgarden_06_e,Speech,Locale_SubScenario:event_secretgarden_06_e_99,True,,5,surprise,,300,300,1.0,,,rian,rian,,,1,idle,,13,idle,,,,3,idle,,15,idle,,17,angry,,,,,,,,,,,,
event_secretgarden_06_e_100,40063,event_secretgarden_06_e,Speech,Locale_SubScenario:event_secretgarden_06_e_100,True,,5,surprise,,300,300,1.0,,,rian,rian,,,1,idle,,13,idle,,,,3,idle,,15,idle,,17,angry,,,,,,,,,,,,
event_secretgarden_06_e_101,40063,event_secretgarden_06_e,Speech,Locale_SubScenario:event_secretgarden_06_e_101,True,,5,surprise,,300,300,1.0,,,rian,rian,,,1,idle,,13,idle,,,,3,idle,,15,idle,,17,angry,,,,,,,,,,,,
event_secretgarden_06_e_102,40063,event_secretgarden_06_e,Speech,Locale_SubScenario:event_secretgarden_06_e_102,False,,5,surprise,,300,300,1.0,,,flora,flora,,,1,idle,,13,idle,,,,3,idle,,15,idle,,17,angry,,,,,,,,,,,,
event_secretgarden_06_e_103,40063,event_secretgarden_06_e,Speech,Locale_SubScenario:event_secretgarden_06_e_103,True,,5,surprise,,300,300,1.0,,,rian,rian,,,1,idle,,13,idle,,,,3,idle,,15,idle,,17,angry,,,,,,,,,,,,
