id,event_id,group_id,speech_window,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,highlight,speaker,play_sound,fade,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,characters/3/show_char_id,characters/3/set_char_position,characters/3/set_char_anim,characters/4/show_char_id,characters/4/set_char_position,characters/4/set_char_anim,characters/4/hide_char_id
event_unbreakablesphere2_02_s_34,40076,event_unbreakablesphere2_02_s,Speech,Locale_MainScenario:event_unbreakablesphere2_02_s_34,True,,113,113,1.0,,mana,mana,,,,1,think,,13,idle,,3,idle,,5,idle,,,,
event_unbreakablesphere2_02_s_35,40076,event_unbreakablesphere2_02_s,Speech,Locale_MainScenario:event_unbreakablesphere2_02_s_35,True,,113,113,1.0,,mana,mana,,,,1,think,,13,idle,,3,idle,,5,idle,,,,
event_unbreakablesphere2_02_s_36,40076,event_unbreakablesphere2_02_s,Speech,Locale_MainScenario:event_unbreakablesphere2_02_s_36,True,,113,113,1.0,,mihara_b,mihara_b,,,,1,sad_01,,13,idle,,3,idle,,5,idle,,,,
event_unbreakablesphere2_02_s_37,40076,event_unbreakablesphere2_02_s,Speech,Locale_MainScenario:event_unbreakablesphere2_02_s_37,True,,113,113,1.0,,mana,mana,,,,1,sad_01,,13,idle,,3,idle,,5,idle,,,,
event_unbreakablesphere2_02_s_38,40076,event_unbreakablesphere2_02_s,Speech,Locale_MainScenario:event_unbreakablesphere2_02_s_38,True,,113,113,1.0,,mana,mana,,,,1,sad_01,,13,idle,,3,idle,,5,idle,,,,
event_unbreakablesphere2_02_s_39,40076,event_unbreakablesphere2_02_s,Speech,Locale_MainScenario:event_unbreakablesphere2_02_s_39,True,,113,113,1.0,,mihara_b,mihara_b,,,,1,surprise,,13,idle,,3,idle,,5,idle,,,,
event_unbreakablesphere2_02_s_40,40076,event_unbreakablesphere2_02_s,Speech,Locale_MainScenario:event_unbreakablesphere2_02_s_40,True,,10,100,1.0,,shifty_r,shifty_r,sfx_scn_connectsuccess,black,,1,idle,,13,idle,,3,idle,,5,idle,shifty_r,OP_rightup,idle,
event_unbreakablesphere2_02_s_41,40076,event_unbreakablesphere2_02_s,Speech,Locale_MainScenario:event_unbreakablesphere2_02_s_41,True,,100,100,1.0,,shifty_r,shifty_r,,,,1,idle,,13,idle,,3,idle,,5,idle,,OP_rightup,idle,
event_unbreakablesphere2_02_s_42,40076,event_unbreakablesphere2_02_s,Speech,Locale_MainScenario:event_unbreakablesphere2_02_s_42,True,,100,100,1.0,,shifty_r,shifty_r,,,,1,idle,,13,idle,,3,idle,,5,idle,,OP_rightup,idle,
event_unbreakablesphere2_02_s_43,40076,event_unbreakablesphere2_02_s,Speech,Locale_MainScenario:event_unbreakablesphere2_02_s_43,True,,100,100,1.0,,mihara_b,mihara_b,,,,1,idle,,13,idle,,3,idle,,5,idle,,OP_rightup,idle,
event_unbreakablesphere2_02_s_44,40076,event_unbreakablesphere2_02_s,Speech,Locale_MainScenario:event_unbreakablesphere2_02_s_44,True,,100,100,1.0,,shifty_r,shifty_r,,,,1,idle,,13,idle,,3,idle,,5,idle,,OP_rightup,idle,
event_unbreakablesphere2_02_s_45,40076,event_unbreakablesphere2_02_s,Speech,Locale_MainScenario:event_unbreakablesphere2_02_s_45,False,,100,L_300,1.0,,yuni_n,yuni_n,,,,1,idle,,13,idle,,3,idle,,5,idle,,OP_rightup,idle,
event_unbreakablesphere2_02_s_46,40076,event_unbreakablesphere2_02_s,Speech,Locale_MainScenario:event_unbreakablesphere2_02_s_46,False,,L_300,S_500,1.0,,mori,mori,,,,1,idle,,13,idle,,3,idle,,5,idle,,OP_rightup,idle,
event_unbreakablesphere2_02_s_47,40076,event_unbreakablesphere2_02_s,Speech,Locale_MainScenario:event_unbreakablesphere2_02_s_47,True,,S_500,100,2.0,,shifty_r,shifty_r,,,,1,idle,,13,idle,,3,idle,,5,idle,,OP_rightup,idle,
event_unbreakablesphere2_02_s_48,40076,event_unbreakablesphere2_02_s,Speech,Locale_MainScenario:event_unbreakablesphere2_02_s_48,True,,100,100,1.0,,mihara_b,mihara_b,,,,1,idle,,13,idle,,3,idle,,5,idle,,OP_rightup,idle,
event_unbreakablesphere2_02_s_49,40076,event_unbreakablesphere2_02_s,Speech,Locale_MainScenario:event_unbreakablesphere2_02_s_49,True,,100,100,1.0,,shifty_r,shifty_r,,,,1,idle,,13,idle,,3,idle,,5,idle,,OP_rightup,worry,
event_unbreakablesphere2_02_s_50,40076,event_unbreakablesphere2_02_s,Speech,Locale_MainScenario:event_unbreakablesphere2_02_s_50,True,,100,100,1.0,,shifty_r,shifty_r,,,,1,idle,,13,idle,,3,idle,,5,idle,,OP_rightup,worry,
event_unbreakablesphere2_02_s_51,40076,event_unbreakablesphere2_02_s,Speech,Locale_MainScenario:event_unbreakablesphere2_02_s_51,True,,100,100,1.0,,shifty_r,shifty_r,,,,1,idle,,13,idle,,3,idle,,5,idle,,OP_rightup,worry,
event_unbreakablesphere2_02_s_52,40076,event_unbreakablesphere2_02_s,Speech,Locale_MainScenario:event_unbreakablesphere2_02_s_52,True,,100,100,1.0,,mihara_b,mihara_b,,,,1,idle,,13,idle,,3,idle,,5,idle,,OP_rightup,worry,
event_unbreakablesphere2_02_s_53,40076,event_unbreakablesphere2_02_s,Speech,Locale_MainScenario:event_unbreakablesphere2_02_s_53,True,,100,100,1.0,,mihara_b,mihara_b,,,,1,idle,,13,idle,,3,idle,,5,idle,,OP_rightup,worry,
event_unbreakablesphere2_02_s_54,40076,event_unbreakablesphere2_02_s,Speech,Locale_MainScenario:event_unbreakablesphere2_02_s_54,True,,100,100,1.0,,shifty_r,shifty_r,,,,1,idle,,13,idle,,3,idle,,5,idle,,OP_rightup,think,
event_unbreakablesphere2_02_s_55,40076,event_unbreakablesphere2_02_s,Speech,Locale_MainScenario:event_unbreakablesphere2_02_s_55,True,,100,100,1.0,,shifty_r,shifty_r,,,,1,idle,,13,idle,,3,idle,,5,idle,,OP_rightup,think,
event_unbreakablesphere2_02_s_56,40076,event_unbreakablesphere2_02_s,Speech,Locale_MainScenario:event_unbreakablesphere2_02_s_56,True,,100,100,1.0,,shifty_r,shifty_r,,,,1,idle,,13,idle,,3,idle,,5,idle,,OP_rightup,think,
event_unbreakablesphere2_02_s_57,40076,event_unbreakablesphere2_02_s,Speech,Locale_MainScenario:event_unbreakablesphere2_02_s_57,True,,100,100,1.0,,shifty_r,shifty_r,,,,1,idle,,13,idle,,3,idle,,5,idle,,OP_rightup,think,
event_unbreakablesphere2_02_s_58,40076,event_unbreakablesphere2_02_s,Speech,Locale_MainScenario:event_unbreakablesphere2_02_s_58,False,,100,10,0.5,,mihara_b,mihara_b,,,,1,pain,,13,idle,,3,idle,,5,idle,,OP_rightup,think,
event_unbreakablesphere2_02_s_59,40076,event_unbreakablesphere2_02_s,Speech,Locale_MainScenario:event_unbreakablesphere2_02_s_59,True,,10,10,1.0,,mihara_b,mihara_b,,,,1,pain,,13,idle,,3,idle,,5,idle,,OP_rightup,think,
event_unbreakablesphere2_02_s_60,40076,event_unbreakablesphere2_02_s,Speech,Locale_MainScenario:event_unbreakablesphere2_02_s_60,True,,10,113,1.0,,mana,mana,,,,1,pain,,13,idle,,3,idle,,5,idle,,OP_rightup,think,
event_unbreakablesphere2_02_s_61,40076,event_unbreakablesphere2_02_s,Speech,Locale_MainScenario:event_unbreakablesphere2_02_s_61,True,,113,113,1.0,,shifty_r,shifty_r,,,,1,pain,,13,idle,,3,idle,,5,idle,,OP_rightup,think,
event_unbreakablesphere2_02_s_62,40076,event_unbreakablesphere2_02_s,Speech,Locale_MainScenario:event_unbreakablesphere2_02_s_62,True,,113,113,1.0,,mihara_b,mihara_b,,,,1,pain,,13,idle,,3,idle,,5,idle,,OP_rightup,think,
event_unbreakablesphere2_02_s_63,40076,event_unbreakablesphere2_02_s,Speech,Locale_MainScenario:event_unbreakablesphere2_02_s_63,True,,113,113,1.0,,mana,mana,,,,1,pain,,13,idle,,3,idle,,5,idle,,OP_rightup,think,
event_unbreakablesphere2_02_s_64,40076,event_unbreakablesphere2_02_s,Speech,Locale_MainScenario:event_unbreakablesphere2_02_s_64,True,,113,113,1.0,,mihara_b,mihara_b,,,,1,pain,,13,idle,,3,idle,,5,idle,,OP_rightup,think,
event_unbreakablesphere2_02_s_65,40076,event_unbreakablesphere2_02_s,Speech,Locale_MainScenario:event_unbreakablesphere2_02_s_65,True,,113,113,1.0,,mana,mana,,,,1,pain,,13,idle,,3,idle,,5,idle,,OP_rightup,think,
event_unbreakablesphere2_02_s_66,40076,event_unbreakablesphere2_02_s,Speech,Locale_MainScenario:event_unbreakablesphere2_02_s_66,True,,113,113,1.0,,mana,mana,,,,1,pain,,13,idle,,3,idle,,5,idle,,OP_rightup,think,
event_unbreakablesphere2_02_s_67,40076,event_unbreakablesphere2_02_s,Speech,Locale_MainScenario:event_unbreakablesphere2_02_s_67,True,,113,113,1.0,,mana,mana,,,,1,pain,,13,idle,,3,idle,,5,idle,,OP_rightup,think,
event_unbreakablesphere2_02_s_68,40076,event_unbreakablesphere2_02_s,Speech,Locale_MainScenario:event_unbreakablesphere2_02_s_68,True,,113,113,1.0,,mana,mana,,,,1,pain,,13,idle,,3,idle,,5,idle,,OP_rightup,think,
event_unbreakablesphere2_02_s_69,40076,event_unbreakablesphere2_02_s,Speech,Locale_MainScenario:event_unbreakablesphere2_02_s_69,True,,113,113,1.0,,mana,mana,,,,1,pain,,13,idle,,3,idle,,5,idle,,OP_rightup,think,
event_unbreakablesphere2_02_s_70,40076,event_unbreakablesphere2_02_s,Speech,Locale_MainScenario:event_unbreakablesphere2_02_s_70,True,,113,113,1.0,,shifty_r,shifty_r,,,,1,pain,,13,idle,,3,idle,,5,idle,,OP_rightup,sad,
event_unbreakablesphere2_02_s_71,40076,event_unbreakablesphere2_02_s,Speech,Locale_MainScenario:event_unbreakablesphere2_02_s_71,True,,113,113,1.0,,shifty_r,shifty_r,,,,1,pain,,13,idle,,3,idle,,5,idle,,OP_rightup,sad,
event_unbreakablesphere2_02_s_72,40076,event_unbreakablesphere2_02_s,Speech,Locale_MainScenario:event_unbreakablesphere2_02_s_72,True,,113,113,1.0,,shifty_r,shifty_r,,,,1,pain,,13,idle,,3,idle,,5,idle,,OP_rightup,sad,
event_unbreakablesphere2_02_s_73,40076,event_unbreakablesphere2_02_s,Speech,Locale_MainScenario:event_unbreakablesphere2_02_s_73,True,,113,113,1.0,,shifty_r,shifty_r,,,,1,pain,,13,idle,,3,idle,,5,idle,,OP_rightup,sad,
event_unbreakablesphere2_02_s_74,40076,event_unbreakablesphere2_02_s,Speech,Locale_MainScenario:event_unbreakablesphere2_02_s_74,True,,113,113,1.0,,shifty_r,shifty_r,,,,1,pain,,13,idle,,3,idle,,5,idle,,OP_rightup,sad,
event_unbreakablesphere2_02_s_75,40076,event_unbreakablesphere2_02_s,Speech,Locale_MainScenario:event_unbreakablesphere2_02_s_75,True,,113,1,1.0,,mihara_b,mihara_b,,,,1,pain,,13,idle,,3,idle,,5,idle,,OP_rightup,sad,
event_unbreakablesphere2_02_s_76,40076,event_unbreakablesphere2_02_s,Speech,Locale_MainScenario:event_unbreakablesphere2_02_s_76,True,,1,1,1.0,,mihara_b,mihara_b,,,,1,pain,,13,idle,,3,idle,,5,idle,,OP_rightup,sad,
event_unbreakablesphere2_02_s_77,40076,event_unbreakablesphere2_02_s,Speech,Locale_MainScenario:event_unbreakablesphere2_02_s_77,True,,S_500,S_500,1.0,,mori,mori,,,,1,pain,,13,idle,,3,idle,,5,think,,OP_rightup,sad,
event_unbreakablesphere2_02_s_78,40076,event_unbreakablesphere2_02_s,Speech,Locale_MainScenario:event_unbreakablesphere2_02_s_78,True,,100,100,1.0,,shifty_r,shifty_r,,,,1,pain,,13,idle,,3,idle,,5,think,,OP_rightup,surprise,
event_unbreakablesphere2_02_s_79,40076,event_unbreakablesphere2_02_s,Speech,Locale_MainScenario:event_unbreakablesphere2_02_s_79,True,,100,100,1.0,,shifty_r,shifty_r,,,,1,pain,,13,idle,,3,idle,,5,think,,OP_rightup,think,
event_unbreakablesphere2_02_s_80,40076,event_unbreakablesphere2_02_s,Speech,Locale_MainScenario:event_unbreakablesphere2_02_s_80,True,,100,100,1.0,,mihara_b,mihara_b,,,,1,pain,,13,idle,,3,idle,,5,think,,OP_rightup,think,
event_unbreakablesphere2_02_s_81,40076,event_unbreakablesphere2_02_s,Speech,Locale_MainScenario:event_unbreakablesphere2_02_s_81,True,,100,100,1.0,,shifty_r,shifty_r,,,,1,pain,,13,idle,,3,idle,,5,think,,OP_rightup,sad,
event_unbreakablesphere2_02_s_82,40076,event_unbreakablesphere2_02_s,Speech,Locale_MainScenario:event_unbreakablesphere2_02_s_82,True,,100,1300,1.0,,mana,mana,,,,1,pain,,13,idle,,3,idle,,5,think,,OP_rightup,sad,
event_unbreakablesphere2_02_s_83,40076,event_unbreakablesphere2_02_s,Speech,Locale_MainScenario:event_unbreakablesphere2_02_s_83,True,,1300,1300,1.0,,mana,mana,,,,1,pain,,13,idle,,3,idle,,5,think,,OP_rightup,sad,
event_unbreakablesphere2_02_s_84,40076,event_unbreakablesphere2_02_s,Speech,Locale_MainScenario:event_unbreakablesphere2_02_s_84,True,,1300,130,1.0,,mana,mana,,,,1,pain,,13,idle,,3,idle,,5,think,,OP_rightup,sad,
event_unbreakablesphere2_02_s_85,40076,event_unbreakablesphere2_02_s,Speech,Locale_MainScenario:event_unbreakablesphere2_02_s_85,True,,130,113,1.0,,mihara_b,mihara_b,,,,1,think,,13,idle,,3,idle,,5,think,,OP_rightup,sad,
event_unbreakablesphere2_02_s_86,40076,event_unbreakablesphere2_02_s,Speech,Locale_MainScenario:event_unbreakablesphere2_02_s_86,True,,113,113,1.0,,mori,mori,,,,1,think,,13,idle,,3,idle,,5,idle,,OP_rightup,sad,
event_unbreakablesphere2_02_s_87,40076,event_unbreakablesphere2_02_s,Speech,Locale_MainScenario:event_unbreakablesphere2_02_s_87,True,,113,113,1.0,,mana,mana,,,,1,think,,13,idle,,3,idle,,5,idle,,OP_rightup,sad,
event_unbreakablesphere2_02_s_88,40076,event_unbreakablesphere2_02_s,Speech,Locale_MainScenario:event_unbreakablesphere2_02_s_88,True,,113,113,1.0,,mana,mana,,,,1,think,,13,idle,,3,idle,,5,idle,,OP_rightup,sad,
event_unbreakablesphere2_02_s_89,40076,event_unbreakablesphere2_02_s,Narration,Locale_MainScenario:event_unbreakablesphere2_02_s_89,False,,black,black,1.0,,,,,,,1,think,,13,idle,,3,idle,,5,idle,,OP_rightup,sad,shifty_r
event_unbreakablesphere2_02_s_90,40076,event_unbreakablesphere2_02_s,Speech,Locale_MainScenario:event_unbreakablesphere2_02_s_90,True,,113,113,1.0,,mihara_b,mihara_b,,,,1,think,,13,idle,,3,idle,,5,idle,,,,
event_unbreakablesphere2_02_s_91,40076,event_unbreakablesphere2_02_s,Speech,Locale_MainScenario:event_unbreakablesphere2_02_s_91,True,,113,113,1.0,,mana,mana,,,,1,think,,13,idle,,3,idle,,5,idle,,,,
event_unbreakablesphere2_02_s_92,40076,event_unbreakablesphere2_02_s,Speech,Locale_MainScenario:event_unbreakablesphere2_02_s_92,True,,113,113,1.0,,mana,mana,,,,1,think,,13,idle,,3,idle,,5,idle,,,,
event_unbreakablesphere2_02_s_93,40076,event_unbreakablesphere2_02_s,Speech,Locale_MainScenario:event_unbreakablesphere2_02_s_93,True,,113,113,1.0,,mana,mana,,,,1,think,,13,idle,,3,idle,,5,idle,,,,
event_unbreakablesphere2_02_s_94,40076,event_unbreakablesphere2_02_s,Speech,Locale_MainScenario:event_unbreakablesphere2_02_s_94,True,,113,113,1.0,,mana,mana,,,,1,think,,13,idle,,3,idle,,5,idle,,,,
event_unbreakablesphere2_02_s_95,40076,event_unbreakablesphere2_02_s,Speech,Locale_MainScenario:event_unbreakablesphere2_02_s_95,False,,113,113,1.0,,mihara_b,mihara_b,,,,1,think,,13,idle,,3,idle,,5,idle,,,,
event_unbreakablesphere2_02_s_96,40076,event_unbreakablesphere2_02_s,Speech,Locale_MainScenario:event_unbreakablesphere2_02_s_96,True,,S_500,S_500,1.0,,mori,mori,,,,1,think,,13,idle,,3,idle,,5,idle,,,,
event_unbreakablesphere2_02_s_97,40076,event_unbreakablesphere2_02_s,Speech,Locale_MainScenario:event_unbreakablesphere2_02_s_97,True,,1300,1300,1.0,,mana,mana,,,,1,think,,13,idle,,3,idle,,5,idle,,,,
event_unbreakablesphere2_02_s_98,40076,event_unbreakablesphere2_02_s,Speech,Locale_MainScenario:event_unbreakablesphere2_02_s_98,True,,1300,1300,1.0,,mana,mana,,,,1,think,,13,idle,,3,idle,,5,idle,,,,
event_unbreakablesphere2_02_s_99,40076,event_unbreakablesphere2_02_s,Speech,Locale_MainScenario:event_unbreakablesphere2_02_s_99,True,,1300,1300,1.0,,mana,mana,,,,1,think,,13,idle,,3,idle,,5,idle,,,,
event_unbreakablesphere2_02_s_100,40076,event_unbreakablesphere2_02_s,Speech,Locale_MainScenario:event_unbreakablesphere2_02_s_100,True,,1300,1300,1.0,,mana,mana,,,,1,think,,13,idle,,3,idle,,5,idle,,,,
event_unbreakablesphere2_02_s_101,40076,event_unbreakablesphere2_02_s,Speech,Locale_MainScenario:event_unbreakablesphere2_02_s_101,True,,S_500,S_500,1.0,,mori,mori,,,,1,think,,13,idle,,3,idle,,5,angry,,,,
event_unbreakablesphere2_02_s_102,40076,event_unbreakablesphere2_02_s,Speech,Locale_MainScenario:event_unbreakablesphere2_02_s_102,True,,1300,130,0.5,,mana,mana,,,,1,think,,13,idle,,3,idle,,5,angry,,,,
event_unbreakablesphere2_02_s_103,40076,event_unbreakablesphere2_02_s,Speech,Locale_MainScenario:event_unbreakablesphere2_02_s_103,True,,S_50,S_50,1.0,,mori,mori,,,,1,think,,13,idle,,3,idle,,5,idle,,,,
event_unbreakablesphere2_02_s_104,40076,event_unbreakablesphere2_02_s,Speech,Locale_MainScenario:event_unbreakablesphere2_02_s_104,True,,10,10,1.0,,mihara_b,mihara_b,,,,1,think,,13,idle,,3,idle,,5,idle,,,,
event_unbreakablesphere2_02_s_105,40076,event_unbreakablesphere2_02_s,Speech,Locale_MainScenario:event_unbreakablesphere2_02_s_105,True,,10,10,1.0,,shifty_r,shifty_r,,,,1,think,,13,idle,,3,idle,,5,idle,shifty_r,OP_rightup,sad,
event_unbreakablesphere2_02_s_106,40076,event_unbreakablesphere2_02_s,Speech,Locale_MainScenario:event_unbreakablesphere2_02_s_106,True,,10,10,1.0,,shifty_r,shifty_r,,,,1,think,,13,idle,,3,idle,,5,idle,,OP_rightup,sad,
event_unbreakablesphere2_02_s_107,40076,event_unbreakablesphere2_02_s,Speech,Locale_MainScenario:event_unbreakablesphere2_02_s_107,True,,10,10,1.0,,shifty_r,shifty_r,,,,1,think,,13,idle,,3,idle,,5,idle,,OP_rightup,idle,
event_unbreakablesphere2_02_s_108,40076,event_unbreakablesphere2_02_s,Speech,Locale_MainScenario:event_unbreakablesphere2_02_s_108,True,,10,10,1.0,,shifty_r,shifty_r,,,,1,think,,13,idle,,3,idle,,5,idle,,OP_rightup,idle,
