id,event_id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,play_sound,set_camera_shake,fade,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/0/hide_char_id,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/1/hide_char_id,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,characters/2/hide_char_id,characters/3/show_char_id,characters/3/set_char_position,characters/3/set_char_anim,characters/3/hide_char_id,characters/4/show_char_id,characters/4/set_char_position,characters/4/set_char_anim,characters/4/hide_char_id,characters/5/show_char_id,characters/5/set_char_position,characters/5/set_char_anim,characters/5/hide_char_id,characters/6/show_char_id,characters/6/set_char_position,characters/6/set_char_anim,characters/6/hide_char_id
event_bluewaterisland1_02_s_21,40020,event_bluewaterisland1_02_s,Speech,neon_s,neon_s,Locale_SubScenario:event_bluewaterisland1_02_s_21,True,,90,XS_70,1.0,,,,,,9,void,,,7,angry,,,5,idle,,,3,idle,,,1,idle,,,13,idle,,,15,idle,
event_bluewaterisland1_02_s_22,40020,event_bluewaterisland1_02_s,Speech,rapi_s,rapi_s,Locale_SubScenario:event_bluewaterisland1_02_s_22,True,,XS_70,50,1.0,,,,,,9,void,,,7,angry,,,5,worry,,,3,idle,,,1,idle,,,13,idle,,,15,idle,
event_bluewaterisland1_02_s_23,40020,event_bluewaterisland1_02_s,Self,,Self,Locale_SubScenario:event_bluewaterisland1_02_s_23,False,,50,50,1.0,,,,,,9,void,,,7,angry,,,5,worry,,,3,idle,,,1,idle,,,13,idle,,,15,idle,
event_bluewaterisland1_02_s_24,40020,event_bluewaterisland1_02_s,Speech,mary_s,mary_s,Locale_SubScenario:event_bluewaterisland1_02_s_24,True,,10,10,1.0,,,,,,9,idle,,,7,idle,,,5,idle,,,3,idle,,,1,idle,,,13,idle,,,15,idle,
event_bluewaterisland1_02_s_25,40020,event_bluewaterisland1_02_s,Speech,anis,anis,Locale_SubScenario:event_bluewaterisland1_02_s_25,True,,8,8,1.0,,,,,,9,idle,,,7,idle,,,5,idle,,,3,idle,,,1,idle,,,13,idle,,,15,idle,
event_bluewaterisland1_02_s_26,40020,event_bluewaterisland1_02_s,Speech,anis,anis,Locale_SubScenario:event_bluewaterisland1_02_s_26,True,,8,8,1.0,,,,,,9,idle,,,7,idle,,,5,idle,,,3,idle,,,1,idle,,,13,idle,,,15,idle,
event_bluewaterisland1_02_s_27,40020,event_bluewaterisland1_02_s,Speech,neon_s,neon_s,Locale_SubScenario:event_bluewaterisland1_02_s_27,True,,8,8,1.0,,,,,,9,idle,,,7,angry,,,5,idle,,,3,idle,,,1,idle,,,13,idle,,,15,idle,
event_bluewaterisland1_02_s_28,40020,event_bluewaterisland1_02_s,Speech,neon_s,neon_s,Locale_SubScenario:event_bluewaterisland1_02_s_28,False,,8,XS_70,1.0,,,,,,9,idle,,,7,angry,,,5,idle,,,3,idle,,,1,idle,,,13,idle,,,15,idle,
event_bluewaterisland1_02_s_29,40020,event_bluewaterisland1_02_s,Speech,neon_s,neon_s,Locale_SubScenario:event_bluewaterisland1_02_s_29,True,,XS_70,XS_70,1.0,,,,,,9,idle,,,7,worry,,,5,idle,,,3,idle,,,1,idle,,,13,idle,,,15,idle,
event_bluewaterisland1_02_s_30,40020,event_bluewaterisland1_02_s,Speech,neon_s,neon_s,Locale_SubScenario:event_bluewaterisland1_02_s_30,True,,XS_70,XS_70,1.0,,,,,,9,idle,,,7,delight,,,5,idle,,,3,idle,,,1,idle,,,13,idle,,,15,idle,
event_bluewaterisland1_02_s_31,40020,event_bluewaterisland1_02_s,Self,,Self,Locale_SubScenario:event_bluewaterisland1_02_s_31,False,,XS_70,XS_70,1.0,,,,,,9,idle,,,7,delight,,,5,idle,,,3,idle,,,1,idle,,,13,idle,,,15,idle,
event_bluewaterisland1_02_s_32,40020,event_bluewaterisland1_02_s,Speech,neon_s,neon_s,Locale_SubScenario:event_bluewaterisland1_02_s_32,True,,XS_70,XS_70,1.0,,,,,,9,idle,,,7,idle,,,5,idle,,,3,idle,,,1,idle,,,13,idle,,,15,idle,
event_bluewaterisland1_02_s_33,40020,event_bluewaterisland1_02_s,Speech,neon_s,neon_s,Locale_SubScenario:event_bluewaterisland1_02_s_33,True,,XS_70,XS_700,1.0,,,,,,9,idle,,,7,no,,,5,idle,,,3,idle,,,1,idle,,,13,idle,,,15,idle,
event_bluewaterisland1_02_s_34,40020,event_bluewaterisland1_02_s,Speech,neon_s,neon_s,Locale_SubScenario:event_bluewaterisland1_02_s_34,True,,XS_700,XS_700,1.0,,,,,,9,idle,,,7,no,,,5,idle,,,3,idle,,,1,idle,,,13,idle,,,15,idle,
event_bluewaterisland1_02_s_35,40020,event_bluewaterisland1_02_s,Speech,neon_s,neon_s,Locale_SubScenario:event_bluewaterisland1_02_s_35,True,,XS_700,XS_700,1.0,,,,,,9,idle,,,7,no,,,5,idle,,,3,idle,,,1,idle,,,13,idle,,,15,idle,
event_bluewaterisland1_02_s_36,40020,event_bluewaterisland1_02_s,Speech,neon_s,neon_s,Locale_SubScenario:event_bluewaterisland1_02_s_36,True,,XS_700,7,0.7,,,,,,9,idle,,,7,idle,,,5,idle,,,3,idle,,,1,idle,,,13,idle,,,15,idle,
event_bluewaterisland1_02_s_37,40020,event_bluewaterisland1_02_s,Monologue,,Monologue,Locale_SubScenario:event_bluewaterisland1_02_s_37,False,,7,7,1.0,,,,,,9,idle,,,19,idle,neon_s,,5,idle,,,3,idle,,,1,idle,,,13,idle,,,15,idle,
event_bluewaterisland1_02_s_38,40020,event_bluewaterisland1_02_s,Speech,yan_s,yan_s,Locale_SubScenario:event_bluewaterisland1_02_s_38,True,,7,15,1.0,,,,,,9,idle,,,,,,,5,idle,,,3,idle,,,1,idle,,,13,idle,,,15,surprise,
event_bluewaterisland1_02_s_39,40020,event_bluewaterisland1_02_s,Self,,Self,Locale_SubScenario:event_bluewaterisland1_02_s_39,False,,15,15,1.0,,,,,,9,idle,,,,,,,5,idle,,,3,idle,,,1,idle,,,13,idle,,,15,surprise,
event_bluewaterisland1_02_s_40,40020,event_bluewaterisland1_02_s,Speech,yan_s,yan_s,Locale_SubScenario:event_bluewaterisland1_02_s_40,True,,15,15,1.0,,,,,,9,idle,,,,,,,5,idle,,,3,idle,,,1,idle,,,13,idle,,,15,no,
event_bluewaterisland1_02_s_41,40020,event_bluewaterisland1_02_s,Speech,yan_s,yan_s,Locale_SubScenario:event_bluewaterisland1_02_s_41,True,,15,15,1.0,,,,,,9,idle,,,,,,,5,idle,,,3,idle,,,1,idle,,,13,idle,,,15,no,
event_bluewaterisland1_02_s_42,40020,event_bluewaterisland1_02_s,Speech,yan_s,yan_s,Locale_SubScenario:event_bluewaterisland1_02_s_42,True,,15,S_150,1.0,,,,,,9,idle,,,,,,,5,idle,,,3,idle,,,1,idle,,,13,idle,,,15,sad,
event_bluewaterisland1_02_s_43,40020,event_bluewaterisland1_02_s,Speech,yan_s,yan_s,Locale_SubScenario:event_bluewaterisland1_02_s_43,True,,S_150,S_150,1.0,,,,,,9,idle,,,,,,,5,idle,,,3,idle,,,1,idle,,,13,idle,,,15,sad,
event_bluewaterisland1_02_s_44,40020,event_bluewaterisland1_02_s,Self,,Self,Locale_SubScenario:event_bluewaterisland1_02_s_44,False,,S_150,S_150,1.0,,,,,,9,idle,,,,,,,5,idle,,,3,idle,,,1,idle,,,13,idle,,,15,sad,
event_bluewaterisland1_02_s_45,40020,event_bluewaterisland1_02_s,Speech,neon_s,neon_s,Locale_SubScenario:event_bluewaterisland1_02_s_45,True,,S_150,19,0.7,,,,,,9,idle,,neon_s,19,idle,,,5,idle,,,3,idle,,,1,idle,,,13,idle,,,15,idle,
event_bluewaterisland1_02_s_46,40020,event_bluewaterisland1_02_s,Speech,neon_s,neon_s,Locale_SubScenario:event_bluewaterisland1_02_s_46,True,,19,XS_190,1.0,,,,,,9,idle,,,19,idle,,,5,idle,,,3,idle,,,1,idle,,,13,idle,,,15,idle,
event_bluewaterisland1_02_s_47,40020,event_bluewaterisland1_02_s,Speech,neon_s,neon_s,Locale_SubScenario:event_bluewaterisland1_02_s_47,True,,XS_190,XS_190,1.0,,,,,,9,idle,,,19,idle,,,5,idle,,,3,idle,,,1,idle,,,13,idle,,,15,idle,
event_bluewaterisland1_02_s_48,40020,event_bluewaterisland1_02_s,Speech,anis,anis,Locale_SubScenario:event_bluewaterisland1_02_s_48,False,,90,90,1.0,,,,,,9,idle,,,19,idle,,,5,idle,,,3,idle,,,1,idle,,,13,idle,,,15,idle,
event_bluewaterisland1_02_s_49,40020,event_bluewaterisland1_02_s,Speech,rapi_s,rapi_s,Locale_SubScenario:event_bluewaterisland1_02_s_49,False,,50,50,1.0,,,,,,9,idle,,,19,idle,neon_s,,5,idle,,,3,idle,,,1,idle,,,13,idle,,,15,idle,
event_bluewaterisland1_02_s_50,40020,event_bluewaterisland1_02_s,Speech,yan_s,yan_s,Locale_SubScenario:event_bluewaterisland1_02_s_50,False,,S_150,S_150,1.0,,,,,,9,idle,,,,,,,5,idle,,,3,idle,,,1,idle,,,13,idle,,,15,sad,
event_bluewaterisland1_02_s_51,40020,event_bluewaterisland1_02_s,Speech,yan_s,yan_s,Locale_SubScenario:event_bluewaterisland1_02_s_51,True,,S_150,15,1.0,,,,,,9,idle,,,,,,,5,idle,,,3,idle,,,1,idle,,,13,idle,,,15,delight,
event_bluewaterisland1_02_s_52,40020,event_bluewaterisland1_02_s,Narration,,Narration,Locale_SubScenario:event_bluewaterisland1_02_s_52,False,,15,15,1.0,,sfx_scn_waterwalk,,,,9,idle,,,,,,,5,idle,,,3,idle,,,1,idle,,,13,idle,,,17,delight,yan_s
event_bluewaterisland1_02_s_53,40020,event_bluewaterisland1_02_s,Speech,frima_s,frima_s,Locale_SubScenario:event_bluewaterisland1_02_s_53,True,,15,13,1.0,,,,,,9,idle,,,,,,,5,idle,,,3,idle,,,1,idle,,,13,idle,,,,,
event_bluewaterisland1_02_s_54,40020,event_bluewaterisland1_02_s,Narration,,Narration,Locale_SubScenario:event_bluewaterisland1_02_s_54,False,,13,13,1.0,,sfx_scn_waterwalk,,,,9,idle,,,,,,,5,idle,,,3,idle,,,1,idle,,,15,idle,frima_s,,,,
event_bluewaterisland1_02_s_55,40020,event_bluewaterisland1_02_s,Speech,mary_s,mary_s,Locale_SubScenario:event_bluewaterisland1_02_s_55,True,,13,2,1.0,,,,,,9,idle,,,,,,,5,idle,,,3,idle,,,1,idle,,,,,,,,,
event_bluewaterisland1_02_s_56,40020,event_bluewaterisland1_02_s,Speech,pepper_s,pepper_s,Locale_SubScenario:event_bluewaterisland1_02_s_56,True,,2,2,1.0,,,,,,9,idle,,,,,,,5,idle,,,3,surprise,,,1,idle,,,,,,,,,
event_bluewaterisland1_02_s_57,40020,event_bluewaterisland1_02_s,Narration,,Narration,Locale_SubScenario:event_bluewaterisland1_02_s_57,False,,2,2,1.0,,sfx_scn_waterwalk,,,,9,idle,,,,,,,3,idle,rapi_s,,1,surprise,pepper_s,,13,idle,mary_s,,,,,,,,
event_bluewaterisland1_02_s_58,40020,event_bluewaterisland1_02_s,Speech,anis,anis,Locale_SubScenario:event_bluewaterisland1_02_s_58,False,,2,9,2.0,,,,,,9,idle,,,,,,,,,,,,,,,,,,,,,,,,,
event_bluewaterisland1_02_s_59,40020,event_bluewaterisland1_02_s,Speech,anis,anis,Locale_SubScenario:event_bluewaterisland1_02_s_59,True,,9,9,1.0,,,,,,9,idle,,,,,,,,,,,,,,,,,,,,,,,,,
event_bluewaterisland1_02_s_60,40020,event_bluewaterisland1_02_s,Speech,anis,anis,Locale_SubScenario:event_bluewaterisland1_02_s_60,True,,9,9,1.0,,,,,,9,idle,,,,,,,,,,,,,,,,,,,,,,,,,
event_bluewaterisland1_02_s_61,40020,event_bluewaterisland1_02_s,Speech,anis,anis,Locale_SubScenario:event_bluewaterisland1_02_s_61,True,,9,9,1.0,,,,,,9,worry,,,,,,,,,,,,,,,,,,,,,,,,,
event_bluewaterisland1_02_s_62,40020,event_bluewaterisland1_02_s,Self,,Self,Locale_SubScenario:event_bluewaterisland1_02_s_62,False,,9,9,1.0,,,,,,9,worry,,,,,,,,,,,,,,,,,,,,,,,,,
event_bluewaterisland1_02_s_63,40020,event_bluewaterisland1_02_s,Speech,anis,anis,Locale_SubScenario:event_bluewaterisland1_02_s_63,True,,9,90,1.0,,,,,,9,sad,,,,,,,,,,,,,,,,,,,,,,,,,
event_bluewaterisland1_02_s_64,40020,event_bluewaterisland1_02_s,Speech,anis,anis,Locale_SubScenario:event_bluewaterisland1_02_s_64,True,,90,90,1.0,,,,,,9,sad,,,,,,,,,,,,,,,,,,,,,,,,,
event_bluewaterisland1_02_s_65,40020,event_bluewaterisland1_02_s,Self,,Self,Locale_SubScenario:event_bluewaterisland1_02_s_65,False,,90,90,1.0,,,,,,9,sad,,,,,,,,,,,,,,,,,,,,,,,,,
event_bluewaterisland1_02_s_66,40020,event_bluewaterisland1_02_s,Speech,anis,anis,Locale_SubScenario:event_bluewaterisland1_02_s_66,True,,90,90,1.0,,,,,,9,idle,,,,,,,,,,,,,,,,,,,,,,,,,
event_bluewaterisland1_02_s_67,40020,event_bluewaterisland1_02_s,Monologue,,Monologue,Locale_SubScenario:event_bluewaterisland1_02_s_67,False,,90,9,0.7,,,Low_2,,,9,idle,anis,,,,,,,,,,,,,,,,,,,,,,,,
event_bluewaterisland1_02_s_68,40020,event_bluewaterisland1_02_s,Narration,,Narration,Locale_SubScenario:event_bluewaterisland1_02_s_68,False,EventScene_BluewaterIsland_02,black,black,1.0,,sfx_scn_waterwalk,,black,,,,,,,,,,,,,,,,,,,,,,,,,,,,
event_bluewaterisland1_02_s_69,40020,event_bluewaterisland1_02_s,Speech,neon_s,neon_s,Locale_SubScenario:event_bluewaterisland1_02_s_69,True,,searoad_all,searoad_neon,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
event_bluewaterisland1_02_s_70,40020,event_bluewaterisland1_02_s,Speech,neon_s,neon_s,Locale_SubScenario:event_bluewaterisland1_02_s_70,True,,searoad_neon,searoad_neon,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
event_bluewaterisland1_02_s_71,40020,event_bluewaterisland1_02_s,Speech,neon_s,neon_s,Locale_SubScenario:event_bluewaterisland1_02_s_71,True,,searoad_neon,searoad_neon,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
event_bluewaterisland1_02_s_72,40020,event_bluewaterisland1_02_s,Speech,neon_s,neon_s,Locale_SubScenario:event_bluewaterisland1_02_s_72,True,,searoad_neon,searoad_neon,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
event_bluewaterisland1_02_s_73,40020,event_bluewaterisland1_02_s,Speech,mary_s,mary_s,Locale_SubScenario:event_bluewaterisland1_02_s_73,True,,searoad_neon,searoad_mary,1.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
event_bluewaterisland1_02_s_74,40020,event_bluewaterisland1_02_s,Speech,mary_s,mary_s,Locale_SubScenario:event_bluewaterisland1_02_s_74,True,,searoad_mary,searoad_mary,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
event_bluewaterisland1_02_s_75,40020,event_bluewaterisland1_02_s,Speech,neon_s,neon_s,Locale_SubScenario:event_bluewaterisland1_02_s_75,True,,searoad_mary,searoad_all,1.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
event_bluewaterisland1_02_s_76,40020,event_bluewaterisland1_02_s,Speech,neon_s,neon_s,Locale_SubScenario:event_bluewaterisland1_02_s_76,True,,searoad_all,searoad_all,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
event_bluewaterisland1_02_s_77,40020,event_bluewaterisland1_02_s,Speech,pepper_s,pepper_s,Locale_SubScenario:event_bluewaterisland1_02_s_77,True,,searoad_all,searoad_all,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
event_bluewaterisland1_02_s_78,40020,event_bluewaterisland1_02_s,Speech,mary_s,mary_s,Locale_SubScenario:event_bluewaterisland1_02_s_78,True,,searoad_all,searoad_all,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
