id,event_id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,characters/1/hide_char_id,play_sound,characters/2/hide_char_id,set_camera_shake,set_filter_01,characters/0/hide_char_id,characters/3/show_char_id,characters/3/set_char_position,characters/3/set_char_anim,fade,characters/4/show_char_id,characters/4/set_char_position,characters/4/set_char_anim,characters/3/hide_char_id,characters/4/hide_char_id,set_filter_02
event_unbreakablesphere2_04_s_11,40076,event_unbreakablesphere2_04_s,Speech,mori,mori,Locale_MainScenario:event_unbreakablesphere2_04_s_11,True,,1,idle,,13,idle,,3,idle,,113,113,1.0,,,,,,,,,,,,,,,,,
event_unbreakablesphere2_04_s_12,40076,event_unbreakablesphere2_04_s,Speech,mihara_b,mihara_b,Locale_MainScenario:event_unbreakablesphere2_04_s_12,True,,1,idle,,13,idle,,3,idle,,113,113,1.0,,,,,,,,,,,,,,,,,
event_unbreakablesphere2_04_s_13,40076,event_unbreakablesphere2_04_s,Speech,mihara_b,mihara_b,Locale_MainScenario:event_unbreakablesphere2_04_s_13,True,,1,idle,,13,idle,,3,idle,,113,113,1.0,,,,,,,,,,,,,,,,,
event_unbreakablesphere2_04_s_14,40076,event_unbreakablesphere2_04_s,Speech,mori,mori,Locale_MainScenario:event_unbreakablesphere2_04_s_14,True,,1,idle,,13,idle,,3,idle,,113,113,1.0,,,,,,,,,,,,,,,,,
event_unbreakablesphere2_04_s_15,40076,event_unbreakablesphere2_04_s,Speech,mihara_b,mihara_b,Locale_MainScenario:event_unbreakablesphere2_04_s_15,True,,1,think,,13,idle,,3,idle,,113,1,1.0,,,,,,,,,,,,,,,,,
event_unbreakablesphere2_04_s_16,40076,event_unbreakablesphere2_04_s,Speech,mihara_b,mihara_b,Locale_MainScenario:event_unbreakablesphere2_04_s_16,True,,1,think,,13,idle,,3,idle,,1,10,0.5,,,,,,,,,,,,,,,,,
event_unbreakablesphere2_04_s_17,40076,event_unbreakablesphere2_04_s,Speech,mihara_b,mihara_b,Locale_MainScenario:event_unbreakablesphere2_04_s_17,True,,1,think,,13,idle,,3,idle,,10,10,1.0,,,,,,,,,,,,,,,,,
event_unbreakablesphere2_04_s_18,40076,event_unbreakablesphere2_04_s,Speech,mihara_b,mihara_b,Locale_MainScenario:event_unbreakablesphere2_04_s_18,True,,1,think,,13,idle,,3,idle,,10,10,1.0,,,,,,,,,,,,,,,,,
event_unbreakablesphere2_04_s_19,40076,event_unbreakablesphere2_04_s,Speech,mihara_b,mihara_b,Locale_MainScenario:event_unbreakablesphere2_04_s_19,True,,1,think,,13,idle,,3,idle,,10,10,1.0,,,,,,,,,,,,,,,,,
event_unbreakablesphere2_04_s_20,40076,event_unbreakablesphere2_04_s,Speech,mihara_b,mihara_b,Locale_MainScenario:event_unbreakablesphere2_04_s_20,True,,1,think,,13,idle,,3,idle,,10,10,1.0,,,,,,,,,,,,,,,,,
event_unbreakablesphere2_04_s_21,40076,event_unbreakablesphere2_04_s,Speech,mihara_b,mihara_b,Locale_MainScenario:event_unbreakablesphere2_04_s_21,True,,1,think,,13,idle,,3,idle,,10,10,1.0,,,,,,,,,,,,,,,,,
event_unbreakablesphere2_04_s_22,40076,event_unbreakablesphere2_04_s,Speech,yuni_n,yuni_n,Locale_MainScenario:event_unbreakablesphere2_04_s_22,True,,1,think,,13,idle,,3,idle,,L_30,L_30,1.0,,,,,,,,,,,,,,,,,
event_unbreakablesphere2_04_s_23,40076,event_unbreakablesphere2_04_s,Speech,mihara_b,mihara_b,Locale_MainScenario:event_unbreakablesphere2_04_s_23,True,,1,think,,13,idle,,3,idle,,10,10,1.0,,,,,,,,,,,,,,,,,
event_unbreakablesphere2_04_s_24,40076,event_unbreakablesphere2_04_s,Speech,mihara_b,mihara_b,Locale_MainScenario:event_unbreakablesphere2_04_s_24,True,,1,think,,13,idle,,3,idle,,10,10,1.0,,,,,,,,,,,,,,,,,
event_unbreakablesphere2_04_s_25,40076,event_unbreakablesphere2_04_s,Speech,mori,mori,Locale_MainScenario:event_unbreakablesphere2_04_s_25,True,,1,think,,13,idle,,3,idle,,S_130,S_130,1.0,,,,,,,,,,,,,,,,,
event_unbreakablesphere2_04_s_26,40076,event_unbreakablesphere2_04_s,Speech,mihara_b,mihara_b,Locale_MainScenario:event_unbreakablesphere2_04_s_26,True,,1,think,,13,idle,,3,idle,,10,10,1.0,,,,,,,,,,,,,,,,,
event_unbreakablesphere2_04_s_27,40076,event_unbreakablesphere2_04_s,Speech,mihara_b,mihara_b,Locale_MainScenario:event_unbreakablesphere2_04_s_27,True,,1,think,,13,idle,,3,idle,,10,10,1.0,,,,,,,,,,,,,,,,,
event_unbreakablesphere2_04_s_28,40076,event_unbreakablesphere2_04_s,Speech,mihara_b,mihara_b,Locale_MainScenario:event_unbreakablesphere2_04_s_28,True,,1,think,,13,idle,,3,idle,,10,100,1.0,,,,,,,,,,,,,,,,,
event_unbreakablesphere2_04_s_29,40076,event_unbreakablesphere2_04_s,Speech,mihara_b,mihara_b,Locale_MainScenario:event_unbreakablesphere2_04_s_29,True,,1,think,,13,idle,,3,idle,,100,100,1.0,,,,,,,,,,,,,,,,,
event_unbreakablesphere2_04_s_30,40076,event_unbreakablesphere2_04_s,Speech,mihara_b,mihara_b,Locale_MainScenario:event_unbreakablesphere2_04_s_30,True,,1,think,,13,idle,,3,idle,,100,100,1.0,,,,,,,,,,,,,,,,,
event_unbreakablesphere2_04_s_31,40076,event_unbreakablesphere2_04_s,Speech,mihara_b,mihara_b,Locale_MainScenario:event_unbreakablesphere2_04_s_31,True,,1,think,,13,idle,,3,idle,,100,100,1.0,,,,,,,,,,,,,,,,,
event_unbreakablesphere2_04_s_32,40076,event_unbreakablesphere2_04_s,Speech,mihara_b,mihara_b,Locale_MainScenario:event_unbreakablesphere2_04_s_32,True,,1,think,,13,idle,,3,idle,,100,100,1.0,,,,,,,,,,,,,,,,,
event_unbreakablesphere2_04_s_33,40076,event_unbreakablesphere2_04_s,Speech,mihara_b,mihara_b,Locale_MainScenario:event_unbreakablesphere2_04_s_33,True,,1,think,,13,idle,,3,idle,,100,100,1.0,,,,,,,,,,,,,,,,,
event_unbreakablesphere2_04_s_34,40076,event_unbreakablesphere2_04_s,Speech,mori,mori,Locale_MainScenario:event_unbreakablesphere2_04_s_34,True,,1,think,,13,idle,,3,idle,,S_1300,S_1300,1.0,,,,,,,,,,,,,,,,,
event_unbreakablesphere2_04_s_35,40076,event_unbreakablesphere2_04_s,Speech,mihara_b,mihara_b,Locale_MainScenario:event_unbreakablesphere2_04_s_35,True,,1,think,,13,idle,,3,idle,,100,10,1.0,,,,,,,,,,,,,,,,,
event_unbreakablesphere2_04_s_36,40076,event_unbreakablesphere2_04_s,Speech,mihara_b,mihara_b,Locale_MainScenario:event_unbreakablesphere2_04_s_36,True,,1,think,,13,idle,,3,idle,,10,10,1.0,,,,,,,,,,,,,,,,,
event_unbreakablesphere2_04_s_37,40076,event_unbreakablesphere2_04_s,Speech,mihara_b,mihara_b,Locale_MainScenario:event_unbreakablesphere2_04_s_37,True,,1,think,,13,idle,,3,idle,,10,10,1.0,,,,,,,,,,,,,,,,,
event_unbreakablesphere2_04_s_38,40076,event_unbreakablesphere2_04_s,Speech,mori,mori,Locale_MainScenario:event_unbreakablesphere2_04_s_38,True,,1,think,,13,idle,,3,idle,,10,113,1.0,,,,,,,,,,,,,,,,,
event_unbreakablesphere2_04_s_39,40076,event_unbreakablesphere2_04_s,Speech,mori,mori,Locale_MainScenario:event_unbreakablesphere2_04_s_39,True,,1,think,,13,idle,,3,idle,,113,113,1.0,,,,,,,,,,,,,,,,,
event_unbreakablesphere2_04_s_40,40076,event_unbreakablesphere2_04_s,Speech,mori,mori,Locale_MainScenario:event_unbreakablesphere2_04_s_40,True,,1,think,,13,idle,,3,idle,,113,113,1.0,,,,,,,,,,,,,,,,,
event_unbreakablesphere2_04_s_41,40076,event_unbreakablesphere2_04_s,Narration,mori,,Locale_MainScenario:event_unbreakablesphere2_04_s_41,False,,1,think,,13,idle,,3,idle,,113,31,1.0,,,,,,,,,,,,,,,,,
event_unbreakablesphere2_04_s_42,40076,event_unbreakablesphere2_04_s,Speech,mori,mori,Locale_MainScenario:event_unbreakablesphere2_04_s_42,True,,1,think,,13,idle,,3,idle,,31,31,1.0,,,,,,,,,,,,,,,,,
event_unbreakablesphere2_04_s_43,40076,event_unbreakablesphere2_04_s,Speech,yuni_n,yuni_n,Locale_MainScenario:event_unbreakablesphere2_04_s_43,True,,1,think,,13,idle,,3,idle,,31,31,1.0,,,,,,,,,,,,,,,,,
event_unbreakablesphere2_04_s_44,40076,event_unbreakablesphere2_04_s,Speech,mihara_b,mihara_b,Locale_MainScenario:event_unbreakablesphere2_04_s_44,True,,1,idle,,13,idle,,3,idle,,31,113,1.5,,,,,,,,,,,,,,,,,
event_unbreakablesphere2_04_s_45,40076,event_unbreakablesphere2_04_s,Speech,mori,mori,Locale_MainScenario:event_unbreakablesphere2_04_s_45,True,,1,idle,,13,idle,,3,idle,,113,113,1.0,,,,,,,,,,,,,,,,,
event_unbreakablesphere2_04_s_46,40076,event_unbreakablesphere2_04_s,Speech,mihara_b,mihara_b,Locale_MainScenario:event_unbreakablesphere2_04_s_46,True,,1,idle,,13,idle,,3,idle,,113,113,1.0,none,,,,,,,,,,,,,,,,
event_unbreakablesphere2_04_s_47,40076,event_unbreakablesphere2_04_s,Narration,mihara_b,,Locale_MainScenario:event_unbreakablesphere2_04_s_47,False,,1,idle,,13,idle,,3,idle,,black,black,1.0,event_bgm_ubsphere_unlockcodedeep,mori,sfx_scn_footstepleaves,,,,,,,,,,,,,,
event_unbreakablesphere2_04_s_48,40076,event_unbreakablesphere2_04_s,Speech,yuni_n,yuni_n,Locale_MainScenario:event_unbreakablesphere2_04_s_48,True,,1,idle,,,,,3,idle,,L_300,L_30,1.0,,,,,,,,,,,,,,,,,
event_unbreakablesphere2_04_s_49,40076,event_unbreakablesphere2_04_s,Narration,yuni_n,,Locale_MainScenario:event_unbreakablesphere2_04_s_49,False,,1,idle,,,,,3,idle,,L_30,31,1.0,,,sfx_scn_grabhands,,,,,,,,,,,,,,
event_unbreakablesphere2_04_s_50,40076,event_unbreakablesphere2_04_s,Speech,mihara_b,mihara_b,Locale_MainScenario:event_unbreakablesphere2_04_s_50,True,,1,idle,,,,,3,idle,,31,31,1.0,,,,,,,,,,,,,,,,,
event_unbreakablesphere2_04_s_51,40076,event_unbreakablesphere2_04_s,Speech,yuni_n,yuni_n,Locale_MainScenario:event_unbreakablesphere2_04_s_51,True,,1,idle,,,,,3,idle,,31,31,1.0,,,,,,,,,,,,,,,,,
event_unbreakablesphere2_04_s_52,40076,event_unbreakablesphere2_04_s,Narration,yuni_n,,Locale_MainScenario:event_unbreakablesphere2_04_s_52,False,,1,idle,,,,,3,idle,,black,black,1.0,,,,,,,,,,,,,,,,,
event_unbreakablesphere2_04_s_53,40076,event_unbreakablesphere2_04_s,Narration,yuni_n,,Locale_MainScenario:event_unbreakablesphere2_04_s_53,False,,1,idle,,,,,3,idle,,black,black,1.0,,,,,,,,,,,,,,,,,
event_unbreakablesphere2_04_s_54,40076,event_unbreakablesphere2_04_s,Speech,mihara_b,mihara_b,Locale_MainScenario:event_unbreakablesphere2_04_s_54,True,,1,sad_01,,,,,3,idle,,31,31,1.0,,,,,,,,,,,,,,,,,
event_unbreakablesphere2_04_s_55,40076,event_unbreakablesphere2_04_s,Speech,yuni_n,yuni_n,Locale_MainScenario:event_unbreakablesphere2_04_s_55,True,,1,sad_01,,,,,3,idle,,31,31,1.0,,,,,,,,,,,,,,,,,
event_unbreakablesphere2_04_s_56,40076,event_unbreakablesphere2_04_s,Narration,yuni_n,,Locale_MainScenario:event_unbreakablesphere2_04_s_56,False,,1,sad_01,,,,,3,idle,,31,31,1.0,,,,,,,,,,,,,,,,,
event_unbreakablesphere2_04_s_57,40076,event_unbreakablesphere2_04_s,Speech,mihara_b,mihara_b,Locale_MainScenario:event_unbreakablesphere2_04_s_57,False,,1,sad_01,,,,,3,idle,,31,1,1.0,,,,,,,,,,,,,,,,,
event_unbreakablesphere2_04_s_58,40076,event_unbreakablesphere2_04_s,Speech,mihara_b,mihara_b,Locale_MainScenario:event_unbreakablesphere2_04_s_58,True,,1,idle,,,,,3,idle,,1,1,1.0,,,,,,,,,,,,,,,,,
event_unbreakablesphere2_04_s_59,40076,event_unbreakablesphere2_04_s,Speech,mihara_b,mihara_b,Locale_MainScenario:event_unbreakablesphere2_04_s_59,True,,1,idle,,,,,3,idle,,1,10,1.0,,,,,,,,,,,,,,,,,
event_unbreakablesphere2_04_s_60,40076,event_unbreakablesphere2_04_s,Speech,mihara_b,mihara_b,Locale_MainScenario:event_unbreakablesphere2_04_s_60,True,,1,idle,,,,,3,idle,,10,10,1.0,,,,,,,,,,,,,,,,,
event_unbreakablesphere2_04_s_61,40076,event_unbreakablesphere2_04_s,Speech,mihara_b,mihara_b,Locale_MainScenario:event_unbreakablesphere2_04_s_61,True,,1,idle,,,,,3,idle,,10,10,1.0,,,,,,,,,,,,,,,,,
event_unbreakablesphere2_04_s_62,40076,event_unbreakablesphere2_04_s,Speech,mihara_b,mihara_b,Locale_MainScenario:event_unbreakablesphere2_04_s_62,True,,1,idle,,,,,3,idle,,10,10,1.0,,,,,,,,,,,,,,,,,
event_unbreakablesphere2_04_s_63,40076,event_unbreakablesphere2_04_s,Speech,mihara_b,yuni_n,Locale_MainScenario:event_unbreakablesphere2_04_s_63,False,,1,idle,,,,,3,idle,,10,10,1.0,,,,,,,,,,,,,,,,,
event_unbreakablesphere2_04_s_64,40076,event_unbreakablesphere2_04_s,Speech,mihara_b,mihara_b,Locale_MainScenario:event_unbreakablesphere2_04_s_64,True,,1,idle,,,,,3,idle,,10,10,1.0,,,,,,,,,,,,,,,,,
event_unbreakablesphere2_04_s_65,40076,event_unbreakablesphere2_04_s,Narration,mihara_b,,Locale_MainScenario:event_unbreakablesphere2_04_s_65,False,,1,idle,,,,,3,idle,,10,L_30,1.0,,,,,,,,,,,,,,,,,
event_unbreakablesphere2_04_s_66,40076,event_unbreakablesphere2_04_s,Speech,mihara_b,mihara_b,Locale_MainScenario:event_unbreakablesphere2_04_s_66,True,,1,idle,,,,,3,idle,,L_30,31,1.0,,,,,,,,,,,,,,,,,
event_unbreakablesphere2_04_s_67,40076,event_unbreakablesphere2_04_s,Speech,mihara_b,mihara_b,Locale_MainScenario:event_unbreakablesphere2_04_s_67,True,,1,idle,,,,,3,idle,,31,31,1.0,,,,,,,,,,,,,,,,,
event_unbreakablesphere2_04_s_68,40076,event_unbreakablesphere2_04_s,Speech,yuni_n,yuni_n,Locale_MainScenario:event_unbreakablesphere2_04_s_68,False,,1,idle,,,,,3,idle,,31,31,1.0,,,,,,,,,,,,,,,,,
event_unbreakablesphere2_04_s_69,40076,event_unbreakablesphere2_04_s,Speech,yuni_n,yuni_n,Locale_MainScenario:event_unbreakablesphere2_04_s_69,True,,1,idle,,,,,3,idle,,31,31,1.0,,,,,,,,,,,,,,,,,
event_unbreakablesphere2_04_s_70,40076,event_unbreakablesphere2_04_s,Narration,yuni_n,,Locale_MainScenario:event_unbreakablesphere2_04_s_70,False,,1,idle,,,,,3,idle,,31,31,1.0,,,,,,,,,,,,,,,,,
event_unbreakablesphere2_04_s_71,40076,event_unbreakablesphere2_04_s,Speech,mihara_b,mihara_b,Locale_MainScenario:event_unbreakablesphere2_04_s_71,True,,1,idle,,,,,3,idle,,31,1,1.0,,,,,,,,,,,,,,,,,
event_unbreakablesphere2_04_s_72,40076,event_unbreakablesphere2_04_s,Speech,mihara_b,mihara_b,Locale_MainScenario:event_unbreakablesphere2_04_s_72,True,,1,idle,,,,,3,idle,,1,10,1.0,,,,,,,,,,,,,,,,,
event_unbreakablesphere2_04_s_73,40076,event_unbreakablesphere2_04_s,Narration,mihara_b,,Locale_MainScenario:event_unbreakablesphere2_04_s_73,False,,1,idle,,,,,3,idle,,10,100,1.0,,,sfx_scn_footstepleaves,yuni_n,,,,,,,,,,,,,
event_unbreakablesphere2_04_s_74,40076,event_unbreakablesphere2_04_s,Speech,mihara_b,mihara_b,Locale_MainScenario:event_unbreakablesphere2_04_s_74,True,,1,angry,,,,,,,,100,100,1.0,,,,,,,,,,,,,,,,,
event_unbreakablesphere2_04_s_75,40076,event_unbreakablesphere2_04_s,Speech,mihara_b,mihara_b,Locale_MainScenario:event_unbreakablesphere2_04_s_75,True,,1,angry,,,,,,,,100,100,1.0,,,,,,,,,,,,,,,,,
event_unbreakablesphere2_04_s_76,40076,event_unbreakablesphere2_04_s,Speech,mihara_b,mihara_b,Locale_MainScenario:event_unbreakablesphere2_04_s_76,True,,1,angry,,,,,,,,100,10,0.5,,,,,,,,,,,,,,,,,
event_unbreakablesphere2_04_s_77,40076,event_unbreakablesphere2_04_s,Speech,notification,notification,Locale_MainScenario:event_unbreakablesphere2_04_s_77,True,,1,angry,,,,,,,,10,10,1.0,,,,,,,,,,,,,,,,,
event_unbreakablesphere2_04_s_78,40076,event_unbreakablesphere2_04_s,Speech,notification,notification,Locale_MainScenario:event_unbreakablesphere2_04_s_78,True,,1,angry,,,,,,,,10,10,1.0,,,,,,,,,,,,,,,,,
event_unbreakablesphere2_04_s_79,40076,event_unbreakablesphere2_04_s,Speech,notification,notification,Locale_MainScenario:event_unbreakablesphere2_04_s_79,True,,1,angry,,,,,,,,10,10,1.0,,,sfx_scn_emergencysignal,,Low_2,Red,,,,,,,,,,,
event_unbreakablesphere2_04_s_80,40076,event_unbreakablesphere2_04_s,Speech,notification,notification,Locale_MainScenario:event_unbreakablesphere2_04_s_80,True,,1,angry,,,,,,,,10,10,1.0,,,,,,Red,,,,,,,,,,,
event_unbreakablesphere2_04_s_81,40076,event_unbreakablesphere2_04_s,Speech,notification,notification,Locale_MainScenario:event_unbreakablesphere2_04_s_81,True,,1,angry,,,,,,,EventScene_unbreakablesphere_13,black,black,1.0,,,sfx_scn_electricityoff,,,Red,mihara_b,,,,,,,,,,
event_unbreakablesphere2_04_s_82,40076,event_unbreakablesphere2_04_s,Speech,notification,notification,Locale_MainScenario:event_unbreakablesphere2_04_s_82,True,,,,,,,,,,,1,100,0.5,,,,,,Vignetting,,,,,,,,,,,
event_unbreakablesphere2_04_s_83,40076,event_unbreakablesphere2_04_s,Speech,notification,notification,Locale_MainScenario:event_unbreakablesphere2_04_s_83,True,,,,,,,,,,,100,100,1.0,,,,,,Vignetting,,,,,,,,,,,
event_unbreakablesphere2_04_s_84,40076,event_unbreakablesphere2_04_s,Speech,notification,notification,Locale_MainScenario:event_unbreakablesphere2_04_s_84,True,,,,,,,,,,,100,100,1.0,,,,,,Vignetting,,,,,,,,,,,
event_unbreakablesphere2_04_s_85,40076,event_unbreakablesphere2_04_s,Narration,,,Locale_MainScenario:event_unbreakablesphere2_04_s_85,False,mihara_b,1,pain,mori,13,angry,yuni_n,3,idle,,black,black,1.0,,,sfx_scn_coreintegrated,,,,,,,,,,,,,,
event_unbreakablesphere2_04_s_86,40076,event_unbreakablesphere2_04_s,Narration,,,Locale_MainScenario:event_unbreakablesphere2_04_s_86,False,,1,pain,,13,angry,,3,idle,SilentBeach,black,black,1.0,,,,,,,,,,,,,,,,,
event_unbreakablesphere2_04_s_87,40076,event_unbreakablesphere2_04_s,Speech,mihara_b,mihara_b,Locale_MainScenario:event_unbreakablesphere2_04_s_87,True,,1,pain,,13,angry,,3,idle,,100,10,0.5,,,,,,,,,,,,,,,,,
event_unbreakablesphere2_04_s_88,40076,event_unbreakablesphere2_04_s,Speech,mori,mori,Locale_MainScenario:event_unbreakablesphere2_04_s_88,True,,1,pain,,13,angry,,3,idle,,S_130,S_1300,0.5,,,,,,,,,,,,,,,,,
event_unbreakablesphere2_04_s_89,40076,event_unbreakablesphere2_04_s,Speech,mihara_b,mihara_b,Locale_MainScenario:event_unbreakablesphere2_04_s_89,True,,1,pain,,13,angry,,3,idle,,10,100,0.5,,,,,,,,,,,,,,,,,
event_unbreakablesphere2_04_s_90,40076,event_unbreakablesphere2_04_s,Narration,,,Locale_MainScenario:event_unbreakablesphere2_04_s_90,False,,1,pain,,13,angry,,3,idle,,black,black,1.0,,,,,,,,,,,,,,,,,
event_unbreakablesphere2_04_s_91,40076,event_unbreakablesphere2_04_s,Speech,yuni_n,yuni_n,Locale_MainScenario:event_unbreakablesphere2_04_s_91,True,,1,pain,,13,angry,,3,idle,,L_30,L_300,0.5,,,,,,,,,,,,,,,,,
event_unbreakablesphere2_04_s_92,40076,event_unbreakablesphere2_04_s,Speech,mana,mana,Locale_MainScenario:event_unbreakablesphere2_04_s_92,True,,1,idle,,13,angry,,3,idle,Laboratory,black,black,1.0,,mori,,yuni_n,,Vignetting,,mana,3,idle,black,,,,,,
event_unbreakablesphere2_04_s_93,40076,event_unbreakablesphere2_04_s,Speech,mana,mana,Locale_MainScenario:event_unbreakablesphere2_04_s_93,True,,1,idle,,,,,,,,30,300,1.0,,,,,,Vignetting,,,3,idle,,jien_op,OP_leftup,idle,,,
event_unbreakablesphere2_04_s_94,40076,event_unbreakablesphere2_04_s,Speech,jien_op,jien_op,Locale_MainScenario:event_unbreakablesphere2_04_s_94,True,,1,idle,,,,,,,,300,300,1.0,,,,,,Vignetting,,,3,idle,,,OP_leftup,think,,,
event_unbreakablesphere2_04_s_95,40076,event_unbreakablesphere2_04_s,Speech,jien_op,jien_op,Locale_MainScenario:event_unbreakablesphere2_04_s_95,True,,1,idle,,,,,,,,300,300,1.0,,,,,,Vignetting,,,3,idle,,,OP_leftup,think,,,
event_unbreakablesphere2_04_s_96,40076,event_unbreakablesphere2_04_s,Speech,mana,mana,Locale_MainScenario:event_unbreakablesphere2_04_s_96,True,,1,idle,,,,,,,,300,300,1.0,,,,,,Vignetting,,,3,idle,,,OP_leftup,think,,,
event_unbreakablesphere2_04_s_97,40076,event_unbreakablesphere2_04_s,Speech,mana,mana,Locale_MainScenario:event_unbreakablesphere2_04_s_97,True,,1,idle,,,,,,,,300,300,1.0,,,,,,Vignetting,,,3,idle,,,OP_leftup,think,,,
event_unbreakablesphere2_04_s_98,40076,event_unbreakablesphere2_04_s,Narration,,,Locale_MainScenario:event_unbreakablesphere2_04_s_98,False,,1,idle,,,,,,,,300,300,1.0,,,,,,Vignetting,,,3,idle,,,OP_leftup,think,,,
event_unbreakablesphere2_04_s_99,40076,event_unbreakablesphere2_04_s,Speech,jien_op,jien_op,Locale_MainScenario:event_unbreakablesphere2_04_s_99,True,,1,idle,,,,,,,,300,30,1.0,,,,,,Vignetting,,,3,idle,,,OP_leftup,idle,,,
event_unbreakablesphere2_04_s_100,40076,event_unbreakablesphere2_04_s,Speech,jien_op,jien_op,Locale_MainScenario:event_unbreakablesphere2_04_s_100,True,,1,idle,,,,,,,,30,30,1.0,,,,,,Vignetting,,,3,idle,,,OP_leftup,idle,,,
event_unbreakablesphere2_04_s_101,40076,event_unbreakablesphere2_04_s,Speech,jien_op,jien_op,Locale_MainScenario:event_unbreakablesphere2_04_s_101,True,,1,idle,,,,,,,,30,30,1.0,,,,,,Vignetting,,,3,idle,,,OP_leftup,idle,,,
event_unbreakablesphere2_04_s_102,40076,event_unbreakablesphere2_04_s,Speech,mihara_b,mihara_b,Locale_MainScenario:event_unbreakablesphere2_04_s_102,True,,1,idle,,,,,,,,30,31,1.0,,,,,,Vignetting,,,3,idle,,,OP_leftup,idle,,,
event_unbreakablesphere2_04_s_103,40076,event_unbreakablesphere2_04_s,Speech,mana,mana,Locale_MainScenario:event_unbreakablesphere2_04_s_103,True,,1,idle,,,,,,,,31,31,1.0,,,,,,Vignetting,,,3,idle,,,OP_leftup,idle,,,
event_unbreakablesphere2_04_s_104,40076,event_unbreakablesphere2_04_s,Speech,jien_op,jien_op,Locale_MainScenario:event_unbreakablesphere2_04_s_104,True,,1,idle,,,,,,,,31,31,1.0,,,,,,Vignetting,,,3,idle,,,OP_leftup,idle,,,
event_unbreakablesphere2_04_s_105,40076,event_unbreakablesphere2_04_s,Speech,jien_op,jien_op,Locale_MainScenario:event_unbreakablesphere2_04_s_105,True,,1,idle,,,,,,,,31,31,1.0,,,,,,Vignetting,,,3,idle,,,OP_leftup,idle,,,
