id,event_id,group_id,speech_window,speaker,scenario_localkey,play_lipSync,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,highlight,characters/1/hide_char_id,fade,play_sound
d_ex_redash_05_1_11,80800,d_ex_redash_05_1,Speech,commander,Locale_SuddenStory:d_ex_redash_05_1_11,True,,5,delight,,3,no,,4,4,1.0,,commander,,,
d_ex_redash_05_1_12,80800,d_ex_redash_05_1,Speech,liliweiss,Locale_SuddenStory:d_ex_redash_05_1_12,True,,5,idle,,3,no,,4,4,1.0,,liliweiss,,,
d_ex_redash_05_1_13,80800,d_ex_redash_05_1,Speech,commander,Locale_SuddenStory:d_ex_redash_05_1_13,True,,5,idle,,3,idle,,4,4,1.0,,commander,,,
d_ex_redash_05_1_14,80800,d_ex_redash_05_1,Speech,liliweiss,Locale_SuddenStory:d_ex_redash_05_1_14,True,,5,think,,3,idle,,4,4,1.0,,liliweiss,,,
d_ex_redash_05_1_15,80800,d_ex_redash_05_1,Speech,commander,Locale_SuddenStory:d_ex_redash_05_1_15,True,,5,think,,3,idle,,4,4,1.0,,commander,,,
d_ex_redash_05_1_16,80800,d_ex_redash_05_1,Speech,liliweiss,Locale_SuddenStory:d_ex_redash_05_1_16,True,,5,idle,,3,idle,,4,4,1.0,,liliweiss,,,
d_ex_redash_05_1_17,80800,d_ex_redash_05_1,Speech,commander,Locale_SuddenStory:d_ex_redash_05_1_17,True,,5,idle,,3,idle,,4,4,1.0,,commander,,,
d_ex_redash_05_1_18,80800,d_ex_redash_05_1,Speech,liliweiss,Locale_SuddenStory:d_ex_redash_05_1_18,True,,5,idle,,3,idle,,4,4,1.0,,liliweiss,,,
d_ex_redash_05_1_19,80800,d_ex_redash_05_1,Narration,Narration,Locale_SuddenStory:d_ex_redash_05_1_19,False,,5,idle,,3,idle,Grassland,1,1,1.0,none,,commander,black,
d_ex_redash_05_1_20,80800,d_ex_redash_05_1,Speech,liliweiss,Locale_SuddenStory:d_ex_redash_05_1_20,False,,1,idle,,,,,1,1,0.8,event_bgm_redash_freesia,liliweiss,,,
d_ex_redash_05_1_21,80800,d_ex_redash_05_1,Speech,liliweiss,Locale_SuddenStory:d_ex_redash_05_1_21,True,,1,idle,,,,,1,1,1.0,,liliweiss,,,
d_ex_redash_05_1_22,80800,d_ex_redash_05_1,Speech,liliweiss,Locale_SuddenStory:d_ex_redash_05_1_22,True,,1,idle,,,,,1,1,1.0,,liliweiss,,,
d_ex_redash_05_1_23,80800,d_ex_redash_05_1,Speech,liliweiss,Locale_SuddenStory:d_ex_redash_05_1_23,True,,1,idle,,,,,1,1,1.0,,liliweiss,,,
d_ex_redash_05_1_24,80800,d_ex_redash_05_1,Speech,liliweiss,Locale_SuddenStory:d_ex_redash_05_1_24,True,,1,idle,,,,,1,10,1.0,,liliweiss,,,
d_ex_redash_05_1_25,80800,d_ex_redash_05_1,Speech,liliweiss,Locale_SuddenStory:d_ex_redash_05_1_25,True,,1,think,,,,,10,10,1.0,,liliweiss,,,
d_ex_redash_05_1_26,80800,d_ex_redash_05_1,Speech,liliweiss,Locale_SuddenStory:d_ex_redash_05_1_26,True,,1,idle,,,,,10,10,1.0,,liliweiss,,,
d_ex_redash_05_1_27,80800,d_ex_redash_05_1,Speech,liliweiss,Locale_SuddenStory:d_ex_redash_05_1_27,True,,1,delight,,,,,10,10,1.0,,liliweiss,,,
d_ex_redash_05_1_28,80800,d_ex_redash_05_1,Speech,liliweiss,Locale_SuddenStory:d_ex_redash_05_1_28,True,,1,think,,,,,10,10,1.0,,liliweiss,,,
d_ex_redash_05_1_29,80800,d_ex_redash_05_1,Speech,liliweiss,Locale_SuddenStory:d_ex_redash_05_1_29,True,,1,think,,,,,10,100,0.8,,liliweiss,,,
d_ex_redash_05_1_30,80800,d_ex_redash_05_1,Speech,liliweiss,Locale_SuddenStory:d_ex_redash_05_1_30,True,,1,think,,,,,100,100,1.0,,liliweiss,,,
d_ex_redash_05_1_31,80800,d_ex_redash_05_1,Speech,liliweiss,Locale_SuddenStory:d_ex_redash_05_1_31,True,,1,think,,,,,100,100,1.0,,liliweiss,,,
d_ex_redash_05_1_32,80800,d_ex_redash_05_1,Speech,liliweiss,Locale_SuddenStory:d_ex_redash_05_1_32,False,,1,think,,,,,100,10,1.0,,liliweiss,,,
d_ex_redash_05_1_33,80800,d_ex_redash_05_1,Speech,liliweiss,Locale_SuddenStory:d_ex_redash_05_1_33,True,,1,think,,,,,10,10,1.0,,liliweiss,,,
d_ex_redash_05_1_34,80800,d_ex_redash_05_1,Speech,liliweiss,Locale_SuddenStory:d_ex_redash_05_1_34,True,,1,think,,,,,10,10,1.0,,liliweiss,,,
d_ex_redash_05_1_35,80800,d_ex_redash_05_1,Speech,liliweiss,Locale_SuddenStory:d_ex_redash_05_1_35,False,,1,think,,,,,10,10,1.0,,liliweiss,,,
d_ex_redash_05_1_36,80800,d_ex_redash_05_1,Speech,liliweiss,Locale_SuddenStory:d_ex_redash_05_1_36,True,,1,think,,,,,10,100,1.0,,liliweiss,,,
d_ex_redash_05_1_37,80800,d_ex_redash_05_1,Speech,liliweiss,Locale_SuddenStory:d_ex_redash_05_1_37,True,,1,think,,,,,100,100,1.0,,liliweiss,,,
d_ex_redash_05_1_38,80800,d_ex_redash_05_1,Speech,liliweiss,Locale_SuddenStory:d_ex_redash_05_1_38,True,,1,think,,,,,100,100,1.0,,liliweiss,,,
d_ex_redash_05_1_39,80800,d_ex_redash_05_1,Speech,liliweiss,Locale_SuddenStory:d_ex_redash_05_1_39,True,,1,think,,,,,100,100,1.0,,liliweiss,,,
d_ex_redash_05_1_40,80800,d_ex_redash_05_1,Speech,liliweiss,Locale_SuddenStory:d_ex_redash_05_1_40,True,,1,sad,,,,,100,100,1.0,,liliweiss,,,
d_ex_redash_05_1_41,80800,d_ex_redash_05_1,Speech,liliweiss,Locale_SuddenStory:d_ex_redash_05_1_41,False,,1,think,,,,,100,10,1.0,,liliweiss,,,
d_ex_redash_05_1_42,80800,d_ex_redash_05_1,Speech,liliweiss,Locale_SuddenStory:d_ex_redash_05_1_42,True,,1,sad,,,,,10,10,1.0,,liliweiss,,,
d_ex_redash_05_1_43,80800,d_ex_redash_05_1,Speech,liliweiss,Locale_SuddenStory:d_ex_redash_05_1_43,False,,1,think,,,,,10,1,1.0,,liliweiss,,,
d_ex_redash_05_1_44,80800,d_ex_redash_05_1,Speech,liliweiss,Locale_SuddenStory:d_ex_redash_05_1_44,True,,1,think,,,,,1,1,1.0,,liliweiss,,,
d_ex_redash_05_1_45,80800,d_ex_redash_05_1,Narration,Narration,Locale_SuddenStory:d_ex_redash_05_1_45,False,,1,idle,,,,,black,black,1.0,,,,,sfx_scn_windowclack
