id,event_id,group_id,speech_window,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_sound,play_bgm,highlight,speaker,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,set_camera_shake,characters/1/hide_char_id,characters/0/hide_char_id,effects/1/set_effect_position,fade,set_filter_01,set_filter_02
event_cherryblossom_03_e_34,40011,event_cherryblossom_03_e,Speech,Locale_SubScenario:event_cherryblossom_03_e_34,True,,2,2,1.0,,,moran,moran,,1,idle,,3,think,,,,,,,
event_cherryblossom_03_e_35,40011,event_cherryblossom_03_e,Speech,Locale_SubScenario:event_cherryblossom_03_e_35,True,,2,2,1.0,,,sakura,sakura,,1,idle,,3,think,,,,,,,
event_cherryblossom_03_e_36,40011,event_cherryblossom_03_e,Speech,Locale_SubScenario:event_cherryblossom_03_e_36,True,,2,2,1.0,,,moran,moran,,1,idle,,3,think,,,,,,,
event_cherryblossom_03_e_37,40011,event_cherryblossom_03_e,Speech,Locale_SubScenario:event_cherryblossom_03_e_37,True,,2,2,1.0,,,sakura,sakura,,1,idle,,3,think,,,,,,,
event_cherryblossom_03_e_38,40011,event_cherryblossom_03_e,Speech,Locale_SubScenario:event_cherryblossom_03_e_38,True,,2,2,1.0,,,sakura,sakura,,1,idle,,3,think,,,,,,,
event_cherryblossom_03_e_39,40011,event_cherryblossom_03_e,Speech,Locale_SubScenario:event_cherryblossom_03_e_39,True,,2,2,1.0,,,moran,moran,,1,idle,,3,think,,,,,,,
event_cherryblossom_03_e_40,40011,event_cherryblossom_03_e,Speech,Locale_SubScenario:event_cherryblossom_03_e_40,True,,2,2,1.0,,,moran,moran,,1,idle,,3,think,,,,,,,
event_cherryblossom_03_e_41,40011,event_cherryblossom_03_e,Speech,Locale_SubScenario:event_cherryblossom_03_e_41,True,,2,2,1.0,,,sakura,sakura,,1,idle,,3,think,,,,,,,
event_cherryblossom_03_e_42,40011,event_cherryblossom_03_e,Speech,Locale_SubScenario:event_cherryblossom_03_e_42,True,,2,2,1.0,,,moran,moran,,1,idle,,3,think,,,,,,,
event_cherryblossom_03_e_43,40011,event_cherryblossom_03_e,Speech,Locale_SubScenario:event_cherryblossom_03_e_43,True,,2,2,1.0,,,sakura,sakura,,1,idle,,3,think,,,,,,,
event_cherryblossom_03_e_44,40011,event_cherryblossom_03_e,Speech,Locale_SubScenario:event_cherryblossom_03_e_44,True,,2,2,1.0,,,sakura,sakura,,1,idle,,3,think,,,,,,,
event_cherryblossom_03_e_45,40011,event_cherryblossom_03_e,Speech,Locale_SubScenario:event_cherryblossom_03_e_45,True,,2,2,1.0,,,moran,moran,,1,idle,,3,think,,,,,,,
event_cherryblossom_03_e_46,40011,event_cherryblossom_03_e,Speech,Locale_SubScenario:event_cherryblossom_03_e_46,True,,2,2,1.0,,,moran,moran,,1,idle,,3,think,,,,,,,
event_cherryblossom_03_e_47,40011,event_cherryblossom_03_e,Speech,Locale_SubScenario:event_cherryblossom_03_e_47,True,,2,2,1.0,,,sakura,sakura,,1,idle,,3,think,,,,,,,
event_cherryblossom_03_e_48,40011,event_cherryblossom_03_e,Self,Locale_SubScenario:event_cherryblossom_03_e_48,False,,2,1,1.0,,,,,,1,idle,,3,think,,,,,,,
event_cherryblossom_03_e_49,40011,event_cherryblossom_03_e,Speech,Locale_SubScenario:event_cherryblossom_03_e_49,True,OuterRim,1,1,1.0,,,sakura,sakura,,1,idle,,3,think,,moran,sakura,,,Grey,Vignetting
event_cherryblossom_03_e_50,40011,event_cherryblossom_03_e,Speech,Locale_SubScenario:event_cherryblossom_03_e_50,True,,1,1,1.0,,,sakura,sakura,,,,,,,,,,,,Grey,Vignetting
event_cherryblossom_03_e_51,40011,event_cherryblossom_03_e,Speech,Locale_SubScenario:event_cherryblossom_03_e_51,True,,1,1,1.0,,,sakura,sakura,,,,,,,,,,,,Grey,Vignetting
event_cherryblossom_03_e_52,40011,event_cherryblossom_03_e,Speech,Locale_SubScenario:event_cherryblossom_03_e_52,True,,1,1,1.0,,,sakura,sakura,,,,,,,,,,,,Grey,Vignetting
event_cherryblossom_03_e_53,40011,event_cherryblossom_03_e,Speech,Locale_SubScenario:event_cherryblossom_03_e_53,True,,1,1,1.0,,,sakura,sakura,,,,,,,,,,,,Grey,Vignetting
event_cherryblossom_03_e_54,40011,event_cherryblossom_03_e,Self,Locale_SubScenario:event_cherryblossom_03_e_54,False,CherryBlossom,2,2,1.0,,,,,sakura,1,idle,moran,3,think,,,,,,,
event_cherryblossom_03_e_55,40011,event_cherryblossom_03_e,Speech,Locale_SubScenario:event_cherryblossom_03_e_55,True,,2,2,1.0,,,sakura,sakura,,1,idle,,3,think,,,,,,,
event_cherryblossom_03_e_56,40011,event_cherryblossom_03_e,Speech,Locale_SubScenario:event_cherryblossom_03_e_56,False,,2,2,1.0,,,moran,moran,,1,idle,,3,think,,,,,,,
event_cherryblossom_03_e_57,40011,event_cherryblossom_03_e,Speech,Locale_SubScenario:event_cherryblossom_03_e_57,True,,2,2,1.0,,,sakura,sakura,,1,idle,,3,think,,,,,,,
event_cherryblossom_03_e_58,40011,event_cherryblossom_03_e,Speech,Locale_SubScenario:event_cherryblossom_03_e_58,True,,2,2,1.0,,,moran,moran,,1,idle,,3,idle,,,,,,,
event_cherryblossom_03_e_59,40011,event_cherryblossom_03_e,Speech,Locale_SubScenario:event_cherryblossom_03_e_59,True,,2,2,1.0,,,moran,moran,,1,idle,,3,idle,,,,,,,
event_cherryblossom_03_e_60,40011,event_cherryblossom_03_e,Speech,Locale_SubScenario:event_cherryblossom_03_e_60,True,,2,2,1.0,,,sakura,sakura,,1,idle,,3,idle,,,,,,,
event_cherryblossom_03_e_61,40011,event_cherryblossom_03_e,Speech,Locale_SubScenario:event_cherryblossom_03_e_61,True,,2,2,1.0,,,sakura,sakura,,1,idle,,3,idle,,,,,,,
event_cherryblossom_03_e_62,40011,event_cherryblossom_03_e,Self,Locale_SubScenario:event_cherryblossom_03_e_62,False,,2,2,1.0,,,,,,1,idle,,3,idle,,,,,,,
event_cherryblossom_03_e_63,40011,event_cherryblossom_03_e,Speech,Locale_SubScenario:event_cherryblossom_03_e_63,True,,2,2,1.0,,,sakura,sakura,,1,idle,,3,idle,,,,,,,
event_cherryblossom_03_e_64,40011,event_cherryblossom_03_e,Speech,Locale_SubScenario:event_cherryblossom_03_e_64,True,,2,2,1.0,,,sakura,sakura,,1,idle,,3,idle,,,,,,,
event_cherryblossom_03_e_65,40011,event_cherryblossom_03_e,Self,Locale_SubScenario:event_cherryblossom_03_e_65,False,,2,2,1.0,,,,,,1,idle,,3,idle,,,,,,,
event_cherryblossom_03_e_66,40011,event_cherryblossom_03_e,Speech,Locale_SubScenario:event_cherryblossom_03_e_66,True,,2,2,1.0,,,sakura,sakura,,1,surprise,,3,idle,,,,,,,
event_cherryblossom_03_e_67,40011,event_cherryblossom_03_e,Speech,Locale_SubScenario:event_cherryblossom_03_e_67,True,,2,2,1.0,,,moran,moran,,1,surprise,,3,angry,,,,,,,
event_cherryblossom_03_e_68,40011,event_cherryblossom_03_e,Speech,Locale_SubScenario:event_cherryblossom_03_e_68,True,,2,2,1.0,,,moran,moran,,1,surprise,,3,angry,,,,,,,
event_cherryblossom_03_e_69,40011,event_cherryblossom_03_e,Speech,Locale_SubScenario:event_cherryblossom_03_e_69,True,,2,2,1.0,,,sakura,sakura,,1,surprise,,3,angry,,,,,,,
event_cherryblossom_03_e_70,40011,event_cherryblossom_03_e,Self,Locale_SubScenario:event_cherryblossom_03_e_70,False,,2,10,1.0,,,,,,1,surprise,,3,angry,,,,,,,
event_cherryblossom_03_e_71,40011,event_cherryblossom_03_e,Speech,Locale_SubScenario:event_cherryblossom_03_e_71,True,,3,L_30,1.0,,,moran,moran,,1,surprise,,3,worry,,,,,,,
event_cherryblossom_03_e_72,40011,event_cherryblossom_03_e,Self,Locale_SubScenario:event_cherryblossom_03_e_72,False,,10,10,1.0,,,,,,1,surprise,,3,worry,,,,,,,
event_cherryblossom_03_e_73,40011,event_cherryblossom_03_e,Speech,Locale_SubScenario:event_cherryblossom_03_e_73,True,,10,10,1.0,,,sakura,sakura,,1,surprise,,3,worry,,,,,,,
event_cherryblossom_03_e_74,40011,event_cherryblossom_03_e,Speech,Locale_SubScenario:event_cherryblossom_03_e_74,True,,L_30,L_300,1.0,,,moran,moran,,1,surprise,,3,worry,,,,,,,
event_cherryblossom_03_e_75,40011,event_cherryblossom_03_e,Speech,Locale_SubScenario:event_cherryblossom_03_e_75,True,,10,10,1.0,,,sakura,sakura,,1,idle,,3,worry,,,,,,,
event_cherryblossom_03_e_76,40011,event_cherryblossom_03_e,Speech,Locale_SubScenario:event_cherryblossom_03_e_76,True,,10,2,1.0,,,sakura,sakura,,1,idle,,3,worry,,,,,,,
event_cherryblossom_03_e_77,40011,event_cherryblossom_03_e,Speech,Locale_SubScenario:event_cherryblossom_03_e_77,True,,2,2,1.0,,,moran,moran,,1,idle,,3,think,,,,,,,
event_cherryblossom_03_e_78,40011,event_cherryblossom_03_e,Monologue,Locale_SubScenario:event_cherryblossom_03_e_78,False,,2,2,1.0,,,,,,1,idle,,3,think,,,sakura,,,,
event_cherryblossom_03_e_79,40011,event_cherryblossom_03_e,Speech,Locale_SubScenario:event_cherryblossom_03_e_79,True,,2,3,1.0,,,moran,moran,,,,,3,think,,,,,,,
event_cherryblossom_03_e_80,40011,event_cherryblossom_03_e,Speech,Locale_SubScenario:event_cherryblossom_03_e_80,True,,3,3,1.0,,,moran,moran,,,,,3,worry,,,,,,,
event_cherryblossom_03_e_81,40011,event_cherryblossom_03_e,Speech,Locale_SubScenario:event_cherryblossom_03_e_81,True,,3,L_300,0.7,,,moran,moran,,,,,3,angry,,,,,,,
