id,event_id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,play_sound,set_camera_shake,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/0/hide_char_id,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/1/hide_char_id,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,characters/2/hide_char_id,characters/3/show_char_id,characters/3/set_char_position,characters/3/set_char_anim,characters/3/hide_char_id,characters/4/show_char_id,characters/4/set_char_position,characters/4/set_char_anim,characters/4/hide_char_id
event_absolute2_06_s_22,40086,event_absolute2_06_s,Speech,signal,signal,Locale_MainScenario:event_absolute2_06_s_22,True,,XS_50,XS_50,1.0,,,,,1,idle,,,13,idle,,,15,idle,,,3,idle,,,5,idle,
event_absolute2_06_s_23,40086,event_absolute2_06_s,Speech,eunhwa_t,eunhwa_t,Locale_MainScenario:event_absolute2_06_s_23,True,,10,100,1.0,,,,,1,idle,,,13,idle,,,15,idle,,,3,idle,,,5,idle,
event_absolute2_06_s_24,40086,event_absolute2_06_s,Speech,eunhwa_t,eunhwa_t,Locale_MainScenario:event_absolute2_06_s_24,True,,100,100,1.0,,,,,1,idle,,,13,idle,,,15,idle,,,3,idle,,,5,idle,
event_absolute2_06_s_25,40086,event_absolute2_06_s,Speech,eunhwa_t,eunhwa_t,Locale_MainScenario:event_absolute2_06_s_25,True,,100,100,1.0,,,,,1,idle,,,13,idle,,,15,idle,,,3,idle,,,5,idle,
event_absolute2_06_s_26,40086,event_absolute2_06_s,Speech,soldiereg,soldiereg,Locale_MainScenario:event_absolute2_06_s_26,True,,S_1500,S_1500,1.0,,,,,1,idle,,,13,idle,,,15,idle,,,3,idle,,,5,idle,
event_absolute2_06_s_27,40086,event_absolute2_06_s,Speech,soldiereg,soldiereg,Locale_MainScenario:event_absolute2_06_s_27,True,,S_1500,S_1500,1.0,,,,,1,idle,,,13,idle,,,15,idle,,,3,idle,,,5,idle,
event_absolute2_06_s_28,40086,event_absolute2_06_s,Speech,eunhwa_t,eunhwa_t,Locale_MainScenario:event_absolute2_06_s_28,True,,100,10,1.0,,,,,1,idle,,,13,idle,,,15,idle,,,3,idle,,,5,idle,
event_absolute2_06_s_29,40086,event_absolute2_06_s,Speech,scarecommander,scarecommander,Locale_MainScenario:event_absolute2_06_s_29,True,,10,113,1.0,,,,,1,idle,,,13,idle,,,15,idle,,,3,idle,,,5,idle,
event_absolute2_06_s_30,40086,event_absolute2_06_s,Speech,eunhwa_t,eunhwa_t,Locale_MainScenario:event_absolute2_06_s_30,True,,113,113,1.0,,,,,1,idle,,,13,idle,,,15,idle,,,3,idle,,,5,idle,
event_absolute2_06_s_31,40086,event_absolute2_06_s,Speech,scarecommander,scarecommander,Locale_MainScenario:event_absolute2_06_s_31,False,,113,113,1.0,,,,,1,idle,,,13,idle,,,15,idle,,,3,idle,,,5,idle,
event_absolute2_06_s_32,40086,event_absolute2_06_s,Speech,eunhwa_t,eunhwa_t,Locale_MainScenario:event_absolute2_06_s_32,True,,113,113,1.0,,,,,1,angry,,,13,idle,,,15,idle,,,3,idle,,,5,idle,
event_absolute2_06_s_33,40086,event_absolute2_06_s,Speech,eunhwa_t,eunhwa_t,Locale_MainScenario:event_absolute2_06_s_33,True,,113,113,1.0,,,,,1,angry,,,13,idle,,,15,idle,,,3,idle,,,5,idle,
event_absolute2_06_s_34,40086,event_absolute2_06_s,Speech,eunhwa_t,eunhwa_t,Locale_MainScenario:event_absolute2_06_s_34,True,,113,113,1.0,,,,,1,angry,,,13,idle,,,15,idle,,,3,idle,,,5,idle,
event_absolute2_06_s_35,40086,event_absolute2_06_s,Speech,scarecommander,scarecommander,Locale_MainScenario:event_absolute2_06_s_35,True,,113,113,1.0,,,,,1,angry,,,13,idle,,,15,idle,,,3,idle,,,5,idle,
event_absolute2_06_s_36,40086,event_absolute2_06_s,Speech,eunhwa_t,eunhwa_t,Locale_MainScenario:event_absolute2_06_s_36,True,,10,100,0.5,,,,,1,angry,,,13,idle,,,15,idle,,,3,idle,,,5,idle,
event_absolute2_06_s_37,40086,event_absolute2_06_s,Speech,eunhwa_t,eunhwa_t,Locale_MainScenario:event_absolute2_06_s_37,True,,100,100,1.0,,,,,1,angry,,,13,idle,,,15,idle,,,3,idle,,,5,idle,
event_absolute2_06_s_38,40086,event_absolute2_06_s,Speech,eunhwa_t,eunhwa_t,Locale_MainScenario:event_absolute2_06_s_38,True,,100,100,1.0,,,,,1,angry,,,13,idle,,,15,idle,,,3,idle,,,5,idle,
event_absolute2_06_s_39,40086,event_absolute2_06_s,Speech,scarecommander,scarecommander,Locale_MainScenario:event_absolute2_06_s_39,True,,100,1300,1.0,,,,,1,angry,,,13,idle,,,15,idle,,,3,idle,,,5,idle,
event_absolute2_06_s_40,40086,event_absolute2_06_s,Speech,soldiereg,soldiereg,Locale_MainScenario:event_absolute2_06_s_40,False,,1300,S_1500,1.0,,,,,1,angry,,,13,idle,,,15,idle,,,3,idle,,,5,idle,
event_absolute2_06_s_41,40086,event_absolute2_06_s,Speech,delta,delta,Locale_MainScenario:event_absolute2_06_s_41,True,,S_300,S_300,1.0,,,,,1,angry,,,13,idle,,,15,idle,,,3,idle,,,5,idle,
event_absolute2_06_s_42,40086,event_absolute2_06_s,Speech,signal,signal,Locale_MainScenario:event_absolute2_06_s_42,True,,S_300,XS_500,1.0,,,,,1,angry,,,13,idle,,,15,idle,,,3,idle,,,5,idle,
event_absolute2_06_s_43,40086,event_absolute2_06_s,Speech,eunhwa_t,eunhwa_t,Locale_MainScenario:event_absolute2_06_s_43,True,,100,100,1.0,,,,,1,idle,,,13,idle,,,15,idle,,,3,idle,,,5,idle,
event_absolute2_06_s_44,40086,event_absolute2_06_s,Speech,signal,signal,Locale_MainScenario:event_absolute2_06_s_44,True,,XS_500,XS_500,1.0,,,,,1,idle,,,13,idle,,,15,idle,,,3,idle,,,5,idle,
event_absolute2_06_s_45,40086,event_absolute2_06_s,Speech,delta,delta,Locale_MainScenario:event_absolute2_06_s_45,True,,XS_500,S_300,1.0,,,,,1,idle,,,13,idle,,,15,idle,,,3,idle,,,5,idle,
event_absolute2_06_s_46,40086,event_absolute2_06_s,Speech,scarecommander,scarecommander,Locale_MainScenario:event_absolute2_06_s_46,True,,1300,1300,1.0,,,,,1,idle,,,13,idle,,,15,idle,,,3,idle,,,5,idle,
event_absolute2_06_s_47,40086,event_absolute2_06_s,Narration,scarecommander,,Locale_MainScenario:event_absolute2_06_s_47,False,,black,black,1.0,,,,,1,idle,eunhwa_t,,13,idle,,,15,idle,,,3,idle,delta,,5,idle,signal
event_absolute2_06_s_48,40086,event_absolute2_06_s,Speech,scarecommander,scarecommander,Locale_MainScenario:event_absolute2_06_s_48,True,,1300,1300,1.0,,,,,,,,,13,idle,,,15,idle,,,,,,,,,
event_absolute2_06_s_49,40086,event_absolute2_06_s,Speech,scarecommander,scarecommander,Locale_MainScenario:event_absolute2_06_s_49,True,,1300,130,1.0,,,,,,,,,13,idle,,,15,idle,,,,,,,,,
event_absolute2_06_s_50,40086,event_absolute2_06_s,Speech,scarecommander,scarecommander,Locale_MainScenario:event_absolute2_06_s_50,True,,130,130,1.0,,,,,,,,,13,idle,,,15,idle,,,,,,,,,
event_absolute2_06_s_51,40086,event_absolute2_06_s,Speech,scarecommander,scarecommander,Locale_MainScenario:event_absolute2_06_s_51,True,,130,130,1.0,,,,,,,,,13,idle,,,15,idle,,,,,,,,,
event_absolute2_06_s_52,40086,event_absolute2_06_s,Speech,scarecommander,scarecommander,Locale_MainScenario:event_absolute2_06_s_52,True,,130,130,1.0,,,,,,,,,13,idle,,,15,idle,,,,,,,,,
event_absolute2_06_s_53,40086,event_absolute2_06_s,Speech,soldiereg,soldiereg,Locale_MainScenario:event_absolute2_06_s_53,True,,130,1315,1.0,,,,,,,,,13,idle,,,15,idle,,,,,,,,,
event_absolute2_06_s_54,40086,event_absolute2_06_s,Speech,scarecommander,scarecommander,Locale_MainScenario:event_absolute2_06_s_54,True,,1315,1315,1.0,,,,,,,,,13,idle,,,15,idle,,,,,,,,,
event_absolute2_06_s_55,40086,event_absolute2_06_s,Narration,scarecommander,,Locale_MainScenario:event_absolute2_06_s_55,False,,black,black,1.0,,,,eunhwa_t,,,,,13,idle,scarecommander,,15,idle,soldiereg,,,,,,,,
event_absolute2_06_s_56,40086,event_absolute2_06_s,Speech,eunhwa_t,eunhwa_t,Locale_MainScenario:event_absolute2_06_s_56,True,,100,100,1.0,,,,,1,idle,,,,,,,,,,,,,,,,,
event_absolute2_06_s_57,40086,event_absolute2_06_s,Narration,eunhwa_t,,Locale_MainScenario:event_absolute2_06_s_57,False,,100,100,1.0,,,,,1,idle,,,,,,,,,,,,,,,,,
event_absolute2_06_s_58,40086,event_absolute2_06_s,Speech,eunhwa_t,eunhwa_t,Locale_MainScenario:event_absolute2_06_s_58,False,,100,100,1.0,,,,,1,idle,,,,,,,,,,,,,,,,,
event_absolute2_06_s_59,40086,event_absolute2_06_s,Narration,eunhwa_t,,Locale_MainScenario:event_absolute2_06_s_59,False,,100,100,1.0,,,,,1,idle,,,,,,,,,,,,,,,,,
event_absolute2_06_s_60,40086,event_absolute2_06_s,Narration,eunhwa_t,,Locale_MainScenario:event_absolute2_06_s_60,False,,100,100,1.0,,,,,1,idle,,,,,,,,,,,,,,,,,
event_absolute2_06_s_61,40086,event_absolute2_06_s,Speech,eunhwa_t,eunhwa_t,Locale_MainScenario:event_absolute2_06_s_61,True,,100,10,1.0,,,,,1,idle,,,,,,,,,,,,,,,,,
event_absolute2_06_s_62,40086,event_absolute2_06_s,Narration,eunhwa_t,,Locale_MainScenario:event_absolute2_06_s_62,False,,black,black,1.0,,,,,1,idle,,,,,,,,,,,,,,,,,
event_absolute2_06_s_63,40086,event_absolute2_06_s,Narration,eunhwa_t,,Locale_MainScenario:event_absolute2_06_s_63,False,,black,black,1.0,,,,,1,idle,,,,,,,,,,,,,,,,,
event_absolute2_06_s_64,40086,event_absolute2_06_s,Narration,eunhwa_t,,Locale_MainScenario:event_absolute2_06_s_64,False,,7,53,1.5,,,,,1,idle,,emma_t,3,idle,,vesti_t,5,idle,,,,,,,,,
event_absolute2_06_s_65,40086,event_absolute2_06_s,Speech,eunhwa_t,eunhwa_t,Locale_MainScenario:event_absolute2_06_s_65,True,,53,1,1.0,,,,,1,idle,,,3,idle,,,5,idle,,,,,,,,,
event_absolute2_06_s_66,40086,event_absolute2_06_s,Narration,eunhwa_t,,Locale_MainScenario:event_absolute2_06_s_66,False,,black,black,1.0,,sfx_scn_c092_fire,,,1,idle,,,3,idle,,,5,idle,,,,,,,,,
event_absolute2_06_s_67,40086,event_absolute2_06_s,Narration,eunhwa_t,,Locale_MainScenario:event_absolute2_06_s_67,False,,black,black,1.0,,,,,1,idle,,,3,idle,,,5,idle,,,,,,,,,
event_absolute2_06_s_68,40086,event_absolute2_06_s,Narration,eunhwa_t,,Locale_MainScenario:event_absolute2_06_s_68,False,,black,black,1.0,,,,,1,idle,,,3,idle,,,5,idle,,,,,,,,,
event_absolute2_06_s_69,40086,event_absolute2_06_s,Speech,vesti_t,vesti_t,Locale_MainScenario:event_absolute2_06_s_69,True,,XS_500,XS_50,1.0,,,,,1,idle,,,3,idle,,,5,idle,,,,,,,,,
event_absolute2_06_s_70,40086,event_absolute2_06_s,Speech,emma_t,emma_t,Locale_MainScenario:event_absolute2_06_s_70,True,,XS_50,30,1.0,,,,,1,idle,,,3,idle,,,5,idle,,,,,,,,,
event_absolute2_06_s_71,40086,event_absolute2_06_s,Speech,eunhwa_t,eunhwa_t,Locale_MainScenario:event_absolute2_06_s_71,True,,30,10,1.0,,,,,1,idle,,,3,idle,,,5,idle,,,,,,,,,
event_absolute2_06_s_72,40086,event_absolute2_06_s,Narration,eunhwa_t,,Locale_MainScenario:event_absolute2_06_s_72,False,,black,black,1.0,,,,,1,idle,,,3,idle,,,5,idle,,,,,,,,,
event_absolute2_06_s_73,40086,event_absolute2_06_s,Narration,eunhwa_t,,Locale_MainScenario:event_absolute2_06_s_73,False,,black,black,1.0,,,,,1,idle,,,3,idle,,,5,idle,,,,,,,,,
event_absolute2_06_s_74,40086,event_absolute2_06_s,Speech,vesti_t,vesti_t,Locale_MainScenario:event_absolute2_06_s_74,True,,XS_50,XS_50,1.0,,,,,1,idle,,,3,idle,,,5,idle,,,,,,,,,
event_absolute2_06_s_75,40086,event_absolute2_06_s,Speech,emma_t,emma_t,Locale_MainScenario:event_absolute2_06_s_75,True,,XS_50,30,1.0,,,,,1,idle,,,3,worry,,,5,idle,,,,,,,,,
event_absolute2_06_s_76,40086,event_absolute2_06_s,Speech,eunhwa_t,eunhwa_t,Locale_MainScenario:event_absolute2_06_s_76,True,,30,31,1.0,,,,,1,idle,,,3,worry,,,5,idle,,,,,,,,,
event_absolute2_06_s_77,40086,event_absolute2_06_s,Speech,emma_t,emma_t,Locale_MainScenario:event_absolute2_06_s_77,True,,31,31,1.0,,,,,1,idle,,,3,worry,,,5,idle,,,,,,,,,
event_absolute2_06_s_78,40086,event_absolute2_06_s,Speech,eunhwa_t,eunhwa_t,Locale_MainScenario:event_absolute2_06_s_78,True,,31,31,1.0,,,,,1,angry,,,3,worry,,,5,idle,,,,,,,,,
event_absolute2_06_s_79,40086,event_absolute2_06_s,Speech,vesti_t,vesti_t,Locale_MainScenario:event_absolute2_06_s_79,True,,XS_50,XS_500,0.7,,,,,1,angry,,,3,worry,,,5,idle,,,,,,,,,
event_absolute2_06_s_80,40086,event_absolute2_06_s,Narration,vesti_t,,Locale_MainScenario:event_absolute2_06_s_80,False,,black,black,1.0,,,,,1,angry,,,3,worry,,,5,idle,,,,,,,,,
event_absolute2_06_s_81,40086,event_absolute2_06_s,Narration,vesti_t,,Locale_MainScenario:event_absolute2_06_s_81,False,,black,black,1.0,,,,,1,angry,,,3,idle,,,5,idle,,,,,,,,,
event_absolute2_06_s_82,40086,event_absolute2_06_s,Speech,vesti_t,vesti_t,Locale_MainScenario:event_absolute2_06_s_82,True,,XS_500,XS_500,1.0,,,,,1,angry,,,3,idle,,,5,angry_02,,,,,,,,,
event_absolute2_06_s_83,40086,event_absolute2_06_s,Speech,emma_t,emma_t,Locale_MainScenario:event_absolute2_06_s_83,True,,XS_500,300,1.0,,,,,1,angry,,,3,idle,,,5,angry_02,,,,,,,,,
event_absolute2_06_s_84,40086,event_absolute2_06_s,Speech,eunhwa_t,eunhwa_t,Locale_MainScenario:event_absolute2_06_s_84,True,,300,100,1.0,,,,,1,idle,,,3,idle,,,5,angry_02,,,,,,,,,
event_absolute2_06_s_85,40086,event_absolute2_06_s,Speech,emma_t,emma_t,Locale_MainScenario:event_absolute2_06_s_85,True,,300,30,0.7,,,,,1,idle,,,3,idle,,,5,angry_02,,,,,,,,,
event_absolute2_06_s_86,40086,event_absolute2_06_s,Speech,eunhwa_t,eunhwa_t,Locale_MainScenario:event_absolute2_06_s_86,True,,30,31,1.0,,,,,1,angry,,,3,idle,,,5,angry_02,,,,,,,,,
event_absolute2_06_s_87,40086,event_absolute2_06_s,Speech,emma_t,emma_t,Locale_MainScenario:event_absolute2_06_s_87,True,,31,31,1.0,,,,,1,angry,,,3,idle,,,5,idle,,,,,,,,,
event_absolute2_06_s_88,40086,event_absolute2_06_s,Narration,emma_t,,Locale_MainScenario:event_absolute2_06_s_88,False,,black,black,1.0,,sfx_scn_heavysworddrop,,,1,angry,,,3,idle,,,5,idle,,,,,,,,,
event_absolute2_06_s_89,40086,event_absolute2_06_s,Narration,emma_t,,Locale_MainScenario:event_absolute2_06_s_89,False,,black,black,1.0,,,,,1,idle,,,3,idle,,,5,idle,,,,,,,,,
event_absolute2_06_s_90,40086,event_absolute2_06_s,Narration,emma_t,,Locale_MainScenario:event_absolute2_06_s_90,False,,black,black,1.0,,,,,1,idle,,,3,idle,,,5,idle,,,,,,,,,
event_absolute2_06_s_91,40086,event_absolute2_06_s,Speech,emma_t,emma_t,Locale_MainScenario:event_absolute2_06_s_91,True,,31,31,1.0,,,,,1,idle,,,3,idle,,,5,idle,,,,,,,,,
event_absolute2_06_s_92,40086,event_absolute2_06_s,Speech,eunhwa_t,eunhwa_t,Locale_MainScenario:event_absolute2_06_s_92,True,,31,31,1.0,,,,,1,idle,,,3,idle,,,5,idle,,,,,,,,,
event_absolute2_06_s_93,40086,event_absolute2_06_s,Narration,emma_t,,Locale_MainScenario:event_absolute2_06_s_93,False,,black,black,1.0,,,,,1,idle,,,3,idle,,,5,idle,,,,,,,,,
event_absolute2_06_s_94,40086,event_absolute2_06_s,Narration,eunhwa_t,,Locale_MainScenario:event_absolute2_06_s_94,False,,black,black,1.0,,sfx_scn_1shot,,,1,idle,,,3,idle,,,5,idle,,,,,,,,,
event_absolute2_06_s_95,40086,event_absolute2_06_s,Narration,eunhwa_t,,Locale_MainScenario:event_absolute2_06_s_95,False,,black,black,1.0,,sfx_scn_c092_fire,,,1,idle,,,3,idle,,,5,idle,,,,,,,,,
event_absolute2_06_s_96,40086,event_absolute2_06_s,Narration,eunhwa_t,,Locale_MainScenario:event_absolute2_06_s_96,False,,black,black,1.0,,,,,1,idle,,,3,idle,,,5,idle,,,,,,,,,
event_absolute2_06_s_97,40086,event_absolute2_06_s,Speech,emma_t,emma_t,Locale_MainScenario:event_absolute2_06_s_97,True,,30,300,1.0,,,,,1,idle,,,3,idle,,,5,idle,,,,,,,,,
event_absolute2_06_s_98,40086,event_absolute2_06_s,Speech,eunhwa_t,eunhwa_t,Locale_MainScenario:event_absolute2_06_s_98,True,,100,100,1.0,,,,,1,idle,,,3,idle,,,5,idle,,,,,,,,,
event_absolute2_06_s_99,40086,event_absolute2_06_s,Speech,vesti_t,vesti_t,Locale_MainScenario:event_absolute2_06_s_99,True,,XS_500,XS_500,1.0,,,,,1,idle,,,3,idle,,,5,idle,,,,,,,,,
event_absolute2_06_s_100,40086,event_absolute2_06_s,Narration,vesti_t,,Locale_MainScenario:event_absolute2_06_s_100,False,,black,black,1.0,,,,,1,idle,,,3,idle,,,5,idle,,,,,,,,,
event_absolute2_06_s_101,40086,event_absolute2_06_s,Narration,vesti_t,,Locale_MainScenario:event_absolute2_06_s_101,False,,black,black,1.0,,,,,1,angry,,,3,idle,,,5,idle,,,,,,,,,
event_absolute2_06_s_102,40086,event_absolute2_06_s,Narration,vesti_t,,Locale_MainScenario:event_absolute2_06_s_102,False,,black,black,1.0,,sfx_scn_exhaustroar,,,1,angry,,,3,idle,,,5,idle,,,,,,,,,
event_absolute2_06_s_103,40086,event_absolute2_06_s,Speech,emma_t,emma_t,Locale_MainScenario:event_absolute2_06_s_103,True,,300,30,1.0,,,,,1,angry,,,3,worry,,,5,idle,,,,,,,,,
event_absolute2_06_s_104,40086,event_absolute2_06_s,Speech,eunhwa_t,eunhwa_t,Locale_MainScenario:event_absolute2_06_s_104,True,,30,10,1.0,,,,,1,angry,,,3,worry,,,5,idle,,,,,,,,,
event_absolute2_06_s_105,40086,event_absolute2_06_s,Narration,eunhwa_t,,Locale_MainScenario:event_absolute2_06_s_105,False,,10,31,1.0,,sfx_scn_1shot,,,1,angry,,,3,worry,,,5,idle,,,,,,,,,
event_absolute2_06_s_106,40086,event_absolute2_06_s,Narration,emma_t,,Locale_MainScenario:event_absolute2_06_s_106,False,,31,31,1.0,,,,,1,angry,,,3,worry,,,5,idle,,,,,,,,,
event_absolute2_06_s_107,40086,event_absolute2_06_s,Narration,emma_t,,Locale_MainScenario:event_absolute2_06_s_107,False,,31,31,1.0,,,,,1,angry,,,3,worry,,,5,idle,,,,,,,,,
event_absolute2_06_s_108,40086,event_absolute2_06_s,Narration,emma_t,,Locale_MainScenario:event_absolute2_06_s_108,False,,black,black,1.0,,sfx_scn_bigwind,,,1,angry,,,3,worry,,,5,idle,,,,,,,,,
event_absolute2_06_s_109,40086,event_absolute2_06_s,Narration,emma_t,,Locale_MainScenario:event_absolute2_06_s_109,False,,black,black,1.0,,,,,1,angry,,,3,worry,,,5,idle,,,,,,,,,
event_absolute2_06_s_110,40086,event_absolute2_06_s,Narration,eunhwa_t,,Locale_MainScenario:event_absolute2_06_s_110,False,,black,black,1.0,,,,,1,angry,,,3,worry,,,5,idle,,,,,,,,,
event_absolute2_06_s_111,40086,event_absolute2_06_s,Narration,eunhwa_t,,Locale_MainScenario:event_absolute2_06_s_111,False,,black,black,1.0,,sfx_scn_c092_fire,,,1,angry,,,3,worry,,,5,idle,,,,,,,,,
event_absolute2_06_s_112,40086,event_absolute2_06_s,Narration,eunhwa_t,,Locale_MainScenario:event_absolute2_06_s_112,False,,black,black,1.0,,,,,1,angry,,,3,worry,,,5,idle,,,,,,,,,
event_absolute2_06_s_113,40086,event_absolute2_06_s,Narration,eunhwa_t,,Locale_MainScenario:event_absolute2_06_s_113,False,,black,black,1.0,,,,,1,angry,,,3,worry,,,5,idle,,,,,,,,,
event_absolute2_06_s_114,40086,event_absolute2_06_s,Speech,vesti_t,vesti_t,Locale_MainScenario:event_absolute2_06_s_114,True,,XS_500,XS_500,1.0,,,,,1,angry,,,3,idle,,,5,angry_02,,,,,,,,,
event_absolute2_06_s_115,40086,event_absolute2_06_s,Speech,emma_t,emma_t,Locale_MainScenario:event_absolute2_06_s_115,True,,XS_500,300,1.0,,,,,1,angry,,,3,idle,,,5,angry_02,,,,,,,,,
event_absolute2_06_s_116,40086,event_absolute2_06_s,Speech,eunhwa_t,eunhwa_t,Locale_MainScenario:event_absolute2_06_s_116,True,,300,100,1.0,,,,,1,angry,,,3,idle,,,5,angry_02,,,,,,,,,
event_absolute2_06_s_117,40086,event_absolute2_06_s,Speech,eunhwa_t,eunhwa_t,Locale_MainScenario:event_absolute2_06_s_117,True,,100,10,1.0,,,,,1,angry,,,3,idle,,,5,angry_02,,,,,,,,,
event_absolute2_06_s_118,40086,event_absolute2_06_s,Speech,vesti_t,vesti_t,Locale_MainScenario:event_absolute2_06_s_118,True,,XS_50,XS_50,1.0,,,,,1,angry,,,3,idle,,,5,angry_02,,,,,,,,,
