id,event_id,group_id,speech_window,speaker,scenario_localkey,play_lipSync,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,highlight,set_camera_shake,fade,play_sound,jump_target
event_alonesurvivor_05_e_11,40033,event_alonesurvivor_05_e,Narration,Narration,Locale_SubScenario:event_alonesurvivor_05_e_11,False,,1,sad,,1,1,1.0,,,Low_2,,,
event_alonesurvivor_05_e_12,40033,event_alonesurvivor_05_e,Monologue,Monologue,Locale_SubScenario:event_alonesurvivor_05_e_12,False,,1,sad,,1,1,1.0,,,,,,
event_alonesurvivor_05_e_13,40033,event_alonesurvivor_05_e,Speech,tove,Locale_SubScenario:event_alonesurvivor_05_e_13,True,,1,surprise,,1,1,1.0,,tove,,,,
event_alonesurvivor_05_e_14,40033,event_alonesurvivor_05_e,Speech,tove,Locale_SubScenario:event_alonesurvivor_05_e_14,True,,1,surprise,,1,1,1.0,,tove,,,,
event_alonesurvivor_05_e_15,40033,event_alonesurvivor_05_e,Speech,tove,Locale_SubScenario:event_alonesurvivor_05_e_15,True,,1,surprise,,1,1,1.0,,tove,,,,
event_alonesurvivor_05_e_16,40033,event_alonesurvivor_05_e,Self,Self,Locale_SubScenario:event_alonesurvivor_05_e_16,False,,1,surprise,,1,1,1.0,,,,,,
event_alonesurvivor_05_e_17,40033,event_alonesurvivor_05_e,Speech,tove,Locale_SubScenario:event_alonesurvivor_05_e_17,True,,1,surprise,,1,S_10,1.0,,tove,,,,
event_alonesurvivor_05_e_18,40033,event_alonesurvivor_05_e,Speech,tove,Locale_SubScenario:event_alonesurvivor_05_e_18,True,,1,surprise,,S_10,S_10,1.0,,tove,,,,
event_alonesurvivor_05_e_19,40033,event_alonesurvivor_05_e,Speech,tove,Locale_SubScenario:event_alonesurvivor_05_e_19,True,,1,sad,,S_10,S_10,1.0,,tove,Low_2,,,
event_alonesurvivor_05_e_20,40033,event_alonesurvivor_05_e,Monologue,Monologue,Locale_SubScenario:event_alonesurvivor_05_e_20,False,,1,sad,RuinIndoor,17,17,1.0,,,,black,,
event_alonesurvivor_05_e_21,40033,event_alonesurvivor_05_e,Narration,Narration,Locale_SubScenario:event_alonesurvivor_05_e_21,False,,1,sad,,17,170,0.5,,,,,sfx_scn_rustydooropen,
event_alonesurvivor_05_e_22,40033,event_alonesurvivor_05_e,Speech,tove,Locale_SubScenario:event_alonesurvivor_05_e_22,True,,1,special,,1,1,1.0,,tove,,,,
event_alonesurvivor_05_e_23,40033,event_alonesurvivor_05_e,Speech,tove,Locale_SubScenario:event_alonesurvivor_05_e_23,True,,1,special,,1,S_10,1.0,,tove,,,,
event_alonesurvivor_05_e_24,40033,event_alonesurvivor_05_e,Speech,tove,Locale_SubScenario:event_alonesurvivor_05_e_24,True,,1,special,,S_10,S_10,1.0,,tove,,,,
event_alonesurvivor_05_e_25,40033,event_alonesurvivor_05_e,Speech,tove,Locale_SubScenario:event_alonesurvivor_05_e_25,True,,1,special,,S_10,S_10,1.0,,tove,,,,
event_alonesurvivor_05_e_26,40033,event_alonesurvivor_05_e,Monologue,Monologue,Locale_SubScenario:event_alonesurvivor_05_e_26,False,,1,special,,S_10,S_10,1.0,,,,,,
event_alonesurvivor_05_e_27,40033,event_alonesurvivor_05_e,Self,Self,Locale_SubScenario:event_alonesurvivor_05_e_27,False,,1,special,,S_10,S_10,1.0,,,,,,
event_alonesurvivor_05_e_28,40033,event_alonesurvivor_05_e,Speech,tove,Locale_SubScenario:event_alonesurvivor_05_e_28,True,,1,sad,,S_10,S_10,1.0,,tove,,,,
event_alonesurvivor_05_e_29,40033,event_alonesurvivor_05_e,Speech,tove,Locale_SubScenario:event_alonesurvivor_05_e_29,False,,1,think,,S_10,1,1.0,,tove,,,,
event_alonesurvivor_05_e_30,40033,event_alonesurvivor_05_e,Speech,tove,Locale_SubScenario:event_alonesurvivor_05_e_30,True,,1,special,,1,1,1.0,,tove,,,,
event_alonesurvivor_05_e_31,40033,event_alonesurvivor_05_e,Speech,tove,Locale_SubScenario:event_alonesurvivor_05_e_31,True,,1,special,,1,1,1.0,,tove,,,,
event_alonesurvivor_05_e_32,40033,event_alonesurvivor_05_e,Monologue,Monologue,Locale_SubScenario:event_alonesurvivor_05_e_32,False,,1,special,,1,S_10,1.0,,,,,,
event_alonesurvivor_05_e_33,40033,event_alonesurvivor_05_e,Narration,Narration,Locale_SubScenario:event_alonesurvivor_05_e_33,False,,1,special,,S_10,S_10,1.0,,,,,sfx_scn_crackle,
event_alonesurvivor_05_e_34,40033,event_alonesurvivor_05_e,Self,Self,Locale_SubScenario:event_alonesurvivor_05_e_34,False,,1,special,,S_10,S_10,1.0,,,,,,
event_alonesurvivor_05_e_35,40033,event_alonesurvivor_05_e,Speech,tove,Locale_SubScenario:event_alonesurvivor_05_e_35,True,,1,surprise,,S_10,S_10,1.0,,tove,,,,
event_alonesurvivor_05_e_36,40033,event_alonesurvivor_05_e,Speech,tove,Locale_SubScenario:event_alonesurvivor_05_e_36,True,,1,surprise,,S_10,S_10,1.0,,tove,,,,
event_alonesurvivor_05_e_37,40033,event_alonesurvivor_05_e,Speech,tove,Locale_SubScenario:event_alonesurvivor_05_e_37,True,,1,surprise,,S_10,S_10,1.0,,tove,,,,
event_alonesurvivor_05_e_38,40033,event_alonesurvivor_05_e,Narration,Narration,Locale_SubScenario:event_alonesurvivor_05_e_38,False,,1,special,,S_10,S_10,1.0,,,,,sfx_scn_crackle,
event_alonesurvivor_05_e_39,40033,event_alonesurvivor_05_e,Monologue,Monologue,Locale_SubScenario:event_alonesurvivor_05_e_39,False,,1,special,,S_10,S_10,1.0,,,,,,
event_alonesurvivor_05_e_40,40033,event_alonesurvivor_05_e,Speech,tove,Locale_SubScenario:event_alonesurvivor_05_e_40,True,,1,special,,S_10,S_10,1.0,,tove,,,,
event_alonesurvivor_05_e_41,40033,event_alonesurvivor_05_e,Self,Self,Locale_SubScenario:event_alonesurvivor_05_e_41,False,,1,special,,S_10,S_10,1.0,none,,,,,
event_alonesurvivor_05_e_42,40033,event_alonesurvivor_05_e,Narration,Narration,Locale_SubScenario:event_alonesurvivor_05_e_42,False,,1,special,,black,black,1.0,,,,,sfx_scn_rustydooropen,
event_alonesurvivor_05_e_43,40033,event_alonesurvivor_05_e,Speech,tove,Locale_SubScenario:event_alonesurvivor_05_e_43,False,,1,special,,S_10,S_100,0.7,,tove,Low_2,,,
event_alonesurvivor_05_e_44,40033,event_alonesurvivor_05_e,Speech,tove,Locale_SubScenario:event_alonesurvivor_05_e_44,True,,1,surprise,,S_100,S_100,1.0,,tove,Low_2,,,
event_alonesurvivor_05_e_45,40033,event_alonesurvivor_05_e,Monologue,Monologue,Locale_SubScenario:event_alonesurvivor_05_e_45,False,,1,surprise,,S_100,17,0.8,bgm_story_fairytalesend_if,,,,,
event_alonesurvivor_05_e_46,40033,event_alonesurvivor_05_e,Monologue,Monologue,Locale_SubScenario:event_alonesurvivor_05_e_46,False,,1,surprise,,17,17,1.0,,,,,,
event_alonesurvivor_05_e_47,40033,event_alonesurvivor_05_e,Monologue,Monologue,Locale_SubScenario:event_alonesurvivor_05_e_47,False,,1,surprise,,17,17,1.0,,,,,,
event_alonesurvivor_05_e_48,40033,event_alonesurvivor_05_e,Monologue,Monologue,Locale_SubScenario:event_alonesurvivor_05_e_48,False,,1,surprise,,17,17,1.0,,,,,,
event_alonesurvivor_05_e_49,40033,event_alonesurvivor_05_e,Monologue,Monologue,Locale_SubScenario:event_alonesurvivor_05_e_49,False,,1,surprise,,17,17,1.0,,,,,,
event_alonesurvivor_05_e_50,40033,event_alonesurvivor_05_e,Speech,tove,Locale_SubScenario:event_alonesurvivor_05_e_50,True,,1,surprise,,S_10,S_10,1.0,,tove,,,,
event_alonesurvivor_05_e_51,40033,event_alonesurvivor_05_e,Speech,tove,Locale_SubScenario:event_alonesurvivor_05_e_51,True,,1,surprise,,S_10,S_10,1.0,,tove,,,,
event_alonesurvivor_05_e_52,40033,event_alonesurvivor_05_e,Speech,tove,Locale_SubScenario:event_alonesurvivor_05_e_52,True,,1,sad,,S_10,S_10,1.0,,tove,,,,
event_alonesurvivor_05_e_53,40033,event_alonesurvivor_05_e,Monologue,Monologue,Locale_SubScenario:event_alonesurvivor_05_e_53,False,,1,sad,,S_10,S_10,1.0,,,,,,
event_alonesurvivor_05_e_54,40033,event_alonesurvivor_05_e,Self,Self,Locale_SubScenario:event_alonesurvivor_05_e_54,False,,1,sad,,S_10,S_10,1.0,,,,,,
event_alonesurvivor_05_e_55,40033,event_alonesurvivor_05_e,Speech,tove,Locale_SubScenario:event_alonesurvivor_05_e_55,True,,1,sad,,S_10,S_10,1.0,,tove,,,,
event_alonesurvivor_05_e_56,40033,event_alonesurvivor_05_e,Speech,tove,Locale_SubScenario:event_alonesurvivor_05_e_56,True,,1,sad,,S_10,S_10,1.0,,tove,,,,
event_alonesurvivor_05_e_57,40033,event_alonesurvivor_05_e,Self,Self,Locale_SubScenario:event_alonesurvivor_05_e_57,False,,1,sad,,S_10,S_10,1.0,,,,,,
event_alonesurvivor_05_e_58,40033,event_alonesurvivor_05_e,Speech,tove,Locale_SubScenario:event_alonesurvivor_05_e_58,True,,1,special,,S_10,S_10,1.0,,tove,,,,
event_alonesurvivor_05_e_59,40033,event_alonesurvivor_05_e,Speech,tove,Locale_SubScenario:event_alonesurvivor_05_e_59,True,,1,special,,S_10,S_10,1.0,,tove,,,,
event_alonesurvivor_05_e_60,40033,event_alonesurvivor_05_e,Speech,tove,Locale_SubScenario:event_alonesurvivor_05_e_60,True,,1,special,,S_10,S_10,1.0,,tove,,,,
event_alonesurvivor_05_e_61,40033,event_alonesurvivor_05_e,Narration,Narration,Locale_SubScenario:event_alonesurvivor_05_e_61,False,,1,surprise,,S_10,7,1.0,,,,,sfx_scn_bombbeep,
event_alonesurvivor_05_e_62,40033,event_alonesurvivor_05_e,Monologue,Monologue,Locale_SubScenario:event_alonesurvivor_05_e_62,False,,1,surprise,,7,7,1.0,,,,,,
event_alonesurvivor_05_e_63,40033,event_alonesurvivor_05_e,Monologue,Monologue,Locale_SubScenario:event_alonesurvivor_05_e_63,False,,1,surprise,,7,7,1.0,,,,,,
event_alonesurvivor_05_e_64,40033,event_alonesurvivor_05_e,Speech,tove,Locale_SubScenario:event_alonesurvivor_05_e_64,True,,1,surprise,,S_10,S_10,1.0,,tove,,,,
event_alonesurvivor_05_e_65,40033,event_alonesurvivor_05_e,Speech,tove,Locale_SubScenario:event_alonesurvivor_05_e_65,True,,1,idle,,S_10,S_10,1.0,,tove,,,,
event_alonesurvivor_05_e_66,40033,event_alonesurvivor_05_e,Speech,tove,Locale_SubScenario:event_alonesurvivor_05_e_66,True,,1,sad,,S_10,S_10,1.0,,tove,,,,
event_alonesurvivor_05_e_67,40033,event_alonesurvivor_05_e,Speech,tove,Locale_SubScenario:event_alonesurvivor_05_e_67,True,,1,sad,,S_10,S_10,1.0,,tove,,,,
event_alonesurvivor_05_e_68,40033,event_alonesurvivor_05_e,Self,Self,Locale_SubScenario:event_alonesurvivor_05_e_68,False,,1,sad,,S_10,S_10,1.0,,,,,,
event_alonesurvivor_05_e_69,40033,event_alonesurvivor_05_e,Speech,tove,Locale_SubScenario:event_alonesurvivor_05_e_69,False,,1,sad,,S_10,S_10,1.0,,tove,,,,
event_alonesurvivor_05_e_70,40033,event_alonesurvivor_05_e,Speech,tove,Locale_SubScenario:event_alonesurvivor_05_e_70,True,,1,no,,S_10,S_10,1.0,,tove,Low_2,,,
event_alonesurvivor_05_e_71,40033,event_alonesurvivor_05_e,Speech,tove,Locale_SubScenario:event_alonesurvivor_05_e_71,True,,1,no,,S_10,S_100,0.7,,tove,Low_2,,,
event_alonesurvivor_05_e_72,40033,event_alonesurvivor_05_e,Self,Self,Locale_SubScenario:event_alonesurvivor_05_e_72,False,,1,no,,S_100,S_100,1.0,,,,,,
event_alonesurvivor_05_e_73,40033,event_alonesurvivor_05_e,Choice,,Locale_SubScenario:event_alonesurvivor_05_e_73,False,,1,no,,S_100,S_100,1.0,,,,,,event_alonesurvivor_05_e_75
event_alonesurvivor_05_e_74,40033,event_alonesurvivor_05_e,Choice,,Locale_SubScenario:event_alonesurvivor_05_e_74,False,,1,no,,S_100,S_100,1.0,,,,,,event_alonesurvivor_05_e_75
event_alonesurvivor_05_e_75,40033,event_alonesurvivor_05_e,Speech,tove,Locale_SubScenario:event_alonesurvivor_05_e_75,True,,1,sad,,S_100,S_10,1.0,,tove,,,,
event_alonesurvivor_05_e_76,40033,event_alonesurvivor_05_e,Speech,tove,Locale_SubScenario:event_alonesurvivor_05_e_76,True,,1,no,,S_10,S_10,1.0,,tove,,,,
event_alonesurvivor_05_e_77,40033,event_alonesurvivor_05_e,Speech,tove,Locale_SubScenario:event_alonesurvivor_05_e_77,True,,1,no,,S_10,S_10,1.0,,tove,,,,
event_alonesurvivor_05_e_78,40033,event_alonesurvivor_05_e,Speech,tove,Locale_SubScenario:event_alonesurvivor_05_e_78,True,,1,no,,S_10,S_10,1.0,,tove,,,,
event_alonesurvivor_05_e_79,40033,event_alonesurvivor_05_e,Speech,tove,Locale_SubScenario:event_alonesurvivor_05_e_79,True,,1,no,,S_10,S_10,1.0,,tove,,,,
event_alonesurvivor_05_e_80,40033,event_alonesurvivor_05_e,Speech,tove,Locale_SubScenario:event_alonesurvivor_05_e_80,True,,1,no,,S_10,S_10,1.0,,tove,,,,
event_alonesurvivor_05_e_81,40033,event_alonesurvivor_05_e,Speech,tove,Locale_SubScenario:event_alonesurvivor_05_e_81,False,,1,sad,,S_10,S_10,1.0,none,tove,,,,
event_alonesurvivor_05_e_82,40033,event_alonesurvivor_05_e,Speech,tove,Locale_SubScenario:event_alonesurvivor_05_e_82,True,,1,surprise,,S_10,S_100,1.0,,tove,,,,
event_alonesurvivor_05_e_83,40033,event_alonesurvivor_05_e,Self,Self,Locale_SubScenario:event_alonesurvivor_05_e_83,False,,1,surprise,,S_100,S_100,1.0,bgm_story_impression,,,,,
event_alonesurvivor_05_e_84,40033,event_alonesurvivor_05_e,Speech,tove,Locale_SubScenario:event_alonesurvivor_05_e_84,True,,1,surprise,,S_100,S_100,1.0,,tove,,,,
event_alonesurvivor_05_e_85,40033,event_alonesurvivor_05_e,Speech,tove,Locale_SubScenario:event_alonesurvivor_05_e_85,False,,1,surprise,,S_100,S_100,1.0,,tove,,,,
event_alonesurvivor_05_e_86,40033,event_alonesurvivor_05_e,Speech,tove,Locale_SubScenario:event_alonesurvivor_05_e_86,True,,1,think,,S_100,S_100,1.0,,tove,,,,
event_alonesurvivor_05_e_87,40033,event_alonesurvivor_05_e,Speech,tove,Locale_SubScenario:event_alonesurvivor_05_e_87,True,,1,special,,S_100,S_100,1.0,,tove,,,,
event_alonesurvivor_05_e_88,40033,event_alonesurvivor_05_e,Speech,tove,Locale_SubScenario:event_alonesurvivor_05_e_88,True,,1,special,,S_100,S_100,1.0,,tove,,,,
event_alonesurvivor_05_e_89,40033,event_alonesurvivor_05_e,Speech,tove,Locale_SubScenario:event_alonesurvivor_05_e_89,False,,1,special,,S_100,S_100,1.0,,tove,,,,
event_alonesurvivor_05_e_90,40033,event_alonesurvivor_05_e,Speech,tove,Locale_SubScenario:event_alonesurvivor_05_e_90,True,,1,special,,S_100,1,1.0,,tove,,,,
event_alonesurvivor_05_e_91,40033,event_alonesurvivor_05_e,Speech,tove,Locale_SubScenario:event_alonesurvivor_05_e_91,True,,1,special,,1,1,1.0,,tove,,,,
event_alonesurvivor_05_e_92,40033,event_alonesurvivor_05_e,Speech,tove,Locale_SubScenario:event_alonesurvivor_05_e_92,True,,1,special,,1,1,1.0,,tove,,,,
