id,event_id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,characters/3/show_char_id,characters/3/set_char_position,characters/3/set_char_anim,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,play_sound,characters/0/hide_char_id,characters/1/hide_char_id,characters/2/hide_char_id,characters/3/hide_char_id,characters/4/show_char_id,characters/4/set_char_position,characters/4/set_char_anim,characters/5/show_char_id,characters/5/set_char_position,characters/5/set_char_anim,set_filter_01,characters/4/hide_char_id,characters/5/hide_char_id,fade
event_absolute2_04_e_14,40086,event_absolute2_04_e,Speech,eunhwa_t,eunhwa_t,Locale_MainScenario:event_absolute2_04_e_14,True,,1,idle,,3,idle,,13,idle,,15,idle,,100,100,1.0,,,,,,,,,,,,,,,,
event_absolute2_04_e_15,40086,event_absolute2_04_e,Speech,eunhwa_t,eunhwa_t,Locale_MainScenario:event_absolute2_04_e_15,True,,1,idle,,3,idle,,13,idle,,15,idle,,100,100,1.0,,,,,,,,,,,,,,,,
event_absolute2_04_e_16,40086,event_absolute2_04_e,Speech,eunhwa_t,eunhwa_t,Locale_MainScenario:event_absolute2_04_e_16,True,,1,idle,,3,idle,,13,idle,,15,idle,,100,100,1.0,,,,,,,,,,,,,,,,
event_absolute2_04_e_17,40086,event_absolute2_04_e,Speech,delta,delta,Locale_MainScenario:event_absolute2_04_e_17,True,,1,idle,,3,idle,,13,idle,,15,idle,,S_1500,S_1500,1.0,,,,,,,,,,,,,,,,
event_absolute2_04_e_18,40086,event_absolute2_04_e,Speech,delta,delta,Locale_MainScenario:event_absolute2_04_e_18,True,,1,idle,,3,idle,,13,idle,,15,idle,,S_1500,S_1500,1.0,,,,,,,,,,,,,,,,
event_absolute2_04_e_19,40086,event_absolute2_04_e,Speech,delta,delta,Locale_MainScenario:event_absolute2_04_e_19,True,,1,idle,,3,idle,,13,idle,,15,idle,,S_1500,S_1500,1.0,,,,,,,,,,,,,,,,
event_absolute2_04_e_20,40086,event_absolute2_04_e,Speech,delta,delta,Locale_MainScenario:event_absolute2_04_e_20,True,,1,idle,,3,idle,,13,idle,,15,idle,,S_1500,S_1500,1.0,,,,,,,,,,,,,,,,
event_absolute2_04_e_21,40086,event_absolute2_04_e,Speech,delta,delta,Locale_MainScenario:event_absolute2_04_e_21,True,,1,idle,,3,idle,,13,idle,,15,idle,,S_1500,S_1500,1.0,,,,,,,,,,,,,,,,
event_absolute2_04_e_22,40086,event_absolute2_04_e,Speech,delta,delta,Locale_MainScenario:event_absolute2_04_e_22,True,,1,idle,,3,idle,,13,idle,,15,idle,,S_1500,S_1500,1.0,,,,,,,,,,,,,,,,
event_absolute2_04_e_23,40086,event_absolute2_04_e,Speech,emma_t,emma_t,Locale_MainScenario:event_absolute2_04_e_23,True,,1,idle,,3,worry,,13,idle,,15,idle,,300,300,1.0,,,,,,,,,,,,,,,,
event_absolute2_04_e_24,40086,event_absolute2_04_e,Speech,eunhwa_t,eunhwa_t,Locale_MainScenario:event_absolute2_04_e_24,True,,1,idle,,3,worry,,13,idle,,15,idle,,300,100,1.0,,,,,,,,,,,,,,,,
event_absolute2_04_e_25,40086,event_absolute2_04_e,Speech,delta,delta,Locale_MainScenario:event_absolute2_04_e_25,True,,1,idle,,3,worry,,13,idle,,15,idle,,S_1500,S_150,1.0,,,,,,,,,,,,,,,,
event_absolute2_04_e_26,40086,event_absolute2_04_e,Speech,delta,delta,Locale_MainScenario:event_absolute2_04_e_26,True,,1,idle,,3,worry,,13,idle,,15,idle,,S_150,S_150,1.0,,,,,,,,,,,,,,,,
event_absolute2_04_e_27,40086,event_absolute2_04_e,Speech,eunhwa_t,eunhwa_t,Locale_MainScenario:event_absolute2_04_e_27,True,,1,idle,,3,worry,,13,idle,,15,idle,,10,10,1.0,,,,,,,,,,,,,,,,
event_absolute2_04_e_28,40086,event_absolute2_04_e,Speech,emma_t,emma_t,Locale_MainScenario:event_absolute2_04_e_28,True,,1,idle,,3,idle,,13,idle,,15,idle,,10,31,1.0,,,,,,,,,,,,,,,,
event_absolute2_04_e_29,40086,event_absolute2_04_e,Speech,emma_t,emma_t,Locale_MainScenario:event_absolute2_04_e_29,True,,1,idle,,3,idle,,13,idle,,15,idle,,31,31,1.0,,,,,,,,,,,,,,,,
event_absolute2_04_e_30,40086,event_absolute2_04_e,Speech,eunhwa_t,eunhwa_t,Locale_MainScenario:event_absolute2_04_e_30,True,,1,idle,,3,idle,,13,idle,,15,idle,,31,31,1.0,,,,,,,,,,,,,,,,
event_absolute2_04_e_31,40086,event_absolute2_04_e,Speech,eunhwa_t,eunhwa_t,Locale_MainScenario:event_absolute2_04_e_31,True,,1,idle,,3,idle,,13,idle,,15,idle,,31,1,1.0,,,,,,,,,,,,,,,,
event_absolute2_04_e_32,40086,event_absolute2_04_e,Speech,eunhwa_t,eunhwa_t,Locale_MainScenario:event_absolute2_04_e_32,True,,1,idle,,3,idle,,13,idle,,15,idle,,1,113,1.0,none,,,,,,,,,,,,,,,
event_absolute2_04_e_33,40086,event_absolute2_04_e,Speech,vesti_t,vesti_t,Locale_MainScenario:event_absolute2_04_e_33,True,,1,idle,,3,idle,,13,worry,,15,idle,,113,113,1.0,,,,,,,,,,,,,,,,
event_absolute2_04_e_34,40086,event_absolute2_04_e,Speech,eunhwa_t,eunhwa_t,Locale_MainScenario:event_absolute2_04_e_34,True,,1,idle,,3,idle,,13,worry,,15,idle,,113,113,1.0,bgm_areah,,,,,,,,,,,,,,,
event_absolute2_04_e_35,40086,event_absolute2_04_e,Speech,vesti_t,vesti_t,Locale_MainScenario:event_absolute2_04_e_35,True,,1,idle,,3,idle,,13,worry,,15,idle,,113,113,1.0,,,,,,,,,,,,,,,,
event_absolute2_04_e_36,40086,event_absolute2_04_e,Speech,vesti_t,vesti_t,Locale_MainScenario:event_absolute2_04_e_36,True,,1,idle,,3,idle,,13,worry,,15,idle,,113,113,1.0,,,,,,,,,,,,,,,,
event_absolute2_04_e_37,40086,event_absolute2_04_e,Speech,eunhwa_t,eunhwa_t,Locale_MainScenario:event_absolute2_04_e_37,True,,1,idle,,3,idle,,13,worry,,15,idle,,113,113,1.0,,,,,,,,,,,,,,,,
event_absolute2_04_e_38,40086,event_absolute2_04_e,Speech,vesti_t,vesti_t,Locale_MainScenario:event_absolute2_04_e_38,True,,1,idle,,3,idle,,13,worry,,15,idle,,113,113,1.0,,,,,,,,,,,,,,,,
event_absolute2_04_e_39,40086,event_absolute2_04_e,Speech,eunhwa_t,eunhwa_t,Locale_MainScenario:event_absolute2_04_e_39,True,,1,idle,,3,idle,,13,worry,,15,idle,,113,113,1.0,,,,,,,,,,,,,,,,
event_absolute2_04_e_40,40086,event_absolute2_04_e,Speech,eunhwa_t,eunhwa_t,Locale_MainScenario:event_absolute2_04_e_40,True,,1,idle,,3,idle,,13,worry,,15,idle,,113,113,1.0,,,,,,,,,,,,,,,,
event_absolute2_04_e_41,40086,event_absolute2_04_e,Speech,eunhwa_t,eunhwa_t,Locale_MainScenario:event_absolute2_04_e_41,True,,1,idle,,3,idle,,13,worry,,15,idle,,113,113,1.0,,,,,,,,,,,,,,,,
event_absolute2_04_e_42,40086,event_absolute2_04_e,Speech,vesti_t,vesti_t,Locale_MainScenario:event_absolute2_04_e_42,True,,1,idle,,3,idle,,13,angry_02,,15,idle,,113,113,1.0,,,,,,,,,,,,,,,,
event_absolute2_04_e_43,40086,event_absolute2_04_e,Speech,eunhwa_t,eunhwa_t,Locale_MainScenario:event_absolute2_04_e_43,True,,1,idle,,3,idle,,13,angry_02,,15,idle,,113,113,1.0,,,,,,,,,,,,,,,,
event_absolute2_04_e_44,40086,event_absolute2_04_e,Speech,eunhwa_t,eunhwa_t,Locale_MainScenario:event_absolute2_04_e_44,True,,1,idle,,3,idle,,13,angry_02,,15,idle,,113,113,1.0,,,,,,,,,,,,,,,,
event_absolute2_04_e_45,40086,event_absolute2_04_e,Speech,eunhwa_t,eunhwa_t,Locale_MainScenario:event_absolute2_04_e_45,True,,1,idle,,3,idle,,13,angry_02,,15,idle,,113,113,1.0,,,,,,,,,,,,,,,,
event_absolute2_04_e_46,40086,event_absolute2_04_e,Speech,vesti_t,vesti_t,Locale_MainScenario:event_absolute2_04_e_46,True,,1,idle,,3,idle,,13,angry_02,,15,idle,,113,113,1.0,,,,,,,,,,,,,,,,
event_absolute2_04_e_47,40086,event_absolute2_04_e,Speech,eunhwa_t,eunhwa_t,Locale_MainScenario:event_absolute2_04_e_47,True,,1,idle,,3,idle,,13,angry_02,,15,idle,,113,113,1.0,,,,,,,,,,,,,,,,
event_absolute2_04_e_48,40086,event_absolute2_04_e,Speech,vesti_t,vesti_t,Locale_MainScenario:event_absolute2_04_e_48,True,,1,idle,,3,idle,,13,angry_02,,15,idle,,XS_130,XS_1300,0.5,,,,,,,,,,,,,,,,
event_absolute2_04_e_49,40086,event_absolute2_04_e,Speech,vesti_t,vesti_t,Locale_MainScenario:event_absolute2_04_e_49,True,,1,idle,,3,idle,,13,angry_02,,15,idle,,XS_1300,XS_1300,1.0,,,,,,,,,,,,,,,,
event_absolute2_04_e_50,40086,event_absolute2_04_e,Speech,vesti_t,vesti_t,Locale_MainScenario:event_absolute2_04_e_50,True,,1,idle,,3,idle,,13,angry_02,,15,idle,,XS_1300,XS_130,1.0,,,,,,,,,,,,,,,,
event_absolute2_04_e_51,40086,event_absolute2_04_e,Speech,eunhwa_t,eunhwa_t,Locale_MainScenario:event_absolute2_04_e_51,True,,1,idle,,3,idle,,13,angry_02,,15,idle,,XS_130,113,1.0,,,,,,,,,,,,,,,,
event_absolute2_04_e_52,40086,event_absolute2_04_e,Speech,vesti_t,vesti_t,Locale_MainScenario:event_absolute2_04_e_52,True,,1,idle,,3,idle,,13,angry_02,,15,idle,,113,113,1.0,,,,,,,,,,,,,,,,
event_absolute2_04_e_53,40086,event_absolute2_04_e,Speech,vesti_t,vesti_t,Locale_MainScenario:event_absolute2_04_e_53,True,,1,idle,,3,idle,,13,angry_02,,15,idle,,113,113,1.0,,,,,,,,,,,,,,,,
event_absolute2_04_e_54,40086,event_absolute2_04_e,Speech,vesti_t,vesti_t,Locale_MainScenario:event_absolute2_04_e_54,True,,1,idle,,3,idle,,13,angry_02,,15,idle,,113,113,1.0,,,,,,,,,,,,,,,,
event_absolute2_04_e_55,40086,event_absolute2_04_e,Speech,vesti_t,vesti_t,Locale_MainScenario:event_absolute2_04_e_55,True,,1,idle,,3,idle,,13,angry_02,,15,idle,,113,113,1.0,,,,,,,,,,,,,,,,
event_absolute2_04_e_56,40086,event_absolute2_04_e,Speech,vesti_t,vesti_t,Locale_MainScenario:event_absolute2_04_e_56,True,,1,idle,,3,idle,,13,angry_02,,15,idle,,113,113,1.0,,,,,,,,,,,,,,,,
event_absolute2_04_e_57,40086,event_absolute2_04_e,Speech,eunhwa_t,eunhwa_t,Locale_MainScenario:event_absolute2_04_e_57,True,,1,idle,,3,idle,,13,angry_02,,15,idle,,113,113,1.0,,,,,,,,,,,,,,,,
event_absolute2_04_e_58,40086,event_absolute2_04_e,Narration,,,Locale_MainScenario:event_absolute2_04_e_58,False,,1,idle,,3,idle,,13,angry_02,,15,idle,,113,113,1.0,,,,,,,,,,,,,,,,
event_absolute2_04_e_59,40086,event_absolute2_04_e,Speech,vesti_t,vesti_t,Locale_MainScenario:event_absolute2_04_e_59,True,,1,idle,,3,idle,,13,angry_02,,15,idle,,113,113,1.0,,,,,,,,,,,,,,,,
event_absolute2_04_e_60,40086,event_absolute2_04_e,Speech,vesti_t,vesti_t,Locale_MainScenario:event_absolute2_04_e_60,True,,1,idle,,3,idle,,13,angry_02,,15,idle,,113,13,1.0,,,,,,,,,,,,,,,,
event_absolute2_04_e_61,40086,event_absolute2_04_e,Speech,vesti_t,vesti_t,Locale_MainScenario:event_absolute2_04_e_61,True,,1,idle,,3,idle,,13,angry_02,,15,idle,,13,13,1.0,,,,,,,,,,,,,,,,
event_absolute2_04_e_62,40086,event_absolute2_04_e,Speech,vesti_t,vesti_t,Locale_MainScenario:event_absolute2_04_e_62,True,,1,idle,,3,idle,,13,angry_02,,15,idle,,13,13,1.0,,,,,,,,,,,,,,,,
event_absolute2_04_e_63,40086,event_absolute2_04_e,Speech,vesti_t,vesti_t,Locale_MainScenario:event_absolute2_04_e_63,True,,1,idle,,3,idle,,13,angry_02,,15,idle,,13,13,1.0,,,,,,,,,,,,,,,,
event_absolute2_04_e_64,40086,event_absolute2_04_e,Speech,vesti_t,vesti_t,Locale_MainScenario:event_absolute2_04_e_64,True,,1,idle,,3,idle,,13,angry_02,,15,idle,,13,XS_130,0.5,,,,,,,,,,,,,,,,
event_absolute2_04_e_65,40086,event_absolute2_04_e,Speech,eunhwa_t,eunhwa_t,Locale_MainScenario:event_absolute2_04_e_65,True,,1,idle,,3,idle,,13,angry_02,,15,idle,,XS_130,10,1.0,,,,,,,,,,,,,,,,
event_absolute2_04_e_66,40086,event_absolute2_04_e,Narration,,,Locale_MainScenario:event_absolute2_04_e_66,False,,1,idle,,3,idle,,13,angry_02,,15,idle,,black,black,1.0,,,,,,,,,,,,,,,,
event_absolute2_04_e_67,40086,event_absolute2_04_e,Speech,emma_t,emma_t,Locale_MainScenario:event_absolute2_04_e_67,True,,1,idle,,3,worry,,13,idle,,15,idle,,30,300,1.0,,,,,,,,,,,,,,,,
event_absolute2_04_e_68,40086,event_absolute2_04_e,Speech,emma_t,emma_t,Locale_MainScenario:event_absolute2_04_e_68,True,,1,idle,,3,worry,,13,idle,,15,idle,,300,300,1.0,,,,,,,,,,,,,,,,
event_absolute2_04_e_69,40086,event_absolute2_04_e,Speech,emma_t,emma_t,Locale_MainScenario:event_absolute2_04_e_69,True,,1,idle,,3,worry,,13,idle,,15,idle,,300,300,1.0,,,,,,,,,,,,,,,,
event_absolute2_04_e_70,40086,event_absolute2_04_e,Speech,emma_t,emma_t,Locale_MainScenario:event_absolute2_04_e_70,True,,1,idle,,3,worry,,13,idle,,15,idle,,300,300,1.0,,,,,,,,,,,,,,,,
event_absolute2_04_e_71,40086,event_absolute2_04_e,Speech,emma_t,emma_t,Locale_MainScenario:event_absolute2_04_e_71,True,,1,idle,,3,worry,,13,idle,,15,idle,,300,300,1.0,,,,,,,,,,,,,,,,
event_absolute2_04_e_72,40086,event_absolute2_04_e,Speech,emma_t,emma_t,Locale_MainScenario:event_absolute2_04_e_72,True,,1,idle,,3,worry,,13,idle,,15,idle,,300,300,1.0,,,,,,,,,,,,,,,,
event_absolute2_04_e_73,40086,event_absolute2_04_e,Speech,emma_t,emma_t,Locale_MainScenario:event_absolute2_04_e_73,True,,1,idle,,3,worry,,13,idle,,15,idle,,300,300,1.0,,,,,,,,,,,,,,,,
event_absolute2_04_e_74,40086,event_absolute2_04_e,Speech,emma_t,eunhwa_t,Locale_MainScenario:event_absolute2_04_e_74,False,,1,idle,,3,worry,,13,idle,,15,idle,,300,300,1.0,,,,,,,,,,,,,,,,
event_absolute2_04_e_75,40086,event_absolute2_04_e,Speech,emma_t,emma_t,Locale_MainScenario:event_absolute2_04_e_75,True,,1,idle,,3,worry,,13,idle,,15,idle,,300,300,1.0,,,,,,,,,,,,,,,,
event_absolute2_04_e_76,40086,event_absolute2_04_e,Speech,emma_t,emma_t,Locale_MainScenario:event_absolute2_04_e_76,True,,1,idle,,3,worry,,13,idle,,15,idle,,300,30,1.0,,,,,,,,,,,,,,,,
event_absolute2_04_e_77,40086,event_absolute2_04_e,Speech,emma_t,emma_t,Locale_MainScenario:event_absolute2_04_e_77,True,,1,idle,,3,worry,,13,idle,,15,idle,,30,30,1.0,,,,,,,,,,,,,,,,
event_absolute2_04_e_78,40086,event_absolute2_04_e,Speech,emma_t,emma_t,Locale_MainScenario:event_absolute2_04_e_78,True,,1,idle,,3,worry,,13,idle,,15,idle,,30,30,1.0,,,,,,,,,,,,,,,,
event_absolute2_04_e_79,40086,event_absolute2_04_e,Speech,emma_t,emma_t,Locale_MainScenario:event_absolute2_04_e_79,True,,1,idle,,3,worry,,13,idle,,15,idle,,30,30,1.0,,,,,,,,,,,,,,,,
event_absolute2_04_e_80,40086,event_absolute2_04_e,Speech,emma_t,eunhwa_t,Locale_MainScenario:event_absolute2_04_e_80,False,,1,idle,,3,worry,,13,idle,,15,idle,,30,30,1.0,,,,,,,,,,,,,,,,
event_absolute2_04_e_81,40086,event_absolute2_04_e,Speech,emma_t,emma_t,Locale_MainScenario:event_absolute2_04_e_81,True,,1,idle,,3,worry,,13,idle,,15,idle,,30,30,1.0,,,,,,,,,,,,,,,,
event_absolute2_04_e_82,40086,event_absolute2_04_e,Speech,emma_t,emma_t,Locale_MainScenario:event_absolute2_04_e_82,True,,1,idle,,3,worry,,13,idle,,15,idle,,30,300,1.0,,,,,,,,,,,,,,,,
event_absolute2_04_e_83,40086,event_absolute2_04_e,Speech,eunhwa_t,eunhwa_t,Locale_MainScenario:event_absolute2_04_e_83,True,,1,idle,,3,worry,,13,idle,,15,idle,,300,100,1.0,,,,,,,,,,,,,,,,
event_absolute2_04_e_84,40086,event_absolute2_04_e,Speech,ingrid,ingrid,Locale_MainScenario:event_absolute2_04_e_84,True,,1,idle,,13,worry,,13,idle,,15,idle,City,black,black,1.0,,,eunhwa_t,emma_t,vesti_t,delta,ingrid,2,idle,eunhwa,4,idle,Grey,,,
event_absolute2_04_e_85,40086,event_absolute2_04_e,Speech,ingrid,ingrid,Locale_MainScenario:event_absolute2_04_e_85,True,,,,,,,,,,,,,,2,2,1.0,,,,,,,,2,idle,,4,idle,Grey,,,
event_absolute2_04_e_86,40086,event_absolute2_04_e,Speech,ingrid,ingrid,Locale_MainScenario:event_absolute2_04_e_86,True,,,,,,,,,,,,,,2,2,1.0,,,,,,,,2,idle,,4,idle,Grey,,,
event_absolute2_04_e_87,40086,event_absolute2_04_e,Speech,ingrid,ingrid,Locale_MainScenario:event_absolute2_04_e_87,True,,,,,,,,,,,,,,2,2,1.0,,,,,,,,2,idle,,4,idle,Grey,,,
event_absolute2_04_e_88,40086,event_absolute2_04_e,Speech,ingrid,ingrid,Locale_MainScenario:event_absolute2_04_e_88,True,,,,,,,,,,,,,,2,2,1.0,,,,,,,,2,idle,,4,idle,Grey,,,
event_absolute2_04_e_89,40086,event_absolute2_04_e,Speech,ingrid,ingrid,Locale_MainScenario:event_absolute2_04_e_89,True,,,,,,,,,,,,,,2,2,1.0,,,,,,,,2,idle,,4,idle,Grey,,,
event_absolute2_04_e_90,40086,event_absolute2_04_e,Speech,ingrid,ingrid,Locale_MainScenario:event_absolute2_04_e_90,True,,,,,,,,,,,,,,2,2,1.0,,,,,,,,2,idle,,4,idle,Grey,,,
event_absolute2_04_e_91,40086,event_absolute2_04_e,Speech,ingrid,ingrid,Locale_MainScenario:event_absolute2_04_e_91,True,,,,,,,,,,,,,,2,2,1.0,,,,,,,,2,idle,,4,idle,Grey,,,
event_absolute2_04_e_92,40086,event_absolute2_04_e,Speech,eunhwa,eunhwa,Locale_MainScenario:event_absolute2_04_e_92,True,,,,,,,,,,,,,,2,4,1.0,,,,,,,,2,idle,,4,angry,Grey,,,
event_absolute2_04_e_93,40086,event_absolute2_04_e,Speech,eunhwa,eunhwa,Locale_MainScenario:event_absolute2_04_e_93,True,,,,,,,,,,,,,,4,4,1.0,,,,,,,,2,idle,,4,angry,Grey,,,
event_absolute2_04_e_94,40086,event_absolute2_04_e,Speech,eunhwa,eunhwa,Locale_MainScenario:event_absolute2_04_e_94,True,,,,,,,,,,,,,,4,4,1.0,,,,,,,,2,idle,,4,angry,Grey,,,
event_absolute2_04_e_95,40086,event_absolute2_04_e,Speech,eunhwa,eunhwa,Locale_MainScenario:event_absolute2_04_e_95,True,,,,,,,,,,,,,,4,40,0.7,,,,,,,,2,idle,,4,angry,Grey,,,
event_absolute2_04_e_96,40086,event_absolute2_04_e,Speech,eunhwa,eunhwa,Locale_MainScenario:event_absolute2_04_e_96,True,,,,,,,,,,,,,,40,40,1.0,,,,,,,,2,idle,,4,angry,Grey,,,
event_absolute2_04_e_97,40086,event_absolute2_04_e,Speech,eunhwa,eunhwa,Locale_MainScenario:event_absolute2_04_e_97,True,,,,,,,,,,,,,,40,40,1.0,,,,,,,,2,idle,,4,angry,Grey,,,
event_absolute2_04_e_98,40086,event_absolute2_04_e,Speech,eunhwa,eunhwa,Locale_MainScenario:event_absolute2_04_e_98,True,,,,,,,,,,,,,,40,40,1.0,,,,,,,,2,idle,,4,angry,Grey,,,
event_absolute2_04_e_99,40086,event_absolute2_04_e,Speech,eunhwa,eunhwa,Locale_MainScenario:event_absolute2_04_e_99,True,,,,,,,,,,,,,,40,40,1.0,,,,,,,,2,idle,,4,angry,Grey,,,
event_absolute2_04_e_100,40086,event_absolute2_04_e,Speech,eunhwa,eunhwa,Locale_MainScenario:event_absolute2_04_e_100,True,,,,,,,,,,,,,,40,4,1.0,,,,,,,,2,idle,,4,angry,Grey,,,
event_absolute2_04_e_101,40086,event_absolute2_04_e,Speech,ingrid,ingrid,Locale_MainScenario:event_absolute2_04_e_101,True,,,,,,,,,,,,,,4,3,1.0,,,,,,,,2,idle,,4,angry,Grey,,,
event_absolute2_04_e_102,40086,event_absolute2_04_e,Speech,ingrid,ingrid,Locale_MainScenario:event_absolute2_04_e_102,True,,,,,,,,,,,,,,3,3,1.0,,,,,,,,2,idle,,4,angry,Grey,,,
event_absolute2_04_e_103,40086,event_absolute2_04_e,Speech,ingrid,ingrid,Locale_MainScenario:event_absolute2_04_e_103,True,,,,,,,,,,,,,,3,3,1.0,,,,,,,,2,idle,,4,angry,Grey,,,
event_absolute2_04_e_104,40086,event_absolute2_04_e,Speech,ingrid,ingrid,Locale_MainScenario:event_absolute2_04_e_104,True,,,,,,,,,,,,,,3,3,1.0,,,,,,,,2,idle,,4,angry,Grey,,,
event_absolute2_04_e_105,40086,event_absolute2_04_e,Speech,eunhwa,eunhwa,Locale_MainScenario:event_absolute2_04_e_105,True,,,,,,,,,,,,,,3,3,1.0,,,,,,,,2,idle,,4,angry,Grey,,,
event_absolute2_04_e_106,40086,event_absolute2_04_e,Speech,ingrid,ingrid,Locale_MainScenario:event_absolute2_04_e_106,True,,,,,,,,,,,,,,3,3,1.0,,,,,,,,2,idle,,4,angry,Grey,,,
event_absolute2_04_e_107,40086,event_absolute2_04_e,Speech,eunhwa,eunhwa,Locale_MainScenario:event_absolute2_04_e_107,True,,,,,,,,,,,,,,3,3,1.0,,,,,,,,2,idle,,4,idle,Grey,,,
event_absolute2_04_e_108,40086,event_absolute2_04_e,Speech,eunhwa_t,eunhwa_t,Locale_MainScenario:event_absolute2_04_e_108,True,eunhwa_t,1,no,emma_t,13,worry,vesti_t,15,idle,,,,RuinTechIndoor,100,100,1.0,,,,,,,,2,idle,,4,idle,,ingrid,eunhwa,black
event_absolute2_04_e_109,40086,event_absolute2_04_e,Speech,eunhwa_t,eunhwa_t,Locale_MainScenario:event_absolute2_04_e_109,False,,1,no,,13,worry,,15,idle,,,,,100,100,1.0,,,,,,,,,,,,,,,,
event_absolute2_04_e_110,40086,event_absolute2_04_e,Speech,eunhwa_t,eunhwa_t,Locale_MainScenario:event_absolute2_04_e_110,True,,1,angry,,13,worry,,15,idle,,,,,100,100,1.0,,,,,,,,,,,,,,,,
event_absolute2_04_e_111,40086,event_absolute2_04_e,Speech,eunhwa_t,eunhwa_t,Locale_MainScenario:event_absolute2_04_e_111,True,,1,angry,,13,worry,,15,idle,,,,,100,10,1.0,,,,,,,,,,,,,,,,
event_absolute2_04_e_112,40086,event_absolute2_04_e,Speech,emma_t,emma_t,Locale_MainScenario:event_absolute2_04_e_112,True,,1,angry,,13,idle,,15,idle,,,,,10,113,1.0,,,,,,,,,,,,,,,,
