id,event_id,group_id,speech_window,scenario_localkey,play_lipSync,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,characters/3/show_char_id,characters/3/set_char_position,characters/3/set_char_anim,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,highlight,speaker,characters/3/hide_char_id
event_overzone1_03_e_23,80303,event_overzone1_03_e,Speech,Locale_MainScenario:event_overzone1_03_e_23,True,,1,think,,13,no,,3,sad,,15,worry,,130,10,1.0,none,dorothy,dorothy,
event_overzone1_03_e_24,80303,event_overzone1_03_e,Speech,Locale_MainScenario:event_overzone1_03_e_24,True,,1,think,,13,no,,3,sad,,15,worry,,10,10,1.0,bgm_story_fall,dorothy,dorothy,
event_overzone1_03_e_25,80303,event_overzone1_03_e,Speech,Locale_MainScenario:event_overzone1_03_e_25,True,,1,think,,13,no,,3,sad,,15,worry,,10,10,1.0,,dorothy,dorothy,
event_overzone1_03_e_26,80303,event_overzone1_03_e,Speech,Locale_MainScenario:event_overzone1_03_e_26,True,,1,think,,13,no,,3,sad,,15,worry,,10,100,1.0,,dorothy,dorothy,
event_overzone1_03_e_27,80303,event_overzone1_03_e,Speech,Locale_MainScenario:event_overzone1_03_e_27,True,,1,think,,13,no,,3,sad,,15,worry,,100,100,1.0,,dorothy,dorothy,
event_overzone1_03_e_28,80303,event_overzone1_03_e,Speech,Locale_MainScenario:event_overzone1_03_e_28,True,,1,think,,13,no,,3,sad,,15,worry,,100,100,1.0,,dorothy,dorothy,
event_overzone1_03_e_29,80303,event_overzone1_03_e,Speech,Locale_MainScenario:event_overzone1_03_e_29,False,,1,think,,13,no,,3,sad,,15,worry,,100,113,2.0,,hongryeon,hongryeon,
event_overzone1_03_e_30,80303,event_overzone1_03_e,Speech,Locale_MainScenario:event_overzone1_03_e_30,True,,1,worry,,13,no,,3,sad,,15,worry,,113,113,1.0,,dorothy,dorothy,
event_overzone1_03_e_31,80303,event_overzone1_03_e,Speech,Locale_MainScenario:event_overzone1_03_e_31,True,,1,worry,,13,no,,3,sad,,15,worry,,113,113,1.0,,hongryeon,hongryeon,
event_overzone1_03_e_32,80303,event_overzone1_03_e,Speech,Locale_MainScenario:event_overzone1_03_e_32,False,,1,worry,,13,no,,3,sad,,15,worry,,113,31,1.0,,rapunzel,rapunzel,
event_overzone1_03_e_33,80303,event_overzone1_03_e,Speech,Locale_MainScenario:event_overzone1_03_e_33,True,,1,worry,,13,no,,3,sad,,15,worry,,31,31,1.0,,rapunzel,rapunzel,
event_overzone1_03_e_34,80303,event_overzone1_03_e,Speech,Locale_MainScenario:event_overzone1_03_e_34,True,,1,worry,,13,no,,3,sad,,15,worry,,31,31,1.0,,dorothy,dorothy,
event_overzone1_03_e_35,80303,event_overzone1_03_e,Speech,Locale_MainScenario:event_overzone1_03_e_35,True,,1,worry,,13,no,,3,sad,,15,worry,,31,31,1.0,,rapunzel,rapunzel,
event_overzone1_03_e_36,80303,event_overzone1_03_e,Speech,Locale_MainScenario:event_overzone1_03_e_36,True,,1,worry,,13,no,,3,sad,,15,worry,,31,31,1.0,,dorothy,dorothy,
event_overzone1_03_e_37,80303,event_overzone1_03_e,Speech,Locale_MainScenario:event_overzone1_03_e_37,True,,1,worry,,13,no,,3,no,,15,worry,,31,31,1.0,,rapunzel,rapunzel,
event_overzone1_03_e_38,80303,event_overzone1_03_e,Speech,Locale_MainScenario:event_overzone1_03_e_38,True,,1,angry,,13,no,,3,no,,15,worry,,31,31,1.0,,dorothy,dorothy,
event_overzone1_03_e_39,80303,event_overzone1_03_e,Speech,Locale_MainScenario:event_overzone1_03_e_39,True,,1,angry,,13,no,,3,no,,15,worry,,31,31,1.0,,rapunzel,rapunzel,
event_overzone1_03_e_40,80303,event_overzone1_03_e,Speech,Locale_MainScenario:event_overzone1_03_e_40,True,,1,angry,,13,no,,3,no,,15,worry,,31,31,1.0,,rapunzel,rapunzel,
event_overzone1_03_e_41,80303,event_overzone1_03_e,Speech,Locale_MainScenario:event_overzone1_03_e_41,True,,1,angry,,13,no,,3,no,,15,worry,,31,10,0.5,,dorothy,dorothy,
event_overzone1_03_e_42,80303,event_overzone1_03_e,Speech,Locale_MainScenario:event_overzone1_03_e_42,True,,1,angry,,13,no,,3,no,,15,worry,,130,130,1.0,,hongryeon,hongryeon,
event_overzone1_03_e_43,80303,event_overzone1_03_e,Speech,Locale_MainScenario:event_overzone1_03_e_43,True,,1,angry,,13,no,,3,no,,15,worry,,30,30,1.0,,rapunzel,rapunzel,
event_overzone1_03_e_44,80303,event_overzone1_03_e,Speech,Locale_MainScenario:event_overzone1_03_e_44,True,,1,angry,,13,no,,3,no,,15,worry,,10,10,1.0,,dorothy,dorothy,
event_overzone1_03_e_45,80303,event_overzone1_03_e,Speech,Locale_MainScenario:event_overzone1_03_e_45,True,,1,angry,,13,no,,3,no,,15,worry,,30,30,1.0,,rapunzel,rapunzel,
event_overzone1_03_e_46,80303,event_overzone1_03_e,Speech,Locale_MainScenario:event_overzone1_03_e_46,True,,1,think,,13,no,,3,no,,15,worry,,10,10,1.0,,dorothy,dorothy,
event_overzone1_03_e_47,80303,event_overzone1_03_e,Speech,Locale_MainScenario:event_overzone1_03_e_47,True,,1,think,,13,no,,3,no,,15,worry,,30,30,1.0,,rapunzel,rapunzel,
event_overzone1_03_e_48,80303,event_overzone1_03_e,Speech,Locale_MainScenario:event_overzone1_03_e_48,True,,1,think,,13,no,,3,no,,15,worry,,10,10,1.0,,dorothy,dorothy,
event_overzone1_03_e_49,80303,event_overzone1_03_e,Speech,Locale_MainScenario:event_overzone1_03_e_49,True,,1,think,,13,no,,3,no,,15,worry,,10,100,1.0,,dorothy,dorothy,
event_overzone1_03_e_50,80303,event_overzone1_03_e,Speech,Locale_MainScenario:event_overzone1_03_e_50,True,,1,think,,13,no,,3,no,,15,worry,,100,100,1.0,,dorothy,dorothy,
event_overzone1_03_e_51,80303,event_overzone1_03_e,Speech,Locale_MainScenario:event_overzone1_03_e_51,True,,1,think,,13,no,,3,sad,,15,worry,,300,300,1.0,,rapunzel,rapunzel,
event_overzone1_03_e_52,80303,event_overzone1_03_e,Speech,Locale_MainScenario:event_overzone1_03_e_52,True,,1,think,,13,no,,3,sad,,15,worry,,100,100,1.0,,dorothy,dorothy,
event_overzone1_03_e_53,80303,event_overzone1_03_e,Speech,Locale_MainScenario:event_overzone1_03_e_53,True,,1,think,,13,no,,3,sad,,15,worry,,100,100,1.0,,dorothy,dorothy,
event_overzone1_03_e_54,80303,event_overzone1_03_e,Speech,Locale_MainScenario:event_overzone1_03_e_54,True,,1,think,,13,no,,3,sad,,15,worry,,100,31,3.0,,rapunzel,rapunzel,
event_overzone1_03_e_55,80303,event_overzone1_03_e,Speech,Locale_MainScenario:event_overzone1_03_e_55,False,,1,worry,,13,no,,3,sad,,15,worry,,31,31,1.0,,dorothy,dorothy,
event_overzone1_03_e_56,80303,event_overzone1_03_e,Speech,Locale_MainScenario:event_overzone1_03_e_56,True,,1,worry,,13,no,,3,sad,,15,worry,,31,31,1.0,,dorothy,dorothy,
event_overzone1_03_e_57,80303,event_overzone1_03_e,Speech,Locale_MainScenario:event_overzone1_03_e_57,True,,1,worry,,13,idle,,3,sad,,15,worry,,31,113,1.0,,hongryeon,hongryeon,
event_overzone1_03_e_58,80303,event_overzone1_03_e,Speech,Locale_MainScenario:event_overzone1_03_e_58,True,,1,worry,,13,shy,,3,sad,,15,worry,,113,113,1.0,,hongryeon,hongryeon,
event_overzone1_03_e_59,80303,event_overzone1_03_e,Speech,Locale_MainScenario:event_overzone1_03_e_59,False,,1,worry,,13,shy,,3,sad,,15,worry,,113,113,1.0,,dorothy,dorothy,
event_overzone1_03_e_60,80303,event_overzone1_03_e,Speech,Locale_MainScenario:event_overzone1_03_e_60,True,,1,worry,,13,shy,,3,sad,,15,worry,,113,113,1.0,,hongryeon,hongryeon,
event_overzone1_03_e_61,80303,event_overzone1_03_e,Narration,Locale_MainScenario:event_overzone1_03_e_61,False,,1,think,,13,shy,,3,sad,,15,worry,,113,113,1.0,,,,
event_overzone1_03_e_62,80303,event_overzone1_03_e,Speech,Locale_MainScenario:event_overzone1_03_e_62,True,,1,think,,13,shy,,3,sad,,15,worry,,113,113,1.0,,hongryeon,hongryeon,
event_overzone1_03_e_63,80303,event_overzone1_03_e,Speech,Locale_MainScenario:event_overzone1_03_e_63,True,,1,think,,13,shy,,3,sad,,15,worry,,113,113,1.0,,dorothy,dorothy,
event_overzone1_03_e_64,80303,event_overzone1_03_e,Speech,Locale_MainScenario:event_overzone1_03_e_64,True,,1,think,,13,delight,,3,sad,,15,worry,,113,113,1.0,,hongryeon,hongryeon,
event_overzone1_03_e_65,80303,event_overzone1_03_e,Speech,Locale_MainScenario:event_overzone1_03_e_65,True,,1,think,,13,delight,,3,sad,,15,worry,,113,113,1.0,,dorothy,dorothy,
event_overzone1_03_e_66,80303,event_overzone1_03_e,Speech,Locale_MainScenario:event_overzone1_03_e_66,True,,1,angry,,13,delight,,3,sad,,15,worry,,113,113,1.0,,dorothy,dorothy,
event_overzone1_03_e_67,80303,event_overzone1_03_e,Speech,Locale_MainScenario:event_overzone1_03_e_67,True,,1,angry,,13,shy,,3,sad,,15,worry,,113,113,1.0,,hongryeon,hongryeon,
event_overzone1_03_e_68,80303,event_overzone1_03_e,Speech,Locale_MainScenario:event_overzone1_03_e_68,True,,1,angry,,13,shy,,3,sad,,15,worry,,113,113,1.0,,hongryeon,hongryeon,
event_overzone1_03_e_69,80303,event_overzone1_03_e,Speech,Locale_MainScenario:event_overzone1_03_e_69,False,,1,angry,,13,shy,,3,sad,,15,worry,,113,113,1.0,,dorothy,dorothy,
event_overzone1_03_e_70,80303,event_overzone1_03_e,Speech,Locale_MainScenario:event_overzone1_03_e_70,True,,1,angry,,13,shy,,3,sad,,15,worry,,113,S_150,2.0,,pinne,pinne,
event_overzone1_03_e_71,80303,event_overzone1_03_e,Speech,Locale_MainScenario:event_overzone1_03_e_71,True,,1,angry,,13,shy,,3,sad,,15,worry,,S_150,S_150,1.0,,pinne,pinne,
event_overzone1_03_e_72,80303,event_overzone1_03_e,Speech,Locale_MainScenario:event_overzone1_03_e_72,True,,1,think,,13,shy,,3,sad,,15,worry,,30,30,1.0,,rapunzel,rapunzel,
event_overzone1_03_e_73,80303,event_overzone1_03_e,Speech,Locale_MainScenario:event_overzone1_03_e_73,True,,1,think,,13,shy,,3,sad,,15,worry,,S_150,S_150,1.0,,pinne,pinne,
event_overzone1_03_e_74,80303,event_overzone1_03_e,Speech,Locale_MainScenario:event_overzone1_03_e_74,True,,1,think,,13,no,,3,sad,,15,worry,,S_150,1315,2.0,,hongryeon,hongryeon,
event_overzone1_03_e_75,80303,event_overzone1_03_e,Speech,Locale_MainScenario:event_overzone1_03_e_75,True,,1,think,,13,no,,3,sad,,15,angry,,1315,1315,1.0,,pinne,pinne,
event_overzone1_03_e_76,80303,event_overzone1_03_e,Speech,Locale_MainScenario:event_overzone1_03_e_76,True,,1,think,,13,no,,3,sad,,15,angry,,1315,1315,1.0,,hongryeon,hongryeon,
event_overzone1_03_e_77,80303,event_overzone1_03_e,Speech,Locale_MainScenario:event_overzone1_03_e_77,True,,1,think,,13,no,,3,sad,,15,angry,,1315,1315,1.0,none,pinne,pinne,
event_overzone1_03_e_78,80303,event_overzone1_03_e,Speech,Locale_MainScenario:event_overzone1_03_e_78,True,,1,think,,13,no,,3,sad,,15,angry,,1315,1315,1.0,bgm_story_promise,pinne,pinne,
event_overzone1_03_e_79,80303,event_overzone1_03_e,Speech,Locale_MainScenario:event_overzone1_03_e_79,False,,1,think,,13,no,,3,sad,,15,angry,,1315,1315,1.0,,hongryeon,hongryeon,
event_overzone1_03_e_80,80303,event_overzone1_03_e,Speech,Locale_MainScenario:event_overzone1_03_e_80,True,,1,think,,13,no,,3,sad,,15,angry,,1315,15,1.0,,pinne,pinne,
event_overzone1_03_e_81,80303,event_overzone1_03_e,Speech,Locale_MainScenario:event_overzone1_03_e_81,True,,1,think,,13,no,,3,sad,,15,angry,,15,15,1.0,,pinne,pinne,
event_overzone1_03_e_82,80303,event_overzone1_03_e,Speech,Locale_MainScenario:event_overzone1_03_e_82,True,,1,think,,13,no,,3,sad,,15,angry,,15,S_150,1.0,,pinne,pinne,
event_overzone1_03_e_83,80303,event_overzone1_03_e,Speech,Locale_MainScenario:event_overzone1_03_e_83,True,,1,think,,13,no,,3,sad,,15,angry,,S_150,S_150,1.0,,pinne,pinne,
event_overzone1_03_e_84,80303,event_overzone1_03_e,Speech,Locale_MainScenario:event_overzone1_03_e_84,True,,1,think,,13,no,,3,sad,,15,angry,,130,130,1.0,,hongryeon,hongryeon,
event_overzone1_03_e_85,80303,event_overzone1_03_e,Speech,Locale_MainScenario:event_overzone1_03_e_85,True,,1,think,,13,no,,3,sad,,15,angry,,S_150,S_150,1.0,,pinne,pinne,
event_overzone1_03_e_86,80303,event_overzone1_03_e,Speech,Locale_MainScenario:event_overzone1_03_e_86,True,,1,think,,13,no,,3,sad,,15,angry,,S_150,S_150,1.0,,pinne,pinne,
event_overzone1_03_e_87,80303,event_overzone1_03_e,Speech,Locale_MainScenario:event_overzone1_03_e_87,True,,1,think,,13,no,,3,sad,,15,angry,,S_150,1315,0.5,,hongryeon,hongryeon,
event_overzone1_03_e_88,80303,event_overzone1_03_e,Speech,Locale_MainScenario:event_overzone1_03_e_88,True,,1,think,,13,no,,3,sad,,15,angry,,1315,1315,1.0,,pinne,pinne,
event_overzone1_03_e_89,80303,event_overzone1_03_e,Speech,Locale_MainScenario:event_overzone1_03_e_89,True,,1,think,,13,no,,3,sad,,15,angry,,1315,1315,1.0,,pinne,pinne,
event_overzone1_03_e_90,80303,event_overzone1_03_e,Speech,Locale_MainScenario:event_overzone1_03_e_90,True,,1,think,,13,no,,3,sad,,15,angry,,1315,1315,1.0,,pinne,pinne,
event_overzone1_03_e_91,80303,event_overzone1_03_e,Speech,Locale_MainScenario:event_overzone1_03_e_91,False,,1,think,,13,no,,3,sad,,15,angry,,1315,1315,1.0,,hongryeon,hongryeon,
event_overzone1_03_e_92,80303,event_overzone1_03_e,Speech,Locale_MainScenario:event_overzone1_03_e_92,True,,1,think,,13,no,,3,sad,,15,angry,,1315,S_150,2.0,,pinne,pinne,
event_overzone1_03_e_93,80303,event_overzone1_03_e,Speech,Locale_MainScenario:event_overzone1_03_e_93,True,,1,think,,13,no,,3,sad,,15,angry,,S_150,S_150,1.0,,pinne,pinne,
event_overzone1_03_e_94,80303,event_overzone1_03_e,Speech,Locale_MainScenario:event_overzone1_03_e_94,False,,1,think,,13,no,,3,sad,,15,angry,,S_150,S_150,1.0,,dorothy,dorothy,
event_overzone1_03_e_95,80303,event_overzone1_03_e,Speech,Locale_MainScenario:event_overzone1_03_e_95,True,,1,think,,13,no,,3,sad,,15,angry,,S_150,S_1500,2.0,,pinne,pinne,
event_overzone1_03_e_96,80303,event_overzone1_03_e,Speech,Locale_MainScenario:event_overzone1_03_e_96,True,,1,think,,13,no,,3,sad,,15,angry,,S_1500,S_1500,1.0,,pinne,pinne,
event_overzone1_03_e_97,80303,event_overzone1_03_e,Narration,Locale_MainScenario:event_overzone1_03_e_97,False,,1,think,,13,no,,3,sad,,15,angry,,S_1500,S_1500,1.0,none,,,pinne
event_overzone1_03_e_98,80303,event_overzone1_03_e,Speech,Locale_MainScenario:event_overzone1_03_e_98,False,,1,think,,13,no,,3,sad,,,,,100,100,1.0,,dorothy,dorothy,
event_overzone1_03_e_99,80303,event_overzone1_03_e,Speech,Locale_MainScenario:event_overzone1_03_e_99,False,,1,think,,13,no,,3,sad,,,,,1300,1300,1.0,,hongryeon,hongryeon,
event_overzone1_03_e_100,80303,event_overzone1_03_e,Speech,Locale_MainScenario:event_overzone1_03_e_100,False,,1,think,,13,no,,3,sad,,,,,300,300,1.0,,rapunzel,rapunzel,
event_overzone1_03_e_101,80303,event_overzone1_03_e,Speech,Locale_MainScenario:event_overzone1_03_e_101,True,,1,think,,13,no,,3,sad,,,,,100,100,1.0,,dorothy,dorothy,
