id,event_id,group_id,speech_window,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,play_sound,fade,speaker,set_camera_shake,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,highlight,set_filter_01,characters/0/hide_char_id
event_icedragonsaga2_04_s_35,40065,event_icedragonsaga2_04_s,Speech,Locale_MainScenario:event_icedragonsaga2_04_s_35,False,,EventScene_icedragonsaga_09_1_3,EventScene_icedragonsaga_09_1_3,1.0,,,,maiden_w,,,,,,,
event_icedragonsaga2_04_s_36,40065,event_icedragonsaga2_04_s,Speech,Locale_MainScenario:event_icedragonsaga2_04_s_36,False,,EventScene_icedragonsaga_09_1_3,EventScene_icedragonsaga_09_2_1,1.0,,,,maiden_w,,,,,,,
event_icedragonsaga2_04_s_37,40065,event_icedragonsaga2_04_s,Speech,Locale_MainScenario:event_icedragonsaga2_04_s_37,False,,EventScene_icedragonsaga_09_2_1,EventScene_icedragonsaga_09_2_1,1.0,,,,maiden_w,,,,,,,
event_icedragonsaga2_04_s_38,40065,event_icedragonsaga2_04_s,Speech,Locale_MainScenario:event_icedragonsaga2_04_s_38,False,,EventScene_icedragonsaga_09_2_1,EventScene_icedragonsaga_09_2_1,1.0,,,,maiden_w,,,,,,,
event_icedragonsaga2_04_s_39,40065,event_icedragonsaga2_04_s,Speech,Locale_MainScenario:event_icedragonsaga2_04_s_39,False,,EventScene_icedragonsaga_09_2_1,EventScene_icedragonsaga_09_2_1,1.0,,sfx_scn_spellfreeze,,maiden_w,,,,,,,
event_icedragonsaga2_04_s_40,40065,event_icedragonsaga2_04_s,Narration,Locale_MainScenario:event_icedragonsaga2_04_s_40,False,,EventScene_icedragonsaga_09_2_1,EventScene_icedragonsaga_09_2_1,1.0,,,,,,,,,,,
event_icedragonsaga2_04_s_41,40065,event_icedragonsaga2_04_s,Narration,Locale_MainScenario:event_icedragonsaga2_04_s_41,False,,EventScene_icedragonsaga_09_2_1,EventScene_icedragonsaga_09_2_1,1.0,,sfx_scn_icecrack,,,,,,,,,
event_icedragonsaga2_04_s_42,40065,event_icedragonsaga2_04_s,Narration,Locale_MainScenario:event_icedragonsaga2_04_s_42,False,,EventScene_icedragonsaga_09_2_1,EventScene_icedragonsaga_09_2_1,1.0,,,,,,,,,,,
event_icedragonsaga2_04_s_43,40065,event_icedragonsaga2_04_s,Speech,Locale_MainScenario:event_icedragonsaga2_04_s_43,False,,EventScene_icedragonsaga_09_2_1,1,1.0,,,,guillotine_w,,,,,,,
event_icedragonsaga2_04_s_44,40065,event_icedragonsaga2_04_s,Speech,Locale_MainScenario:event_icedragonsaga2_04_s_44,False,,1,EventScene_icedragonsaga_09_1_1,0.5,,sfx_scn_darkspell,,guillotine_w,,,,,,,
event_icedragonsaga2_04_s_45,40065,event_icedragonsaga2_04_s,Narration,Locale_MainScenario:event_icedragonsaga2_04_s_45,False,,EventScene_icedragonsaga_09_1_1,EventScene_icedragonsaga_09_1_1,1.0,,,,,,,,,,,
event_icedragonsaga2_04_s_46,40065,event_icedragonsaga2_04_s,Narration,Locale_MainScenario:event_icedragonsaga2_04_s_46,False,,EventScene_icedragonsaga_09_1_1,EventScene_icedragonsaga_09_1_1,1.0,,,,,,,,,,,
event_icedragonsaga2_04_s_47,40065,event_icedragonsaga2_04_s,Speech,Locale_MainScenario:event_icedragonsaga2_04_s_47,False,,EventScene_icedragonsaga_09_1_1,EventScene_icedragonsaga_09_1_1,1.0,,,,maiden_w,,,,,,,
event_icedragonsaga2_04_s_48,40065,event_icedragonsaga2_04_s,Narration,Locale_MainScenario:event_icedragonsaga2_04_s_48,False,DragonCaslteOut,black,black,1.0,,sfx_scn_bodyhit,,,,,,,,,
event_icedragonsaga2_04_s_49,40065,event_icedragonsaga2_04_s,Narration,Locale_MainScenario:event_icedragonsaga2_04_s_49,False,,black,black,1.0,,,,,,,,,,,
event_icedragonsaga2_04_s_50,40065,event_icedragonsaga2_04_s,Narration,Locale_MainScenario:event_icedragonsaga2_04_s_50,False,,black,black,1.0,,sfx_scn_bodyhit,,,,maiden_w,1,angry,,,
event_icedragonsaga2_04_s_51,40065,event_icedragonsaga2_04_s,Speech,Locale_MainScenario:event_icedragonsaga2_04_s_51,True,,1,1,1.0,,,,maiden_w,,,1,angry,maiden_w,,
event_icedragonsaga2_04_s_52,40065,event_icedragonsaga2_04_s,Speech,Locale_MainScenario:event_icedragonsaga2_04_s_52,True,,1,L_10,0.5,,,,maiden_w,,,1,angry,maiden_w,,
event_icedragonsaga2_04_s_53,40065,event_icedragonsaga2_04_s,Narration,Locale_MainScenario:event_icedragonsaga2_04_s_53,False,,black,black,1.0,,sfx_scn_heavyhit,,,,,1,angry,,,
event_icedragonsaga2_04_s_54,40065,event_icedragonsaga2_04_s,Speech,Locale_MainScenario:event_icedragonsaga2_04_s_54,False,,black,black,1.0,,,,guillotine_w,,,1,angry,,,
event_icedragonsaga2_04_s_55,40065,event_icedragonsaga2_04_s,Speech,Locale_MainScenario:event_icedragonsaga2_04_s_55,True,,L_10,1,1.0,,,,maiden_w,,,1,worry,maiden_w,,
event_icedragonsaga2_04_s_56,40065,event_icedragonsaga2_04_s,Speech,Locale_MainScenario:event_icedragonsaga2_04_s_56,False,,1,1,1.0,,,,guillotine_w,,,1,worry,maiden_w,,
event_icedragonsaga2_04_s_57,40065,event_icedragonsaga2_04_s,Speech,Locale_MainScenario:event_icedragonsaga2_04_s_57,False,,1,1,1.0,,,,guillotine_w,,,1,worry,maiden_w,,
event_icedragonsaga2_04_s_58,40065,event_icedragonsaga2_04_s,Speech,Locale_MainScenario:event_icedragonsaga2_04_s_58,False,,1,1,1.0,,,,guillotine_w,,,1,worry,maiden_w,,
event_icedragonsaga2_04_s_59,40065,event_icedragonsaga2_04_s,Speech,Locale_MainScenario:event_icedragonsaga2_04_s_59,False,,1,1,1.0,,,,guillotine_w,,,1,worry,maiden_w,,
event_icedragonsaga2_04_s_60,40065,event_icedragonsaga2_04_s,Speech,Locale_MainScenario:event_icedragonsaga2_04_s_60,True,,1,1,1.0,,,,maiden_w,,,1,worry,maiden_w,,
event_icedragonsaga2_04_s_61,40065,event_icedragonsaga2_04_s,Speech,Locale_MainScenario:event_icedragonsaga2_04_s_61,False,,1,1,1.0,,,,guillotine_w,,,1,worry,maiden_w,,
event_icedragonsaga2_04_s_62,40065,event_icedragonsaga2_04_s,Speech,Locale_MainScenario:event_icedragonsaga2_04_s_62,False,,1,1,1.0,,,,guillotine_w,,,1,worry,maiden_w,,
event_icedragonsaga2_04_s_63,40065,event_icedragonsaga2_04_s,Speech,Locale_MainScenario:event_icedragonsaga2_04_s_63,False,,1,1,1.0,,,,guillotine_w,,,1,worry,maiden_w,,
event_icedragonsaga2_04_s_64,40065,event_icedragonsaga2_04_s,Speech,Locale_MainScenario:event_icedragonsaga2_04_s_64,False,,1,1,1.0,,,,guillotine_w,,,1,worry,maiden_w,,
event_icedragonsaga2_04_s_65,40065,event_icedragonsaga2_04_s,Speech,Locale_MainScenario:event_icedragonsaga2_04_s_65,True,,1,1,1.0,,,,maiden_w,,,1,sad,maiden_w,,
event_icedragonsaga2_04_s_66,40065,event_icedragonsaga2_04_s,Speech,Locale_MainScenario:event_icedragonsaga2_04_s_66,False,,1,1,1.0,,,,guillotine_w,,,1,sad,maiden_w,,
event_icedragonsaga2_04_s_67,40065,event_icedragonsaga2_04_s,Speech,Locale_MainScenario:event_icedragonsaga2_04_s_67,False,,1,1,1.0,,,,guillotine_w,,,1,sad,maiden_w,,
event_icedragonsaga2_04_s_68,40065,event_icedragonsaga2_04_s,Speech,Locale_MainScenario:event_icedragonsaga2_04_s_68,False,,1,1,1.0,,,,guillotine_w,,,1,sad,maiden_w,,
event_icedragonsaga2_04_s_69,40065,event_icedragonsaga2_04_s,Speech,Locale_MainScenario:event_icedragonsaga2_04_s_69,False,,1,1,1.0,,,,guillotine_w,,,1,sad,maiden_w,,
event_icedragonsaga2_04_s_70,40065,event_icedragonsaga2_04_s,Speech,Locale_MainScenario:event_icedragonsaga2_04_s_70,False,,1,1,1.0,,,,guillotine_w,,,1,sad,maiden_w,,
event_icedragonsaga2_04_s_71,40065,event_icedragonsaga2_04_s,Speech,Locale_MainScenario:event_icedragonsaga2_04_s_71,True,,1,L_10,0.5,none,sfx_scn_talkspellon,,maiden_w,,,1,sad,maiden_w,,
event_icedragonsaga2_04_s_72,40065,event_icedragonsaga2_04_s,Narration,Locale_MainScenario:event_icedragonsaga2_04_s_72,False,,L_10,L_10,1.0,,sfx_scn_retromessage,,,,,1,sad,maiden_w,,
event_icedragonsaga2_04_s_73,40065,event_icedragonsaga2_04_s,Narration,Locale_MainScenario:event_icedragonsaga2_04_s_73,False,,L_10,L_10,1.0,,sfx_scn_retromessage,,,,,1,sad,maiden_w,,
event_icedragonsaga2_04_s_74,40065,event_icedragonsaga2_04_s,Narration,Locale_MainScenario:event_icedragonsaga2_04_s_74,False,,L_10,L_10,1.0,,sfx_scn_retromessage,,,,,1,sad,maiden_w,Grey,
event_icedragonsaga2_04_s_75,40065,event_icedragonsaga2_04_s,Narration,Locale_MainScenario:event_icedragonsaga2_04_s_75,False,EventScene_icedragonsaga_10_1,black,black,1.0,event_bgm_icedragonsaga_curious,sfx_scn_retromessage,black,,,,1,sad,,,maiden_w
event_icedragonsaga2_04_s_76,40065,event_icedragonsaga2_04_s,Narration,Locale_MainScenario:event_icedragonsaga2_04_s_76,False,,black,black,1.0,,,,,,,,,,,
event_icedragonsaga2_04_s_77,40065,event_icedragonsaga2_04_s,Narration,Locale_MainScenario:event_icedragonsaga2_04_s_77,False,,black,black,1.0,,,,,,,,,,,
event_icedragonsaga2_04_s_78,40065,event_icedragonsaga2_04_s,Narration,Locale_MainScenario:event_icedragonsaga2_04_s_78,False,,black,black,1.0,,,,,,,,,,,
event_icedragonsaga2_04_s_79,40065,event_icedragonsaga2_04_s,Speech,Locale_MainScenario:event_icedragonsaga2_04_s_79,False,,black,black,1.0,,,,guillotine_w,,,,,,,
event_icedragonsaga2_04_s_80,40065,event_icedragonsaga2_04_s,Narration,Locale_MainScenario:event_icedragonsaga2_04_s_80,False,,black,black,1.0,,,,,,,,,,,
event_icedragonsaga2_04_s_81,40065,event_icedragonsaga2_04_s,Speech,Locale_MainScenario:event_icedragonsaga2_04_s_81,False,,1,1,1.0,,,,guillotine_w,,,,,,,
event_icedragonsaga2_04_s_82,40065,event_icedragonsaga2_04_s,Narration,Locale_MainScenario:event_icedragonsaga2_04_s_82,False,,1,1,1.0,,,,,,,,,,,
event_icedragonsaga2_04_s_83,40065,event_icedragonsaga2_04_s,Speech,Locale_MainScenario:event_icedragonsaga2_04_s_83,False,,1,1,1.0,,,,maiden_w,,,,,,,
event_icedragonsaga2_04_s_84,40065,event_icedragonsaga2_04_s,Narration,Locale_MainScenario:event_icedragonsaga2_04_s_84,False,,1,1,1.0,,,,,,,,,,,
event_icedragonsaga2_04_s_85,40065,event_icedragonsaga2_04_s,Narration,Locale_MainScenario:event_icedragonsaga2_04_s_85,False,,1,1,1.0,,sfx_scn_mirrorscene,,,,,,,,,
