id,event_id,group_id,speech_window,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,highlight,speaker,set_camera_shake,play_sound,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,characters/0/hide_char_id,characters/1/hide_char_id
event_schooloflock_01_e_12,40028,event_schooloflock_01_e,Speech,Locale_SubScenario:event_schooloflock_01_e_12,False,,1,1,1.0,,darkcirclestudent,darkcirclestudent,,,,,,,,,,,,,
event_schooloflock_01_e_13,40028,event_schooloflock_01_e,Speech,Locale_SubScenario:event_schooloflock_01_e_13,False,,1,1,1.0,,darkcirclestudent,darkcirclestudent,,,,,,,,,,,,,
event_schooloflock_01_e_14,40028,event_schooloflock_01_e,Speech,Locale_SubScenario:event_schooloflock_01_e_14,False,,1,1,1.0,,darkcirclestudent,darkcirclestudent,,,,,,,,,,,,,
event_schooloflock_01_e_15,40028,event_schooloflock_01_e,Speech,Locale_SubScenario:event_schooloflock_01_e_15,False,,1,1,1.0,,blackclothstudent,blackclothstudent,Low_2,,,,,,,,,,,,
event_schooloflock_01_e_16,40028,event_schooloflock_01_e,Self,Locale_SubScenario:event_schooloflock_01_e_16,False,,1,1,1.0,,,,,,,,,,,,,,,,
event_schooloflock_01_e_17,40028,event_schooloflock_01_e,Monologue,Locale_SubScenario:event_schooloflock_01_e_17,False,,1,15,1.0,,,,,,,,,,,,,,,,
event_schooloflock_01_e_18,40028,event_schooloflock_01_e,Narration,Locale_SubScenario:event_schooloflock_01_e_18,False,,15,15,1.0,,,,,,,,,,,,,,,,
event_schooloflock_01_e_19,40028,event_schooloflock_01_e,Monologue,Locale_SubScenario:event_schooloflock_01_e_19,False,,15,15,1.0,,,,,,,,,,,,,,,,
event_schooloflock_01_e_20,40028,event_schooloflock_01_e,Speech,Locale_SubScenario:event_schooloflock_01_e_20,False,,15,1,1.0,,darkcirclestudent,darkcirclestudent,Low_2,,,,,,,,,,,,
event_schooloflock_01_e_21,40028,event_schooloflock_01_e,Speech,Locale_SubScenario:event_schooloflock_01_e_21,False,,1,1,1.0,,blackclothstudent,blackclothstudent,Low_2,,,,,,,,,,,,
event_schooloflock_01_e_22,40028,event_schooloflock_01_e,Speech,Locale_SubScenario:event_schooloflock_01_e_22,False,,1,1,1.0,,darkcirclestudent,darkcirclestudent,Low_2,,,,,,,,,,,,
event_schooloflock_01_e_23,40028,event_schooloflock_01_e,Speech,Locale_SubScenario:event_schooloflock_01_e_23,False,,1,1,1.0,,blackclothstudent,blackclothstudent,Low_2,,,,,,,,,,,,
event_schooloflock_01_e_24,40028,event_schooloflock_01_e,Monologue,Locale_SubScenario:event_schooloflock_01_e_24,False,,1,1,1.0,,,,,sfx_scn_noisily,,,,,,,,,,,
event_schooloflock_01_e_25,40028,event_schooloflock_01_e,Self,Locale_SubScenario:event_schooloflock_01_e_25,False,,1,1,1.0,,,,,,,,,,,,,,,,
event_schooloflock_01_e_26,40028,event_schooloflock_01_e,Speech,Locale_SubScenario:event_schooloflock_01_e_26,False,,1,1,1.0,,unknown,unknown,,,,,,,,,,,,,
event_schooloflock_01_e_27,40028,event_schooloflock_01_e,Monologue,Locale_SubScenario:event_schooloflock_01_e_27,False,,1,10,0.6,,,,,,,,,,,,,,,,
event_schooloflock_01_e_28,40028,event_schooloflock_01_e,Speech,Locale_SubScenario:event_schooloflock_01_e_28,True,,10,10,1.0,,tia,tia,,,tia,1,delight,naga,13,surprise,,,,,
event_schooloflock_01_e_29,40028,event_schooloflock_01_e,Self,Locale_SubScenario:event_schooloflock_01_e_29,False,,10,10,1.0,,,,,,,1,delight,,13,surprise,,,,,
event_schooloflock_01_e_30,40028,event_schooloflock_01_e,Speech,Locale_SubScenario:event_schooloflock_01_e_30,True,,10,10,1.0,,tia,tia,,,,1,delight,,13,surprise,,,,,
event_schooloflock_01_e_31,40028,event_schooloflock_01_e,Speech,Locale_SubScenario:event_schooloflock_01_e_31,True,,10,12,1.0,,naga,naga,,,,1,delight,,13,surprise,,,,,
event_schooloflock_01_e_32,40028,event_schooloflock_01_e,Speech,Locale_SubScenario:event_schooloflock_01_e_32,True,,12,12,1.0,,naga,naga,,,,1,delight,,13,surprise,,,,,
event_schooloflock_01_e_33,40028,event_schooloflock_01_e,Speech,Locale_SubScenario:event_schooloflock_01_e_33,True,,12,12,1.0,,tia,tia,,,,1,idle,,13,surprise,,,,,
event_schooloflock_01_e_34,40028,event_schooloflock_01_e,Speech,Locale_SubScenario:event_schooloflock_01_e_34,True,,12,130,1.0,,naga,naga,,,,1,idle,,13,idle,,,,,
event_schooloflock_01_e_35,40028,event_schooloflock_01_e,Speech,Locale_SubScenario:event_schooloflock_01_e_35,True,,130,130,1.0,,naga,naga,,,,1,idle,,13,idle,,,,,
event_schooloflock_01_e_36,40028,event_schooloflock_01_e,Speech,Locale_SubScenario:event_schooloflock_01_e_36,True,,130,130,1.0,,naga,naga,,,,1,idle,,13,idle,,,,,
event_schooloflock_01_e_37,40028,event_schooloflock_01_e,Speech,Locale_SubScenario:event_schooloflock_01_e_37,True,,130,130,1.0,,naga,naga,,,,1,idle,,13,idle,,,,,
event_schooloflock_01_e_38,40028,event_schooloflock_01_e,Speech,Locale_SubScenario:event_schooloflock_01_e_38,True,,130,130,1.0,,naga,naga,,,,1,idle,,13,idle,,,,,
event_schooloflock_01_e_39,40028,event_schooloflock_01_e,Self,Locale_SubScenario:event_schooloflock_01_e_39,False,,130,130,1.0,,,,,,,1,idle,,13,idle,,,,,
event_schooloflock_01_e_40,40028,event_schooloflock_01_e,Speech,Locale_SubScenario:event_schooloflock_01_e_40,True,,130,12,1.0,,naga,naga,,,,1,idle,,13,surprise,,,,,
event_schooloflock_01_e_41,40028,event_schooloflock_01_e,Speech,Locale_SubScenario:event_schooloflock_01_e_41,True,,12,12,1.0,,naga,naga,,,,1,idle,,13,surprise,,,,,
event_schooloflock_01_e_42,40028,event_schooloflock_01_e,Speech,Locale_SubScenario:event_schooloflock_01_e_42,True,,12,12,1.0,,tia,tia,,,,1,surprise,,13,surprise,,,,,
event_schooloflock_01_e_43,40028,event_schooloflock_01_e,Self,Locale_SubScenario:event_schooloflock_01_e_43,False,,12,12,1.0,,,,,,,1,surprise,,13,surprise,,,,,
event_schooloflock_01_e_44,40028,event_schooloflock_01_e,Speech,Locale_SubScenario:event_schooloflock_01_e_44,True,,12,12,1.0,,tia,tia,,,,1,sad,,13,surprise,,,,,
event_schooloflock_01_e_45,40028,event_schooloflock_01_e,Speech,Locale_SubScenario:event_schooloflock_01_e_45,True,,12,12,1.0,,naga,naga,,,,1,sad,,13,surprise,,,,,
event_schooloflock_01_e_46,40028,event_schooloflock_01_e,Speech,Locale_SubScenario:event_schooloflock_01_e_46,True,,12,12,1.0,,tia,tia,,,,1,sad,,13,surprise,,,,,
event_schooloflock_01_e_47,40028,event_schooloflock_01_e,Self,Locale_SubScenario:event_schooloflock_01_e_47,False,,12,12,1.0,,,,,,,1,sad,,13,surprise,,,,,
event_schooloflock_01_e_48,40028,event_schooloflock_01_e,Speech,Locale_SubScenario:event_schooloflock_01_e_48,True,,12,15,1.0,,marciana,marciana,,,,1,sad,,13,surprise,marciana,15,surprise,,
event_schooloflock_01_e_49,40028,event_schooloflock_01_e,Self,Locale_SubScenario:event_schooloflock_01_e_49,False,,15,15,1.0,,,,,,,1,idle,,13,idle,,15,surprise,,
event_schooloflock_01_e_50,40028,event_schooloflock_01_e,Monologue,Locale_SubScenario:event_schooloflock_01_e_50,False,,15,150,1.0,,,,,,,1,idle,,13,idle,,15,surprise,,
event_schooloflock_01_e_51,40028,event_schooloflock_01_e,Speech,Locale_SubScenario:event_schooloflock_01_e_51,True,,150,150,1.0,,marciana,marciana,,,,1,idle,,13,idle,,15,surprise,,
event_schooloflock_01_e_52,40028,event_schooloflock_01_e,Speech,Locale_SubScenario:event_schooloflock_01_e_52,True,,150,150,1.0,,marciana,marciana,,,,1,idle,,13,idle,,15,surprise,,
event_schooloflock_01_e_53,40028,event_schooloflock_01_e,Speech,Locale_SubScenario:event_schooloflock_01_e_53,True,,150,150,1.0,,marciana,marciana,,,,1,idle,,13,idle,,15,surprise,,
event_schooloflock_01_e_54,40028,event_schooloflock_01_e,Monologue,Locale_SubScenario:event_schooloflock_01_e_54,False,,150,180,1.0,,,,,sfx_scn_noisily,,1,idle,,13,idle,,15,surprise,,
event_schooloflock_01_e_55,40028,event_schooloflock_01_e,Self,Locale_SubScenario:event_schooloflock_01_e_55,False,,180,180,1.0,,,,,,,1,idle,,13,idle,,15,surprise,,
event_schooloflock_01_e_56,40028,event_schooloflock_01_e,Speech,Locale_SubScenario:event_schooloflock_01_e_56,True,,180,150,1.0,,marciana,marciana,,,,1,idle,,13,idle,,15,think,,
event_schooloflock_01_e_57,40028,event_schooloflock_01_e,Speech,Locale_SubScenario:event_schooloflock_01_e_57,True,,150,150,1.0,,marciana,marciana,,,,1,idle,,13,idle,,15,think,,
event_schooloflock_01_e_58,40028,event_schooloflock_01_e,Speech,Locale_SubScenario:event_schooloflock_01_e_58,True,,150,150,1.0,,marciana,marciana,,,,1,idle,,13,idle,,15,idle,,
event_schooloflock_01_e_59,40028,event_schooloflock_01_e,Self,Locale_SubScenario:event_schooloflock_01_e_59,False,,150,150,1.0,,,,,,,1,idle,,13,idle,,15,idle,,
event_schooloflock_01_e_60,40028,event_schooloflock_01_e,Speech,Locale_SubScenario:event_schooloflock_01_e_60,True,,150,12,1.0,,tia,tia,,,,1,worry,,13,idle,,15,idle,,
event_schooloflock_01_e_61,40028,event_schooloflock_01_e,Speech,Locale_SubScenario:event_schooloflock_01_e_61,True,,12,12,1.0,,tia,tia,,,,1,worry,,13,idle,,15,idle,,
event_schooloflock_01_e_62,40028,event_schooloflock_01_e,Speech,Locale_SubScenario:event_schooloflock_01_e_62,True,,12,12,1.0,,naga,naga,,,,1,worry,,13,idle,,15,idle,,
event_schooloflock_01_e_63,40028,event_schooloflock_01_e,Speech,Locale_SubScenario:event_schooloflock_01_e_63,True,,12,12,1.0,,naga,naga,,,,1,worry,,13,idle,,15,idle,,
event_schooloflock_01_e_64,40028,event_schooloflock_01_e,Speech,Locale_SubScenario:event_schooloflock_01_e_64,True,,12,12,1.0,,tia,tia,,,,1,idle,,13,idle,,15,idle,,
event_schooloflock_01_e_65,40028,event_schooloflock_01_e,Speech,Locale_SubScenario:event_schooloflock_01_e_65,True,,12,12,1.0,,tia,tia,,,,1,idle,,13,idle,,15,idle,,
event_schooloflock_01_e_66,40028,event_schooloflock_01_e,Speech,Locale_SubScenario:event_schooloflock_01_e_66,True,,12,12,1.0,,naga,naga,,,,1,idle,,13,delight,,15,idle,,
event_schooloflock_01_e_67,40028,event_schooloflock_01_e,Speech,Locale_SubScenario:event_schooloflock_01_e_67,True,,12,12,1.0,,naga,naga,,,,1,idle,,13,delight,,15,idle,,
event_schooloflock_01_e_68,40028,event_schooloflock_01_e,Monologue,Locale_SubScenario:event_schooloflock_01_e_68,False,,12,12,1.0,,,,,,,1,idle,,13,delight,,15,idle,tia,naga
event_schooloflock_01_e_69,40028,event_schooloflock_01_e,Speech,Locale_SubScenario:event_schooloflock_01_e_69,True,,12,15,1.0,,marciana,marciana,,,,,,,,,,15,idle,,
event_schooloflock_01_e_70,40028,event_schooloflock_01_e,Self,Locale_SubScenario:event_schooloflock_01_e_70,False,,15,15,1.0,,,,,,,,,,,,,15,idle,,
