id,event_id,group_id,speech_window,highlight,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,speaker,play_sound,set_camera_shake,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/1/hide_char_id,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,characters/2/hide_char_id,characters/3/show_char_id,characters/3/set_char_position,characters/3/set_char_anim,characters/3/hide_char_id,characters/4/show_char_id,characters/4/set_char_position,characters/4/set_char_anim,characters/5/show_char_id,characters/5/set_char_position,characters/5/set_char_anim,characters/5/hide_char_id,characters/6/show_char_id,characters/6/set_char_position,characters/6/set_char_anim,characters/6/hide_char_id
event_ce004_1_04_e_33,40055,event_ce004_1_04_e,Monologue,rapi,Locale_SubScenario:event_ce004_1_04_e_33,False,,2,2,1.0,,,,,,1,angry,,,,,,15,idle,,,,,,,3,angry,,13,surprise,,,,,
event_ce004_1_04_e_34,40055,event_ce004_1_04_e,Speech,rapi,Locale_SubScenario:event_ce004_1_04_e_34,True,,2,2,1.0,,rapi,,,,1,angry,,,,,,15,idle,,,,,,,3,angry,,13,surprise,,,,,
event_ce004_1_04_e_35,40055,event_ce004_1_04_e,Speech,ce004_02,Locale_SubScenario:event_ce004_1_04_e_35,True,,2,2,1.0,,ce004_02,,,,1,angry,,,,,,15,idle,,,,,,,3,angry,,13,surprise,,,,,
event_ce004_1_04_e_36,40055,event_ce004_1_04_e,Speech,neon,Locale_SubScenario:event_ce004_1_04_e_36,True,,2,14,1.0,,neon,,,,1,angry,,,,,,15,surprise,,,,,,,3,angry,,13,surprise,,,,,
event_ce004_1_04_e_37,40055,event_ce004_1_04_e,Speech,ce004_03,Locale_SubScenario:event_ce004_1_04_e_37,True,,14,14,1.0,,ce004_03,,,,1,angry,,,,,,15,surprise,,,,,,,3,angry,,13,surprise,,,,,
event_ce004_1_04_e_38,40055,event_ce004_1_04_e,Speech,neon,Locale_SubScenario:event_ce004_1_04_e_38,True,,14,S_150,1.0,,neon,,,,1,angry,,,,,,15,no,,,,,,,3,angry,,13,surprise,,,,,
event_ce004_1_04_e_39,40055,event_ce004_1_04_e,Monologue,neon,Locale_SubScenario:event_ce004_1_04_e_39,False,,black,black,1.0,,,,,,1,angry,,,,,,15,no,,,,,,,3,angry,,13,surprise,,,,,
event_ce004_1_04_e_40,40055,event_ce004_1_04_e,Narration,neon,Locale_SubScenario:event_ce004_1_04_e_40,False,,black,black,1.0,,,sfx_scn_metalheavyhit,,,1,angry,,,,,,15,no,,,,,,,3,angry,,13,surprise,,,,,
event_ce004_1_04_e_41,40055,event_ce004_1_04_e,Monologue,neon,Locale_SubScenario:event_ce004_1_04_e_41,False,,14,14,1.0,,,,,,1,angry,,,,,,15,idle,,,,,,,3,angry,,13,surprise,,,,,
event_ce004_1_04_e_42,40055,event_ce004_1_04_e,Speech,ce004_03,Locale_SubScenario:event_ce004_1_04_e_42,True,,14,14,1.0,,ce004_03,,,,1,angry,,,,,,15,idle,,,,,,,3,angry,,13,angry,,,,,
event_ce004_1_04_e_43,40055,event_ce004_1_04_e,Speech,neon,Locale_SubScenario:event_ce004_1_04_e_43,True,,14,14,1.0,,neon,,,,1,angry,,,,,,15,idle,,,,,,,3,angry,,13,angry,,,,,
event_ce004_1_04_e_44,40055,event_ce004_1_04_e,Narration,neon,Locale_SubScenario:event_ce004_1_04_e_44,False,,14,14,1.0,,,sfx_scn_c832_fire,Low_2,,1,angry,,,,,,15,idle,,,,,,,3,angry,,13,angry,,,,,
event_ce004_1_04_e_45,40055,event_ce004_1_04_e,Speech,neon,Locale_SubScenario:event_ce004_1_04_e_45,True,,14,S_150,1.0,,neon,,,,1,angry,,,,,,15,no,,,,,,,3,angry,,13,angry,,,,,
event_ce004_1_04_e_46,40055,event_ce004_1_04_e,Monologue,neon,Locale_SubScenario:event_ce004_1_04_e_46,False,,black,black,1.0,,,,,,1,angry,,,,,,15,delight,,,,,,,3,angry,,13,angry,,,,,
event_ce004_1_04_e_47,40055,event_ce004_1_04_e,Speech,ce004_03,Locale_SubScenario:event_ce004_1_04_e_47,True,,14,14,1.0,,ce004_03,,,,1,angry,,,,,,15,delight,,,,,,,3,angry,,13,go,,,,,
event_ce004_1_04_e_48,40055,event_ce004_1_04_e,Speech,ce004_03,Locale_SubScenario:event_ce004_1_04_e_48,True,,14,14,1.0,,ce004_03,,,,1,angry,,,,,,15,delight,,,,,,,3,angry,,13,go,,,,,
event_ce004_1_04_e_49,40055,event_ce004_1_04_e,Speech,neon,Locale_SubScenario:event_ce004_1_04_e_49,True,,14,14,1.0,,neon,,,,1,angry,,,,,,15,delight,,,,,,,3,angry,,13,go,,,,,
event_ce004_1_04_e_50,40055,event_ce004_1_04_e,Speech,ce004_04_op,Locale_SubScenario:event_ce004_1_04_e_50,True,,14,14,1.0,,ce004_04,,,,1,angry,,,,,,15,delight,,,,,,,3,angry,,13,go,,ce004_04_op,OP_leftup,go,
event_ce004_1_04_e_51,40055,event_ce004_1_04_e,Speech,ce004_03,Locale_SubScenario:event_ce004_1_04_e_51,False,,14,14,1.0,,ce004_03,,,,1,angry,,,,,,15,delight,,,,,,,3,angry,,13,surprise,,,OP_leftup,go,
event_ce004_1_04_e_52,40055,event_ce004_1_04_e,Speech,neon,Locale_SubScenario:event_ce004_1_04_e_52,False,,14,14,1.0,,neon,,,,1,angry,,,,,,15,surprise,,,,,,,3,angry,,13,surprise,,,OP_leftup,go,
event_ce004_1_04_e_53,40055,event_ce004_1_04_e,Monologue,neon,Locale_SubScenario:event_ce004_1_04_e_53,False,,black,black,1.0,,,,,,13,angry,anis,15,sad,,,17,idle,,ce004_01,1,think,,,3,angry,,5,angry,,,OP_leftup,go,ce004_04_op
event_ce004_1_04_e_54,40055,event_ce004_1_04_e,Monologue,neon,Locale_SubScenario:event_ce004_1_04_e_54,False,,black,black,1.0,,,,,,13,angry,,15,sad,,,17,idle,,,1,think,,,3,angry,,5,angry,,,,,
event_ce004_1_04_e_55,40055,event_ce004_1_04_e,Speech,ce004_03,Locale_SubScenario:event_ce004_1_04_e_55,True,,50,50,1.0,,ce004_03,,,,13,worry,,15,sad,,,17,idle,,,1,think,,,3,think,,5,angry,,,,,
event_ce004_1_04_e_56,40055,event_ce004_1_04_e,Speech,ce004_01,Locale_SubScenario:event_ce004_1_04_e_56,True,,10,10,1.0,,ce004_01,,,,13,worry,,15,sad,,,17,idle,,,1,think,,,3,think,,5,angry,,,,,
event_ce004_1_04_e_57,40055,event_ce004_1_04_e,Speech,ce004_02,Locale_SubScenario:event_ce004_1_04_e_57,False,,30,30,1.0,,ce004_02,,,,13,worry,,15,sad,,,17,idle,,,1,think,,,3,think,,5,angry,,,,,
event_ce004_1_04_e_58,40055,event_ce004_1_04_e,Speech,anis,Locale_SubScenario:event_ce004_1_04_e_58,True,,14,14,1.0,,anis,,,,13,worry,,15,sad,,,17,idle,,,1,think,,,3,think,,5,angry,,,,,
event_ce004_1_04_e_59,40055,event_ce004_1_04_e,Speech,anis,Locale_SubScenario:event_ce004_1_04_e_59,True,,14,14,1.0,,anis,,,,13,worry,,15,sad,,,17,idle,,,1,think,,,3,think,,5,angry,,,,,
event_ce004_1_04_e_60,40055,event_ce004_1_04_e,Speech,rapi,Locale_SubScenario:event_ce004_1_04_e_60,True,,14,14,1.0,,rapi,,,,13,worry,,15,sad,,,17,idle,,,1,think,,,3,think,,5,angry,,,,,
event_ce004_1_04_e_61,40055,event_ce004_1_04_e,Speech,rapi,Locale_SubScenario:event_ce004_1_04_e_61,True,,14,14,1.0,,rapi,,,,13,worry,,15,sad,,,17,idle,,,1,think,,,3,think,,5,angry,,,,,
event_ce004_1_04_e_62,40055,event_ce004_1_04_e,Speech,rapi,Locale_SubScenario:event_ce004_1_04_e_62,True,,14,14,1.0,,rapi,,,,13,worry,,15,sad,,,17,idle,,,1,think,,,3,think,,5,angry,,,,,
event_ce004_1_04_e_63,40055,event_ce004_1_04_e,Self,rapi,Locale_SubScenario:event_ce004_1_04_e_63,False,,14,14,1.0,,,,,,13,worry,,15,sad,,,17,idle,,,1,think,,,3,think,,5,angry,,,,,
event_ce004_1_04_e_64,40055,event_ce004_1_04_e,Speech,anis,Locale_SubScenario:event_ce004_1_04_e_64,True,,14,150,1.0,,anis,,,,13,worry,,15,worry,,,17,idle,,,1,think,,,3,think,,5,angry,,,,,
event_ce004_1_04_e_65,40055,event_ce004_1_04_e,Speech,anis,Locale_SubScenario:event_ce004_1_04_e_65,True,,150,150,1.0,,anis,,,,13,worry,,15,worry,,,17,idle,,,1,think,,,3,think,,5,angry,,,,,
event_ce004_1_04_e_66,40055,event_ce004_1_04_e,Speech,anis,Locale_SubScenario:event_ce004_1_04_e_66,True,,150,150,1.0,,anis,,,,13,worry,,15,void,,,17,idle,,,1,think,,,3,think,,5,angry,,,,,
event_ce004_1_04_e_67,40055,event_ce004_1_04_e,Speech,anis,Locale_SubScenario:event_ce004_1_04_e_67,True,,150,150,1.0,,anis,,,,13,worry,,15,void,,,17,idle,,,1,think,,,3,think,,5,angry,,,,,
event_ce004_1_04_e_68,40055,event_ce004_1_04_e,Speech,anis,Locale_SubScenario:event_ce004_1_04_e_68,True,,150,150,1.0,,anis,,,,13,worry,,15,void,,,17,idle,,,1,think,,,3,think,,5,angry,,,,,
event_ce004_1_04_e_69,40055,event_ce004_1_04_e,Self,anis,Locale_SubScenario:event_ce004_1_04_e_69,False,,150,150,1.0,,,,,,13,worry,,15,void,,,17,idle,,,1,think,,,3,think,,5,angry,,,,,
event_ce004_1_04_e_70,40055,event_ce004_1_04_e,Speech,ce004_04_op,Locale_SubScenario:event_ce004_1_04_e_70,True,,150,14,1.0,,ce004_04,,,,13,worry,,15,void,,,17,idle,,,1,think,,,3,think,,5,angry,,ce004_04_op,OP_leftup,think,
event_ce004_1_04_e_71,40055,event_ce004_1_04_e,Speech,ce004_04_op,Locale_SubScenario:event_ce004_1_04_e_71,True,,14,14,1.0,,ce004_04,,,,13,worry,,15,void,,,17,idle,,,1,think,,,3,think,,5,angry,,,OP_leftup,think,
event_ce004_1_04_e_72,40055,event_ce004_1_04_e,Speech,ce004_04_op,Locale_SubScenario:event_ce004_1_04_e_72,True,,14,14,1.0,,ce004_04,,,,13,worry,,15,void,,,17,idle,,,1,think,,,3,think,,5,angry,,,OP_leftup,think,
event_ce004_1_04_e_73,40055,event_ce004_1_04_e,Speech,anis,Locale_SubScenario:event_ce004_1_04_e_73,True,,14,14,1.0,,anis,,,,13,worry,,15,sad,,,17,idle,,,1,think,,,3,think,,5,angry,,,OP_leftup,think,
event_ce004_1_04_e_74,40055,event_ce004_1_04_e,Speech,rapi,Locale_SubScenario:event_ce004_1_04_e_74,True,,14,14,1.0,,rapi,,,,13,worry,,15,sad,,,17,idle,,,1,think,,,3,think,,5,angry,,,OP_leftup,think,
event_ce004_1_04_e_75,40055,event_ce004_1_04_e,Self,rapi,Locale_SubScenario:event_ce004_1_04_e_75,False,,14,14,1.0,,,,,,13,worry,,15,sad,,,17,idle,,,1,think,,,3,think,,5,angry,,,OP_leftup,think,
event_ce004_1_04_e_76,40055,event_ce004_1_04_e,Self,Self,Locale_SubScenario:event_ce004_1_04_e_76,False,,14,14,1.0,,Self,,,,13,worry,,15,sad,,,17,idle,,,1,think,,,3,think,,5,angry,,,OP_leftup,think,
event_ce004_1_04_e_77,40055,event_ce004_1_04_e,Speech,rapi,Locale_SubScenario:event_ce004_1_04_e_77,True,,14,14,1.0,,rapi,,,,13,idle,,15,sad,,,17,idle,,,1,think,,,3,think,,5,angry,,,OP_leftup,think,
event_ce004_1_04_e_78,40055,event_ce004_1_04_e,Monologue,rapi,Locale_SubScenario:event_ce004_1_04_e_78,False,,black,black,1.0,,,,,,13,idle,,15,sad,,,17,idle,,,1,think,,,3,think,,5,angry,,,OP_leftup,think,ce004_04_op
event_ce004_1_04_e_79,40055,event_ce004_1_04_e,Monologue,rapi,Locale_SubScenario:event_ce004_1_04_e_79,False,,black,black,1.0,,,,,,13,idle,,15,sad,,,17,idle,,,1,think,,,3,think,,5,angry,,,,,
