id,event_id,group_id,speech_window,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,highlight,speaker,fade,set_camera_shake,play_sound,set_filter_01,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/0/hide_char_id
event_oldtales2_epilogue_26,40062,event_oldtales2_epilogue,Speech,Locale_MainScenario:event_oldtales2_epilogue_26,True,,100,100,1.0,,abe,abe,,,,,,1,idle,
event_oldtales2_epilogue_27,40062,event_oldtales2_epilogue,Speech,Locale_MainScenario:event_oldtales2_epilogue_27,True,,100,100,1.0,,abe,abe,,,,,,1,idle,
event_oldtales2_epilogue_28,40062,event_oldtales2_epilogue,Speech,Locale_MainScenario:event_oldtales2_epilogue_28,True,,100,10,1.0,,abe,abe,,,,,,1,idle,
event_oldtales2_epilogue_29,40062,event_oldtales2_epilogue,Speech,Locale_MainScenario:event_oldtales2_epilogue_29,True,Desert_03,10,10,1.0,,abe,abe,black,,,,,1,idle,
event_oldtales2_epilogue_30,40062,event_oldtales2_epilogue,Speech,Locale_MainScenario:event_oldtales2_epilogue_30,True,,10,100,1.0,,abe,abe,,,,,,1,idle,
event_oldtales2_epilogue_31,40062,event_oldtales2_epilogue,Speech,Locale_MainScenario:event_oldtales2_epilogue_31,True,,100,100,1.0,,abe,abe,,,,,,1,idle,
event_oldtales2_epilogue_32,40062,event_oldtales2_epilogue,Speech,Locale_MainScenario:event_oldtales2_epilogue_32,True,,100,100,1.0,,abe,abe,,,,,,1,idle,
event_oldtales2_epilogue_33,40062,event_oldtales2_epilogue,Speech,Locale_MainScenario:event_oldtales2_epilogue_33,True,,100,100,1.0,,abe,abe,,,,,,1,idle,
event_oldtales2_epilogue_34,40062,event_oldtales2_epilogue,Speech,Locale_MainScenario:event_oldtales2_epilogue_34,True,,100,10,1.0,,abe,abe,,,,,,1,idle,
event_oldtales2_epilogue_35,40062,event_oldtales2_epilogue,Speech,Locale_MainScenario:event_oldtales2_epilogue_35,False,,10,10,1.0,,abe,abe,,,,,,1,idle,
event_oldtales2_epilogue_36,40062,event_oldtales2_epilogue,Speech,Locale_MainScenario:event_oldtales2_epilogue_36,True,,10,10,1.0,,abe,abe,,,,,,1,idle,
event_oldtales2_epilogue_37,40062,event_oldtales2_epilogue,Speech,Locale_MainScenario:event_oldtales2_epilogue_37,True,,10,10,1.0,,abe,abe,,,,,,1,idle,
event_oldtales2_epilogue_38,40062,event_oldtales2_epilogue,Speech,Locale_MainScenario:event_oldtales2_epilogue_38,True,,10,10,1.0,,abe,abe,,,,,,1,idle,
event_oldtales2_epilogue_39,40062,event_oldtales2_epilogue,Speech,Locale_MainScenario:event_oldtales2_epilogue_39,True,,10,10,1.0,,abe,abe,,,,,,1,idle,
event_oldtales2_epilogue_40,40062,event_oldtales2_epilogue,Speech,Locale_MainScenario:event_oldtales2_epilogue_40,True,,10,10,1.0,,abe,abe,,,,,,1,idle,
event_oldtales2_epilogue_41,40062,event_oldtales2_epilogue,Speech,Locale_MainScenario:event_oldtales2_epilogue_41,True,,10,10,1.0,,abe,abe,,,,,,1,idle,
event_oldtales2_epilogue_42,40062,event_oldtales2_epilogue,Speech,Locale_MainScenario:event_oldtales2_epilogue_42,True,,10,10,1.0,,abe,abe,,,,,,1,delight,
event_oldtales2_epilogue_43,40062,event_oldtales2_epilogue,Speech,Locale_MainScenario:event_oldtales2_epilogue_43,True,,10,10,1.0,,abe,abe,,,,,,1,delight,
event_oldtales2_epilogue_44,40062,event_oldtales2_epilogue,Speech,Locale_MainScenario:event_oldtales2_epilogue_44,True,,10,10,1.0,,abe,abe,,,,,,1,delight,
event_oldtales2_epilogue_45,40062,event_oldtales2_epilogue,Narration,Locale_MainScenario:event_oldtales2_epilogue_45,False,RuinIndoor,black,black,1.0,,,,black,,,,,1,delight,
event_oldtales2_epilogue_46,40062,event_oldtales2_epilogue,Speech,Locale_MainScenario:event_oldtales2_epilogue_46,True,,10,1,1.0,,abe,abe,,,,,,1,idle,
event_oldtales2_epilogue_47,40062,event_oldtales2_epilogue,Speech,Locale_MainScenario:event_oldtales2_epilogue_47,True,,1,1,1.0,,abe,abe,,,,,,1,idle,
event_oldtales2_epilogue_48,40062,event_oldtales2_epilogue,Speech,Locale_MainScenario:event_oldtales2_epilogue_48,True,,1,1,1.0,,abe,abe,,,,,,1,idle,
event_oldtales2_epilogue_49,40062,event_oldtales2_epilogue,Speech,Locale_MainScenario:event_oldtales2_epilogue_49,True,,1,1,1.0,,abe,abe,,,,,,1,idle,
event_oldtales2_epilogue_50,40062,event_oldtales2_epilogue,Speech,Locale_MainScenario:event_oldtales2_epilogue_50,True,,1,10,1.0,,abe,abe,,,,,,1,idle,
event_oldtales2_epilogue_51,40062,event_oldtales2_epilogue,Speech,Locale_MainScenario:event_oldtales2_epilogue_51,True,,10,10,1.0,,abe,abe,,,,,,1,idle,
event_oldtales2_epilogue_52,40062,event_oldtales2_epilogue,Speech,Locale_MainScenario:event_oldtales2_epilogue_52,True,,10,10,1.0,,abe,abe,,,,,,1,idle,
event_oldtales2_epilogue_53,40062,event_oldtales2_epilogue,Speech,Locale_MainScenario:event_oldtales2_epilogue_53,True,,10,10,1.0,,abe,abe,,,,,,1,idle,
event_oldtales2_epilogue_54,40062,event_oldtales2_epilogue,Speech,Locale_MainScenario:event_oldtales2_epilogue_54,True,,10,10,1.0,,abe,abe,,,,,,1,think,
event_oldtales2_epilogue_55,40062,event_oldtales2_epilogue,Narration,Locale_MainScenario:event_oldtales2_epilogue_55,False,,black,black,1.0,,,,black,,,,,1,angry,
event_oldtales2_epilogue_56,40062,event_oldtales2_epilogue,Speech,Locale_MainScenario:event_oldtales2_epilogue_56,True,,10,100,0.7,,abe,abe,,,,,,1,angry,
event_oldtales2_epilogue_57,40062,event_oldtales2_epilogue,Speech,Locale_MainScenario:event_oldtales2_epilogue_57,True,,100,100,1.0,,abe,abe,,,,,,1,angry,
event_oldtales2_epilogue_58,40062,event_oldtales2_epilogue,Speech,Locale_MainScenario:event_oldtales2_epilogue_58,True,,100,100,1.0,,abe,abe,,,,,,1,angry,
event_oldtales2_epilogue_59,40062,event_oldtales2_epilogue,Speech,Locale_MainScenario:event_oldtales2_epilogue_59,False,,100,100,1.0,,abe,abe,,,,,,1,angry,
event_oldtales2_epilogue_60,40062,event_oldtales2_epilogue,Speech,Locale_MainScenario:event_oldtales2_epilogue_60,True,,100,10,1.0,,abe,abe,,,,,,1,angry,
event_oldtales2_epilogue_61,40062,event_oldtales2_epilogue,Speech,Locale_MainScenario:event_oldtales2_epilogue_61,True,,10,10,1.0,,abe,abe,,,,,,1,angry,
event_oldtales2_epilogue_62,40062,event_oldtales2_epilogue,Speech,Locale_MainScenario:event_oldtales2_epilogue_62,True,,10,10,1.0,,abe,abe,,,,,,1,angry,
event_oldtales2_epilogue_63,40062,event_oldtales2_epilogue,Speech,Locale_MainScenario:event_oldtales2_epilogue_63,True,,10,100,0.5,,abe,abe,black,,,,,1,angry,
event_oldtales2_epilogue_64,40062,event_oldtales2_epilogue,Speech,Locale_MainScenario:event_oldtales2_epilogue_64,True,,100,100,0.5,,abe,abe,,,,,,1,angry,
event_oldtales2_epilogue_65,40062,event_oldtales2_epilogue,Speech,Locale_MainScenario:event_oldtales2_epilogue_65,True,,100,100,1.0,,abe,abe,,,,,,1,angry,
event_oldtales2_epilogue_66,40062,event_oldtales2_epilogue,Speech,Locale_MainScenario:event_oldtales2_epilogue_66,True,,100,100,1.0,,abe,abe,,,,,,1,angry,
event_oldtales2_epilogue_67,40062,event_oldtales2_epilogue,Speech,Locale_MainScenario:event_oldtales2_epilogue_67,True,,100,10,1.0,,abe,abe,,,,,,1,angry,
event_oldtales2_epilogue_68,40062,event_oldtales2_epilogue,Speech,Locale_MainScenario:event_oldtales2_epilogue_68,True,,10,10,1.0,,abe,abe,,,,,,1,angry,
event_oldtales2_epilogue_69,40062,event_oldtales2_epilogue,Speech,Locale_MainScenario:event_oldtales2_epilogue_69,True,,10,10,1.0,,abe,abe,,,,,,1,angry,
event_oldtales2_epilogue_70,40062,event_oldtales2_epilogue,Speech,Locale_MainScenario:event_oldtales2_epilogue_70,False,,10,10,1.0,,abe,abe,,,,,,1,think,
event_oldtales2_epilogue_71,40062,event_oldtales2_epilogue,Speech,Locale_MainScenario:event_oldtales2_epilogue_71,True,,10,100,1.0,,abe,abe,,,,,,1,think,
event_oldtales2_epilogue_72,40062,event_oldtales2_epilogue,Speech,Locale_MainScenario:event_oldtales2_epilogue_72,False,,100,100,1.0,,abe,abe,,,,,,1,think,
event_oldtales2_epilogue_73,40062,event_oldtales2_epilogue,Speech,Locale_MainScenario:event_oldtales2_epilogue_73,True,,100,100,1.0,,abe,abe,,,,,,1,think,
event_oldtales2_epilogue_74,40062,event_oldtales2_epilogue,Speech,Locale_MainScenario:event_oldtales2_epilogue_74,True,,100,100,1.0,,abe,abe,,,,,,1,think,
event_oldtales2_epilogue_75,40062,event_oldtales2_epilogue,Speech,Locale_MainScenario:event_oldtales2_epilogue_75,True,,100,100,1.0,,abe,abe,,,,,,1,think,
event_oldtales2_epilogue_76,40062,event_oldtales2_epilogue,Speech,Locale_MainScenario:event_oldtales2_epilogue_76,True,,100,100,1.0,,abe,abe,black,,,,,1,surprise,
event_oldtales2_epilogue_77,40062,event_oldtales2_epilogue,Speech,Locale_MainScenario:event_oldtales2_epilogue_77,True,,100,10,1.0,,abe,abe,,,,,,1,surprise,
event_oldtales2_epilogue_78,40062,event_oldtales2_epilogue,Speech,Locale_MainScenario:event_oldtales2_epilogue_78,True,,10,10,1.0,,abe,abe,,,,,,1,surprise,
event_oldtales2_epilogue_79,40062,event_oldtales2_epilogue,Speech,Locale_MainScenario:event_oldtales2_epilogue_79,True,,10,10,1.0,,abe,abe,,,,,,1,surprise,
event_oldtales2_epilogue_80,40062,event_oldtales2_epilogue,Speech,Locale_MainScenario:event_oldtales2_epilogue_80,True,,10,10,1.0,,abe,abe,,,,,,1,surprise,
event_oldtales2_epilogue_81,40062,event_oldtales2_epilogue,Speech,Locale_MainScenario:event_oldtales2_epilogue_81,True,,10,10,1.0,,abe,abe,,,,,,1,surprise,
event_oldtales2_epilogue_82,40062,event_oldtales2_epilogue,Speech,Locale_MainScenario:event_oldtales2_epilogue_82,False,,10,10,1.0,,abe,abe,,,,,,1,surprise,
event_oldtales2_epilogue_83,40062,event_oldtales2_epilogue,Speech,Locale_MainScenario:event_oldtales2_epilogue_83,True,,10,10,1.0,,abe,abe,,,,,,1,surprise,
event_oldtales2_epilogue_84,40062,event_oldtales2_epilogue,Speech,Locale_MainScenario:event_oldtales2_epilogue_84,False,,10,10,1.0,,abe,abe,,,,,,1,think,
event_oldtales2_epilogue_85,40062,event_oldtales2_epilogue,Speech,Locale_MainScenario:event_oldtales2_epilogue_85,False,,10,1,1.0,,abe,abe,,,,,,1,think,
event_oldtales2_epilogue_86,40062,event_oldtales2_epilogue,Speech,Locale_MainScenario:event_oldtales2_epilogue_86,True,,1,1,1.0,,abe,abe,,,,,,1,think,
event_oldtales2_epilogue_87,40062,event_oldtales2_epilogue,Speech,Locale_MainScenario:event_oldtales2_epilogue_87,True,,1,1,1.0,,abe,abe,,,,,,1,think,
event_oldtales2_epilogue_88,40062,event_oldtales2_epilogue,Speech,Locale_MainScenario:event_oldtales2_epilogue_88,True,,1,10,1.0,,abe,abe,,,,,,1,think,
event_oldtales2_epilogue_89,40062,event_oldtales2_epilogue,Speech,Locale_MainScenario:event_oldtales2_epilogue_89,True,,10,100,1.0,,abe,abe,,,,,,1,think,
event_oldtales2_epilogue_90,40062,event_oldtales2_epilogue,Speech,Locale_MainScenario:event_oldtales2_epilogue_90,True,,100,100,1.0,,abe,abe,,Low_2,,,,1,think,
event_oldtales2_epilogue_91,40062,event_oldtales2_epilogue,Speech,Locale_MainScenario:event_oldtales2_epilogue_91,False,,100,100,1.0,,abe,abe,,,,,,1,think,
event_oldtales2_epilogue_92,40062,event_oldtales2_epilogue,Speech,Locale_MainScenario:event_oldtales2_epilogue_92,True,,100,100,1.0,,abe,abe,,,,,,1,think,
event_oldtales2_epilogue_93,40062,event_oldtales2_epilogue,Speech,Locale_MainScenario:event_oldtales2_epilogue_93,True,,100,100,1.0,,abe,abe,,,,,,1,think,
event_oldtales2_epilogue_94,40062,event_oldtales2_epilogue,Speech,Locale_MainScenario:event_oldtales2_epilogue_94,True,,100,100,1.0,,abe,abe,,,,,,1,think,
event_oldtales2_epilogue_95,40062,event_oldtales2_epilogue,Speech,Locale_MainScenario:event_oldtales2_epilogue_95,True,,100,100,1.0,,abe,abe,,,,,,1,think,
event_oldtales2_epilogue_96,40062,event_oldtales2_epilogue,Speech,Locale_MainScenario:event_oldtales2_epilogue_96,True,,100,100,1.0,,abe,abe,,,,,,1,idle,
event_oldtales2_epilogue_97,40062,event_oldtales2_epilogue,Speech,Locale_MainScenario:event_oldtales2_epilogue_97,True,,100,10,1.0,,abe,abe,,,,,,1,idle,
event_oldtales2_epilogue_98,40062,event_oldtales2_epilogue,Narration,Locale_MainScenario:event_oldtales2_epilogue_98,False,Desert_05,black,black,1.0,,abe,,black,,,,,1,idle,
event_oldtales2_epilogue_99,40062,event_oldtales2_epilogue,Speech,Locale_MainScenario:event_oldtales2_epilogue_99,False,,100,100,1.0,,abe,abe,,,,,,1,surprise,
event_oldtales2_epilogue_100,40062,event_oldtales2_epilogue,Speech,Locale_MainScenario:event_oldtales2_epilogue_100,True,,100,10,0.5,,abe,abe,,,,,,1,surprise,
event_oldtales2_epilogue_101,40062,event_oldtales2_epilogue,Speech,Locale_MainScenario:event_oldtales2_epilogue_101,True,,10,10,1.0,,abe,abe,,,,,,1,surprise,
event_oldtales2_epilogue_102,40062,event_oldtales2_epilogue,Speech,Locale_MainScenario:event_oldtales2_epilogue_102,True,,10,10,1.0,,abe,abe,,,,,,1,delight,
event_oldtales2_epilogue_103,40062,event_oldtales2_epilogue,Speech,Locale_MainScenario:event_oldtales2_epilogue_103,True,,10,10,1.0,,abe,abe,,,,,,1,delight,
event_oldtales2_epilogue_104,40062,event_oldtales2_epilogue,Speech,Locale_MainScenario:event_oldtales2_epilogue_104,True,,10,10,1.0,,abe,abe,,,,,,1,delight,
event_oldtales2_epilogue_105,40062,event_oldtales2_epilogue,Speech,Locale_MainScenario:event_oldtales2_epilogue_105,True,Laboratory,black,black,1.0,,researcher,researcher,black,,,,,1,rage,
event_oldtales2_epilogue_106,40062,event_oldtales2_epilogue,Speech,Locale_MainScenario:event_oldtales2_epilogue_106,True,,black,black,1.0,,researcher,researcher,,,,,,1,rage,
event_oldtales2_epilogue_107,40062,event_oldtales2_epilogue,Speech,Locale_MainScenario:event_oldtales2_epilogue_107,True,,black,black,1.0,,researcher,researcher,,,,,,1,rage,
event_oldtales2_epilogue_108,40062,event_oldtales2_epilogue,Speech,Locale_MainScenario:event_oldtales2_epilogue_108,True,,10,100,0.5,,abe,abe,,,,,,1,rage,
event_oldtales2_epilogue_109,40062,event_oldtales2_epilogue,Speech,Locale_MainScenario:event_oldtales2_epilogue_109,True,,100,100,1.0,,abe,abe,,,,,,1,rage,
event_oldtales2_epilogue_110,40062,event_oldtales2_epilogue,Speech,Locale_MainScenario:event_oldtales2_epilogue_110,True,,100,100,1.0,,abe,abe,,,,,,1,rage,
event_oldtales2_epilogue_111,40062,event_oldtales2_epilogue,Speech,Locale_MainScenario:event_oldtales2_epilogue_111,True,,100,100,1.0,,researcher,researcher,,,,,,1,rage,
event_oldtales2_epilogue_112,40062,event_oldtales2_epilogue,Speech,Locale_MainScenario:event_oldtales2_epilogue_112,True,,100,100,1.0,,researcher,researcher,,,,,,1,rage,
event_oldtales2_epilogue_113,40062,event_oldtales2_epilogue,Speech,Locale_MainScenario:event_oldtales2_epilogue_113,True,,100,100,1.0,,researcher,researcher,,,,,,1,rage,
event_oldtales2_epilogue_114,40062,event_oldtales2_epilogue,Speech,Locale_MainScenario:event_oldtales2_epilogue_114,True,,100,100,1.0,,researcher,researcher,,,,,,1,rage,
event_oldtales2_epilogue_115,40062,event_oldtales2_epilogue,Speech,Locale_MainScenario:event_oldtales2_epilogue_115,True,,100,100,1.0,,researcher,researcher,,,,,,1,rage,
event_oldtales2_epilogue_116,40062,event_oldtales2_epilogue,Speech,Locale_MainScenario:event_oldtales2_epilogue_116,True,,100,100,1.0,,abe,abe,,,,,,1,rage,
event_oldtales2_epilogue_117,40062,event_oldtales2_epilogue,Speech,Locale_MainScenario:event_oldtales2_epilogue_117,True,,100,100,1.0,,researcher,researcher,,,,,,1,rage,
event_oldtales2_epilogue_118,40062,event_oldtales2_epilogue,Speech,Locale_MainScenario:event_oldtales2_epilogue_118,True,,100,100,1.0,,researcher,researcher,,,,,,1,rage,
event_oldtales2_epilogue_119,40062,event_oldtales2_epilogue,Narration,Locale_MainScenario:event_oldtales2_epilogue_119,False,,black,black,1.0,,,,black,,,,,1,surprise,abe
event_oldtales2_epilogue_120,40062,event_oldtales2_epilogue,Speech,Locale_MainScenario:event_oldtales2_epilogue_120,True,,100,100,1.0,,researcher,researcher,,,,,,,,
event_oldtales2_epilogue_121,40062,event_oldtales2_epilogue,Speech,Locale_MainScenario:event_oldtales2_epilogue_121,True,,100,100,1.0,,researcher,researcher,,,,,,,,
event_oldtales2_epilogue_122,40062,event_oldtales2_epilogue,Speech,Locale_MainScenario:event_oldtales2_epilogue_122,True,,100,100,1.0,,researcher,researcher,,,,,,,,
event_oldtales2_epilogue_123,40062,event_oldtales2_epilogue,Speech,Locale_MainScenario:event_oldtales2_epilogue_123,True,,100,1,1.5,,researcher,researcher,,,,,,,,
event_oldtales2_epilogue_124,40062,event_oldtales2_epilogue,Speech,Locale_MainScenario:event_oldtales2_epilogue_124,True,,1,1,1.0,,researcher,researcher,,,,,,,,
event_oldtales2_epilogue_125,40062,event_oldtales2_epilogue,Speech,Locale_MainScenario:event_oldtales2_epilogue_125,True,,1,1,1.0,,researcher,researcher,,,,,,,,
event_oldtales2_epilogue_126,40062,event_oldtales2_epilogue,Speech,Locale_MainScenario:event_oldtales2_epilogue_126,True,,1,1,1.0,,researcher,researcher,,,,,,,,
event_oldtales2_epilogue_127,40062,event_oldtales2_epilogue,Speech,Locale_MainScenario:event_oldtales2_epilogue_127,True,JunkMountain,black,black,1.0,,abe,abe,black,,,,abe,1,surprise,
event_oldtales2_epilogue_128,40062,event_oldtales2_epilogue,Speech,Locale_MainScenario:event_oldtales2_epilogue_128,True,,black,black,1.0,,abe,abe,,,,,,1,surprise,
event_oldtales2_epilogue_129,40062,event_oldtales2_epilogue,Speech,Locale_MainScenario:event_oldtales2_epilogue_129,True,,black,black,1.0,,abe,abe,,,,,,1,surprise,
event_oldtales2_epilogue_130,40062,event_oldtales2_epilogue,Speech,Locale_MainScenario:event_oldtales2_epilogue_130,True,,black,black,1.0,,abe,abe,,,,,,1,surprise,
event_oldtales2_epilogue_131,40062,event_oldtales2_epilogue,Narration,Locale_MainScenario:event_oldtales2_epilogue_131,False,,black,black,1.0,,abe,,,,sfx_scn_waterbodydrop,,,1,surprise,
event_oldtales2_epilogue_132,40062,event_oldtales2_epilogue,Speech,Locale_MainScenario:event_oldtales2_epilogue_132,False,,abeface_01,abeface_01,1.0,,abe,abe,,,,Vignetting,,1,surprise,
event_oldtales2_epilogue_133,40062,event_oldtales2_epilogue,Speech,Locale_MainScenario:event_oldtales2_epilogue_133,True,,abeface_01,abeface_01,1.0,,abe,abe,,,,Vignetting,,1,surprise,
event_oldtales2_epilogue_134,40062,event_oldtales2_epilogue,Speech,Locale_MainScenario:event_oldtales2_epilogue_134,True,,abeface_01,abeface_01,1.0,,abe,abe,,,,Vignetting,,1,surprise,
event_oldtales2_epilogue_135,40062,event_oldtales2_epilogue,Speech,Locale_MainScenario:event_oldtales2_epilogue_135,True,,abeface_01,abeface_01,1.0,,abe,abe,,,,Vignetting,,1,surprise,
event_oldtales2_epilogue_136,40062,event_oldtales2_epilogue,Speech,Locale_MainScenario:event_oldtales2_epilogue_136,False,,abeface_01,abeface_01,1.0,,abe,abe,,,,Vignetting,,1,surprise,
event_oldtales2_epilogue_137,40062,event_oldtales2_epilogue,Speech,Locale_MainScenario:event_oldtales2_epilogue_137,True,,abeface_01,abeface_01,1.0,,abe,abe,,,,Vignetting,,1,surprise,
event_oldtales2_epilogue_138,40062,event_oldtales2_epilogue,Speech,Locale_MainScenario:event_oldtales2_epilogue_138,False,,abeface_01,abeface_01,1.0,,abe,abe,,,,Vignetting,,1,surprise,
event_oldtales2_epilogue_139,40062,event_oldtales2_epilogue,Narration,Locale_MainScenario:event_oldtales2_epilogue_139,False,,black,black,1.0,,abe,,,,sfx_scn_helmeton,,,1,special,
event_oldtales2_epilogue_140,40062,event_oldtales2_epilogue,Speech,Locale_MainScenario:event_oldtales2_epilogue_140,True,,abeface_01,100,1.5,,abe,abe,,,,,,1,special,
event_oldtales2_epilogue_141,40062,event_oldtales2_epilogue,Speech,Locale_MainScenario:event_oldtales2_epilogue_141,True,,100,100,1.0,,abe,abe,,,,,,1,special,
event_oldtales2_epilogue_142,40062,event_oldtales2_epilogue,Speech,Locale_MainScenario:event_oldtales2_epilogue_142,True,,100,10,1.0,,abe,abe,,,,,,1,special,
event_oldtales2_epilogue_143,40062,event_oldtales2_epilogue,Speech,Locale_MainScenario:event_oldtales2_epilogue_143,False,,10,10,1.0,,abe,abe,,,,,,1,special,
event_oldtales2_epilogue_144,40062,event_oldtales2_epilogue,Speech,Locale_MainScenario:event_oldtales2_epilogue_144,True,,10,10,1.0,,abe,abe,,,,,,1,special,
event_oldtales2_epilogue_145,40062,event_oldtales2_epilogue,Speech,Locale_MainScenario:event_oldtales2_epilogue_145,True,,10,10,1.0,,abe,abe,,,,,,1,special,
event_oldtales2_epilogue_146,40062,event_oldtales2_epilogue,Narration,Locale_MainScenario:event_oldtales2_epilogue_146,False,RuinIndoor,black,black,1.0,,abe,,black,,,,,1,pain,
event_oldtales2_epilogue_147,40062,event_oldtales2_epilogue,Speech,Locale_MainScenario:event_oldtales2_epilogue_147,True,,10,10,1.0,,abe,abe,,,,,,1,pain,
event_oldtales2_epilogue_148,40062,event_oldtales2_epilogue,Speech,Locale_MainScenario:event_oldtales2_epilogue_148,True,,10,10,1.0,,abe,abe,,,,,,1,pain,
event_oldtales2_epilogue_149,40062,event_oldtales2_epilogue,Speech,Locale_MainScenario:event_oldtales2_epilogue_149,True,,10,10,1.0,,abe,abe,,,,,,1,pain,
event_oldtales2_epilogue_150,40062,event_oldtales2_epilogue,Speech,Locale_MainScenario:event_oldtales2_epilogue_150,False,,10,10,1.0,,abe,abe,,,,,,1,pain,
event_oldtales2_epilogue_151,40062,event_oldtales2_epilogue,Speech,Locale_MainScenario:event_oldtales2_epilogue_151,False,,10,10,1.0,,abe,abe,,,,,,1,pain,
event_oldtales2_epilogue_152,40062,event_oldtales2_epilogue,Speech,Locale_MainScenario:event_oldtales2_epilogue_152,True,,10,100,1.0,,abe,abe,,,,,,1,pain,
