id,event_id,group_id,speech_window,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,highlight,speaker,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,play_sound,set_camera_shake,fade,characters/0/hide_char_id
event_queensorder_epilogue_18,40015,event_queensorder_epilogue,Speech,Locale_SubScenario:event_queensorder_epilogue_18,True,,10,10,1.0,,rosanna,rosanna,,1,idle,,,,
event_queensorder_epilogue_19,40015,event_queensorder_epilogue,Speech,Locale_SubScenario:event_queensorder_epilogue_19,True,,10,10,1.0,,rosanna,rosanna,,1,idle,,,,
event_queensorder_epilogue_20,40015,event_queensorder_epilogue,Self,Locale_SubScenario:event_queensorder_epilogue_20,False,,10,10,1.0,none,rosanna,,,1,idle,,,,
event_queensorder_epilogue_21,40015,event_queensorder_epilogue,Self,Locale_SubScenario:event_queensorder_epilogue_21,False,JunkMountain,7,3,2.0,,rosanna,,,3,idle,,,black,
event_queensorder_epilogue_22,40015,event_queensorder_epilogue,Speech,Locale_SubScenario:event_queensorder_epilogue_22,True,,3,30,2.0,,rosanna,rosanna,,3,idle,,,,
event_queensorder_epilogue_23,40015,event_queensorder_epilogue,Monologue,Locale_SubScenario:event_queensorder_epilogue_23,False,,30,10,2.0,,rosanna,,,1,idle,,,,
event_queensorder_epilogue_24,40015,event_queensorder_epilogue,Speech,Locale_SubScenario:event_queensorder_epilogue_24,True,,10,10,1.0,event_bgm_queensorder,rosanna,rosanna,,1,good,,,,
event_queensorder_epilogue_25,40015,event_queensorder_epilogue,Speech,Locale_SubScenario:event_queensorder_epilogue_25,True,,10,10,1.0,,rosanna,rosanna,,1,idle,,,,
event_queensorder_epilogue_26,40015,event_queensorder_epilogue,Monologue,Locale_SubScenario:event_queensorder_epilogue_26,False,,10,1,2.0,,rosanna,,,1,idle,,,,
event_queensorder_epilogue_27,40015,event_queensorder_epilogue,Monologue,Locale_SubScenario:event_queensorder_epilogue_27,False,,1,1,1.0,,rosanna,,,1,idle,,,,
event_queensorder_epilogue_28,40015,event_queensorder_epilogue,Monologue,Locale_SubScenario:event_queensorder_epilogue_28,False,,1,1,1.0,,rosanna,,,1,idle,,,,
event_queensorder_epilogue_29,40015,event_queensorder_epilogue,Self,Locale_SubScenario:event_queensorder_epilogue_29,False,,1,1,1.0,,rosanna,,,1,idle,,,,
event_queensorder_epilogue_30,40015,event_queensorder_epilogue,Speech,Locale_SubScenario:event_queensorder_epilogue_30,True,,1,10,2.0,,rosanna,rosanna,,1,idle,,,,
event_queensorder_epilogue_31,40015,event_queensorder_epilogue,Self,Locale_SubScenario:event_queensorder_epilogue_31,False,,10,10,1.0,,rosanna,,,1,idle,,,,
event_queensorder_epilogue_32,40015,event_queensorder_epilogue,Speech,Locale_SubScenario:event_queensorder_epilogue_32,True,,10,10,1.0,,rosanna,rosanna,,1,idle,,,,
event_queensorder_epilogue_33,40015,event_queensorder_epilogue,Self,Locale_SubScenario:event_queensorder_epilogue_33,False,,10,10,1.0,,rosanna,,,1,idle,,,,
event_queensorder_epilogue_34,40015,event_queensorder_epilogue,Speech,Locale_SubScenario:event_queensorder_epilogue_34,True,,10,10,1.0,,rosanna,rosanna,,1,good,,,,
event_queensorder_epilogue_35,40015,event_queensorder_epilogue,Self,Locale_SubScenario:event_queensorder_epilogue_35,False,,10,10,1.0,,rosanna,,,1,good,,,,
event_queensorder_epilogue_36,40015,event_queensorder_epilogue,Speech,Locale_SubScenario:event_queensorder_epilogue_36,True,,10,10,1.0,,rosanna,rosanna,,1,idle,,,,
event_queensorder_epilogue_37,40015,event_queensorder_epilogue,Speech,Locale_SubScenario:event_queensorder_epilogue_37,True,,10,10,1.0,,rosanna,rosanna,,1,idle,,,,
event_queensorder_epilogue_38,40015,event_queensorder_epilogue,Self,Locale_SubScenario:event_queensorder_epilogue_38,False,,10,10,1.0,,rosanna,,,1,idle,,,,
event_queensorder_epilogue_39,40015,event_queensorder_epilogue,Speech,Locale_SubScenario:event_queensorder_epilogue_39,True,,10,10,1.0,,rosanna,rosanna,,1,idle,,,,
event_queensorder_epilogue_40,40015,event_queensorder_epilogue,Speech,Locale_SubScenario:event_queensorder_epilogue_40,True,,10,10,1.0,,rosanna,rosanna,,1,idle,,,,
event_queensorder_epilogue_41,40015,event_queensorder_epilogue,Speech,Locale_SubScenario:event_queensorder_epilogue_41,True,,10,10,1.0,,rosanna,rosanna,,1,idle,,,,
event_queensorder_epilogue_42,40015,event_queensorder_epilogue,Self,Locale_SubScenario:event_queensorder_epilogue_42,False,,10,10,1.0,,rosanna,,,1,idle,,,,
event_queensorder_epilogue_43,40015,event_queensorder_epilogue,Speech,Locale_SubScenario:event_queensorder_epilogue_43,True,,10,100,1.0,,rosanna,rosanna,,1,idle,,,,
event_queensorder_epilogue_44,40015,event_queensorder_epilogue,Speech,Locale_SubScenario:event_queensorder_epilogue_44,True,,100,100,1.0,,rosanna,rosanna,,1,idle,,,,
event_queensorder_epilogue_45,40015,event_queensorder_epilogue,Speech,Locale_SubScenario:event_queensorder_epilogue_45,True,,100,100,1.0,,rosanna,rosanna,,1,idle,,,,
event_queensorder_epilogue_46,40015,event_queensorder_epilogue,Self,Locale_SubScenario:event_queensorder_epilogue_46,False,,100,100,1.0,,rosanna,,,1,idle,,,,
event_queensorder_epilogue_47,40015,event_queensorder_epilogue,Speech,Locale_SubScenario:event_queensorder_epilogue_47,True,,100,100,1.0,,rosanna,rosanna,,1,good,,,,
event_queensorder_epilogue_48,40015,event_queensorder_epilogue,Speech,Locale_SubScenario:event_queensorder_epilogue_48,True,,100,100,1.0,,rosanna,rosanna,,1,idle,,,,
event_queensorder_epilogue_49,40015,event_queensorder_epilogue,Speech,Locale_SubScenario:event_queensorder_epilogue_49,True,,100,100,1.0,,rosanna,rosanna,,1,idle,,,,
event_queensorder_epilogue_50,40015,event_queensorder_epilogue,Self,Locale_SubScenario:event_queensorder_epilogue_50,False,,100,100,1.0,,rosanna,,,1,idle,,,,
event_queensorder_epilogue_51,40015,event_queensorder_epilogue,Monologue,Locale_SubScenario:event_queensorder_epilogue_51,False,,100,100,1.0,,rosanna,,,1,idle,,,,
event_queensorder_epilogue_52,40015,event_queensorder_epilogue,Self,Locale_SubScenario:event_queensorder_epilogue_52,False,,100,100,1.0,,rosanna,,,1,idle,,,,
event_queensorder_epilogue_53,40015,event_queensorder_epilogue,Speech,Locale_SubScenario:event_queensorder_epilogue_53,True,,100,100,1.0,,rosanna,rosanna,,1,good,,,,
event_queensorder_epilogue_54,40015,event_queensorder_epilogue,Self,Locale_SubScenario:event_queensorder_epilogue_54,False,,100,100,1.0,,rosanna,,,1,good,,,,
event_queensorder_epilogue_55,40015,event_queensorder_epilogue,Speech,Locale_SubScenario:event_queensorder_epilogue_55,True,,100,10,2.0,,rosanna,rosanna,,1,idle,,,,
event_queensorder_epilogue_56,40015,event_queensorder_epilogue,Speech,Locale_SubScenario:event_queensorder_epilogue_56,True,,10,10,1.0,,rosanna,rosanna,,1,idle,,,,
event_queensorder_epilogue_57,40015,event_queensorder_epilogue,Speech,Locale_SubScenario:event_queensorder_epilogue_57,True,,10,10,1.0,,rosanna,rosanna,,1,idle,,,,
event_queensorder_epilogue_58,40015,event_queensorder_epilogue,Self,Locale_SubScenario:event_queensorder_epilogue_58,False,,10,10,1.0,,rosanna,,,1,idle,,,,
event_queensorder_epilogue_59,40015,event_queensorder_epilogue,Speech,Locale_SubScenario:event_queensorder_epilogue_59,True,,10,10,1.0,,rosanna,rosanna,,1,idle,,,,
event_queensorder_epilogue_60,40015,event_queensorder_epilogue,Speech,Locale_SubScenario:event_queensorder_epilogue_60,True,,10,10,1.0,,rosanna,rosanna,,1,idle,,,,
event_queensorder_epilogue_61,40015,event_queensorder_epilogue,Self,Locale_SubScenario:event_queensorder_epilogue_61,False,,10,10,1.0,,rosanna,,,1,idle,,,,
event_queensorder_epilogue_62,40015,event_queensorder_epilogue,Speech,Locale_SubScenario:event_queensorder_epilogue_62,True,,10,10,1.0,,rosanna,rosanna,,1,idle,,,,
event_queensorder_epilogue_63,40015,event_queensorder_epilogue,Self,Locale_SubScenario:event_queensorder_epilogue_63,False,,10,10,1.0,,rosanna,,,1,idle,,,,
event_queensorder_epilogue_64,40015,event_queensorder_epilogue,Speech,Locale_SubScenario:event_queensorder_epilogue_64,True,,10,10,1.0,,rosanna,rosanna,,1,good,,,,
event_queensorder_epilogue_65,40015,event_queensorder_epilogue,Monologue,Locale_SubScenario:event_queensorder_epilogue_65,False,,10,100,2.0,,rosanna,,,1,idle,,,,
event_queensorder_epilogue_66,40015,event_queensorder_epilogue,Speech,Locale_SubScenario:event_queensorder_epilogue_66,True,,100,100,1.0,,rosanna,rosanna,,1,good,,,,
event_queensorder_epilogue_67,40015,event_queensorder_epilogue,Speech,Locale_SubScenario:event_queensorder_epilogue_67,True,,100,100,1.0,,rosanna,rosanna,,1,good,,,,
event_queensorder_epilogue_68,40015,event_queensorder_epilogue,Speech,Locale_SubScenario:event_queensorder_epilogue_68,True,,100,100,1.0,,rosanna,rosanna,,1,good,,,,
event_queensorder_epilogue_69,40015,event_queensorder_epilogue,Self,Locale_SubScenario:event_queensorder_epilogue_69,False,,100,100,1.0,,rosanna,,,1,good,,,,
event_queensorder_epilogue_70,40015,event_queensorder_epilogue,Speech,Locale_SubScenario:event_queensorder_epilogue_70,True,,100,10,1.0,,rosanna,rosanna,,1,idle,,,,
event_queensorder_epilogue_71,40015,event_queensorder_epilogue,Speech,Locale_SubScenario:event_queensorder_epilogue_71,True,,10,10,1.0,,rosanna,rosanna,,1,idle,,,,
event_queensorder_epilogue_72,40015,event_queensorder_epilogue,Speech,Locale_SubScenario:event_queensorder_epilogue_72,True,,10,10,1.0,,rosanna,rosanna,,1,idle,,,,
event_queensorder_epilogue_73,40015,event_queensorder_epilogue,Self,Locale_SubScenario:event_queensorder_epilogue_73,False,,10,10,1.0,,rosanna,,,1,idle,,,,
event_queensorder_epilogue_74,40015,event_queensorder_epilogue,Monologue,Locale_SubScenario:event_queensorder_epilogue_74,False,,10,1,1.0,,rosanna,,,1,idle,,,,
event_queensorder_epilogue_75,40015,event_queensorder_epilogue,Monologue,Locale_SubScenario:event_queensorder_epilogue_75,False,,1,15,2.0,,rosanna,,,1,idle,,,,
event_queensorder_epilogue_76,40015,event_queensorder_epilogue,Speech,Locale_SubScenario:event_queensorder_epilogue_76,True,,15,1,3.0,,rosanna,rosanna,,1,idle,,,,
event_queensorder_epilogue_77,40015,event_queensorder_epilogue,Speech,Locale_SubScenario:event_queensorder_epilogue_77,True,,1,10,1.0,,rosanna,rosanna,,1,idle,,,,
event_queensorder_epilogue_78,40015,event_queensorder_epilogue,Self,Locale_SubScenario:event_queensorder_epilogue_78,False,,10,10,1.0,,rosanna,,,1,idle,,,,
event_queensorder_epilogue_79,40015,event_queensorder_epilogue,Monologue,Locale_SubScenario:event_queensorder_epilogue_79,False,,10,1,2.0,,rosanna,,,1,idle,,,,rosanna
event_queensorder_epilogue_80,40015,event_queensorder_epilogue,Monologue,Locale_SubScenario:event_queensorder_epilogue_80,False,,black,black,1.0,,rosanna,,,,,,,,
