id,event_id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm
event_footstepwalkrun1_05_s_15,40066,event_footstepwalkrun1_05_s,Speech,wendi,wendi,Locale_MainScenario:event_footstepwalkrun1_05_s_15,True,,1,idle,,13,idle,,15,idle,,1500,1500,1.0,
event_footstepwalkrun1_05_s_16,40066,event_footstepwalkrun1_05_s,Speech,rapi_m,rapi_m,Locale_MainScenario:event_footstepwalkrun1_05_s_16,True,,1,idle,,13,idle,,15,idle,,100,100,1.0,
event_footstepwalkrun1_05_s_17,40066,event_footstepwalkrun1_05_s,Speech,wendi,wendi,Locale_MainScenario:event_footstepwalkrun1_05_s_17,False,,1,idle,,13,idle,,15,idle,,1500,1500,1.0,
event_footstepwalkrun1_05_s_18,40066,event_footstepwalkrun1_05_s,Speech,rio,rio,Locale_MainScenario:event_footstepwalkrun1_05_s_18,True,,1,idle,,13,idle,,15,idle,,1500,1300,1.0,
event_footstepwalkrun1_05_s_19,40066,event_footstepwalkrun1_05_s,Speech,rio,rio,Locale_MainScenario:event_footstepwalkrun1_05_s_19,True,,1,idle,,13,idle,,15,idle,,1300,130,1.0,
event_footstepwalkrun1_05_s_20,40066,event_footstepwalkrun1_05_s,Speech,rapi_m,rapi_m,Locale_MainScenario:event_footstepwalkrun1_05_s_20,False,,1,idle,,13,idle,,15,idle,,130,113,1.0,
event_footstepwalkrun1_05_s_21,40066,event_footstepwalkrun1_05_s,Speech,rapi_m,rapi_m,Locale_MainScenario:event_footstepwalkrun1_05_s_21,True,,1,idle,,13,idle,,15,idle,,113,113,1.0,
event_footstepwalkrun1_05_s_22,40066,event_footstepwalkrun1_05_s,Speech,rio,rio,Locale_MainScenario:event_footstepwalkrun1_05_s_22,True,,1,idle,,13,angry,,15,idle,,113,113,1.0,
event_footstepwalkrun1_05_s_23,40066,event_footstepwalkrun1_05_s,Speech,rio,rio,Locale_MainScenario:event_footstepwalkrun1_05_s_23,True,,1,idle,,13,angry,,15,idle,,113,113,1.0,
event_footstepwalkrun1_05_s_24,40066,event_footstepwalkrun1_05_s,Speech,rapi_m,rapi_m,Locale_MainScenario:event_footstepwalkrun1_05_s_24,True,,1,idle,,13,angry,,15,idle,,113,113,1.0,
event_footstepwalkrun1_05_s_25,40066,event_footstepwalkrun1_05_s,Speech,rio,rio,Locale_MainScenario:event_footstepwalkrun1_05_s_25,True,,1,idle,,13,angry,,15,idle,,113,113,1.0,
event_footstepwalkrun1_05_s_26,40066,event_footstepwalkrun1_05_s,Speech,rapi_m,rapi_m,Locale_MainScenario:event_footstepwalkrun1_05_s_26,True,,1,idle,,13,angry,,15,idle,,113,113,1.0,
event_footstepwalkrun1_05_s_27,40066,event_footstepwalkrun1_05_s,Speech,rio,rio,Locale_MainScenario:event_footstepwalkrun1_05_s_27,True,,1,idle,,13,angry,,15,idle,,130,1300,0.7,
event_footstepwalkrun1_05_s_28,40066,event_footstepwalkrun1_05_s,Speech,rio,rio,Locale_MainScenario:event_footstepwalkrun1_05_s_28,True,,1,idle,,13,idle,,15,idle,,1300,1300,1.0,
event_footstepwalkrun1_05_s_29,40066,event_footstepwalkrun1_05_s,Speech,wendi,wendi,Locale_MainScenario:event_footstepwalkrun1_05_s_29,True,,1,idle,,13,idle,,15,idle,,1500,1500,1.0,
event_footstepwalkrun1_05_s_30,40066,event_footstepwalkrun1_05_s,Speech,rio,rio,Locale_MainScenario:event_footstepwalkrun1_05_s_30,True,,1,idle,,13,idle,,15,idle,,1300,1300,1.0,
event_footstepwalkrun1_05_s_31,40066,event_footstepwalkrun1_05_s,Speech,rio,rio,Locale_MainScenario:event_footstepwalkrun1_05_s_31,True,,1,idle,,13,idle,,15,idle,,1300,1300,1.0,
event_footstepwalkrun1_05_s_32,40066,event_footstepwalkrun1_05_s,Speech,wendi,wendi,Locale_MainScenario:event_footstepwalkrun1_05_s_32,True,,1,idle,,13,idle,,15,idle,,1500,1500,1.0,
event_footstepwalkrun1_05_s_33,40066,event_footstepwalkrun1_05_s,Speech,wendi,wendi,Locale_MainScenario:event_footstepwalkrun1_05_s_33,True,,1,idle,,13,idle,,15,idle,,1500,150,1.0,
event_footstepwalkrun1_05_s_34,40066,event_footstepwalkrun1_05_s,Speech,rio,rio,Locale_MainScenario:event_footstepwalkrun1_05_s_34,True,,1,idle,,13,idle,,15,idle,,150,1315,1.0,
event_footstepwalkrun1_05_s_35,40066,event_footstepwalkrun1_05_s,Speech,wendi,wendi,Locale_MainScenario:event_footstepwalkrun1_05_s_35,True,,1,idle,,13,idle,,15,idle,,1315,1315,1.0,
event_footstepwalkrun1_05_s_36,40066,event_footstepwalkrun1_05_s,Speech,wendi,wendi,Locale_MainScenario:event_footstepwalkrun1_05_s_36,True,,1,idle,,13,idle,,15,idle,,1315,1315,1.0,
event_footstepwalkrun1_05_s_37,40066,event_footstepwalkrun1_05_s,Speech,rio,rio,Locale_MainScenario:event_footstepwalkrun1_05_s_37,True,,1,idle,,13,idle,,15,idle,,1315,1315,1.0,
event_footstepwalkrun1_05_s_38,40066,event_footstepwalkrun1_05_s,Speech,wendi,wendi,Locale_MainScenario:event_footstepwalkrun1_05_s_38,True,,1,idle,,13,idle,,15,idle,,1315,1315,1.0,
event_footstepwalkrun1_05_s_39,40066,event_footstepwalkrun1_05_s,Speech,rio,rio,Locale_MainScenario:event_footstepwalkrun1_05_s_39,True,,1,idle,,13,idle,,15,idle,,1315,1315,1.0,
event_footstepwalkrun1_05_s_40,40066,event_footstepwalkrun1_05_s,Speech,wendi,wendi,Locale_MainScenario:event_footstepwalkrun1_05_s_40,True,,1,idle,,13,idle,,15,idle,,1315,1315,1.0,
event_footstepwalkrun1_05_s_41,40066,event_footstepwalkrun1_05_s,Speech,wendi,wendi,Locale_MainScenario:event_footstepwalkrun1_05_s_41,True,,1,idle,,13,idle,,15,idle,,1315,1315,1.0,
event_footstepwalkrun1_05_s_42,40066,event_footstepwalkrun1_05_s,Speech,rio,rio,Locale_MainScenario:event_footstepwalkrun1_05_s_42,False,,1,idle,,13,idle,,15,idle,,1315,1315,1.0,
event_footstepwalkrun1_05_s_43,40066,event_footstepwalkrun1_05_s,Narration,rio,,Locale_MainScenario:event_footstepwalkrun1_05_s_43,False,,1,idle,,13,idle,,15,idle,,1315,113,1.0,
event_footstepwalkrun1_05_s_44,40066,event_footstepwalkrun1_05_s,Speech,rio,rio,Locale_MainScenario:event_footstepwalkrun1_05_s_44,True,,1,idle,,13,idle,,15,idle,,113,113,1.0,
event_footstepwalkrun1_05_s_45,40066,event_footstepwalkrun1_05_s,Speech,rio,rio,Locale_MainScenario:event_footstepwalkrun1_05_s_45,True,,1,idle,,13,idle,,15,idle,,113,113,1.0,
event_footstepwalkrun1_05_s_46,40066,event_footstepwalkrun1_05_s,Narration,rio,,Locale_MainScenario:event_footstepwalkrun1_05_s_46,False,,1,idle,,13,idle,,15,idle,,black,black,1.0,
event_footstepwalkrun1_05_s_47,40066,event_footstepwalkrun1_05_s,Speech,rio,rio,Locale_MainScenario:event_footstepwalkrun1_05_s_47,True,,1,idle,,13,idle,,15,idle,,1300,1300,1.0,
event_footstepwalkrun1_05_s_48,40066,event_footstepwalkrun1_05_s,Narration,rio,,Locale_MainScenario:event_footstepwalkrun1_05_s_48,False,,1,idle,,13,idle,,15,idle,,black,black,1.0,
event_footstepwalkrun1_05_s_49,40066,event_footstepwalkrun1_05_s,Narration,rio,,Locale_MainScenario:event_footstepwalkrun1_05_s_49,False,,1,idle,,13,idle,,15,idle,,black,black,1.0,
event_footstepwalkrun1_05_s_50,40066,event_footstepwalkrun1_05_s,Narration,rio,,Locale_MainScenario:event_footstepwalkrun1_05_s_50,False,,1,idle,,13,idle,,15,idle,,black,black,1.0,
event_footstepwalkrun1_05_s_51,40066,event_footstepwalkrun1_05_s,Speech,rio,rio,Locale_MainScenario:event_footstepwalkrun1_05_s_51,False,,1,idle,,13,idle,,15,idle,,130,130,1.0,
event_footstepwalkrun1_05_s_52,40066,event_footstepwalkrun1_05_s,Speech,wendi,wendi,Locale_MainScenario:event_footstepwalkrun1_05_s_52,True,,1,idle,,13,idle,,15,idle,,130,1315,1.0,
event_footstepwalkrun1_05_s_53,40066,event_footstepwalkrun1_05_s,Speech,rio,rio,Locale_MainScenario:event_footstepwalkrun1_05_s_53,True,,1,idle,,13,idle,,15,idle,,1315,1315,1.0,
event_footstepwalkrun1_05_s_54,40066,event_footstepwalkrun1_05_s,Speech,wendi,wendi,Locale_MainScenario:event_footstepwalkrun1_05_s_54,True,,1,idle,,13,idle,,15,idle,,1315,1315,1.0,
event_footstepwalkrun1_05_s_55,40066,event_footstepwalkrun1_05_s,Narration,rio,,Locale_MainScenario:event_footstepwalkrun1_05_s_55,False,,1,idle,,13,idle,,15,idle,,black,black,1.0,
event_footstepwalkrun1_05_s_56,40066,event_footstepwalkrun1_05_s,Narration,rio,,Locale_MainScenario:event_footstepwalkrun1_05_s_56,False,,1,idle,,13,delight,,15,idle,,black,black,1.0,
event_footstepwalkrun1_05_s_57,40066,event_footstepwalkrun1_05_s,Speech,rapi_m,rapi_m,Locale_MainScenario:event_footstepwalkrun1_05_s_57,True,,1,idle,,13,delight,,15,idle,,113,113,1.0,
event_footstepwalkrun1_05_s_58,40066,event_footstepwalkrun1_05_s,Speech,rio,rio,Locale_MainScenario:event_footstepwalkrun1_05_s_58,True,,1,idle,,13,idle,,15,idle,,113,113,1.0,
event_footstepwalkrun1_05_s_59,40066,event_footstepwalkrun1_05_s,Speech,rapi_m,rapi_m,Locale_MainScenario:event_footstepwalkrun1_05_s_59,True,,1,idle,,13,idle,,15,idle,,113,113,1.0,
event_footstepwalkrun1_05_s_60,40066,event_footstepwalkrun1_05_s,Speech,rio,rio,Locale_MainScenario:event_footstepwalkrun1_05_s_60,True,,1,idle,,13,idle,,15,idle,,1300,1300,1.0,
event_footstepwalkrun1_05_s_61,40066,event_footstepwalkrun1_05_s,Speech,wendi,wendi,Locale_MainScenario:event_footstepwalkrun1_05_s_61,False,,1,idle,,13,idle,,15,idle,,1500,1500,1.0,
event_footstepwalkrun1_05_s_62,40066,event_footstepwalkrun1_05_s,Speech,rapi_m,rapi_m,Locale_MainScenario:event_footstepwalkrun1_05_s_62,True,,1,idle,,13,idle,,15,idle,,100,100,1.0,
event_footstepwalkrun1_05_s_63,40066,event_footstepwalkrun1_05_s,Speech,rio,rio,Locale_MainScenario:event_footstepwalkrun1_05_s_63,True,,1,idle,,13,idle,,15,idle,,100,1300,1.0,
event_footstepwalkrun1_05_s_64,40066,event_footstepwalkrun1_05_s,Speech,rio,rio,Locale_MainScenario:event_footstepwalkrun1_05_s_64,True,,1,idle,,13,idle,,15,idle,,1300,1300,1.0,
event_footstepwalkrun1_05_s_65,40066,event_footstepwalkrun1_05_s,Speech,rio,rio,Locale_MainScenario:event_footstepwalkrun1_05_s_65,True,,1,idle,,13,idle,,15,idle,,1300,130,1.0,
event_footstepwalkrun1_05_s_66,40066,event_footstepwalkrun1_05_s,Speech,wendi,wendi,Locale_MainScenario:event_footstepwalkrun1_05_s_66,False,,1,idle,,13,idle,,15,idle,,150,150,1.0,
event_footstepwalkrun1_05_s_67,40066,event_footstepwalkrun1_05_s,Speech,rapi_m,rapi_m,Locale_MainScenario:event_footstepwalkrun1_05_s_67,True,,1,idle,,13,idle,,15,idle,,10,10,1.0,
event_footstepwalkrun1_05_s_68,40066,event_footstepwalkrun1_05_s,Speech,rio,rio,Locale_MainScenario:event_footstepwalkrun1_05_s_68,True,,1,idle,,13,idle,,15,idle,,10,113,1.0,
event_footstepwalkrun1_05_s_69,40066,event_footstepwalkrun1_05_s,Speech,rio,rio,Locale_MainScenario:event_footstepwalkrun1_05_s_69,True,,1,idle,,13,idle,,15,idle,,113,113,1.0,
event_footstepwalkrun1_05_s_70,40066,event_footstepwalkrun1_05_s,Speech,rapi_m,rapi_m,Locale_MainScenario:event_footstepwalkrun1_05_s_70,True,,1,idle,,13,idle,,15,idle,,113,113,1.0,
event_footstepwalkrun1_05_s_71,40066,event_footstepwalkrun1_05_s,Speech,rio,rio,Locale_MainScenario:event_footstepwalkrun1_05_s_71,True,,1,idle,,13,idle,,15,idle,,113,113,1.0,
event_footstepwalkrun1_05_s_72,40066,event_footstepwalkrun1_05_s,Speech,rapi_m,rapi_m,Locale_MainScenario:event_footstepwalkrun1_05_s_72,True,,1,idle,,13,idle,,15,idle,,113,113,1.0,
event_footstepwalkrun1_05_s_73,40066,event_footstepwalkrun1_05_s,Speech,rio,rio,Locale_MainScenario:event_footstepwalkrun1_05_s_73,False,,1,idle,,13,idle,,15,idle,,113,113,1.0,
event_footstepwalkrun1_05_s_74,40066,event_footstepwalkrun1_05_s,Speech,rapi_m,rapi_m,Locale_MainScenario:event_footstepwalkrun1_05_s_74,True,,1,idle,,13,idle,,15,idle,,113,113,1.0,
event_footstepwalkrun1_05_s_75,40066,event_footstepwalkrun1_05_s,Speech,rio,rio,Locale_MainScenario:event_footstepwalkrun1_05_s_75,False,,1,idle,,13,idle,,15,idle,,113,113,1.0,
event_footstepwalkrun1_05_s_76,40066,event_footstepwalkrun1_05_s,Speech,rio,rio,Locale_MainScenario:event_footstepwalkrun1_05_s_76,True,,1,idle,,13,idle,,15,idle,,113,113,1.0,
event_footstepwalkrun1_05_s_77,40066,event_footstepwalkrun1_05_s,Speech,rapi_m,rapi_m,Locale_MainScenario:event_footstepwalkrun1_05_s_77,True,,1,idle,,13,idle,,15,idle,,113,113,1.0,
event_footstepwalkrun1_05_s_78,40066,event_footstepwalkrun1_05_s,Speech,rio,rio,Locale_MainScenario:event_footstepwalkrun1_05_s_78,True,,1,idle,,13,idle,,15,idle,,113,113,1.0,
event_footstepwalkrun1_05_s_79,40066,event_footstepwalkrun1_05_s,Speech,rio,rio,Locale_MainScenario:event_footstepwalkrun1_05_s_79,True,,1,idle,,13,idle,,15,idle,,113,113,1.0,
event_footstepwalkrun1_05_s_80,40066,event_footstepwalkrun1_05_s,Speech,rio,rio,Locale_MainScenario:event_footstepwalkrun1_05_s_80,True,,1,idle,,13,idle,,15,idle,,113,113,1.0,
event_footstepwalkrun1_05_s_81,40066,event_footstepwalkrun1_05_s,Speech,rio,rio,Locale_MainScenario:event_footstepwalkrun1_05_s_81,True,,1,idle,,13,idle,,15,idle,,113,113,1.0,
event_footstepwalkrun1_05_s_82,40066,event_footstepwalkrun1_05_s,Speech,rapi_m,rapi_m,Locale_MainScenario:event_footstepwalkrun1_05_s_82,True,,1,idle,,13,idle,,15,idle,,113,113,1.0,
event_footstepwalkrun1_05_s_83,40066,event_footstepwalkrun1_05_s,Speech,rio,rio,Locale_MainScenario:event_footstepwalkrun1_05_s_83,True,,1,idle,,13,idle,,15,idle,,113,130,1.0,
event_footstepwalkrun1_05_s_84,40066,event_footstepwalkrun1_05_s,Speech,rio,rio,Locale_MainScenario:event_footstepwalkrun1_05_s_84,True,,1,idle,,13,idle,,15,idle,,130,1300,1.0,
